Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Oleksii Bykov,ua UKR,DF,Loko Plovdiv,23,1998,12.1,0,,,,,,,,,0,0,Matches
Bismark C. Kwarena,gh GHA,FW,CSKA Sofia,20,2001,2.9,0,,,,,,,,,0,0,Matches
Jordy Caicedo,ec ECU,FW,CSKA Sofia,23,1997,25.1,16,,,,,,,,,0,0,Matches
Oumar Camara,mr MTN,FW,Beroe,28,1992,12.9,3,,,,,,,,,1,1,Matches
Graham Carey,ie IRL,"DF,FW",CSKA Sofia,32,1989,17.2,1,,,,,,,,,0,0,Matches
Johnathan Carlos Pereira,br BRA,DF,Beroe,26,1995,17.0,2,,,,,,,,,0,0,Matches
Matheus Cassini,br BRA,MF,Botev Vratsa,25,1996,6.5,1,,,,,,,,,0,0,Matches
Hamza Čataković,ba BIH,FW,CSKA Sofia,24,1997,3.3,0,,,,,,,,,0,0,Matches
Atanas Chernev,bg BUL,DF,Botev Plovdiv,19,2002,1.1,0,,,,,,,,,0,0,Matches
Hritiyan Chipev,bg BUL,FW,Lokomotiv Sofia,20,2001,0.3,0,,,,,,,,,0,0,Matches
Ivaylo Chochev,bg BUL,MF,CSKA 1948,28,1993,29.5,13,,,,,,,,,4,4,Matches
Cicinho,bg BUL,"DF,MF",Ludogorets,32,1988,19.3,1,,,,,,,,,0,0,Matches
Mite Cikarski,mk MKD,"DF,MF",Botev Plovdiv,28,1993,0.9,0,,,,,,,,,0,0,Matches
Frane Čirjak,hr CRO,MF,Lokomotiv Sofia,26,1995,2.9,1,,,,,,,,,0,0,Matches
Alessandro Coppola,it ITA,MF,Tsarsko Selo,21,2000,5.7,0,,,,,,,,,0,0,Matches
José Cordoba,pa PAN,DF,Levski Sofia,20,2001,19.0,0,,,,,,,,,0,0,Matches
Mathias Coureur,mq MTQ,MF,Cherno More,33,1988,9.7,3,,,,,,,,,0,0,Matches
Artur Crăciun,md MDA,DF,Loko Plovdiv,23,1998,6.5,0,,,,,,,,,0,0,Matches
Artur Crăciun,md MDA,DF,Tsarsko Selo,23,1998,2.5,0,,,,,,,,,0,0,Matches

Damyan Damyanov,bg BUL,GK,Lokomotiv Sofia,21,2000,3.0,0,,,,,,,,,0,0,Matches
Reyan Daskalov,bg BUL,MF,Beroe,26,1995,12.5,0,,,,,,,,,0,0,Matches
Reyan Daskalov,bg BUL,MF,CSKA 1948,26,1995,11.4,0,,,,,,,,,0,0,Matches
Spas Delev,bg BUL,"FW,MF",Ludogorets,31,1989,7.4,1,,,,,,,,,0,0,Matches
Spas Delev,bg BUL,"FW,MF",Arda,31,1989,17.1,5,,,,,,,,,0,0,Matches
Kellian van der Kaap,nl NED,DF,Levski Sofia,22,1998,5.9,0,,,,,,,,,0,0,Matches
Kiril Despodov,bg BUL,"FW,MF",Ludogorets,24,1996,19.8,6,,,,,,,,,2,2,Matches
Lucas Dias,br BRA,FW,Tsarsko Selo,24,1997,11.1,2,,,,,,,,,0,0,Matches
Martin Dichev,bg BUL,DF,Cherno More,20,2000,13.1,0,,,,,,,,,0,0,Matches
Mario Dilchovski,bg BUL,DF,CSKA 1948,19,2001,1.4,0,,,,,,,,,0,0,Matches
Boris Dimitrov,bg BUL,FW,Slavia Sofia,17,2004,0.2,0,,,,,,,,,0,0,Matches
Iliya Dimitrov,bg BUL,FW,Lokomotiv Sofia,25,1996,11.9,2,,,,,,,,,0,0,Matches
Ivaylo Dimitrov,bg BUL,MF,Loko Plovdiv,32,1989,1.3,1,,,,,,,,,0,0,Matches
Tihomir Dimitrov,bg BUL,DF,Ludogorets,21,2000,0.2,0,,,,,,,,,0,0,Matches
Zdravko Dimitrov,bg BUL,FW,Levski Sofia,22,1998,16.1,1,,,,,,,,,0,0,Matches
Daniel Dimov,bg BUL,"DF,MF",Cherno More,32,1989,18.0,1,,,,,,,,,0,0,Matches
Georgi Dinkov,bg BUL,DF,Beroe,30,1991,15.0,0,,,,,,,,,0,0,Matches
Carlos Djaló Só,pt POR,FW,Botev Vratsa,28,1993,1.4,0,,,,,,,,,0,0,Matches
Kristian Dobrev,bg BUL,FW,Slavia Sofia,20,2001,9.5,1,,,,,,,,,0,0,Matches
Steliyan Dobrev,bg BUL,FW,CSKA 1948,17,2003,0.8,1,,,,,,,,,0,0,Matches
Asen Donchev,bg BUL,FW,CSKA Sofia,19,2001,4.8,0,,,,,,,,,0,0,Matches
Erol Dost,bg BUL,MF,Slavia Sofia,22,1999,21.3,1,,,,,,,,,0,0,Matches
Vlatko Drobarov,mk MKD,DF,Cherno More,28,1992,29.2,1,,,,,,,,,0,0,Matches
Matheus Duarte,br BRA,MF,Lokomotiv Sofia,26,1995,13.4,2,,,,,,,,,0,0,Matches
Svetoslav Dyakov,bg BUL,MF,Pirin Blagoevgrad,37,1984,22.4,0,,,,,,,,,0,0,Matches

Aleksandar Dyulgerov,bg BUL,DF,Pirin Blagoevgrad,31,1990,23.7,0,,,,,,,,,0,0,Matches
Ivan Dyulgerov,bg BUL,GK,Cherno More,22,1999,22.1,0,,,,,,,,,0,0,Matches
Miroslav Enchev,bg BUL,DF,Beroe,29,1991,1.0,0,,,,,,,,,0,0,Matches
Lazar Erinin,bg BUL,MF,Pirin Blagoevgrad,16,2004,0.7,0,,,,,,,,,0,0,Matches
James Eto'o,cm CMR,DF,Botev Plovdiv,20,2000,14.1,1,,,,,,,,,0,0,Matches
Dimitar Evtimov,bg BUL,GK,CSKA Sofia,27,1993,8.0,0,,,,,,,,,0,0,Matches
Alioune Fall,fr FRA,MF,Beroe,26,1994,19.6,5,,,,,,,,,0,0,Matches
Momo Fanyé Touré,gn GUI,FW,Botev Plovdiv,19,2002,0.1,0,,,,,,,,,0,0,Matches
Anton Fase,nl NED,FW,Botev Vratsa,21,2000,4.1,0,,,,,,,,,0,0,Matches
Jonata Felipe,br BRA,MF,Lokomotiv Sofia,22,1999,0.0,0,,,,,,,,,0,0,Matches
Luiz Felipe,br BRA,DF,Botev Vratsa,22,1999,9.6,0,,,,,,,,,0,0,Matches
Welton Felipe,br BRA,MF,Levski Sofia,23,1997,9.4,2,,,,,,,,,0,0,Matches
Diego Ferraresso,br BRA,"DF,MF",Botev Vratsa,29,1992,14.7,1,,,,,,,,,0,0,Matches
Pedro Ferrari,br BRA,DF,Pirin Blagoevgrad,26,1994,3.2,0,,,,,,,,,0,0,Matches
Filip Filipov,bg BUL,DF,Botev Plovdiv,32,1988,3.7,0,,,,,,,,,0,0,Matches
Steve Furtado,cv CPV,DF,Beroe,26,1994,25.5,1,,,,,,,,,0,0,Matches
Plamen Galabov,bg BUL,DF,CSKA Sofia,25,1995,2.4,0,,,,,,,,,0,0,Matches
Patrik Galchev,bg BUL,DF,Levski Sofia,20,2001,9.8,0,,,,,,,,,0,0,Matches
Petko Ganev,bg BUL,DF,Arda,24,1996,8.3,1,,,,,,,,,0,0,Matches
Maurício Garcez,br BRA,"FW,MF",CSKA Sofia,24,1997,5.5,1,,,,,,,,,0,0,Matches
Nikola Gavov,bg BUL,MF,Botev Vratsa,22,1999,0.1,0,,,,,,,,,0,0,Matches
Stefan Gavrilov,bg BUL,MF,Botev Vratsa,21,2000,12.8,1,,,,,,,,,0,0,Matches
Geferson,br BRA,"DF,MF",CSKA Sofia,27,1994,21.0,0,,,,,,,,,0,0,Matches
Viktor Genev,bg BUL,DF,Botev Plovdiv,32,1988,29.3,2,,,,,,,,,0,0,Matches
Daniel Genov,bg BUL,MF,Beroe,32,1989,13.4,1,,,,,,,,,0,0,Matches

Aleksandar Georgiev,bg BUL,MF,Arda,23,1997,13.9,1,,,,,,,,,0,0,Matches
Antonio Georgiev,bg BUL,DF,Botev Vratsa,23,1997,20.3,2,,,,,,,,,0,0,Matches
Dilyan Georgiev,bg BUL,DF,Tsarsko Selo,19,2002,0.4,0,,,,,,,,,0,0,Matches
Georgi Georgiev,bg BUL,GK,Cherno More,32,1988,8.9,0,,,,,,,,,0,0,Matches
Hristo Georgiev,bg BUL,GK,Botev Vratsa,27,1994,1.0,0,,,,,,,,,0,0,Matches
Kalin Georgiev,bg BUL,MF,Cherno More,20,2001,0.4,0,,,,,,,,,0,0,Matches
Martin Georgiev,bg BUL,DF,Slavia Sofia,15,2005,2.0,0,,,,,,,,,0,0,Matches
Pavel Georgiev,bg BUL,MF,Cherno More,19,2001,0.8,0,,,,,,,,,0,0,Matches
Spas Georgiev,bg BUL,MF,Pirin Blagoevgrad,29,1992,14.7,1,,,,,,,,,0,0,Matches
Teodor Georgiev,bg BUL,MF,Botev Vratsa,17,2004,3.1,0,,,,,,,,,0,0,Matches
Yanko Georgiev,bg BUL,GK,Pirin Blagoevgrad,32,1988,11.0,0,,,,,,,,,0,0,Matches
Yanko Georgiev,bg BUL,GK,Tsarsko Selo,32,1988,18.9,0,,,,,,,,,0,0,Matches
Vladimir Gogov,bg BUL,MF,CSKA 1948,24,1997,2.4,0,,,,,,,,,0,0,Matches
José Gomes,pt POR,"DF,FW",Cherno More,22,1999,6.8,1,,,,,,,,,0,0,Matches
Christian Gomis,fr FRA,DF,Loko Plovdiv,22,1998,25.7,0,,,,,,,,,0,0,Matches
Claude Gonçalves,pt POR,MF,Ludogorets,27,1994,21.4,0,,,,,,,,,0,0,Matches
Nikolay Goranchev,,MF,Arda,,,0.0,0,,,,,,,,,0,0,Matches
Ivan Goranov,bg BUL,"DF,MF",Levski Sofia,29,1992,18.0,0,,,,,,,,,0,0,Matches
Guram Goshteliani,ge GEO,FW,Pirin Blagoevgrad,24,1997,1.4,0,,,,,,,,,0,0,Matches
Denny Gropper,il ISR,DF,Ludogorets,22,1999,2.3,0,,,,,,,,,0,0,Matches
Guido Guerrieri,it ITA,GK,Tsarsko Selo,25,1996,2.0,0,,,,,,,,,0,0,Matches
Fodé Guirassy,gn GUI,FW,Cherno More,25,1996,1.0,0,,,,,,,,,0,0,Matches
Kamen Hadzhiev,bg BUL,DF,Beroe,29,1991,12.5,0,,,,,,,,,0,0,Matches
Henadii Haniev,ua UKR,GK,Beroe,31,1990,24.0,0,,,,,,,,,0,0,Matches
Hidajet Hankić,ba BIH,GK,Botev Plovdiv,27,1994,4.0,0,,,,,,,,,0,0,Matches

Martin Haydarov,bg BUL,MF,CSKA 1948,18,2003,1.4,0,,,,,,,,,0,0,Matches
Conor Henderson,eng ENG,MF,Pirin Blagoevgrad,29,1991,1.2,0,,,,,,,,,0,0,Matches
Nick Hengelman,nl NED,GK,Pirin Blagoevgrad,31,1989,8.0,0,,,,,,,,,0,0,Matches
Kevin Höög-Jansson,se SWE,DF,Botev Plovdiv,20,2000,13.1,0,,,,,,,,,0,0,Matches
Andrea Hristov,bg BUL,DF,Slavia Sofia,22,1999,16.3,0,,,,,,,,,0,0,Matches
Valeri Hristov,bg BUL,DF,Botev Vratsa,23,1998,19.3,0,,,,,,,,,0,0,Matches
Vasil Hristov,bg BUL,FW,Pirin Blagoevgrad,15,2005,0.9,1,,,,,,,,,0,0,Matches
Ventsislav Hristov,bg BUL,"FW,MF",Tsarsko Selo,32,1988,7.9,6,,,,,,,,,1,1,Matches
Hristofor Hubchev,bg BUL,DF,Levski Sofia,25,1995,2.1,1,,,,,,,,,0,0,Matches
Hristofor Hubchev,bg BUL,DF,Pirin Blagoevgrad,25,1995,14.5,2,,,,,,,,,0,0,Matches
Aboubacar Ibrahim Toungara,ml MLI,FW,Beroe,26,1994,23.7,4,,,,,,,,,0,0,Matches
Jordan Ikoko,cd COD,DF,Ludogorets,27,1994,10.3,3,,,,,,,,,0,0,Matches
Atanas Iliev,bg BUL,FW,Botev Plovdiv,26,1994,4.7,1,,,,,,,,,0,0,Matches
Dimitar Iliev,bg BUL,DF,Botev Vratsa,22,1999,0.1,0,,,,,,,,,0,0,Matches
Dimitar Iliev,bg BUL,"FW,MF",Loko Plovdiv,32,1988,29.4,13,,,,,,,,,7,7,Matches
Dimitar Iliev,bg BUL,DF,CSKA 1948,22,1999,2.9,0,,,,,,,,,0,0,Matches
Kostadin Iliev,bg BUL,DF,CSKA 1948,19,2002,3.2,0,,,,,,,,,0,0,Matches
Zharko Istatkov,bg BUL,GK,Lokomotiv Sofia,17,2004,1.0,0,,,,,,,,,0,0,Matches
Aleksandar Ivanov,bg BUL,FW,Loko Plovdiv,21,1999,0.0,0,,,,,,,,,0,0,Matches
Daniel Ivanov,bg BUL,MF,Pirin Blagoevgrad,19,2002,2.4,1,,,,,,,,,0,0,Matches
Galin Ivanov,bg BUL,"FW,MF",CSKA 1948,33,1988,26.7,9,,,,,,,,,1,1,Matches
Georgi Ivanov,bg BUL,MF,CSKA 1948,28,1993,0.1,0,,,,,,,,,0,0,Matches
Hristo Ivanov,bg BUL,FW,Lokomotiv Sofia,20,2000,0.9,0,,,,,,,,,0,0,Matches
Hristo Ivanov,bg BUL,MF,Arda,20,2000,12.8,0,,,,,,,,,0,0,Matches
Hristo Ivanov,bg BUL,FW,Loko Plovdiv,20,2000,1.6,0,,,,,,,,,0,0,Matches

Konstantin Ivanov,bg BUL,DF,Slavia Sofia,21,2000,0.0,0,,,,,,,,,0,0,Matches
Luka Ivanov,bg BUL,MF,Lokomotiv Sofia,17,2003,1.9,0,,,,,,,,,0,0,Matches
Toni Ivanov,bg BUL,FW,Slavia Sofia,22,1999,0.8,0,,,,,,,,,0,0,Matches
Chavdar Ivaylov,bg BUL,MF,Botev Vratsa,25,1996,12.3,0,,,,,,,,,0,0,Matches
Ivan Ivaylov Dermendzhiev,bg BUL,GK,Tsarsko Selo,20,2000,1.0,0,,,,,,,,,0,0,Matches
Milan Jokić,rs SRB,MF,Tsarsko Selo,26,1995,6.4,0,,,,,,,,,0,0,Matches
Kristijan Kahlina,hr CRO,GK,Ludogorets,29,1992,10.0,0,,,,,,,,,0,0,Matches
Sedric Kalombo,it ITA,DF,Tsarsko Selo,26,1995,10.4,1,,,,,,,,,0,0,Matches
Martin Kamburov,bg BUL,FW,Beroe,40,1980,10.3,5,,,,,,,,,1,1,Matches
Anton Karachanakov,bg BUL,MF,Pirin Blagoevgrad,29,1992,17.0,2,,,,,,,,,0,0,Matches
Ivan Karadzhov,bg BUL,GK,Arda,32,1989,16.4,0,,,,,,,,,0,0,Matches
Ivan Karadzhov,bg BUL,GK,CSKA 1948,32,1989,3.0,0,,,,,,,,,0,0,Matches
Bircent Karagaren,bg BUL,"FW,MF",Loko Plovdiv,28,1992,29.2,2,,,,,,,,,0,0,Matches
Žan Karničnik,si SVN,DF,Ludogorets,26,1994,9.9,0,,,,,,,,,0,0,Matches
Redi Kasa,al ALB,MF,Tsarsko Selo,19,2001,9.8,1,,,,,,,,,1,1,Matches
Faysel Kasmi,be BEL,MF,Cherno More,25,1995,3.7,1,,,,,,,,,0,0,Matches
Julius Kasparavičius,lt LTU,FW,Cherno More,26,1995,0.1,1,,,,,,,,,0,0,Matches
Bozhidar Katsarov,bg BUL,DF,Lokomotiv Sofia,27,1993,29.1,0,,,,,,,,,0,0,Matches
Giorgos Katsikas,gr GRE,DF,Lokomotiv Sofia,31,1990,25.9,0,,,,,,,,,0,0,Matches
Martin Kavdanski,bg BUL,DF,Tsarsko Selo,34,1987,19.0,1,,,,,,,,,0,0,Matches
Ventsislav Kerchev,bg BUL,DF,Slavia Sofia,24,1997,19.4,0,,,,,,,,,0,0,Matches
David Kiki,bj BEN,"DF,MF",Arda,27,1993,19.8,0,,,,,,,,,0,0,Matches
Mario Kirev,bg BUL,GK,Pirin Blagoevgrad,31,1989,2.0,0,,,,,,,,,0,0,Matches
Radoslav Kirilov,bg BUL,"FW,MF",Slavia Sofia,29,1992,26.5,6,,,,,,,,,1,1,Matches
Stivan Kirilov,bg BUL,MF,CSKA 1948,24,1996,1.3,0,,,,,,,,,0,0,Matches

Ivaylo Klimentov,bg BUL,MF,CSKA 1948,23,1998,7.8,0,,,,,,,,,0,0,Matches
Menno Koch,nl NED,DF,CSKA Sofia,27,1994,12.3,1,,,,,,,,,0,0,Matches
Ivan Kokonov,bg BUL,MF,Arda,29,1991,24.2,6,,,,,,,,,1,1,Matches
Aleksandar Kolev,bg BUL,"FW,MF",CSKA 1948,28,1992,10.9,9,,,,,,,,,2,2,Matches
Nikola Kolev,bg BUL,MF,Tsarsko Selo,26,1995,5.8,0,,,,,,,,,0,0,Matches
Pa Konate,gn GUI,DF,Botev Plovdiv,27,1994,25.1,3,,,,,,,,,0,0,Matches
Dimitar Kostadinov,bg BUL,MF,Levski Sofia,21,1999,6.2,1,,,,,,,,,0,0,Matches
Martin Kostadinov,bg BUL,DF,Arda,25,1996,1.1,0,,,,,,,,,0,0,Matches
Martin Kostadinov,bg BUL,DF,Botev Vratsa,25,1996,0.7,0,,,,,,,,,0,0,Matches
Bogdan Kostov,bg BUL,MF,CSKA 1948,19,2002,0.2,0,,,,,,,,,0,0,Matches
Ilian Kostov,bg BUL,DF,Pirin Blagoevgrad,16,2005,0.7,0,,,,,,,,,0,0,Matches
Krasimir Kostov,bg BUL,GK,Botev Vratsa,26,1995,31.0,0,,,,,,,,,0,0,Matches
Stanislav Kostov,bg BUL,FW,Pirin Blagoevgrad,29,1991,22.4,6,,,,,,,,,0,0,Matches
Lachezar Kotev,bg BUL,MF,Arda,23,1998,20.9,2,,,,,,,,,0,0,Matches
Svetoslav Kovachev,bg BUL,MF,Arda,23,1998,16.9,4,,,,,,,,,0,0,Matches
Plamen Krachunov,bg BUL,DF,Lokomotiv Sofia,32,1989,27.6,2,,,,,,,,,1,1,Matches
Andrian Kraev,bg BUL,MF,Levski Sofia,22,1999,22.0,2,,,,,,,,,0,0,Matches
Boris Krastev,,MF,Lokomotiv Sofia,,,0.0,0,,,,,,,,,0,0,Matches
Filip Krastev,bg BUL,MF,Levski Sofia,19,2001,11.6,3,,,,,,,,,1,1,Matches
Kaloyan Krastev,bg BUL,FW,Slavia Sofia,22,1999,4.3,2,,,,,,,,,0,0,Matches
Kaloyan Krastev,bg BUL,FW,CSKA Sofia,22,1999,3.8,0,,,,,,,,,0,0,Matches
Nikolay Krastev,bg BUL,GK,Slavia Sofia,24,1996,2.0,0,,,,,,,,,0,0,Matches
Plamen Krumov,bg BUL,"DF,MF",Arda,35,1985,10.0,0,,,,,,,,,0,0,Matches
Plamen Krumov,bg BUL,"DF,MF",Tsarsko Selo,35,1985,7.9,0,,,,,,,,,0,0,Matches
Kukula,cv CPV,FW,Beroe,28,1993,4.4,1,,,,,,,,,0,0,Matches

Jack Lahne,se SWE,FW,Botev Plovdiv,19,2001,2.3,3,,,,,,,,,0,0,Matches
Thomas Lam,fi FIN,"DF,MF",CSKA Sofia,27,1993,18.9,0,,,,,,,,,0,0,Matches
Keelan Lebon,mf SMN,FW,Beroe,24,1997,21.5,2,,,,,,,,,0,0,Matches
Ivan Lendrić,hr CRO,FW,Tsarsko Selo,29,1991,0.4,0,,,,,,,,,0,0,Matches
Raël Lolala,ch SUI,FW,Lokomotiv Sofia,24,1996,9.7,1,,,,,,,,,0,0,Matches
Deyan Lozev,bg BUL,MF,Arda,27,1993,4.0,0,,,,,,,,,0,0,Matches
Deyan Lozev,bg BUL,MF,CSKA 1948,27,1993,6.5,0,,,,,,,,,0,0,Matches
Matteo Lucarelli,it ITA,DF,Tsarsko Selo,19,2001,1.5,0,,,,,,,,,0,0,Matches
Martin Lukov,bg BUL,GK,Arda,28,1993,9.7,0,,,,,,,,,0,0,Matches
Angel Lyaskov,bg BUL,DF,CSKA 1948,23,1998,6.4,0,,,,,,,,,0,0,Matches
Aleksandar Lyubenov,bg BUL,GK,Lokomotiv Sofia,26,1995,28.0,0,,,,,,,,,0,0,Matches
Peter Makrillos,au AUS,MF,Slavia Sofia,25,1995,12.6,2,,,,,,,,,0,0,Matches
Malembana,mz MOZ,DF,Lokomotiv Sofia,25,1995,2.1,0,,,,,,,,,0,0,Matches
El Mamy Tetah,mr MTN,FW,Arda,19,2001,3.3,0,,,,,,,,,0,0,Matches
Stanislav Manolev,bg BUL,"DF,MF",Pirin Blagoevgrad,35,1985,23.4,7,,,,,,,,,1,1,Matches
Elvis Manu,nl NED,"FW,MF",Ludogorets,27,1993,7.4,4,,,,,,,,,0,0,Matches
Junior Mapuku,cd COD,FW,Slavia Sofia,31,1990,1.6,0,,,,,,,,,0,0,Matches
Vincent Marcel,fr FRA,MF,Loko Plovdiv,24,1997,12.7,2,,,,,,,,,0,0,Matches
Davide Mariani,ch SUI,MF,Beroe,30,1991,8.6,1,,,,,,,,,0,0,Matches
Higinio Marín,es ESP,FW,Ludogorets,27,1993,4.4,0,,,,,,,,,0,0,Matches
Lazar Marin,bg BUL,DF,CSKA 1948,27,1994,21.1,0,,,,,,,,,0,0,Matches
Miroslav Marinov,bg BUL,FW,Botev Vratsa,17,2004,12.8,2,,,,,,,,,0,0,Matches
Marquinhos,br BRA,MF,Botev Plovdiv,21,1999,16.3,6,,,,,,,,,0,0,Matches
Alessandro Martella,it ITA,MF,Tsarsko Selo,20,2000,0.4,0,,,,,,,,,0,0,Matches
Emil Martinov,bg BUL,"DF,MF",Arda,29,1992,3.7,0,,,,,,,,,0,0,Matches

Emil Martinov,bg BUL,"DF,MF",CSKA 1948,29,1992,18.9,1,,,,,,,,,0,0,Matches
