Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
George Bello,us USA,"MF,DF",LASK,21,2002,20.7,0,20,3,15.0,0.96,0.14,0.00,0.00,,0,0,Matches
Rico Benatelli,de GER,MF,SK Austria Klagenfurt,31,1992,27.0,1,10,1,10.0,0.37,0.04,0.10,1.00,,0,0,Matches
Tobias Berger,at AUT,DF,SC Austria Lustenau,20,2002,13.3,0,6,1,16.7,0.45,0.08,0.00,0.00,,0,0,Matches
Valon Berisha,xk KVX,MF,LASK,30,1993,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,,0,0,Matches

Max Besuschkow,de GER,MF,SK Austria Klagenfurt,26,1997,11.1,2,16,6,37.5,1.44,0.54,0.13,0.33,,0,0,Matches
Mads Bidstrup,dk DEN,MF,RB Salzburg,22,2001,21.0,2,13,4,30.8,0.62,0.19,0.15,0.50,,0,0,Matches
Mika Biereth,dk DEN,FW,Sturm Graz,20,2003,12.3,5,22,11,50.0,1.78,0.89,0.23,0.45,,0,0,Matches
Nicolas Binder,at AUT,FW,SK Austria Klagenfurt,21,2002,8.7,1,8,2,25.0,0.91,0.23,0.13,0.50,,0,0,Matches
Noah Bischof,at AUT,FW,SCR Altach,20,2002,3.8,0,5,3,60.0,1.33,0.80,0.00,0.00,,0,0,Matches
Bror Blume,dk DEN,MF,WSG Tirol,31,1992,8.7,0,10,2,20.0,1.16,0.23,0.00,0.00,,0,0,Matches
Augustine Boakye,gh GHA,FW,Wolfsberger AC,22,2000,20.3,9,49,19,38.8,2.42,0.94,0.18,0.47,,0,0,Matches
Kennedy Boateng,tg TOG,DF,SC Austria Lustenau,26,1996,14.3,0,14,6,42.9,0.98,0.42,0.00,0.00,,0,0,Matches
Ben Bobzien,de GER,"MF,FW",SC Austria Lustenau,20,2003,14.4,1,23,7,30.4,1.60,0.49,0.04,0.14,,0,0,Matches
Hendrik Bonmann,de GER,GK,Wolfsberger AC,29,1994,24.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Solomon Bonnah,nl NED,"MF,DF",SK Austria Klagenfurt,19,2003,15.8,2,5,4,80.0,0.32,0.25,0.40,0.50,,0,0,Matches
Aleksandar Borković,at AUT,DF,Sturm Graz,24,1999,1.0,0,1,1,100.0,0.99,0.99,0.00,0.00,,0,0,Matches
Ibane Bowat,sct SCO,DF,Hartberg,20,2002,27.7,1,11,1,9.1,0.40,0.04,0.09,1.00,,0,0,Matches
Michael Brandner,at AUT,MF,Blau-Weiß Linz,28,1995,2.2,0,1,1,100.0,0.45,0.45,0.00,0.00,,0,0,Matches
Matthias Braunöder,at AUT,MF,Austria Wien,21,2002,8.6,0,12,2,16.7,1.39,0.23,0.00,0.00,,0,0,Matches
Alexander Briedl,at AUT,MF,Blau-Weiß Linz,21,2002,14.5,1,12,4,33.3,0.83,0.28,0.08,0.25,,0,0,Matches
Angelo Brückner,de GER,DF,Hartberg,20,2003,1.7,0,0,0,,0.00,0.00,,,,0,0,Matches
Aleksander Buksa,pl POL,FW,WSG Tirol,20,2003,13.3,1,33,9,27.3,2.48,0.68,0.00,0.00,,1,1,Matches
Guido Burgstaller,at AUT,FW,Rapid Wien,34,1989,16.6,7,57,28,49.1,3.44,1.69,0.12,0.25,,0,0,Matches
Amady Camara,ml MLI,FW,Sturm Graz,18,2005,4.3,1,9,6,66.7,2.11,1.41,0.11,0.17,,0,0,Matches
Nicolás Capaldo,ar ARG,"MF,DF",RB Salzburg,25,1997,6.3,0,4,0,0.0,0.63,0.00,0.00,,,0,0,Matches
Paterson Chato,de GER,MF,SC Austria Lustenau,26,1996,9.0,0,9,2,22.2,1.00,0.22,0.00,0.00,,0,0,Matches
Lucas Copado,de GER,FW,LASK,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Christopher Cvetko,at AUT,MF,SK Austria Klagenfurt,26,1997,21.2,2,26,7,26.9,1.23,0.33,0.08,0.29,,0,0,Matches
Adam Daghim,dk DEN,MF,RB Salzburg,17,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches

Flavius Daniliuc,at AUT,DF,RB Salzburg,22,2001,9.3,0,1,0,0.0,0.11,0.00,0.00,,,0,0,Matches
Amadou Dante,ml MLI,DF,Sturm Graz,22,2000,5.1,0,3,0,0.0,0.58,0.00,0.00,,,0,0,Matches
Ebrima Darboe,gm GAM,MF,LASK,22,2001,2.9,0,6,2,33.3,2.09,0.70,0.00,0.00,,0,0,Matches
Amar Dedić,ba BIH,DF,RB Salzburg,20,2002,17.9,3,16,8,50.0,0.89,0.45,0.19,0.38,,0,0,Matches
Vesel Demaku,at AUT,MF,SCR Altach,23,2000,10.8,1,11,3,27.3,1.02,0.28,0.09,0.33,,0,0,Matches
Rafael Devisate,br BRA,MF,SC Austria Lustenau,17,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Yadaly Diaby,gn GUI,"FW,MF",SC Austria Lustenau,22,2000,20.1,5,41,20,48.8,2.04,0.99,0.12,0.25,,0,0,Matches
Ousmane Diakité,ml MLI,MF,Hartberg,23,2000,22.2,1,16,3,18.8,0.72,0.14,0.06,0.33,,0,0,Matches
Baila Diallo,fr FRA,"DF,MF",SC Austria Lustenau,22,2001,11.3,0,7,1,14.3,0.62,0.09,0.00,0.00,,0,0,Matches
Mamady Diambou,ml MLI,MF,RB Salzburg,20,2002,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,,0,0,Matches
Mahamadou Diarra,ml MLI,FW,WSG Tirol,19,2003,16.6,4,31,10,32.3,1.87,0.60,0.13,0.40,,0,0,Matches
Ousmane Diawara,se SWE,FW,SCR Altach,23,1999,1.6,0,1,0,0.0,0.61,0.00,0.00,,,0,0,Matches
Kristijan Dobras,at AUT,MF,Blau-Weiß Linz,30,1992,6.9,2,11,6,54.5,1.60,0.87,0.18,0.33,,0,0,Matches
Nene Dorgeles,ml MLI,FW,RB Salzburg,20,2002,9.0,5,22,11,50.0,2.44,1.22,0.23,0.45,,0,0,Matches
Furkan Dursun,at AUT,FW,Rapid Wien,18,2005,1.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Alexander Eckmayr,at AUT,GK,SCR Altach,24,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Maximilian Entrup,at AUT,FW,Hartberg,26,1997,21.5,12,55,29,52.7,2.56,1.35,0.20,0.38,,1,1,Matches
Julius Ertlthaler,at AUT,MF,WSG Tirol,26,1997,10.8,2,14,4,28.6,1.30,0.37,0.14,0.50,,0,0,Matches
Lukas Fadinger,at AUT,"MF,FW",SCR Altach,22,2000,28.8,3,46,23,50.0,1.60,0.80,0.07,0.13,,0,0,Matches
Stefan Feiertag,at AUT,"FW,MF",Blau-Weiß Linz,21,2001,8.3,1,15,6,40.0,1.80,0.72,0.07,0.17,,0,0,Matches
Fernando,br BRA,FW,RB Salzburg,24,1999,6.1,4,27,11,40.7,4.43,1.80,0.15,0.36,,0,0,Matches
Maximilian Fillafer,at AUT,"MF,FW",Hartberg,18,2004,7.2,2,17,5,29.4,2.36,0.70,0.12,0.40,,0,0,Matches
Manfred Fischer,at AUT,"MF,FW",Austria Wien,27,1995,26.2,0,47,9,19.1,1.79,0.34,0.00,0.00,,0,0,Matches
Dominik Fitz,at AUT,"MF,FW",Austria Wien,24,1999,21.8,8,52,22,42.3,2.38,1.01,0.08,0.18,,4,4,Matches
Florian Flecker,at AUT,"MF,FW",LASK,27,1995,19.2,5,37,15,40.5,1.92,0.78,0.14,0.33,,0,0,Matches

Amankwah Forson,gh GHA,"MF,FW",RB Salzburg,20,2002,13.3,2,25,5,20.0,1.88,0.38,0.08,0.40,,0,0,Matches
Justin Forst,at AUT,FW,WSG Tirol,20,2003,1.9,0,3,1,33.3,1.60,0.53,0.00,0.00,,0,0,Matches
Lukas Fridrikas,at AUT,"FW,MF",SC Austria Lustenau,25,1997,14.2,6,25,13,52.0,1.76,0.92,0.16,0.31,,2,3,Matches
Dominik Frieser,at AUT,"MF,FW",Hartberg,29,1993,18.5,3,19,9,47.4,1.03,0.49,0.16,0.33,,0,0,Matches
Christian Früchtl,de GER,GK,Austria Wien,23,2000,29.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Mohammed Fuseini,gh GHA,FW,Sturm Graz,21,2002,1.2,1,6,1,16.7,5.00,0.83,0.17,1.00,,0,0,Matches
Thierry Gale,bb BRB,MF,Rapid Wien,21,2002,1.0,1,5,2,40.0,5.00,2.00,0.20,0.50,,0,0,Matches
Lucas Galvão,br BRA,DF,Austria Wien,32,1991,23.5,0,10,1,10.0,0.43,0.04,0.00,0.00,,0,0,Matches
Jusuf Gazibegović,ba BIH,DF,Sturm Graz,23,2000,27.3,2,31,9,29.0,1.13,0.33,0.06,0.22,,0,0,Matches
Christian Gebauer,at AUT,"MF,FW",SCR Altach,29,1993,23.1,2,27,7,25.9,1.17,0.30,0.07,0.29,,0,0,Matches
Turgay Gemicibaşi,,MF,SK Austria Klagenfurt,27,1996,8.6,0,5,0,0.0,0.58,0.00,0.00,,,0,0,Matches
Thomas Geris,at AUT,"DF,MF",WSG Tirol,20,2002,5.9,0,8,1,12.5,1.35,0.17,0.00,0.00,,0,0,Matches
Niklas Geyrhofer,at AUT,"MF,DF",Sturm Graz,23,2000,5.3,0,3,2,66.7,0.57,0.38,0.00,0.00,,0,0,Matches
Kosmas Gezos,gr GRE,DF,SK Austria Klagenfurt,30,1992,16.2,2,15,4,26.7,0.93,0.25,0.13,0.50,,0,0,Matches
Oscar Gloukh,il ISR,"FW,MF",RB Salzburg,19,2004,21.6,7,50,16,32.0,2.32,0.74,0.14,0.44,,0,0,Matches
Fabian Gmeiner,at AUT,"DF,MF",SC Austria Lustenau,26,1997,16.4,0,3,1,33.3,0.18,0.06,0.00,0.00,,0,0,Matches
Thomas Goiginger,at AUT,"MF,FW",LASK,30,1993,4.4,2,11,6,54.5,2.49,1.36,0.09,0.17,,1,1,Matches
Julian Gölles,at AUT,MF,Blau-Weiß Linz,23,1999,16.6,2,28,9,32.1,1.68,0.54,0.07,0.22,,0,0,Matches
Jon Gorenc Stanković,si SVN,MF,Sturm Graz,27,1996,26.7,3,24,7,29.2,0.90,0.26,0.13,0.43,,0,0,Matches
Nico Gorzel,de GER,MF,SC Austria Lustenau,25,1998,10.0,0,3,0,0.0,0.30,0.00,0.00,,,0,0,Matches
Lucas Gourna-Douath,fr FRA,MF,RB Salzburg,19,2003,20.4,0,8,1,12.5,0.39,0.05,0.00,0.00,,0,0,Matches
Pius Grabher,at AUT,MF,SC Austria Lustenau,29,1993,20.4,1,10,4,40.0,0.49,0.20,0.10,0.25,,0,0,Matches
Marvin da Graça,lu LUX,DF,Austria Wien,28,1995,18.3,0,10,2,20.0,0.55,0.11,0.00,0.00,,0,0,Matches
Patrick Greil,at AUT,MF,Rapid Wien,26,1996,1.3,0,2,0,0.0,1.59,0.00,0.00,,,0,0,Matches
Lukas Grgic,at AUT,MF,Rapid Wien,27,1995,16.4,2,11,2,18.2,0.67,0.12,0.18,1.00,,0,0,Matches

Andreas Gruber,at AUT,"FW,MF",Austria Wien,28,1995,25.1,11,75,32,42.7,2.99,1.27,0.15,0.34,,0,0,Matches
Tobias Gruber,at AUT,DF,Wolfsberger AC,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Dario Grujcic,at AUT,DF,SC Austria Lustenau,24,1999,21.5,1,9,3,33.3,0.42,0.14,0.11,0.33,,0,0,Matches
Marco Grüll,at AUT,"MF,FW",Rapid Wien,25,1998,25.6,13,75,41,54.7,2.93,1.60,0.08,0.15,,7,7,Matches
Hakim Guenouche,fr FRA,MF,Austria Wien,23,2000,12.6,1,19,4,21.1,1.51,0.32,0.05,0.25,,0,0,Matches
David Gugganig,at AUT,DF,WSG Tirol,26,1997,20.2,0,17,4,23.5,0.84,0.20,0.00,0.00,,0,0,Matches
Lukas Gugganig,at AUT,DF,SCR Altach,28,1995,23.4,3,25,11,44.0,1.07,0.47,0.12,0.27,,0,0,Matches
Daouda Guindo,ml MLI,DF,RB Salzburg,20,2002,13.4,0,4,0,0.0,0.30,0.00,0.00,,,0,0,Matches
Lukas Gütlbauer,at AUT,GK,Wolfsberger AC,22,2000,8.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Armin Haider,at AUT,FW,LASK,17,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Julian Halwachs,at AUT,MF,Hartberg,20,2003,2.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Johannes Handl,at AUT,DF,Austria Wien,25,1998,25.7,1,16,4,25.0,0.62,0.16,0.06,0.25,,0,0,Matches
Stefan Haudum,at AUT,"DF,MF",Blau-Weiß Linz,28,1994,7.8,0,2,0,0.0,0.26,0.00,0.00,,,0,0,Matches
Elias Havel,at AUT,FW,LASK,20,2003,6.4,2,19,11,57.9,2.97,1.72,0.11,0.18,,0,0,Matches
Niklas Hedl,at AUT,GK,Rapid Wien,22,2001,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Jürgen Heil,at AUT,DF,Hartberg,26,1997,29.5,2,24,6,25.0,0.81,0.20,0.08,0.33,,0,0,Matches
Stefan Hierländer,at AUT,MF,Sturm Graz,32,1991,7.3,0,5,0,0.0,0.68,0.00,0.00,,,0,0,Matches
Raphael Hofer,at AUT,"MF,FW",Blau-Weiß Linz,20,2003,3.0,0,3,0,0.0,1.00,0.00,0.00,,,0,0,Matches
Maximilian Hofmann,at AUT,DF,Rapid Wien,29,1993,13.5,0,6,2,33.3,0.44,0.15,0.00,0.00,,0,0,Matches
James Holland,au AUS,MF,Austria Wien,34,1989,7.8,0,5,0,0.0,0.64,0.00,0.00,,,0,0,Matches
Timo Horn,de GER,GK,RB Salzburg,30,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Tomi Horvat,si SVN,"MF,FW",Sturm Graz,24,1999,22.0,7,41,12,29.3,1.86,0.54,0.17,0.58,,0,0,Matches
Sascha Horvath,at AUT,MF,LASK,26,1996,22.5,1,15,5,33.3,0.67,0.22,0.07,0.20,,0,0,Matches
Muharem Huskovic,at AUT,FW,Austria Wien,20,2003,14.4,3,36,15,41.7,2.49,1.04,0.08,0.20,,0,0,Matches
Lukas Ibertsberger,at AUT,"MF,DF",Wolfsberger AC,19,2003,9.9,0,8,1,12.5,0.81,0.10,0.00,0.00,,0,0,Matches

Mehmet Ibrahimi,de GER,FW,Blau-Weiß Linz,20,2003,3.0,0,11,1,9.1,3.64,0.33,0.00,0.00,,0,0,Matches
Sandro Ingolitsch,at AUT,"DF,MF",SCR Altach,26,1997,14.7,0,4,2,50.0,0.27,0.14,0.00,0.00,,0,0,Matches
Andy Irving,sct SCO,"MF,FW",SK Austria Klagenfurt,23,2000,21.5,9,42,18,42.9,1.96,0.84,0.14,0.33,,3,3,Matches
Nosa Iyobosa Edokpolor,at AUT,MF,SCR Altach,26,1996,2.4,0,3,1,33.3,1.23,0.41,0.00,0.00,,0,0,Matches
Lukas Jäger,at AUT,MF,SCR Altach,29,1994,27.3,1,19,6,31.6,0.69,0.22,0.05,0.17,,0,0,Matches
Isak Jansson,se SWE,MF,Rapid Wien,21,2002,5.6,1,11,4,36.4,1.97,0.72,0.09,0.25,,0,0,Matches
Jakob Jantscher,at AUT,"FW,MF",Sturm Graz,34,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Florian Jaritz,at AUT,FW,SK Austria Klagenfurt,25,1997,11.3,3,10,4,40.0,0.88,0.35,0.30,0.75,,0,0,Matches
Vitezslav Jaros,cz CZE,GK,Sturm Graz,22,2001,14.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Adis Jasic,at AUT,MF,Wolfsberger AC,20,2003,22.6,2,22,7,31.8,0.97,0.31,0.09,0.29,,0,0,Matches
Seedy Jatta,no NOR,FW,Sturm Graz,20,2003,6.2,2,12,5,41.7,1.95,0.81,0.17,0.40,,0,0,Matches
David Jaunegg,at AUT,DF,WSG Tirol,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Max Johnston,sct SCO,DF,Sturm Graz,19,2003,5.1,0,1,1,100.0,0.19,0.19,0.00,0.00,,0,0,Matches
Branko Jovičić,rs SRB,MF,LASK,30,1993,13.1,0,8,1,12.5,0.61,0.08,0.00,0.00,,0,0,Matches
Pascal Juan Estrada,at AUT,DF,SCR Altach,21,2002,3.8,0,2,0,0.0,0.53,0.00,0.00,,,0,0,Matches
Aleksandar Jukic,at AUT,"MF,FW",Austria Wien,23,2000,9.4,0,15,3,20.0,1.60,0.32,0.00,0.00,,0,1,Matches
Jan Jurčec,hr CRO,"MF,FW",SCR Altach,22,2000,12.6,0,16,6,37.5,1.27,0.48,0.00,0.00,,0,0,Matches
Djawal Kaïba,cm CMR,MF,SCR Altach,20,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Tobias Kainz,at AUT,MF,Hartberg,30,1992,19.7,1,11,4,36.4,0.56,0.20,0.09,0.25,,0,0,Matches
Dijon Kameri,at AUT,MF,RB Salzburg,19,2004,1.8,0,5,1,20.0,2.78,0.56,0.00,0.00,,0,0,Matches
Ayi Kangni-Soukpe,il ISR,FW,Austria Wien,20,2003,1.0,0,1,0,0.0,0.98,0.00,0.00,,,0,0,Matches
Sankara Karamoko,ci CIV,FW,Wolfsberger AC,19,2003,3.3,0,4,0,0.0,1.23,0.00,0.00,,,0,0,Matches
Sinan Karweina,de GER,"FW,MF",SK Austria Klagenfurt,24,1999,23.2,10,58,27,46.6,2.50,1.17,0.17,0.37,,0,1,Matches
Neraysho Kasanwirjo,nl NED,DF,Rapid Wien,21,2002,19.7,0,12,2,16.7,0.61,0.10,0.00,0.00,,0,0,Matches
Dennis Kaygin,de GER,MF,Rapid Wien,19,2004,1.7,0,3,0,0.0,1.80,0.00,0.00,,,0,0,Matches

Scott Kennedy,ca CAN,"DF,MF",Wolfsberger AC,26,1997,16.5,1,8,2,25.0,0.49,0.12,0.13,0.50,,0,0,Matches
Roman Kerschbaum,at AUT,MF,Rapid Wien,29,1994,13.7,0,16,4,25.0,1.17,0.29,0.00,0.00,,0,0,Matches
Konstantin Kerschbaumer,at AUT,MF,Wolfsberger AC,31,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Otar Kiteishvili,ge GEO,"MF,FW",Sturm Graz,27,1996,21.4,9,43,19,44.2,2.01,0.89,0.19,0.42,,1,1,Matches
Maurits Kjærgaard,dk DEN,"MF,DF",RB Salzburg,20,2003,14.5,2,20,7,35.0,1.38,0.48,0.10,0.29,,0,0,Matches
Marco Knaller,at AUT,GK,SK Austria Klagenfurt,36,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Enes Koc,at AUT,MF,SC Austria Lustenau,18,2005,0.1,0,1,0,0.0,12.86,0.00,0.00,,,0,0,Matches
Tobias Koch,at AUT,MF,Blau-Weiß Linz,22,2001,21.6,1,5,1,20.0,0.23,0.05,0.00,0.00,,1,1,Matches
Sekou Koita,ml MLI,"FW,MF",RB Salzburg,23,1999,7.5,8,41,16,39.0,5.49,2.14,0.17,0.44,,1,1,Matches
Paul Koller,at AUT,DF,SCR Altach,21,2002,30.2,3,28,10,35.7,0.93,0.33,0.11,0.30,,0,0,Matches
Paul Komposch,at AUT,DF,Hartberg,22,2001,29.5,0,12,2,16.7,0.41,0.07,0.00,0.00,,0,0,Matches
Karim Konaté,ci CIV,FW,RB Salzburg,19,2004,20.5,20,83,44,53.0,4.05,2.15,0.24,0.45,,0,0,Matches
Moussa Koné,sn SEN,FW,LASK,26,1996,3.5,0,6,2,33.3,1.70,0.57,0.00,0.00,,0,0,Matches
Terence Kongolo,nl NED,DF,Rapid Wien,29,1994,8.2,0,5,2,40.0,0.61,0.24,0.00,0.00,,0,0,Matches
Mirko Kos,at AUT,GK,Austria Wien,26,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Martin Koscelník,sk SVK,DF,Rapid Wien,28,1995,1.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Moussa Kounfolo Yeo,ml MLI,MF,RB Salzburg,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Damjan Kovacevic,at AUT,DF,Hartberg,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Marco Krainz,at AUT,MF,Blau-Weiß Linz,26,1997,23.4,0,16,2,12.5,0.68,0.09,0.00,0.00,,0,0,Matches
Frans Krätzig,de GER,MF,Austria Wien,20,2003,13.3,1,12,3,25.0,0.90,0.23,0.08,0.33,,0,0,Matches
Luca Kronberger,at AUT,MF,WSG Tirol,21,2002,12.9,3,25,8,32.0,1.93,0.62,0.12,0.38,,0,0,Matches
Mario Kröpfl,at AUT,MF,Hartberg,33,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Nicolas-Gerrit Kühn,de GER,MF,Rapid Wien,23,2000,13.5,2,28,14,50.0,2.07,1.04,0.07,0.14,,0,0,Matches
Christoph Lang,at AUT,MF,Rapid Wien,21,2002,10.8,2,15,3,20.0,1.39,0.28,0.13,0.67,,0,0,Matches
Christoph Lang,at AUT,"MF,FW",Hartberg,21,2002,14.4,5,23,14,60.9,1.60,0.98,0.22,0.36,,0,0,Matches

Dimitri Lavalée,be BEL,"DF,MF",Sturm Graz,26,1997,21.5,2,11,4,36.4,0.51,0.19,0.18,0.50,,0,0,Matches
Tobias Lawal,at AUT,GK,LASK,23,2000,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Mario Leitgeb,at AUT,MF,Wolfsberger AC,35,1988,11.5,0,7,2,28.6,0.61,0.17,0.00,0.00,,0,0,Matches
Jürgen Lemmerer,at AUT,FW,Hartberg,20,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,,0,0,Matches
Matheus Lins,br BRA,DF,SC Austria Lustenau,22,2001,9.5,1,6,3,50.0,0.63,0.32,0.17,0.33,,0,0,Matches
Ivan Ljubic,at AUT,MF,LASK,27,1996,8.9,0,5,0,0.0,0.56,0.00,0.00,,,0,0,Matches
Marin Ljubicic,hr CRO,FW,LASK,21,2002,22.8,12,50,22,44.0,2.19,0.96,0.18,0.41,,3,3,Matches
Felix Luckeneder,at AUT,DF,LASK,29,1994,12.5,2,5,4,80.0,0.40,0.32,0.40,0.50,,0,0,Matches
Joao Luiz,br BRA,MF,Blau-Weiß Linz,24,1999,2.5,0,1,0,0.0,0.40,0.00,0.00,,,0,0,Matches
Leonardo Lukacevic,at AUT,"MF,DF",SCR Altach,24,1999,18.4,0,10,0,0.0,0.54,0.00,0.00,,,0,0,Matches
Andreas Lukse,at AUT,GK,Blau-Weiß Linz,35,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Matthias Maak,at AUT,DF,SC Austria Lustenau,31,1992,12.3,0,3,1,33.3,0.24,0.08,0.00,0.00,,0,0,Matches
Anton Maglica,hr CRO,FW,SK Austria Klagenfurt,31,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Thorsten Mahrer,at AUT,DF,SK Austria Klagenfurt,33,1990,31.0,0,11,4,36.4,0.35,0.13,0.00,0.00,,0,0,Matches
Damian Maksimovic,at AUT,FW,SCR Altach,18,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Cheikh Mamadou Diabaté,ci CIV,"DF,MF",Wolfsberger AC,19,2004,7.6,0,3,0,0.0,0.40,0.00,0.00,,,0,0,Matches
Nico Mantl,de GER,GK,RB Salzburg,23,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Manuel Maranda,at AUT,DF,Blau-Weiß Linz,26,1997,31.0,3,12,7,58.3,0.39,0.23,0.25,0.43,,0,0,Matches
Luka Marić,at AUT,GK,Sturm Graz,21,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Raul Marte,at AUT,MF,SC Austria Lustenau,21,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Leo Mätzler,at AUT,"DF,MF",SC Austria Lustenau,21,2002,11.3,0,1,1,100.0,0.09,0.09,0.00,0.00,,0,0,Matches
Fally Mayulu,fr FRA,FW,Rapid Wien,21,2002,12.9,6,37,17,45.9,2.86,1.31,0.14,0.29,,1,1,Matches
Luca Meisl,at AUT,DF,SC Austria Lustenau,24,1999,6.4,0,3,0,0.0,0.47,0.00,0.00,,,0,0,Matches
