Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Petar Ćirković,rs SRB,DF,FK IMT Novi Beograd,23,1999,26.2,0,,,,,,,,,0,0,Matches
Abdoulaye Cissé,gn GUI,DF,Novi Pazar,28,1994,26.8,1,,,,,,,,,0,0,Matches
Leandro Climaco Pinto,br BRA,"DF,MF",Javor Ivanjica,29,1994,16.0,0,,,,,,,,,0,0,Matches
Atule Collins,ng NGA,FW,Spartak Subotic,19,2004,4.5,1,,,,,,,,,0,0,Matches
Stefan Čolović,rs SRB,DF,Radnički Niš,29,1994,2.8,0,,,,,,,,,0,0,Matches
Stefan Čolović,rs SRB,DF,Radnički Kragujevac,29,1994,11.7,2,,,,,,,,,0,1,Matches
Mehmed Ćosić,ba BIH,MF,Radnički Kragujevac,26,1997,14.0,0,,,,,,,,,0,0,Matches
Uroš Ćosić,rs SRB,DF,FK IMT Novi Beograd,30,1992,13.0,0,,,,,,,,,0,0,Matches
Đorđe Crnomarković,rs SRB,DF,Vojvodina,29,1993,33.2,0,,,,,,,,,0,0,Matches
Luka Cumić,rs SRB,FW,Radnik Surdulica,21,2001,16.2,0,,,,,,,,,0,0,Matches
Nikola Čumić,rs SRB,"FW,MF",Vojvodina,24,1998,5.1,2,,,,,,,,,0,0,Matches
Dusan Cvetinovic,rs SRB,DF,TSC Bačka Top,34,1988,2.0,1,,,,,,,,,0,0,Matches
Dusan Cvetinovic,rs SRB,DF,Mladost Lučani,34,1988,9.3,0,,,,,,,,,0,0,Matches
Mihajlo Cvetković,rs SRB,FW,Čukarički,16,2007,11.4,3,,,,,,,,,0,0,Matches
Miloš Cvetković,rs SRB,"DF,GK",TSC Bačka Top,33,1990,23.4,1,,,,,,,,,0,0,Matches
Ognjen Cvetkovic,rs SRB,FW,Radnik Surdulica,17,2005,0.7,0,,,,,,,,,0,0,Matches
Stefan Cvetkovic,rs SRB,FW,Radnički Niš,25,1998,7.3,2,,,,,,,,,0,0,Matches

Tomislav Dadić,hr CRO,MF,Radnički Kragujevac,25,1997,14.0,1,,,,,,,,,0,0,Matches
Filip Damjanovic,rs SRB,DF,Voždovac,25,1998,15.5,0,,,,,,,,,0,0,Matches
Miloš Degenek,au AUS,"DF,MF",Red Star,29,1994,3.9,0,,,,,,,,,0,0,Matches
Dele,ng NGA,FW,Radnički Niš,22,2001,14.7,6,,,,,,,,,1,1,Matches
Milan Delević,rs SRB,DF,FK IMT Novi Beograd,25,1998,15.4,0,,,,,,,,,0,0,Matches
Stefan Dimić,rs SRB,MF,Novi Pazar,30,1993,1.7,0,,,,,,,,,0,0,Matches
Luka Dimitrijević,rs SRB,DF,Radnik Surdulica,17,2006,0.1,0,,,,,,,,,0,0,Matches
Miloš Divac,rs SRB,DF,Mladost Lučani,18,2004,1.4,0,,,,,,,,,0,0,Matches
Nemanja Djekovic,rs SRB,DF,Napredak Kruš,20,2003,17.0,1,,,,,,,,,0,0,Matches
Nasser Djiga,bf BFA,DF,Red Star,20,2002,19.9,1,,,,,,,,,0,0,Matches
Vukasin Djurdjevic,rs SRB,DF,Voždovac,19,2004,30.9,1,,,,,,,,,0,0,Matches
Marko Docić,rs SRB,MF,Čukarički,30,1993,22.1,4,,,,,,,,,2,2,Matches
Dino Dolmagić,rs SRB,MF,Javor Ivanjica,29,1994,22.3,1,,,,,,,,,0,0,Matches
Boubacari Doucouré,fr FRA,DF,Javor Ivanjica,24,1999,27.4,0,,,,,,,,,0,0,Matches
Aleksandar Dragović,at AUT,"DF,MF",Red Star,32,1991,26.2,3,,,,,,,,,0,0,Matches
Uroš Drezgić,rs SRB,MF,Čukarički,20,2002,6.0,1,,,,,,,,,0,0,Matches
Marin Dulić,rs SRB,GK,Spartak Subotic,19,2004,1.0,0,,,,,,,,,0,0,Matches
David Dunđerski,rs SRB,MF,Spartak Subotic,23,1999,1.7,0,,,,,,,,,0,0,Matches
Borko Duronjić,rs SRB,FW,Radnik Surdulica,25,1997,24.3,9,,,,,,,,,2,2,Matches
Eliomar,br BRA,MF,Javor Ivanjica,35,1988,11.5,0,,,,,,,,,0,0,Matches
Mitar Ergelas,rs SRB,MF,Novi Pazar,20,2002,12.3,2,,,,,,,,,0,0,Matches
Mitar Ergelas,rs SRB,MF,Čukarički,20,2002,3.4,0,,,,,,,,,0,0,Matches
Amougou Etongou,cm CMR,DF,Radnički Niš,23,1999,0.0,0,,,,,,,,,0,0,Matches
Collins Fai,cm CMR,DF,Radnički Niš,30,1992,4.7,0,,,,,,,,,0,0,Matches
