Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Michael Blauensteiner,at AUT,DF,SK Austria Klagenfurt,26,1995,14.3,0,4,1,25.0,0.28,0.07,0.00,0.00,,0,0,Matches
Bror Blume,dk DEN,"MF,FW",WSG Tirol,29,1992,24.7,2,20,7,35.0,0.81,0.28,0.10,0.29,,0,0,Matches
Augustine Boakye,gh GHA,FW,Wolfsberger AC,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Jan Boller,de GER,DF,LASK,21,2000,20.8,0,21,6,28.6,1.01,0.29,0.00,0.00,,0,0,Matches
Aleksandar Borković,at AUT,DF,Sturm Graz,22,1999,2.8,0,0,0,,0.00,0.00,,,,0,0,Matches
Matthias Braunöder,at AUT,MF,Austria Wien,19,2002,21.6,1,23,4,17.4,1.07,0.19,0.04,0.25,,0,0,Matches
Yannick Brugger,de GER,"DF,MF",Admira,20,2001,10.0,0,4,1,25.0,0.40,0.10,0.00,0.00,,0,0,Matches
Csaba Bukta,hu HUN,"MF,DF",SCR Altach,20,2001,10.7,0,14,4,28.6,1.30,0.37,0.00,0.00,,0,0,Matches
David Bumberger,at AUT,"DF,MF",SCR Altach,22,1999,4.6,1,2,2,100.0,0.43,0.43,0.50,0.50,,0,0,Matches
Mohamed Camara,ml MLI,"MF,DF",RB Salzburg,21,2000,19.6,1,22,4,18.2,1.12,0.20,0.00,0.00,,1,1,Matches
Marcel Canadi,at AUT,FW,Ried,23,1997,2.2,0,7,1,14.3,3.15,0.45,0.00,0.00,,0,0,Matches
Nicolás Capaldo,ar ARG,MF,RB Salzburg,23,1997,17.5,3,26,10,38.5,1.48,0.57,0.12,0.30,,0,0,Matches

Tino Casali,at AUT,GK,SCR Altach,25,1995,29.9,0,0,0,,0.00,0.00,,,,0,0,Matches
Seifedin Chabbi,at AUT,FW,Ried,28,1993,11.1,7,22,13,59.1,1.99,1.17,0.32,0.54,,0,0,Matches
Christopher Cvetko,at AUT,MF,SK Austria Klagenfurt,24,1997,27.3,1,32,10,31.3,1.17,0.37,0.03,0.10,,0,0,Matches
Berkay Dabanlı,,DF,SCR Altach,31,1990,13.3,0,2,0,0.0,0.15,0.00,0.00,,,0,0,Matches
Amadou Dante,ml MLI,DF,Sturm Graz,20,2000,26.2,0,22,1,4.5,0.84,0.04,0.00,0.00,,0,0,Matches
Niko Datković,hr CRO,DF,Admira,28,1993,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,,0,0,Matches
Amar Dedić,ba BIH,DF,Wolfsberger AC,18,2002,31.0,2,25,8,32.0,0.81,0.26,0.08,0.25,,0,0,Matches
Vesel Demaku,at AUT,"MF,FW",Austria Wien,21,2000,12.9,0,6,1,16.7,0.46,0.08,0.00,0.00,,0,0,Matches
Yusuf Demir,at AUT,MF,Rapid Wien,18,2003,5.6,1,13,6,46.2,2.32,1.07,0.08,0.17,,0,0,Matches
Mamady Diambou,ml MLI,"DF,MF",RB Salzburg,18,2002,2.6,0,3,0,0.0,1.17,0.00,0.00,,,0,0,Matches
Youba Diarra,ml MLI,MF,Hartberg,23,1998,12.0,0,12,2,16.7,1.00,0.17,0.00,0.00,,0,0,Matches
Christopher Dibon,at AUT,DF,Rapid Wien,30,1990,1.1,0,2,2,100.0,1.82,1.82,0.00,0.00,,0,0,Matches
Cheikhou Dieng,sn SEN,FW,Wolfsberger AC,27,1993,5.8,3,16,7,43.8,2.77,1.21,0.19,0.43,,0,0,Matches
Marko Dijakovic,at AUT,DF,Rapid Wien,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Gontie Diomande,ci CIV,MF,Ried,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Marco Djuricin,at AUT,FW,Austria Wien,28,1992,19.9,9,50,21,42.0,2.51,1.05,0.16,0.38,,1,1,Matches
Nene Dorgeles,ml MLI,"FW,MF",Ried,18,2002,10.3,2,29,13,44.8,2.82,1.27,0.07,0.15,,0,0,Matches
Ferdy Druijf,nl NED,"FW,MF",Rapid Wien,23,1998,9.2,5,21,8,38.1,2.29,0.87,0.24,0.63,,0,0,Matches
Thomas Ebner,at AUT,"MF,FW",Admira,29,1992,17.9,1,14,2,14.3,0.78,0.11,0.07,0.50,,0,0,Matches
Ilay Elmkies,il ISR,MF,Admira,21,2000,4.3,0,3,0,0.0,0.70,0.00,0.00,,,0,0,Matches
Philipp Erhardt,at AUT,MF,Hartberg,27,1993,4.9,0,2,0,0.0,0.41,0.00,0.00,,,0,0,Matches
Julius Ertlthaler,at AUT,MF,WSG Tirol,24,1997,6.8,1,2,1,50.0,0.29,0.15,0.50,1.00,,0,0,Matches
Florian Faist,at AUT,GK,Hartberg,32,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Pascal Fallmann,at AUT,DF,Rapid Wien,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Patrick Farkas,at AUT,DF,Hartberg,28,1992,12.7,0,5,0,0.0,0.39,0.00,0.00,,,0,0,Matches

Petar Filipović,de GER,DF,LASK,30,1990,13.4,0,9,1,11.1,0.67,0.07,0.00,0.00,,0,0,Matches
Manfred Fischer,at AUT,MF,Austria Wien,25,1995,30.4,5,57,20,35.1,1.88,0.66,0.09,0.25,,0,0,Matches
Dominik Fitz,at AUT,"MF,FW",Austria Wien,22,1999,6.8,2,12,6,50.0,1.76,0.88,0.17,0.33,,0,0,Matches
Florian Flecker,at AUT,"MF,DF",LASK,25,1995,21.6,3,33,12,36.4,1.53,0.55,0.09,0.25,,0,0,Matches
Amankwah Forson,gh GHA,MF,RB Salzburg,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Justin Forst,at AUT,FW,WSG Tirol,18,2003,2.0,1,7,3,42.9,3.48,1.49,0.14,0.33,,0,0,Matches
Taxiarchis Fountas,gr GRE,"MF,FW",Rapid Wien,25,1995,13.1,7,59,20,33.9,4.52,1.53,0.12,0.35,,0,0,Matches
Lukas Fridrikas,at AUT,FW,SK Austria Klagenfurt,23,1997,1.9,0,2,1,50.0,1.07,0.54,0.00,0.00,,0,0,Matches
Alexander Fuchs,de GER,MF,SK Austria Klagenfurt,24,1997,2.9,0,6,0,0.0,2.04,0.00,0.00,,,0,0,Matches
Lucas Galvão,br BRA,DF,Austria Wien,30,1991,12.0,0,4,1,25.0,0.33,0.08,0.00,0.00,,0,0,Matches
Joseph Ganda,il ISR,"MF,FW",Admira,24,1997,9.5,2,27,13,48.1,2.83,1.36,0.07,0.15,,0,0,Matches
Paul Gartler,at AUT,GK,Rapid Wien,24,1997,16.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Angelo Gattermayer,at AUT,MF,Admira,19,2002,6.7,0,11,4,36.4,1.64,0.60,0.00,0.00,,0,0,Matches
Gianluca Gaudino,de GER,MF,SCR Altach,24,1996,11.5,0,16,4,25.0,1.40,0.35,0.00,0.00,,0,0,Matches
Jusuf Gazibegović,ba BIH,DF,Sturm Graz,21,2000,21.9,0,15,5,33.3,0.69,0.23,0.00,0.00,,0,0,Matches
Turgay Gemicibaşi,,MF,SK Austria Klagenfurt,25,1996,22.8,9,22,13,59.1,0.96,0.57,0.18,0.31,,5,5,Matches
Niklas Geyrhofer,at AUT,DF,Sturm Graz,21,2000,4.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Kosmas Gezos,gr GRE,DF,SK Austria Klagenfurt,28,1992,15.1,0,9,1,11.1,0.60,0.07,0.00,0.00,,0,0,Matches
Anderson Gniangbo,ci CIV,"MF,FW",Sturm Graz,21,1999,13.9,3,33,8,24.2,2.38,0.58,0.09,0.38,,0,0,Matches
Thomas Goiginger,at AUT,"MF,FW",LASK,28,1993,22.1,7,49,19,38.8,2.22,0.86,0.14,0.37,,0,0,Matches
Manfred Gollner,at AUT,DF,Hartberg,30,1990,19.9,2,6,2,33.3,0.30,0.10,0.17,0.50,,1,1,Matches
Jon Gorenc Stanković,si SVN,"MF,DF",Sturm Graz,25,1996,27.5,4,31,8,25.8,1.13,0.29,0.13,0.50,,0,0,Matches
Marvin da Graça,lu LUX,"DF,MF",Austria Wien,26,1995,12.9,0,6,2,33.3,0.47,0.16,0.00,0.00,,0,0,Matches
Matthias Gragger,at AUT,DF,Ried,19,2001,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,,0,0,Matches
Srđan Grahovac,ba BIH,MF,Rapid Wien,28,1992,14.1,1,10,1,10.0,0.71,0.07,0.10,1.00,,0,0,Matches

Patrick Greil,at AUT,MF,SK Austria Klagenfurt,24,1996,28.1,4,48,15,31.3,1.71,0.53,0.08,0.27,,0,0,Matches
Leo Greiml,at AUT,DF,Rapid Wien,20,2001,10.4,0,6,1,16.7,0.57,0.10,0.00,0.00,,0,0,Matches
Lukas Grgic,at AUT,MF,LASK,25,1995,9.1,2,19,3,15.8,2.09,0.33,0.11,0.67,,0,0,Matches
Adam Griger,sk SVK,FW,LASK,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Andreas Gruber,at AUT,MF,LASK,26,1995,3.5,0,15,7,46.7,4.27,1.99,0.00,0.00,,0,0,Matches
Marco Grüll,at AUT,"MF,FW",Rapid Wien,23,1998,27.9,8,73,25,34.2,2.61,0.89,0.11,0.32,,0,0,Matches
Alexander Grünwald,at AUT,MF,Austria Wien,32,1989,11.7,2,19,5,26.3,1.62,0.43,0.11,0.40,,0,0,Matches
David Gugganig,at AUT,"MF,DF",Wolfsberger AC,24,1997,5.8,1,5,3,60.0,0.86,0.51,0.20,0.33,,0,0,Matches
Daouda Guindo,ml MLI,DF,RB Salzburg,18,2002,2.4,0,1,0,0.0,0.42,0.00,0.00,,,0,0,Matches
Julian von Haacke,de GER,MF,SK Austria Klagenfurt,27,1994,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
Christoph Haas,at AUT,GK,Ried,29,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Johannes Handl,at AUT,"DF,MF",Austria Wien,23,1998,15.9,1,11,5,45.5,0.69,0.31,0.09,0.20,,0,0,Matches
Stefan Haudum,at AUT,MF,SCR Altach,26,1994,25.7,2,24,8,33.3,0.93,0.31,0.08,0.25,,0,0,Matches
Marco Hausjell,at AUT,FW,Admira,22,1999,2.6,1,3,2,66.7,1.14,0.76,0.33,0.50,,0,0,Matches
Niklas Hedl,at AUT,GK,Rapid Wien,20,2001,9.9,0,0,0,,0.00,0.00,,,,0,0,Matches
Jürgen Heil,at AUT,MF,Hartberg,24,1997,27.5,4,37,8,21.6,1.35,0.29,0.11,0.50,,0,0,Matches
Gustav Henriksson,se SWE,DF,Wolfsberger AC,23,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Stefan Hierländer,at AUT,MF,Sturm Graz,30,1991,18.7,1,19,4,21.1,1.02,0.21,0.05,0.25,,0,0,Matches
Maximilian Hofmann,at AUT,DF,Rapid Wien,27,1993,12.0,0,11,1,9.1,0.92,0.08,0.00,0.00,,0,0,Matches
James Holland,au AUS,"MF,DF",LASK,32,1989,19.1,0,18,1,5.6,0.94,0.05,0.00,0.00,,0,0,Matches
Matija Horvat,hr CRO,"MF,DF",Hartberg,22,1999,17.7,2,13,2,15.4,0.74,0.11,0.15,1.00,,0,0,Matches
Sascha Horvath,at AUT,"MF,FW",LASK,24,1996,22.6,7,36,16,44.4,1.59,0.71,0.11,0.25,,3,4,Matches
Sascha Horvath,at AUT,"MF,FW",Hartberg,24,1996,5.9,3,8,3,37.5,1.35,0.51,0.38,1.00,,0,0,Matches
Muharem Huskovic,at AUT,"FW,MF",Austria Wien,18,2003,7.7,2,17,4,23.5,2.21,0.52,0.12,0.50,,0,0,Matches
Philipp Hütter,at AUT,DF,SK Austria Klagenfurt,30,1990,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,,0,0,Matches

Hong Hyunseok,kr KOR,MF,LASK,22,1999,12.9,0,22,6,27.3,1.71,0.47,0.00,0.00,,0,0,Matches
Rasmus Højlund,dk DEN,FW,Sturm Graz,18,2003,12.8,6,26,12,46.2,2.03,0.94,0.19,0.42,,1,1,Matches
Sandro Ingolitsch,at AUT,"DF,MF",Sturm Graz,24,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Leonardo Ivkic,at AUT,DF,Austria Wien,18,2003,8.3,0,1,0,0.0,0.12,0.00,0.00,,,0,0,Matches
Nosa Iyobosa Edokpolor,at AUT,"MF,DF",SCR Altach,24,1996,15.4,0,5,2,40.0,0.32,0.13,0.00,0.00,,0,0,Matches
Lukas Jäger,at AUT,DF,Sturm Graz,27,1994,11.1,1,7,2,28.6,0.63,0.18,0.14,0.50,,0,0,Matches
Jakob Jantscher,at AUT,FW,Sturm Graz,32,1989,24.4,14,68,28,41.2,2.79,1.15,0.16,0.39,,3,3,Matches
Florian Jaritz,at AUT,"FW,DF",SK Austria Klagenfurt,23,1997,16.7,3,15,9,60.0,0.90,0.54,0.20,0.33,,0,0,Matches
Adis Jasic,at AUT,DF,Wolfsberger AC,18,2003,19.1,2,20,3,15.0,1.05,0.16,0.10,0.67,,0,0,Matches
Branko Jovičić,rs SRB,MF,LASK,28,1993,7.3,1,8,4,50.0,1.10,0.55,0.13,0.25,,0,0,Matches
Miloš Jovičić,rs SRB,DF,Ried,26,1995,4.5,0,2,0,0.0,0.44,0.00,0.00,,,0,0,Matches
Aleksandar Jukic,at AUT,"MF,FW",Austria Wien,21,2000,16.7,5,29,13,44.8,1.73,0.78,0.14,0.31,,1,1,Matches
Zlatko Junuzović,at AUT,"DF,MF",RB Salzburg,33,1987,5.0,1,13,4,30.8,2.59,0.80,0.08,0.25,,0,0,Matches
Tobias Kainz,at AUT,MF,Hartberg,28,1992,28.3,1,41,8,19.5,1.45,0.28,0.02,0.13,,0,0,Matches
Benjamin Kanuric,at AUT,MF,Rapid Wien,18,2003,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,,0,0,Matches
Ercan Kara,at AUT,FW,Rapid Wien,25,1996,15.0,9,54,24,44.4,3.60,1.60,0.13,0.29,,2,3,Matches
Mamoudou Karamoko,fr FRA,FW,LASK,21,1999,9.8,4,31,13,41.9,3.16,1.33,0.13,0.31,,0,0,Matches
Aristot Kasengele,at AUT,DF,Rapid Wien,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Can Keles,at AUT,"MF,FW",Austria Wien,19,2001,10.2,3,29,12,41.4,2.83,1.17,0.10,0.25,,0,0,Matches
Felix Kerber,at AUT,FW,WSG Tirol,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Roman Kerschbaum,at AUT,MF,Admira,27,1994,25.5,9,50,23,46.0,1.96,0.90,0.06,0.13,,6,7,Matches
Koya Kitagawa,jp JPN,FW,Rapid Wien,25,1996,2.6,0,6,1,16.7,2.29,0.38,0.00,0.00,,0,0,Matches
Otar Kiteishvili,ge GEO,"MF,FW",Sturm Graz,25,1996,8.7,1,24,7,29.2,2.75,0.80,0.04,0.14,,0,0,Matches
Maurits Kjærgaard,dk DEN,"MF,FW",RB Salzburg,18,2003,8.4,2,15,8,53.3,1.78,0.95,0.13,0.25,,0,0,Matches
Leon Klassen,ru RUS,"DF,MF",WSG Tirol,21,2000,15.2,0,13,4,30.8,0.86,0.26,0.00,0.00,,0,0,Matches

Christian Klem,at AUT,DF,Hartberg,30,1991,21.1,0,8,0,0.0,0.38,0.00,0.00,,,0,0,Matches
Christoph Knasmüllner,at AUT,MF,Rapid Wien,29,1992,15.2,3,37,13,35.1,2.43,0.85,0.08,0.23,,0,0,Matches
Martin Kobras,at AUT,GK,SCR Altach,35,1986,2.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Fabian Koch,at AUT,DF,WSG Tirol,32,1989,26.1,1,19,4,21.1,0.73,0.15,0.05,0.25,,0,0,Matches
Alexander Kofler,at AUT,GK,Wolfsberger AC,34,1986,28.0,0,2,0,0.0,0.07,0.00,0.00,,,0,0,Matches
Thomas Kofler,at AUT,"DF,MF",Hartberg,23,1998,7.2,0,9,3,33.3,1.25,0.42,0.00,0.00,,0,0,Matches
Philipp Köhn,ch SUI,GK,RB Salzburg,23,1998,28.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Sekou Koita,ml MLI,FW,RB Salzburg,21,1999,0.2,1,3,2,66.7,16.88,11.25,0.33,0.50,,0,0,Matches
Dario Kreiker,at AUT,MF,Austria Wien,18,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Rasmus Kristensen,dk DEN,DF,RB Salzburg,24,1997,28.1,7,42,17,40.5,1.50,0.61,0.17,0.41,,0,2,Matches
Sandi Križman,hr CRO,FW,SCR Altach,31,1989,9.9,1,12,6,50.0,1.21,0.61,0.08,0.17,,0,0,Matches
Luca Kronberger,at AUT,MF,Sturm Graz,19,2002,1.6,0,1,0,0.0,0.63,0.00,0.00,,,0,0,Matches
Luca Kronberger,at AUT,"MF,FW",Admira,19,2002,13.2,0,23,7,30.4,1.74,0.53,0.00,0.00,,0,0,Matches
Andreas Kuen,at AUT,"MF,FW",Sturm Graz,26,1995,15.4,0,10,5,50.0,0.65,0.32,0.00,0.00,,0,0,Matches
Manuel Kuttin,at AUT,GK,Wolfsberger AC,27,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Markus Lackner,at AUT,DF,Ried,30,1991,15.1,0,5,1,20.0,0.33,0.07,0.00,0.00,,0,0,Matches
Christoph Lang,at AUT,MF,Sturm Graz,19,2002,0.7,0,1,1,100.0,1.45,1.45,0.00,0.00,,0,0,Matches
Luan Leite,br BRA,DF,Admira,25,1996,5.2,1,6,2,33.3,1.15,0.38,0.17,0.50,,0,0,Matches
Mario Leitgeb,at AUT,"MF,DF",Wolfsberger AC,33,1988,26.6,1,25,4,16.0,0.94,0.15,0.04,0.25,,0,0,Matches
Andreas Leitner,at AUT,GK,Admira,27,1994,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Michael Lema,at AUT,MF,Hartberg,21,1999,2.3,0,2,0,0.0,0.87,0.00,0.00,,,0,0,Matches
Jürgen Lemmerer,at AUT,FW,Hartberg,18,2003,2.8,0,8,4,50.0,2.85,1.42,0.00,0.00,,0,0,Matches
Gabriel Lemoine,be BEL,FW,Hartberg,20,2001,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,,0,0,Matches
Michael Lercher,at AUT,"DF,MF",Ried,25,1996,4.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Yannis Letard,gf GUF,DF,LASK,22,1998,3.7,0,1,0,0.0,0.27,0.00,0.00,,,0,0,Matches

Michael Liendl,at AUT,"MF,FW",Wolfsberger AC,35,1985,29.1,8,42,19,45.2,1.44,0.65,0.10,0.21,,4,5,Matches
Ivan Ljubic,at AUT,"MF,DF",Sturm Graz,25,1996,10.3,2,15,8,53.3,1.45,0.77,0.13,0.25,,0,0,Matches
Robert Ljubicic,at AUT,MF,Rapid Wien,22,1999,23.0,2,28,9,32.1,1.22,0.39,0.07,0.22,,0,0,Matches
Luka Lochoshvili,ge GEO,"DF,MF",Wolfsberger AC,23,1998,26.0,1,12,2,16.7,0.46,0.08,0.08,0.50,,0,0,Matches
Felix Luckeneder,at AUT,DF,LASK,27,1994,7.7,1,12,3,25.0,1.55,0.39,0.08,0.33,,0,0,Matches
Felix Luckeneder,at AUT,DF,Hartberg,27,1994,3.9,0,2,0,0.0,0.52,0.00,0.00,,,0,0,Matches
Kilian Ludewig,de GER,"DF,MF",RB Salzburg,21,2000,0.7,0,2,1,50.0,2.86,1.43,0.00,0.00,,0,0,Matches
Leonardo Lukacevic,at AUT,"DF,MF",Admira,22,1999,24.8,2,14,6,42.9,0.56,0.24,0.14,0.33,,0,0,Matches
Kai Lukas Stratznig,at AUT,"MF,FW",Wolfsberger AC,19,2002,6.0,0,1,0,0.0,0.17,0.00,0.00,,,0,0,Matches
Tim Maciejewski,de GER,"FW,MF",SK Austria Klagenfurt,20,2001,5.7,0,4,2,50.0,0.70,0.35,0.00,0.00,,0,0,Matches
Thorsten Mahrer,at AUT,DF,SK Austria Klagenfurt,31,1990,20.0,2,5,2,40.0,0.25,0.10,0.40,1.00,,0,0,Matches
Sámuel Major,hu HUN,DF,Admira,19,2002,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,,0,0,Matches
Lukas Malicsek,at AUT,"MF,DF",Admira,22,1999,26.4,0,17,1,5.9,0.64,0.04,0.00,0.00,,0,0,Matches
Nico Mantl,de GER,GK,RB Salzburg,21,2000,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Dario Maresic,at AUT,DF,LASK,21,1999,6.7,0,2,1,50.0,0.30,0.15,0.00,0.00,,0,0,Matches
Fabio Markelic,at AUT,MF,SK Austria Klagenfurt,19,2001,1.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Eric Martel,de GER,"MF,DF",Austria Wien,19,2002,29.3,2,23,5,21.7,0.78,0.17,0.09,0.40,,0,0,Matches
Marco Meilinger,at AUT,MF,SCR Altach,29,1991,2.4,0,3,2,66.7,1.23,0.82,0.00,0.00,,0,0,Matches
Luca Meisl,at AUT,DF,Ried,22,1999,17.3,1,14,3,21.4,0.81,0.17,0.07,0.33,,0,0,Matches
Phillip Menzel,de GER,GK,SK Austria Klagenfurt,22,1998,27.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Alexander Michlmayr,at AUT,FW,LASK,18,2003,0.1,0,1,0,0.0,9.00,0.00,0.00,,,0,0,Matches
Peter Michorl,at AUT,MF,LASK,26,1995,25.3,4,64,19,29.7,2.53,0.75,0.05,0.16,,1,1,Matches
Fabian Miesenböck,at AUT,"MF,DF",SK Austria Klagenfurt,28,1993,1.9,0,1,0,0.0,0.54,0.00,0.00,,,0,0,Matches
Leo Mikić,hr CRO,"FW,MF",Ried,24,1997,13.5,5,32,14,43.8,2.37,1.04,0.16,0.36,,0,0,Matches
