Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Yassin Ayoub,nl NED,MF,Panathinaikos,27,1994,0.2,0,,,,,,,,,0,0,Matches
Ousseynou Ba,sn SEN,DF,Olympiacos,25,1995,13.4,0,,,,,,,,,0,0,Matches
Petros Bagalianis,gr GRE,DF,Olympiacos,20,2001,1.5,0,,,,,,,,,0,0,Matches
Algassime Bah,gn GUI,FW,Olympiacos,18,2002,0.0,0,,,,,,,,,0,0,Matches
Makis Bakadimas,gr GRE,DF,Panetolikos,21,2000,2.5,0,,,,,,,,,0,0,Matches
Konstantinos Balogiannis,gr GRE,"DF,MF",OFI Crete,22,1999,26.0,0,,,,,,,,,0,0,Matches
Lass Bangoura,gn GUI,"MF,FW",PAS Lamia,29,1992,7.9,1,,,,,,,,,0,0,Matches
Hélder Barbosa,pt POR,"MF,FW",Panetolikos,34,1987,10.8,0,,,,,,,,,0,0,Matches
Jerónimo Barrales,ar ARG,FW,Asteras Tripoli,34,1987,22.3,6,,,,,,,,,2,2,Matches
Jean Barrientos,uy URU,MF,Volos NFC,30,1990,19.1,0,,,,,,,,,0,0,Matches
Edwin Fabricio Castro Barros,co COL,MF,Apollon Smyrnis,29,1992,25.5,0,,,,,,,,,0,0,Matches
Julián Bartolo,ar ARG,"MF,FW",Volos NFC,25,1996,23.4,4,,,,,,,,,0,0,Matches
Vullnet Basha,al ALB,MF,Ionikos,31,1990,0.8,0,,,,,,,,,0,0,Matches
Dimos Baxevanidis,gr GRE,DF,Apollon Smyrnis,33,1988,16.1,0,,,,,,,,,0,0,Matches
Danny Bejarano,bo BOL,MF,PAS Lamia,27,1994,22.3,1,,,,,,,,,0,0,Matches
Christos Belevonis,gr GRE,MF,Panetolikos,19,2002,2.7,0,,,,,,,,,0,0,Matches
Stathis Belevonis,gr GRE,MF,Panetolikos,23,1998,0.6,0,,,,,,,,,0,0,Matches
Yohan Benalouane,tn TUN,DF,Aris,34,1987,2.9,0,,,,,,,,,0,0,Matches
Asier Benito,es ESP,FW,Asteras Tripoli,26,1995,8.8,0,,,,,,,,,0,0,Matches
Facundo Bertoglio,ar ARG,MF,Aris,31,1990,12.1,1,,,,,,,,,0,0,Matches
Diego Biseswar,sr SUR,MF,PAOK,33,1988,19.4,1,,,,,,,,,0,0,Matches
Andreas Bouchalakis,gr GRE,MF,Olympiacos,28,1993,20.5,2,,,,,,,,,0,0,Matches
Giannis Bouzoukis,gr GRE,MF,OFI Crete,23,1998,5.5,0,,,,,,,,,0,0,Matches

Giannis Bouzoukis,gr GRE,MF,Panathinaikos,23,1998,0.4,0,,,,,,,,,0,0,Matches
Jakub Brabec,cz CZE,DF,Aris,28,1992,35.0,2,,,,,,,,,0,0,Matches
Fabricio Brener,ar ARG,MF,PAS Giannina,23,1998,9.7,1,,,,,,,,,0,0,Matches
Alberto Brignoli,it ITA,GK,Panathinaikos,29,1991,25.0,0,,,,,,,,,0,0,Matches
Alberto Bueno,es ESP,MF,Ionikos,33,1988,0.6,0,,,,,,,,,0,0,Matches
Jerson Cabral,nl NED,"MF,FW",Ionikos,30,1991,11.6,1,,,,,,,,,0,0,Matches
Aguibou Camara,gn GUI,MF,Olympiacos,20,2001,22.8,5,,,,,,,,,0,0,Matches
Mohamed Camara,gn GUI,MF,Olympiacos,24,1997,19.5,0,,,,,,,,,0,0,Matches
José Cañas,es ESP,MF,Ionikos,34,1987,21.2,2,,,,,,,,,0,0,Matches
Aitor Cantalapiedra,es ESP,"FW,MF",Panathinaikos,25,1996,22.7,7,,,,,,,,,2,3,Matches
Eneko Capilla,es ESP,MF,Asteras Tripoli,26,1995,6.9,1,,,,,,,,,0,0,Matches
Carlitos,es ESP,"FW,MF",Panathinaikos,31,1990,17.7,10,,,,,,,,,0,1,Matches
David Carmona,es ESP,DF,Asteras Tripoli,24,1997,25.4,1,,,,,,,,,0,0,Matches
João Carvalho,pt POR,MF,Olympiacos,24,1997,8.6,2,,,,,,,,,0,0,Matches
Luc Castaignos,nl NED,FW,OFI Crete,28,1992,5.9,0,,,,,,,,,0,0,Matches
José Castaño,es ESP,DF,Asteras Tripoli,22,1998,19.5,0,,,,,,,,,0,0,Matches
Dani Castellano,es ESP,"DF,MF",Atromitos,33,1987,28.3,0,,,,,,,,,0,0,Matches
Charis Charisis,gr GRE,MF,Atromitos,26,1995,20.6,0,,,,,,,,,0,0,Matches
Vasilis Chatziemmanouil,gr GRE,GK,AEK Athens,21,1999,1.0,0,,,,,,,,,0,0,Matches
Anastasios Chatzigiovannis,gr GRE,"MF,FW",Panathinaikos,24,1997,10.2,1,,,,,,,,,0,0,Matches
Dimitris Chatziisaias,gr GRE,DF,Atromitos,28,1992,17.9,0,,,,,,,,,0,0,Matches
Ilias Chatzitheodoridis,gr GRE,"MF,DF",Panathinaikos,23,1997,2.8,0,,,,,,,,,0,0,Matches
Raman Chibsah,gh GHA,"MF,DF",Apollon Smyrnis,28,1993,7.0,0,,,,,,,,,0,0,Matches
Diamantis Chouchoumis,gr GRE,DF,Panetolikos,27,1994,18.3,0,,,,,,,,,0,0,Matches
Lefteris Choutesiotis,gr GRE,GK,Ionikos,27,1994,31.0,0,,,,,,,,,0,0,Matches

Georgios Christodoulis,gr GRE,GK,Ionikos,20,2001,1.0,0,,,,,,,,,0,0,Matches
Giannis Christopoulos,gr GRE,DF,Asteras Tripoli,21,2000,15.4,1,,,,,,,,,0,0,Matches
Dmytro Chygrynskiy,ua UKR,DF,Ionikos,34,1986,26.3,1,,,,,,,,,0,0,Matches
Antonio Čolak,hr CRO,FW,PAOK,27,1993,7.9,2,,,,,,,,,0,0,Matches
Derek Cornelius,ca CAN,DF,Panetolikos,23,1997,27.7,2,,,,,,,,,0,0,Matches
Jorge Correa,ar ARG,"MF,FW",Volos NFC,28,1993,3.8,1,,,,,,,,,0,0,Matches
Julián Cuesta,es ESP,GK,Aris,30,1991,27.0,0,,,,,,,,,0,0,Matches
Nadrey Dago,ci CIV,MF,Panetolikos,24,1997,6.5,1,,,,,,,,,0,0,Matches
Dálcio,gw GNB,MF,Ionikos,25,1996,28.3,4,,,,,,,,,0,0,Matches
Abiola Dauda,ng NGA,"FW,MF",Apollon Smyrnis,33,1988,12.2,4,,,,,,,,,0,0,Matches
Antonis Dedakis,gr GRE,MF,Apollon Smyrnis,26,1995,1.0,0,,,,,,,,,0,0,Matches
Didier Delgado,co COL,"DF,MF",Ionikos,29,1992,0.2,0,,,,,,,,,0,0,Matches
Georgios Delizisis,gr GRE,DF,Aris,33,1987,2.8,0,,,,,,,,,0,0,Matches
Đorđe Denić,rs SRB,MF,Atromitos,25,1996,16.6,1,,,,,,,,,0,0,Matches
Denis,br BRA,GK,Aris,34,1987,4.0,0,,,,,,,,,0,0,Matches
Apostolos Diamantis,gr GRE,DF,OFI Crete,21,2000,11.5,1,,,,,,,,,0,0,Matches
Jorge Diaz,uy URU,"MF,FW",Panetolikos,32,1989,10.2,3,,,,,,,,,0,0,Matches
Sokratis Dioudis,gr GRE,GK,Panathinaikos,28,1993,11.0,0,,,,,,,,,0,0,Matches
Domingues,br BRA,DF,Apollon Smyrnis,32,1988,19.3,0,,,,,,,,,0,0,Matches
Juan Domínguez,es ESP,"MF,FW",PAS Giannina,31,1990,27.4,1,,,,,,,,,0,0,Matches
Douglas,br BRA,MF,PAOK,24,1997,16.1,3,,,,,,,,,1,1,Matches
Cheick Doukouré,ci CIV,MF,Aris,28,1992,6.8,1,,,,,,,,,0,0,Matches
Alexandros Doumas,gr GRE,DF,Apollon Smyrnis,18,2003,0.1,0,,,,,,,,,0,0,Matches
Mike van Duinen,nl NED,FW,OFI Crete,29,1991,10.2,0,,,,,,,,,0,0,Matches
Fiorin Durmishaj,gr GRE,"FW,MF",OFI Crete,24,1996,13.4,3,,,,,,,,,0,0,Matches

Christos Eleftheriadis,gr GRE,"MF,FW",PAS Lamia,29,1991,10.1,2,,,,,,,,,0,0,Matches
Luis Enrique Palma,hn HON,FW,Aris,21,2000,4.3,2,,,,,,,,,0,0,Matches
Devis Epassy,cm CMR,GK,OFI Crete,28,1993,23.0,0,,,,,,,,,0,0,Matches
August Erlingmark,se SWE,"MF,DF",Atromitos,23,1998,10.4,2,,,,,,,,,0,0,Matches
Rodrigo Erramuspe,ar ARG,DF,PAS Giannina,31,1990,32.8,6,,,,,,,,,6,6,Matches
Anderson Esiti,ng NGA,MF,PAOK,27,1994,4.2,0,,,,,,,,,0,0,Matches
Bandiougou Fadiga,fr FRA,MF,Olympiacos,20,2001,1.5,0,,,,,,,,,0,0,Matches
Manuel Fernandes,pt POR,MF,Apollon Smyrnis,35,1986,0.7,0,,,,,,,,,0,0,Matches
Paolo Fernandes,es ESP,"MF,FW",Volos NFC,22,1998,24.8,5,,,,,,,,,0,0,Matches
Franco Ferrari,ar ARG,DF,Volos NFC,29,1992,28.0,2,,,,,,,,,0,0,Matches
Deybi Flores,hn HON,MF,Panetolikos,25,1996,29.4,2,,,,,,,,,0,0,Matches
Kostas Fortounis,gr GRE,MF,Olympiacos,28,1992,1.0,0,,,,,,,,,0,0,Matches
Alexander Fransson,se SWE,MF,AEK Athens,27,1994,0.1,0,,,,,,,,,0,0,Matches
Mijat Gaćinović,rs SRB,MF,Panathinaikos,26,1995,8.8,0,,,,,,,,,0,0,Matches
Konstantinos Galanopoulos,gr GRE,MF,AEK Athens,23,1997,0.5,0,,,,,,,,,0,0,Matches
Felipe Gallegos,cl CHI,MF,OFI Crete,29,1991,19.6,2,,,,,,,,,0,0,Matches
Lucas Galvão,br BRA,DF,Atromitos,30,1991,9.5,0,,,,,,,,,0,0,Matches
Bruno Gama,pt POR,MF,Aris,33,1987,15.6,5,,,,,,,,,3,3,Matches
Cristian Ganea,ro ROU,DF,Aris,29,1992,26.4,0,,,,,,,,,0,0,Matches
Athanasios Garavelis,gr GRE,GK,PAS Lamia,28,1992,18.0,0,,,,,,,,,0,0,Matches
Levi Garcia,tt TRI,"MF,FW",AEK Athens,23,1997,23.3,7,,,,,,,,,0,0,Matches
Mateo García,ar ARG,MF,Aris,24,1996,14.9,4,,,,,,,,,0,0,Matches
Rubén García,es ESP,DF,Asteras Tripoli,22,1998,7.7,0,,,,,,,,,0,0,Matches
Michael Gardawski,de GER,"MF,DF",PAS Giannina,30,1990,18.3,1,,,,,,,,,0,0,Matches
Franco Gastón Romero,uy URU,DF,Volos NFC,26,1995,22.1,0,,,,,,,,,0,0,Matches

Savvas Gentsoglou,gr GRE,MF,PAS Lamia,30,1990,9.8,0,,,,,,,,,0,0,Matches
Rudy Gestede,bj BEN,FW,Panetolikos,32,1988,0.8,1,,,,,,,,,0,0,Matches
David Giannaki,gr GRE,MF,Apollon Smyrnis,17,2003,0.1,0,,,,,,,,,0,0,Matches
Giannis Gianniotas,gr GRE,MF,Apollon Smyrnis,28,1993,6.0,0,,,,,,,,,0,0,Matches
Andreas Gianniotis,gr GRE,GK,Atromitos,28,1992,21.0,0,,,,,,,,,0,0,Matches
Apostolos Giannou,au AUS,FW,OFI Crete,31,1990,0.6,0,,,,,,,,,0,0,Matches
Kostas Giannoulis,gr GRE,DF,OFI Crete,33,1987,14.8,0,,,,,,,,,0,0,Matches
Christos Giousis,gr GRE,FW,AEK Athens,22,1999,0.3,0,,,,,,,,,0,0,Matches
Vladimir Golemić,si SVN,DF,PAS Lamia,30,1991,8.4,1,,,,,,,,,0,0,Matches
Rodrigo Gómez,ar ARG,MF,Asteras Tripoli,28,1993,1.5,0,,,,,,,,,0,0,Matches
Giannis Gotsoulias,gr GRE,"MF,DF",Ionikos,31,1990,7.6,0,,,,,,,,,0,0,Matches
Fausto Grillo,ar ARG,DF,Volos NFC,28,1993,11.2,0,,,,,,,,,0,0,Matches
Frixos Grivas,gr GRE,MF,OFI Crete,20,2000,1.2,0,,,,,,,,,0,0,Matches
Levent Gülen,ch SUI,DF,Volos NFC,27,1994,19.5,1,,,,,,,,,0,0,Matches
Jonathan de Guzmán,nl NED,"MF,FW",OFI Crete,33,1987,16.7,0,,,,,,,,,0,0,Matches
Izet Hajrović,ba BIH,MF,Aris,29,1991,1.6,0,,,,,,,,,0,0,Matches
Ehsan Hajsafi,ir IRN,"DF,MF",AEK Athens,31,1990,18.7,2,,,,,,,,,0,0,Matches
Juan Manuel Munafo Horta,ar ARG,MF,Asteras Tripoli,33,1988,19.2,1,,,,,,,,,0,0,Matches
Walter Iglesias,ar ARG,MF,Asteras Tripoli,36,1985,6.3,1,,,,,,,,,0,0,Matches
Sverrir Ingi Ingason,is ISL,DF,PAOK,27,1993,16.6,2,,,,,,,,,0,0,Matches
Fotis Ioannidis,gr GRE,FW,Panathinaikos,21,2000,15.3,4,,,,,,,,,0,0,Matches
Nikolaos Ioannidis,gr GRE,FW,Apollon Smyrnis,27,1994,22.5,5,,,,,,,,,0,1,Matches
Juan Iturbe,py PAR,MF,Aris,28,1993,17.1,1,,,,,,,,,0,1,Matches
Léo Jabá,br BRA,MF,PAOK,22,1998,7.7,2,,,,,,,,,0,0,Matches
Thomas Jaguaribe,br BRA,"FW,MF",Atromitos,28,1993,8.8,0,,,,,,,,,0,0,Matches

Nikola Jakimovski,mk MKD,DF,Apollon Smyrnis,31,1990,5.7,0,,,,,,,,,0,0,Matches
James Jeggo,au AUS,MF,Aris,29,1992,12.6,0,,,,,,,,,0,0,Matches
Darko Jevtić,ch SUI,MF,AEK Athens,28,1993,5.3,0,,,,,,,,,0,0,Matches
Juankar,es ESP,DF,Panathinaikos,31,1990,29.4,2,,,,,,,,,0,0,Matches
Omar El Kaddouri,ma MAR,MF,PAOK,30,1990,7.2,0,,,,,,,,,0,0,Matches
Shinji Kagawa,jp JPN,MF,PAOK,32,1989,0.7,0,,,,,,,,,0,0,Matches
Aboubakar Kamara,mr MTN,FW,Aris,26,1995,29.5,8,,,,,,,,,3,3,Matches
Bruce Kamau,au AUS,"MF,FW",OFI Crete,26,1995,7.8,1,,,,,,,,,0,0,Matches
Giorgos Kanellopoulos,gr GRE,MF,Asteras Tripoli,21,2000,9.8,0,,,,,,,,,0,0,Matches
Mamadou Kané,gn GUI,MF,Olympiacos,24,1997,2.9,0,,,,,,,,,0,0,Matches
Zisis Karahalios,gr GRE,MF,PAS Giannina,25,1996,28.3,0,,,,,,,,,0,0,Matches
Tasos Karamanos,gr GRE,"FW,MF",PAS Lamia,30,1990,17.0,1,,,,,,,,,0,0,Matches
Ilias Karargyris,gr GRE,GK,Olympiacos,19,2002,0.0,0,,,,,,,,,0,0,Matches
Michał Karbownik,pl POL,DF,Olympiacos,20,2001,4.3,0,,,,,,,,,0,0,Matches
Nikos Karelis,gr GRE,FW,Panetolikos,29,1992,15.8,7,,,,,,,,,0,0,Matches
Giannis Kargas,gr GRE,DF,PAS Giannina,26,1994,34.9,2,,,,,,,,,0,0,Matches
Alexandros Kartalis,gr GRE,MF,Atromitos,26,1995,10.0,0,,,,,,,,,0,0,Matches
Giannis Kiakos,gr GRE,MF,Ionikos,23,1998,11.5,4,,,,,,,,,0,0,Matches
Fotios Kitsos,gr GRE,DF,Olympiacos,18,2003,3.8,0,,,,,,,,,0,0,Matches
Kyriakos Kivrakidis,gr GRE,DF,Atromitos,29,1992,16.3,0,,,,,,,,,0,0,Matches
Boris Klaiman,il ISR,GK,Volos NFC,30,1990,20.0,0,,,,,,,,,0,0,Matches
Viktor Klonaridis,be BEL,"FW,MF",Atromitos,29,1992,9.5,2,,,,,,,,,0,0,Matches
Giannis Konstantelias,gr GRE,MF,PAOK,18,2003,0.1,0,,,,,,,,,0,0,Matches
Dimitris Konstantinidis,gr GRE,DF,Ionikos,27,1994,1.5,0,,,,,,,,,0,0,Matches
Georgios Kornezos,gr GRE,DF,AEK Athens,23,1998,0.4,0,,,,,,,,,0,0,Matches

Nikos Korovesis,gr GRE,DF,OFI Crete,29,1991,4.6,0,,,,,,,,,0,0,Matches
Michalis Kosidis,gr GRE,FW,AEK Athens,19,2002,0.2,0,,,,,,,,,0,0,Matches
Matic Kotnik,si SVN,GK,Volos NFC,31,1990,6.5,0,,,,,,,,,0,0,Matches
Konstantinos Kotsaris,gr GRE,GK,Apollon Smyrnis,25,1996,16.4,0,,,,,,,,,0,0,Matches
Giannis Kotsiras,gr GRE,DF,Panathinaikos,28,1992,21.7,0,,,,,,,,,0,0,Matches
Konstantinos Kotsopoulos,gr GRE,MF,Atromitos,24,1997,1.8,0,,,,,,,,,0,0,Matches
Efthimis Koulouris,gr GRE,FW,Atromitos,25,1996,31.3,14,,,,,,,,,4,5,Matches
Dimitrios Kourbelis,gr GRE,"MF,DF",Panathinaikos,27,1993,4.7,0,,,,,,,,,0,0,Matches
Georgios Koutsias,gr GRE,FW,PAOK,17,2004,0.1,0,,,,,,,,,0,0,Matches
Emmanouil Kragiopoulos,gr GRE,MF,Apollon Smyrnis,23,1998,2.4,0,,,,,,,,,0,0,Matches
Ögmundur Kristinsson,is ISL,GK,Olympiacos,32,1989,1.0,0,,,,,,,,,0,0,Matches
Grzegorz Krychowiak,pl POL,MF,AEK Athens,31,1990,8.1,2,,,,,,,,,0,0,Matches
Pierre Kunde,cm CMR,MF,Olympiacos,26,1995,5.2,0,,,,,,,,,0,0,Matches
Jasmin Kurtić,si SVN,MF,PAOK,32,1989,26.3,15,,,,,,,,,9,10,Matches
Iason Kyrkos,gr GRE,"FW,MF",PAS Giannina,18,2003,2.6,0,,,,,,,,,0,0,Matches
Rajiv van La Parra,nl NED,"MF,FW",Apollon Smyrnis,30,1991,8.8,0,,,,,,,,,0,0,Matches
Kenny Lala,mg MAD,DF,Olympiacos,29,1991,22.4,0,,,,,,,,,0,0,Matches
Lazaros Lamprou,gr GRE,"FW,MF",OFI Crete,23,1997,22.5,5,,,,,,,,,1,2,Matches
Damien Le Tallec,fr FRA,MF,AEK Athens,31,1990,13.4,1,,,,,,,,,0,0,Matches
Fabiano Leismann,br BRA,DF,Aris,29,1991,31.4,1,,,,,,,,,0,0,Matches
Luan Leite,br BRA,DF,Ionikos,25,1996,0.0,0,,,,,,,,,0,0,Matches
Reinaldo Lenis,co COL,"FW,MF",Ionikos,29,1992,20.7,4,,,,,,,,,0,0,Matches
Angelos Liasos,gr GRE,MF,PAS Giannina,21,2000,12.6,0,,,,,,,,,0,0,Matches
Georgios Liavas,gr GRE,"DF,MF",Panetolikos,20,2001,0.1,0,,,,,,,,,0,0,Matches
Christos Lisgaras,gr GRE,DF,Apollon Smyrnis,35,1986,10.0,0,,,,,,,,,0,0,Matches

Braian Lluy,ar ARG,"DF,MF",Panetolikos,32,1989,16.7,0,,,,,,,,,0,0,Matches
Yuri Lodygin,ru RUS,GK,PAS Giannina,31,1990,32.0,0,,,,,,,,,0,0,Matches
Pavlos Logaras,gr GRE,DF,Volos NFC,19,2002,1.0,0,,,,,,,,,0,0,Matches
Alexandros Lolis,gr GRE,"MF,FW",PAS Giannina,18,2002,5.7,0,,,,,,,,,0,0,Matches
Rony Lopes,pt POR,"MF,FW",Olympiacos,25,1995,8.9,3,,,,,,,,,0,0,Matches
Cristian López,es ESP,FW,Aris,32,1989,1.6,0,,,,,,,,,0,0,Matches
Maximiliano Lovera,ar ARG,"FW,MF",Olympiacos,22,1999,0.1,0,,,,,,,,,0,0,Matches
Lucão,br BRA,DF,PAS Lamia,29,1992,10.0,1,,,,,,,,,0,0,Matches
José Luis Valiente,es ESP,MF,Asteras Tripoli,30,1991,24.8,1,,,,,,,,,0,0,Matches
Ramon Lundqvist,se SWE,MF,Panathinaikos,24,1997,4.3,1,,,,,,,,,0,0,Matches
Odysseas Lymperakis,gr GRE,DF,OFI Crete,23,1998,0.1,0,,,,,,,,,0,0,Matches
Leftheris Lyratzis,gr GRE,DF,PAOK,21,2000,10.0,1,,,,,,,,,0,0,Matches
Salem M'bakata,cd COD,"DF,MF",Aris,23,1998,7.6,1,,,,,,,,,0,0,Matches
Yann M'Vila,fr FRA,MF,Olympiacos,31,1990,26.7,1,,,,,,,,,0,0,Matches
Theodosios Machairas,gr GRE,FW,Ionikos,21,2000,0.1,0,,,,,,,,,0,0,Matches
Federico Macheda,it ITA,FW,Panathinaikos,29,1991,7.0,3,,,,,,,,,2,2,Matches
Alexandros Malis,gr GRE,DF,Panetolikos,24,1997,17.6,0,,,,,,,,,0,0,Matches
Giorgios Manalis,gr GRE,FW,Ionikos,26,1994,6.7,1,,,,,,,,,0,0,Matches
Daniel Mancini,ar ARG,"MF,FW",Aris,24,1996,23.8,4,,,,,,,,,0,0,Matches
Christos Mandas,gr GRE,GK,OFI Crete,19,2001,1.0,0,,,,,,,,,0,0,Matches
Kostas Manolas,gr GRE,DF,Olympiacos,30,1991,8.4,0,,,,,,,,,0,0,Matches
Dimitrios Manos,gr GRE,FW,Aris,26,1994,4.2,0,,,,,,,,,0,0,Matches
Georgios Manousakis,gr GRE,MF,PAS Lamia,23,1998,4.8,0,,,,,,,,,0,0,Matches
Georgios Manousos,gr GRE,"MF,FW",PAS Lamia,33,1987,14.7,6,,,,,,,,,2,2,Matches
Petros Mantalos,gr GRE,MF,AEK Athens,29,1991,21.3,3,,,,,,,,,1,1,Matches

Vassilis Mantzis,gr GRE,FW,Ionikos,29,1991,11.9,9,,,,,,,,,0,0,Matches
Marko Marić,hr CRO,GK,Atromitos,25,1996,1.0,0,,,,,,,,,0,0,Matches
Nikos Marinakis,gr GRE,DF,OFI Crete,27,1993,23.7,0,,,,,,,,,0,0,Matches
Johan Mårtensson,se SWE,"MF,DF",Panetolikos,32,1989,9.3,0,,,,,,,,,0,0,Matches
Ángel Martínez,es ESP,"DF,MF",PAS Lamia,30,1991,14.9,0,,,,,,,,,0,0,Matches
Nicolás Martínez,ar ARG,"MF,FW",Apollon Smyrnis,33,1987,15.1,0,,,,,,,,,0,0,Matches
Giorgos Masouras,gr GRE,"MF,FW",Olympiacos,27,1994,22.4,7,,,,,,,,,0,0,Matches
Florentin Matei,ro ROU,MF,Apollon Smyrnis,28,1993,2.5,0,,,,,,,,,0,0,Matches
Diego Matías Rodríguez,ar ARG,GK,Panetolikos,32,1989,4.5,0,,,,,,,,,0,0,Matches
Javier Matilla,es ESP,MF,Aris,32,1988,19.8,1,,,,,,,,,1,1,Matches
Lefteris Matsoukas,gr GRE,MF,Ionikos,31,1990,9.4,0,,,,,,,,,0,0,Matches
Maurício,br BRA,MF,Panathinaikos,32,1988,13.8,5,,,,,,,,,0,0,Matches
Theofanis Mavromatis,gr GRE,DF,Atromitos,24,1997,17.0,1,,,,,,,,,0,0,Matches
Kyriakos Mazoulouxis,gr GRE,"DF,MF",PAS Lamia,24,1997,10.7,1,,,,,,,,,0,0,Matches
Jerry Mbakogu,ng NGA,FW,Apollon Smyrnis,28,1992,0.9,0,,,,,,,,,0,0,Matches
Nikos Melissas,gr GRE,GK,Panetolikos,28,1993,15.5,0,,,,,,,,,0,0,Matches
Miguel Mellado,ar ARG,MF,OFI Crete,28,1993,22.3,0,,,,,,,,,0,0,Matches
Meme,iq IRQ,FW,Aris,21,2000,0.7,0,,,,,,,,,0,0,Matches
Ahmad Mendes Moreira,gn GUI,"FW,MF",PAS Giannina,26,1995,13.7,2,,,,,,,,,0,0,Matches
Javier Mendoza,ar ARG,"MF,FW",Panetolikos,28,1992,18.2,4,,,,,,,,,1,2,Matches
Dimitris Metaxas,gr GRE,MF,Volos NFC,17,2003,4.7,0,,,,,,,,,0,0,Matches
Giannis Michailidis,gr GRE,DF,PAOK,21,2000,18.1,2,,,,,,,,,0,0,Matches
Clément Michelin,fr FRA,DF,AEK Athens,24,1997,17.1,0,,,,,,,,,0,0,Matches
Athanasios Michopoulos,gr GRE,MF,Asteras Tripoli,19,2002,1.4,0,,,,,,,,,0,0,Matches
Enea Mihaj,al ALB,DF,PAOK,23,1998,11.5,0,,,,,,,,,0,0,Matches

Nicolae Milinceanu,md MDA,FW,PAS Giannina,28,1992,9.1,2,,,,,,,,,0,0,Matches
Leonint Mina,gr GRE,FW,PAS Giannina,17,2004,2.3,0,,,,,,,,,0,0,Matches
Mario Mitaj,al ALB,DF,AEK Athens,17,2003,0.1,0,,,,,,,,,0,0,Matches
Gerasimos Mitoglou,gr GRE,DF,AEK Athens,21,1999,21.4,1,,,,,,,,,0,0,Matches
Alexandru Mitriță,ro ROU,MF,PAOK,26,1995,13.6,1,,,,,,,,,0,0,Matches
Milad Mohammadi,ir IRN,DF,AEK Athens,27,1993,21.3,0,,,,,,,,,0,0,Matches
