Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Peter Ankersen,dk DEN,"DF,MF",FC Copenhagen,32,1990,12.1,1,10,3,30.0,0.82,0.25,0.10,0.33,,0,0,Matches
Oliver Antman,fi FIN,"FW,MF",Nordsjælland,21,2001,9.4,3,21,9,42.9,2.24,0.96,0.14,0.33,,0,0,Matches
Daniel Anyembe,ke KEN,DF,Viborg,25,1998,21.3,1,4,1,25.0,0.19,0.05,0.25,1.00,,0,0,Matches
Rocco Ascone,fr FRA,FW,Nordsjælland,19,2003,0.9,0,1,0,0.0,1.17,0.00,0.00,,,0,0,Matches

Jasin Assehnoun,fi FIN,FW,Vejle BK,24,1998,3.1,1,5,3,60.0,1.59,0.95,0.20,0.33,,0,0,Matches
Edgar Babayan,am ARM,"MF,FW",Randers,27,1995,4.1,0,3,0,0.0,0.74,0.00,0.00,,,0,0,Matches
Tobias Bach,ru RUS,"MF,FW",AGF,20,2003,4.1,0,7,4,57.1,1.71,0.98,0.00,0.00,,0,0,Matches
Nikolai Baden Frederiksen,dk DEN,FW,Lyngby,23,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Tammer Bany,dk DEN,FW,Randers,19,2003,3.7,0,5,0,0.0,1.35,0.00,0.00,,,0,0,Matches
Roony Bardghji,se SWE,FW,FC Copenhagen,17,2005,13.0,7,33,14,42.4,2.54,1.08,0.21,0.50,,0,1,Matches
Hamza Barry,gm GAM,MF,Vejle BK,28,1994,25.6,1,13,3,23.1,0.51,0.12,0.08,0.33,,0,0,Matches
Kaare Barslund,dk DEN,DF,Nordsjælland,19,2004,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,,0,0,Matches
Mads Bech Sørensen,dk DEN,DF,Midtjylland,24,1999,22.6,4,14,6,42.9,0.62,0.27,0.29,0.67,,0,0,Matches
Tobias Bech,dk DEN,"FW,MF",AGF,21,2002,20.8,7,53,18,34.0,2.55,0.87,0.13,0.39,,0,0,Matches
Julius Beck,dk DEN,MF,AGF,18,2005,1.6,0,0,0,,0.00,0.00,,,,0,0,Matches
Felix Beijmo,se SWE,"MF,DF",AGF,25,1998,24.7,2,26,7,26.9,1.05,0.28,0.08,0.29,,0,0,Matches
Joe Bell,nz NZL,MF,Brøndby,24,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Sofus Berger Brix,dk DEN,MF,Viborg,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Clement Bischoff,dk DEN,MF,Brøndby,17,2005,0.5,0,1,0,0.0,2.00,0.00,0.00,,,0,0,Matches
Parfait Bizoza,bi BDI,MF,Lyngby,24,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Andreas Bjelland,dk DEN,DF,Lyngby,35,1988,18.2,1,6,3,50.0,0.33,0.17,0.17,0.33,,0,0,Matches
John Björkengren,se SWE,MF,Randers,24,1998,27.3,2,14,7,50.0,0.51,0.26,0.14,0.29,,0,0,Matches
Peter Bjur,dk DEN,MF,AGF,23,2000,0.8,0,2,0,0.0,2.40,0.00,0.00,,,0,0,Matches
Oskar Boesen,dk DEN,MF,Silkeborg,18,2005,1.9,0,0,0,,0.00,0.00,,,,0,0,Matches
Nicolai Boilesen,dk DEN,DF,FC Copenhagen,31,1992,3.1,0,3,1,33.3,0.98,0.33,0.00,0.00,,0,0,Matches
Simen Bolkan Nordli,no NOR,MF,Randers,23,1999,17.4,5,49,20,40.8,2.82,1.15,0.08,0.20,,1,1,Matches
Jakob Bonde,dk DEN,MF,Viborg,29,1993,19.9,2,27,11,40.7,1.36,0.55,0.07,0.18,,0,1,Matches
Muamer Brajanac,dk DEN,FW,Randers,22,2001,4.5,0,13,4,30.8,2.90,0.89,0.00,0.00,,0,0,Matches
Frederik Brandhof,dk DEN,"MF,FW",AGF,27,1996,10.2,0,6,2,33.3,0.59,0.20,0.00,0.00,,0,0,Matches

Mark Brink,dk DEN,MF,Silkeborg,25,1998,31.4,0,13,0,0.0,0.41,0.00,0.00,,,0,0,Matches
Júnior Brumado,br BRA,FW,Midtjylland,24,1999,1.5,0,5,0,0.0,3.24,0.00,0.00,,,0,0,Matches
Ola Brynhildsen,no NOR,"FW,MF",Midtjylland,24,1999,14.3,5,26,11,42.3,1.82,0.77,0.19,0.45,,0,0,Matches
Filip Bundgaard,dk DEN,FW,Brøndby,19,2004,4.7,1,18,4,22.2,3.84,0.85,0.06,0.25,,0,0,Matches
Filip Bundgaard,dk DEN,FW,Randers,19,2004,13.0,4,36,10,27.8,2.77,0.77,0.06,0.20,,2,3,Matches
Oliver Bundgaard,dk DEN,DF,Viborg,22,2001,31.3,1,24,5,20.8,0.77,0.16,0.04,0.20,,0,0,Matches
Tyler Burey,eng ENG,MF,Odense,21,2001,1.8,0,4,0,0.0,2.17,0.00,0.00,,,0,0,Matches
Nicolas Bürgy,ch SUI,DF,Viborg,27,1995,23.4,1,10,2,20.0,0.43,0.09,0.10,0.50,,0,0,Matches
Alexander Busch,dk DEN,DF,Silkeborg,20,2003,16.7,0,6,1,16.7,0.36,0.06,0.00,0.00,,0,0,Matches
Azer Bušuladžić,dk DEN,MF,Vejle BK,31,1991,4.5,0,4,2,50.0,0.89,0.44,0.00,0.00,,0,0,Matches
Mohamed Buya Turay,sl SLE,FW,Odense,28,1995,4.5,1,10,6,60.0,2.24,1.34,0.10,0.17,,0,0,Matches
Asbjørn Bøndergaard,dk DEN,FW,Silkeborg,19,2004,0.2,0,1,0,0.0,4.50,0.00,0.00,,,0,0,Matches
Luka Callo,dk DEN,DF,AGF,17,2006,2.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Christian Cappis,us USA,MF,Brøndby,23,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Patrik Carlgren,se SWE,GK,Randers,31,1992,32.0,0,1,1,100.0,0.03,0.03,0.00,0.00,,0,0,Matches
Frederik Carlsen,dk DEN,MF,Silkeborg,21,2001,6.3,0,5,1,20.0,0.80,0.16,0.00,0.00,,0,0,Matches
Edward Chilufya,zm ZAM,FW,Midtjylland,23,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
Hans Christian Bernat,dk DEN,GK,Odense,22,2000,7.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Tochi Chukwuani,dk DEN,MF,Lyngby,20,2003,24.4,4,38,8,21.1,1.56,0.33,0.11,0.50,,0,0,Matches
Viktor Claesson,se SWE,"MF,FW",FC Copenhagen,31,1992,14.1,5,27,11,40.7,1.91,0.78,0.19,0.45,,0,0,Matches
Nikolai Clausen,dk DEN,MF,Hvidovre IF,28,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
William Clem,dk DEN,MF,FC Copenhagen,19,2004,13.3,0,13,2,15.4,0.98,0.15,0.00,0.00,,0,0,Matches
David Čolina,hr CRO,MF,Vejle BK,23,2000,8.9,0,4,0,0.0,0.45,0.00,0.00,,,0,0,Matches
Rezan Corlu,dk DEN,MF,Lyngby,25,1997,2.2,0,7,1,14.3,3.18,0.45,0.00,0.00,,0,0,Matches
Andreas Cornelius,dk DEN,FW,FC Copenhagen,30,1993,7.3,2,25,7,28.0,3.45,0.96,0.08,0.29,,0,0,Matches

Lasso Coulibaly,gh GHA,MF,Nordsjælland,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Lasso Coulibaly,gh GHA,MF,Randers,20,2002,23.8,4,36,15,41.7,1.51,0.63,0.11,0.27,,0,0,Matches
Adam Daghim,dk DEN,MF,AGF,17,2005,0.1,0,1,0,0.0,7.50,0.00,0.00,,,0,0,Matches
Anders Dahl,dk DEN,MF,Silkeborg,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Mathias Dahl Sauer,dk DEN,MF,AGF,19,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Robin Dahl Østrøm,no NOR,DF,Silkeborg,20,2002,13.1,0,1,0,0.0,0.08,0.00,0.00,,,0,0,Matches
Henrik Dalsgaard,dk DEN,DF,Midtjylland,34,1989,17.8,3,9,4,44.4,0.51,0.22,0.33,0.75,,0,0,Matches
