player_id,player,nation,position,club,age,year_of_birth,league,season,90s_played,yellow_cards,red_cards,second_yellow_card,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,%_of_aerials_won
2865,Eduard Sobol,UKR,DF,Strasbourg,28,1995,Ligue_1,2023_2024,0.3,0,0,0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
2866,Eduardo Camavinga,FRA,MF,Real Madrid,18,2002,La_Liga,2021_2022,13.7,8,0,0,35.0,29.0,1.0,3.0,17.0,35.0,0.0,0.0,0,85.0,28.0,13.0,68.3
2866,Eduardo Camavinga,FRA,MF,Rennes,18,2002,Ligue_1,2021_2022,1.6,0,0,0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0,8.0,2.0,0.0,100.0
2866,Eduardo Camavinga,FRA,"MF,DF",Real Madrid,19,2002,La_Liga,2022_2023,22.3,6,0,0,39.0,69.0,3.0,6.0,17.0,48.0,0.0,0.0,0,136.0,22.0,11.0,66.7
2866,Eduardo Camavinga,FRA,"MF,DF",Real Madrid,20,2002,La_Liga,2023_2024,20.2,9,0,0,49.0,68.0,1.0,4.0,29.0,47.0,0.0,1.0,0,146.0,18.0,17.0,51.4
2867,Eduardo Dos Santos Haesler,GER,GK,Nordsjælland,22,1999,Danish_Superliga,2021_2022,5.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,0,,,,
2868,Eduardo Fereira,VEN,"FW,MF",Casa Pia,21,2000,Primeira_Liga,2022_2023,0.6,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0
2869,Eduardo Kau,BRA,DF,B-SAD,22,1999,Primeira_Liga,2021_2022,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,1.0,50.0
2870,Eduardo Kunde,BRA,DF,Botev Vratsa,25,1997,Bulgarian_First_League,2023_2024,15.5,6,0,0,,,,,,,,,0,,,,
2871,Eduardo Quaresma,POR,DF,Hoffenheim,20,2002,Bundesliga,2022_2023,1.0,0,0,0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0,10.0,1.0,1.0,50.0
2871,Eduardo Quaresma,POR,DF,Sporting CP,21,2002,Primeira_Liga,2023_2024,10.7,2,0,0,12.0,13.0,0.0,0.0,9.0,18.0,0.0,0.0,0,49.0,9.0,12.0,42.9
2871,Eduardo Quaresma,POR,DF,Tondela,19,2002,Primeira_Liga,2021_2022,17.1,2,0,0,15.0,16.0,0.0,1.0,20.0,28.0,0.0,3.0,0,112.0,10.0,21.0,32.3
2872,Eduardo Ribeiro,POR,MF,Braga,20,2001,Primeira_Liga,2021_2022,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
2873,Edward Chilufya,ZAM,FW,Midtjylland,23,1999,Danish_Superliga,2023_2024,0.7,0,0,0,3.0,1.0,0.0,1.0,0.0,1.0,,,0,,,,
2873,Edward Chilufya,ZAM,"FW,MF",Midtjylland,21,1999,Danish_Superliga,2021_2022,7.5,0,0,0,5.0,4.0,3.0,11.0,2.0,3.0,,,0,,,,
2873,Edward Chilufya,ZAM,"FW,MF",Midtjylland,22,1999,Danish_Superliga,2022_2023,6.6,0,0,0,12.0,4.0,2.0,8.0,0.0,1.0,,,0,,,,
2874,Edwin Fabricio Castro Barros,COL,MF,Apollon Smyrnis,29,1992,Super_League_Greece,2021_2022,25.5,9,1,1,,,,,,,,,1,,,,
