club_id,club,num_of_players,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
227,Radnički Kragujevac,3,37,37,"3,330",37,,,,,,19,4,13,10,27,5,5,0,0,0.0,Serbian_SuperLiga,2023_2024
228,Radnički Niš,3,37,37,"3,330",37,,,,,,11,15,10,14,37,7,7,0,0,0.0,Serbian_SuperLiga,2021_2022
228,Radnički Niš,3,37,37,"3,240",37,,,,,,9,8,20,7,18,14,13,0,1,0.0,Serbian_SuperLiga,2022_2023
228,Radnički Niš,3,37,37,"3,330",37,,,,,,11,8,18,8,21,4,3,1,0,25.0,Serbian_SuperLiga,2023_2024
229,Radomiak Radom,2,34,34,"3,060",34,,,,,,11,15,8,9,26,4,2,1,1,33.0,Ekstraklasa,2021_2022
229,Radomiak Radom,4,34,34,"3,060",34,1.0,0.0,,,,12,8,14,9,26,5,5,0,0,0.0,Ekstraklasa,2022_2023
229,Radomiak Radom,4,34,34,"3,057",34,,,,,,10,8,16,7,20,7,5,2,0,28.0,Ekstraklasa,2023_2024
230,Randers,3,32,32,"2,880",32,47.0,1.0,188.0,148.0,78.0,10,11,11,11,34,7,7,0,0,0.0,Danish_Superliga,2022_2023
230,Randers,1,32,32,"2,880",32,42.0,1.0,156.0,114.0,73.0,12,7,13,6,18,0,0,0,0,,Danish_Superliga,2021_2022
230,Randers,1,32,32,"2,880",32,49.0,1.0,141.0,97.0,68.0,10,11,11,7,21,6,4,1,1,20.0,Danish_Superliga,2023_2024
231,Rapid Wien,2,32,32,"2,880",32,47.0,1.0,124.0,82.0,66.0,12,6,14,7,21,5,5,0,0,0.0,Austrian_Bundesliga,2022_2023
231,Rapid Wien,4,32,32,"2,877",32,45.0,1.0,135.0,96.0,71.0,10,11,11,5,15,7,7,0,0,0.0,Austrian_Bundesliga,2021_2022
231,Rapid Wien,1,32,32,"2,880",32,35.0,1.0,104.0,70.0,68.0,11,12,9,12,37,2,2,0,0,0.0,Austrian_Bundesliga,2023_2024
232,Rayo Vallecano,2,38,38,"3,417",38,50.0,1.0,163.0,112.0,73.0,11,9,18,9,23,9,7,2,0,22.0,La_Liga,2021_2022
232,Rayo Vallecano,2,38,38,"3,420",38,53.0,1.0,144.0,95.0,66.0,13,10,15,9,23,5,4,0,1,0.0,La_Liga,2022_2023
232,Rayo Vallecano,2,38,38,"3,420",38,48.0,1.0,151.0,104.0,68.0,8,14,16,13,34,2,1,1,0,50.0,La_Liga,2023_2024
233,Real Madrid,2,38,38,"3,420",38,31.0,0.0,129.0,97.0,78.0,26,8,4,16,42,5,3,2,0,40.0,La_Liga,2021_2022
233,Real Madrid,2,38,38,"3,420",38,36.0,0.0,136.0,100.0,76.0,24,6,8,13,34,5,4,1,0,20.0,La_Liga,2022_2023
233,Real Madrid,3,38,38,"3,420",38,26.0,0.0,118.0,93.0,78.0,29,8,1,21,55,1,1,0,0,0.0,La_Liga,2023_2024
234,Real Sociedad,2,38,38,"3,420",38,37.0,0.0,127.0,89.0,74.0,17,11,10,20,52,6,5,1,0,16.0,La_Liga,2021_2022
234,Real Sociedad,1,38,38,"3,420",38,35.0,0.0,133.0,99.0,74.0,21,8,9,15,39,2,1,1,0,50.0,La_Liga,2022_2023
234,Real Sociedad,2,38,38,"3,417",38,39.0,1.0,135.0,96.0,75.0,16,12,10,15,39,7,6,1,0,14.0,La_Liga,2023_2024
235,Red Star,3,37,37,"3,330",37,,,,,,32,4,1,20,54,0,0,0,0,,Serbian_SuperLiga,2021_2022
235,Red Star,2,37,37,"3,330",37,,,,,,30,7,0,20,54,3,3,0,0,0.0,Serbian_SuperLiga,2022_2023
235,Red Star,3,37,37,"3,330",37,,,,,,30,3,3,16,43,2,2,0,0,0.0,Serbian_SuperLiga,2023_2024
236,Reims,2,38,38,"3,420",38,45.0,1.0,166.0,123.0,74.0,12,15,11,14,36,3,3,0,0,0.0,Ligue_1,2022_2023
236,Reims,1,34,34,"3,060",34,47.0,1.0,137.0,90.0,70.0,13,8,13,8,23,7,6,1,0,14.0,Ligue_1,2023_2024
236,Reims,1,38,38,"3,420",38,44.0,1.0,161.0,116.0,75.0,11,13,14,11,28,7,5,1,1,16.0,Ligue_1,2021_2022
237,Rennes,2,38,38,"3,420",38,39.0,1.0,126.0,86.0,71.0,21,5,12,13,34,5,3,2,0,40.0,Ligue_1,2022_2023
237,Rennes,1,34,34,"3,060",34,46.0,1.0,147.0,104.0,70.0,12,10,12,7,20,3,3,0,0,0.0,Ligue_1,2023_2024
237,Rennes,3,38,38,"3,420",38,40.0,1.0,106.0,66.0,67.0,20,6,12,14,36,6,5,1,0,16.0,Ligue_1,2021_2022
238,Ried,2,32,32,"2,880",32,50.0,1.0,154.0,107.0,68.0,4,11,17,4,12,3,2,1,0,33.0,Austrian_Bundesliga,2022_2023
238,Ried,2,32,32,"2,875",32,54.0,1.0,143.0,95.0,65.0,8,13,11,4,12,6,5,1,0,16.0,Austrian_Bundesliga,2021_2022
239,Rio Ave,3,34,34,"3,060",34,43.0,1.0,158.0,115.0,74.0,6,19,9,10,29,4,2,1,1,33.0,Primeira_Liga,2023_2024
239,Rio Ave,2,34,34,"3,060",34,43.0,1.0,154.0,112.0,72.0,10,10,14,10,29,4,1,2,1,66.0,Primeira_Liga,2022_2023
240,Rizespor,2,38,38,"3,420",38,58.0,1.0,184.0,137.0,72.0,14,8,16,13,34,11,8,3,0,27.0,Super_Lig,2023_2024
240,Rizespor,3,38,38,"3,420",38,71.0,1.0,194.0,136.0,69.0,10,6,22,6,15,13,12,1,0,7.0,Super_Lig,2021_2022
241,Roma,2,38,38,"3,420",38,38.0,1.0,118.0,80.0,69.0,18,9,11,14,36,3,2,1,0,33.0,Serie_A,2022_2023
241,Roma,2,38,38,"3,420",38,46.0,1.0,151.0,107.0,71.0,18,9,11,11,28,5,3,1,1,25.0,Serie_A,2023_2024
241,Roma,1,38,38,"3,420",38,43.0,1.0,146.0,104.0,74.0,18,9,11,15,39,6,5,1,0,16.0,Serie_A,2021_2022
242,Ruch Chorzów,4,34,34,"3,060",34,,,,,,6,14,14,8,23,6,6,0,0,0.0,Ekstraklasa,2023_2024
243,SC Austria Lustenau,2,32,32,"2,880",32,54.0,1.0,152.0,104.0,68.0,11,10,11,7,21,6,6,0,0,0.0,Austrian_Bundesliga,2022_2023
243,SC Austria Lustenau,2,32,32,"2,880",32,56.0,1.0,158.0,111.0,68.0,4,9,19,7,21,9,6,3,0,33.0,Austrian_Bundesliga,2023_2024
244,SCR Altach,3,32,32,"2,880",32,53.0,1.0,146.0,96.0,65.0,6,10,16,6,18,3,3,0,0,0.0,Austrian_Bundesliga,2022_2023
244,SCR Altach,2,32,32,"2,880",32,49.0,1.0,141.0,101.0,69.0,7,8,17,7,21,9,6,3,0,33.0,Austrian_Bundesliga,2021_2022
244,SCR Altach,3,32,32,"2,880",32,40.0,1.0,119.0,81.0,68.0,6,13,13,10,31,3,3,0,0,0.0,Austrian_Bundesliga,2023_2024
245,SK Austria Klagenfurt,2,32,32,"2,880",32,63.0,1.0,159.0,104.0,64.0,11,5,16,4,12,8,6,2,0,25.0,Austrian_Bundesliga,2022_2023
245,SK Austria Klagenfurt,2,32,32,"2,876",32,57.0,1.0,171.0,120.0,69.0,8,12,12,5,15,6,5,1,0,16.0,Austrian_Bundesliga,2021_2022
245,SK Austria Klagenfurt,2,32,32,"2,880",32,49.0,1.0,144.0,96.0,66.0,9,12,11,8,25,1,1,0,0,0.0,Austrian_Bundesliga,2023_2024
246,Saint-Étienne,3,38,38,"3,417",38,77.0,2.0,189.0,116.0,63.0,7,11,20,4,10,8,8,0,0,0.0,Ligue_1,2021_2022
247,Salernitana,3,38,38,"3,420",38,62.0,1.0,196.0,130.0,71.0,9,15,14,7,18,11,7,4,0,36.0,Serie_A,2022_2023
247,Salernitana,3,38,38,"3,420",38,81.0,2.0,207.0,128.0,65.0,2,11,25,2,5,10,10,0,0,0.0,Serie_A,2023_2024
247,Salernitana,3,38,38,"3,420",38,78.0,2.0,221.0,144.0,67.0,7,10,21,2,5,8,6,1,1,14.0,Serie_A,2021_2022
248,Sampdoria,3,38,38,"3,420",38,71.0,1.0,215.0,144.0,70.0,3,10,25,4,10,11,8,2,1,20.0,Serie_A,2022_2023
248,Sampdoria,3,38,38,"3,420",38,63.0,1.0,185.0,123.0,67.0,10,6,22,7,18,4,3,1,0,25.0,Serie_A,2021_2022
249,Samsunspor,2,38,38,"3,420",38,52.0,1.0,142.0,92.0,64.0,11,10,17,7,18,3,2,1,0,33.0,Super_Lig,2023_2024
250,Santa Clara,3,34,34,"3,060",34,54.0,1.0,143.0,89.0,67.0,9,13,12,8,23,8,8,0,0,0.0,Primeira_Liga,2021_2022
250,Santa Clara,2,34,34,"3,060",34,58.0,1.0,160.0,103.0,68.0,5,7,22,5,14,13,7,2,4,22.0,Primeira_Liga,2022_2023
251,Sassuolo,3,38,38,"3,420",38,61.0,1.0,130.0,71.0,56.0,12,9,17,9,23,4,4,0,0,0.0,Serie_A,2022_2023
251,Sassuolo,2,38,38,"3,420",38,75.0,1.0,173.0,101.0,61.0,7,9,22,3,7,11,8,1,2,11.0,Serie_A,2023_2024
251,Sassuolo,3,38,38,"3,420",38,66.0,1.0,177.0,111.0,67.0,13,11,14,3,7,9,8,1,0,11.0,Serie_A,2021_2022
252,Schalke 04,2,34,34,"3,060",34,71.0,2.0,193.0,123.0,65.0,7,10,17,7,20,6,5,0,1,0.0,Bundesliga,2022_2023
253,Septemvri Sofia,2,35,35,"3,150",35,,,,,,7,7,21,4,11,4,4,0,0,0.0,Bulgarian_First_League,2022_2023
254,Sevilla,3,38,38,"3,420",38,30.0,0.0,121.0,90.0,76.0,18,16,4,17,44,4,2,1,1,33.0,La_Liga,2021_2022
254,Sevilla,2,38,38,"3,420",38,54.0,1.0,161.0,109.0,67.0,13,10,15,9,23,3,2,1,0,33.0,La_Liga,2022_2023
254,Sevilla,3,38,38,"3,420",38,54.0,1.0,175.0,123.0,72.0,10,11,17,8,21,5,5,0,0,0.0,La_Liga,2023_2024
255,Sheffield Utd,2,38,38,"3,420",38,104.0,2.0,263.0,166.0,62.0,3,7,28,1,2,7,5,0,2,0.0,Premier_League,2023_2024
256,Silkeborg,2,32,32,"2,880",32,48.0,1.0,123.0,80.0,64.0,11,8,13,6,18,5,4,1,0,20.0,Danish_Superliga,2022_2023
256,Silkeborg,2,32,32,"2,880",32,37.0,1.0,121.0,84.0,70.0,13,10,9,8,25,1,1,0,0,0.0,Danish_Superliga,2021_2022
256,Silkeborg,2,32,32,"2,880",32,50.0,1.0,159.0,111.0,69.0,10,6,16,8,25,3,1,1,1,50.0,Danish_Superliga,2023_2024
257,Sint-Truiden,3,30,30,"2,700",30,46.0,1.0,126.0,80.0,67.0,10,10,10,7,23,5,5,0,0,0.0,Belgian_Pro_League,2023_2024
257,Sint-Truiden,3,34,34,"3,060",34,40.0,1.0,117.0,77.0,68.0,15,6,13,11,32,4,3,0,1,0.0,Belgian_Pro_League,2021_2022
257,Sint-Truiden,2,34,34,"3,060",34,40.0,1.0,127.0,89.0,72.0,11,9,14,9,26,5,5,0,0,0.0,Belgian_Pro_League,2022_2023
258,Sivasspor,2,38,38,"3,420",38,54.0,1.0,186.0,134.0,72.0,14,12,12,10,26,3,3,0,0,0.0,Super_Lig,2023_2024
258,Sivasspor,3,38,38,"3,420",38,50.0,1.0,138.0,95.0,68.0,14,12,12,8,21,7,7,0,0,0.0,Super_Lig,2021_2022
258,Sivasspor,2,36,36,"3,150",35,53.0,1.0,146.0,97.0,67.0,10,8,17,7,19,5,5,0,0,0.0,Super_Lig,2022_2023
259,Slavia Sofia,3,36,36,"3,240",36,,,,,,17,7,12,14,38,1,1,0,0,0.0,Bulgarian_First_League,2022_2023
259,Slavia Sofia,3,36,36,"3,240",36,,,,,,12,7,17,10,27,2,2,0,0,0.0,Bulgarian_First_League,2023_2024
259,Slavia Sofia,4,31,31,"2,788",31,,,,,,9,10,12,8,25,0,0,0,0,,Bulgarian_First_League,2021_2022
260,Southampton,2,38,38,"3,420",38,73.0,1.0,150.0,81.0,52.0,6,7,25,4,10,3,2,1,0,33.0,Premier_League,2022_2023
260,Southampton,3,38,38,"3,420",38,67.0,1.0,183.0,118.0,64.0,9,13,16,8,21,2,2,0,0,0.0,Premier_League,2021_2022
261,Sparta R'dam,2,34,34,"3,060",34,37.0,1.0,158.0,121.0,77.0,17,8,9,14,41,3,2,1,0,33.0,Eredivisie,2022_2023
261,Sparta R'dam,3,34,34,"3,060",34,48.0,1.0,160.0,113.0,73.0,8,11,15,7,20,6,5,1,0,16.0,Eredivisie,2021_2022
261,Sparta R'dam,1,34,34,"3,060",34,48.0,1.0,161.0,113.0,72.0,14,7,13,8,23,5,3,1,1,25.0,Eredivisie,2023_2024
262,Spartak Subotic,4,37,37,"3,330",37,,,,,,12,8,17,6,16,4,4,0,0,0.0,Serbian_SuperLiga,2021_2022
262,Spartak Subotic,2,37,37,"3,330",37,,,,,,9,12,16,10,27,9,9,0,0,0.0,Serbian_SuperLiga,2022_2023
262,Spartak Subotic,3,37,37,"3,330",37,,,,,,13,8,16,14,37,4,2,1,1,33.0,Serbian_SuperLiga,2023_2024
263,Spezia,4,38,38,"3,420",38,62.0,1.0,183.0,123.0,68.0,6,13,19,6,15,7,5,1,1,16.0,Serie_A,2022_2023
263,Spezia,3,38,38,"3,420",38,71.0,1.0,208.0,139.0,70.0,10,6,22,7,18,13,10,1,2,9.0,Serie_A,2021_2022
264,Sporting CP,4,34,34,"3,060",34,29.0,0.0,79.0,50.0,68.0,29,3,2,16,47,4,4,0,0,0.0,Primeira_Liga,2023_2024
264,Sporting CP,3,34,34,"3,060",34,23.0,0.0,82.0,60.0,73.0,27,4,3,18,52,2,1,1,0,50.0,Primeira_Liga,2021_2022
264,Sporting CP,2,34,34,"3,059",34,32.0,0.0,95.0,64.0,70.0,23,5,6,14,41,4,4,0,0,0.0,Primeira_Liga,2022_2023
265,Stal Mielec,4,34,34,"3,060",34,,,,,,9,10,15,6,17,7,4,3,0,42.0,Ekstraklasa,2021_2022
265,Stal Mielec,1,34,34,"3,060",34,0.0,0.0,,,,11,10,13,12,35,4,4,0,0,0.0,Ekstraklasa,2022_2023
265,Stal Mielec,2,34,34,"3,060",34,,,,,,11,10,13,9,26,6,5,1,0,16.0,Ekstraklasa,2023_2024
266,Standard Liège,2,30,30,"2,700",30,41.0,1.0,143.0,101.0,75.0,8,10,12,5,16,7,6,1,0,14.0,Belgian_Pro_League,2023_2024
266,Standard Liège,2,34,34,"2,970",34,51.0,1.0,145.0,94.0,65.0,9,9,16,8,23,2,1,1,0,50.0,Belgian_Pro_League,2021_2022
266,Standard Liège,1,34,34,"3,059",34,46.0,1.0,141.0,98.0,71.0,16,7,11,12,35,6,6,0,0,0.0,Belgian_Pro_League,2022_2023
267,Strasbourg,1,38,38,"3,420",38,59.0,1.0,174.0,115.0,71.0,9,13,16,6,15,11,10,0,1,0.0,Ligue_1,2022_2023
267,Strasbourg,2,34,34,"3,060",34,50.0,1.0,125.0,77.0,63.0,10,9,15,5,14,5,4,1,0,20.0,Ligue_1,2023_2024
267,Strasbourg,2,38,38,"3,420",38,43.0,1.0,131.0,89.0,70.0,17,12,9,14,36,4,4,0,0,0.0,Ligue_1,2021_2022
268,Sturm Graz,3,32,32,"2,880",32,29.0,0.0,88.0,62.0,69.0,20,6,6,11,34,3,2,1,0,33.0,Austrian_Bundesliga,2022_2023
268,Sturm Graz,1,32,32,"2,880",32,46.0,1.0,106.0,62.0,58.0,16,8,8,8,25,2,2,0,0,0.0,Austrian_Bundesliga,2021_2022
268,Sturm Graz,3,32,32,"2,880",32,23.0,0.0,97.0,77.0,78.0,19,10,3,14,43,3,2,1,0,33.0,Austrian_Bundesliga,2023_2024
269,Stuttgart,2,34,34,"3,060",34,57.0,1.0,146.0,90.0,65.0,7,12,15,2,5,6,6,0,0,0.0,Bundesliga,2022_2023
269,Stuttgart,2,34,34,"3,060",34,59.0,1.0,163.0,105.0,66.0,7,12,15,4,11,4,4,0,0,0.0,Bundesliga,2021_2022
269,Stuttgart,2,34,34,"3,060",34,39.0,1.0,129.0,93.0,72.0,23,4,7,12,35,3,3,0,0,0.0,Bundesliga,2023_2024
270,SønderjyskE,2,32,32,"2,880",32,54.0,1.0,152.0,101.0,65.0,4,11,17,4,12,4,2,1,1,33.0,Danish_Superliga,2021_2022
271,TSC Bačka Top,2,37,37,"3,330",37,,,,,,13,9,15,8,21,2,2,0,0,0.0,Serbian_SuperLiga,2021_2022
271,TSC Bačka Top,2,37,37,"3,330",37,,,,,,22,9,6,16,43,3,3,0,0,0.0,Serbian_SuperLiga,2022_2023
271,TSC Bačka Top,2,37,37,"3,330",37,,,,,,22,9,6,17,45,8,4,2,2,33.0,Serbian_SuperLiga,2023_2024
272,Tondela,2,34,34,"3,060",34,67.0,1.0,188.0,122.0,68.0,7,7,20,2,5,8,8,0,0,0.0,Primeira_Liga,2021_2022
273,Torino,1,38,38,"3,420",38,41.0,1.0,136.0,95.0,73.0,14,11,13,11,28,6,5,0,1,0.0,Serie_A,2022_2023
273,Torino,2,38,38,"3,420",38,36.0,0.0,143.0,107.0,79.0,13,14,11,18,47,7,7,0,0,0.0,Serie_A,2023_2024
273,Torino,3,38,38,"3,420",38,41.0,1.0,124.0,81.0,74.0,13,11,14,9,23,11,9,2,0,18.0,Serie_A,2021_2022
274,Tottenham,1,38,38,"3,420",38,61.0,1.0,167.0,109.0,67.0,20,6,12,7,18,7,7,0,0,0.0,Premier_League,2023_2024
274,Tottenham,2,38,38,"3,420",38,63.0,1.0,172.0,109.0,65.0,18,6,14,10,26,4,3,1,0,25.0,Premier_League,2022_2023
274,Tottenham,1,38,38,"3,420",38,40.0,1.0,137.0,98.0,72.0,22,5,11,16,42,2,2,0,0,0.0,Premier_League,2021_2022
275,Toulouse,1,38,38,"3,420",38,57.0,1.0,179.0,122.0,70.0,13,9,16,9,23,7,4,3,0,42.0,Ligue_1,2022_2023
275,Toulouse,1,34,34,"3,060",34,46.0,1.0,139.0,93.0,69.0,11,10,13,6,17,4,4,0,0,0.0,Ligue_1,2023_2024
276,Trabzonspor,2,38,38,"3,420",38,51.0,1.0,151.0,106.0,70.0,20,4,13,10,26,6,6,0,0,0.0,Super_Lig,2023_2024
276,Trabzonspor,3,38,38,"3,419",38,36.0,0.0,155.0,127.0,80.0,23,12,3,12,31,11,6,3,2,33.0,Super_Lig,2021_2022
276,Trabzonspor,2,36,36,"3,150",35,54.0,1.0,142.0,94.0,66.0,16,6,13,13,36,6,6,0,0,0.0,Super_Lig,2022_2023
277,Troyes,2,38,38,"3,418",38,81.0,2.0,228.0,148.0,67.0,4,12,22,1,2,8,7,1,0,12.0,Ligue_1,2022_2023
277,Troyes,2,38,38,"3,420",38,53.0,1.0,159.0,108.0,73.0,9,11,18,9,23,10,10,0,0,0.0,Ligue_1,2021_2022
278,Tsarsko Selo,5,32,32,"2,790",32,,,,,,5,11,16,12,37,5,5,0,0,0.0,Bulgarian_First_League,2021_2022
279,Twente,2,34,34,"3,060",34,27.0,0.0,124.0,97.0,79.0,18,10,6,17,50,2,1,1,0,50.0,Eredivisie,2022_2023
279,Twente,2,34,34,"3,060",34,37.0,1.0,132.0,96.0,72.0,20,8,6,13,38,1,0,1,0,100.0,Eredivisie,2021_2022
279,Twente,2,34,34,"3,060",34,36.0,1.0,129.0,94.0,76.0,21,6,7,10,29,6,5,1,0,16.0,Eredivisie,2023_2024
280,Udinese,1,38,38,"3,420",38,48.0,1.0,137.0,91.0,69.0,11,13,14,10,26,7,6,0,1,0.0,Serie_A,2022_2023
280,Udinese,2,38,38,"3,420",38,53.0,1.0,157.0,105.0,72.0,6,19,13,9,23,9,9,0,0,0.0,Serie_A,2023_2024
280,Udinese,2,38,38,"3,420",38,58.0,1.0,162.0,105.0,67.0,11,14,13,8,21,7,5,0,2,0.0,Serie_A,2021_2022
281,Union Berlin,2,34,34,"3,060",34,38.0,1.0,144.0,106.0,78.0,18,8,8,13,38,7,7,0,0,0.0,Bundesliga,2022_2023
281,Union Berlin,2,34,34,"3,060",34,44.0,1.0,122.0,82.0,65.0,16,9,9,8,23,2,2,0,0,0.0,Bundesliga,2021_2022
281,Union Berlin,2,34,34,"3,060",34,58.0,1.0,168.0,109.0,68.0,9,6,19,7,20,7,5,2,0,28.0,Bundesliga,2023_2024
282,Union SG,3,30,30,"2,699",30,31.0,1.0,90.0,59.0,68.0,21,7,2,8,26,3,3,0,0,0.0,Belgian_Pro_League,2023_2024
282,Union SG,2,34,34,"3,060",34,27.0,0.0,100.0,73.0,77.0,24,5,5,16,47,5,4,0,1,0.0,Belgian_Pro_League,2021_2022
282,Union SG,1,34,34,"3,060",34,41.0,1.0,109.0,68.0,68.0,23,6,5,8,23,9,7,2,0,22.0,Belgian_Pro_League,2022_2023
283,Utrecht,2,34,34,"3,060",34,50.0,1.0,160.0,110.0,69.0,15,9,10,12,35,1,1,0,0,0.0,Eredivisie,2022_2023
283,Utrecht,3,34,34,"3,060",34,46.0,1.0,141.0,97.0,69.0,12,11,11,8,23,4,3,1,0,25.0,Eredivisie,2021_2022
283,Utrecht,2,34,34,"3,060",34,47.0,1.0,162.0,115.0,74.0,13,11,10,8,23,6,5,1,0,16.0,Eredivisie,2023_2024
284,Valencia,3,38,38,"3,420",38,53.0,1.0,163.0,112.0,71.0,11,15,12,12,31,8,7,1,0,12.0,La_Liga,2021_2022
284,Valencia,1,38,38,"3,420",38,45.0,1.0,148.0,105.0,70.0,11,9,18,7,18,5,2,0,3,0.0,La_Liga,2022_2023
284,Valencia,3,38,38,"3,420",38,45.0,1.0,160.0,114.0,73.0,13,10,15,13,34,6,3,3,0,50.0,La_Liga,2023_2024
285,Valladolid,3,38,38,"3,420",38,63.0,1.0,199.0,134.0,71.0,11,7,20,9,23,10,6,3,1,33.0,La_Liga,2022_2023
286,Vejle BK,3,32,32,"2,880",32,60.0,1.0,169.0,113.0,66.0,7,8,17,7,21,5,4,0,1,0.0,Danish_Superliga,2021_2022
286,Vejle BK,2,32,32,"2,880",32,36.0,1.0,138.0,108.0,76.0,9,9,14,8,25,8,4,2,2,33.0,Danish_Superliga,2023_2024
287,Venezia,3,38,38,"3,420",38,69.0,1.0,228.0,161.0,74.0,6,9,23,4,10,12,11,0,1,0.0,Serie_A,2021_2022
288,Viborg,1,32,32,"2,880",32,34.0,1.0,135.0,104.0,75.0,14,9,9,9,28,5,1,2,2,66.0,Danish_Superliga,2022_2023
288,Viborg,2,32,32,"2,880",32,43.0,1.0,148.0,108.0,73.0,10,14,8,6,18,4,4,0,0,0.0,Danish_Superliga,2021_2022
288,Viborg,3,32,32,"2,880",32,48.0,1.0,147.0,100.0,68.0,11,7,14,4,12,1,1,0,0,0.0,Danish_Superliga,2023_2024
289,Villarreal,2,38,38,"3,420",38,37.0,0.0,128.0,91.0,74.0,16,11,11,14,36,5,4,1,0,20.0,La_Liga,2021_2022
289,Villarreal,3,38,38,"3,420",38,40.0,1.0,149.0,110.0,75.0,19,7,12,12,31,4,4,0,0,0.0,La_Liga,2022_2023
289,Villarreal,2,38,38,"3,420",38,65.0,1.0,214.0,150.0,72.0,14,11,13,6,15,6,6,0,0,0.0,La_Liga,2023_2024
290,Vitesse,3,34,34,"3,060",34,50.0,1.0,135.0,85.0,63.0,10,10,14,9,26,2,1,1,0,50.0,Eredivisie,2022_2023
290,Vitesse,2,34,34,"3,060",34,51.0,1.0,136.0,87.0,66.0,15,6,13,8,23,5,5,0,0,0.0,Eredivisie,2021_2022
290,Vitesse,1,34,34,"3,060",34,74.0,2.0,225.0,150.0,69.0,6,6,22,3,8,7,5,2,0,28.0,Eredivisie,2023_2024
291,Vitória,2,34,34,"3,060",34,38.0,1.0,126.0,88.0,73.0,19,6,9,10,29,6,5,1,0,16.0,Primeira_Liga,2023_2024
291,Vitória,2,34,34,"3,060",34,41.0,1.0,144.0,102.0,75.0,13,9,12,8,23,7,5,1,1,16.0,Primeira_Liga,2021_2022
291,Vitória,3,34,34,"3,060",34,39.0,1.0,128.0,90.0,71.0,16,5,13,14,41,3,2,0,1,0.0,Primeira_Liga,2022_2023
292,Vizela,2,34,34,"3,060",34,66.0,1.0,161.0,97.0,62.0,5,11,18,8,23,6,5,0,1,0.0,Primeira_Liga,2023_2024
292,Vizela,3,34,34,"2,970",34,58.0,1.0,154.0,98.0,68.0,7,12,15,2,5,11,9,0,2,0.0,Primeira_Liga,2021_2022
292,Vizela,2,34,34,"3,060",34,38.0,1.0,139.0,100.0,77.0,11,7,16,11,32,9,7,2,0,22.0,Primeira_Liga,2022_2023
293,Vojvodina,3,37,37,"3,330",37,,,,,,13,6,18,8,21,3,3,0,0,0.0,Serbian_SuperLiga,2021_2022
293,Vojvodina,2,37,37,"3,330",37,,,,,,16,15,6,13,35,6,6,0,0,0.0,Serbian_SuperLiga,2022_2023
293,Vojvodina,2,37,37,"3,330",37,,,,,,17,10,10,12,32,4,4,0,0,0.0,Serbian_SuperLiga,2023_2024
294,Volendam,2,34,34,"3,060",34,71.0,2.0,204.0,135.0,66.0,10,6,18,5,14,4,2,2,0,50.0,Eredivisie,2022_2023
294,Volendam,3,34,34,"3,060",34,88.0,2.0,273.0,185.0,68.0,4,7,23,2,5,1,1,0,0,0.0,Eredivisie,2023_2024
295,Volos NFC,4,33,33,"2,970",33,,,,,,8,9,15,4,12,10,9,1,0,10.0,Super_League_Greece,2023_2024
295,Volos NFC,3,33,33,"2,970",33,,,,,,10,10,13,8,24,9,6,2,1,25.0,Super_League_Greece,2021_2022
295,Volos NFC,3,36,36,"3,240",36,,,,,,11,7,18,10,27,8,7,1,0,12.0,Super_League_Greece,2022_2023
296,Voždovac,2,37,37,"3,240",37,,,,,,13,10,14,10,27,5,5,0,0,0.0,Serbian_SuperLiga,2021_2022
296,Voždovac,2,37,37,"3,330",37,,,,,,13,7,17,13,35,3,3,0,0,0.0,Serbian_SuperLiga,2022_2023
296,Voždovac,2,37,37,"3,330",37,,,,,,9,11,17,6,16,7,7,0,0,0.0,Serbian_SuperLiga,2023_2024
297,WSG Tirol,2,32,32,"2,880",32,53.0,1.0,148.0,100.0,67.0,10,8,14,5,15,5,5,0,0,0.0,Austrian_Bundesliga,2022_2023
297,WSG Tirol,2,32,32,"2,879",32,58.0,1.0,158.0,105.0,66.0,10,10,12,8,25,5,5,0,0,0.0,Austrian_Bundesliga,2021_2022
297,WSG Tirol,3,32,32,"2,878",32,55.0,1.0,142.0,91.0,63.0,7,5,20,4,12,4,3,1,0,25.0,Austrian_Bundesliga,2023_2024
298,Warta Poznań,2,34,34,"3,060",34,,,,,,11,9,14,10,29,5,3,1,1,25.0,Ekstraklasa,2021_2022
298,Warta Poznań,2,34,34,"3,060",34,0.0,0.0,,,,12,9,13,12,35,2,1,0,1,0.0,Ekstraklasa,2022_2023
298,Warta Poznań,2,34,34,"3,060",34,,,,,,9,10,15,9,26,4,3,0,1,0.0,Ekstraklasa,2023_2024
299,Watford,2,38,38,"3,420",38,77.0,2.0,188.0,113.0,62.0,6,5,27,4,10,7,6,1,0,14.0,Premier_League,2021_2022
300,Werder Bremen,2,34,34,"3,060",34,64.0,1.0,184.0,121.0,66.0,10,6,18,4,11,3,2,1,0,33.0,Bundesliga,2022_2023
300,Werder Bremen,2,34,34,"3,060",34,54.0,1.0,166.0,113.0,71.0,11,9,14,7,20,6,6,0,0,0.0,Bundesliga,2023_2024
