club_id,club,num_of_players,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
74,Crystal Palace,3,38,38,"3,420",38,58.0,1.0,154.0,98.0,64.0,13,10,15,10,26,3,3,0,0,0.0,Premier_League,2023_2024
74,Crystal Palace,3,38,38,"3,420",38,49.0,1.0,160.0,114.0,71.0,11,12,15,9,23,4,4,0,0,0.0,Premier_League,2022_2023
74,Crystal Palace,2,38,38,"3,420",38,46.0,1.0,144.0,99.0,70.0,11,15,12,12,31,4,3,1,0,25.0,Premier_League,2021_2022
75,Cádiz,1,38,38,"3,420",38,51.0,1.0,170.0,117.0,76.0,8,15,15,13,34,13,11,2,0,15.0,La_Liga,2021_2022
75,Cádiz,2,38,38,"3,420",38,53.0,1.0,202.0,148.0,78.0,10,12,16,13,34,10,9,1,0,10.0,La_Liga,2022_2023
75,Cádiz,2,38,38,"3,420",38,55.0,1.0,175.0,121.0,69.0,6,15,17,10,26,2,2,0,0,0.0,La_Liga,2023_2024
76,Darmstadt 98,2,34,34,"3,060",34,86.0,2.0,215.0,130.0,60.0,3,8,23,3,8,2,1,1,0,50.0,Bundesliga,2023_2024
77,Dortmund,2,34,34,"3,060",34,44.0,1.0,151.0,108.0,71.0,22,5,7,12,35,1,1,0,0,0.0,Bundesliga,2022_2023
77,Dortmund,3,34,34,"3,060",34,52.0,1.0,136.0,86.0,66.0,22,3,9,7,20,6,6,0,0,0.0,Bundesliga,2021_2022
77,Dortmund,2,34,34,"3,060",34,43.0,1.0,145.0,103.0,73.0,18,9,7,10,29,6,5,1,0,16.0,Bundesliga,2023_2024
78,Eint Frankfurt,2,34,34,"3,060",34,52.0,1.0,135.0,84.0,63.0,13,11,10,6,17,2,2,0,0,0.0,Bundesliga,2022_2023
78,Eint Frankfurt,3,34,34,"3,060",34,49.0,1.0,165.0,117.0,72.0,10,12,12,5,14,4,4,0,0,0.0,Bundesliga,2021_2022
78,Eint Frankfurt,2,34,34,"3,060",34,50.0,1.0,146.0,94.0,71.0,11,14,9,7,20,11,9,2,0,18.0,Bundesliga,2023_2024
79,Elche,2,38,38,"3,420",38,52.0,1.0,174.0,121.0,74.0,11,9,18,8,21,9,7,1,1,12.0,La_Liga,2021_2022
79,Elche,2,38,38,"3,420",38,67.0,1.0,208.0,140.0,71.0,5,10,23,4,10,10,7,3,0,30.0,La_Liga,2022_2023
80,Emmen,2,34,34,"3,060",34,65.0,1.0,164.0,100.0,61.0,6,10,18,7,20,2,2,0,0,0.0,Eredivisie,2022_2023
81,Empoli,3,38,38,"3,420",38,49.0,1.0,159.0,110.0,71.0,10,13,15,9,23,6,4,1,1,20.0,Serie_A,2022_2023
81,Empoli,3,38,38,"3,420",38,54.0,1.0,185.0,130.0,74.0,9,9,20,9,23,8,6,2,0,25.0,Serie_A,2023_2024
81,Empoli,1,38,38,"3,420",38,70.0,1.0,216.0,150.0,69.0,10,11,17,7,18,10,5,2,3,28.0,Serie_A,2021_2022
82,Espanyol,3,38,38,"3,420",38,53.0,1.0,169.0,118.0,71.0,10,12,16,10,26,5,4,0,1,0.0,La_Liga,2021_2022
82,Espanyol,4,38,38,"3,419",38,69.0,1.0,183.0,115.0,65.0,8,13,17,6,15,6,5,1,0,16.0,La_Liga,2022_2023
83,Estoril,2,34,34,"3,059",34,58.0,1.0,167.0,111.0,66.0,9,6,19,10,29,3,2,1,0,33.0,Primeira_Liga,2023_2024
83,Estoril,2,34,34,"3,060",34,43.0,1.0,144.0,102.0,72.0,9,12,13,11,32,5,3,1,1,25.0,Primeira_Liga,2021_2022
83,Estoril,2,34,34,"3,058",34,49.0,1.0,162.0,111.0,75.0,10,5,19,8,23,14,10,3,1,23.0,Primeira_Liga,2022_2023
84,Estrela,4,34,34,"3,054",34,53.0,1.0,148.0,95.0,65.0,7,12,15,7,20,4,2,1,1,33.0,Primeira_Liga,2023_2024
85,Etar,3,35,35,"3,150",35,,,,,,3,8,24,3,8,2,2,0,0,0.0,Bulgarian_First_League,2023_2024
86,Eupen,2,30,30,"2,700",30,58.0,1.0,167.0,112.0,67.0,7,3,20,5,16,6,4,1,1,20.0,Belgian_Pro_League,2023_2024
86,Eupen,2,34,34,"3,060",34,61.0,1.0,180.0,117.0,70.0,8,8,18,4,11,11,7,3,1,30.0,Belgian_Pro_League,2021_2022
86,Eupen,2,34,34,"3,060",34,75.0,2.0,197.0,123.0,65.0,7,7,20,5,14,11,7,2,2,22.0,Belgian_Pro_League,2022_2023
87,Everton,1,38,38,"3,420",38,51.0,1.0,165.0,117.0,73.0,13,9,16,13,34,8,8,0,0,0.0,Premier_League,2023_2024
87,Everton,2,38,38,"3,420",38,57.0,1.0,185.0,127.0,71.0,8,12,18,9,23,6,5,1,0,16.0,Premier_League,2022_2023
87,Everton,2,38,38,"3,420",38,66.0,1.0,188.0,127.0,66.0,11,6,21,8,21,2,2,0,0,0.0,Premier_League,2021_2022
88,Excelsior,2,34,34,"3,060",34,71.0,2.0,241.0,172.0,71.0,9,5,20,8,23,1,1,0,0,0.0,Eredivisie,2022_2023
88,Excelsior,1,34,34,"3,060",34,73.0,2.0,204.0,132.0,65.0,6,11,17,6,17,2,2,0,0,0.0,Eredivisie,2023_2024
89,FC Copenhagen,3,32,32,"2,880",32,35.0,1.0,113.0,81.0,71.0,18,5,9,10,31,5,3,1,1,25.0,Danish_Superliga,2022_2023
89,FC Copenhagen,1,32,32,"2,880",32,19.0,0.0,90.0,75.0,82.0,20,8,4,18,56,4,3,1,0,25.0,Danish_Superliga,2021_2022
89,FC Copenhagen,2,32,32,"2,880",32,38.0,1.0,118.0,80.0,67.0,18,5,9,11,34,1,0,1,0,100.0,Danish_Superliga,2023_2024
90,FC Spartak Varna,3,35,35,"3,150",35,,,,,,5,10,20,4,11,6,6,0,0,0.0,Bulgarian_First_League,2022_2023
91,FK IMT Novi Beograd,4,37,37,"3,330",37,,,,,,11,9,17,8,21,9,8,0,1,0.0,Serbian_SuperLiga,2023_2024
92,FK Kolubara,4,37,37,"3,330",37,,,,,,14,4,19,10,27,3,3,0,0,0.0,Serbian_SuperLiga,2021_2022
92,FK Kolubara,2,37,37,"3,329",37,,,,,,11,8,18,10,27,8,8,0,0,0.0,Serbian_SuperLiga,2022_2023
93,FK Levski 2005,3,35,35,"3,150",35,,,,,,13,10,12,12,34,6,6,0,0,0.0,Bulgarian_First_League,2023_2024
94,FK Mladost Novi Sad,2,37,37,"3,330",37,,,,,,6,12,19,12,32,6,6,0,0,0.0,Serbian_SuperLiga,2022_2023
95,FK Železničar Pančevo,4,37,37,"3,330",37,,,,,,10,9,18,4,10,5,4,1,0,20.0,Serbian_SuperLiga,2023_2024
96,Famalicão,2,34,34,"3,060",34,41.0,1.0,149.0,107.0,74.0,10,12,12,8,23,8,3,3,2,50.0,Primeira_Liga,2023_2024
96,Famalicão,3,34,34,"3,060",34,51.0,1.0,141.0,90.0,68.0,9,12,13,9,26,8,6,2,0,25.0,Primeira_Liga,2021_2022
96,Famalicão,2,34,34,"3,060",34,47.0,1.0,156.0,109.0,74.0,13,5,16,10,29,9,7,2,0,22.0,Primeira_Liga,2022_2023
97,Farense,2,34,34,"3,060",34,51.0,1.0,192.0,141.0,76.0,10,7,17,7,20,7,6,1,0,14.0,Primeira_Liga,2023_2024
98,Fatih Karagümrük,3,38,38,"3,420",38,52.0,1.0,152.0,107.0,70.0,10,10,18,8,21,9,7,1,1,12.0,Super_Lig,2023_2024
98,Fatih Karagümrük,1,38,38,"3,420",38,52.0,1.0,174.0,130.0,74.0,16,9,13,11,28,9,7,2,0,22.0,Super_Lig,2021_2022
98,Fatih Karagümrük,3,36,36,"3,060",34,63.0,1.0,157.0,101.0,64.0,11,12,11,7,19,10,7,2,1,22.0,Super_Lig,2022_2023
99,Fenerbahçe,4,38,38,"3,420",38,31.0,0.0,97.0,70.0,73.0,31,6,1,17,44,5,5,0,0,0.0,Super_Lig,2023_2024
99,Fenerbahçe,3,38,38,"3,420",38,38.0,1.0,132.0,99.0,75.0,21,10,7,12,31,7,5,0,2,0.0,Super_Lig,2021_2022
99,Fenerbahçe,2,36,36,"3,060",34,42.0,1.0,113.0,77.0,68.0,23,5,6,10,27,7,6,1,0,14.0,Super_Lig,2022_2023
100,Feyenoord,2,34,34,"3,060",34,30.0,0.0,103.0,74.0,70.0,25,7,2,13,38,1,0,1,0,100.0,Eredivisie,2022_2023
100,Feyenoord,2,34,34,"3,060",34,34.0,1.0,107.0,74.0,72.0,22,5,7,13,38,4,4,0,0,0.0,Eredivisie,2021_2022
100,Feyenoord,2,34,34,"3,060",34,26.0,0.0,85.0,59.0,70.0,26,6,2,17,50,1,1,0,0,0.0,Eredivisie,2023_2024
101,Fiorentina,4,38,38,"3,420",38,43.0,1.0,120.0,78.0,70.0,15,11,12,10,26,8,7,1,0,12.0,Serie_A,2022_2023
101,Fiorentina,3,38,38,"3,420",38,46.0,1.0,148.0,101.0,74.0,17,9,12,8,21,9,8,1,0,11.0,Serie_A,2023_2024
101,Fiorentina,2,38,38,"3,418",38,51.0,1.0,126.0,75.0,61.0,19,5,14,11,28,5,3,2,0,40.0,Serie_A,2021_2022
102,Fortuna Sittard,2,34,34,"3,060",34,62.0,1.0,184.0,124.0,67.0,10,6,18,7,20,3,3,0,0,0.0,Eredivisie,2022_2023
102,Fortuna Sittard,2,34,34,"3,060",34,67.0,1.0,200.0,133.0,67.0,10,5,19,8,23,2,1,1,0,50.0,Eredivisie,2021_2022
102,Fortuna Sittard,4,34,34,"3,060",34,56.0,1.0,151.0,97.0,64.0,9,11,14,9,26,2,2,0,0,0.0,Eredivisie,2023_2024
103,Freiburg,1,34,34,"3,060",34,44.0,1.0,150.0,106.0,74.0,17,8,9,13,38,6,5,0,1,0.0,Bundesliga,2022_2023
103,Freiburg,2,34,34,"3,060",34,46.0,1.0,153.0,108.0,71.0,15,10,9,10,29,2,2,0,0,0.0,Bundesliga,2021_2022
103,Freiburg,1,34,34,"3,060",34,58.0,1.0,158.0,99.0,65.0,11,9,14,10,29,5,3,2,0,40.0,Bundesliga,2023_2024
104,Frosinone,2,38,38,"3,420",38,69.0,1.0,180.0,112.0,64.0,8,11,19,7,18,8,5,1,2,16.0,Serie_A,2023_2024
105,Fulham,1,38,38,"3,420",38,61.0,1.0,190.0,133.0,72.0,13,8,17,10,26,8,8,0,0,0.0,Premier_League,2023_2024
105,Fulham,2,38,38,"3,420",38,53.0,1.0,196.0,144.0,76.0,15,7,16,9,23,8,7,1,0,12.0,Premier_League,2022_2023
106,Galatasaray,2,38,38,"3,420",38,26.0,0.0,115.0,92.0,79.0,33,3,2,18,47,3,2,1,0,33.0,Super_Lig,2023_2024
106,Galatasaray,4,38,38,"3,420",38,53.0,1.0,155.0,109.0,69.0,14,10,14,9,23,8,6,1,1,14.0,Super_Lig,2021_2022
106,Galatasaray,2,36,36,"3,060",34,27.0,0.0,107.0,81.0,75.0,26,4,4,16,44,2,1,1,0,50.0,Super_Lig,2022_2023
107,Gaziantep FK,2,38,38,"3,420",38,57.0,1.0,168.0,118.0,69.0,12,8,18,9,23,10,6,2,2,25.0,Super_Lig,2023_2024
107,Gaziantep FK,3,38,38,"3,420",38,54.0,1.0,165.0,118.0,70.0,12,10,16,10,26,8,5,2,1,28.0,Super_Lig,2021_2022
107,Gaziantep FK,1,36,36,"1,980",22,30.0,1.0,99.0,74.0,73.0,6,7,9,3,8,6,4,2,0,33.0,Super_Lig,2022_2023
108,Genk,1,30,30,"2,700",30,31.0,1.0,116.0,84.0,75.0,12,11,7,10,33,3,2,1,0,33.0,Belgian_Pro_League,2023_2024
108,Genk,1,34,34,"3,060",34,47.0,1.0,136.0,89.0,68.0,15,6,13,9,26,4,4,0,0,0.0,Belgian_Pro_League,2021_2022
108,Genk,1,34,34,"3,060",34,37.0,1.0,141.0,103.0,77.0,23,6,5,8,23,7,5,1,1,16.0,Belgian_Pro_League,2022_2023
109,Genoa,3,38,38,"3,420",38,45.0,1.0,139.0,94.0,69.0,12,13,13,9,23,4,3,1,0,25.0,Serie_A,2023_2024
109,Genoa,2,38,38,"3,420",38,60.0,1.0,184.0,125.0,69.0,4,16,18,10,26,5,4,1,0,20.0,Serie_A,2021_2022
110,Gent,3,30,30,"2,700",30,38.0,1.0,122.0,81.0,75.0,12,11,7,7,23,11,8,3,0,27.0,Belgian_Pro_League,2023_2024
110,Gent,2,34,34,"3,060",34,30.0,0.0,120.0,90.0,79.0,18,8,8,14,41,6,5,1,0,16.0,Belgian_Pro_League,2021_2022
110,Gent,2,34,34,"3,060",34,38.0,1.0,115.0,77.0,73.0,16,8,10,13,38,7,7,0,0,0.0,Belgian_Pro_League,2022_2023
111,Getafe,2,38,38,"3,420",38,41.0,1.0,132.0,91.0,70.0,8,15,15,14,36,4,2,1,1,33.0,La_Liga,2021_2022
111,Getafe,1,38,38,"3,420",38,45.0,1.0,166.0,119.0,75.0,10,12,16,13,34,8,4,4,0,50.0,La_Liga,2022_2023
111,Getafe,2,38,38,"3,420",38,54.0,1.0,173.0,118.0,71.0,10,13,15,10,26,7,5,1,1,16.0,La_Liga,2023_2024
112,Gil Vicente FC,2,34,34,"3,060",34,52.0,1.0,154.0,102.0,69.0,9,9,16,9,26,7,5,2,0,28.0,Primeira_Liga,2023_2024
112,Gil Vicente FC,4,34,34,"3,060",34,42.0,1.0,145.0,104.0,76.0,13,12,9,11,32,9,8,1,0,11.0,Primeira_Liga,2021_2022
112,Gil Vicente FC,2,34,34,"3,060",34,41.0,1.0,176.0,135.0,78.0,10,7,17,8,23,3,3,0,0,0.0,Primeira_Liga,2022_2023
113,Giresunspor,3,38,38,"3,420",38,47.0,1.0,141.0,101.0,69.0,12,9,17,10,26,8,4,4,0,50.0,Super_Lig,2021_2022
113,Giresunspor,2,36,36,"3,060",34,60.0,1.0,154.0,102.0,65.0,8,10,16,6,16,10,7,2,1,22.0,Super_Lig,2022_2023
114,Girona,2,38,38,"3,420",38,55.0,1.0,168.0,112.0,70.0,13,10,15,4,10,8,6,1,1,14.0,La_Liga,2022_2023
114,Girona,1,38,38,"3,420",38,46.0,1.0,168.0,121.0,75.0,25,6,7,12,31,7,5,1,1,16.0,La_Liga,2023_2024
115,Gladbach,4,34,34,"3,060",34,55.0,1.0,180.0,126.0,72.0,11,10,13,9,26,6,6,0,0,0.0,Bundesliga,2022_2023
115,Gladbach,2,34,34,"3,060",34,61.0,1.0,185.0,122.0,68.0,12,9,13,5,14,5,3,2,0,40.0,Bundesliga,2021_2022
115,Gladbach,2,34,34,"3,060",34,67.0,1.0,207.0,140.0,70.0,7,13,14,4,11,6,6,0,0,0.0,Bundesliga,2023_2024
116,Go Ahead Eag,1,34,34,"3,060",34,56.0,1.0,172.0,118.0,68.0,10,10,14,8,23,2,2,0,0,0.0,Eredivisie,2022_2023
116,Go Ahead Eag,2,34,34,"3,060",34,51.0,1.0,179.0,129.0,73.0,10,6,18,8,23,4,4,0,0,0.0,Eredivisie,2021_2022
116,Go Ahead Eag,1,34,34,"3,060",34,46.0,1.0,180.0,135.0,75.0,12,10,12,11,32,2,2,0,0,0.0,Eredivisie,2023_2024
117,Granada,2,38,38,"3,420",38,61.0,1.0,193.0,132.0,72.0,8,14,16,8,21,9,7,2,0,22.0,La_Liga,2021_2022
117,Granada,4,38,38,"3,420",38,79.0,2.0,203.0,126.0,63.0,4,9,25,3,7,6,5,0,1,0.0,La_Liga,2023_2024
118,Greuther Fürth,3,34,34,"3,060",34,82.0,2.0,188.0,111.0,59.0,3,9,22,6,17,6,6,0,0,0.0,Bundesliga,2021_2022
119,Groningen,3,34,34,"3,059",34,75.0,2.0,192.0,117.0,64.0,4,6,24,4,11,7,7,0,0,0.0,Eredivisie,2022_2023
119,Groningen,1,34,34,"3,060",34,55.0,1.0,162.0,109.0,67.0,9,9,16,4,11,2,2,0,0,0.0,Eredivisie,2021_2022
120,Górnik Zabrze,2,34,34,"3,060",34,,,,,,13,8,13,6,17,10,9,1,0,10.0,Ekstraklasa,2021_2022
120,Górnik Zabrze,2,34,34,"3,054",34,0.0,0.0,,,,13,9,12,11,32,4,2,2,0,50.0,Ekstraklasa,2022_2023
120,Górnik Zabrze,1,34,34,"3,060",34,,,,,,15,8,11,10,29,1,1,0,0,0.0,Ekstraklasa,2023_2024
121,Górnik Łęczna,2,34,34,"3,060",34,,,,,,6,10,18,6,17,3,2,0,1,0.0,Ekstraklasa,2021_2022
122,Göztepe,3,38,38,"3,420",38,77.0,2.0,177.0,108.0,61.0,7,7,24,1,2,10,8,0,2,0.0,Super_Lig,2021_2022
123,Hartberg,3,32,32,"2,880",32,56.0,1.0,154.0,104.0,67.0,9,6,17,7,21,7,6,0,1,0.0,Austrian_Bundesliga,2022_2023
123,Hartberg,3,32,32,"2,880",32,47.0,1.0,141.0,95.0,68.0,7,12,13,6,18,4,3,0,1,0.0,Austrian_Bundesliga,2021_2022
123,Hartberg,1,32,32,"2,880",32,51.0,1.0,135.0,90.0,65.0,12,9,11,10,31,6,5,1,0,16.0,Austrian_Bundesliga,2023_2024
124,Hatayspor,2,38,38,"3,420",38,52.0,1.0,158.0,112.0,69.0,9,14,15,9,23,7,4,2,1,33.0,Super_Lig,2023_2024
124,Hatayspor,2,38,38,"3,420",38,60.0,1.0,173.0,124.0,69.0,15,8,15,9,23,11,8,3,0,27.0,Super_Lig,2021_2022
124,Hatayspor,1,36,36,"1,890",21,35.0,1.0,111.0,80.0,72.0,6,5,10,4,11,4,4,0,0,0.0,Super_Lig,2022_2023
125,Heerenveen,3,34,34,"3,060",34,50.0,1.0,144.0,94.0,68.0,12,10,12,10,29,5,4,1,0,20.0,Eredivisie,2022_2023
125,Heerenveen,2,34,34,"3,060",34,50.0,1.0,150.0,100.0,71.0,11,8,15,8,23,8,7,1,0,12.0,Eredivisie,2021_2022
125,Heerenveen,2,34,34,"3,060",34,70.0,2.0,164.0,96.0,59.0,10,7,17,7,20,4,4,0,0,0.0,Eredivisie,2023_2024
126,Heidenheim,1,34,34,"3,060",34,55.0,1.0,174.0,121.0,72.0,10,12,12,6,17,10,7,1,2,12.0,Bundesliga,2023_2024
127,Hellas Verona,2,38,38,"3,420",38,59.0,1.0,185.0,128.0,68.0,7,10,21,6,15,2,1,1,0,50.0,Serie_A,2022_2023
127,Hellas Verona,2,38,38,"3,420",38,51.0,1.0,163.0,113.0,69.0,9,11,18,8,21,2,2,0,0,0.0,Serie_A,2023_2024
127,Hellas Verona,3,38,38,"3,420",38,59.0,1.0,159.0,101.0,64.0,14,11,13,4,10,4,3,1,0,25.0,Serie_A,2021_2022
128,Heracles Almelo,2,34,34,"3,060",34,49.0,1.0,171.0,122.0,72.0,9,7,18,8,23,5,2,2,1,50.0,Eredivisie,2021_2022
128,Heracles Almelo,1,34,34,"3,060",34,74.0,2.0,226.0,153.0,69.0,9,6,19,4,11,5,5,0,0,0.0,Eredivisie,2023_2024
129,Hertha BSC,2,34,34,"3,060",34,69.0,2.0,170.0,100.0,62.0,7,8,19,3,8,6,5,1,0,16.0,Bundesliga,2022_2023
129,Hertha BSC,2,34,34,"3,060",34,71.0,2.0,172.0,101.0,63.0,9,6,19,6,17,8,8,0,0,0.0,Bundesliga,2021_2022
130,Hoffenheim,1,34,34,"3,060",34,57.0,1.0,161.0,105.0,65.0,10,6,18,5,14,3,2,0,1,0.0,Bundesliga,2022_2023
130,Hoffenheim,2,34,34,"3,060",34,60.0,1.0,162.0,102.0,64.0,13,7,14,8,23,4,2,1,1,33.0,Bundesliga,2021_2022
130,Hoffenheim,1,34,34,"3,060",34,66.0,1.0,211.0,143.0,69.0,13,7,14,2,5,5,2,3,0,60.0,Bundesliga,2023_2024
131,Horsens,3,32,32,"2,880",32,58.0,1.0,165.0,110.0,66.0,7,7,18,6,18,3,3,0,0,0.0,Danish_Superliga,2022_2023
132,Hvidovre IF,2,32,32,"2,880",32,61.0,1.0,184.0,130.0,69.0,4,8,20,4,12,9,5,2,2,28.0,Danish_Superliga,2023_2024
133,Inter,3,38,38,"3,420",38,42.0,1.0,137.0,98.0,71.0,23,3,12,13,34,3,3,0,0,0.0,Serie_A,2022_2023
133,Inter,3,38,38,"3,420",38,22.0,0.0,113.0,90.0,82.0,29,7,2,21,55,4,2,1,1,33.0,Serie_A,2023_2024
133,Inter,2,38,38,"3,420",38,32.0,0.0,127.0,96.0,78.0,25,9,4,15,39,4,4,0,0,0.0,Serie_A,2021_2022
134,Ionikos,3,33,33,"2,970",33,,,,,,12,9,12,8,24,11,9,1,1,10.0,Super_League_Greece,2021_2022
134,Ionikos,1,33,33,"2,970",33,,,,,,6,9,18,8,24,8,8,0,0,0.0,Super_League_Greece,2022_2023
135,Jagiellonia,3,34,34,"3,060",34,,,,,,9,13,12,7,20,6,6,0,0,0.0,Ekstraklasa,2021_2022
135,Jagiellonia,2,34,34,"3,060",34,0.0,0.0,,,,9,14,11,5,14,5,3,1,1,25.0,Ekstraklasa,2022_2023
135,Jagiellonia,1,34,34,"3,060",34,,,,,,18,9,7,9,26,8,8,0,0,0.0,Ekstraklasa,2023_2024
136,Javor Ivanjica,3,37,37,"3,240",37,,,,,,9,10,18,9,24,6,6,0,0,0.0,Serbian_SuperLiga,2022_2023
136,Javor Ivanjica,3,37,37,"3,325",37,,,,,,11,7,19,8,21,7,6,1,0,14.0,Serbian_SuperLiga,2023_2024
137,Juventus,2,38,38,"3,420",38,33.0,0.0,133.0,99.0,78.0,22,6,10,20,52,5,4,1,0,20.0,Serie_A,2022_2023
137,Juventus,3,38,38,"3,420",38,31.0,0.0,116.0,86.0,75.0,19,14,5,17,44,3,2,1,0,33.0,Serie_A,2023_2024
137,Juventus,3,38,38,"3,420",38,37.0,0.0,123.0,84.0,73.0,20,10,8,13,34,7,4,3,0,42.0,Serie_A,2021_2022
138,Kasımpaşa,2,38,38,"3,420",38,65.0,1.0,166.0,108.0,63.0,16,8,14,8,21,8,5,2,1,28.0,Super_Lig,2023_2024
138,Kasımpaşa,3,38,38,"3,420",38,57.0,1.0,160.0,107.0,66.0,15,8,15,8,21,4,4,0,0,0.0,Super_Lig,2021_2022
138,Kasımpaşa,3,36,36,"3,150",35,61.0,1.0,155.0,101.0,65.0,11,7,17,8,22,7,7,0,0,0.0,Super_Lig,2022_2023
139,Kayserispor,3,38,38,"3,420",38,57.0,1.0,190.0,140.0,73.0,11,12,15,8,21,8,7,1,0,12.0,Super_Lig,2023_2024
139,Kayserispor,4,38,38,"3,420",38,61.0,1.0,186.0,130.0,69.0,12,11,15,9,23,6,5,0,1,0.0,Super_Lig,2021_2022
139,Kayserispor,2,36,36,"3,059",34,61.0,1.0,164.0,110.0,66.0,13,5,16,7,19,7,6,1,0,14.0,Super_Lig,2022_2023
140,Konyaspor,3,38,38,"3,420",38,53.0,1.0,122.0,79.0,63.0,9,14,15,12,31,10,9,1,0,10.0,Super_Lig,2023_2024
140,Konyaspor,2,38,38,"3,420",38,45.0,1.0,165.0,126.0,76.0,20,8,10,13,34,6,6,0,0,0.0,Super_Lig,2021_2022
140,Konyaspor,2,36,36,"3,058",34,41.0,1.0,127.0,92.0,73.0,10,15,9,9,25,7,7,0,0,0.0,Super_Lig,2022_2023
141,Korona Kielce,2,34,34,"3,060",34,0.0,0.0,,,,11,8,15,8,23,8,8,0,0,0.0,Ekstraklasa,2022_2023
141,Korona Kielce,2,34,34,"3,060",34,,,,,,8,14,12,7,20,6,5,1,0,16.0,Ekstraklasa,2023_2024
142,Kortrijk,2,30,30,"2,700",30,57.0,1.0,168.0,115.0,66.0,6,6,18,5,16,2,1,0,1,0.0,Belgian_Pro_League,2023_2024
142,Kortrijk,3,34,34,"3,060",34,48.0,1.0,157.0,110.0,72.0,9,10,15,8,23,5,4,0,1,0.0,Belgian_Pro_League,2021_2022
142,Kortrijk,2,34,34,"3,060",34,61.0,1.0,186.0,127.0,71.0,8,7,19,7,20,9,7,1,1,12.0,Belgian_Pro_League,2022_2023
143,Köln,1,34,34,"3,060",34,54.0,1.0,129.0,77.0,61.0,10,12,12,6,17,5,4,1,0,20.0,Bundesliga,2022_2023
143,Köln,2,34,34,"3,060",34,49.0,1.0,154.0,106.0,68.0,14,10,10,4,11,1,0,1,0,100.0,Bundesliga,2021_2022
143,Köln,1,34,34,"3,060",34,60.0,1.0,168.0,108.0,66.0,5,12,17,4,11,3,3,0,0,0.0,Bundesliga,2023_2024
144,LASK,2,32,32,"2,880",32,38.0,1.0,137.0,101.0,73.0,14,12,6,5,15,3,2,0,1,0.0,Austrian_Bundesliga,2022_2023
144,LASK,1,32,32,"2,880",32,42.0,1.0,128.0,90.0,68.0,9,12,11,8,25,5,2,2,1,50.0,Austrian_Bundesliga,2021_2022
144,LASK,1,32,32,"2,880",32,33.0,1.0,107.0,77.0,72.0,14,10,8,14,43,4,3,1,0,25.0,Austrian_Bundesliga,2023_2024
145,Las Palmas,2,38,38,"3,416",38,47.0,1.0,156.0,109.0,73.0,10,10,18,8,21,9,5,3,1,37.0,La_Liga,2023_2024
146,Lazio,2,38,38,"3,418",38,30.0,0.0,128.0,99.0,77.0,22,8,8,21,55,2,1,0,1,0.0,Serie_A,2022_2023
146,Lazio,2,38,38,"3,420",38,39.0,1.0,148.0,109.0,75.0,18,7,13,13,34,3,2,0,1,0.0,Serie_A,2023_2024
146,Lazio,2,38,38,"3,420",38,58.0,1.0,146.0,89.0,63.0,18,10,10,9,23,6,5,0,1,0.0,Serie_A,2021_2022
147,Le Havre,2,34,34,"3,060",34,45.0,1.0,158.0,114.0,72.0,7,11,16,7,20,4,2,1,1,33.0,Ligue_1,2023_2024
148,Lecce,1,38,38,"3,420",38,46.0,1.0,156.0,112.0,73.0,8,12,18,6,15,6,5,1,0,16.0,Serie_A,2022_2023
148,Lecce,1,38,38,"3,420",38,54.0,1.0,173.0,119.0,71.0,8,14,16,7,18,6,5,1,0,16.0,Serie_A,2023_2024
149,Lech Poznań,2,34,34,"3,060",34,,,,,,22,8,4,15,44,6,6,0,0,0.0,Ekstraklasa,2021_2022
149,Lech Poznań,3,34,34,"3,060",34,0.0,0.0,,,,17,10,7,16,47,7,5,2,0,28.0,Ekstraklasa,2022_2023
149,Lech Poznań,2,34,34,"3,060",34,,,,,,14,11,9,12,35,8,6,2,0,25.0,Ekstraklasa,2023_2024
150,Lechia Gdańsk,3,34,34,"3,060",34,,,,,,16,9,9,12,35,7,6,1,0,14.0,Ekstraklasa,2021_2022
150,Lechia Gdańsk,2,34,34,"3,060",34,0.0,0.0,,,,8,6,19,10,29,8,5,2,1,28.0,Ekstraklasa,2022_2023
151,Leeds United,2,38,38,"3,420",38,78.0,2.0,185.0,108.0,60.0,7,10,21,5,13,6,5,0,1,0.0,Premier_League,2022_2023
151,Leeds United,2,38,38,"3,420",38,79.0,2.0,224.0,146.0,67.0,9,11,18,5,13,5,5,0,0,0.0,Premier_League,2021_2022
152,Legia Warsaw,4,34,34,"3,058",34,,,,,,13,4,17,8,23,7,5,1,1,16.0,Ekstraklasa,2021_2022
152,Legia Warsaw,2,34,34,"3,060",34,0.0,0.0,,,,19,9,6,12,35,2,2,0,0,0.0,Ekstraklasa,2022_2023
152,Legia Warsaw,2,34,34,"3,060",34,,,,,,16,11,7,10,29,2,2,0,0,0.0,Ekstraklasa,2023_2024
153,Leicester City,2,38,38,"3,420",38,68.0,1.0,178.0,113.0,64.0,9,7,22,7,18,5,4,1,0,20.0,Premier_League,2022_2023
153,Leicester City,2,38,38,"3,420",38,59.0,1.0,192.0,132.0,72.0,14,10,14,7,18,9,7,2,0,22.0,Premier_League,2021_2022
