player_id,player,nation,position,club,age,year_of_birth,max_market_value,league,season
2372,David Simão,POR,MF,Arouca,33,1990,-1,Primeira_Liga,2023_2024
2373,David Simón,ESP,DF,PAS Lamia,33,1988,-1,Super_League_Greece,2022_2023
2373,David Simón,ESP,DF,PAS Lamia,34,1988,-1,Super_League_Greece,2023_2024
2373,David Simón,ESP,"DF,MF",PAS Lamia,32,1988,-1,Super_League_Greece,2021_2022
2374,David Skubl,AUT,GK,Wolfsberger AC,20,2001,-1,Austrian_Bundesliga,2022_2023
2375,David Soria,ESP,GK,Getafe,28,1993,-1,La_Liga,2021_2022
2375,David Soria,ESP,GK,Getafe,29,1993,-1,La_Liga,2022_2023
2375,David Soria,ESP,GK,Getafe,30,1993,-1,La_Liga,2023_2024
2376,David Sousa,BRA,DF,Cercle Brugge,20,2001,-1,Belgian_Pro_League,2021_2022
2376,David Sousa,BRA,DF,RWD Molenbeek,22,2001,-1,Belgian_Pro_League,2023_2024
2377,David Spasojevic,SRB,GK,Radnički Kragujevac,17,2003,-1,Serbian_SuperLiga,2021_2022
2378,David Stec,AUT,DF,Lechia Gdańsk,27,1994,-1,Ekstraklasa,2021_2022
2378,David Stec,AUT,DF,Lechia Gdańsk,28,1994,-1,Ekstraklasa,2022_2023
2378,David Stec,AUT,"DF,MF",Hartberg,27,1994,-1,Austrian_Bundesliga,2021_2022
2379,David Stojanovic,SRB,DF,Spartak Subotic,19,2002,-1,Serbian_SuperLiga,2021_2022
2380,David Tavares,CPV,MF,Famalicão,22,1999,-1,Primeira_Liga,2021_2022
2380,David Tavares,CPV,"MF,FW",Famalicão,23,1999,-1,Primeira_Liga,2022_2023
2381,David Tijanić,SVN,"MF,FW",Göztepe,24,1997,-1,Super_Lig,2021_2022
2382,David Timor,ESP,MF,Getafe,31,1989,-1,La_Liga,2021_2022
2383,David Torres,ESP,DF,Valladolid,19,2003,-1,La_Liga,2022_2023
2384,David Toshevski,MKD,FW,Górnik Zabrze,20,2001,-1,Ekstraklasa,2021_2022
2385,David Ungar,AUT,"DF,MF",Ried,22,2000,-1,Austrian_Bundesliga,2022_2023
2386,David Zima,CZE,DF,Torino,20,2000,-1,Serie_A,2021_2022
2386,David Zima,CZE,DF,Torino,21,2000,-1,Serie_A,2022_2023
2386,David Zima,CZE,DF,Torino,22,2000,-1,Serie_A,2023_2024
2387,David de Gea,ESP,GK,Manchester Utd,30,1990,-1,Premier_League,2021_2022
2387,David de Gea,ESP,GK,Manchester Utd,31,1990,-1,Premier_League,2022_2023
2388,David Čolina,CRO,"DF,FW",Augsburg,22,2000,-1,Bundesliga,2022_2023
2388,David Čolina,CRO,MF,Vejle BK,23,2000,-1,Danish_Superliga,2023_2024
2389,Davide Bartesaghi,ITA,"DF,MF",Milan,17,2005,-1,Serie_A,2023_2024
2390,Davide Bettella,ITA,MF,Monza,23,2000,-1,Serie_A,2023_2024
2391,Davide Biraschi,ITA,DF,Fatih Karagümrük,27,1994,-1,Super_Lig,2021_2022
2391,Davide Biraschi,ITA,DF,Fatih Karagümrük,28,1994,-1,Super_Lig,2022_2023
2391,Davide Biraschi,ITA,DF,Fatih Karagümrük,29,1994,-1,Super_Lig,2023_2024
2391,Davide Biraschi,ITA,DF,Genoa,27,1994,-1,Serie_A,2021_2022
2391,Davide Biraschi,ITA,DF,Genoa,29,1994,-1,Serie_A,2023_2024
2392,Davide Calabria,ITA,DF,Milan,24,1996,-1,Serie_A,2021_2022
2392,Davide Calabria,ITA,DF,Milan,25,1996,-1,Serie_A,2022_2023
2392,Davide Calabria,ITA,DF,Milan,26,1996,-1,Serie_A,2023_2024
2393,Davide Faraoni,ITA,DF,Fiorentina,31,1991,-1,Serie_A,2023_2024
2393,Davide Faraoni,ITA,DF,Hellas Verona,29,1991,-1,Serie_A,2021_2022
2393,Davide Faraoni,ITA,DF,Hellas Verona,30,1991,-1,Serie_A,2022_2023
2393,Davide Faraoni,ITA,DF,Hellas Verona,31,1991,-1,Serie_A,2023_2024
2394,Davide Frattesi,ITA,MF,Inter,23,1999,-1,Serie_A,2023_2024
2394,Davide Frattesi,ITA,MF,Sassuolo,21,1999,-1,Serie_A,2021_2022
2394,Davide Frattesi,ITA,MF,Sassuolo,22,1999,-1,Serie_A,2022_2023
2395,Davide Marfella,ITA,GK,Napoli,21,1999,-1,Serie_A,2021_2022
2396,Davide Mariani,SUI,MF,Beroe,30,1991,-1,Bulgarian_First_League,2021_2022
2397,Davide Masella,ITA,MF,Tsarsko Selo,19,2002,-1,Bulgarian_First_League,2021_2022
2398,Davide Vitturini,ITA,DF,Tsarsko Selo,24,1997,-1,Bulgarian_First_League,2021_2022
2399,Davide Zappacosta,ITA,DF,Atalanta,29,1992,-1,Serie_A,2021_2022
2399,Davide Zappacosta,ITA,DF,Atalanta,30,1992,-1,Serie_A,2022_2023
2399,Davide Zappacosta,ITA,DF,Atalanta,31,1992,-1,Serie_A,2023_2024
2400,Davidson da Luz Pereira,BRA,MF,Alanyaspor,30,1991,-1,Super_Lig,2021_2022
2400,Davidson da Luz Pereira,BRA,MF,Başakşehir,32,1991,-1,Super_Lig,2023_2024
2401,Davie Selke,GER,FW,Hertha BSC,26,1995,-1,Bundesliga,2021_2022
2401,Davie Selke,GER,FW,Hertha BSC,27,1995,-1,Bundesliga,2022_2023
2401,Davie Selke,GER,FW,Köln,27,1995,-1,Bundesliga,2022_2023
2401,Davie Selke,GER,FW,Köln,28,1995,-1,Bundesliga,2023_2024
2402,Davino Verhulst,BEL,GK,Apollon Smyrnis,33,1987,-1,Super_League_Greece,2021_2022
2403,Davinson Sánchez,COL,DF,Galatasaray,27,1996,-1,Super_Lig,2023_2024
2403,Davinson Sánchez,COL,DF,Tottenham,25,1996,-1,Premier_League,2021_2022
2403,Davinson Sánchez,COL,DF,Tottenham,26,1996,-1,Premier_League,2022_2023
2403,Davinson Sánchez,COL,DF,Tottenham,27,1996,-1,Premier_League,2023_2024
2404,Davis Nascimento,BRA,MF,Portimonense,20,2002,-1,Primeira_Liga,2023_2024
2405,Davit Khocholava,GEO,DF,FC Copenhagen,28,1993,-1,Danish_Superliga,2021_2022
2405,Davit Khocholava,GEO,DF,FC Copenhagen,29,1993,-1,Danish_Superliga,2022_2023
2405,Davit Khocholava,GEO,DF,FC Copenhagen,30,1993,-1,Danish_Superliga,2023_2024
2406,Davo,ESP,"FW,MF",Eupen,27,1994,-1,Belgian_Pro_League,2022_2023
2406,Davo,ESP,"MF,FW",Wisła Płock,27,1994,-1,Ekstraklasa,2022_2023
2407,Davor Nedeljković,SRB,MF,Radnik Surdulica,25,1996,-1,Serbian_SuperLiga,2021_2022
2407,Davor Nedeljković,SRB,MF,Radnik Surdulica,26,1996,-1,Serbian_SuperLiga,2022_2023
2408,Davy Klaassen,NED,MF,Ajax,28,1993,-1,Eredivisie,2021_2022
2408,Davy Klaassen,NED,MF,Ajax,29,1993,-1,Eredivisie,2022_2023
2408,Davy Klaassen,NED,MF,Ajax,30,1993,-1,Eredivisie,2023_2024
2408,Davy Klaassen,NED,MF,Inter,30,1993,-1,Serie_A,2023_2024
2409,Davy Pröpper,NED,MF,PSV Eindhoven,29,1991,-1,Eredivisie,2021_2022
2409,Davy Pröpper,NED,MF,Vitesse,30,1991,-1,Eredivisie,2022_2023
2409,Davy Pröpper,NED,MF,Vitesse,31,1991,-1,Eredivisie,2023_2024
2410,Davy Roef,BEL,GK,Gent,27,1994,-1,Belgian_Pro_League,2021_2022
2410,Davy Roef,BEL,GK,Gent,28,1994,-1,Belgian_Pro_League,2022_2023
2410,Davy Roef,BEL,GK,Gent,29,1994,-1,Belgian_Pro_League,2023_2024
2411,Davíð Ólafsson,ISL,"MF,DF",Cracovia,28,1995,-1,Ekstraklasa,2023_2024
2412,Dawid Abramowicz,POL,DF,Radomiak Radom,30,1991,-1,Ekstraklasa,2021_2022
2412,Dawid Abramowicz,POL,DF,Radomiak Radom,32,1991,-1,Ekstraklasa,2023_2024
2412,Dawid Abramowicz,POL,"DF,MF",Radomiak Radom,31,1991,-1,Ekstraklasa,2022_2023
2413,Dawid Arndt,POL,GK,Łódzki KS,21,2001,-1,Ekstraklasa,2023_2024
2414,Dawid Baldyga,POL,MF,Śląsk Wrocław,19,2003,-1,Ekstraklasa,2022_2023
2415,Dawid Błanik,POL,MF,Korona Kielce,25,1997,-1,Ekstraklasa,2022_2023
2415,Dawid Błanik,POL,"MF,FW",Korona Kielce,26,1997,-1,Ekstraklasa,2023_2024
2416,Dawid Drachal,POL,MF,Miedź Legnica,17,2005,-1,Ekstraklasa,2022_2023
2416,Dawid Drachal,POL,"MF,FW",RKS Raków,18,2005,-1,Ekstraklasa,2023_2024
2417,Dawid Kocyła,POL,"FW,MF",Bruk-Bet Termalica Nieciecza,19,2002,-1,Ekstraklasa,2021_2022
2417,Dawid Kocyła,POL,"MF,FW",Wisła Płock,19,2002,-1,Ekstraklasa,2021_2022
2417,Dawid Kocyła,POL,"MF,FW",Wisła Płock,20,2002,-1,Ekstraklasa,2022_2023
2418,Dawid Kort,POL,MF,Stal Mielec,26,1995,-1,Ekstraklasa,2021_2022
2419,Dawid Kownacki,POL,FW,Werder Bremen,26,1997,-1,Bundesliga,2023_2024
2419,Dawid Kownacki,POL,"MF,FW",Lech Poznań,24,1997,-1,Ekstraklasa,2021_2022
2420,Dawid Krzyzanski,POL,MF,Wisła Płock,19,2001,-1,Ekstraklasa,2021_2022
2421,Dawid Kurminowski,POL,FW,AGF,22,1999,-1,Danish_Superliga,2021_2022
2421,Dawid Kurminowski,POL,FW,AGF,23,1999,-1,Danish_Superliga,2022_2023
2421,Dawid Kurminowski,POL,FW,Zagłębie Lubin,23,1999,-1,Ekstraklasa,2022_2023
2421,Dawid Kurminowski,POL,FW,Zagłębie Lubin,24,1999,-1,Ekstraklasa,2023_2024
2422,Dawid Pakulski,POL,MF,Zagłębie Lubin,23,1998,-1,Ekstraklasa,2021_2022
2423,Dawid Szot,POL,DF,Wisła Kraków,20,2001,-1,Ekstraklasa,2021_2022
2424,Dawid Szymonowicz,POL,DF,Warta Poznań,26,1995,-1,Ekstraklasa,2021_2022
2424,Dawid Szymonowicz,POL,DF,Warta Poznań,27,1995,-1,Ekstraklasa,2022_2023
2424,Dawid Szymonowicz,POL,DF,Warta Poznań,28,1995,-1,Ekstraklasa,2023_2024
2425,Dawid Tkacz,POL,"FW,MF",Widzew Łódź,18,2005,-1,Ekstraklasa,2023_2024
2425,Dawid Tkacz,POL,MF,Górnik Łęczna,16,2005,-1,Ekstraklasa,2021_2022
2426,Dawid Więckowski,POL,DF,Korona Kielce,20,2001,-1,Ekstraklasa,2022_2023
2427,Dayot Upamecano,FRA,DF,Bayern Munich,22,1998,-1,Bundesliga,2021_2022
2427,Dayot Upamecano,FRA,DF,Bayern Munich,23,1998,-1,Bundesliga,2022_2023
2427,Dayot Upamecano,FRA,DF,Bayern Munich,24,1998,-1,Bundesliga,2023_2024
2428,DeAndre Yedlin,USA,DF,Galatasaray,28,1993,-1,Super_Lig,2021_2022
2429,Dean Henderson,ENG,GK,Crystal Palace,26,1997,-1,Premier_League,2023_2024
2429,Dean Henderson,ENG,GK,Nott'ham Forest,25,1997,-1,Premier_League,2022_2023
2430,Dean Huiberts,NED,MF,Zwolle,21,2000,-1,Eredivisie,2021_2022
2430,Dean Huiberts,NED,"MF,DF",Zwolle,23,2000,-1,Eredivisie,2023_2024
2431,Dean Huijsen,ESP,DF,Juventus,18,2005,-1,Serie_A,2023_2024
2431,Dean Huijsen,ESP,DF,Roma,18,2005,-1,Serie_A,2023_2024
2432,Dean James,NED,DF,Volendam,22,2000,-1,Eredivisie,2022_2023
2432,Dean James,NED,"DF,FW",Go Ahead Eag,23,2000,-1,Eredivisie,2023_2024
2433,Declan Rice,ENG,MF,Arsenal,24,1999,120000000,Premier_League,2023_2024
2433,Declan Rice,ENG,MF,West Ham,22,1999,-1,Premier_League,2021_2022
2433,Declan Rice,ENG,MF,West Ham,23,1999,-1,Premier_League,2022_2023
2434,Dedryck Boyata,BEL,DF,Club Brugge,31,1990,-1,Belgian_Pro_League,2022_2023
2434,Dedryck Boyata,BEL,DF,Hertha BSC,30,1990,-1,Bundesliga,2021_2022
2434,Dedryck Boyata,BEL,"DF,MF",Club Brugge,32,1990,-1,Belgian_Pro_League,2023_2024
2435,Deian Sorescu,ROU,MF,RKS Raków,23,1997,-1,Ekstraklasa,2021_2022
2435,Deian Sorescu,ROU,MF,RKS Raków,24,1997,-1,Ekstraklasa,2022_2023
2435,Deian Sorescu,ROU,MF,RKS Raków,25,1997,-1,Ekstraklasa,2023_2024
2435,Deian Sorescu,ROU,"MF,FW",Gaziantep FK,25,1997,-1,Super_Lig,2023_2024
2436,Deiver Machado,COL,DF,Lens,29,1993,-1,Ligue_1,2023_2024
2436,Deiver Machado,COL,"DF,MF",Lens,27,1993,-1,Ligue_1,2021_2022
2436,Deiver Machado,COL,"DF,MF",Lens,28,1993,-1,Ligue_1,2022_2023
2437,Deivid Washington,BRA,"DF,FW",Chelsea,18,2005,-1,Premier_League,2023_2024
2438,Dejan Dražić,SRB,MF,Radnik Surdulica,26,1995,-1,Serbian_SuperLiga,2022_2023
2439,Dejan Kerkez,SRB,DF,Napredak Kruš,25,1996,-1,Serbian_SuperLiga,2021_2022
2439,Dejan Kerkez,SRB,DF,Napredak Kruš,26,1996,-1,Serbian_SuperLiga,2022_2023
2439,Dejan Kerkez,SRB,DF,Spartak Subotic,27,1996,-1,Serbian_SuperLiga,2023_2024
2440,Dejan Kulusevski,SWE,"FW,MF",Juventus,21,2000,-1,Serie_A,2021_2022
2440,Dejan Kulusevski,SWE,"FW,MF",Tottenham,23,2000,-1,Premier_League,2023_2024
2440,Dejan Kulusevski,SWE,"MF,FW",Tottenham,21,2000,-1,Premier_League,2021_2022
2440,Dejan Kulusevski,SWE,"MF,FW",Tottenham,22,2000,55000000,Premier_League,2022_2023
2441,Dejan Ljubicic,AUT,"MF,FW",Köln,23,1997,-1,Bundesliga,2021_2022
2441,Dejan Ljubicic,AUT,"MF,FW",Köln,24,1997,-1,Bundesliga,2022_2023
2441,Dejan Ljubicic,AUT,"MF,FW",Köln,25,1997,-1,Bundesliga,2023_2024
2442,Dejan Lovren,CRO,DF,Lyon,33,1989,-1,Ligue_1,2022_2023
2442,Dejan Lovren,CRO,DF,Lyon,34,1989,-1,Ligue_1,2023_2024
2443,Dejan Milićević,SRB,MF,TSC Bačka Top,29,1992,-1,Serbian_SuperLiga,2021_2022
2444,Dejan Parađina,SRB,FW,Napredak Kruš,24,1999,-1,Serbian_SuperLiga,2023_2024
2444,Dejan Parađina,SRB,FW,Novi Pazar,22,1999,-1,Serbian_SuperLiga,2021_2022
2445,Dejan Petrovič,SVN,MF,Rapid Wien,23,1998,-1,Austrian_Bundesliga,2021_2022
2445,Dejan Petrovič,SVN,MF,Rapid Wien,24,1998,-1,Austrian_Bundesliga,2022_2023
2446,Dejan Stanivuković,SRB,GK,FK Kolubara,27,1994,-1,Serbian_SuperLiga,2021_2022
2446,Dejan Stanivuković,SRB,GK,FK Kolubara,28,1994,-1,Serbian_SuperLiga,2022_2023
2447,Dejan Stojanović,AUT,GK,SCR Altach,30,1993,-1,Austrian_Bundesliga,2023_2024
2448,Dejan Uzelac,SRB,DF,FK Kolubara,27,1993,-1,Serbian_SuperLiga,2021_2022
2449,Dejan Zukić,SRB,MF,Vojvodina,20,2001,-1,Serbian_SuperLiga,2021_2022
2449,Dejan Zukić,SRB,MF,Vojvodina,21,2001,-1,Serbian_SuperLiga,2022_2023
2449,Dejan Zukić,SRB,MF,Vojvodina,22,2001,-1,Serbian_SuperLiga,2023_2024
2450,Dejan Đenić,SRB,FW,FK Kolubara,35,1986,-1,Serbian_SuperLiga,2021_2022
2451,Del Piage,BRA,MF,RWD Molenbeek,23,2000,-1,Belgian_Pro_League,2023_2024
2452,Delano Burgzorg,SUR,"FW,MF",Heracles Almelo,22,1998,-1,Eredivisie,2021_2022
2452,Delano Burgzorg,SUR,"FW,MF",Mainz 05,23,1998,-1,Bundesliga,2022_2023
2452,Delano Burgzorg,SUR,MF,Mainz 05,22,1998,-1,Bundesliga,2021_2022
2453,Dele,NGA,FW,Radnički Niš,22,2001,-1,Serbian_SuperLiga,2023_2024
2453,Dele,NGA,"FW,MF",Estoril,21,2001,-1,Primeira_Liga,2022_2023
2454,Dele Alli,ENG,MF,Beşiktaş,26,1996,-1,Super_Lig,2022_2023
2454,Dele Alli,ENG,MF,Everton,26,1996,-1,Premier_League,2022_2023
2454,Dele Alli,ENG,MF,Tottenham,25,1996,-1,Premier_League,2021_2022
2454,Dele Alli,ENG,"MF,FW",Everton,25,1996,-1,Premier_League,2021_2022
2455,Demarai Gray,JAM,"FW,MF",Everton,26,1996,-1,Premier_League,2022_2023
2455,Demarai Gray,JAM,"MF,FW",Everton,25,1996,-1,Premier_League,2021_2022
2456,Demba Seck,SEN,"FW,MF",Frosinone,22,2001,-1,Serie_A,2023_2024
2456,Demba Seck,SEN,MF,Torino,22,2001,-1,Serie_A,2023_2024
2456,Demba Seck,SEN,"MF,FW",Torino,20,2001,-1,Serie_A,2021_2022
2456,Demba Seck,SEN,"MF,FW",Torino,21,2001,-1,Serie_A,2022_2023
2457,Dembo Sylla,GUI,DF,Lorient,20,2002,-1,Ligue_1,2023_2024
2458,Demeaco Duhaney,ENG,DF,İstanbulspor,23,1998,-1,Super_Lig,2022_2023
2458,Demeaco Duhaney,ENG,"DF,MF",İstanbulspor,24,1998,-1,Super_Lig,2023_2024
2459,Demir Tıknaz,TUR,MF,Beşiktaş,18,2004,-1,Super_Lig,2023_2024
2460,Dener,BRA,MF,Portimonense,31,1992,-1,Primeira_Liga,2023_2024
2461,Deni Milošević,BIH,MF,Antalyaspor,26,1995,-1,Super_Lig,2021_2022
2461,Deni Milošević,BIH,MF,Antalyaspor,28,1995,-1,Super_Lig,2023_2024
2462,Denil Castillo,ECU,MF,Partizan,19,2004,-1,Serbian_SuperLiga,2023_2024
2463,Denilho Cleonise,NED,FW,Twente,20,2001,-1,Eredivisie,2022_2023
2463,Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,21,2001,-1,Eredivisie,2023_2024
2463,Denilho Cleonise,NED,"FW,MF",Twente,19,2001,-1,Eredivisie,2021_2022
2464,Denis,BRA,GK,Aris,34,1987,-1,Super_League_Greece,2021_2022
2465,Denis Alibec,ROU,"FW,MF",Atromitos,30,1991,-1,Super_League_Greece,2021_2022
2466,Denis Bouanga,GAB,"FW,MF",Saint-Étienne,26,1994,-1,Ligue_1,2021_2022
2467,Denis Cheryshev,RUS,"MF,FW",Valencia,30,1990,-1,La_Liga,2021_2022
2468,Denis Drăguș,ROU,FW,Gaziantep FK,24,1999,-1,Super_Lig,2023_2024
2468,Denis Drăguș,ROU,FW,Standard Liège,22,1999,-1,Belgian_Pro_League,2021_2022
2468,Denis Drăguș,ROU,FW,Standard Liège,23,1999,-1,Belgian_Pro_League,2022_2023
2468,Denis Drăguș,ROU,FW,Standard Liège,24,1999,-1,Belgian_Pro_League,2023_2024
2469,Denis Genreau,AUS,MF,Toulouse,23,1999,-1,Ligue_1,2022_2023
2469,Denis Genreau,AUS,"MF,FW",Toulouse,24,1999,-1,Ligue_1,2023_2024
2470,Denis Huseinbasic,BIH,MF,Köln,22,2001,-1,Bundesliga,2023_2024
2470,Denis Huseinbasic,BIH,"MF,FW",Köln,21,2001,-1,Bundesliga,2022_2023
2471,Denis Kolinger,CRO,DF,Vejle BK,27,1994,-1,Danish_Superliga,2021_2022
2471,Denis Kolinger,CRO,DF,Vejle BK,29,1994,-1,Danish_Superliga,2023_2024
2472,Denis Odoi,GHA,"DF,MF",Club Brugge,34,1988,-1,Belgian_Pro_League,2022_2023
2472,Denis Odoi,GHA,"DF,MF",Club Brugge,35,1988,-1,Belgian_Pro_League,2023_2024
2472,Denis Odoi,GHA,MF,Club Brugge,33,1988,-1,Belgian_Pro_League,2021_2022
2473,Denis Petrić,SRB,GK,Nantes,35,1988,-1,Ligue_1,2023_2024
2474,Denis Stefanov,BUL,MF,Lokomotiv Sofia,18,2003,-1,Bulgarian_First_League,2021_2022
2475,Denis Stojković,SRB,FW,Radnički Niš,20,2002,-1,Serbian_SuperLiga,2023_2024
2476,Denis Suárez,ESP,MF,Celta Vigo,27,1994,-1,La_Liga,2021_2022
2476,Denis Suárez,ESP,"MF,FW",Espanyol,28,1994,-1,La_Liga,2022_2023
2476,Denis Suárez,ESP,"MF,FW",Villarreal,29,1994,-1,La_Liga,2023_2024
2477,Denis Thomalla,GER,"MF,FW",Heidenheim,30,1992,-1,Bundesliga,2023_2024
2478,Denis Tomic,AUT,MF,WSG Tirol,23,1998,-1,Austrian_Bundesliga,2021_2022
2478,Denis Tomic,AUT,MF,WSG Tirol,24,1998,-1,Austrian_Bundesliga,2022_2023
2478,Denis Tomic,AUT,MF,WSG Tirol,25,1998,-1,Austrian_Bundesliga,2023_2024
2479,Denis Vavro,SVK,DF,FC Copenhagen,25,1996,-1,Danish_Superliga,2021_2022
2479,Denis Vavro,SVK,DF,FC Copenhagen,26,1996,-1,Danish_Superliga,2022_2023
2479,Denis Vavro,SVK,DF,FC Copenhagen,27,1996,-1,Danish_Superliga,2023_2024
2479,Denis Vavro,SVK,DF,Lazio,25,1996,-1,Serie_A,2021_2022
2480,Denis Zakaria,SUI,MF,Chelsea,25,1996,-1,Premier_League,2022_2023
2480,Denis Zakaria,SUI,MF,Juventus,24,1996,-1,Serie_A,2021_2022
2480,Denis Zakaria,SUI,MF,Juventus,25,1996,-1,Serie_A,2022_2023
2480,Denis Zakaria,SUI,"MF,DF",Gladbach,24,1996,-1,Bundesliga,2021_2022
2480,Denis Zakaria,SUI,"MF,DF",Monaco,26,1996,-1,Ligue_1,2023_2024
2481,Denislav Aleksandrov,BUL,MF,CSKA 1948,24,1997,-1,Bulgarian_First_League,2021_2022
2481,Denislav Aleksandrov,BUL,MF,CSKA 1948,25,1997,-1,Bulgarian_First_League,2022_2023
2481,Denislav Aleksandrov,BUL,MF,Loko Plovdiv,25,1997,-1,Bulgarian_First_League,2022_2023
2481,Denislav Aleksandrov,BUL,MF,Slavia Sofia,26,1997,-1,Bulgarian_First_League,2023_2024
2482,Denislav Angelov,BUL,FW,CSKA 1948,20,2001,-1,Bulgarian_First_League,2021_2022
2482,Denislav Angelov,BUL,FW,Cherno More,20,2001,-1,Bulgarian_First_League,2021_2022
2482,Denislav Angelov,BUL,FW,Etar,22,2001,-1,Bulgarian_First_League,2023_2024
2483,Denislav Palazov,BUL,MF,FK Levski 2005,15,2007,-1,Bulgarian_First_League,2023_2024
2484,Denislav Stanchev,BUL,MF,Beroe,22,2000,-1,Bulgarian_First_League,2022_2023
2484,Denislav Stanchev,BUL,MF,Beroe,23,2000,-1,Bulgarian_First_League,2023_2024
2485,Denislav Zhekov,BUL,GK,Slavia Sofia,17,2003,-1,Bulgarian_First_League,2021_2022
2486,Deniz Ertaş,TUR,GK,Konyaspor,18,2005,-1,Super_Lig,2023_2024
2487,Deniz Hummet,TUR,"MF,FW",Rizespor,24,1996,-1,Super_Lig,2021_2022
2488,Deniz Kadah,GER,FW,Altay,35,1986,-1,Super_Lig,2021_2022
2489,Deniz Turuc,TUR,MF,Başakşehir,28,1993,-1,Super_Lig,2021_2022
2489,Deniz Turuc,TUR,MF,Başakşehir,29,1993,-1,Super_Lig,2022_2023
2489,Deniz Turuc,TUR,MF,Başakşehir,30,1993,-1,Super_Lig,2023_2024
2490,Deniz Undav,GER,FW,Union SG,25,1996,-1,Belgian_Pro_League,2021_2022
2490,Deniz Undav,GER,"FW,MF",Brighton,26,1996,-1,Premier_League,2022_2023
2490,Deniz Undav,GER,"FW,MF",Stuttgart,27,1996,-1,Bundesliga,2023_2024
2491,Denizcan Cosgun,AUT,"MF,FW",Ried,20,2002,-1,Austrian_Bundesliga,2022_2023
2492,Dennis Adeniran,ENG,MF,Portimonense,24,1999,-1,Primeira_Liga,2023_2024
2493,Dennis Appiah,FRA,DF,Nantes,29,1992,-1,Ligue_1,2021_2022
2493,Dennis Appiah,FRA,"DF,MF",Nantes,30,1992,-1,Ligue_1,2022_2023
2494,Dennis Eckert,GER,FW,Union SG,25,1997,-1,Belgian_Pro_League,2022_2023
2494,Dennis Eckert,GER,FW,Union SG,26,1997,-1,Belgian_Pro_League,2023_2024
2495,Dennis Geiger,GER,MF,Hoffenheim,23,1998,-1,Bundesliga,2021_2022
2495,Dennis Geiger,GER,MF,Hoffenheim,24,1998,-1,Bundesliga,2022_2023
2495,Dennis Geiger,GER,MF,Hoffenheim,25,1998,-1,Bundesliga,2023_2024
2496,Dennis Hadzikadunic,BIH,DF,Mallorca,24,1998,-1,La_Liga,2022_2023
2497,Dennis Jastrzembski,POL,"DF,FW",Hertha BSC,21,2000,-1,Bundesliga,2021_2022
2497,Dennis Jastrzembski,POL,MF,Śląsk Wrocław,23,2000,-1,Ekstraklasa,2023_2024
2497,Dennis Jastrzembski,POL,"MF,FW",Śląsk Wrocław,21,2000,-1,Ekstraklasa,2021_2022
2497,Dennis Jastrzembski,POL,"MF,FW",Śląsk Wrocław,22,2000,-1,Ekstraklasa,2022_2023
2498,Dennis Johnsen,NOR,"FW,MF",Venezia,23,1998,-1,Serie_A,2021_2022
2499,Dennis Kaygin,GER,MF,Rapid Wien,19,2004,-1,Austrian_Bundesliga,2023_2024
2500,Dennis Praet,BEL,MF,Torino,27,1994,-1,Serie_A,2021_2022
2500,Dennis Praet,BEL,"MF,FW",Leicester City,28,1994,-1,Premier_League,2022_2023
2501,Dennis Vos,NED,DF,Emmen,20,2001,-1,Eredivisie,2022_2023
2501,Dennis Vos,NED,DF,PSV Eindhoven,19,2001,-1,Eredivisie,2021_2022
2502,Denny Gropper,ISR,DF,Ludogorets,22,1999,-1,Bulgarian_First_League,2021_2022
2502,Denny Gropper,ISR,DF,Ludogorets,23,1999,-1,Bulgarian_First_League,2022_2023
2502,Denny Gropper,ISR,DF,Ludogorets,24,1999,-1,Bulgarian_First_League,2023_2024
2503,Denso Kasius,NED,DF,AZ Alkmaar,20,2002,-1,Eredivisie,2023_2024
2503,Denso Kasius,NED,DF,Bologna,19,2002,-1,Serie_A,2022_2023
2503,Denso Kasius,NED,DF,Rapid Wien,19,2002,-1,Austrian_Bundesliga,2022_2023
2503,Denso Kasius,NED,"DF,FW",Bologna,18,2002,-1,Serie_A,2021_2022
2504,Denys Balanyuk,UKR,MF,FC Spartak Varna,25,1997,-1,Bulgarian_First_League,2022_2023
2505,Denys Bunchukov,UKR,MF,R.F.C. Seraing,19,2003,-1,Belgian_Pro_League,2022_2023
2506,Denzel Dumfries,NED,DF,Inter,25,1996,-1,Serie_A,2021_2022
2506,Denzel Dumfries,NED,DF,Inter,26,1996,-1,Serie_A,2022_2023
2506,Denzel Dumfries,NED,DF,Inter,27,1996,30000000,Serie_A,2023_2024
2507,Denzel Hall,NED,DF,Feyenoord,20,2001,-1,Eredivisie,2021_2022
2507,Denzel Hall,NED,DF,Heerenveen,22,2001,-1,Eredivisie,2023_2024
2508,Denzhel Jubitana,SUR,"FW,MF",Atromitos,24,1999,-1,Super_League_Greece,2023_2024
2509,Denílson,BRA,FW,Famalicão,27,1995,-1,Primeira_Liga,2022_2023
2509,Denílson,BRA,FW,Paços,26,1995,-1,Primeira_Liga,2021_2022
2510,Depú,ANG,FW,Gil Vicente FC,23,2000,-1,Primeira_Liga,2023_2024
2510,Depú,ANG,"FW,MF",Gil Vicente FC,22,2000,-1,Primeira_Liga,2022_2023
2511,Dereck Kutesa,SUI,"FW,MF",Zulte Waregem,23,1997,-1,Belgian_Pro_League,2021_2022
