id,player_id,club_id,nation_id,league_nation_id,comp_id,position,age,year_of_birth
0,499,1,248,14,41,MF,27,1994
1,499,1,248,14,42,MF,27,1994
2,863,1,198,14,41,MF,31,1989
3,863,1,198,14,42,MF,31,1989
4,1966,1,98,14,41,FW,22,1999
5,1966,1,98,14,42,FW,22,1999
6,1983,1,13,14,41,GK,28,1992
7,1983,1,13,14,42,GK,28,1992
8,2008,1,88,14,41,DF,24,1997
9,2008,1,88,14,42,DF,24,1997
10,2129,1,197,14,41,MF,26,1995
11,2129,1,197,14,42,MF,26,1995
12,2138,1,88,14,41,MF,31,1990
13,2138,1,88,14,42,MF,31,1990
14,2333,1,249,14,41,MF,28,1993
15,2333,1,249,14,42,MF,28,1993
16,2927,1,114,14,41,"DF,MF",31,1990
17,2927,1,114,14,42,"DF,MF",31,1990
18,3833,1,98,14,41,DF,23,1998
19,3833,1,98,14,42,DF,23,1998
20,3843,1,98,14,41,DF,33,1987
21,3843,1,98,14,42,DF,33,1987
22,3858,1,98,14,41,DF,21,1999
23,3858,1,98,14,42,DF,21,1999
24,3956,1,98,14,41,MF,22,1998
25,3956,1,98,14,42,MF,22,1998
26,4038,1,197,14,41,MF,31,1990
27,4038,1,197,14,42,MF,31,1990
28,5733,1,114,14,41,FW,31,1990
29,5733,1,114,14,42,FW,31,1990
30,5992,1,98,14,41,MF,23,1997
31,5992,1,98,14,42,MF,23,1997
32,6303,1,262,14,41,"MF,FW",23,1997
33,6303,1,262,14,42,"MF,FW",23,1997
34,6347,1,98,14,41,DF,23,1997
35,6347,1,98,14,42,DF,23,1997
36,7031,1,2,14,41,DF,17,2003
37,7031,1,2,14,42,DF,17,2003
38,7701,1,98,14,41,FW,19,2002
39,7701,1,98,14,42,FW,19,2002
40,7850,1,114,14,41,DF,27,1993
41,7850,1,114,14,42,DF,27,1993
42,8124,1,248,14,41,"FW,MF",26,1995
43,8124,1,248,14,42,"FW,MF",26,1995
44,8651,1,160,14,41,"MF,FW",34,1987
45,8651,1,160,14,42,"MF,FW",34,1987
46,8717,1,30,14,41,DF,31,1989
47,8717,1,30,14,42,DF,31,1989
48,8951,1,98,14,41,GK,28,1993
49,8951,1,98,14,42,GK,28,1993
50,9224,1,98,14,41,MF,29,1991
51,9224,1,98,14,42,MF,29,1991
52,10219,1,9,14,41,FW,29,1992
53,10219,1,9,14,42,FW,29,1992
54,10584,1,249,14,41,"MF,FW",29,1991
55,10584,1,249,14,42,"MF,FW",29,1991
56,10612,1,98,14,41,DF,23,1997
57,10612,1,98,14,42,DF,23,1997
58,11270,1,98,14,41,GK,21,1999
59,11270,1,98,14,42,GK,21,1999
60,11685,1,270,14,41,MF,30,1990
61,11685,1,270,14,42,MF,30,1990
62,101,2,68,5,1,MF,15,2005
63,293,2,68,5,1,"MF,FW",20,2001
64,466,2,12,5,1,"DF,MF",24,1997
65,488,2,68,5,1,FW,22,1999
66,514,2,68,5,1,DF,23,1997
67,922,2,21,5,1,"DF,MF",26,1994
68,1151,2,68,5,1,MF,18,2003
69,2183,2,68,5,1,GK,20,2001
70,2448,2,197,5,1,FW,22,1999
71,3151,2,248,5,1,"DF,MF",19,2001
72,3205,2,68,5,1,FW,18,2003
73,3674,2,68,5,1,MF,25,1996
74,3683,2,68,5,1,FW,18,2003
75,3688,2,68,5,1,DF,28,1993
76,3923,2,235,5,1,"FW,MF",22,1998
77,4647,2,78,5,1,MF,29,1992
78,5019,2,68,5,1,GK,36,1985
79,5020,2,68,5,1,DF,32,1989
80,5637,2,111,5,1,"FW,MF",22,1998
81,7807,2,111,5,1,MF,23,1998
82,7862,2,222,5,1,"FW,MF",28,1993
83,8172,2,226,5,1,"FW,MF",24,1997
84,8395,2,68,5,1,MF,27,1993
85,8764,2,68,5,1,"DF,MF",30,1990
86,9010,2,68,5,1,FW,32,1989
87,9011,2,68,5,1,"MF,FW",27,1994
88,10136,2,68,5,1,DF,21,2000
89,10680,2,68,5,1,MF,21,2000
90,10840,2,68,5,1,DF,19,2002
91,11633,2,93,5,1,DF,20,2000
92,11790,2,12,5,1,MF,21,2000
93,294,4,111,7,14,FW,24,1997
94,1152,4,186,7,14,DF,25,1996
95,1645,4,166,7,14,DF,29,1992
96,2179,4,166,7,14,"MF,FW",23,1998
97,3186,4,166,7,14,"FW,MF",17,2004
98,3695,4,186,7,14,MF,27,1993
99,4253,4,166,7,14,GK,28,1993
100,4304,4,186,7,14,"FW,MF",21,2000
101,4967,4,166,7,14,FW,22,1999
102,5021,4,248,7,14,FW,23,1998
103,5280,4,166,7,14,MF,30,1991
104,5704,4,94,7,14,"FW,MF",21,2000
105,8032,4,166,7,14,FW,19,2002
106,8182,4,166,7,14,FW,18,2003
107,8896,4,166,7,14,DF,21,1999
108,8954,4,98,7,14,DF,24,1997
109,9159,4,166,7,14,MF,21,2000
110,9216,4,68,7,14,GK,23,1998
111,9966,4,166,7,14,DF,22,1998
112,10762,4,166,7,14,MF,23,1998
113,10814,4,166,7,14,"DF,FW",21,2000
114,10904,4,166,7,14,MF,23,1998
115,10926,4,166,7,14,DF,28,1993
116,11242,4,98,7,14,FW,22,1998
117,11746,4,121,7,14,"DF,FW",21,2000
118,11766,4,264,7,14,FW,18,2003
119,11798,4,160,7,14,"FW,MF",21,2000
120,11825,4,166,7,14,"MF,DF",19,2002
121,402,5,177,5,1,FW,28,1992
122,712,5,68,5,1,DF,24,1997
123,715,5,68,5,1,FW,15,2006
124,904,5,68,5,1,FW,19,2002
125,1793,5,68,5,1,FW,19,2002
126,2211,5,186,5,1,"DF,MF",27,1994
127,3675,5,68,5,1,"MF,DF",26,1995
128,4096,5,111,5,1,"MF,DF",29,1992
129,4598,5,186,5,1,MF,25,1996
130,4665,5,248,5,1,GK,28,1993
131,4687,5,68,5,1,"MF,DF",30,1991
132,5766,5,68,5,1,"MF,FW",29,1991
133,5771,5,68,5,1,"FW,MF",20,2000
134,6069,5,68,5,1,"MF,DF",31,1990
135,6389,5,68,5,1,"MF,FW",24,1997
136,6448,5,68,5,1,MF,26,1994
137,6738,5,68,5,1,MF,23,1997
138,6797,5,68,5,1,MF,20,2001
139,6988,5,68,5,1,MF,19,2002
140,7372,5,68,5,1,DF,20,2001
141,7870,5,222,5,1,FW,25,1995
142,8771,5,68,5,1,MF,16,2004
143,8845,5,68,5,1,FW,15,2005
144,9131,5,198,5,1,MF,23,1998
145,9478,5,68,5,1,DF,30,1991
146,9842,5,242,5,1,"MF,FW",28,1993
147,10917,5,248,5,1,FW,19,2002
148,11416,5,222,5,1,DF,19,2002
149,629,6,264,15,40,DF,30,1990
150,629,6,264,15,49,DF,30,1990
151,1057,6,127,15,40,GK,22,1998
152,1057,6,127,15,49,GK,22,1998
153,1238,6,174,15,40,MF,25,1996
154,1238,6,174,15,49,MF,25,1996
155,1382,6,88,15,40,MF,30,1990
156,1382,6,88,15,49,MF,30,1990
157,1466,6,111,15,40,"MF,FW",33,1988
158,1466,6,111,15,49,"MF,FW",33,1988
159,1625,6,66,15,40,FW,28,1992
160,1625,6,66,15,49,FW,28,1992
161,2154,6,60,15,40,MF,31,1990
162,2154,6,60,15,49,MF,31,1990
163,3143,6,-1,15,40,MF,30,1991
164,3143,6,-1,15,49,MF,30,1991
165,3398,6,264,15,40,GK,32,1989
166,3398,6,264,15,49,GK,32,1989
167,3607,6,174,15,40,MF,23,1997
168,3607,6,174,15,49,MF,23,1997
169,4106,6,249,15,40,MF,37,1984
170,4106,6,249,15,49,MF,37,1984
171,4243,6,-1,15,40,MF,16,2005
172,4243,6,-1,15,49,MF,16,2005
173,5155,6,221,15,40,DF,25,1995
174,5155,6,221,15,49,DF,25,1995
175,5199,6,186,15,40,DF,28,1993
176,5199,6,186,15,49,DF,28,1993
177,5651,6,264,15,40,DF,30,1990
178,5651,6,264,15,49,DF,30,1990
179,6402,6,88,15,40,FW,34,1987
180,6402,6,88,15,49,FW,34,1987
181,6456,6,9,15,40,MF,32,1989
182,6456,6,9,15,49,MF,32,1989
183,7012,6,118,15,40,FW,30,1990
184,7012,6,118,15,49,FW,30,1990
185,7487,6,9,15,40,MF,24,1997
186,7487,6,9,15,49,MF,24,1997
187,7637,6,-1,15,40,MF,27,1994
188,7637,6,-1,15,49,MF,27,1994
189,8168,6,264,15,40,MF,18,2002
190,8168,6,264,15,49,MF,18,2002
191,8910,6,91,15,40,FW,33,1987
192,8910,6,91,15,49,FW,33,1987
193,9983,6,264,15,40,DF,27,1994
194,9983,6,264,15,49,DF,27,1994
195,10167,6,264,15,40,FW,25,1996
196,10167,6,264,15,49,FW,25,1996
197,10184,6,264,15,40,DF,26,1994
198,10184,6,264,15,49,DF,26,1994
199,10328,6,119,15,40,DF,29,1991
200,10328,6,119,15,49,DF,29,1991
201,10367,6,-1,15,40,MF,25,1996
202,10367,6,-1,15,49,MF,25,1996
203,10723,6,264,15,40,DF,30,1991
204,10723,6,264,15,49,DF,30,1991
205,10741,6,264,15,40,DF,21,1999
206,10741,6,264,15,49,DF,21,1999
207,11276,6,264,15,40,GK,23,1998
208,11276,6,264,15,49,GK,23,1998
209,11721,6,160,15,40,MF,31,1990
210,11721,6,160,15,49,MF,31,1990
211,11752,6,264,15,40,MF,21,2000
212,11752,6,264,15,49,MF,21,2000
213,11988,6,264,15,40,DF,21,2000
214,11988,6,264,15,49,DF,21,2000
215,11990,6,-1,15,40,MF,17,2004
216,11990,6,-1,15,49,MF,17,2004
217,570,7,32,1,2,MF,23,1998
218,765,7,13,1,2,GK,27,1994
219,892,7,13,1,2,MF,19,2002
220,2758,7,13,1,2,"FW,MF",27,1993
221,2980,7,13,1,2,DF,20,2000
222,3474,7,13,1,2,FW,17,2004
223,4416,7,117,1,2,MF,21,2000
224,4803,7,-1,1,2,MF,24,1997
225,5331,7,117,1,2,"MF,FW",24,1997
226,6280,7,13,1,2,"DF,MF",22,1999
227,6406,7,32,1,2,DF,25,1996
228,6423,7,13,1,2,"MF,FW",19,2002
229,6620,7,13,1,2,"MF,DF",22,1999
230,6943,7,13,1,2,FW,22,1999
231,7144,7,13,1,2,FW,20,2001
232,7450,7,93,1,2,DF,31,1990
233,8469,7,60,1,2,DF,28,1993
234,8821,7,13,1,2,MF,17,2003
235,9245,7,13,1,2,DF,24,1997
236,9772,7,13,1,2,MF,27,1994
237,10130,7,13,1,2,"DF,MF",28,1992
238,10544,7,222,1,2,"MF,FW",22,1998
239,10556,7,13,1,2,"DF,MF",30,1991
240,10559,7,13,1,2,"DF,MF",30,1990
241,10665,7,110,1,2,DF,19,2002
242,10826,7,13,1,2,"MF,FW",29,1992
243,11415,7,37,1,2,DF,20,2001
244,11531,7,13,1,2,"MF,DF",24,1997
245,11641,7,93,1,2,"DF,MF",20,2001
246,689,9,166,7,14,FW,16,2004
247,696,9,166,7,14,DF,19,2002
248,855,9,43,7,14,GK,25,1996
249,1018,9,32,7,14,FW,21,2000
250,1616,9,166,7,14,FW,19,2002
251,2118,9,166,7,14,DF,31,1990
252,2260,9,32,7,14,"FW,MF",22,1999
253,2386,9,32,7,14,FW,24,1997
254,2435,9,166,7,14,MF,28,1993
255,2557,9,166,7,14,DF,18,2003
256,2822,9,222,7,14,FW,32,1988
257,2890,9,152,7,14,MF,23,1997
258,4890,9,166,7,14,GK,21,2000
259,5606,9,166,7,14,DF,20,2001
260,5822,9,166,7,14,MF,19,2002
261,6322,9,166,7,14,DF,20,2001
262,6343,9,9,7,14,DF,23,1998
263,6694,9,166,7,14,GK,38,1982
264,8038,9,68,7,14,"FW,MF",19,2002
265,8040,9,94,7,14,MF,20,2000
266,8437,9,9,7,14,DF,28,1992
267,8661,9,160,7,14,DF,23,1997
268,9177,9,166,7,14,DF,21,1999
269,9541,9,166,7,14,GK,37,1983
270,9870,9,166,7,14,MF,19,2002
271,10577,9,166,7,14,"MF,FW",29,1991
272,10671,9,119,7,14,FW,27,1994
273,11319,9,68,7,14,MF,21,2000
274,11723,9,166,7,14,DF,17,2003
275,11803,9,160,7,14,MF,28,1993
276,236,10,264,15,40,MF,24,1996
277,236,10,264,15,49,MF,24,1996
278,244,10,264,15,40,DF,18,2003
279,244,10,264,15,49,DF,18,2003
280,1683,10,-1,15,40,MF,19,2002
281,1683,10,-1,15,49,MF,19,2002
282,1882,10,174,15,40,DF,24,1997
283,1882,10,174,15,49,DF,24,1997
284,2048,10,55,15,40,"DF,MF",28,1993
285,2048,10,55,15,49,"DF,MF",28,1993
286,2197,10,198,15,40,"MF,FW",33,1988
287,2197,10,198,15,49,"MF,FW",33,1988
288,2427,10,32,15,40,MF,30,1991
289,2427,10,32,15,49,MF,30,1991
290,2916,10,264,15,40,"MF,FW",31,1989
291,2916,10,264,15,49,"MF,FW",31,1989
292,2918,10,-1,15,40,MF,25,1995
293,2918,10,-1,15,49,MF,25,1995
294,2934,10,150,15,40,FW,19,2001
295,2934,10,150,15,49,FW,19,2001
296,3030,10,264,15,40,MF,24,1997
297,3030,10,264,15,49,MF,24,1997
298,3037,10,98,15,40,MF,27,1994
299,3037,10,98,15,49,MF,27,1994
300,3055,10,264,15,40,MF,28,1992
301,3055,10,264,15,49,MF,28,1992
302,3138,10,264,15,40,FW,19,2002
303,3138,10,264,15,49,FW,19,2002
304,3315,10,221,15,40,FW,28,1992
305,3315,10,221,15,49,FW,28,1992
306,3328,10,264,15,40,"DF,MF",23,1997
307,3328,10,264,15,49,"DF,MF",23,1997
308,3707,10,264,15,40,DF,21,2000
309,3707,10,264,15,49,DF,21,2000
310,5385,10,198,15,40,GK,34,1987
311,5385,10,198,15,49,GK,34,1987
312,5463,10,198,15,40,MF,28,1993
313,5463,10,198,15,49,MF,28,1993
314,5517,10,242,15,40,DF,32,1988
315,5517,10,242,15,49,DF,32,1988
316,5900,10,221,15,40,"FW,MF",28,1993
317,5900,10,221,15,49,"FW,MF",28,1993
318,6295,10,166,15,40,MF,31,1990
319,6295,10,166,15,49,MF,31,1990
320,7777,10,232,15,40,DF,31,1990
321,7777,10,232,15,49,DF,31,1990
322,8312,10,222,15,40,DF,32,1989
323,8312,10,222,15,49,DF,32,1989
324,8902,10,264,15,40,"MF,FW",20,2000
325,8902,10,264,15,49,"MF,FW",20,2000
326,10250,10,264,15,40,GK,36,1985
327,10250,10,264,15,49,GK,36,1985
328,10734,10,264,15,40,"DF,MF",28,1993
329,10734,10,264,15,49,"DF,MF",28,1993
330,11153,10,264,15,40,MF,21,2000
331,11153,10,264,15,49,MF,21,2000
332,11560,10,6,15,40,"FW,MF",31,1990
333,11560,10,6,15,49,"FW,MF",31,1990
334,11769,10,264,15,40,GK,21,1999
335,11769,10,264,15,49,GK,21,1999
336,11909,10,264,15,40,DF,18,2003
337,11909,10,264,15,49,DF,18,2003
338,11986,10,264,15,40,MF,18,2003
339,11986,10,264,15,49,MF,18,2003
340,1003,11,242,8,4,GK,24,1996
341,1003,11,242,8,23,GK,24,1996
342,1003,11,242,8,24,GK,24,1996
343,1003,11,242,8,45,GK,24,1996
344,3301,11,275,8,4,"MF,FW",19,2001
345,3301,11,275,8,23,"MF,FW",19,2001
346,3301,11,275,8,24,"MF,FW",19,2001
347,3301,11,275,8,45,"MF,FW",19,2001
348,3416,11,242,8,4,GK,29,1992
349,3416,11,242,8,23,GK,29,1992
350,3416,11,242,8,24,GK,29,1992
351,3416,11,242,8,45,GK,29,1992
352,3546,11,88,8,4,DF,30,1991
353,3546,11,88,8,23,DF,30,1991
354,3546,11,88,8,24,DF,30,1991
355,3546,11,88,8,45,DF,30,1991
356,3994,11,9,8,4,MF,28,1993
357,3994,11,9,8,23,MF,28,1993
358,3994,11,9,8,24,MF,28,1993
359,3994,11,9,8,45,MF,28,1993
360,4613,11,242,8,4,"MF,FW",22,1999
361,4613,11,242,8,23,"MF,FW",22,1999
362,4613,11,242,8,24,"MF,FW",22,1999
363,4613,11,242,8,45,"MF,FW",22,1999
364,4846,11,242,8,4,"MF,FW",27,1994
365,4846,11,242,8,23,"MF,FW",27,1994
366,4846,11,242,8,24,"MF,FW",27,1994
367,4846,11,242,8,45,"MF,FW",27,1994
368,4868,11,242,8,4,DF,19,2002
369,4868,11,242,8,23,DF,19,2002
370,4868,11,242,8,24,DF,19,2002
371,4868,11,242,8,45,DF,19,2002
372,5043,11,79,8,4,GK,20,2001
373,5043,11,79,8,23,GK,20,2001
374,5043,11,79,8,24,GK,20,2001
375,5043,11,79,8,45,GK,20,2001
376,5162,11,248,8,4,"FW,MF",29,1992
377,5162,11,248,8,23,"FW,MF",29,1992
378,5162,11,248,8,24,"FW,MF",29,1992
379,5162,11,248,8,45,"FW,MF",29,1992
380,5324,11,242,8,4,FW,31,1990
381,5324,11,242,8,23,FW,31,1990
382,5324,11,242,8,24,FW,31,1990
383,5324,11,242,8,45,FW,31,1990
384,6543,11,242,8,4,"MF,FW",27,1993
385,6543,11,242,8,23,"MF,FW",27,1993
386,6543,11,242,8,24,"MF,FW",27,1993
387,6543,11,242,8,45,"MF,FW",27,1993
388,6807,11,221,8,4,MF,24,1996
389,6807,11,221,8,23,MF,24,1996
390,6807,11,221,8,24,MF,24,1996
391,6807,11,221,8,45,MF,24,1996
392,6813,11,221,8,4,"FW,MF",27,1994
393,6813,11,221,8,23,"FW,MF",27,1994
394,6813,11,221,8,24,"FW,MF",27,1994
395,6813,11,221,8,45,"FW,MF",27,1994
396,6839,11,242,8,4,MF,23,1998
397,6839,11,242,8,23,MF,23,1998
398,6839,11,242,8,24,MF,23,1998
399,6839,11,242,8,45,MF,23,1998
400,6846,11,242,8,4,"MF,FW",24,1997
401,6846,11,242,8,23,"MF,FW",24,1997
402,6846,11,242,8,24,"MF,FW",24,1997
403,6846,11,242,8,45,"MF,FW",24,1997
404,6885,11,242,8,4,"FW,MF",20,2001
405,6885,11,242,8,23,"FW,MF",20,2001
406,6885,11,242,8,24,"FW,MF",20,2001
407,6885,11,242,8,45,"FW,MF",20,2001
408,7163,11,242,8,4,DF,25,1996
409,7163,11,242,8,23,DF,25,1996
410,7163,11,242,8,24,DF,25,1996
411,7163,11,242,8,45,DF,25,1996
412,7415,11,273,8,4,DF,26,1995
413,7415,11,273,8,23,DF,26,1995
414,7415,11,273,8,24,DF,26,1995
415,7415,11,273,8,45,DF,26,1995
416,7750,11,242,8,4,"FW,MF",21,1999
417,7750,11,242,8,23,"FW,MF",21,1999
418,7750,11,242,8,24,"FW,MF",21,1999
419,7750,11,242,8,45,"FW,MF",21,1999
420,7957,11,203,8,4,DF,21,2000
421,7957,11,203,8,23,DF,21,2000
422,7957,11,203,8,24,DF,21,2000
423,7957,11,203,8,45,DF,21,2000
424,8217,11,9,8,4,DF,25,1996
425,8217,11,9,8,23,DF,25,1996
426,8217,11,9,8,24,DF,25,1996
427,8217,11,9,8,45,DF,25,1996
428,9175,11,242,8,4,MF,28,1993
429,9175,11,242,8,23,MF,28,1993
430,9175,11,242,8,24,MF,28,1993
431,9175,11,242,8,45,MF,28,1993
432,9830,11,242,8,4,DF,25,1995
433,9830,11,242,8,23,DF,25,1995
434,9830,11,242,8,24,DF,25,1995
435,9830,11,242,8,45,DF,25,1995
436,10107,11,242,8,4,MF,26,1994
437,10107,11,242,8,23,MF,26,1994
438,10107,11,242,8,24,MF,26,1994
439,10107,11,242,8,45,MF,26,1994
440,10682,11,242,8,4,DF,23,1997
441,10682,11,242,8,23,DF,23,1997
442,10682,11,242,8,24,DF,23,1997
443,10682,11,242,8,45,DF,23,1997
444,11044,11,242,8,4,MF,16,2004
445,11044,11,242,8,23,MF,16,2004
446,11044,11,242,8,24,MF,16,2004
447,11044,11,242,8,45,MF,16,2004
448,11045,11,242,8,4,MF,33,1987
449,11045,11,242,8,23,MF,33,1987
450,11045,11,242,8,24,MF,33,1987
451,11045,11,242,8,45,MF,33,1987
452,11071,11,242,8,4,MF,23,1998
453,11071,11,242,8,23,MF,23,1998
454,11071,11,242,8,24,MF,23,1998
455,11071,11,242,8,45,MF,23,1998
456,11165,11,242,8,4,MF,19,2001
457,11165,11,242,8,23,MF,19,2001
458,11165,11,242,8,24,MF,19,2001
459,11165,11,242,8,45,MF,19,2001
460,11463,11,242,8,4,DF,31,1989
461,11463,11,242,8,23,DF,31,1989
462,11463,11,242,8,24,DF,31,1989
463,11463,11,242,8,45,DF,31,1989
464,11601,11,242,8,4,DF,31,1990
465,11601,11,242,8,23,DF,31,1990
466,11601,11,242,8,24,DF,31,1990
467,11601,11,242,8,45,DF,31,1990
468,11918,11,242,8,4,"FW,MF",31,1990
469,11918,11,242,8,23,"FW,MF",31,1990
470,11918,11,242,8,24,"FW,MF",31,1990
471,11918,11,242,8,45,"FW,MF",31,1990
472,241,14,76,15,40,"FW,MF",23,1998
473,241,14,76,15,49,"FW,MF",23,1998
474,837,14,90,15,40,MF,28,1993
475,837,14,90,15,49,MF,28,1993
476,1808,14,264,15,40,"DF,MF",26,1994
477,1808,14,264,15,49,"DF,MF",26,1994
478,1831,14,264,15,40,MF,33,1987
479,1831,14,264,15,49,MF,33,1987
480,1985,14,264,15,40,GK,29,1992
481,1985,14,264,15,49,GK,29,1992
482,2091,14,52,15,40,MF,30,1991
483,2091,14,52,15,49,MF,30,1991
484,2303,14,119,15,40,"FW,MF",26,1995
485,2303,14,119,15,49,"FW,MF",26,1995
486,2518,14,93,15,40,FW,35,1986
487,2518,14,93,15,49,FW,35,1986
488,2911,14,264,15,40,DF,15,2005
489,2911,14,264,15,49,DF,15,2005
490,3125,14,-1,15,40,FW,18,2002
491,3125,14,-1,15,49,FW,18,2002
492,3134,14,-1,15,40,MF,20,2001
493,3134,14,-1,15,49,MF,20,2001
494,3142,14,264,15,40,MF,32,1989
495,3142,14,264,15,49,MF,32,1989
496,3146,14,248,15,40,DF,25,1996
497,3146,14,248,15,49,DF,25,1996
498,5784,14,264,15,40,"DF,MF",18,2003
499,5784,14,264,15,49,"DF,MF",18,2003
500,5899,14,221,15,40,"DF,MF",27,1994
501,5899,14,221,15,49,"DF,MF",27,1994
502,6217,14,246,15,40,"MF,FW",31,1989
503,6217,14,246,15,49,"MF,FW",31,1989
504,6955,14,198,15,40,FW,36,1984
505,6955,14,198,15,49,FW,36,1984
506,7231,14,52,15,40,"MF,FW",26,1994
507,7231,14,52,15,49,"MF,FW",26,1994
508,7314,14,197,15,40,GK,24,1997
509,7314,14,197,15,49,GK,24,1997
510,8036,14,114,15,40,DF,24,1996
511,8036,14,114,15,49,DF,24,1996
512,8150,14,264,15,40,DF,31,1990
513,8150,14,264,15,49,DF,31,1990
514,8678,14,-1,15,40,FW,17,2004
515,8678,14,-1,15,49,FW,17,2004
516,8817,14,264,15,40,MF,19,2002
517,8817,14,264,15,49,MF,19,2002
518,10201,14,119,15,40,MF,26,1994
519,10201,14,119,15,49,MF,26,1994
520,10765,14,32,15,40,"MF,DF",26,1995
521,10765,14,32,15,49,"MF,DF",26,1995
522,10984,14,-1,15,40,DF,31,1989
523,10984,14,-1,15,49,DF,31,1989
524,11116,14,-1,15,40,DF,18,2003
525,11116,14,-1,15,49,DF,18,2003
526,11815,14,264,15,40,MF,30,1991
527,11815,14,264,15,49,MF,30,1991
528,11948,14,264,15,40,DF,33,1988
529,11948,14,264,15,49,DF,33,1988
530,11977,14,264,15,40,DF,40,1981
531,11977,14,264,15,49,DF,40,1981
532,905,15,21,2,22,"MF,FW",19,2002
533,1365,15,21,2,22,"FW,MF",26,1994
534,1497,15,270,2,22,DF,24,1997
535,1925,15,119,2,22,FW,23,1997
536,3604,15,21,2,22,"MF,FW",21,1999
537,4156,15,21,2,22,DF,22,1999
538,4208,15,21,2,22,GK,28,1993
539,4479,15,248,2,22,FW,29,1992
540,5342,15,201,2,22,MF,25,1996
541,5359,15,166,2,22,FW,20,2001
542,5929,15,21,2,22,DF,19,2002
543,6037,15,186,2,22,MF,17,2003
544,6068,15,248,2,22,MF,26,1995
545,6339,15,117,2,22,"MF,FW",35,1986
546,6342,15,9,2,22,DF,27,1993
547,6771,15,94,2,22,MF,23,1997
548,6946,15,21,2,22,MF,18,2002
549,7039,15,21,2,22,FW,16,2004
550,7648,15,192,2,22,DF,25,1996
551,8172,15,226,2,22,FW,24,1997
552,10228,15,242,2,22,DF,20,2000
553,10738,15,78,2,22,DF,19,2002
554,11512,15,166,2,22,DF,27,1994
555,11653,15,21,2,22,"MF,FW",20,2001
556,11817,15,21,2,22,"DF,FW",17,2003
557,43,16,119,9,6,"DF,FW",31,1990
558,43,16,119,9,28,"DF,FW",31,1990
559,43,16,119,9,50,"DF,FW",31,1990
560,891,16,88,9,6,"MF,FW",24,1996
561,891,16,88,9,28,"MF,FW",24,1996
562,891,16,88,9,50,"MF,FW",24,1996
563,935,16,3,9,6,GK,24,1996
564,935,16,3,9,28,GK,24,1996
565,935,16,3,9,50,GK,24,1996
566,980,16,88,9,6,"MF,FW",25,1995
567,980,16,88,9,28,"MF,FW",25,1995
568,980,16,88,9,50,"MF,FW",25,1995
569,1231,16,160,9,6,MF,21,2000
570,1231,16,160,9,28,MF,21,2000
571,1231,16,160,9,50,MF,21,2000
572,1326,16,88,9,6,"MF,DF",21,2000
573,1326,16,88,9,28,"MF,DF",21,2000
574,1326,16,88,9,50,"MF,DF",21,2000
575,1451,16,3,9,6,FW,21,2000
576,1451,16,3,9,28,FW,21,2000
577,1451,16,3,9,50,FW,21,2000
578,1792,16,51,9,6,FW,28,1993
579,1792,16,51,9,28,FW,28,1993
580,1792,16,51,9,50,FW,28,1993
581,2258,16,158,9,6,GK,28,1993
582,2258,16,158,9,28,GK,28,1993
583,2258,16,158,9,50,GK,28,1993
584,3104,16,43,9,6,DF,22,1999
585,3104,16,43,9,28,DF,22,1999
586,3104,16,43,9,50,DF,22,1999
587,3321,16,3,9,6,FW,24,1997
588,3321,16,3,9,28,FW,24,1997
589,3321,16,3,9,50,FW,24,1997
590,4517,16,119,9,6,DF,34,1986
591,4517,16,119,9,28,DF,34,1986
592,4517,16,119,9,50,DF,34,1986
593,4852,16,88,9,6,FW,21,1999
594,4852,16,88,9,28,FW,21,1999
595,4852,16,88,9,50,FW,21,1999
596,5064,16,88,9,6,DF,27,1994
597,5064,16,88,9,28,DF,27,1994
598,5064,16,88,9,50,DF,27,1994
599,7005,16,60,9,6,FW,24,1996
600,7005,16,60,9,28,FW,24,1996
601,7005,16,60,9,50,FW,24,1996
602,7370,16,198,9,6,DF,24,1996
603,7370,16,198,9,28,DF,24,1996
604,7370,16,198,9,50,DF,24,1996
605,8004,16,88,9,6,FW,17,2004
606,8004,16,88,9,28,FW,17,2004
607,8004,16,88,9,50,FW,17,2004
608,8198,16,3,9,6,MF,26,1994
609,8198,16,3,9,28,MF,26,1994
610,8198,16,3,9,50,MF,26,1994
611,8615,16,88,9,6,"DF,MF",19,2002
612,8615,16,88,9,28,"DF,MF",19,2002
613,8615,16,88,9,50,"DF,MF",19,2002
614,8616,16,88,9,6,MF,17,2003
615,8616,16,88,9,28,MF,17,2003
616,8616,16,88,9,50,MF,17,2003
617,9055,16,88,9,6,GK,24,1997
618,9055,16,88,9,28,GK,24,1997
619,9055,16,88,9,50,GK,24,1997
620,9278,16,88,9,6,"MF,DF",34,1987
621,9278,16,88,9,28,"MF,DF",34,1987
622,9278,16,88,9,50,"MF,DF",34,1987
623,9767,16,88,9,6,DF,33,1988
624,9767,16,88,9,28,DF,33,1988
625,9767,16,88,9,50,DF,33,1988
626,9925,16,221,9,6,FW,26,1995
627,9925,16,221,9,28,FW,26,1995
628,9925,16,221,9,50,FW,26,1995
629,10394,16,160,9,6,"FW,MF",27,1993
630,10394,16,160,9,28,"FW,MF",27,1993
631,10394,16,160,9,50,"FW,MF",27,1993
632,10426,16,119,9,6,"DF,FW",24,1996
633,10426,16,119,9,28,"DF,FW",24,1996
634,10426,16,119,9,50,"DF,FW",24,1996
635,10618,16,43,9,6,FW,29,1992
