player_id,player,nation,position,club,age,year_of_birth,league,season,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks)
4340,Félix Lemaréchal,FRA,"MF,FW",Cercle Brugge,19,2003,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
4341,Fıratcan Üzüm,,"DF,MF",Ankaragücü,23,1999,Super_Lig,2022_2023,,,,,,,,,,,,,,,,,,,
4342,Gabi Caschili,NED,MF,Zwolle,18,2003,Eredivisie,2021_2022,,,,,,,,,,,,,,,,,,,
4343,Gabriel Batista,BRA,GK,Santa Clara,24,1998,Primeira_Liga,2022_2023,26.0,26.0,"2,340",26.0,49.0,1.88,129.0,82.0,66.7,4.0,5.0,17.0,4.0,15.4,9.0,6.0,1.0,2.0,14.3
4344,Gabriel Gudmundsson,SWE,"DF,FW",Lille,23,1999,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4344,Gabriel Gudmundsson,SWE,"DF,FW",Lille,24,1999,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4344,Gabriel Gudmundsson,SWE,"DF,MF",Lille,22,1999,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4345,Gabriel Gudmundsson,SWE,DF,Groningen,22,1999,Eredivisie,2021_2022,,,,,,,,,,,,,,,,,,,
4346,Gabriel Jesus,BRA,FW,Arsenal,25,1997,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
4346,Gabriel Jesus,BRA,FW,Arsenal,26,1997,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
4346,Gabriel Jesus,BRA,FW,Manchester City,24,1997,Premier_League,2021_2022,,,,,,,,,,,,,,,,,,,
4347,Gabriel Kirejczyk,POL,FW,Piast Gliwice,19,2003,Ekstraklasa,2022_2023,,,,,,,,,,,,,,,,,,,
4347,Gabriel Kirejczyk,POL,FW,Piast Gliwice,20,2003,Ekstraklasa,2023_2024,,,,,,,,,,,,,,,,,,,
4348,Gabriel Kobylak,POL,GK,Radomiak Radom,20,2002,Ekstraklasa,2022_2023,29.0,29.0,"2,610",29.0,1.0,0.03,,,,10.0,8.0,11.0,8.0,27.6,3.0,3.0,0.0,0.0,0.0
4348,Gabriel Kobylak,POL,GK,Radomiak Radom,21,2002,Ekstraklasa,2023_2024,11.0,11.0,930,10.3,,,,,,2.0,1.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0
4349,Gabriel Lemoine,BEL,FW,Hartberg,20,2001,Austrian_Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
4350,Gabriel Magalhães,BRA,DF,Arsenal,23,1997,Premier_League,2021_2022,,,,,,,,,,,,,,,,,,,
4350,Gabriel Magalhães,BRA,DF,Arsenal,24,1997,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
4350,Gabriel Magalhães,BRA,DF,Arsenal,25,1997,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
4351,Gabriel Martinelli,BRA,FW,Arsenal,21,2001,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
4351,Gabriel Martinelli,BRA,FW,Arsenal,22,2001,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
4351,Gabriel Martinelli,BRA,"FW,MF",Arsenal,20,2001,Premier_League,2021_2022,,,,,,,,,,,,,,,,,,,
4352,Gabriel Osho,NGA,DF,Luton Town,24,1998,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
4353,Gabriel Paulista,BRA,DF,Atlético Madrid,32,1990,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4353,Gabriel Paulista,BRA,DF,Valencia,30,1990,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4353,Gabriel Paulista,BRA,DF,Valencia,31,1990,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4353,Gabriel Paulista,BRA,DF,Valencia,32,1990,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4354,Gabriel Pereira,BRA,DF,Gil Vicente FC,22,2000,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4354,Gabriel Pereira,BRA,DF,Gil Vicente FC,23,2000,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4355,Gabriel Silva,BRA,"DF,MF",Saint-Étienne,30,1991,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4356,Gabriel Strefezza,BRA,FW,Lecce,26,1997,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
4356,Gabriel Strefezza,BRA,"FW,MF",Lecce,25,1997,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
4357,Gabriel Suazo,CHI,DF,Toulouse,24,1997,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4357,Gabriel Suazo,CHI,DF,Toulouse,25,1997,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4358,Gabriel Veiga,ESP,FW,Celta Vigo,21,2002,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4358,Gabriel Veiga,ESP,MF,Celta Vigo,19,2002,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4358,Gabriel Veiga,ESP,MF,Celta Vigo,20,2002,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4359,Gabriel Veron,BRA,"MF,FW",Porto,19,2002,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4360,Gabriel Vidovic,CRO,FW,Bayern Munich,18,2003,Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
4360,Gabriel Vidovic,CRO,"FW,MF",Bayern Munich,17,2003,Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
4361,Gabriel Vidovic,CRO,"FW,MF",Vitesse,18,2003,Eredivisie,2022_2023,,,,,,,,,,,,,,,,,,,
4362,Gabriel Vieira,BRA,"FW,MF",Santa Clara,20,2002,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4363,Gabriel Zirngast,AUT,FW,LASK,20,2002,Austrian_Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
4364,Gabriel Zlatanov,BUL,DF,Botev Plovdiv,18,2005,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4365,Gabriele Marchegiani,ITA,GK,Atromitos,27,1996,Super_League_Greece,2023_2024,7.0,7.0,630,7.0,,,,,,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
4366,Gabriele Zappa,ITA,DF,Cagliari,21,1999,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
4366,Gabriele Zappa,ITA,DF,Cagliari,23,1999,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
4367,Gaetano Castrovilli,ITA,"FW,MF",Fiorentina,26,1997,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
4367,Gaetano Castrovilli,ITA,MF,Fiorentina,24,1997,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
4367,Gaetano Castrovilli,ITA,MF,Fiorentina,25,1997,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
4368,Gaetano Oristanio,ITA,"FW,MF",Cagliari,20,2002,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
4369,Gaetano Oristanio,ITA,"MF,FW",Volendam,19,2002,Eredivisie,2022_2023,,,,,,,,,,,,,,,,,,,
4370,Gaga Slonina,USA,GK,Eupen,19,2004,Belgian_Pro_League,2023_2024,28.0,28.0,"2,520",28.0,56.0,2.0,159.0,106.0,66.7,6.0,2.0,20.0,4.0,14.3,5.0,3.0,1.0,1.0,25.0
4371,Gaius Makouta,CGO,MF,Boavista,24,1997,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4371,Gaius Makouta,CGO,MF,Boavista,25,1997,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4371,Gaius Makouta,CGO,MF,Boavista,26,1997,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4372,Galeno,BRA,"FW,MF",Porto,25,1997,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4372,Galeno,BRA,"MF,DF",Braga,23,1997,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4372,Galeno,BRA,"MF,FW",Porto,23,1997,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4372,Galeno,BRA,"MF,FW",Porto,24,1997,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4373,Galin Ivanov,BUL,"FW,MF",CSKA 1948,33,1988,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4373,Galin Ivanov,BUL,"FW,MF",Slavia Sofia,34,1988,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4373,Galin Ivanov,BUL,"FW,MF",Slavia Sofia,35,1988,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4374,Galin Minkov,BUL,DF,CSKA Sofia,24,1997,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4374,Galin Minkov,BUL,DF,Lokomotiv Sofia,25,1997,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4375,Gaoussou Traoré,MLI,MF,Radnički Niš,23,1999,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
4376,Garang Kuol,AUS,"FW,MF",Volendam,18,2004,Eredivisie,2023_2024,,,,,,,,,,,,,,,,,,,
4377,Gareth Bale,WAL,FW,Real Madrid,32,1989,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4378,Garry Rodrigues,CPV,MF,Olympiacos,30,1990,Super_League_Greece,2021_2022,,,,,,,,,,,,,,,,,,,
4378,Garry Rodrigues,CPV,"MF,FW",Olympiacos,31,1990,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
4379,Garry Rodrigues,CPV,MF,Ankaragücü,32,1990,Super_Lig,2023_2024,,,,,,,,,,,,,,,,,,,
4380,Gary Magnée,BEL,"DF,MF",Eupen,23,1999,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
4380,Gary Magnée,BEL,"MF,DF",Eupen,21,1999,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
4380,Gary Magnée,BEL,"MF,DF",Eupen,22,1999,Belgian_Pro_League,2022_2023,,,,,,,,,,,,,,,,,,,
4381,Gary Medel,CHI,DF,Bologna,33,1987,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
4381,Gary Medel,CHI,"MF,DF",Bologna,34,1987,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
4382,Gaspar,ANG,DF,Estrela,25,1997,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4383,Gastón Campi,ARG,DF,Yeni Mal'spor,30,1991,Super_Lig,2021_2022,,,,,,,,,,,,,,,,,,,
4384,Gastón Campi,ARG,DF,Arouca,30,1991,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4385,Gastón Pereiro,URU,"FW,MF",Cagliari,26,1995,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
4386,Gastón Álvarez,URU,DF,Getafe,22,2000,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4386,Gastón Álvarez,URU,DF,Getafe,23,2000,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4387,Gastón Ávila,ARG,DF,Antwerp,20,2001,Belgian_Pro_League,2022_2023,,,,,,,,,,,,,,,,,,,
4387,Gastón Ávila,ARG,DF,Antwerp,21,2001,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
4388,Gastón Ávila,ARG,DF,Ajax,21,2001,Eredivisie,2023_2024,,,,,,,,,,,,,,,,,,,
4389,Gaultiér Overman,NED,"MF,DF",Sparta R'dam,20,2000,Eredivisie,2021_2022,,,,,,,,,,,,,,,,,,,
4390,Gauthier Gallon,FRA,GK,Troyes,28,1993,Ligue_1,2021_2022,31.0,31.0,"2,790",31.0,45.0,1.45,135.0,92.0,72.6,8.0,8.0,15.0,8.0,25.8,8.0,8.0,0.0,0.0,0.0
4390,Gauthier Gallon,FRA,GK,Troyes,29,1993,Ligue_1,2022_2023,30.0,30.0,"2,667",29.6,65.0,2.19,177.0,114.0,66.1,3.0,9.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
4391,Gauthier Hein,FRA,"MF,FW",Auxerre,25,1996,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4392,Gautier Lloris,FRA,DF,Le Havre,28,1995,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4393,Gavi,ESP,"MF,FW",Barcelona,16,2004,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4393,Gavi,ESP,"MF,FW",Barcelona,17,2004,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4393,Gavi,ESP,"MF,FW",Barcelona,18,2004,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4394,Gavin Bazunu,IRL,GK,Southampton,20,2002,Premier_League,2022_2023,32.0,32.0,"2,880",32.0,56.0,1.75,120.0,67.0,54.2,6.0,6.0,20.0,4.0,12.5,2.0,1.0,1.0,0.0,50.0
4395,Gaël Kakuta,COD,FW,Lens,31,1991,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4395,Gaël Kakuta,COD,"MF,FW",Lens,30,1991,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4396,Gaëtan Charbonnier,FRA,"FW,MF",Auxerre,33,1988,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4397,Gaëtan Coucke,BEL,GK,Mechelen,22,1998,Belgian_Pro_League,2021_2022,30.0,30.0,"2,671",29.7,52.0,1.75,148.0,97.0,66.2,15.0,6.0,9.0,5.0,16.7,3.0,2.0,1.0,0.0,33.3
4397,Gaëtan Coucke,BEL,GK,Mechelen,23,1998,Belgian_Pro_League,2022_2023,29.0,29.0,"2,600",28.9,51.0,1.77,145.0,94.0,67.6,11.0,7.0,11.0,7.0,24.1,4.0,4.0,0.0,0.0,0.0
4397,Gaëtan Coucke,BEL,GK,Mechelen,24,1998,Belgian_Pro_League,2023_2024,30.0,30.0,"2,700",30.0,34.0,1.13,124.0,90.0,73.4,13.0,6.0,11.0,10.0,33.3,4.0,1.0,1.0,2.0,50.0
4398,Gaëtan Hendrickx,BEL,MF,Charleroi,26,1995,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
4399,Gaëtan Laborde,FRA,FW,Montpellier,27,1994,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4399,Gaëtan Laborde,FRA,FW,Nice,28,1994,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4399,Gaëtan Laborde,FRA,FW,Rennes,27,1994,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4399,Gaëtan Laborde,FRA,FW,Rennes,28,1994,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4399,Gaëtan Laborde,FRA,"FW,MF",Nice,29,1994,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4400,Gaëtan Laura,,FW,Samsunspor,27,1995,Super_Lig,2023_2024,,,,,,,,,,,,,,,,,,,
4401,Gaëtan Missi Mezu,GAB,FW,Tsarsko Selo,25,1996,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4402,Gaëtan Perrin,FRA,"MF,FW",Auxerre,26,1996,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4403,Gaëtan Poussin,FRA,GK,Bordeaux,22,1999,Ligue_1,2021_2022,13.0,13.0,"1,170",13.0,29.0,2.23,61.0,32.0,55.7,3.0,5.0,5.0,2.0,15.4,4.0,2.0,2.0,0.0,50.0
4404,Gaëtan Robail,FRA,"FW,MF",Atromitos,28,1994,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
4404,Gaëtan Robail,FRA,"FW,MF",Atromitos,29,1994,Super_League_Greece,2023_2024,,,,,,,,,,,,,,,,,,,
4405,Gboly Ariyibi,USA,MF,Ankaragücü,27,1995,Super_Lig,2022_2023,,,,,,,,,,,,,,,,,,,
4406,Gedeon Kalulu,COD,DF,Lorient,24,1997,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4406,Gedeon Kalulu,COD,DF,Lorient,25,1997,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4407,Gedson Fernandes,POR,MF,Beşiktaş,23,1999,Super_Lig,2022_2023,,,,,,,,,,,,,,,,,,,
4407,Gedson Fernandes,POR,MF,Beşiktaş,24,1999,Super_Lig,2023_2024,,,,,,,,,,,,,,,,,,,
4407,Gedson Fernandes,POR,MF,Rizespor,22,1999,Super_Lig,2021_2022,,,,,,,,,,,,,,,,,,,
4408,Gedson Fernandes,POR,MF,Benfica,22,1999,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4409,Geferson,BRA,"DF,MF",CSKA Sofia,27,1994,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4409,Geferson,BRA,"DF,MF",CSKA Sofia,28,1994,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4410,Gelabert,ESP,"MF,FW",Toulouse,22,2000,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4411,Gelson Martins,POR,"MF,FW",Monaco,26,1995,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4411,Gelson Martins,POR,"MF,FW",Monaco,27,1995,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
4412,Gelson Martins,POR,MF,Olympiacos,28,1995,Super_League_Greece,2023_2024,,,,,,,,,,,,,,,,,,,
4413,Genadi Lugo,BUL,DF,FC Spartak Varna,33,1989,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4414,Genki Haraguchi,JPN,MF,Stuttgart,31,1991,Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
4414,Genki Haraguchi,JPN,MF,Stuttgart,32,1991,Bundesliga,2023_2024,,,,,,,,,,,,,,,,,,,
4414,Genki Haraguchi,JPN,MF,Union Berlin,30,1991,Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
4414,Genki Haraguchi,JPN,MF,Union Berlin,31,1991,Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
4415,Gennaro Borrelli,ITA,FW,Frosinone,23,2000,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
4416,Geny Catamo,MOZ,DF,Sporting CP,20,2001,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4416,Geny Catamo,MOZ,"FW,MF",Marítimo,21,2001,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4416,Geny Catamo,MOZ,"FW,MF",Vitória,20,2001,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4416,Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
4417,Geoffrey Chinedu,NGA,FW,Radnički Kragujevac,24,1997,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
4417,Geoffrey Chinedu,NGA,FW,Radnički Kragujevac,25,1997,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
4418,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,29,1993,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
4418,Geoffrey Kondogbia,CTA,"MF,DF",Atlético Madrid,28,1993,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
4419,Geoffrey Kondogbia,CTA,MF,Marseille,30,1993,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4420,Geoffry Hairemans,BEL,"FW,MF",Mechelen,29,1991,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
4420,Geoffry Hairemans,BEL,"FW,MF",Mechelen,30,1991,Belgian_Pro_League,2022_2023,,,,,,,,,,,,,,,,,,,
4420,Geoffry Hairemans,BEL,"FW,MF",Mechelen,31,1991,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
4421,Georg Teigl,AUT,"DF,MF",Austria Wien,30,1991,Austrian_Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
4421,Georg Teigl,AUT,"MF,DF",Austria Wien,31,1991,Austrian_Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
4422,George Abbott,ENG,MF,Tottenham,16,2005,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
4423,George Baldock,GRE,DF,Sheffield Utd,30,1993,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
4424,George Bello,USA,DF,Arminia,19,2002,Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
4425,George Bello,USA,"MF,DF",LASK,21,2002,Austrian_Bundesliga,2023_2024,,,,,,,,,,,,,,,,,,,
4426,George Cox,ENG,DF,Fortuna Sittard,23,1998,Eredivisie,2021_2022,,,,,,,,,,,,,,,,,,,
4426,George Cox,ENG,DF,Fortuna Sittard,24,1998,Eredivisie,2022_2023,,,,,,,,,,,,,,,,,,,
4426,George Cox,ENG,"DF,MF",Volendam,25,1998,Eredivisie,2023_2024,,,,,,,,,,,,,,,,,,,
4427,George Earthy,ENG,FW,West Ham,18,2004,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
4428,George Ilenikhena,FRA,FW,Antwerp,16,2006,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
4429,George Pușcaș,ROU,FW,Genoa,27,1996,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
4430,Georges Mikautadze,GEO,FW,Metz,20,2000,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
4430,Georges Mikautadze,GEO,FW,Metz,22,2000,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
4431,Georges Mikautadze,GEO,FW,R.F.C. Seraing,20,2000,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
4432,Georges Mikautadze,GEO,"MF,FW",Ajax,22,2000,Eredivisie,2023_2024,,,,,,,,,,,,,,,,,,,
4433,Georges-Kévin N'Koudou,CMR,"MF,FW",Beşiktaş,26,1995,Super_Lig,2021_2022,,,,,,,,,,,,,,,,,,,
4433,Georges-Kévin N'Koudou,CMR,"MF,FW",Beşiktaş,27,1995,Super_Lig,2022_2023,,,,,,,,,,,,,,,,,,,
4434,Georgi Aleksandrov,BUL,DF,Etar,22,2001,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4434,Georgi Aleksandrov,BUL,DF,Levski Sofia,20,2001,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4435,Georgi Angelov,BUL,MF,CSKA 1948,30,1990,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4435,Georgi Angelov,BUL,MF,Etar,32,1990,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4436,Georgi Argilashki,BUL,GK,Botev Plovdiv,30,1991,Bulgarian_First_League,2021_2022,26.0,26.0,"2,340",26.0,,,,,,13.0,6.0,7.0,8.0,30.8,2.0,2.0,0.0,0.0,0.0
4436,Georgi Argilashki,BUL,GK,Botev Plovdiv,31,1991,Bulgarian_First_League,2022_2023,8.0,8.0,720,8.0,,,,,,1.0,2.0,5.0,1.0,12.5,1.0,1.0,0.0,0.0,0.0
4437,Georgi Atanasov,BUL,FW,Arda,17,2004,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4437,Georgi Atanasov,BUL,FW,Arda,18,2004,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4438,Georgi Babaliev,BUL,FW,FC Spartak Varna,21,2001,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4439,Georgi Chorbadzhiyski,BUL,MF,CSKA Sofia,18,2004,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4440,Georgi Chukalov,BUL,MF,FC Spartak Varna,24,1998,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4441,Georgi Dinkov,BUL,DF,Beroe,30,1991,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4441,Georgi Dinkov,BUL,DF,Beroe,31,1991,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4442,Georgi Georgiev,BUL,GK,Cherno More,32,1988,Bulgarian_First_League,2021_2022,9.0,9.0,803,8.9,,,,,,3.0,4.0,2.0,4.0,44.4,1.0,1.0,0.0,0.0,0.0
4442,Georgi Georgiev,BUL,GK,Cherno More,33,1988,Bulgarian_First_League,2022_2023,10.0,9.0,813,9.0,,,,,,2.0,4.0,3.0,3.0,33.3,1.0,1.0,0.0,0.0,0.0
4443,Georgi Ivanov,BUL,MF,CSKA 1948,28,1993,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4444,Georgi Ivanov Karakashev,BUL,MF,Loko Plovdiv,23,1999,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4444,Georgi Ivanov Karakashev,BUL,MF,Loko Plovdiv,24,1999,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4444,Georgi Ivanov Karakashev,BUL,MF,PFC Hebar Pazardzhik,24,1999,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4445,Georgi Milanov,BUL,"FW,MF",Levski Sofia,29,1992,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4445,Georgi Milanov,BUL,"FW,MF",Levski Sofia,30,1992,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4446,Georgi Minchev,BUL,FW,Loko Plovdiv,26,1995,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4446,Georgi Minchev,BUL,FW,Loko Plovdiv,28,1995,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4447,Georgi Nikolov,BUL,FW,Botev Plovdiv,21,2002,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4447,Georgi Nikolov,BUL,FW,Botev Vratsa,19,2002,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4447,Georgi Nikolov,BUL,FW,PFC Hebar Pazardzhik,21,2002,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4448,Georgi Petkov,BUL,GK,Slavia Sofia,45,1976,Bulgarian_First_League,2021_2022,2.0,1.0,106,1.2,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
4448,Georgi Petkov,BUL,GK,Slavia Sofia,46,1976,Bulgarian_First_League,2022_2023,1.0,1.0,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
4448,Georgi Petkov,BUL,GK,Slavia Sofia,47,1976,Bulgarian_First_League,2023_2024,1.0,0.0,1,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
4449,Georgi Rusev,BUL,FW,CSKA 1948,23,1998,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
4449,Georgi Rusev,BUL,FW,CSKA 1948,24,1998,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
4449,Georgi Rusev,BUL,FW,CSKA 1948,25,1998,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
4450,Georgi Shalamanov,BUL,MF,Pirin Blagoevgrad,16,2004,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
