player_id,player,nation,position,club,age,year_of_birth,league,season,90s_played,yellow_cards,red_cards,second_yellow_card,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,%_of_aerials_won
1,Aaron Appindangoyé,GAB,DF,Sivasspor,29,1992,Super_Lig,2021_2022,2.8,1,0,0,4.0,0.0,1.0,0.0,3.0,2.0,,,0,,,,
1,Aaron Appindangoyé,GAB,DF,Sivasspor,30,1992,Super_Lig,2022_2023,14.6,1,0,0,7.0,6.0,2.0,0.0,24.0,7.0,,,0,,,,
1,Aaron Appindangoyé,GAB,DF,Sivasspor,31,1992,Super_Lig,2023_2024,29.9,1,0,0,12.0,9.0,2.0,2.0,27.0,9.0,,,0,,,,
2,Aaron Connolly,IRL,"FW,MF",Brighton,21,2000,Premier_League,2021_2022,1.7,0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,2.0,5.0,28.6
3,Aaron Cresswell,ENG,DF,West Ham,31,1989,Premier_League,2021_2022,30.3,3,0,0,14.0,10.0,2.0,145.0,35.0,18.0,0.0,1.0,0,163.0,32.0,24.0,57.1
3,Aaron Cresswell,ENG,DF,West Ham,32,1989,Premier_League,2022_2023,24.8,3,0,0,9.0,9.0,2.0,133.0,27.0,11.0,0.0,0.0,0,120.0,28.0,27.0,50.9
3,Aaron Cresswell,ENG,"DF,FW",West Ham,33,1989,Premier_League,2023_2024,4.8,1,0,0,2.0,3.0,1.0,11.0,3.0,2.0,0.0,0.0,0,18.0,6.0,3.0,66.7
4,Aaron Hickey,SCO,DF,Brentford,20,2002,Premier_League,2022_2023,21.3,7,0,0,20.0,35.0,1.0,27.0,17.0,26.0,0.0,1.0,0,111.0,14.0,22.0,38.9
4,Aaron Hickey,SCO,DF,Brentford,21,2002,Premier_League,2023_2024,7.9,5,0,0,10.0,16.0,0.0,5.0,3.0,9.0,0.0,0.0,0,42.0,1.0,9.0,10.0
5,Aaron Hickey,SCO,DF,Bologna,19,2002,Serie_A,2021_2022,31.3,7,0,0,39.0,71.0,4.0,52.0,29.0,29.0,0.0,0.0,0,134.0,17.0,30.0,36.2
6,Aaron Lennon,ENG,"MF,FW",Burnley,34,1987,Premier_League,2021_2022,17.2,2,0,0,19.0,20.0,4.0,40.0,9.0,17.0,0.0,1.0,0,73.0,7.0,21.0,25.0
7,Aaron Leya Iseka,BEL,FW,OFI Crete,25,1997,Super_League_Greece,2023_2024,10.9,2,0,0,,,,,,,,,0,,,,
8,Aaron Malouda,FRA,FW,Lille,17,2005,Ligue_1,2023_2024,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
9,Aaron Meijers,NED,DF,RKC Waalwijk,35,1987,Eredivisie,2023_2024,25.6,7,0,0,25.0,27.0,0.0,136.0,30.0,29.0,0.0,2.0,0,141.0,33.0,25.0,56.9
9,Aaron Meijers,NED,DF,Sparta R'dam,33,1987,Eredivisie,2021_2022,8.2,1,1,0,3.0,13.0,0.0,33.0,4.0,15.0,0.0,0.0,0,47.0,11.0,13.0,45.8
9,Aaron Meijers,NED,DF,Sparta R'dam,34,1987,Eredivisie,2022_2023,3.3,0,0,0,4.0,7.0,0.0,15.0,4.0,7.0,0.0,0.0,0,32.0,6.0,4.0,60.0
10,Aaron Ramsdale,ENG,GK,Arsenal,23,1998,Premier_League,2021_2022,34.0,1,0,0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0,40.0,6.0,2.0,75.0
10,Aaron Ramsdale,ENG,GK,Arsenal,24,1998,Premier_League,2022_2023,38.0,1,0,0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0,33.0,6.0,0.0,100.0
10,Aaron Ramsdale,ENG,GK,Arsenal,25,1998,Premier_League,2023_2024,6.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,
11,Aaron Ramsey,ENG,"MF,FW",Burnley,20,2003,Premier_League,2023_2024,5.9,1,0,0,7.0,3.0,1.0,2.0,1.0,14.0,0.0,1.0,0,24.0,4.0,5.0,44.4
12,Aaron Ramsey,WAL,MF,Nice,31,1990,Ligue_1,2022_2023,17.6,3,0,0,23.0,18.0,3.0,62.0,17.0,25.0,1.0,0.0,0,115.0,6.0,12.0,33.3
13,Aaron Ramsey,WAL,MF,Juventus,30,1990,Serie_A,2021_2022,1.1,0,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,0.0,0.0,
14,Aaron Schwarz,AUT,"MF,FW",SK Austria Klagenfurt,19,2004,Austrian_Bundesliga,2023_2024,7.6,2,0,0,7.0,5.0,5.0,10.0,3.0,8.0,,,0,,,,
15,Aaron Seydel,GER,FW,Darmstadt 98,27,1996,Bundesliga,2023_2024,6.9,1,0,0,9.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0,14.0,45.0,31.0,59.2
16,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,23,1997,Premier_League,2021_2022,19.9,2,0,0,15.0,13.0,1.0,35.0,34.0,36.0,0.0,1.0,0,126.0,19.0,32.0,37.3
16,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,24,1997,Premier_League,2022_2023,15.9,2,0,0,11.0,2.0,0.0,14.0,22.0,25.0,0.0,0.0,0,73.0,13.0,17.0,43.3
16,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,25,1997,Premier_League,2023_2024,19.8,4,0,0,17.0,9.0,0.0,14.0,41.0,25.0,0.0,1.0,0,94.0,21.0,19.0,52.5
17,Aaron Zehnter,GER,DF,Augsburg,17,2004,Bundesliga,2022_2023,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
18,Aarón Escandell,ESP,GK,Granada,25,1995,La_Liga,2021_2022,3.2,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,
18,Aarón Escandell,ESP,GK,Las Palmas,27,1995,La_Liga,2023_2024,1.7,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.0,
19,Aarón Martín,ESP,DF,Mainz 05,24,1997,Bundesliga,2021_2022,25.5,7,0,0,31.0,18.0,0.0,180.0,20.0,33.0,0.0,0.0,0,161.0,12.0,15.0,44.4
19,Aarón Martín,ESP,DF,Mainz 05,25,1997,Bundesliga,2022_2023,20.5,3,0,0,28.0,12.0,2.0,145.0,15.0,27.0,0.0,0.0,0,104.0,1.0,13.0,7.1
20,Aarón Martín,ESP,DF,Genoa,26,1997,Serie_A,2023_2024,15.3,4,1,1,23.0,17.0,2.0,106.0,9.0,10.0,0.0,0.0,0,48.0,8.0,11.0,42.1
21,Abakar Sylla,CIV,DF,Club Brugge,19,2002,Belgian_Pro_League,2022_2023,14.2,7,2,1,23.0,12.0,2.0,1.0,26.0,14.0,0.0,0.0,0,129.0,30.0,27.0,52.6
22,Abakar Sylla,CIV,DF,Strasbourg,20,2002,Ligue_1,2023_2024,19.9,4,0,0,30.0,4.0,1.0,3.0,26.0,23.0,0.0,0.0,1,124.0,32.0,21.0,60.4
23,Abass Issah,GHA,"FW,MF",Chaves,23,1998,Primeira_Liga,2022_2023,15.2,6,1,0,39.0,32.0,12.0,22.0,8.0,7.0,0.0,0.0,0,68.0,7.0,13.0,35.0
23,Abass Issah,GHA,"MF,FW",Chaves,24,1998,Primeira_Liga,2023_2024,3.4,1,0,0,8.0,9.0,2.0,10.0,0.0,0.0,0.0,0.0,0,10.0,1.0,2.0,33.3
24,Abat Ajymbetow,KAZ,FW,Adana Demirspor,27,1995,Super_Lig,2023_2024,3.0,0,0,0,4.0,5.0,4.0,0.0,1.0,1.0,,,0,,,,
25,Abbas Ibrahim,NGA,"MF,DF",Paços,24,1998,Primeira_Liga,2022_2023,3.6,3,0,0,6.0,6.0,0.0,3.0,4.0,4.0,0.0,0.0,0,29.0,3.0,3.0,50.0
25,Abbas Ibrahim,NGA,"MF,FW",Paços,23,1998,Primeira_Liga,2021_2022,2.0,2,0,0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0,19.0,2.0,3.0,40.0
26,Abdallah Sima,SEN,FW,Angers,21,2001,Ligue_1,2022_2023,20.4,0,0,0,32.0,24.0,12.0,16.0,4.0,13.0,1.0,1.0,1,52.0,43.0,63.0,40.6
27,Abde Ezzalzouli,MAR,FW,Barcelona,19,2001,La_Liga,2021_2022,6.4,4,0,0,17.0,15.0,2.0,15.0,9.0,9.0,0.0,0.0,0,29.0,3.0,7.0,30.0
27,Abde Ezzalzouli,MAR,FW,Betis,21,2001,La_Liga,2023_2024,9.6,1,0,0,9.0,16.0,4.0,33.0,5.0,14.0,0.0,0.0,0,44.0,23.0,23.0,50.0
27,Abde Ezzalzouli,MAR,FW,Betis,21,2001,La_Liga,2023_2024,0.8,0,0,0,1.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0,2.0,1.0,2.0,33.3
27,Abde Ezzalzouli,MAR,"FW,MF",Barcelona,21,2001,La_Liga,2023_2024,9.6,1,0,0,9.0,16.0,4.0,33.0,5.0,14.0,0.0,0.0,0,44.0,23.0,23.0,50.0
27,Abde Ezzalzouli,MAR,"FW,MF",Barcelona,21,2001,La_Liga,2023_2024,0.8,0,0,0,1.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0,2.0,1.0,2.0,33.3
27,Abde Ezzalzouli,MAR,"FW,MF",Osasuna,20,2001,La_Liga,2022_2023,16.7,4,2,1,27.0,34.0,2.0,76.0,4.0,19.0,0.0,0.0,0,71.0,3.0,17.0,15.0
28,Abdel Abqar,MAR,DF,Alavés,24,1999,La_Liga,2023_2024,25.7,10,0,0,33.0,23.0,1.0,2.0,23.0,19.0,0.0,2.0,1,109.0,39.0,36.0,52.0
29,Abdel Jalil Medioub,ALG,DF,Bordeaux,23,1997,Ligue_1,2021_2022,6.9,0,0,0,3.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,0,31.0,14.0,6.0,70.0
30,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,24,1996,Serie_A,2021_2022,9.9,3,0,0,21.0,34.0,1.0,15.0,7.0,18.0,0.0,0.0,0,39.0,26.0,26.0,50.0
30,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,25,1996,Serie_A,2022_2023,11.9,5,0,0,28.0,39.0,0.0,54.0,2.0,7.0,0.0,0.0,0,50.0,30.0,29.0,50.8
31,Abdelkahar Kadri,ALG,MF,Kortrijk,21,2000,Belgian_Pro_League,2021_2022,16.0,2,1,0,14.0,19.0,1.0,64.0,19.0,25.0,0.0,0.0,0,102.0,8.0,21.0,27.6
31,Abdelkahar Kadri,ALG,"MF,FW",Kortrijk,22,2000,Belgian_Pro_League,2022_2023,13.6,4,0,0,16.0,20.0,1.0,9.0,20.0,29.0,0.0,1.0,0,109.0,9.0,11.0,45.0
31,Abdelkahar Kadri,ALG,"MF,FW",Kortrijk,23,2000,Belgian_Pro_League,2023_2024,25.4,4,0,0,21.0,51.0,4.0,111.0,27.0,30.0,0.0,0.0,0,173.0,10.0,19.0,34.5
32,Abdellah Baallal,MAR,MF,Clermont Foot,18,2004,Ligue_1,2023_2024,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,100.0
33,Abdellah Raihani,MAR,FW,Atlético Madrid,19,2004,La_Liga,2023_2024,0.1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
34,Abdenasser El Khayati,NED,"MF,FW",Willem II,32,1989,Eredivisie,2021_2022,0.6,0,0,0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.0,
35,Abdenego Nankishi,GER,FW,Heracles Almelo,21,2002,Eredivisie,2023_2024,3.9,0,0,0,3.0,8.0,1.0,4.0,1.0,8.0,0.0,0.0,0,30.0,2.0,8.0,20.0
36,Abderahmane Soussi,MAR,"FW,MF",Antwerp,18,2003,Belgian_Pro_League,2021_2022,0.8,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,4.0,5.0,44.4
37,Abderrahman Rebbach,ALG,"FW,MF",Alavés,24,1998,La_Liga,2023_2024,8.0,1,0,0,13.0,10.0,3.0,63.0,3.0,5.0,0.0,0.0,0,31.0,7.0,13.0,35.0
38,Abdou Diallo,SEN,"DF,MF",RB Leipzig,26,1996,Bundesliga,2022_2023,5.3,2,0,0,3.0,2.0,1.0,1.0,8.0,5.0,0.0,1.0,0,40.0,12.0,11.0,52.2
39,Abdou Diallo,SEN,DF,Paris S-G,25,1996,Ligue_1,2021_2022,9.7,1,0,0,12.0,3.0,0.0,18.0,10.0,14.0,0.0,0.0,0,45.0,14.0,6.0,70.0
40,Abdou Harroui,NED,MF,Sassuolo,23,1998,Serie_A,2021_2022,5.0,2,0,0,13.0,2.0,0.0,7.0,4.0,4.0,0.0,0.0,0,38.0,6.0,9.0,40.0
40,Abdou Harroui,NED,MF,Sassuolo,24,1998,Serie_A,2022_2023,7.2,2,0,0,13.0,3.0,1.0,11.0,2.0,6.0,0.0,0.0,0,38.0,9.0,5.0,64.3
40,Abdou Harroui,NED,"MF,FW",Frosinone,25,1998,Serie_A,2023_2024,11.3,2,0,0,18.0,16.0,1.0,12.0,5.0,11.0,0.0,0.0,0,53.0,12.0,8.0,60.0
41,Abdou Harroui,NED,MF,Sparta R'dam,23,1998,Eredivisie,2021_2022,1.0,1,0,0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0,7.0,0.0,2.0,0.0
42,Abdoul Kader Bamba,FRA,"FW,MF",Nantes,28,1994,Ligue_1,2022_2023,0.9,0,1,0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,5.0,2.0,0.0,100.0
42,Abdoul Kader Bamba,FRA,"FW,MF",Nantes,29,1994,Ligue_1,2023_2024,6.8,2,0,0,3.0,35.0,5.0,26.0,4.0,7.0,1.0,0.0,0,44.0,6.0,6.0,50.0
43,Abdoul Kader Yaméogo,CIV,DF,Club Brugge,18,2004,Belgian_Pro_League,2023_2024,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
44,Abdoul Koné,FRA,DF,Reims,18,2005,Ligue_1,2023_2024,2.1,1,0,0,2.0,4.0,0.0,1.0,2.0,7.0,1.0,0.0,0,14.0,0.0,1.0,0.0
45,Abdoul Rachid Ayinde,BFA,"DF,MF",Gent,18,2005,Belgian_Pro_League,2023_2024,0.1,0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
46,Abdoul-Fessal Tapsoba,BFA,FW,Standard Liège,20,2001,Belgian_Pro_League,2022_2023,0.9,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,1.0,2.0,33.3
46,Abdoul-Fessal Tapsoba,BFA,"FW,MF",Standard Liège,19,2001,Belgian_Pro_League,2021_2022,7.9,4,0,0,27.0,15.0,6.0,14.0,3.0,15.0,0.0,0.0,0,26.0,25.0,30.0,45.5
47,Abdoulay Diaby,MLI,MF,Pendikspor,32,1991,Super_Lig,2023_2024,11.9,3,0,0,22.0,12.0,9.0,28.0,12.0,10.0,,,0,,,,
48,Abdoulaye Ba,SEN,DF,Arouca,30,1991,Primeira_Liga,2021_2022,14.9,4,0,0,17.0,4.0,1.0,0.0,29.0,11.0,0.0,0.0,2,104.0,33.0,14.0,70.2
48,Abdoulaye Ba,SEN,DF,Arouca,30,1991,Primeira_Liga,2021_2022,1.0,0,0,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0,11.0,3.0,0.0,100.0
48,Abdoulaye Ba,SEN,DF,Moreirense,30,1991,Primeira_Liga,2021_2022,14.9,4,0,0,17.0,4.0,1.0,0.0,29.0,11.0,0.0,0.0,2,104.0,33.0,14.0,70.2
48,Abdoulaye Ba,SEN,DF,Moreirense,30,1991,Primeira_Liga,2021_2022,1.0,0,0,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0,11.0,3.0,0.0,100.0
49,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,18,2002,Ligue_1,2021_2022,3.4,0,0,0,7.0,5.0,0.0,0.0,12.0,9.0,0.0,0.0,0,25.0,4.0,4.0,50.0
50,Abdoulaye Bamba,CIV,DF,Angers,32,1990,Ligue_1,2022_2023,15.2,2,0,0,10.0,13.0,4.0,19.0,18.0,12.0,0.0,0.0,0,68.0,17.0,14.0,54.8
50,Abdoulaye Bamba,CIV,"DF,FW",Angers,31,1990,Ligue_1,2021_2022,5.1,1,0,0,5.0,6.0,0.0,10.0,9.0,5.0,0.0,0.0,1,19.0,6.0,5.0,54.5
51,Abdoulaye Cissé,GUI,DF,Novi Pazar,28,1994,Serbian_SuperLiga,2023_2024,26.8,8,1,1,,,,,,,,,0,,,,
52,Abdoulaye Dabo,FRA,MF,Levadiakos,21,2001,Super_League_Greece,2022_2023,5.2,2,0,0,,,,,,,,,0,,,,
53,Abdoulaye Doucouré,MLI,"FW,MF",Everton,30,1993,Premier_League,2023_2024,29.2,7,0,0,53.0,8.0,21.0,26.0,15.0,27.0,0.0,1.0,0,144.0,24.0,40.0,37.5
53,Abdoulaye Doucouré,MLI,MF,Everton,28,1993,Premier_League,2021_2022,28.2,6,0,0,39.0,16.0,1.0,11.0,28.0,43.0,0.0,0.0,0,213.0,35.0,37.0,48.6
53,Abdoulaye Doucouré,MLI,MF,Everton,29,1993,Premier_League,2022_2023,17.0,6,1,0,21.0,4.0,8.0,8.0,13.0,20.0,0.0,1.0,0,100.0,13.0,30.0,30.2
54,Abdoulaye Seck,SEN,DF,Antwerp,29,1992,Belgian_Pro_League,2021_2022,15.0,3,1,0,14.0,6.0,2.0,3.0,19.0,12.0,0.0,0.0,0,65.0,63.0,40.0,61.2
55,Abdoulaye Sissako,FRA,MF,Kortrijk,25,1998,Belgian_Pro_League,2023_2024,21.0,3,0,0,12.0,8.0,3.0,10.0,28.0,29.0,0.0,0.0,0,168.0,48.0,41.0,53.9
55,Abdoulaye Sissako,FRA,MF,Zulte Waregem,23,1998,Belgian_Pro_League,2021_2022,14.2,6,1,0,20.0,10.0,0.0,7.0,14.0,18.0,0.0,2.0,0,93.0,18.0,12.0,60.0
55,Abdoulaye Sissako,FRA,MF,Zulte Waregem,24,1998,Belgian_Pro_League,2022_2023,26.2,6,1,1,25.0,26.0,2.0,17.0,34.0,38.0,0.0,0.0,0,193.0,31.0,33.0,48.4
56,Abdoulaye Sylla,GUI,DF,R.F.C. Seraing,22,2000,Belgian_Pro_League,2022_2023,18.2,7,1,0,23.0,9.0,0.0,10.0,36.0,23.0,0.0,0.0,0,113.0,17.0,16.0,51.5
57,Abdoulaye Sylla,GUI,DF,Nantes,21,2000,Ligue_1,2021_2022,1.7,1,0,0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0,7.0,2.0,2.0,50.0
58,Abdoulaye Touré,GUI,MF,Fatih Karagümrük,27,1994,Super_Lig,2021_2022,4.8,0,0,0,2.0,8.0,0.0,1.0,10.0,1.0,,,0,,,,
59,Abdoulaye Touré,GUI,MF,Genoa,27,1994,Serie_A,2021_2022,4.8,1,0,0,3.0,9.0,0.0,3.0,4.0,4.0,0.0,0.0,0,27.0,5.0,4.0,55.6
60,Abdoulaye Touré,GUI,MF,Le Havre,29,1994,Ligue_1,2023_2024,25.4,4,0,0,27.0,32.0,0.0,4.0,25.0,28.0,0.0,0.0,0,173.0,42.0,40.0,51.2
61,Abdoulaye Traoré,CIV,FW,Botev Plovdiv,19,2003,Bulgarian_First_League,2022_2023,6.3,0,0,0,,,,,,,,,0,,,,
62,Abdoulie Sanyang,GAM,"FW,MF",Beerschot,22,1999,Belgian_Pro_League,2021_2022,4.5,0,0,0,2.0,13.0,1.0,8.0,3.0,9.0,0.0,0.0,0,26.0,1.0,8.0,11.1
63,Abdourahmane Barry,GUI,DF,Greuther Fürth,21,2000,Bundesliga,2021_2022,2.3,2,0,0,9.0,3.0,0.0,7.0,4.0,4.0,0.0,0.0,0,18.0,4.0,1.0,80.0
64,Abdu Conté,POR,DF,Troyes,23,1998,Ligue_1,2021_2022,15.0,2,0,0,14.0,14.0,2.0,41.0,4.0,12.0,0.0,0.0,0,68.0,9.0,11.0,45.0
64,Abdu Conté,POR,DF,Troyes,24,1998,Ligue_1,2022_2023,14.6,0,0,0,12.0,12.0,4.0,37.0,6.0,17.0,0.0,2.0,0,71.0,16.0,7.0,69.6
65,Abdu Conté,POR,"DF,MF",Moreirense,23,1998,Primeira_Liga,2021_2022,15.3,2,0,0,28.0,12.0,0.0,62.0,7.0,10.0,0.0,0.0,0,82.0,7.0,5.0,58.3
66,Abdukodir Khusanov,UZB,DF,Lens,19,2004,Ligue_1,2023_2024,9.0,5,0,0,9.0,7.0,0.0,2.0,13.0,12.0,0.0,1.0,0,41.0,6.0,5.0,54.5
67,Abdul Awudu,GHA,"FW,MF",Vizela,22,2001,Primeira_Liga,2023_2024,2.1,1,0,0,5.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0,8.0,3.0,4.0,42.9
68,Abdul Fatawu Issahaku,GHA,"DF,MF",Sporting CP,18,2004,Primeira_Liga,2022_2023,1.3,2,0,0,3.0,6.0,0.0,10.0,2.0,0.0,1.0,0.0,0,6.0,2.0,4.0,33.3
69,Abdul Majeed Waris,GHA,"FW,MF",Strasbourg,29,1991,Ligue_1,2021_2022,3.6,1,0,0,5.0,14.0,1.0,7.0,0.0,3.0,0.0,0.0,0,17.0,2.0,5.0,28.6
70,Abdul Mumin,GHA,DF,Rayo Vallecano,24,1998,La_Liga,2022_2023,10.2,2,0,0,7.0,8.0,0.0,3.0,9.0,9.0,0.0,0.0,0,54.0,13.0,18.0,41.9
70,Abdul Mumin,GHA,DF,Rayo Vallecano,25,1998,La_Liga,2023_2024,18.8,5,1,0,15.0,16.0,0.0,2.0,22.0,10.0,0.0,0.0,0,79.0,39.0,31.0,55.7
71,Abdul Mumin,GHA,DF,Vitória,23,1998,Primeira_Liga,2021_2022,24.7,11,2,2,25.0,18.0,0.0,3.0,34.0,25.0,0.0,1.0,0,113.0,35.0,30.0,53.8
72,Abdul Zubairu,NGA,MF,FK Kolubara,23,1998,Serbian_SuperLiga,2022_2023,3.2,3,0,0,,,,,,,,,0,,,,
73,Abdul-Aziz Yakubu,GHA,FW,Rio Ave,23,1998,Primeira_Liga,2022_2023,14.2,2,0,0,20.0,19.0,13.0,18.0,4.0,3.0,1.0,0.0,0,24.0,15.0,39.0,27.8
73,Abdul-Aziz Yakubu,GHA,FW,Rio Ave,24,1998,Primeira_Liga,2023_2024,12.4,0,0,0,24.0,9.0,21.0,8.0,0.0,2.0,1.0,0.0,0,17.0,23.0,33.0,41.1
74,Abdullah Aydın,,MF,İstanbulspor,22,2000,Super_Lig,2022_2023,0.2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,
75,Abdullah Durak,TUR,MF,Ankaragücü,35,1987,Super_Lig,2022_2023,2.0,0,0,0,3.0,0.0,0.0,0.0,0.0,5.0,,,0,,,,
76,Abdullah Yiğiter,,GK,Hatayspor,21,2000,Super_Lig,2021_2022,4.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,0,,,,
77,Abdulrahman Taiwo,NGA,FW,SønderjyskE,22,1998,Danish_Superliga,2021_2022,10.2,3,0,0,27.0,11.0,7.0,2.0,2.0,2.0,,,0,,,,
78,Abdulrazaq Ishaq,NGA,"DF,MF",Anderlecht,20,2002,Belgian_Pro_League,2022_2023,1.5,1,1,0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0,6.0,1.0,3.0,25.0
79,Abdulsamed Damlu,TUR,GK,Yeni Mal'spor,22,1999,Super_Lig,2021_2022,7.9,0,0,0,0.0,2.0,0.0,0.0,1.0,1.0,,,0,,,,
80,Abdulsamet Burak,,DF,Adana Demirspor,27,1996,Super_Lig,2023_2024,4.9,0,0,0,9.0,2.0,0.0,2.0,4.0,4.0,,,0,,,,
81,Abdulwahab Ibrahim,GHA,MF,Famalicão,22,1999,Primeira_Liga,2021_2022,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,
82,Abdurrahim Dursun,TUR,DF,Adana Demirspor,23,1998,Super_Lig,2022_2023,3.6,0,0,0,7.0,2.0,0.0,5.0,8.0,2.0,,,0,,,,
82,Abdurrahim Dursun,TUR,DF,Adana Demirspor,24,1998,Super_Lig,2023_2024,4.8,0,0,0,5.0,3.0,0.0,11.0,9.0,7.0,,,0,,,,
83,Abdón Prats,ESP,FW,Mallorca,28,1992,La_Liga,2021_2022,7.1,3,0,0,8.0,15.0,2.0,2.0,1.0,2.0,0.0,0.0,0,21.0,31.0,30.0,50.8
83,Abdón Prats,ESP,"FW,MF",Mallorca,29,1992,La_Liga,2022_2023,4.6,1,0,0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0,12.0,14.0,38.0,26.9
83,Abdón Prats,ESP,"FW,MF",Mallorca,30,1992,La_Liga,2023_2024,14.1,4,0,0,18.0,18.0,5.0,8.0,2.0,4.0,0.0,0.0,0,30.0,39.0,60.0,39.4
84,Abdülkadir Parmak,TUR,MF,Gaziantep FK,27,1994,Super_Lig,2022_2023,4.4,0,0,0,4.0,6.0,0.0,2.0,3.0,5.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Hatayspor,28,1994,Super_Lig,2023_2024,2.2,0,0,0,2.0,4.0,0.0,6.0,1.0,5.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Hatayspor,28,1994,Super_Lig,2023_2024,3.2,0,0,0,4.0,6.0,0.0,5.0,4.0,3.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Kayserispor,26,1994,Super_Lig,2021_2022,10.5,1,0,0,8.0,21.0,0.0,7.0,8.0,16.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Kayserispor,26,1994,Super_Lig,2021_2022,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Sivasspor,28,1994,Super_Lig,2023_2024,2.2,0,0,0,2.0,4.0,0.0,6.0,1.0,5.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Sivasspor,28,1994,Super_Lig,2023_2024,3.2,0,0,0,4.0,6.0,0.0,5.0,4.0,3.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Trabzonspor,26,1994,Super_Lig,2021_2022,10.5,1,0,0,8.0,21.0,0.0,7.0,8.0,16.0,,,0,,,,
84,Abdülkadir Parmak,TUR,MF,Trabzonspor,26,1994,Super_Lig,2021_2022,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,
85,Abdülkadir Ömür,TUR,MF,Trabzonspor,22,1999,Super_Lig,2021_2022,24.2,1,0,0,16.0,25.0,2.0,33.0,15.0,30.0,,,0,,,,
85,Abdülkadir Ömür,TUR,MF,Trabzonspor,23,1999,Super_Lig,2022_2023,19.7,0,0,0,11.0,22.0,3.0,31.0,21.0,19.0,,,0,,,,
85,Abdülkadir Ömür,TUR,MF,Trabzonspor,24,1999,Super_Lig,2023_2024,12.3,1,0,0,9.0,12.0,0.0,26.0,8.0,16.0,,,0,,,,
86,Abdülkerim Bardakcı,TUR,DF,Galatasaray,27,1994,Super_Lig,2022_2023,29.5,6,2,1,36.0,23.0,5.0,11.0,37.0,32.0,,,0,,,,
