Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Matches
Stephen Eustáquio,ca CAN,MF,pt Porto,26,1996,5.9,14,5,4,8,2,4,14,28.6,10,13,4,9,10,24,6,0,Matches
Evanilson,br BRA,FW,pt Porto,23,1999,5.4,6,3,1,4,1,3,4,75.0,1,3,0,3,3,9,2,0,Matches
Jonny Evans,nir NIR,DF,eng Manchester Utd,35,1988,0.7,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,1,0,Matches
Rasmus Falk,dk DEN,MF,dk FC Copenhagen,31,1992,7.0,19,8,11,5,3,14,20,70.0,6,8,2,6,9,28,9,1,Matches
João Félix,pt POR,FW,es Barcelona,23,1999,4.1,4,1,0,3,1,0,6,0.0,6,0,0,0,0,4,1,0,Matches
Bruno Fernandes,pt POR,"MF,FW",eng Manchester Utd,28,1994,6.0,13,6,6,6,1,5,19,26.3,14,7,1,6,3,16,9,0,Matches
Roger Fernandes,gw GNB,FW,pt Braga,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Carlos Fernández,es ESP,FW,es Real Sociedad,27,1996,0.8,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,1,0,Matches
Fernando,br BRA,FW,at RB Salzburg,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Fernando,br BRA,MF,es Sevilla,36,1987,3.6,13,8,8,5,0,7,11,63.6,4,6,3,3,4,17,8,0,Matches
Alessandro Florenzi,it ITA,DF,it Milan,32,1991,1.8,8,7,6,2,0,4,7,57.1,3,3,1,2,2,10,6,0,Matches
Phil Foden,eng ENG,"FW,MF",eng Manchester City,23,2000,7.6,1,1,0,0,1,0,2,0.0,2,5,0,5,2,3,3,0,Matches
Diogo Fonseca,pt POR,DF,pt Braga,21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
José Fonte,pt POR,DF,pt Braga,39,1983,4.0,4,1,3,1,0,1,6,16.7,5,6,4,2,1,5,16,1,Matches
James Forrest,sct SCO,FW,sct Celtic,32,1991,1.0,2,0,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,31,1991,4.5,8,4,4,1,3,3,8,37.5,5,4,1,3,4,12,2,0,Matches

Amankwah Forson,gh GHA,"MF,FW",at RB Salzburg,20,2002,0.8,3,2,3,0,0,1,2,50.0,1,3,1,2,0,3,0,0,Matches
Héctor Fort,es ESP,DF,es Barcelona,16,2006,0.7,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,4,0,Matches
Mitchel Frame,sct SCO,FW,sct Celtic,17,2006,0.2,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,Matches
André Franco,pt POR,"MF,FW",pt Porto,25,1998,2.6,5,3,3,1,1,2,5,40.0,3,2,0,2,1,6,7,0,Matches
Przemysław Frankowski,pl POL,DF,fr Lens,28,1995,5.9,20,16,9,10,1,10,20,50.0,10,2,0,2,6,26,13,0,Matches
Davide Frattesi,it ITA,MF,it Inter,23,1999,5.0,10,7,5,5,0,4,11,36.4,7,4,1,3,3,13,8,0,Matches
Victor Froholdt,dk DEN,MF,dk FC Copenhagen,17,2006,0.6,2,2,0,2,0,0,2,0.0,2,2,0,2,3,5,1,0,Matches
Angelo Fulgini,fr FRA,MF,fr Lens,26,1996,3.2,6,3,2,3,1,5,9,55.6,4,2,0,2,1,7,1,0,Matches
Niclas Füllkrug,de GER,FW,de Dortmund,30,1993,11.5,2,1,0,2,0,0,3,0.0,3,10,1,9,1,3,10,0,Matches
Kyogo Furuhashi,jp JPN,FW,sct Celtic,28,1995,5.0,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,3,0,Matches
Gianluca Gaetano,it ITA,MF,it Napoli,23,2000,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Javi Galán,es ESP,DF,es Atlético Madrid,28,1994,0.8,3,2,3,0,0,1,3,33.3,2,3,0,3,4,7,3,0,Matches
Javi Galán,es ESP,DF,es Real Sociedad,28,1994,2.0,6,4,2,3,1,2,6,33.3,4,5,1,4,6,12,0,0,Matches
Galeno,br BRA,"MF,FW",pt Porto,25,1997,7.2,7,5,4,1,2,3,5,60.0,2,4,0,4,8,15,7,0,Matches
Silvère Ganvoula M'Boussy,cg CGO,FW,ch Young Boys,27,1996,1.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
Fran Garcia,es ESP,DF,es Real Madrid,23,1999,2.1,1,1,1,0,0,1,4,25.0,3,1,0,1,1,2,6,0,Matches
Ulisses Garcia,ch SUI,DF,ch Young Boys,27,1996,5.6,14,9,10,2,2,7,15,46.7,8,11,2,9,4,18,7,0,Matches
Alejandro Garnacho,ar ARG,"FW,MF",eng Manchester Utd,19,2004,3.3,4,4,0,4,0,2,4,50.0,2,6,0,6,5,9,0,0,Matches
Gavi,es ESP,MF,es Barcelona,18,2004,2.5,3,2,2,1,0,1,4,25.0,3,2,0,2,1,4,5,0,Matches
Lutsharel Geertruida,nl NED,DF,nl Feyenoord,23,2000,6.0,14,9,12,1,1,9,13,69.2,4,2,2,0,5,19,5,1,Matches
Mario Gila,es ESP,DF,it Lazio,22,2000,3.9,8,8,8,0,0,4,7,57.1,3,7,6,1,4,12,12,0,Matches
Santiago Giménez,mx MEX,FW,nl Feyenoord,22,2001,3.9,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,4,0,Matches
Olivier Giroud,fr FRA,FW,it Milan,36,1986,5.7,3,1,3,0,0,1,8,12.5,7,3,0,3,0,3,10,1,Matches
Jamie Gittens,eng ENG,FW,de Dortmund,18,2004,2.3,2,1,1,0,1,1,3,33.3,2,2,0,2,1,3,2,0,Matches
Omri Glazer,il ISR,GK,rs Red Star,27,1996,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,3,Matches

Oscar Gloukh,il ISR,"MF,FW",at RB Salzburg,19,2004,5.3,6,3,1,4,1,2,14,14.3,12,2,0,2,2,8,0,0,Matches
Serge Gnabry,de GER,FW,de Bayern Munich,28,1995,2.2,4,1,2,0,2,2,4,50.0,2,7,0,7,0,4,3,0,Matches
Giorgi Gocholeishvili,ge GEO,DF,ua Shakhtar,22,2001,3.2,12,6,6,3,3,5,9,55.6,4,2,0,2,1,13,6,0,Matches
Sergio Gómez,es ESP,"DF,FW",eng Manchester City,22,2000,2.2,3,2,1,1,1,1,2,50.0,1,1,0,1,1,4,2,0,Matches
Victor Gomez,es ESP,DF,pt Braga,23,2000,3.5,10,6,6,4,0,10,15,66.7,5,3,1,2,3,13,9,0,Matches
Diogo Gonçalves,pt POR,MF,dk FC Copenhagen,26,1997,5.9,9,7,4,4,1,5,11,45.5,6,4,0,4,6,15,6,0,Matches
Nicolás González,es ESP,MF,pt Porto,21,2002,2.5,4,4,4,0,0,1,5,20.0,4,1,0,1,2,6,4,0,Matches
Anthony Gordon,eng ENG,FW,eng Newcastle Utd,22,2001,4.9,10,8,5,2,3,6,13,46.2,7,8,0,8,2,12,2,0,Matches
Leon Goretzka,de GER,"MF,DF",de Bayern Munich,28,1995,8.5,13,9,6,5,2,8,18,44.4,10,15,6,9,19,32,20,0,Matches
Robin Gosens,de GER,"DF,MF",de Union Berlin,29,1994,4.9,6,3,3,3,0,1,5,20.0,4,5,1,4,3,9,12,0,Matches
Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,19,2003,4.4,10,8,4,4,2,4,12,33.3,8,7,3,4,12,22,6,0,Matches
Tiago Gouveia,pt POR,FW,pt Benfica,22,2001,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Kamil Grabara,pl POL,GK,dk FC Copenhagen,24,1999,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Jonathan Gradit,fr FRA,DF,fr Lens,30,1992,5.7,18,12,10,7,1,10,14,71.4,4,8,5,3,8,26,16,0,Matches
Jack Grealish,eng ENG,"FW,MF",eng Manchester City,27,1995,5.9,3,2,0,2,1,1,7,14.3,6,5,0,5,2,5,1,0,Matches
Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,32,1991,9.1,12,9,5,6,1,2,13,15.4,11,9,1,8,6,18,11,0,Matches
Marko Grujić,rs SRB,MF,pt Porto,27,1996,0.6,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,1,0,Matches
Nemanja Gudelj,rs SRB,DF,es Sevilla,31,1991,6.0,12,7,7,5,0,7,13,53.8,6,4,2,2,4,16,17,0,Matches
Gonçalo Guedes,pt POR,FW,pt Benfica,26,1996,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,it Lazio,24,1999,5.5,6,6,1,3,2,2,5,40.0,3,3,1,2,5,11,6,0,Matches
Raphaël Guerreiro,pt POR,"DF,FW",de Bayern Munich,29,1993,4.3,5,2,2,3,0,1,5,20.0,4,3,0,3,4,9,4,0,Matches
Morgan Guilavogui,gn GUI,"FW,MF",fr Lens,25,1998,0.8,0,0,0,0,0,0,1,0.0,1,4,2,2,0,0,1,0,Matches
Bruno Guimarães,br BRA,MF,eng Newcastle Utd,25,1997,6.0,13,11,9,2,2,6,14,42.9,8,10,4,6,6,19,8,0,Matches
Marc Guiu,es ESP,FW,es Barcelona,17,2006,0.4,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
Péter Gulácsi,hu HUN,GK,de RB Leipzig,33,1990,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches

İlkay Gündoğan,de GER,MF,es Barcelona,32,1990,9.3,5,5,1,1,3,4,11,36.4,7,13,3,10,6,11,3,1,Matches
Joško Gvardiol,hr CRO,DF,eng Manchester City,21,2002,6.3,7,6,4,2,1,2,5,40.0,3,5,1,4,8,15,10,1,Matches
Erling Haaland,no NOR,FW,eng Manchester City,23,2000,8.6,5,2,0,4,1,2,3,66.7,1,1,0,1,0,5,3,0,Matches
Janik Haberer,de GER,MF,de Union Berlin,29,1994,4.0,5,2,1,4,0,3,11,27.3,8,4,1,3,1,6,5,0,Matches
Amadou Haidara,ml MLI,"MF,DF",de RB Leipzig,25,1998,3.0,7,3,7,0,0,7,12,58.3,5,6,1,5,2,9,4,0,Matches
Massadio Haïdara,ml MLI,DF,fr Lens,30,1992,1.3,2,2,2,0,0,1,2,50.0,1,3,2,1,2,4,3,0,Matches
Achraf Hakimi,ma MAR,DF,fr Paris S-G,24,1998,10.9,20,14,8,7,5,13,25,52.0,12,10,0,10,12,32,16,2,Matches
Lewis Hall,eng ENG,DF,eng Newcastle Utd,18,2004,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
Sébastien Haller,ci CIV,"FW,MF",de Dortmund,29,1994,0.7,0,0,0,0,0,0,0,,0,2,1,1,1,1,1,0,Matches
Micah Hamilton,eng ENG,FW,eng Manchester City,19,2003,1.2,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,0,0,Matches
Dávid Hancko,sk SVK,DF,nl Feyenoord,25,1997,6.0,3,2,2,1,0,3,3,100.0,0,4,3,1,5,8,11,0,Matches
Joe Hart,eng ENG,GK,sct Celtic,36,1987,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
Quilindschy Hartman,nl NED,DF,nl Feyenoord,21,2001,6.0,15,14,6,5,4,5,9,55.6,4,14,4,10,7,22,10,0,Matches
Reo Hatate,jp JPN,MF,sct Celtic,25,1997,1.5,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,Matches
Kai Havertz,de GER,"MF,FW",eng Arsenal,24,1999,9.2,16,5,0,12,4,8,15,53.3,7,10,0,10,3,19,6,0,Matches
Benjamin Henrichs,de GER,"DF,MF",de RB Leipzig,26,1997,5.5,22,14,13,6,3,10,18,55.6,8,10,2,8,3,25,11,0,Matches
Mario Hermoso,es ESP,DF,es Atlético Madrid,28,1995,9.1,7,6,4,2,1,3,12,25.0,9,9,3,6,6,13,25,1,Matches
Lucas Hernández,fr FRA,DF,fr Paris S-G,27,1996,9.3,15,10,7,7,1,11,15,73.3,4,6,0,6,3,18,20,1,Matches
Theo Hernández,fr FRA,DF,it Milan,25,1997,6.0,7,5,5,2,0,4,5,80.0,1,4,2,2,5,12,16,0,Matches
André Horta,pt POR,MF,pt Braga,26,1996,0.4,3,3,1,0,2,3,6,50.0,3,0,0,0,0,3,0,0,Matches
Ricardo Horta,pt POR,"FW,MF",pt Braga,28,1994,5.6,7,4,2,3,2,2,9,22.2,7,2,0,2,3,10,2,0,Matches
Mats Hummels,de GER,DF,de Dortmund,34,1988,13.0,53,29,43,10,0,34,48,70.8,14,20,8,12,25,78,69,2,Matches
Oh Hyeon-gyu,kr KOR,"FW,MF",sct Celtic,22,2001,1.2,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
Elseid Hysaj,al ALB,DF,it Lazio,29,1994,3.8,8,3,4,4,0,2,5,40.0,3,3,0,3,2,10,6,0,Matches
Yang Hyunjun,kr KOR,FW,sct Celtic,21,2002,2.3,4,3,2,0,2,2,6,33.3,4,4,1,3,3,7,1,0,Matches

Oscar Højlund,dk DEN,MF,dk FC Copenhagen,18,2005,0.5,3,2,1,2,0,2,2,100.0,0,1,0,1,0,3,1,0,Matches
Rasmus Højlund,dk DEN,FW,eng Manchester Utd,20,2003,5.4,0,0,0,0,0,0,0,,0,3,0,3,1,1,0,0,Matches
Mauro Icardi,ar ARG,FW,tr Galatasaray,30,1993,5.8,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,3,0,Matches
George Ilenikhena,fr FRA,FW,be Antwerp,16,2006,1.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Ciro Immobile,it ITA,FW,it Lazio,33,1990,5.6,2,1,0,2,0,1,4,25.0,3,5,1,4,1,3,6,0,Matches
Hwang In-beom,kr KOR,MF,rs Red Star,26,1996,5.9,19,10,8,7,4,6,14,42.9,8,5,1,4,5,24,4,0,Matches
Alexander Isak,se SWE,FW,eng Newcastle Utd,23,1999,3.5,1,0,0,1,0,1,1,100.0,0,3,2,1,0,1,2,0,Matches
Gustav Isaksen,dk DEN,FW,it Lazio,22,2001,2.7,0,0,0,0,0,0,4,0.0,4,1,0,1,2,2,1,0,Matches
Cedric Itten,ch SUI,FW,ch Young Boys,26,1996,3.1,2,2,1,1,0,1,2,50.0,1,3,0,3,0,2,3,0,Matches
Mirko Ivanić,me MNE,MF,rs Red Star,29,1993,4.1,7,2,3,3,1,5,11,45.5,6,9,2,7,7,14,8,0,Matches
Luka Ivanušec,hr CRO,"FW,MF",nl Feyenoord,24,1998,2.3,3,2,1,1,1,2,6,33.3,4,2,0,2,1,4,1,0,Matches
Tomoki Iwata,jp JPN,"MF,FW",sct Celtic,26,1997,0.7,3,3,1,2,0,3,4,75.0,1,0,0,0,0,3,2,0,Matches
Paul Jaeckel,de GER,DF,de Union Berlin,25,1998,1.9,2,1,2,0,0,2,3,66.7,1,5,5,0,4,6,7,0,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",nl Feyenoord,29,1993,0.8,6,1,0,4,2,2,2,100.0,0,0,0,0,1,7,0,0,Matches
Ivan Jaime Pajuelo,es ESP,MF,pt Porto,22,2000,1.0,6,3,0,4,2,2,2,100.0,0,0,0,0,0,6,1,0,Matches
Saidy Janko,gm GAM,DF,ch Young Boys,27,1995,3.6,4,2,2,1,1,3,7,42.9,4,8,2,6,1,5,7,0,Matches
Vincent Janssen,nl NED,FW,be Antwerp,29,1994,4.5,4,3,0,2,2,3,8,37.5,5,4,0,4,0,4,7,0,Matches
Elias Jelert,dk DEN,DF,dk FC Copenhagen,20,2003,6.5,11,8,9,0,2,7,12,58.3,5,11,4,7,4,15,19,0,Matches
Gabriel Jesus,br BRA,FW,eng Arsenal,26,1997,4.5,8,4,1,6,1,1,5,20.0,4,7,0,7,1,9,3,0,Matches
Juan Jesus,br BRA,DF,it Napoli,32,1991,4.8,11,4,3,7,1,4,6,66.7,2,6,3,3,4,15,17,0,Matches
Joelinton,br BRA,"MF,FW",eng Newcastle Utd,26,1996,3.7,5,3,3,2,0,1,6,16.7,5,6,2,4,4,9,7,0,Matches
Alistair Johnston,ca CAN,DF,sct Celtic,24,1998,6.0,15,7,11,4,0,9,13,69.2,4,9,4,5,4,19,13,0,Matches
Michael Johnston,ie IRL,FW,sct Celtic,24,1999,1.1,3,3,0,1,2,1,2,50.0,1,4,1,3,1,4,2,0,Matches
Frenkie de Jong,nl NED,MF,es Barcelona,26,1997,4.4,9,3,1,6,2,3,6,50.0,3,2,1,1,3,12,5,0,Matches
Luuk de Jong,nl NED,FW,nl PSV Eindhoven,32,1990,7.0,5,5,1,3,1,2,2,100.0,0,7,2,5,1,6,4,0,Matches

Joan Jordán,es ESP,MF,es Sevilla,29,1994,0.9,5,2,3,2,0,3,4,75.0,1,0,0,0,0,5,0,0,Matches
Jorginho,it ITA,MF,eng Arsenal,31,1991,5.9,16,8,4,8,4,5,9,55.6,4,6,2,4,9,25,4,0,Matches
Joselu,es ESP,FW,es Real Madrid,33,1990,3.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,4,0,Matches
Luka Jović,rs SRB,"FW,MF",it Milan,25,1997,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Mauro Júnior,br BRA,"MF,DF",nl PSV Eindhoven,24,1999,2.0,2,1,1,1,0,1,3,33.3,2,2,0,2,4,6,2,0,Matches
Hamed Junior Traorè,ci CIV,MF,it Napoli,23,2000,1.1,0,0,0,0,0,0,0,,0,3,0,3,2,2,0,0,Matches
Vinicius Júnior,br BRA,FW,es Real Madrid,23,2000,10.0,8,5,5,3,0,1,3,33.3,2,7,1,6,1,9,1,0,Matches
Josip Juranović,hr CRO,DF,de Union Berlin,27,1995,4.6,6,1,5,1,0,4,8,50.0,4,7,3,4,2,8,11,1,Matches
David Jurásek,cz CZE,"MF,DF",pt Benfica,22,2000,1.4,6,2,3,1,2,4,11,36.4,7,2,0,2,1,7,4,0,Matches
Uroš Kabić,rs SRB,DF,rs Red Star,19,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Pierre Kalulu,fr FRA,DF,it Milan,23,2000,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,2,0,Matches
Daichi Kamada,jp JPN,MF,it Lazio,26,1996,2.9,7,3,1,4,2,4,5,80.0,1,4,1,3,1,8,2,0,Matches
Dijon Kameri,at AUT,MF,at RB Salzburg,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Kevin Kampl,si SVN,MF,de RB Leipzig,32,1990,3.1,8,7,2,6,0,4,6,66.7,2,4,1,3,4,12,6,0,Matches
Harry Kane,eng ENG,FW,de Bayern Munich,30,1993,11.8,9,7,3,5,1,3,4,75.0,1,9,2,7,1,10,7,0,Matches
Lee Kang-in,kr KOR,"MF,FW",fr Paris S-G,22,2001,3.8,7,4,2,3,2,5,11,45.5,6,5,0,5,2,9,2,0,Matches
Guélor Kanga,ga GAB,MF,rs Red Star,32,1990,1.6,4,2,1,3,0,2,8,25.0,6,1,0,1,0,4,0,0,Matches
Kings Kangwa,zm ZAM,MF,rs Red Star,24,1999,0.1,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
Kazımcan Karataş,tr TUR,DF,tr Galatasaray,20,2003,0.8,4,4,2,1,1,2,3,66.7,1,0,0,0,1,5,2,1,Matches
Oleksii Kashchuk,ua UKR,FW,ua Shakhtar,23,2000,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Aleksandar Katai,rs SRB,"MF,FW",rs Red Star,32,1991,0.9,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
Mandela Keita,be BEL,MF,be Antwerp,21,2002,2.9,8,7,6,2,0,5,8,62.5,3,2,0,2,2,10,4,0,Matches
Kevin Kelsy,ve VEN,FW,ua Shakhtar,19,2004,1.5,2,0,1,1,0,1,3,33.3,2,1,0,1,0,2,1,0,Matches
Aljoscha Kemlein,de GER,MF,de Union Berlin,18,2004,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
Gyrano Kerk,sr SUR,FW,be Antwerp,27,1995,2.3,3,3,0,3,0,1,6,16.7,5,3,0,3,0,3,1,0,Matches

Rani Khedira,de GER,MF,de Union Berlin,29,1994,3.2,6,4,2,3,1,1,5,20.0,4,5,1,4,2,8,3,0,Matches
Abdukodir Khusanov,uz UZB,DF,fr Lens,19,2004,0.3,2,1,2,0,0,2,3,66.7,1,1,0,1,0,2,0,0,Matches
Joshua Kimmich,de GER,"MF,DF",de Bayern Munich,28,1995,12.0,23,16,12,10,1,15,39,38.5,24,9,0,9,11,34,16,1,Matches
Jakub Kiwior,pl POL,DF,eng Arsenal,23,2000,4.2,8,4,3,4,1,4,13,30.8,9,1,1,0,2,10,4,0,Matches
Simon Kjær,dk DEN,DF,it Milan,34,1989,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Maurits Kjærgaard,dk DEN,"MF,FW",at RB Salzburg,20,2003,2.3,2,1,0,1,1,1,4,25.0,3,4,1,3,1,3,2,0,Matches
Davy Klaassen,nl NED,"MF,FW",it Inter,30,1993,0.9,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,Matches
Lukas Klostermann,de GER,DF,de RB Leipzig,27,1996,4.0,6,3,4,2,0,5,8,62.5,3,4,2,2,4,10,23,0,Matches
Robin Knoche,de GER,DF,de Union Berlin,31,1992,3.0,6,2,5,1,0,3,8,37.5,5,4,4,0,3,9,10,1,Matches
Gregor Kobel,ch SUI,GK,de Dortmund,25,1997,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,0,Matches
Sekou Koita,ml MLI,FW,at RB Salzburg,23,1999,0.8,2,2,0,1,1,1,1,100.0,0,2,0,2,0,2,3,0,Matches
Orkun Kökçü,tr TUR,MF,pt Benfica,22,2000,2.9,6,2,3,2,1,3,9,33.3,6,3,1,2,0,6,2,0,Matches
Koke,es ESP,MF,es Atlético Madrid,31,1992,8.6,15,11,6,4,5,10,18,55.6,8,6,2,4,3,18,12,0,Matches
Randal Kolo Muani,fr FRA,"FW,MF",fr Paris S-G,24,1998,5.2,7,3,4,2,1,0,1,0.0,1,5,1,4,1,8,4,0,Matches
Karim Konaté,ci CIV,"FW,MF",at RB Salzburg,19,2004,2.6,2,2,1,1,0,1,3,33.3,2,1,0,1,3,5,4,0,Matches
Yukhym Konoplia,ua UKR,DF,ua Shakhtar,23,1999,2.8,8,5,4,4,0,6,8,75.0,2,3,0,3,6,14,3,0,Matches
Ilias Kostis,gr GRE,FW,es Atlético Madrid,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jules Koundé,fr FRA,DF,es Barcelona,24,1998,8.0,11,7,6,2,3,4,9,44.4,5,12,6,6,10,21,32,0,Matches
Mateo Kovačić,hr CRO,MF,eng Manchester City,29,1994,4.8,7,2,2,5,0,2,8,25.0,6,3,1,2,5,12,3,0,Matches
Alex Král,cz CZE,MF,de Union Berlin,25,1998,2.8,7,4,4,2,1,3,6,50.0,3,3,1,2,2,9,2,0,Matches
Jean-Philippe Krasso,ci CIV,"FW,MF",rs Red Star,26,1997,1.2,3,2,0,2,1,0,1,0.0,1,1,0,1,1,4,0,0,Matches
Frans Krätzig,de GER,DF,de Bayern Munich,20,2003,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
Toni Kroos,de GER,MF,es Real Madrid,33,1990,9.5,21,12,10,9,2,10,24,41.7,14,4,0,4,12,33,9,0,Matches
Rade Krunić,ba BIH,"MF,DF",it Milan,29,1993,2.3,4,2,3,0,1,1,5,20.0,4,0,0,0,3,7,4,0,Matches
Dmytro Kryskiv,ua UKR,"MF,FW",ua Shakhtar,22,2000,4.3,7,3,4,3,0,1,10,10.0,9,6,0,6,1,8,3,0,Matches

Takefusa Kubo,jp JPN,"FW,MF",es Real Sociedad,22,2001,6.2,4,3,0,3,1,0,7,0.0,7,4,1,3,2,6,4,0,Matches
Khvicha Kvaratskhelia,ge GEO,FW,it Napoli,22,2001,7.4,8,5,1,4,3,3,7,42.9,4,8,0,8,4,12,2,0,Matches
Gustaf Lagerbielke,se SWE,DF,sct Celtic,23,2000,0.9,2,0,2,0,0,1,1,100.0,0,3,2,1,2,4,1,0,Matches
Aïssa Laïdouni,tn TUN,MF,de Union Berlin,26,1996,3.1,5,5,1,2,2,0,3,0.0,3,3,1,2,1,6,5,0,Matches
Konrad Laimer,at AUT,"MF,DF",de Bayern Munich,26,1997,8.6,32,22,19,8,5,14,34,41.2,20,14,3,11,8,40,13,0,Matches
Érik Lamela,ar ARG,"FW,MF",es Sevilla,31,1992,2.1,7,3,3,2,2,3,4,75.0,1,4,0,4,2,9,0,0,Matches
Senne Lammens,be BEL,GK,be Antwerp,21,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Noa Lang,nl NED,FW,nl PSV Eindhoven,24,1999,1.8,2,0,0,1,1,0,3,0.0,3,1,0,1,1,3,0,0,Matches
Jordan Larsson,se SWE,"FW,MF",dk FC Copenhagen,26,1997,1.2,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0,Matches
Jamaal Lascelles,eng ENG,DF,eng Newcastle Utd,29,1993,5.0,5,5,3,1,1,3,3,100.0,0,6,3,3,0,5,16,0,Matches
Sandro Lauper,ch SUI,MF,ch Young Boys,26,1996,3.1,4,2,0,1,3,1,9,11.1,8,7,2,5,2,6,1,0,Matches
Manuel Lazzari,it ITA,DF,it Lazio,29,1993,4.7,10,7,3,7,0,6,15,40.0,9,13,3,10,5,15,6,0,Matches
Robin Le Normand,es ESP,DF,es Real Sociedad,26,1996,6.4,8,5,6,1,1,4,9,44.4,5,2,1,1,11,19,16,0,Matches
Rafael Leão,pt POR,FW,it Milan,24,1999,4.9,8,1,5,1,2,2,5,40.0,3,2,0,2,2,10,1,0,Matches
Diogo Leite,pt POR,DF,de Union Berlin,24,1999,6.0,11,5,9,2,0,7,16,43.8,9,15,9,6,5,16,30,0,Matches
Stav Lemkin,il ISR,DF,ua Shakhtar,20,2003,0.7,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
Christopher Lenz,de GER,DF,de RB Leipzig,28,1994,1.0,6,6,5,1,0,4,8,50.0,4,4,0,4,0,6,1,0,Matches
Lukas Lerager,dk DEN,MF,dk FC Copenhagen,30,1993,6.0,17,8,9,6,2,10,18,55.6,8,9,1,8,8,25,13,0,Matches
Robert Lewandowski,pl POL,FW,es Barcelona,34,1988,8.2,7,5,0,4,3,5,7,71.4,2,7,1,6,0,7,8,0,Matches
Rico Lewis,eng ENG,"MF,DF",eng Manchester City,18,2004,6.1,8,5,4,1,3,3,5,60.0,2,8,2,6,3,11,4,0,Matches
Matthijs de Ligt,nl NED,DF,de Bayern Munich,23,1999,5.2,8,6,5,3,0,6,8,75.0,2,7,5,2,3,11,24,0,Matches
Victor Lindelöf,se SWE,DF,eng Manchester Utd,29,1994,3.3,0,0,0,0,0,0,1,0.0,1,6,2,4,1,1,11,0,Matches
Jesper Lindstrøm,dk DEN,FW,it Napoli,23,2000,0.7,6,3,1,3,2,3,4,75.0,1,1,0,1,0,6,0,0,Matches
