Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Lucas Hernández,fr FRA,DF,fr Paris S-G,27,1996,9.3,605,683,88.6,10243,3139,283,299,94.6,273,296,92.2,42,69,60.9,0,0.8,0.3,-0.8,5,49,1,1,39,Matches
Theo Hernández,fr FRA,DF,it Milan,25,1997,6.0,239,301,79.4,3763,1308,121,132,91.7,97,116,83.6,15,31,48.4,1,0.9,0.6,+0.1,9,12,6,3,25,Matches
André Horta,pt POR,MF,pt Braga,26,1996,0.4,36,43,83.7,685,192,17,19,89.5,14,16,87.5,5,6,83.3,0,0.1,0.2,-0.1,2,3,3,3,3,Matches
Ricardo Horta,pt POR,"FW,MF",pt Braga,28,1994,5.6,195,234,83.3,2938,712,116,127,91.3,57,62,91.9,13,26,50.0,3,1.2,1.8,+1.8,12,20,8,2,28,Matches
Mats Hummels,de GER,DF,de Dortmund,34,1988,13.0,617,714,86.4,12381,4616,195,215,90.7,344,366,94.0,74,111,66.7,1,0.2,0.7,+0.8,3,44,3,0,55,Matches
Oh Hyeon-gyu,kr KOR,"FW,MF",sct Celtic,22,2001,1.2,12,18,66.7,186,51,6,9,66.7,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Elseid Hysaj,al ALB,DF,it Lazio,29,1994,3.8,175,209,83.7,2585,1063,107,116,92.2,59,68,86.8,7,18,38.9,0,0.0,0.0,0.0,0,9,0,0,19,Matches
Yang Hyunjun,kr KOR,FW,sct Celtic,21,2002,2.3,42,60,70.0,563,92,33,42,78.6,8,15,53.3,0,0,,0,0.0,0.1,0.0,1,2,0,0,3,Matches

Oscar Højlund,dk DEN,MF,dk FC Copenhagen,18,2005,0.5,16,20,80.0,238,54,10,10,100.0,6,7,85.7,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Rasmus Højlund,dk DEN,FW,eng Manchester Utd,20,2003,5.4,49,74,66.2,711,83,27,37,73.0,16,24,66.7,2,4,50.0,0,0.5,0.4,-0.5,3,3,1,0,2,Matches
Mauro Icardi,ar ARG,FW,tr Galatasaray,30,1993,5.8,60,95,63.2,693,87,36,49,73.5,13,23,56.5,2,3,66.7,0,0.8,0.4,-0.8,9,3,1,0,5,Matches
George Ilenikhena,fr FRA,FW,be Antwerp,16,2006,1.7,12,16,75.0,202,64,3,6,50.0,7,8,87.5,1,1,100.0,0,0.3,0.1,-0.3,3,1,1,0,2,Matches
Ciro Immobile,it ITA,FW,it Lazio,33,1990,5.6,91,118,77.1,1284,180,59,68,86.8,24,30,80.0,5,7,71.4,0,0.3,0.1,-0.3,7,8,1,0,7,Matches
Hwang In-beom,kr KOR,MF,rs Red Star,26,1996,5.9,203,273,74.4,3704,1331,108,124,87.1,63,82,76.8,30,55,54.5,1,1.2,0.8,-0.2,16,18,4,1,26,Matches
Alexander Isak,se SWE,FW,eng Newcastle Utd,23,1999,3.5,53,67,79.1,875,164,24,28,85.7,25,31,80.6,2,4,50.0,0,0.4,0.1,-0.4,3,1,1,0,9,Matches
Gustav Isaksen,dk DEN,FW,it Lazio,22,2001,2.7,70,93,75.3,1010,225,38,45,84.4,24,31,77.4,3,6,50.0,1,0.8,0.5,+0.2,5,2,5,1,7,Matches
Cedric Itten,ch SUI,FW,ch Young Boys,26,1996,3.1,30,48,62.5,492,102,15,23,65.2,11,13,84.6,3,4,75.0,0,0.0,0.0,0.0,1,2,0,0,5,Matches
Mirko Ivanić,me MNE,MF,rs Red Star,29,1993,4.1,71,103,68.9,1159,590,33,38,86.8,27,42,64.3,7,15,46.7,1,0.7,0.8,+0.3,5,13,4,1,19,Matches
Luka Ivanušec,hr CRO,"FW,MF",nl Feyenoord,24,1998,2.3,69,87,79.3,1059,220,32,35,91.4,29,32,90.6,4,10,40.0,1,0.3,0.4,+0.7,2,7,2,0,10,Matches
Tomoki Iwata,jp JPN,"MF,FW",sct Celtic,26,1997,0.7,18,23,78.3,320,90,6,6,100.0,8,12,66.7,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Paul Jaeckel,de GER,DF,de Union Berlin,25,1998,1.9,37,51,72.5,750,218,12,15,80.0,17,21,81.0,7,13,53.8,0,0.0,0.1,0.0,0,2,0,0,1,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",nl Feyenoord,29,1993,0.8,50,65,76.9,828,151,25,29,86.2,22,28,78.6,3,4,75.0,0,0.4,0.5,-0.4,3,3,4,2,5,Matches
Ivan Jaime Pajuelo,es ESP,MF,pt Porto,22,2000,1.0,28,35,80.0,390,34,18,19,94.7,6,8,75.0,2,5,40.0,0,0.1,0.1,-0.1,2,1,0,0,3,Matches
Saidy Janko,gm GAM,DF,ch Young Boys,27,1995,3.6,113,153,73.9,1591,499,75,86,87.2,29,45,64.4,6,15,40.0,0,0.1,0.1,-0.1,3,5,1,1,3,Matches
Vincent Janssen,nl NED,FW,be Antwerp,29,1994,4.5,93,105,88.6,1637,295,43,46,93.5,35,39,89.7,11,13,84.6,0,0.3,0.5,-0.3,3,4,3,2,7,Matches
Elias Jelert,dk DEN,DF,dk FC Copenhagen,20,2003,6.5,242,306,79.1,3794,1256,135,161,83.9,86,105,81.9,18,24,75.0,0,0.1,0.3,-0.1,3,14,4,1,19,Matches
Gabriel Jesus,br BRA,FW,eng Arsenal,26,1997,4.5,105,130,80.8,1389,281,62,73,84.9,36,41,87.8,1,2,50.0,3,2.2,0.8,+0.8,8,4,2,0,11,Matches
Juan Jesus,br BRA,DF,it Napoli,32,1991,4.8,235,277,84.8,4225,1467,81,86,94.2,126,144,87.5,19,30,63.3,0,0.0,0.0,0.0,0,12,0,0,9,Matches
Joelinton,br BRA,"MF,FW",eng Newcastle Utd,26,1996,3.7,126,152,82.9,1832,485,75,83,90.4,43,54,79.6,6,8,75.0,0,1.0,0.2,-1.0,7,8,2,1,15,Matches
Alistair Johnston,ca CAN,DF,sct Celtic,24,1998,6.0,327,404,80.9,5330,2219,165,176,93.8,138,167,82.6,21,48,43.8,0,0.1,0.2,-0.1,1,29,5,0,38,Matches
Michael Johnston,ie IRL,FW,sct Celtic,24,1999,1.1,27,33,81.8,355,50,20,22,90.9,5,7,71.4,2,3,66.7,0,0.2,0.1,-0.2,3,2,1,1,3,Matches
Frenkie de Jong,nl NED,MF,es Barcelona,26,1997,4.4,243,268,90.7,4291,1190,90,96,93.8,128,137,93.4,19,23,82.6,0,0.1,0.2,-0.1,2,30,1,0,28,Matches
Luuk de Jong,nl NED,FW,nl PSV Eindhoven,32,1990,7.0,100,155,64.5,1322,260,56,78,71.8,36,50,72.0,2,6,33.3,0,0.5,0.3,-0.5,7,7,0,0,8,Matches

Joan Jordán,es ESP,MF,es Sevilla,29,1994,0.9,23,31,74.2,320,50,17,21,81.0,4,6,66.7,2,3,66.7,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Jorginho,it ITA,MF,eng Arsenal,31,1991,5.9,301,342,88.0,4667,1349,167,183,91.3,110,120,91.7,20,26,76.9,0,0.2,0.4,-0.2,5,28,6,0,29,Matches
Joselu,es ESP,FW,es Real Madrid,33,1990,3.1,61,82,74.4,689,74,37,50,74.0,15,21,71.4,1,1,100.0,0,0.4,0.1,-0.4,4,3,1,0,2,Matches
Luka Jović,rs SRB,"FW,MF",it Milan,25,1997,0.4,6,8,75.0,71,29,3,3,100.0,2,3,66.7,0,0,,0,0.5,0.1,-0.5,2,0,2,0,3,Matches
Mauro Júnior,br BRA,"MF,DF",nl PSV Eindhoven,24,1999,2.0,79,98,80.6,1137,287,44,47,93.6,27,32,84.4,3,7,42.9,0,0.4,0.5,-0.4,2,5,2,0,6,Matches
Hamed Junior Traorè,ci CIV,MF,it Napoli,23,2000,1.1,35,49,71.4,515,160,19,25,76.0,13,17,76.5,1,1,100.0,0,0.2,0.3,-0.2,3,6,2,0,10,Matches
Vinicius Júnior,br BRA,FW,es Real Madrid,23,2000,10.0,225,302,74.5,3055,490,148,170,87.1,49,67,73.1,12,24,50.0,4,3.3,2.6,+0.7,19,9,10,1,25,Matches
Josip Juranović,hr CRO,DF,de Union Berlin,27,1995,4.6,129,186,69.4,2350,1023,64,71,90.1,43,60,71.7,17,44,38.6,0,0.5,0.3,-0.5,5,8,4,3,8,Matches
David Jurásek,cz CZE,"MF,DF",pt Benfica,22,2000,1.4,48,92,52.2,799,382,26,39,66.7,18,33,54.5,4,9,44.4,0,0.1,0.1,-0.1,2,4,3,3,3,Matches
Uroš Kabić,rs SRB,DF,rs Red Star,19,2004,0.1,2,3,66.7,19,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Pierre Kalulu,fr FRA,DF,it Milan,23,2000,1.0,32,39,82.1,553,234,16,18,88.9,13,14,92.9,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
Daichi Kamada,jp JPN,MF,it Lazio,26,1996,2.9,105,125,84.0,1761,237,59,65,90.8,35,40,87.5,11,12,91.7,0,0.1,0.1,-0.1,1,5,0,0,13,Matches
Dijon Kameri,at AUT,MF,at RB Salzburg,19,2004,0.1,3,3,100.0,68,13,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kevin Kampl,si SVN,MF,de RB Leipzig,32,1990,3.1,183,198,92.4,3119,802,81,88,92.0,87,90,96.7,13,15,86.7,2,0.4,0.1,+1.6,7,14,2,0,17,Matches
Harry Kane,eng ENG,FW,de Bayern Munich,30,1993,11.8,153,225,68.0,3081,930,58,75,77.3,62,93,66.7,29,40,72.5,4,1.5,1.3,+2.5,14,25,6,0,44,Matches
Lee Kang-in,kr KOR,"MF,FW",fr Paris S-G,22,2001,3.8,230,272,84.6,3648,984,119,126,94.4,91,107,85.0,15,32,46.9,1,0.6,0.6,+0.4,7,28,7,0,45,Matches
Guélor Kanga,ga GAB,MF,rs Red Star,32,1990,1.6,75,98,76.5,1566,469,30,33,90.9,29,35,82.9,16,27,59.3,0,0.0,0.1,0.0,0,8,1,1,6,Matches
Kings Kangwa,zm ZAM,MF,rs Red Star,24,1999,0.1,8,9,88.9,117,30,4,5,80.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Kazımcan Karataş,tr TUR,DF,tr Galatasaray,20,2003,0.8,24,32,75.0,369,119,14,14,100.0,7,12,58.3,2,4,50.0,0,0.0,0.0,0.0,1,4,0,0,2,Matches
Oleksii Kashchuk,ua UKR,FW,ua Shakhtar,23,2000,0.3,8,8,100.0,104,4,4,4,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Aleksandar Katai,rs SRB,"MF,FW",rs Red Star,32,1991,0.9,16,24,66.7,222,80,11,13,84.6,5,9,55.6,0,0,,0,0.6,0.5,-0.6,2,0,1,1,1,Matches
Mandela Keita,be BEL,MF,be Antwerp,21,2002,2.9,92,106,86.8,1492,484,47,51,92.2,36,39,92.3,8,11,72.7,0,0.0,0.0,0.0,0,7,1,0,7,Matches
Kevin Kelsy,ve VEN,FW,ua Shakhtar,19,2004,1.5,12,18,66.7,157,6,5,9,55.6,5,7,71.4,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Aljoscha Kemlein,de GER,MF,de Union Berlin,18,2004,0.1,1,1,100.0,11,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Gyrano Kerk,sr SUR,FW,be Antwerp,27,1995,2.3,29,51,56.9,344,184,19,28,67.9,7,15,46.7,0,2,0.0,0,0.0,0.1,0.0,0,3,4,0,10,Matches

Rani Khedira,de GER,MF,de Union Berlin,29,1994,3.2,96,118,81.4,1587,260,49,58,84.5,39,46,84.8,7,11,63.6,0,0.4,0.4,-0.4,1,4,1,0,5,Matches
Abdukodir Khusanov,uz UZB,DF,fr Lens,19,2004,0.3,12,18,66.7,216,43,7,9,77.8,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Joshua Kimmich,de GER,"MF,DF",de Bayern Munich,28,1995,12.0,818,951,86.0,15685,3945,321,339,94.7,392,429,91.4,99,155,63.9,2,2.1,3.0,-0.1,26,77,16,1,87,Matches
Jakub Kiwior,pl POL,DF,eng Arsenal,23,2000,4.2,165,201,82.1,2558,991,83,92,90.2,74,90,82.2,5,13,38.5,0,0.1,0.2,-0.1,3,16,1,1,23,Matches
Simon Kjær,dk DEN,DF,it Milan,34,1989,0.0,1,1,100.0,20,10,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Maurits Kjærgaard,dk DEN,"MF,FW",at RB Salzburg,20,2003,2.3,67,88,76.1,928,314,41,46,89.1,19,24,79.2,3,10,30.0,1,0.2,0.1,+0.8,3,7,4,0,13,Matches
Davy Klaassen,nl NED,"MF,FW",it Inter,30,1993,0.9,29,35,82.9,371,52,12,13,92.3,9,10,90.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,3,Matches
Lukas Klostermann,de GER,DF,de RB Leipzig,27,1996,4.0,190,201,94.5,3277,1184,75,77,97.4,98,101,97.0,13,16,81.3,0,0.0,0.0,0.0,1,5,0,0,5,Matches
Robin Knoche,de GER,DF,de Union Berlin,31,1992,3.0,150,176,85.2,3199,1158,36,40,90.0,89,103,86.4,25,30,83.3,0,0.0,0.0,0.0,1,12,1,0,14,Matches
Gregor Kobel,ch SUI,GK,de Dortmund,25,1997,12.0,377,465,81.1,10208,7148,66,66,100.0,209,209,100.0,100,184,54.3,0,0.0,0.0,0.0,0,7,0,0,0,Matches
Sekou Koita,ml MLI,FW,at RB Salzburg,23,1999,0.8,8,11,72.7,115,65,3,4,75.0,5,6,83.3,0,0,,0,0.3,0.1,-0.3,3,1,1,0,3,Matches
Orkun Kökçü,tr TUR,MF,pt Benfica,22,2000,2.9,116,152,76.3,2293,831,43,51,84.3,48,56,85.7,19,35,54.3,0,0.1,0.1,-0.1,2,16,0,0,12,Matches
Koke,es ESP,MF,es Atlético Madrid,31,1992,8.6,599,672,89.1,9728,2749,310,328,94.5,213,237,89.9,54,77,70.1,1,1.2,1.1,-0.2,10,67,6,1,46,Matches
Randal Kolo Muani,fr FRA,"FW,MF",fr Paris S-G,24,1998,5.2,80,114,70.2,1007,339,47,59,79.7,24,36,66.7,1,1,100.0,0,1.5,1.5,-1.5,8,4,5,0,15,Matches
Karim Konaté,ci CIV,"FW,MF",at RB Salzburg,19,2004,2.6,39,54,72.2,515,137,20,23,87.0,11,15,73.3,2,4,50.0,0,0.2,0.1,-0.2,3,2,1,0,3,Matches
Yukhym Konoplia,ua UKR,DF,ua Shakhtar,23,1999,2.8,99,125,79.2,1619,514,47,50,94.0,41,51,80.4,8,16,50.0,1,0.3,0.8,+0.7,3,2,4,3,7,Matches
Ilias Kostis,gr GRE,FW,es Atlético Madrid,20,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jules Koundé,fr FRA,DF,es Barcelona,24,1998,8.0,476,542,87.8,9418,3062,181,195,92.8,226,248,91.1,65,86,75.6,0,0.3,0.2,-0.3,3,47,2,0,31,Matches
Mateo Kovačić,hr CRO,MF,eng Manchester City,29,1994,4.8,325,352,92.3,4488,1001,213,224,95.1,99,105,94.3,8,12,66.7,0,0.6,0.6,-0.6,6,34,3,0,16,Matches
Alex Král,cz CZE,MF,de Union Berlin,25,1998,2.8,86,107,80.4,1577,444,38,42,90.5,37,43,86.0,9,15,60.0,1,0.3,0.2,+0.7,2,9,3,1,14,Matches
Jean-Philippe Krasso,ci CIV,"FW,MF",rs Red Star,26,1997,1.2,16,35,45.7,236,63,10,19,52.6,5,6,83.3,1,3,33.3,1,0.0,0.1,+1.0,2,2,2,0,4,Matches
Frans Krätzig,de GER,DF,de Bayern Munich,20,2003,0.1,8,9,88.9,122,23,3,3,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Toni Kroos,de GER,MF,es Real Madrid,33,1990,9.5,854,931,91.7,15930,6052,391,402,97.3,324,342,94.7,124,161,77.0,2,1.9,2.0,+0.1,24,112,8,1,78,Matches
Rade Krunić,ba BIH,"MF,DF",it Milan,29,1993,2.3,122,136,89.7,2348,580,46,52,88.5,58,63,92.1,17,19,89.5,0,0.5,0.8,-0.5,8,12,0,0,13,Matches
Dmytro Kryskiv,ua UKR,"MF,FW",ua Shakhtar,22,2000,4.3,91,115,79.1,1248,274,53,59,89.8,33,39,84.6,2,6,33.3,0,0.1,0.4,-0.1,2,8,1,0,8,Matches

Takefusa Kubo,jp JPN,"FW,MF",es Real Sociedad,22,2001,6.2,165,232,71.1,2675,911,97,114,85.1,43,66,65.2,20,32,62.5,1,2.2,1.9,-1.2,20,8,13,2,23,Matches
Khvicha Kvaratskhelia,ge GEO,FW,it Napoli,22,2001,7.4,236,301,78.4,3508,891,156,174,89.7,51,68,75.0,23,36,63.9,1,1.4,2.2,-0.4,19,8,15,2,33,Matches
Gustaf Lagerbielke,se SWE,DF,sct Celtic,23,2000,0.9,62,68,91.2,1157,289,22,24,91.7,36,37,97.3,4,7,57.1,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Aïssa Laïdouni,tn TUN,MF,de Union Berlin,26,1996,3.1,82,108,75.9,1290,328,42,48,87.5,33,41,80.5,4,9,44.4,1,0.3,0.3,+0.7,3,12,2,0,16,Matches
Konrad Laimer,at AUT,"MF,DF",de Bayern Munich,26,1997,8.6,393,458,85.8,6274,1588,189,207,91.3,178,201,88.6,15,25,60.0,1,0.1,0.4,+0.9,1,26,6,0,37,Matches
Érik Lamela,ar ARG,"FW,MF",es Sevilla,31,1992,2.1,41,55,74.5,578,172,24,30,80.0,14,18,77.8,1,1,100.0,0,0.2,0.3,-0.2,1,1,2,1,6,Matches
Senne Lammens,be BEL,GK,be Antwerp,21,2002,1.0,25,57,43.9,716,540,4,5,80.0,9,9,100.0,11,41,26.8,0,0.2,0.0,-0.2,1,0,0,0,0,Matches
Noa Lang,nl NED,FW,nl PSV Eindhoven,24,1999,1.8,52,68,76.5,1045,334,26,33,78.8,16,19,84.2,10,12,83.3,0,0.4,0.6,-0.4,5,4,7,2,15,Matches
Jordan Larsson,se SWE,"FW,MF",dk FC Copenhagen,26,1997,1.2,20,26,76.9,222,79,14,17,82.4,3,5,60.0,1,1,100.0,0,0.0,0.1,0.0,0,2,1,0,3,Matches
Jamaal Lascelles,eng ENG,DF,eng Newcastle Utd,29,1993,5.0,168,203,82.8,3225,1148,64,75,85.3,82,94,87.2,20,28,71.4,0,0.1,0.2,-0.1,1,10,1,0,10,Matches
Sandro Lauper,ch SUI,MF,ch Young Boys,26,1996,3.1,92,113,81.4,1525,260,50,59,84.7,27,33,81.8,12,16,75.0,0,0.0,0.0,0.0,2,4,0,0,3,Matches
Manuel Lazzari,it ITA,DF,it Lazio,29,1993,4.7,220,270,81.5,3359,1127,124,139,89.2,85,106,80.2,8,13,61.5,0,0.4,0.2,-0.4,1,16,1,1,20,Matches
Robin Le Normand,es ESP,DF,es Real Sociedad,26,1996,6.4,286,320,89.4,5655,1428,87,94,92.6,173,184,94.0,24,38,63.2,0,0.0,0.0,0.0,0,10,0,0,15,Matches
Rafael Leão,pt POR,FW,it Milan,24,1999,4.9,91,127,71.7,1508,369,45,59,76.3,34,40,85.0,9,17,52.9,0,1.2,0.9,-1.2,10,11,5,3,11,Matches
Diogo Leite,pt POR,DF,de Union Berlin,24,1999,6.0,251,308,81.5,4649,1824,99,108,91.7,115,130,88.5,30,58,51.7,0,0.1,0.2,-0.1,2,19,2,0,21,Matches
Stav Lemkin,il ISR,DF,ua Shakhtar,20,2003,0.7,52,56,92.9,969,165,13,15,86.7,39,39,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Christopher Lenz,de GER,DF,de RB Leipzig,28,1994,1.0,51,67,76.1,1014,564,20,25,80.0,23,26,88.5,8,12,66.7,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Lukas Lerager,dk DEN,MF,dk FC Copenhagen,30,1993,6.0,125,177,70.6,1605,642,82,104,78.8,27,41,65.9,7,12,58.3,1,0.5,0.4,+0.5,4,10,3,1,12,Matches
Robert Lewandowski,pl POL,FW,es Barcelona,34,1988,8.2,121,169,71.6,1709,465,74,103,71.8,37,47,78.7,4,5,80.0,1,1.3,0.5,-0.3,9,14,6,0,25,Matches
Rico Lewis,eng ENG,"MF,DF",eng Manchester City,18,2004,6.1,341,367,92.9,5252,821,185,195,94.9,132,136,97.1,16,21,76.2,3,1.0,1.2,+2.0,12,15,6,0,30,Matches
Matthijs de Ligt,nl NED,DF,de Bayern Munich,23,1999,5.2,280,310,90.3,5644,1602,69,72,95.8,177,183,96.7,29,46,63.0,1,0.6,0.0,+0.4,1,14,0,0,17,Matches
Victor Lindelöf,se SWE,DF,eng Manchester Utd,29,1994,3.3,140,160,87.5,2125,802,72,77,93.5,53,62,85.5,8,13,61.5,0,0.0,0.0,0.0,1,7,0,0,11,Matches
Jesper Lindstrøm,dk DEN,FW,it Napoli,23,2000,0.7,25,34,73.5,330,33,17,21,81.0,7,9,77.8,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Ondřej Lingr,cz CZE,"FW,MF",nl Feyenoord,24,1998,0.8,24,29,82.8,310,67,17,19,89.5,5,6,83.3,1,2,50.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches
Samuel Lino,br BRA,DF,es Atlético Madrid,23,1999,5.6,225,256,87.9,3196,487,136,147,92.5,72,82,87.8,9,10,90.0,3,0.6,0.4,+2.4,5,4,6,0,14,Matches

Valentino Livramento,eng ENG,"DF,FW",eng Newcastle Utd,20,2002,3.0,112,131,85.5,1707,692,56,64,87.5,50,53,94.3,4,8,50.0,0,0.2,0.4,-0.2,3,8,2,1,16,Matches
Marcos Llorente,es ESP,"MF,DF",es Atlético Madrid,28,1995,7.2,268,329,81.5,3860,1011,155,168,92.3,94,119,79.0,10,25,40.0,1,2.2,1.8,-1.2,14,15,11,3,29,Matches
Danny Loader,eng ENG,"MF,FW",pt Porto,22,2000,0.2,8,10,80.0,95,28,7,8,87.5,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Stanislav Lobotka,sk SVK,MF,it Napoli,28,1994,7.5,380,413,92.0,6087,1510,183,200,91.5,160,167,95.8,23,27,85.2,0,0.1,0.7,-0.1,3,28,2,0,31,Matches
Ruben Loftus-Cheek,eng ENG,MF,it Milan,27,1996,3.6,60,86,69.8,792,206,34,41,82.9,21,32,65.6,1,2,50.0,0,0.4,0.3,-0.4,5,8,5,1,11,Matches
Sean Longstaff,eng ENG,MF,eng Newcastle Utd,25,1997,3.9,115,143,80.4,1719,574,67,74,90.5,39,48,81.3,5,7,71.4,0,0.1,0.1,-0.1,3,8,0,0,14,Matches
Rony Lopes,pt POR,FW,pt Braga,27,1995,0.0,5,7,71.4,62,32,3,3,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Fermin López,es ESP,MF,es Barcelona,20,2003,3.1,114,136,83.8,1855,507,60,68,88.2,40,47,85.1,10,15,66.7,1,0.6,0.4,+0.4,10,14,5,1,19,Matches
Marcos López,pe PER,DF,nl Feyenoord,23,1999,0.5,19,25,76.0,285,115,11,13,84.6,8,10,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Hirving Lozano,mx MEX,FW,nl PSV Eindhoven,28,1995,4.2,90,125,72.0,1242,272,62,72,86.1,19,25,76.0,5,16,31.3,0,0.1,0.3,-0.1,1,2,5,1,8,Matches
Vladimir Lučić,rs SRB,"DF,FW",rs Red Star,21,2002,2.3,90,118,76.3,1398,455,54,63,85.7,31,42,73.8,5,7,71.4,0,0.2,0.2,-0.2,7,6,3,1,12,Matches
Florentino Luís,pt POR,MF,pt Benfica,23,1999,1.2,50,61,82.0,805,171,27,30,90.0,15,19,78.9,5,5,100.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Castello Lukeba,fr FRA,DF,de RB Leipzig,20,2002,6.9,362,402,90.0,6348,2435,147,157,93.6,194,202,96.0,20,35,57.1,0,0.0,0.0,0.0,0,16,0,0,12,Matches
Dodi Lukebakio,be BEL,FW,es Sevilla,25,1997,2.7,55,72,76.4,725,147,33,38,86.8,18,23,78.3,2,4,50.0,0,0.3,0.2,-0.3,4,1,2,1,6,Matches
Valdemar Lund,dk DEN,DF,dk FC Copenhagen,20,2003,0.3,12,12,100.0,270,102,3,3,100.0,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,4,0,0,1,Matches
Andriy Lunin,ua UKR,GK,es Real Madrid,24,1999,8.3,199,258,77.1,5038,3296,40,41,97.6,101,101,100.0,55,113,48.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Fabian Lustenberger,ch SUI,DF,ch Young Boys,35,1988,1.0,50,58,86.2,1208,439,10,12,83.3,28,29,96.6,12,16,75.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Ian Maatsen,nl NED,DF,de Dortmund,21,2002,7.0,316,385,82.1,5126,1568,159,172,92.4,132,154,85.7,20,36,55.6,0,1.0,0.7,-1.0,5,32,5,1,37,Matches
Deiver Machado,co COL,DF,fr Lens,29,1993,4.1,111,154,72.1,1607,600,61,80,76.3,49,62,79.0,0,6,0.0,0,0.1,0.1,-0.1,2,7,2,2,10,Matches
Daizen Maeda,jp JPN,FW,sct Celtic,25,1997,3.1,60,78,76.9,856,139,34,41,82.9,21,25,84.0,2,3,66.7,1,0.1,0.1,+0.9,2,2,0,0,6,Matches
Gabriel Magalhães,br BRA,DF,eng Arsenal,25,1997,10.3,641,706,90.8,10734,3221,271,287,94.4,328,343,95.6,29,53,54.7,0,0.0,0.1,0.0,0,27,2,0,31,Matches
Harry Maguire,eng ENG,DF,eng Manchester Utd,30,1993,3.4,189,221,85.5,3791,1315,58,64,90.6,103,108,95.4,25,43,58.1,0,0.0,0.0,0.0,0,9,0,0,11,Matches
Jon Magunacelaya,es ESP,MF,es Real Sociedad,23,2000,0.2,1,2,50.0,16,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mike Maignan,fr FRA,GK,it Milan,28,1995,5.9,146,183,79.8,4416,3038,22,22,100.0,67,68,98.5,57,92,62.0,0,0.0,0.0,0.0,0,9,2,0,0,Matches
Kobbie Mainoo,eng ENG,MF,eng Manchester Utd,18,2005,0.5,19,21,90.5,316,110,11,12,91.7,6,7,85.7,2,2,100.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches

Donyell Malen,nl NED,FW,de Dortmund,24,1999,5.1,105,140,75.0,1454,400,65,79,82.3,31,40,77.5,3,5,60.0,0,0.4,0.3,-0.4,5,4,6,0,17,Matches
Darian Males,ch SUI,MF,ch Young Boys,22,2001,1.9,33,47,70.2,630,178,8,13,61.5,16,21,76.2,6,8,75.0,0,0.2,0.3,-0.2,3,3,1,0,6,Matches
Reinildo Mandava,mz MOZ,DF,es Atlético Madrid,29,1994,0.3,12,16,75.0,171,61,6,7,85.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
