Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Otavio Ataide,br BRA,DF,pt Porto,21,2002,2.3,0,0,0,1,2,0,0,0,4,0,0,0,8,1,4,20.0,Matches
Emil Audero,it ITA,GK,it Inter,26,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Carlos Augusto,br BRA,"DF,FW",it Inter,24,1999,5.3,1,0,0,5,1,2,16,0,6,0,0,0,26,11,9,55.0,Matches
Yann Aurel Bisseck,de GER,DF,it Inter,22,2000,1.9,2,0,0,4,2,0,3,1,0,0,0,0,6,3,1,75.0,Matches
Fredrik Aursnes,no NOR,"DF,MF",pt Benfica,27,1995,6.0,0,0,0,4,2,0,9,3,8,0,0,0,45,3,7,30.0,Matches
Kaan Ayhan,tr TUR,"MF,DF",tr Galatasaray,28,1994,4.2,2,0,0,3,2,1,1,11,5,0,0,0,27,9,2,81.8,Matches
Neil El Aynaoui,fr FRA,MF,fr Lens,22,2001,1.5,1,0,0,3,1,0,0,1,2,0,0,0,6,0,1,0.0,Matches
Irakli Azarov,ge GEO,DF,ua Shakhtar,21,2002,3.3,0,0,0,1,0,0,5,4,5,0,0,0,16,1,0,100.0,Matches
César Azpilicueta,es ESP,DF,es Atlético Madrid,33,1989,3.2,2,0,0,4,1,0,1,5,5,0,0,0,17,3,5,37.5,Matches
Isaac Babadi,nl NED,"FW,MF",nl PSV Eindhoven,18,2005,0.2,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,,Matches
Loïc Bade,fr FRA,DF,es Sevilla,23,2000,1.1,1,0,0,1,0,0,0,1,3,0,0,0,5,0,0,,Matches
Alexander Bah,dk DEN,DF,pt Benfica,25,1997,2.1,0,0,0,0,2,0,6,4,6,0,0,0,16,4,3,57.1,Matches
Samson Baidoo,at AUT,DF,at RB Salzburg,19,2004,3.4,2,0,0,4,1,1,0,0,5,0,0,0,19,11,8,57.9,Matches
Cédric Bakambu,cd COD,FW,tr Galatasaray,32,1991,0.4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Johan Bakayoko,be BEL,FW,nl PSV Eindhoven,20,2003,7.2,0,0,0,13,6,1,30,4,8,0,0,0,32,4,6,40.0,Matches

Alejandro Balde,es ESP,DF,es Barcelona,19,2003,3.7,1,0,0,4,4,0,15,1,4,0,0,0,22,2,1,66.7,Matches
Michel-Ange Balikwisha,be BEL,"FW,MF",be Antwerp,22,2001,4.3,0,0,0,6,2,0,30,5,4,0,0,0,14,1,2,33.3,Matches
David von Ballmoos,ch SUI,GK,ch Young Boys,28,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Simon Banza,cd COD,FW,pt Braga,26,1996,3.8,2,0,0,11,14,1,1,0,0,0,0,0,3,22,17,56.4,Matches
Bradley Barcola,fr FRA,"FW,DF",fr Paris S-G,20,2002,5.3,0,0,0,6,4,4,11,3,10,0,0,0,19,3,4,42.9,Matches
Abdülkerim Bardakcı,tr TUR,DF,tr Galatasaray,28,1994,6.0,1,0,0,4,3,1,2,11,9,0,0,0,45,11,11,50.0,Matches
Roony Bardghji,se SWE,"MF,FW",dk FC Copenhagen,17,2005,1.6,0,0,0,0,0,0,2,1,0,0,0,0,6,0,0,,Matches
Nicolò Barella,it ITA,MF,it Inter,26,1997,5.2,1,0,0,6,9,2,16,5,13,0,0,0,32,10,3,76.9,Matches
Harvey Barnes,eng ENG,FW,eng Newcastle Utd,25,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Romário Baró,pt POR,MF,pt Porto,23,2000,0.7,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,,Matches
Ander Barrenetxea,es ESP,"FW,MF",es Real Sociedad,21,2001,4.4,1,0,0,8,4,2,12,1,6,0,0,0,22,3,4,42.9,Matches
Pablo Barrios,es ESP,MF,es Atlético Madrid,20,2003,2.9,0,0,0,2,2,0,4,7,5,0,0,0,18,3,2,60.0,Matches
Davide Bartesaghi,it ITA,FW,it Milan,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Alessandro Bastoni,it ITA,DF,it Inter,24,1999,5.6,0,0,0,8,6,0,12,6,1,0,0,0,32,9,3,75.0,Matches
Jelle Bataille,be BEL,DF,be Antwerp,24,1999,4.6,1,0,0,1,3,0,10,5,6,0,0,1,25,2,6,25.0,Matches
Christoph Baumgartner,at AUT,MF,de RB Leipzig,23,1999,1.3,0,0,0,3,5,0,1,3,1,0,0,0,4,5,3,62.5,Matches
Sheraldo Becker,sr SUR,FW,de Union Berlin,28,1995,4.1,0,0,0,6,1,5,21,1,0,0,0,0,15,2,4,33.3,Matches
Sheraldo Becker,sr SUR,FW,es Real Sociedad,28,1995,0.7,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,,Matches
Thomas Beelen,nl NED,DF,nl Feyenoord,22,2001,0.9,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0.0,Matches
Kevin Behrens,de GER,FW,de Union Berlin,32,1991,3.3,0,0,0,2,8,5,3,1,2,0,0,0,11,10,11,47.6,Matches
Armel Bella Kotchap,de GER,DF,nl PSV Eindhoven,21,2001,0.9,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,,Matches
Jude Bellingham,eng ENG,"MF,FW",es Real Madrid,20,2003,11.0,2,0,0,9,21,1,14,7,9,0,0,0,33,11,11,50.0,Matches
Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,1993,8.0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,,Matches
Loris Benito,ch SUI,DF,ch Young Boys,31,1992,4.5,2,0,0,5,3,0,0,7,4,0,0,0,22,5,5,50.0,Matches
Ramy Bensebaini,dz ALG,DF,de Dortmund,28,1995,4.2,0,0,0,6,8,0,9,7,12,0,0,0,37,3,0,100.0,Matches

Lucas Beraldo,br BRA,DF,fr Paris S-G,19,2003,4.5,1,0,0,4,6,0,0,5,7,0,0,0,23,15,7,68.2,Matches
Paulo Bernardo,pt POR,MF,sct Celtic,21,2002,3.5,0,0,0,5,9,0,1,5,0,0,0,0,12,4,3,57.1,Matches
Juan Bernat,es ESP,DF,pt Benfica,30,1993,1.2,1,0,0,0,1,0,0,1,2,0,0,0,4,0,0,,Matches
Mads Bidstrup,dk DEN,MF,at RB Salzburg,22,2001,5.5,0,0,0,4,3,0,2,7,15,0,1,0,41,3,4,42.9,Matches
Justin Bijlow,nl NED,GK,nl Feyenoord,25,1998,4.0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,100.0,Matches
Janis Blaswich,de GER,GK,de RB Leipzig,32,1991,5.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches
Lewin Blum,ch SUI,DF,ch Young Boys,22,2001,2.4,1,0,0,5,0,1,12,2,5,0,0,0,6,1,4,20.0,Matches
Oscar Bobb,no NOR,"FW,MF",eng Manchester City,20,2003,2.4,0,0,0,2,5,1,1,0,1,0,0,0,8,0,2,0.0,Matches
Sacha Boey,fr FRA,DF,tr Galatasaray,22,2000,6.0,2,0,0,11,11,0,16,6,12,0,0,0,48,12,8,60.0,Matches
Nicolai Boilesen,dk DEN,"DF,FW",dk FC Copenhagen,31,1992,1.0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,0,100.0,Matches
Valerii Bondar,ua UKR,DF,ua Shakhtar,24,1999,4.0,2,0,0,8,1,0,0,5,4,0,0,0,6,3,6,33.3,Matches
Artem Bondarenko,ua UKR,MF,ua Shakhtar,22,2000,2.5,0,0,0,2,5,0,2,2,4,0,0,0,16,1,1,50.0,Matches
Leonardo Bonucci,it ITA,DF,de Union Berlin,36,1987,2.9,3,0,0,4,0,0,0,2,0,0,0,0,9,5,7,41.7,Matches
Gonçalo Borges,pt POR,FW,pt Porto,22,2001,0.4,0,0,0,1,2,0,1,1,1,0,0,0,4,0,1,0.0,Matches
Cristian Borja,co COL,DF,pt Braga,30,1993,5.7,1,0,0,3,6,1,17,3,7,1,0,0,28,3,6,33.3,Matches
Olivier Boscagli,fr FRA,DF,nl PSV Eindhoven,25,1997,6.8,2,0,0,4,2,1,1,11,7,0,0,0,51,9,10,47.4,Matches
Sven Botman,nl NED,DF,eng Newcastle Utd,23,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,33.3,Matches
Julian Brandt,de GER,"MF,FW",de Dortmund,27,1996,8.7,0,0,0,1,2,1,61,4,9,0,0,0,45,7,9,43.8,Matches
Bruma,pt POR,FW,pt Braga,28,1994,4.1,0,0,0,1,5,1,6,1,4,0,0,0,18,0,0,,Matches
Osman Bukari,gh GHA,FW,rs Red Star,24,1998,5.4,1,0,0,11,6,5,12,2,3,0,0,0,32,6,3,66.7,Matches
Dan Burn,eng ENG,DF,eng Newcastle Utd,31,1992,3.1,0,0,0,4,0,0,1,1,3,0,0,0,3,14,2,87.5,Matches
Jean Butez,fr FRA,GK,be Antwerp,28,1995,5.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,100.0,Matches
Arthur Cabral,br BRA,"FW,DF",pt Benfica,25,1998,1.3,0,0,0,0,0,1,1,0,2,0,0,0,4,5,7,41.7,Matches
Jens Cajuste,se SWE,MF,it Napoli,23,1999,1.8,1,0,0,3,5,0,0,2,4,0,0,0,10,1,4,20.0,Matches
Davide Calabria,it ITA,DF,it Milan,26,1996,4.8,1,0,0,8,5,1,10,3,14,0,1,0,30,3,3,50.0,Matches

Hakan Çalhanoğlu,tr TUR,MF,it Inter,29,1994,5.7,2,0,0,5,6,0,23,6,5,0,0,0,38,3,2,60.0,Matches
Eduardo Camavinga,fr FRA,MF,es Real Madrid,20,2002,8.8,3,0,0,22,18,0,1,9,13,0,0,0,47,12,5,70.6,Matches
Emre Can,de GER,"MF,DF",de Dortmund,29,1994,10.1,4,0,0,17,10,0,2,12,12,0,0,0,49,2,7,22.2,Matches
João Cancelo,pt POR,DF,es Barcelona,29,1994,9.0,1,0,0,12,7,0,26,19,22,0,1,0,47,8,10,44.4,Matches
Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,1997,2.4,0,0,0,2,3,0,2,6,3,0,0,0,21,1,1,50.0,Matches
Fábio Cardoso,pt POR,DF,pt Porto,29,1994,3.0,2,0,0,2,1,0,0,3,2,0,0,0,9,4,6,40.0,Matches
David Carmo,ao ANG,DF,pt Porto,24,1999,4.0,3,0,0,3,0,0,0,4,2,0,0,0,17,12,2,85.7,Matches
Cameron Carter-Vickers,us USA,DF,sct Celtic,25,1997,3.3,1,0,0,2,2,0,0,4,2,0,0,0,25,9,5,64.3,Matches
Dani Carvajal,es ESP,DF,es Real Madrid,31,1992,9.4,3,0,0,17,9,1,7,9,13,0,0,0,23,16,10,61.5,Matches
Fabio Carvalho,pt POR,MF,de RB Leipzig,20,2002,1.4,0,0,0,1,4,1,1,1,2,0,0,0,5,1,1,50.0,Matches
Vitor Carvalho,br BRA,MF,pt Braga,26,1997,2.9,0,0,0,5,0,0,1,1,3,0,0,0,14,4,1,80.0,Matches
Marc Casado,es ESP,MF,es Barcelona,19,2003,0.3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,,Matches
Nicolò Casale,it ITA,DF,it Lazio,25,1998,2.0,1,0,0,1,2,0,0,0,1,0,0,0,11,0,0,,Matches
Casemiro,br BRA,MF,eng Manchester Utd,31,1992,1.8,2,1,1,4,2,0,0,1,3,0,1,0,18,0,1,0.0,Matches
Valentín Castellanos,ar ARG,FW,it Lazio,24,1998,2.4,2,0,0,11,5,1,2,0,0,1,0,0,4,10,8,55.6,Matches
André Castro,pt POR,MF,pt Braga,35,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
Danilo Cataldi,it ITA,MF,it Lazio,28,1994,1.8,1,0,0,2,1,0,3,1,1,0,0,0,5,0,0,,Matches
Dani Ceballos,es ESP,MF,es Real Madrid,26,1996,1.7,0,0,0,2,1,0,4,3,1,0,0,0,7,0,1,0.0,Matches
Miguel Chaiwa,zm ZAM,MF,ch Young Boys,19,2004,0.7,0,0,0,1,1,0,0,1,1,0,0,0,9,1,1,50.0,Matches
Chiquinho,pt POR,MF,pt Benfica,28,1995,0.6,0,0,0,0,1,0,4,0,1,0,0,0,2,0,2,0.0,Matches
Andreas Christensen,dk DEN,"DF,MF",es Barcelona,27,1996,4.9,3,0,0,7,4,0,0,7,7,0,0,0,20,12,9,57.1,Matches
Samuel Chukwueze,ng NGA,FW,it Milan,24,1999,1.8,0,0,0,3,2,2,3,0,2,0,0,0,6,1,1,50.0,Matches
Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,31,1992,5.3,0,0,0,9,2,1,0,4,4,0,0,0,25,11,29,27.5,Matches
William Clem,dk DEN,MF,dk FC Copenhagen,19,2004,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,23,2000,1.4,1,0,0,2,0,0,3,1,2,0,0,0,10,0,1,0.0,Matches

Kingsley Coman,fr FRA,FW,de Bayern Munich,27,1996,5.0,0,0,0,3,11,2,23,0,2,0,0,0,21,6,1,85.7,Matches
Francisco Conceição,pt POR,"FW,MF",pt Porto,20,2002,2.7,2,0,0,7,5,0,12,1,1,0,0,0,10,0,2,0.0,Matches
Kobe Corbanie,be BEL,"DF,FW",be Antwerp,18,2005,0.4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,Matches
Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,30,1993,0.9,1,0,0,2,0,0,1,0,1,0,0,0,1,6,3,66.7,Matches
Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,28,1995,3.6,1,0,0,5,3,2,6,0,1,0,0,0,13,2,5,28.6,Matches
David Costa,pt POR,"MF,FW",fr Lens,22,2001,1.3,0,0,0,0,1,0,2,2,2,0,0,0,4,0,0,,Matches
Diogo Costa,pt POR,GK,pt Porto,23,1999,8.3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,100.0,Matches
Soumaïla Coulibaly,fr FRA,DF,be Antwerp,19,2003,6.0,1,0,0,3,4,0,0,7,3,0,0,0,31,5,3,62.5,Matches
Thibaut Courtois,be BEL,GK,es Real Madrid,31,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Juan Cuadrado,co COL,"DF,FW",it Inter,35,1988,1.3,1,0,0,2,6,0,4,1,0,0,0,0,2,0,0,,Matches
Pau Cubarsí,es ESP,DF,es Barcelona,16,2007,3.0,1,0,0,1,0,0,0,1,5,0,0,0,14,5,2,71.4,Matches
Diogo Dalot,pt POR,DF,eng Manchester Utd,24,1999,5.1,1,0,0,7,0,0,13,3,5,0,0,0,39,7,4,63.6,Matches
Kevin Danso,at AUT,DF,fr Lens,24,1998,6.0,2,0,0,3,12,1,1,4,2,0,0,0,41,17,12,58.6,Matches
Matteo Darmian,it ITA,"DF,FW",it Inter,33,1989,4.5,0,0,0,2,4,0,7,2,3,0,0,0,11,5,2,71.4,Matches
David Datro Fofana,ci CIV,FW,de Union Berlin,20,2002,2.2,0,0,0,6,4,1,2,0,1,0,0,0,6,8,18,30.8,Matches
Alphonso Davies,ca CAN,DF,de Bayern Munich,22,2000,7.8,3,0,0,7,13,3,4,5,9,0,0,0,49,3,5,37.5,Matches
Kevin De Bruyne,be BEL,MF,eng Manchester City,32,1991,2.2,0,0,0,3,2,0,31,0,3,0,0,0,7,1,0,100.0,Matches
Ritchie De Laet,be BEL,DF,be Antwerp,34,1988,2.5,1,0,0,1,2,0,6,3,2,0,0,0,5,4,1,80.0,Matches
Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,29,1994,6.8,2,1,1,8,14,0,8,4,4,0,0,0,45,0,0,,Matches
Amar Dedić,ba BIH,DF,at RB Salzburg,20,2002,6.0,1,0,0,2,5,0,13,6,4,0,0,0,32,4,3,57.1,Matches
Miloš Degenek,au AUS,FW,rs Red Star,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Ousmane Dembélé,fr FRA,"FW,MF",fr Paris S-G,26,1997,10.6,5,0,0,10,13,1,86,6,10,1,0,0,34,3,6,33.3,Matches
Kerem Demirbay,de GER,MF,tr Galatasaray,30,1993,0.7,0,0,0,2,1,0,2,0,1,0,0,0,7,2,0,100.0,Matches
Thomas van den Belt,nl NED,MF,nl Feyenoord,22,2001,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
Sergiño Dest,us USA,DF,nl PSV Eindhoven,22,2000,7.2,0,0,0,4,11,0,19,4,7,0,0,0,34,2,5,28.6,Matches

Giovanni Di Lorenzo,it ITA,DF,it Napoli,29,1993,8.0,0,0,0,7,9,1,19,6,12,0,0,0,35,12,14,46.2,Matches
Ángel Di María,ar ARG,FW,pt Benfica,35,1988,4.6,0,0,0,1,10,1,26,1,3,0,0,0,17,0,0,,Matches
Rúben Dias,pt POR,DF,eng Manchester City,26,1997,8.5,2,0,0,8,7,0,1,9,8,0,0,1,40,19,11,63.3,Matches
Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,23,1999,3.6,0,0,0,5,10,1,13,0,4,0,0,0,14,0,4,0.0,Matches
Eric Dier,eng ENG,DF,de Bayern Munich,29,1994,5.0,0,0,0,1,0,0,0,6,5,0,0,0,23,5,5,50.0,Matches
Kevin Diks,nl NED,DF,dk FC Copenhagen,26,1996,7.9,2,0,0,4,5,0,0,7,5,0,0,0,25,7,13,35.0,Matches
Javairô Dilrosun,nl NED,DF,nl Feyenoord,25,1998,0.1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0.0,Matches
Federico Dimarco,it ITA,DF,it Inter,25,1997,4.0,0,0,0,2,5,1,28,3,0,0,0,0,24,1,3,25.0,Matches
Andy Diouf,fr FRA,MF,fr Lens,20,2003,0.4,0,0,0,1,0,0,3,0,1,0,0,0,6,0,0,,Matches
Novatus Dismas,tz TAN,DF,ua Shakhtar,20,2002,1.0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,,Matches
Álvaro djaló,es ESP,FW,pt Braga,23,1999,4.5,1,0,0,12,11,2,7,3,7,0,0,0,14,2,11,15.4,Matches
Nasser Djiga,bf BFA,DF,rs Red Star,20,2002,6.0,2,0,0,7,3,1,0,12,4,0,2,0,33,6,9,40.0,Matches
Marko Dmitrović,rs SRB,GK,es Sevilla,31,1992,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,Matches
Danilho Doekhi,nl NED,DF,de Union Berlin,25,1998,2.9,0,0,0,1,4,0,1,1,2,0,0,0,14,7,6,53.8,Matches
Jeremy Doku,be BEL,"FW,MF",eng Manchester City,21,2002,3.4,0,0,0,3,10,0,13,0,3,0,0,0,19,0,0,,Matches
Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,24,1999,12.0,2,0,0,0,1,0,0,0,1,0,0,0,22,3,1,75.0,Matches
Nene Dorgeles,ml MLI,"FW,MF",at RB Salzburg,20,2002,1.5,0,0,0,2,3,1,2,1,2,0,0,0,7,2,3,40.0,Matches
Aleksandar Dragović,at AUT,DF,rs Red Star,32,1991,6.0,1,0,0,1,2,0,1,6,2,0,0,0,28,10,9,52.6,Matches
Martin Dúbravka,sk SVK,GK,eng Newcastle Utd,34,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Denzel Dumfries,nl NED,DF,it Inter,27,1996,3.6,1,0,0,7,0,0,10,0,2,0,0,0,11,4,5,44.4,Matches
Ederson,br BRA,GK,eng Manchester City,29,1993,7.3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
Jorge Eduardo Sánchez,mx MEX,DF,pt Porto,25,1997,2.1,0,0,0,2,2,0,4,1,4,0,0,0,7,4,3,57.1,Matches
Eguinaldo,br BRA,"MF,FW",ua Shakhtar,18,2004,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Matches
Chidera Ejuke,ng NGA,FW,be Antwerp,25,1998,1.7,0,0,0,0,5,0,7,3,1,0,0,0,10,1,1,50.0,Matches
Jurgen Ekkelenkamp,nl NED,MF,be Antwerp,23,2000,3.0,0,1,0,1,2,0,2,1,0,0,0,0,11,2,6,25.0,Matches

Meschak Elia,cd COD,"FW,MF",ch Young Boys,25,1997,5.5,0,0,0,5,7,9,9,0,2,0,0,0,9,1,4,20.0,Matches
Elif Elmas,mk MKD,MF,de RB Leipzig,23,1999,0.2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,,Matches
Elif Elmas,mk MKD,"FW,MF",it Napoli,23,1999,1.6,0,0,0,3,2,0,6,2,0,0,0,0,7,0,0,,Matches
Mohamed Elneny,eg EGY,MF,eng Arsenal,31,1992,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
Aritz Elustondo,es ESP,DF,es Real Sociedad,29,1994,1.9,3,0,0,3,1,0,0,1,4,0,0,0,12,4,1,80.0,Matches
Mohamed Elyounoussi,no NOR,"FW,MF",dk FC Copenhagen,28,1994,7.6,0,0,0,6,6,1,11,11,9,1,0,0,45,7,10,41.2,Matches
Youssef En-Nesyri,ma MAR,FW,es Sevilla,26,1997,5.7,0,0,0,4,10,4,0,3,2,1,0,0,8,15,25,37.5,Matches
Luis Enrique Palma,hn HON,FW,sct Celtic,23,2000,3.0,3,0,0,2,5,2,13,3,3,0,0,0,16,1,1,50.0,Matches
Christian Eriksen,dk DEN,MF,eng Manchester Utd,31,1992,2.3,0,0,0,2,0,0,6,3,0,0,1,0,15,1,2,33.3,Matches
