Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Anderlecht,1,34,34,"3,060",34.0,36,1.06,118,80,70.3,18,10,6,10,29.4,3,1,2,0,66.7
Antwerp,1,34,34,"3,060",34.0,38,1.12,175,138,80.0,19,6,9,12,35.3,3,3,0,0,0.0
Beerschot,3,34,34,"3,060",34.0,71,2.09,196,126,66.3,4,4,26,3,8.8,7,5,1,1,16.7
Cercle Brugge,2,34,34,"3,060",34.0,46,1.35,131,86,66.4,12,9,13,8,23.5,2,2,0,0,0.0
Charleroi,2,34,34,"3,060",34.0,46,1.35,165,120,73.3,15,9,10,13,38.2,4,2,2,0,50.0
Club Brugge,2,34,34,"3,060",34.0,37,1.09,110,74,69.1,21,9,4,12,35.3,3,3,0,0,0.0
Eupen,2,34,34,"3,060",34.0,61,1.79,180,117,70.0,8,8,18,4,11.8,11,7,3,1,30.0
Genk,1,34,34,"3,060",34.0,47,1.38,136,89,68.4,15,6,13,9,26.5,4,4,0,0,0.0
Gent,2,34,34,"3,060",34.0,30,0.88,120,90,79.2,18,8,8,14,41.2,6,5,1,0,16.7
Kortrijk,3,34,34,"3,060",34.0,48,1.41,157,110,72.0,9,10,15,8,23.5,5,4,0,1,0.0
Mechelen,2,34,34,"2,968",33.0,56,1.70,163,108,66.9,15,7,11,5,14.7,3,2,1,0,33.3
OH Leuven,2,34,34,"2,970",33.0,58,1.76,188,131,70.2,9,11,13,4,11.8,2,2,0,0,0.0
Oostende,3,34,34,"3,060",34.0,61,1.79,162,101,62.3,10,7,17,7,20.6,0,0,0,0,
R.F.C. Seraing,2,34,34,"3,051",34.0,68,2.01,176,111,67.0,8,4,22,5,14.7,12,10,1,1,9.1
Sint-Truiden,3,34,34,"3,060",34.0,40,1.18,117,77,68.4,15,6,13,11,32.4,4,3,0,1,0.0
Standard Liège,2,34,34,"2,970",34.0,51,1.55,145,94,65.5,9,9,16,8,23.5,2,1,1,0,50.0
Union SG,2,34,34,"3,060",34.0,27,0.79,100,73,77.0,24,5,5,16,47.1,5,4,0,1,0.0
Zulte Waregem,2,34,34,"3,060",34.0,69,2.03,201,134,69.2,8,8,18,6,17.6,8,7,1,0,12.5
