Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Austria Wien,2,32,32,"2,880",32.0,52,1.62,144,98,68.1,11,10,11,5,15.6,6,6,0,0,0.0
Hartberg,3,32,32,"2,880",32.0,56,1.75,154,104,67.5,9,6,17,7,21.9,7,6,0,1,0.0
LASK,2,32,32,"2,880",32.0,38,1.19,137,101,73.7,14,12,6,5,15.6,3,2,0,1,0.0
Rapid Wien,2,32,32,"2,880",32.0,47,1.47,124,82,66.1,12,6,14,7,21.9,5,5,0,0,0.0
RB Salzburg,2,32,32,"2,880",32.0,22,0.69,91,71,78.0,23,8,1,16,50.0,3,2,0,1,0.0
Ried,2,32,32,"2,880",32.0,50,1.56,154,107,68.8,4,11,17,4,12.5,3,2,1,0,33.3
SC Austria Lustenau,2,32,32,"2,880",32.0,54,1.69,152,104,68.4,11,10,11,7,21.9,6,6,0,0,0.0
SCR Altach,3,32,32,"2,880",32.0,53,1.66,146,96,65.8,6,10,16,6,18.8,3,3,0,0,0.0
SK Austria Klagenfurt,2,32,32,"2,880",32.0,63,1.97,159,104,64.2,11,5,16,4,12.5,8,6,2,0,25.0
Sturm Graz,3,32,32,"2,880",32.0,29,0.91,88,62,69.3,20,6,6,11,34.4,3,2,1,0,33.3
Wolfsberger AC,2,32,32,"2,880",32.0,51,1.59,139,91,64.7,12,6,14,8,25.0,3,2,1,0,33.3
WSG Tirol,2,32,32,"2,880",32.0,53,1.66,148,100,67.6,10,8,14,5,15.6,5,5,0,0,0.0
