Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
AEK Athens,2,36,36,"3,240",36.0,,,,,,26,5,5,24,66.7,5,4,0,1,0.0
Aris,2,36,36,"3,240",36.0,,,,,,15,6,15,11,30.6,8,7,1,0,12.5
Asteras Tripoli,2,33,33,"2,970",33.0,,,,,,5,16,12,11,33.3,4,4,0,0,0.0
Atromitos,3,33,33,"2,967",33.0,,,,,,9,11,13,8,24.2,7,4,2,1,33.3
Ionikos,1,33,33,"2,970",33.0,,,,,,6,9,18,8,24.2,8,8,0,0,0.0
Levadiakos,3,33,33,"2,970",33.0,,,,,,4,14,15,8,24.2,6,4,1,1,20.0
OFI Crete,3,33,33,"2,970",33.0,,,,,,10,11,12,10,30.3,4,2,1,1,33.3
Olympiacos,3,36,36,"3,240",36.0,,,,,,21,10,5,20,55.6,2,2,0,0,0.0
Panathinaikos,2,36,36,"3,240",36.0,,,,,,23,9,4,22,61.1,3,1,2,0,66.7
Panetolikos,4,33,33,"2,970",33.0,,,,,,7,9,17,6,18.2,7,5,2,0,28.6
PAOK,2,36,36,"3,240",36.0,,,,,,19,10,7,17,47.2,7,5,1,1,16.7
PAS Giannina,4,33,33,"2,970",33.0,,,,,,7,13,13,5,15.2,3,3,0,0,0.0
PAS Lamia,3,33,33,"2,970",33.0,,,,,,5,14,14,8,24.2,2,2,0,0,0.0
Volos NFC,3,36,36,"3,240",36.0,,,,,,11,7,18,10,27.8,8,7,1,0,12.5
