Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Čukarički,4,37,37,"3,330",37.0,,,,,,16,9,12,9,24.3,5,4,0,1,0.0
FK IMT Novi Beograd,4,37,37,"3,330",37.0,,,,,,11,9,17,8,21.6,9,8,0,1,0.0
FK Železničar Pančevo,4,37,37,"3,330",37.0,,,,,,10,9,18,4,10.8,5,4,1,0,20.0
Javor Ivanjica,3,37,37,"3,325",37.0,,,,,,11,7,19,8,21.6,7,6,1,0,14.3
Mladost Lučani,3,37,37,"3,330",37.0,,,,,,13,7,17,13,35.1,5,4,1,0,20.0
Napredak Kruš,3,37,37,"3,330",37.0,,,,,,11,7,19,7,18.9,5,5,0,0,0.0
Novi Pazar,2,37,37,"3,330",37.0,,,,,,14,6,17,11,29.7,10,8,1,1,11.1
Partizan,3,37,37,"3,330",37.0,,,,,,24,6,7,12,32.4,9,8,1,0,11.1
Radnički Kragujevac,3,37,37,"3,330",37.0,,,,,,19,4,13,10,27.0,5,5,0,0,0.0
Radnički Niš,3,37,37,"3,330",37.0,,,,,,11,8,18,8,21.6,4,3,1,0,25.0
Radnik Surdulica,2,37,37,"3,330",37.0,,,,,,3,9,25,8,21.6,6,6,0,0,0.0
Red Star,3,37,37,"3,330",37.0,,,,,,30,3,3,16,43.2,2,2,0,0,0.0
Spartak Subotic,3,37,37,"3,330",37.0,,,,,,13,8,16,14,37.8,4,2,1,1,33.3
TSC Bačka Top,2,37,37,"3,330",37.0,,,,,,22,9,6,17,45.9,8,4,2,2,33.3
Vojvodina,2,37,37,"3,330",37.0,,,,,,17,10,10,12,32.4,4,4,0,0,0.0
Voždovac,2,37,37,"3,330",37.0,,,,,,9,11,17,6,16.2,7,7,0,0,0.0
