Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Ajax,4,34,34,"3,060",34.0,19,0.56,78,59,75.6,26,5,3,22,64.7,0,0,0,0,
AZ Alkmaar,2,34,34,"3,060",34.0,44,1.29,133,89,66.9,18,7,9,4,11.8,0,0,0,0,
Cambuur,2,34,34,"3,060",34.0,70,2.06,206,137,66.5,11,6,17,4,11.8,2,1,0,1,0.0
Feyenoord,2,34,34,"3,060",34.0,34,1.00,107,74,72.0,22,5,7,13,38.2,4,4,0,0,0.0
Fortuna Sittard,2,34,34,"3,060",34.0,67,1.97,200,133,67.0,10,5,19,8,23.5,2,1,1,0,50.0
Go Ahead Eag,2,34,34,"3,060",34.0,51,1.50,179,129,73.7,10,6,18,8,23.5,4,4,0,0,0.0
Groningen,1,34,34,"3,060",34.0,55,1.62,162,109,67.3,9,9,16,4,11.8,2,2,0,0,0.0
Heerenveen,2,34,34,"3,060",34.0,50,1.47,150,100,71.3,11,8,15,8,23.5,8,7,1,0,12.5
Heracles Almelo,2,34,34,"3,060",34.0,49,1.44,171,122,72.5,9,7,18,8,23.5,5,2,2,1,50.0
NEC Nijmegen,1,34,34,"3,060",34.0,52,1.53,164,112,70.1,10,8,16,10,29.4,4,3,1,0,25.0
PSV Eindhoven,2,34,34,"3,060",34.0,42,1.24,115,75,65.2,26,3,5,9,26.5,2,2,0,0,0.0
RKC Waalwijk,3,34,34,"3,060",34.0,51,1.50,177,125,74.6,9,11,14,6,17.6,8,6,1,1,14.3
Sparta R'dam,3,34,34,"3,060",34.0,48,1.41,160,113,73.1,8,11,15,7,20.6,6,5,1,0,16.7
Twente,2,34,34,"3,060",34.0,37,1.09,132,96,72.0,20,8,6,13,38.2,1,0,1,0,100.0
Utrecht,3,34,34,"3,060",34.0,46,1.35,141,97,69.5,12,11,11,8,23.5,4,3,1,0,25.0
Vitesse,2,34,34,"3,060",34.0,51,1.50,136,87,66.2,15,6,13,8,23.5,5,5,0,0,0.0
Willem II,4,34,34,"3,058",34.0,57,1.68,168,113,67.3,9,6,19,7,20.6,3,2,0,1,0.0
Zwolle,1,34,34,"3,060",34.0,52,1.53,175,126,72.0,7,6,21,6,17.6,4,3,0,1,0.0
