Squad,# of Players,Average Age,Possession,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90
N/A
N/A
AEK Athens,30,29.5,,36,396,"3,240",36.0,78,49,127,71,7,9,75,2,2.17,1.36,3.53,1.97,3.33
AO Kifisia,35,27.6,,33,363,"2,970",33.0,34,21,55,28,6,7,106,7,1.03,0.64,1.67,0.85,1.48
Aris,33,29.2,,36,396,"3,240",36.0,50,31,81,44,6,7,95,0,1.39,0.86,2.25,1.22,2.08
Asteras Tripoli,33,27.7,,33,363,"2,970",33.0,40,31,71,37,3,5,94,6,1.21,0.94,2.15,1.12,2.06
Atromitos,27,27.7,,33,363,"2,970",33.0,35,21,56,30,5,7,95,7,1.06,0.64,1.70,0.91,1.55
OFI Crete,30,28.8,,33,363,"2,970",33.0,35,24,59,31,4,6,99,0,1.06,0.73,1.79,0.94,1.67
Olympiacos,36,27.5,,36,396,"3,240",36.0,72,43,115,62,10,14,86,3,2.00,1.19,3.19,1.72,2.92
Panathinaikos,32,29.4,,36,396,"3,240",36.0,78,52,130,68,10,12,73,4,2.17,1.44,3.61,1.89,3.33
Panetolikos,30,27.1,,33,363,"2,970",33.0,36,25,61,34,2,2,89,5,1.09,0.76,1.85,1.03,1.79
Panserraikos,32,26.8,,33,363,"2,970",33.0,36,21,57,29,7,9,103,7,1.09,0.64,1.73,0.88,1.52
PAOK,28,27.7,,36,396,"3,240",36.0,84,57,141,80,4,8,83,1,2.33,1.58,3.92,2.22,3.81
PAS Giannina,34,28.0,,33,363,"2,970",33.0,33,23,56,29,4,4,100,5,1.00,0.70,1.70,0.88,1.58
PAS Lamia,32,29.7,,36,396,"3,240",36.0,42,30,72,40,2,4,100,4,1.17,0.83,2.00,1.11,1.94
Volos NFC,33,27.4,,33,363,"2,970",33.0,33,18,51,28,5,7,109,6,1.00,0.55,1.55,0.85,1.39
