Squad,# of Players,Average Age,Possession,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90
N/A
N/A
Arda,30,25.6,,36,396,"3,240",36.0,45,0,45,41,4,4,100,5,1.25,0.00,1.25,1.14,1.14
Beroe,38,27.2,,35,385,"3,150",35.0,30,3,33,26,4,4,110,6,0.86,0.09,0.94,0.74,0.83
Botev Plovdiv,44,25.8,,36,396,"3,240",36.0,39,0,39,35,4,4,98,7,1.08,0.00,1.08,0.97,0.97
Botev Vratsa,32,26.9,,35,385,"3,150",35.0,27,1,28,23,4,4,101,6,0.77,0.03,0.80,0.66,0.69
Cherno More,31,26.8,,35,385,"3,150",35.0,38,0,38,34,4,4,88,2,1.09,0.00,1.09,0.97,0.97
CSKA 1948,34,26.9,,35,385,"3,150",35.0,54,2,56,48,6,6,96,7,1.54,0.06,1.60,1.37,1.43
CSKA Sofia,30,26.0,,35,385,"3,150",35.0,64,2,66,57,7,7,112,4,1.83,0.06,1.89,1.63,1.69
FC Spartak Varna,40,26.8,,35,385,"3,150",35.0,31,1,32,30,1,1,86,3,0.89,0.03,0.91,0.86,0.89
Levski Sofia,28,23.8,,35,385,"3,150",35.0,47,1,48,43,4,4,74,3,1.34,0.03,1.37,1.23,1.26
Loko Plovdiv,31,25.9,,35,385,"3,150",35.0,33,4,37,30,3,3,85,4,0.94,0.11,1.06,0.86,0.97
Lokomotiv Sofia,29,26.3,,36,396,"3,240",36.0,36,1,37,29,7,7,96,9,1.00,0.03,1.03,0.81,0.83
Ludogorets,32,26.8,,35,385,"3,150",35.0,80,1,81,75,5,5,81,2,2.29,0.03,2.31,2.14,2.17
PFC Hebar Pazardzhik,36,26.8,,35,385,"3,150",35.0,29,0,29,27,2,2,91,3,0.83,0.00,0.83,0.77,0.77
Pirin Blagoevgrad,35,26.7,,35,385,"3,150",35.0,27,1,28,21,6,6,112,4,0.77,0.03,0.80,0.60,0.63
Septemvri Sofia,37,23.5,,35,385,"3,150",35.0,28,0,28,25,3,3,91,4,0.80,0.00,0.80,0.71,0.71
Slavia Sofia,30,26.1,,36,396,"3,240",36.0,35,0,35,33,2,2,92,2,0.97,0.00,0.97,0.92,0.92
