Squad,# of Players,Average Age,Possession,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG/90
N/A
N/A
Anderlecht,33,24.3,54.1,34,374,"3,060",34.0,48,36,84,44,4,4,65,5,44.1,41.0,31.6,72.6,704,1357,1.41,1.06,2.47,1.29,2.35,1.30,0.93,2.23,1.21,2.14
Antwerp,32,25.1,56.1,34,374,"3,060",34.0,55,37,92,45,10,10,55,1,51.9,44.2,32.7,76.9,629,1612,1.62,1.09,2.71,1.32,2.41,1.53,0.96,2.49,1.30,2.26
Cercle Brugge,27,23.0,44.6,34,374,"3,060",34.0,50,38,88,47,3,6,71,4,51.6,46.6,38.4,85.1,335,1183,1.47,1.12,2.59,1.38,2.50,1.52,1.13,2.65,1.37,2.50
Charleroi,29,24.5,51.6,34,374,"3,060",34.0,45,36,81,42,3,4,74,3,44.6,41.8,33.7,75.5,595,1476,1.32,1.06,2.38,1.24,2.29,1.31,0.99,2.30,1.23,2.22
Club Brugge,32,26.3,57.8,34,374,"3,060",34.0,58,40,98,52,6,10,68,2,58.9,50.9,41.9,92.8,682,1751,1.71,1.18,2.88,1.53,2.71,1.73,1.23,2.97,1.50,2.73
Eupen,30,24.4,47.0,34,374,"3,060",34.0,39,26,65,32,7,8,73,6,40.1,33.8,25.2,58.9,573,1374,1.15,0.76,1.91,0.94,1.71,1.18,0.74,1.92,0.99,1.73
Genk,28,24.2,53.6,34,374,"3,060",34.0,77,59,136,69,8,10,65,3,63.4,56.2,45.1,101.3,687,1736,2.26,1.74,4.00,2.03,3.76,1.86,1.33,3.19,1.65,2.98
Gent,31,26.8,55.6,34,374,"3,060",34.0,62,41,103,57,5,5,49,3,55.4,51.7,40.2,91.9,650,1600,1.82,1.21,3.03,1.68,2.88,1.63,1.18,2.81,1.52,2.70
Kortrijk,32,25.5,49.3,34,374,"3,060",34.0,37,22,59,35,2,3,79,6,36.1,33.6,27.0,60.6,488,1163,1.09,0.65,1.74,1.03,1.68,1.06,0.79,1.86,0.99,1.78
Mechelen,31,26.2,51.8,34,374,"3,060",34.0,42,29,71,39,3,5,69,5,35.6,32.0,24.2,56.2,605,1262,1.24,0.85,2.09,1.15,2.00,1.05,0.71,1.76,0.94,1.65
OH Leuven,29,25.2,50.6,34,374,"3,060",34.0,56,35,91,44,12,14,60,2,54.0,43.4,32.8,76.2,617,1299,1.65,1.03,2.68,1.29,2.32,1.59,0.97,2.55,1.28,2.24
Oostende,33,24.5,43.7,34,374,"3,060",34.0,37,24,61,33,4,7,77,9,45.2,39.4,30.4,69.7,448,1252,1.09,0.71,1.79,0.97,1.68,1.33,0.89,2.22,1.16,2.05
R.F.C. Seraing,31,24.6,41.2,34,374,"3,060",34.0,26,14,40,20,6,7,87,8,25.8,20.4,15.3,35.7,467,929,0.76,0.41,1.18,0.59,1.00,0.76,0.45,1.21,0.60,1.05
Sint-Truiden,24,27.7,44.0,34,374,"3,060",34.0,35,21,56,29,6,7,63,7,37.3,31.8,22.3,54.1,482,1106,1.03,0.62,1.65,0.85,1.47,1.10,0.66,1.75,0.94,1.59
Standard Liège,30,25.7,51.1,34,374,"3,060",34.0,53,35,88,45,8,9,84,10,51.9,45.1,36.0,81.1,718,1395,1.56,1.03,2.59,1.32,2.35,1.53,1.06,2.59,1.33,2.39
Union SG,26,25.8,51.5,34,374,"3,060",34.0,67,49,116,60,7,7,81,4,54.2,48.8,40.0,88.8,701,1480,1.97,1.44,3.41,1.76,3.21,1.59,1.18,2.77,1.43,2.61
Westerlo,26,25.9,49.9,34,374,"3,060",34.0,58,30,88,49,9,11,59,2,51.0,42.4,31.9,74.4,638,1396,1.71,0.88,2.59,1.44,2.32,1.50,0.94,2.44,1.25,2.19
Zulte Waregem,36,26.6,46.9,34,374,"3,060",34.0,49,34,83,43,6,6,82,7,45.6,41.1,32.3,73.5,550,1124,1.44,1.00,2.44,1.26,2.26,1.34,0.95,2.29,1.21,2.16
