Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Janis Antiste,fr FRA,FW,Sassuolo,19,2002,0.6,0,0,0,4,0,0,0,0,0,0,0,0,4,2,1,66.7,Matches
Marcos Antônio,br BRA,MF,Lazio,22,2000,6.6,2,0,0,9,15,0,0,11,6,0,0,0,42,0,4,0.0,Matches
Valentin Antov,bg BUL,DF,Monza,21,2000,3.4,2,0,0,4,2,0,2,4,5,0,0,0,24,6,11,35.3,Matches
Marko Arnautović,at AUT,FW,Bologna,33,1989,17.0,5,0,0,22,20,11,9,2,6,0,0,0,36,10,12,45.5,Matches
Tolgay Arslan,de GER,MF,Udinese,31,1990,13.5,3,0,0,15,35,0,28,12,18,0,0,0,78,8,4,66.7,Matches

Santiago Ascacíbar,ar ARG,MF,Cremonese,25,1997,8.1,1,0,0,11,9,0,5,13,14,0,0,0,62,10,20,33.3,Matches
Kristoffer Askildsen,no NOR,MF,Lecce,21,2001,8.1,3,0,0,20,7,1,19,11,3,0,1,0,45,21,19,52.5,Matches
Kristjan Asllani,al ALB,MF,Inter,20,2002,6.6,2,0,0,5,7,0,21,6,5,0,0,0,37,0,4,0.0,Matches
Emil Audero,it ITA,GK,Sampdoria,25,1997,25.0,1,0,0,0,2,0,0,0,0,0,0,1,41,6,0,100.0,Matches
Tommaso Augello,it ITA,DF,Sampdoria,27,1994,34.0,3,0,0,14,26,1,170,17,14,0,1,0,183,38,32,54.3,Matches
Carlos Augusto,br BRA,DF,Monza,23,1999,34.3,4,0,0,41,19,6,54,24,38,0,0,0,157,57,33,63.3,Matches
Kaan Ayhan,tr TUR,DF,Sassuolo,27,1994,6.1,1,0,0,4,8,0,0,5,4,0,0,0,28,2,7,22.2,Matches
Jaime Báez,uy URU,DF,Cremonese,27,1995,1.1,0,0,0,1,1,1,9,0,2,0,0,0,5,1,0,100.0,Matches
Nedim Bajrami,al ALB,"MF,FW",Empoli,23,1999,10.4,1,0,0,6,6,3,35,7,4,0,0,0,49,2,7,22.2,Matches
Nedim Bajrami,al ALB,"FW,MF",Sassuolo,23,1999,9.1,0,0,0,6,9,6,57,7,7,0,0,0,44,2,4,33.3,Matches
Tiemoué Bakayoko,fr FRA,MF,Milan,27,1994,0.5,0,0,0,3,1,0,0,0,5,0,0,0,6,1,1,50.0,Matches
Tommaso Baldanzi,it ITA,MF,Empoli,19,2003,19.7,2,0,0,12,37,1,21,2,12,0,0,0,69,3,9,25.0,Matches
Fodé Ballo-Touré,sn SEN,DF,Milan,25,1997,5.8,0,0,0,5,13,0,17,2,9,0,0,0,33,13,5,72.2,Matches
Lameck Banda,zm ZAM,"FW,MF",Lecce,21,2001,18.2,6,0,0,31,37,11,51,8,20,0,0,0,82,7,32,17.9,Matches
Filippo Bandinelli,it ITA,MF,Empoli,27,1995,25.1,10,0,0,53,37,0,91,18,34,0,1,0,138,10,19,34.5,Matches
Antonín Barák,cz CZE,MF,Hellas Verona,27,1994,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
Antonín Barák,cz CZE,MF,Fiorentina,27,1994,20.0,4,0,0,13,17,3,14,3,9,0,1,0,76,18,31,36.7,Matches
Andrea Barberis,it ITA,MF,Monza,28,1993,3.8,0,0,0,1,2,0,4,8,2,0,0,0,16,2,2,50.0,Matches
Tommaso Barbieri,it ITA,DF,Juventus,19,2002,1.2,0,0,0,5,4,0,7,0,3,0,0,0,2,0,2,0.0,Matches
Francesco Bardi,it ITA,GK,Bologna,30,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Nicolò Barella,it ITA,MF,Inter,25,1997,29.0,6,0,0,32,45,9,84,12,25,0,0,0,178,20,15,57.1,Matches
Enzo Barrenechea,ar ARG,MF,Juventus,21,2001,1.8,0,0,0,3,1,0,0,2,3,0,0,0,9,1,1,50.0,Matches
Musa Barrow,gm GAM,"FW,MF",Bologna,23,1998,21.8,3,0,0,20,19,5,103,1,4,0,0,0,80,12,34,26.1,Matches
Federico Baschirotto,it ITA,DF,Lecce,25,1996,37.0,6,0,0,37,11,0,14,36,30,0,1,0,204,91,64,58.7,Matches
Toma Bašić,hr CRO,MF,Lazio,25,1996,5.7,2,0,0,12,17,1,20,7,4,0,0,0,32,14,6,70.0,Matches

Alberto Basso,it ITA,MF,Cremonese,18,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Alessandro Bastoni,it ITA,DF,Inter,23,1999,24.0,3,0,0,19,15,1,49,24,20,0,0,0,117,39,23,62.9,Matches
Simone Bastoni,it ITA,"MF,DF",Spezia,25,1996,13.2,7,0,0,29,12,2,103,8,24,0,0,0,87,12,9,57.1,Matches
Brian Bayeye,cd COD,DF,Torino,22,2000,0.7,0,0,0,1,1,0,2,1,0,0,0,0,12,0,1,0.0,Matches
Rodrigo Becão,br BRA,DF,Udinese,26,1996,27.6,11,1,0,38,32,6,19,26,36,0,0,1,157,63,28,69.2,Matches
Julius Beck,dk DEN,MF,Spezia,17,2005,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Raoul Bellanova,it ITA,DF,Inter,22,2000,5.5,0,0,0,4,9,2,32,4,6,0,0,0,25,3,3,50.0,Matches
Andrea Belotti,it ITA,FW,Roma,28,1993,12.7,0,0,0,21,36,7,6,3,5,0,0,0,24,36,61,37.1,Matches
Marco Benassi,it ITA,DF,Fiorentina,27,1994,1.0,0,0,0,1,1,0,7,1,3,0,0,0,10,3,2,60.0,Matches
Marco Benassi,it ITA,MF,Cremonese,27,1994,11.1,1,0,0,10,6,0,24,12,15,0,0,0,71,5,15,25.0,Matches
Ismaël Bennacer,dz ALG,MF,Milan,24,1997,22.3,5,0,0,36,25,1,79,26,33,0,0,0,186,22,22,50.0,Matches
Domenico Berardi,it ITA,FW,Sassuolo,27,1994,20.7,7,0,0,33,49,8,83,19,14,2,0,0,84,13,21,38.2,Matches
Bartosz Bereszyński,pl POL,DF,Sampdoria,30,1992,13.3,1,0,0,13,10,0,31,21,18,0,0,0,68,18,11,62.1,Matches
Bartosz Bereszyński,pl POL,DF,Napoli,30,1992,1.8,1,0,0,2,2,0,0,3,2,0,0,0,14,2,1,66.7,Matches
Marco Bertini,it ITA,MF,Lazio,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Beto,gw GNB,FW,Udinese,24,1998,23.7,2,0,0,36,26,9,9,6,9,0,0,0,31,70,64,52.2,Matches
Matteo Bianchetti,it ITA,DF,Cremonese,29,1993,23.7,5,0,0,18,10,0,3,20,19,0,1,0,137,63,40,61.2,Matches
Alessandro Bianco,it ITA,MF,Fiorentina,19,2002,1.7,1,0,0,7,4,0,1,0,2,0,0,0,8,2,2,50.0,Matches
Jaka Bijol,si SVN,DF,Udinese,23,1999,30.3,10,0,0,29,7,0,1,29,23,0,1,0,144,87,47,64.9,Matches
Cristiano Biraghi,it ITA,DF,Fiorentina,29,1992,28.3,1,0,0,29,38,1,300,14,38,0,0,1,137,19,25,43.2,Matches
Samuele Birindelli,it ITA,DF,Monza,23,1999,15.6,8,0,0,15,14,2,70,16,19,0,0,0,69,6,9,40.0,Matches
Kristijan Bistrović,hr CRO,MF,Lecce,24,1998,5.1,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.6,Matches
Alexis Blin,fr FRA,MF,Lecce,25,1996,26.4,8,0,0,47,31,1,28,34,39,1,0,0,133,55,69,44.4,Matches
Jeremie Boga,ci CIV,"MF,FW",Atalanta,25,1997,8.7,0,0,0,4,17,1,55,1,5,0,0,0,34,5,4,55.6,Matches
Emil Bohinen,no NOR,MF,Salernitana,23,1999,9.2,0,0,0,15,13,1,3,17,13,0,1,0,78,12,15,44.4,Matches

Giacomo Bonaventura,it ITA,MF,Fiorentina,32,1989,21.2,4,1,0,24,40,2,48,16,23,1,0,0,140,14,22,38.9,Matches
Federico Bonazzoli,it ITA,"FW,MF",Salernitana,25,1997,12.4,1,0,0,18,32,7,4,3,3,0,0,0,37,6,15,28.6,Matches
Warren Bondo,fr FRA,MF,Monza,18,2003,0.7,1,0,0,2,3,0,0,0,0,0,0,0,4,1,0,100.0,Matches
Kevin Bonifazi,it ITA,DF,Bologna,26,1996,10.0,2,0,0,6,1,1,2,12,8,0,0,0,61,8,17,32.0,Matches
Leonardo Bonucci,it ITA,DF,Juventus,35,1987,9.8,2,0,0,11,5,1,0,13,4,0,0,0,48,20,23,46.5,Matches
Erik Botheim,no NOR,"MF,FW",Salernitana,22,2000,9.6,2,0,0,12,11,3,5,0,7,0,0,0,32,20,28,41.7,Matches
Mehdi Bourabia,ma MAR,MF,Spezia,30,1991,30.8,3,0,0,33,18,1,64,32,20,0,0,0,192,21,32,39.6,Matches
Edoardo Bove,it ITA,MF,Roma,20,2002,11.0,2,0,0,24,23,1,9,10,18,0,0,0,80,14,12,53.8,Matches
Jayden Braaf,nl NED,"MF,FW",Hellas Verona,19,2002,3.2,1,0,0,8,1,3,5,2,3,0,0,0,13,0,5,0.0,Matches
Domagoj Bradarić,hr CRO,DF,Salernitana,22,1999,25.0,5,0,0,17,20,4,68,21,19,0,0,0,154,14,25,35.9,Matches
Josip Brekalo,hr CRO,"FW,MF",Fiorentina,24,1998,2.5,1,0,0,3,5,0,10,1,1,0,0,0,13,0,6,0.0,Matches
Gleison Bremer,br BRA,DF,Juventus,25,1997,29.3,6,0,0,29,11,1,0,42,20,0,1,0,180,79,50,61.2,Matches
Dylan Bronn,tn TUN,DF,Salernitana,27,1995,18.7,5,1,0,29,10,0,7,20,18,0,1,0,109,34,23,59.6,Matches
Marcelo Brozović,hr CRO,MF,Inter,29,1992,19.7,8,0,0,24,13,0,45,22,22,0,0,0,141,6,12,33.3,Matches
Cristian Buonaiuto,it ITA,"MF,FW",Cremonese,29,1992,10.9,3,0,0,17,23,1,70,14,16,1,0,0,65,6,22,21.4,Matches
Alessandro Buongiorno,it ITA,DF,Torino,23,1999,30.2,8,0,0,64,38,0,8,60,25,0,0,0,167,99,52,65.6,Matches
Leonardo Buta,pt POR,DF,Udinese,20,2002,0.2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,Matches
Arthur Cabral,br BRA,FW,Fiorentina,24,1998,15.9,4,0,0,26,18,2,4,1,2,0,1,0,39,49,49,50.0,Matches
Liberato Cacace,nz NZL,DF,Empoli,21,2000,6.5,1,0,0,9,4,0,29,4,10,0,2,0,38,7,21,25.0,Matches
Davide Calabria,it ITA,DF,Milan,25,1996,18.8,6,0,0,16,15,1,41,25,44,1,1,0,122,13,12,52.0,Matches
Mattia Caldara,it ITA,DF,Spezia,28,1994,13.9,6,0,0,16,10,1,1,17,14,0,1,1,93,35,24,59.3,Matches
Luca Caldirola,it ITA,DF,Monza,31,1991,26.1,6,0,0,30,26,0,5,25,14,0,0,0,95,34,32,51.5,Matches
Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,26.3,3,0,0,46,26,2,167,25,27,0,0,0,193,14,15,48.3,Matches
Mohamed Camara,gn GUI,MF,Roma,25,1997,7.7,3,0,0,15,7,0,6,10,10,0,0,0,59,15,8,65.2,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,21,2000,14.3,5,1,1,25,60,1,41,9,22,1,0,0,64,3,15,16.7,Matches

Andrea Cambiaso,it ITA,DF,Bologna,22,2000,24.1,2,0,0,26,30,5,56,26,34,0,0,0,154,3,24,11.1,Matches
Matteo Cancellieri,it ITA,FW,Lazio,20,2002,2.8,4,0,0,14,10,5,7,1,4,1,0,0,14,4,3,57.1,Matches
Antonio Candreva,it ITA,"MF,DF",Salernitana,35,1987,30.3,3,1,1,7,35,10,218,17,7,0,1,0,135,2,5,28.6,Matches
Gianluca Caprari,it ITA,"MF,FW",Monza,29,1993,27.1,7,0,0,34,50,9,76,8,6,0,0,0,101,6,21,22.2,Matches
Francesco Caputo,it ITA,FW,Sampdoria,34,1987,12.2,0,0,0,5,24,11,3,1,1,0,0,0,18,6,21,22.2,Matches
Francesco Caputo,it ITA,FW,Empoli,34,1987,19.0,1,0,0,13,22,23,6,2,2,0,0,0,36,17,29,37.0,Matches
Andrea Carboni,it ITA,DF,Monza,21,2001,1.9,0,0,0,1,1,0,5,3,2,0,0,0,8,0,3,0.0,Matches
Franco Carboni,it ITA,"DF,FW",Monza,19,2003,0.7,0,0,0,2,0,0,9,1,1,0,0,0,7,1,1,50.0,Matches
Valentin Carboni,ar ARG,"MF,DF",Inter,17,2005,0.3,0,0,0,0,3,0,1,0,1,0,0,0,6,0,4,0.0,Matches
Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27.0,1,0,0,0,5,0,0,0,1,0,0,0,29,5,2,71.4,Matches
Nicolò Casale,it ITA,DF,Lazio,24,1998,27.1,6,0,0,22,7,0,0,17,20,0,0,0,142,45,27,62.5,Matches
Tommaso Cassandro,it ITA,DF,Lecce,22,2000,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches
Michele Castagnetti,it ITA,MF,Cremonese,32,1989,15.7,2,0,0,16,12,0,38,15,21,0,0,0,99,9,14,39.1,Matches
Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,8.0,3,0,0,12,12,1,12,8,8,0,0,0,36,4,11,26.7,Matches
Danilo Cataldi,it ITA,MF,Lazio,27,1994,21.3,5,0,0,12,20,0,44,24,16,0,0,0,159,1,5,16.7,Matches
Pietro Ceccaroni,it ITA,DF,Lecce,26,1995,0.5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,,Matches
Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,15.7,9,1,0,31,19,0,6,19,19,0,0,0,102,30,17,63.8,Matches
Assan Ceesay,gm GAM,FW,Lecce,28,1994,20.1,2,0,0,36,27,22,15,3,18,0,0,0,51,63,80,44.1,Matches
Emil Ceide,no NOR,FW,Sassuolo,20,2001,5.7,0,0,0,4,7,1,6,1,2,1,0,0,18,1,3,25.0,Matches
Zeki Çelik,tr TUR,DF,Roma,25,1997,16.7,7,1,1,26,6,2,42,14,21,0,0,0,96,11,13,45.8,Matches
Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5.0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,Matches
Federico Chiesa,it ITA,"DF,MF",Juventus,24,1997,9.5,2,0,0,13,12,2,43,0,11,0,0,0,41,1,5,16.7,Matches
Vlad Chiricheș,ro ROU,DF,Cremonese,32,1989,10.9,2,0,0,16,8,0,0,22,20,0,0,1,67,18,22,45.0,Matches
Daniel Ciofani,it ITA,FW,Cremonese,37,1985,11.8,1,0,0,9,15,6,2,2,3,0,0,0,28,35,67,34.3,Matches
Tio Cipot,si SVN,"FW,MF",Spezia,19,2003,1.5,0,0,0,1,2,0,7,0,7,0,0,0,8,1,2,33.3,Matches

Patrick Ciurria,it ITA,"DF,MF",Monza,27,1995,30.6,4,0,0,32,41,8,98,7,18,0,0,0,138,12,13,48.0,Matches
Nicolò Cocetta,it ITA,DF,Udinese,18,2003,0.4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,Matches
Omar Colley,gm GAM,DF,Sampdoria,29,1992,15.4,5,0,0,15,18,1,0,22,10,0,0,0,73,27,30,47.4,Matches
Lorenzo Colombo,it ITA,FW,Lecce,20,2002,16.8,4,0,0,36,16,8,10,2,9,0,0,0,52,41,118,25.8,Matches
Andrea Colpani,it ITA,MF,Monza,23,1999,10.5,1,0,0,22,26,0,33,3,9,1,0,0,55,6,10,37.5,Matches
Andrea Consigli,it ITA,GK,Sassuolo,35,1987,35.0,0,0,0,0,4,0,0,0,0,0,0,0,32,9,1,90.0,Matches
Andrea Conti,it ITA,DF,Sampdoria,28,1994,0.3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,Matches
Diego Coppola,it ITA,DF,Hellas Verona,18,2003,13.1,5,0,0,10,0,0,3,14,17,0,1,0,70,47,34,58.0,Matches
Alex Cordaz,it ITA,GK,Inter,39,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Joaquín Correa,ar ARG,FW,Inter,27,1994,10.6,1,0,0,12,18,2,2,3,7,0,0,0,41,4,12,25.0,Matches
Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,Matches
Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,32.1,12,0,0,53,50,1,10,25,50,0,0,0,222,29,38,43.3,Matches
Alessio Cragno,it ITA,GK,Monza,28,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Bryan Cristante,it ITA,"MF,DF",Roma,27,1995,32.6,8,1,0,52,19,2,11,18,62,0,0,0,209,75,41,64.7,Matches
Domen Črnigoj,si SVN,MF,Salernitana,26,1995,3.3,1,0,0,6,2,0,0,9,3,0,0,0,21,5,7,41.7,Matches
Juan Cuadrado,co COL,"DF,FW",Juventus,34,1988,23.1,6,1,0,33,44,2,83,24,34,1,0,0,115,11,13,45.8,Matches
Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,6.9,1,0,0,8,5,1,20,5,10,0,0,0,40,5,12,29.4,Matches
Marco D'Alessandro,it ITA,"DF,FW",Monza,31,1991,3.2,2,0,0,6,9,1,13,1,4,0,0,0,19,2,2,50.0,Matches
Danilo D'Ambrosio,it ITA,DF,Inter,33,1988,8.1,3,1,0,16,11,0,9,10,17,1,0,0,39,8,9,47.1,Matches
Luca D'Andrea,it ITA,FW,Sassuolo,17,2004,3.5,0,0,0,4,9,1,7,1,0,0,0,0,13,2,3,40.0,Matches
Flavius Daniliuc,at AUT,DF,Salernitana,21,2001,24.4,9,0,0,33,4,0,0,29,29,0,0,0,132,39,28,58.2,Matches
Danilo,br BRA,DF,Juventus,31,1991,35.4,5,0,0,33,17,0,18,47,62,0,2,0,196,53,38,58.2,Matches
Matteo Darmian,it ITA,DF,Inter,32,1989,22.5,3,0,0,21,20,3,28,21,30,0,0,0,121,15,23,39.5,Matches
Juan David Cabal,co COL,DF,Hellas Verona,21,2001,4.9,3,0,0,7,2,1,8,13,6,0,0,0,41,18,15,54.5,Matches
Paweł Dawidowicz,pl POL,DF,Hellas Verona,27,1995,18.1,6,1,0,37,13,1,13,23,31,0,0,0,120,43,27,61.4,Matches

Charles De Ketelaere,be BEL,"MF,FW",Milan,21,2001,12.4,2,0,0,19,15,2,10,4,12,0,0,0,56,19,30,38.8,Matches
Manuel De Luca,it ITA,"FW,MF",Sampdoria,24,1998,0.5,0,0,0,3,2,0,0,0,0,0,0,0,1,0,3,0.0,Matches
Tommaso De Nipoti,it ITA,MF,Atalanta,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Mattia De Sciglio,it ITA,DF,Juventus,29,1992,11.6,0,0,0,4,11,0,26,4,7,0,0,0,40,10,11,47.6,Matches
Lorenzo De Silvestri,it ITA,DF,Bologna,34,1988,7.5,1,0,0,6,6,2,7,3,2,0,0,1,39,14,12,53.8,Matches
Koni De Winter,be BEL,DF,Empoli,20,2002,11.4,3,0,0,13,2,0,0,6,9,0,0,0,58,16,11,59.3,Matches
Grégoire Defrel,mq MTQ,FW,Sassuolo,31,1991,13.0,3,0,0,14,14,6,1,2,7,0,0,0,29,6,24,20.0,Matches
Duccio Degl'Innocenti,it ITA,MF,Empoli,19,2003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
Merih Demiral,tr TUR,DF,Atalanta,24,1998,17.1,5,0,0,13,13,1,2,24,29,0,0,0,123,52,29,64.2,Matches
Diego Demme,de GER,MF,Napoli,30,1991,1.6,0,0,0,2,3,0,0,0,0,0,0,0,5,2,1,66.7,Matches
Fabio Depaoli,it ITA,DF,Hellas Verona,25,1997,24.1,7,0,0,43,31,4,60,18,28,0,0,0,113,24,39,38.1,Matches
Fabio Depaoli,it ITA,"DF,MF",Sampdoria,25,1997,1.5,1,0,0,1,7,0,8,1,3,0,0,0,6,0,2,0.0,Matches
Kastriot Dermaku,al ALB,DF,Lecce,30,1992,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Cyriel Dessers,ng NGA,FW,Cremonese,27,1994,17.6,3,0,0,34,14,24,8,3,4,0,0,0,30,16,48,25.0,Matches
Sergiño Dest,us USA,DF,Milan,21,2000,3.7,0,0,0,6,4,0,4,4,6,0,1,0,29,3,1,75.0,Matches
Mattia Destro,it ITA,"FW,MF",Empoli,31,1991,6.4,3,0,0,12,5,7,2,1,1,0,1,0,9,8,20,28.6,Matches
Gerard Deulofeu,es ESP,FW,Udinese,28,1994,13.5,1,0,0,8,11,8,59,2,5,0,0,0,44,1,4,20.0,Matches
Samuel Di Carmine,it ITA,"FW,MF",Cremonese,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Federico Di Francesco,it ITA,"FW,MF",Lecce,28,1994,22.6,5,0,0,43,32,13,45,8,16,1,0,0,86,7,21,25.0,Matches
Michele Di Gregorio,it ITA,GK,Monza,25,1997,37.0,0,0,0,0,3,0,0,4,0,0,0,0,31,4,1,80.0,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,28,1993,36.2,2,0,0,31,36,4,88,30,29,0,0,0,171,41,34,54.7,Matches
Ángel Di María,ar ARG,"FW,MF",Juventus,34,1988,15.1,1,1,0,6,24,4,97,7,5,0,0,0,52,1,6,14.3,Matches
Boulaye Dia,sn SEN,"FW,MF",Salernitana,25,1996,28.0,4,0,0,28,43,13,6,7,5,0,0,0,97,20,58,25.6,Matches
Brahim Díaz,ma MAR,"MF,FW",Milan,22,1999,21.4,3,0,0,29,50,2,20,7,15,1,0,0,100,4,24,14.3,Matches
Federico Dimarco,it ITA,DF,Inter,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.4,Matches

Koffi Djidji,ci CIV,DF,Torino,29,1992,26.9,3,0,0,27,3,1,13,34,25,0,2,0,141,47,50,48.5,Matches
Berat Djimsiti,al ALB,DF,Atalanta,29,1993,20.0,3,0,0,15,8,0,0,36,19,0,0,0,112,59,42,58.4,Matches
Dodô,br BRA,DF,Fiorentina,23,1998,25.9,5,1,1,28,40,0,61,25,22,0,1,0,184,19,13,59.4,Matches
Josh Doig,sct SCO,DF,Hellas Verona,20,2002,15.0,1,0,0,14,7,2,46,11,8,0,0,0,93,16,23,41.0,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,24,1998,25.6,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8,Matches
Giulio Donati,it ITA,DF,Monza,32,1990,4.7,4,2,1,7,6,0,9,4,1,0,0,0,21,4,3,57.1,Matches
Bartłomiej Drągowski,pl POL,GK,Spezia,24,1997,32.7,1,0,0,0,6,0,0,1,0,0,0,0,38,8,1,88.9,Matches
Ondrej Duda,sk SVK,MF,Hellas Verona,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0,Matches
Denzel Dumfries,nl NED,DF,Inter,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3,Matches
Paulo Dybala,ar ARG,"MF,FW",Roma,28,1993,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0,Matches
Edin Džeko,ba BIH,FW,Inter,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8,Matches
Festy Ebosele,ie IRL,DF,Udinese,19,2002,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0,Matches
Enzo Ebosse,cm CMR,DF,Udinese,23,1999,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7,Matches
Tyronne Ebuehi,ng NGA,DF,Empoli,26,1995,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.3,Matches
Éderson,br BRA,MF,Atalanta,23,1999,24.6,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,48.8,Matches
Kingsley Ehizibue,nl NED,DF,Udinese,27,1995,17.1,7,0,0,33,20,1,37,10,31,0,0,0,84,15,17,46.9,Matches
