Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Oliver Antman,fi FIN,"FW,MF",Nordsjælland,19,2001,16.4,0,0,0,6,8,5,29,6,10,,,0,Matches

Daniel Anyembe,ke KEN,DF,Viborg,23,1998,14.6,1,0,0,4,6,0,42,10,11,,,0,Matches
Hákon Arnar Haraldsson,is ISL,"MF,FW",FC Copenhagen,18,2003,6.0,0,0,0,4,9,1,8,6,6,,,0,Matches
Rocco Ascone,fr FRA,FW,Nordsjælland,17,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Yann Aurel Bisseck,de GER,DF,AGF,20,2000,23.5,4,0,0,16,22,0,0,47,8,,,0,Matches
Khouma Babacar,sn SEN,FW,FC Copenhagen,28,1993,6.3,2,0,0,4,10,7,1,1,3,,,0,Matches
Edgar Babayan,am ARM,"MF,FW",Vejle BK,25,1995,7.6,2,0,0,9,4,3,55,4,4,,,0,Matches
Younes Bakiz,dk DEN,FW,Viborg,22,1999,21.8,3,0,0,34,55,0,24,19,24,,,0,Matches
Roony Bardghji,se SWE,"MF,FW",FC Copenhagen,15,2005,8.2,1,0,0,10,8,4,1,1,7,,,0,Matches
Atli Barkarson,is ISL,"MF,DF",SønderjyskE,20,2001,4.9,1,0,0,3,1,1,8,7,4,,,0,Matches
Tobias Bech,dk DEN,FW,Viborg,19,2002,19.5,6,0,0,18,11,6,35,10,20,,,0,Matches
Asker Beck,dk DEN,MF,AGF,18,2003,0.0,0,0,0,0,0,0,0,1,1,,,0,Matches
Joe Bell,nz NZL,MF,Brøndby,22,1999,12.2,2,0,0,11,7,0,55,19,25,,,0,Matches
Anis Ben Slimane,tn TUN,"MF,FW",Brøndby,20,2001,27.6,6,0,0,43,29,2,14,25,45,,,0,Matches
Pierre Bengtsson,se SWE,"DF,MF",FC Copenhagen,33,1988,0.4,0,0,0,1,2,0,1,0,0,,,0,Matches
Lasse Berg Johnsen,no NOR,MF,Randers,21,1999,30.1,4,0,0,27,25,0,15,38,52,,,0,Matches
Sofus Berger Brix,dk DEN,MF,Viborg,18,2003,4.3,1,0,0,13,4,0,4,0,3,,,0,Matches
Emil Berggreen,dk DEN,FW,SønderjyskE,28,1993,4.0,2,1,1,6,4,1,1,0,0,,,0,Matches
Victor Bernth Kristiansen,dk DEN,DF,FC Copenhagen,18,2002,18.4,2,0,0,12,8,1,61,20,22,,,0,Matches
Mads Bidstrup,dk DEN,MF,Nordsjælland,20,2001,11.5,3,0,0,23,19,0,4,25,23,,,0,Matches
Pep Biel,es ESP,"MF,FW",FC Copenhagen,24,1996,28.9,3,0,0,27,23,3,169,16,21,,,0,Matches
Carl Björk,se SWE,FW,Brøndby,21,2000,3.6,1,0,0,5,8,0,1,2,1,,,0,Matches
Peter Bjur,dk DEN,MF,Brøndby,21,2000,0.3,0,0,0,0,0,1,1,0,0,,,0,Matches
Nicolai Boilesen,dk DEN,DF,FC Copenhagen,29,1992,24.1,5,1,0,9,6,0,9,27,9,,,0,Matches
Jakob Bonde,dk DEN,MF,Viborg,27,1993,27.8,6,0,0,29,19,4,19,31,25,,,0,Matches
Frederik Brandhof,dk DEN,MF,AGF,25,1996,19.1,6,0,0,33,36,0,23,21,22,,,1,Matches

Mathias Brems,dk DEN,DF,Odense,19,2002,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
Jakob Breum,dk DEN,"MF,FW",Odense,17,2003,9.3,0,0,0,6,19,2,16,5,13,,,0,Matches
Mark Brink,dk DEN,MF,Silkeborg,23,1998,29.7,0,0,0,12,31,0,12,42,25,,,0,Matches
Nicolai Brock-Madsen,dk DEN,FW,Randers,28,1993,6.3,2,0,0,20,6,6,0,1,3,,,0,Matches
Júnior Brumado,br BRA,"FW,MF",Midtjylland,22,1999,15.5,6,1,0,34,17,10,3,8,12,,,0,Matches
Alexander Brunst,de GER,GK,Vejle BK,26,1995,21.0,0,0,0,0,3,0,0,0,0,,,0,Matches
Andreas Bruus,dk DEN,"MF,DF",Brøndby,22,1999,25.0,5,0,0,16,12,2,132,19,15,,,0,Matches
Filip Bundgaard,dk DEN,FW,Randers,17,2004,2.9,2,0,0,6,7,2,7,6,7,,,0,Matches
Oliver Bundgaard,dk DEN,DF,Randers,20,2001,20.2,1,0,0,23,14,1,68,35,38,,,0,Matches
Mustapha Bundu,sl SLE,"FW,MF",AGF,24,1997,16.7,1,0,0,13,11,11,66,8,8,,,0,Matches
Nicolas Bürgy,ch SUI,DF,Viborg,25,1995,14.0,2,0,0,5,6,0,2,12,11,,,0,Matches
Alexander Busch,dk DEN,DF,Silkeborg,18,2003,1.1,0,0,0,1,0,0,0,1,1,,,0,Matches
Tobias Børkeeiet,no NOR,"DF,MF",Brøndby,22,1999,4.6,2,0,0,2,1,0,0,5,1,,,0,Matches
Frederik Børsting,dk DEN,"MF,DF",Aalborg,26,1995,9.2,3,0,0,14,18,1,37,13,14,,,0,Matches
Jens Cajuste,se SWE,MF,Midtjylland,21,1999,2.7,0,0,0,2,6,0,1,3,3,,,0,Matches
André Calisir,am ARM,DF,Silkeborg,31,1990,15.2,6,0,0,17,11,0,0,34,15,,,0,Matches
Christian Cappis,us USA,MF,Brøndby,21,1999,11.8,2,0,0,14,14,0,13,12,20,,,0,Matches
Patrik Carlgren,se SWE,GK,Randers,29,1992,32.0,2,0,0,0,7,0,0,2,1,,,0,Matches
Frederik Carstensen,dk DEN,FW,Silkeborg,19,2002,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Rasmus Carstensen,dk DEN,DF,Silkeborg,20,2000,30.2,3,0,0,40,31,8,136,31,44,,,0,Matches
Edward Chilufya,zm ZAM,"FW,MF",Midtjylland,21,1999,7.5,0,0,0,5,4,3,11,2,3,,,0,Matches
Frederik Christensen,dk DEN,FW,Viborg,26,1995,0.0,0,0,0,0,0,0,0,0,1,,,0,Matches
Jacob Christensen,dk DEN,MF,Nordsjælland,20,2001,16.0,1,0,0,22,8,0,14,22,25,,,0,Matches
Magnus Christensen,dk DEN,MF,Aalborg,23,1997,9.2,5,0,0,16,5,0,2,15,17,,,0,Matches
Oliver Christensen,dk DEN,GK,Odense,22,1999,6.0,0,0,0,0,1,0,0,0,0,,,0,Matches

Hans Christian Bernat,dk DEN,GK,Odense,20,2000,26.0,1,0,0,0,7,0,0,0,0,,,0,Matches
Peter Christiansen,dk DEN,FW,SønderjyskE,21,1999,11.5,4,0,0,21,20,5,6,9,12,,,0,Matches
Viktor Claesson,se SWE,"FW,MF",FC Copenhagen,29,1992,8.2,0,0,0,4,10,2,5,6,8,,,0,Matches
Dion Cools,my MAS,"DF,MF",Midtjylland,25,1996,4.6,0,0,0,2,4,0,3,7,6,,,0,Matches
Rezan Corlu,dk DEN,MF,Brøndby,23,1997,1.1,0,0,0,2,0,0,4,1,2,,,0,Matches
Lasso Coulibaly,gh GHA,"FW,MF",Nordsjælland,18,2002,13.7,4,1,0,37,16,10,14,8,17,,,1,Matches
Kevin Custovic,se SWE,MF,Vejle BK,21,2000,3.4,0,0,0,2,2,0,4,6,3,,,0,Matches
Anthony D'Alberto,be BEL,"DF,MF",AGF,26,1994,13.9,2,0,0,7,5,1,30,22,12,,,0,Matches
Adam Daghim,dk DEN,MF,AGF,15,2005,0.7,2,0,0,3,0,1,3,3,1,,,0,Matches
Jón Dagur Þorsteinsson,is ISL,"FW,MF",AGF,22,1998,18.4,8,0,0,24,33,9,135,4,16,,,0,Matches
Gustav Dahl,dk DEN,DF,Silkeborg,25,1996,9.9,2,0,0,11,2,0,19,14,17,,,0,Matches
Robin Dahl Østrøm,no NOR,DF,Odense,18,2002,7.3,0,0,0,10,1,0,8,9,9,,,0,Matches
Marc Dal Hende,dk DEN,"DF,MF",SønderjyskE,30,1990,29.1,4,0,0,22,18,1,78,36,45,,,0,Matches
Eskild Dall,dk DEN,FW,AGF,18,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Henrik Dalsgaard,dk DEN,DF,Midtjylland,32,1989,26.9,3,0,0,25,33,2,32,31,17,,,1,Matches
Mohammed Daramy,dk DEN,"MF,FW",FC Copenhagen,19,2002,4.8,0,0,0,2,12,0,7,3,8,,,0,Matches
Viljormur Davidsen,fo FRO,DF,Vejle BK,30,1991,9.6,1,0,0,3,3,1,26,8,5,,,0,Matches
Kellian van der Kaap,nl NED,DF,Viborg,22,1998,0.4,0,0,0,0,0,0,0,0,3,,,0,Matches
Frans Dhia Putros,iq IRQ,DF,Viborg,28,1993,17.3,7,0,0,40,16,1,39,26,28,,,0,Matches
Kevin Diks,nl NED,DF,FC Copenhagen,24,1996,21.7,6,1,1,27,17,3,45,26,26,,,0,Matches
Mohamed Diomandé,ci CIV,MF,Nordsjælland,19,2001,16.7,7,0,0,21,31,2,14,14,13,,,0,Matches
Marko Divkovic,hr CRO,FW,Brøndby,22,1999,14.6,3,0,0,10,29,3,45,7,8,,,0,Matches
Dominic,br BRA,FW,Vejle BK,26,1995,0.1,0,0,0,2,0,0,0,0,0,,,0,Matches
Mouhamadou Drammeh,fr FRA,MF,Vejle BK,22,1999,14.8,3,0,0,17,24,0,9,27,11,,,0,Matches
Anders Dreyer,dk DEN,FW,Midtjylland,23,1998,15.1,0,0,0,5,6,4,58,6,4,,,0,Matches

Zach Duncan,au AUS,MF,AGF,21,2000,2.1,0,0,0,6,2,0,0,3,0,,,0,Matches
Nikolas Dyhr,dk DEN,MF,Midtjylland,20,2001,15.2,1,0,0,9,19,0,42,15,17,,,0,Matches
Mads Døhr Thychosen,dk DEN,DF,Nordsjælland,24,1997,15.7,3,0,0,7,18,0,11,18,8,,,1,Matches
Mads Døhr Thychosen,dk DEN,"DF,MF",Midtjylland,24,1997,10.3,1,0,0,5,8,1,4,10,12,,,0,Matches
Marvin Egho,at AUT,FW,Randers,27,1994,5.8,1,0,0,12,6,3,1,5,3,,,0,Matches
Anosike Ementa,dk DEN,FW,Aalborg,19,2002,1.3,1,0,0,9,0,0,0,1,1,,,0,Matches
Dimitrios Emmanouilidis,gr GRE,"FW,MF",Vejle BK,20,2000,10.8,1,0,0,5,10,8,33,1,5,,,0,Matches
Lukas Engel,dk DEN,DF,Silkeborg,22,1998,13.8,1,0,0,10,8,1,41,13,17,,,0,Matches
Lukas Engel,dk DEN,"MF,FW",Vejle BK,22,1998,9.6,1,0,0,2,4,4,28,15,11,,,0,Matches
Mads Enggaard,dk DEN,MF,Randers,17,2004,1.6,0,0,0,3,1,0,1,1,4,,,0,Matches
Julius Eskesen,dk DEN,"MF,FW",SønderjyskE,22,1999,6.5,0,0,0,4,8,0,8,9,7,,,0,Matches
Evander,br BRA,MF,Midtjylland,23,1998,26.0,2,1,0,25,31,5,107,33,41,,,0,Matches
Saeid Ezatolahi,ir IRN,MF,Vejle BK,24,1996,10.0,5,0,0,22,8,0,6,19,14,,,0,Matches
Wahid Faghir,dk DEN,FW,Vejle BK,18,2003,7.0,2,0,0,3,14,1,0,0,2,,,0,Matches
Rasmus Falk,dk DEN,MF,FC Copenhagen,29,1992,20.2,3,0,0,10,33,1,12,54,23,,,0,Matches
Oskar Fallenius,se SWE,MF,Brøndby,19,2001,0.3,0,0,0,0,0,0,0,1,1,,,0,Matches
Andri Fannar Baldursson,is ISL,MF,FC Copenhagen,19,2002,0.5,1,0,0,2,1,0,0,1,1,,,0,Matches
Joel Felix,dk DEN,DF,Silkeborg,23,1998,15.8,2,0,0,9,3,0,1,28,17,,,0,Matches
Max Fenger,dk DEN,"FW,MF",Odense,19,2001,18.2,0,0,0,21,27,4,1,5,10,,,0,Matches
Pedro Ferreira,pt POR,MF,Aalborg,23,1998,13.3,9,1,1,31,8,0,9,41,24,,,0,Matches
Bård Finne,no NOR,"FW,MF",SønderjyskE,26,1995,0.0,0,0,0,0,0,0,0,1,0,,,0,Matches
Nicolai Flø,dk DEN,GK,SønderjyskE,25,1995,8.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Adama Fofana,ci CIV,MF,Vejle BK,20,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Iver Fossum,no NOR,MF,Aalborg,25,1996,28.7,1,1,0,21,15,9,129,26,29,,,0,Matches
Oscar Fraulo,dk DEN,MF,Midtjylland,17,2003,0.2,1,0,0,2,1,0,1,0,0,,,0,Matches

Emil Frederiksen,dk DEN,"FW,MF",SønderjyskE,20,2000,15.0,1,0,0,11,28,3,55,14,12,,,0,Matches
Morten Frendrup,dk DEN,MF,Brøndby,20,2001,13.4,1,0,0,12,20,0,2,16,35,,,0,Matches
Martin Frese,dk DEN,"DF,MF",Nordsjælland,23,1998,22.3,5,0,0,31,26,3,145,35,26,,,0,Matches
Christian Friedrich,dk DEN,DF,Brøndby,18,2003,0.0,0,0,0,0,0,0,0,0,1,,,0,Matches
Mads Frøkjær-Jensen,dk DEN,MF,Odense,22,1999,17.8,4,0,0,22,13,2,30,12,19,,,0,Matches
Anton Gaaei,dk DEN,FW,Viborg,18,2002,2.1,1,0,0,3,0,0,10,0,2,,,0,Matches
Ruben Gabrielsen,no NOR,DF,FC Copenhagen,29,1992,2.4,0,0,0,1,2,0,0,2,1,,,0,Matches
Jose Gallegos,us USA,"MF,FW",SønderjyskE,19,2001,6.9,0,0,0,6,4,0,1,2,6,,,0,Matches
Christian Gammelgaard,dk DEN,FW,Vejle BK,18,2003,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches
Stefan Gartenmann,dk DEN,DF,SønderjyskE,24,1997,31.0,4,0,0,14,33,2,19,66,39,,,0,Matches
Alex Gersbach,au AUS,"DF,MF",AGF,24,1997,0.4,0,0,0,1,2,0,0,1,0,,,0,Matches
Robert Gojani,se SWE,MF,Silkeborg,28,1992,16.2,1,1,0,20,20,0,23,16,25,,,0,Matches
Lorenzo Gordinho,za RSA,DF,Viborg,27,1994,2.9,2,0,0,3,1,1,0,3,1,,,0,Matches
Kamil Grabara,pl POL,GK,FC Copenhagen,22,1999,32.0,3,0,0,1,4,0,0,2,0,,,0,Matches
Daniel Granli,no NOR,"DF,MF",Aalborg,27,1994,24.1,5,0,0,19,7,0,14,48,21,,,0,Matches
Simon Graves Jensen,dk DEN,DF,Randers,22,1999,18.6,4,1,1,11,15,0,0,27,20,,,1,Matches
Mads Greve,dk DEN,DF,Vejle BK,31,1989,1.9,0,0,0,0,3,0,0,3,2,,,0,Matches
Mathias Greve,dk DEN,"MF,FW",Brøndby,26,1995,10.3,1,0,0,10,6,1,4,6,13,,,0,Matches
Mathias Greve,dk DEN,MF,Randers,26,1995,2.7,1,0,0,3,6,0,5,3,4,,,0,Matches
Jay-Roy Grot,nl NED,FW,Viborg,23,1998,17.7,2,0,0,28,11,9,16,11,5,,,0,Matches
Sten Grytebust,no NOR,GK,Vejle BK,31,1989,10.0,0,0,0,1,0,0,0,0,0,,,0,Matches
Albert Grønbaek,dk DEN,"MF,FW",AGF,20,2001,21.9,4,0,0,27,42,3,34,21,34,,,0,Matches
Jeppe Grønning,dk DEN,MF,Viborg,30,1991,25.1,7,0,0,48,23,0,5,42,53,,,0,Matches
Sebastian Grønning,dk DEN,FW,Viborg,24,1997,15.7,3,0,0,26,21,10,6,3,7,,,0,Matches
Thomas Gundelund,dk DEN,"DF,MF",Vejle BK,19,2001,5.1,1,0,0,4,5,1,7,6,7,,,0,Matches

Eduardo Dos Santos Haesler,de GER,GK,Nordsjælland,22,1999,5.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Anders Hagelskjær,dk DEN,DF,Aalborg,24,1997,20.7,6,0,0,17,12,0,18,39,24,,,0,Matches
Lucas Hägg-Johansson,se SWE,GK,Vejle BK,27,1994,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Vito Hammershøy-Mistrati,dk DEN,"MF,FW",Randers,29,1992,27.3,1,0,0,17,14,4,140,26,23,,,0,Matches
Marcus Hannesbo,dk DEN,MF,Aalborg,19,2002,2.1,0,0,0,4,2,0,5,6,1,,,0,Matches
Andreas Hansen,dk DEN,GK,Nordsjælland,25,1995,15.0,1,0,0,0,2,0,0,0,0,,,0,Matches
Casper Hansen,dk DEN,FW,Aalborg,19,2002,1.4,0,0,0,1,3,0,3,2,2,,,0,Matches
Jesper Hansen,dk DEN,GK,AGF,36,1985,31.0,0,0,0,0,6,0,0,1,0,,,1,Matches
Kian Hansen,dk DEN,DF,Nordsjælland,32,1989,22.2,1,0,0,6,9,1,5,20,8,,,0,Matches
Mads Hansen,dk DEN,"FW,MF",Nordsjælland,19,2002,11.6,0,0,0,3,11,9,38,1,2,,,0,Matches
Mads Hansen,dk DEN,FW,Midtjylland,19,2002,0.8,0,0,0,1,1,0,0,0,0,,,0,Matches
Mads Hansen,dk DEN,MF,SønderjyskE,20,2001,0.3,0,0,0,1,1,0,0,0,0,,,0,Matches
Hallur Hansson,fo FRO,"MF,FW",Vejle BK,29,1992,6.0,3,0,0,8,13,0,13,7,6,,,0,Matches
Sebastian Hausner,dk DEN,DF,AGF,21,2000,20.6,6,1,1,28,13,2,2,20,13,,,0,Matches
Simon Hedlund,se SWE,"FW,MF",Brøndby,28,1993,23.9,5,0,0,26,21,12,113,13,11,,,0,Matches
Henrik Heggheim,no NOR,DF,Brøndby,20,2001,11.4,3,1,0,15,8,0,1,31,15,,,0,Matches
Nicklas Helenius,dk DEN,FW,Silkeborg,30,1991,28.0,2,0,0,16,31,14,7,9,11,,,0,Matches
Mads Hermansen,dk DEN,GK,Brøndby,21,2000,29.0,0,0,0,1,5,0,1,1,2,,,0,Matches
Heron,br BRA,"DF,MF",Vejle BK,20,2000,9.9,1,0,0,7,7,0,16,9,9,,,0,Matches
Lundrim Hetemi,dk DEN,MF,Vejle BK,21,2000,11.5,2,0,0,15,26,0,4,16,16,,,0,Matches
Malthe Hojholt,dk DEN,MF,Aalborg,20,2001,25.5,8,0,0,33,25,1,18,29,50,,,0,Matches
Emil Holm,se SWE,"DF,MF",SønderjyskE,21,2000,23.7,8,0,0,37,36,3,70,40,36,,,0,Matches
Martin Huldahl,dk DEN,FW,Viborg,16,2004,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
Daniel Høegh,dk DEN,DF,Midtjylland,30,1991,16.8,3,0,0,20,12,0,0,27,13,,,0,Matches
Rasmus Højlund,dk DEN,FW,FC Copenhagen,18,2003,3.4,1,0,0,4,1,1,0,0,0,,,0,Matches

Hans Høllsberg,dk DEN,MF,Vejle BK,19,2002,8.0,1,0,0,10,2,0,4,15,13,,,0,Matches
Tarik Ibrahimagic,dk DEN,MF,Odense,20,2001,0.4,0,0,0,0,1,0,1,0,2,,,0,Matches
Frederik Ibsen,dk DEN,DF,Brøndby,21,1999,0.5,0,0,0,0,1,0,0,3,0,,,0,Matches
Frederik Ihler,dk DEN,FW,AGF,18,2003,0.8,0,0,0,0,0,0,0,0,1,,,0,Matches
Gustav Isaksen,dk DEN,"FW,MF",Midtjylland,20,2001,21.5,0,0,0,15,50,9,54,10,7,,,0,Matches
Mihajlo Ivančević,rs SRB,DF,Odense,22,1999,7.1,2,0,0,6,9,0,1,6,5,,,0,Matches
Jens Jakob Thomasen,dk DEN,MF,Odense,25,1996,24.4,6,0,0,34,23,0,38,33,40,,,0,Matches
Manjrekar James,ca CAN,DF,Vejle BK,27,1993,11.6,4,0,0,9,5,1,0,15,9,,,0,Matches
Alassana Jatta,gm GAM,FW,Viborg,22,1999,6.4,0,0,0,6,3,5,1,2,4,,,0,Matches
Issam Jebali,tn TUN,"MF,FW",Odense,29,1991,20.8,5,1,1,47,36,7,69,7,25,,,0,Matches
Elias Jelert,dk DEN,DF,FC Copenhagen,18,2003,4.9,0,0,0,2,5,1,6,6,7,,,0,Matches
Isak Jensen,dk DEN,"FW,MF",SønderjyskE,17,2003,6.5,1,0,0,7,13,1,16,1,5,,,0,Matches
Lucas Jensen,dk DEN,FW,Vejle BK,26,1994,1.2,0,0,0,1,1,0,4,1,0,,,0,Matches
Oliver Jensen,dk DEN,MF,Midtjylland,19,2002,0.5,0,0,0,1,0,0,1,1,1,,,0,Matches
Victor Jensen,dk DEN,DF,Midtjylland,17,2003,0.5,0,0,0,1,1,0,0,2,2,,,0,Matches
Milan Jevtović,rs SRB,"FW,MF",AGF,28,1993,0.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Ísak Jóhannesson,is ISL,"MF,FW",FC Copenhagen,18,2003,5.9,2,0,0,6,6,2,10,4,11,,,0,Matches
Alexander Juel Andersen,dk DEN,DF,Odense,30,1991,14.8,1,0,0,10,5,0,3,21,6,,,0,Matches
Jesper Juelsgård,dk DEN,DF,AGF,32,1989,0.8,1,0,0,1,0,0,3,2,0,,,0,Matches
Juninho,br BRA,DF,Midtjylland,25,1995,13.8,1,0,0,7,11,1,1,18,25,,,0,Matches
Nicolai Jørgensen,dk DEN,FW,FC Copenhagen,30,1991,3.8,1,0,0,5,2,4,0,2,3,,,0,Matches
Sebastian Jørgensen,dk DEN,"FW,MF",Silkeborg,21,2000,26.4,1,0,0,7,16,3,68,15,13,,,0,Matches
Anders K. Jacobsen,dk DEN,FW,SønderjyskE,31,1989,4.8,1,0,0,4,1,3,1,0,0,,,0,Matches
Mads Kaalund,dk DEN,MF,Silkeborg,24,1996,4.8,2,0,0,7,5,0,6,6,7,,,0,Matches
Joel Kabongo,dk DEN,DF,Randers,23,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches

Bashkim Kadrii,dk DEN,FW,Odense,30,1991,15.9,1,0,0,6,6,10,23,2,4,,,0,Matches
Eric Kahl,se SWE,"DF,MF",AGF,19,2001,20.9,3,0,0,23,14,0,97,32,19,,,0,Matches
Mikkel Kallesøe,dk DEN,DF,Randers,24,1997,14.1,4,0,0,16,9,0,59,29,18,,,0,Matches
Alhaji Kamara,sl SLE,FW,Randers,27,1994,8.3,3,0,0,27,9,11,0,2,3,,,0,Matches
Pierre Kanstrup,dk DEN,DF,SønderjyskE,32,1989,1.3,0,0,0,0,0,0,0,2,1,,,0,Matches
Mamoudou Karamoko,fr FRA,MF,FC Copenhagen,21,1999,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches
Tosin Kehinde,ng NGA,"MF,FW",Randers,23,1998,23.3,4,0,0,16,25,12,71,21,32,,,0,Matches
Davit Khocholava,ge GEO,DF,FC Copenhagen,28,1993,20.2,10,0,0,22,4,0,1,40,18,,,0,Matches
Joel King,au AUS,DF,Odense,20,2000,10.3,1,0,0,7,3,0,37,11,10,,,0,Matches
Anders Klynge,dk DEN,"MF,FW",Silkeborg,20,2000,20.6,0,0,0,15,13,2,32,17,29,,,0,Matches
Tobias Klysner,dk DEN,"MF,DF",Randers,20,2001,9.3,0,0,0,9,4,5,21,7,14,,,0,Matches
Troels Kløve,dk DEN,"MF,FW",Odense,30,1990,10.9,2,0,0,15,19,0,6,15,17,,,0,Matches
Magnus Kofod Andersen,dk DEN,MF,Nordsjælland,22,1999,26.7,3,0,0,21,17,1,47,26,18,,,0,Matches
Marius Kolind,dk DEN,FW,Vejle BK,19,2002,0.5,1,0,0,1,0,0,1,0,0,,,0,Matches
Denis Kolinger,hr CRO,DF,Vejle BK,27,1994,28.4,9,0,0,39,12,2,5,58,37,,,0,Matches
Björn Kopplin,de GER,DF,Randers,32,1989,27.1,5,0,0,22,16,1,84,52,31,,,0,Matches
Emil Kornvig,dk DEN,MF,SønderjyskE,21,2000,15.2,4,0,0,35,34,2,15,14,15,,,0,Matches
Lars Kramer,nl NED,DF,Viborg,22,1999,20.3,5,2,1,22,3,0,1,23,19,,,0,Matches
Thomas Kristensen,dk DEN,DF,AGF,19,2002,8.1,1,0,0,7,3,0,2,10,3,,,0,Matches
Kristófer Kristinsson,is ISL,FW,SønderjyskE,22,1999,7.4,1,0,0,7,16,4,0,1,7,,,0,Matches
Willy Kumado,gh GHA,MF,Nordsjælland,18,2002,0.5,0,0,0,1,1,0,2,0,0,,,0,Matches
Dawid Kurminowski,pl POL,FW,AGF,22,1999,10.7,0,0,0,22,7,4,1,1,1,,,0,Matches
Kasper Kusk,dk DEN,"MF,FW",Aalborg,29,1991,14.1,0,0,0,9,9,3,92,7,8,,,0,Matches
Mathias Kvistgaarden,dk DEN,FW,Brøndby,19,2002,8.4,1,0,0,15,30,8,8,3,6,,,0,Matches
Kasper Larsen,dk DEN,DF,Odense,28,1993,21.3,5,0,0,11,7,0,1,21,3,,,0,Matches

Nicolai Larsen,dk DEN,GK,Silkeborg,30,1991,31.0,1,0,0,0,2,0,0,0,1,,,0,Matches
