Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,18,2004,6.5,1,0,0,11,12,3,30,2,10,1,0,0,34,5,15,25.0,Matches
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,28.2,3,0,0,31,40,1,127,20,42,0,0,0,161,14,29,32.6,Matches
Marcos Alonso,es ESP,DF,Barcelona,31,1990,13.0,3,0,0,10,8,0,23,11,10,0,1,0,85,26,10,72.2,Matches
Carlos Álvarez,es ESP,MF,Sevilla,18,2003,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches
Gastón Álvarez,uy URU,DF,Getafe,22,2000,16.7,7,1,0,27,12,0,23,15,30,0,1,0,53,31,31,50.0,Matches

Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,25.9,7,1,0,22,22,1,9,48,23,0,2,0,194,55,39,58.5,Matches
Selim Amallah,ma MAR,"MF,FW",Valladolid,25,1996,3.0,2,1,0,10,8,1,2,5,9,0,0,0,10,7,8,46.7,Matches
Amath,sn SEN,"MF,FW",Mallorca,26,1996,13.6,2,1,0,35,24,7,16,5,19,1,0,0,62,8,19,29.6,Matches
Jordan Amavi,fr FRA,DF,Getafe,28,1994,2.2,2,1,1,3,2,1,6,4,2,0,0,0,15,8,3,72.7,Matches
Marcos André,br BRA,"FW,MF",Valencia,25,1996,5.0,2,1,0,9,12,1,1,0,1,0,0,0,9,10,15,40.0,Matches
Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,6.5,2,1,0,7,1,0,12,7,9,0,1,0,19,17,10,63.0,Matches
Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,22,2000,1.1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,50.0,Matches
José Antonio,es ESP,"MF,DF",Cádiz,18,2004,0.5,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,,Matches
Anuar,ma MAR,"MF,FW",Valladolid,27,1995,2.3,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6,Matches
Mauro Arambarri,uy URU,MF,Getafe,26,1995,11.0,5,1,1,21,11,0,42,14,6,0,0,1,63,15,12,55.6,Matches
Ronald Araújo,uy URU,DF,Barcelona,23,1999,20.0,5,1,0,16,17,1,5,12,18,0,0,1,94,46,27,63.0,Matches
Adu Ares,es ESP,"FW,MF",Athletic Club,20,2001,0.9,0,0,0,2,8,0,8,2,2,0,0,0,7,3,0,100.0,Matches
Sergio Arribas,es ESP,"MF,FW",Real Madrid,20,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
Roberto Arroyo,es ESP,MF,Valladolid,18,2003,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Matches
Ricard Artero,es ESP,"MF,FW",Girona,19,2003,1.5,0,0,0,2,1,0,0,1,3,0,0,0,8,2,2,50.0,Matches
Santiago Arzamendia,py PAR,"DF,MF",Cádiz,24,1998,5.4,0,0,0,4,2,1,14,2,8,0,0,0,46,6,6,50.0,Matches
Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10.0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,,Matches
Marco Asensio,es ESP,"FW,MF",Real Madrid,26,1996,16.0,1,0,0,10,16,4,82,5,10,1,1,0,45,3,2,60.0,Matches
Iago Aspas,es ESP,FW,Celta Vigo,34,1987,31.9,6,0,0,16,59,12,45,7,4,0,0,0,103,31,45,40.8,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,1.5,0,0,0,1,1,0,6,1,1,0,0,0,13,4,1,80.0,Matches
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,28,1994,19.0,7,1,0,25,35,14,81,8,5,0,0,0,54,35,50,41.2,Matches
Iddrisu Baba,gh GHA,"MF,DF",Mallorca,26,1996,18.9,5,0,0,31,30,0,0,11,17,0,0,0,122,37,28,56.9,Matches
Srđan Babić,rs SRB,DF,Almería,26,1996,33.3,5,0,0,24,9,2,2,29,18,0,0,0,136,71,46,60.7,Matches
Loïc Bade,fr FRA,DF,Sevilla,22,2000,16.1,4,0,0,13,4,0,4,23,20,0,0,0,97,34,27,55.7,Matches

Édgar Badía,es ESP,GK,Elche,30,1992,36.0,2,0,0,1,6,0,0,0,0,0,1,0,33,8,1,88.9,Matches
Alex Baena,es ESP,"MF,FW",Villarreal,21,2001,21.6,13,1,1,58,56,3,26,7,17,1,1,0,100,1,26,3.7,Matches
Alejandro Balde,es ESP,DF,Barcelona,18,2003,27.5,4,0,0,27,29,5,67,12,30,0,0,0,145,19,18,51.4,Matches
Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,1.3,0,0,0,3,0,0,3,1,4,0,0,0,6,0,0,,Matches
Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,35.9,6,0,0,42,34,7,105,25,29,0,2,2,145,29,37,43.9,Matches
Léo Baptistão,br BRA,"FW,MF",Almería,29,1992,19.2,7,0,0,30,23,10,18,19,20,0,0,0,104,27,40,40.3,Matches
Keidi Bare,al ALB,MF,Espanyol,24,1997,5.6,0,0,0,11,13,0,6,11,8,0,0,0,25,5,9,35.7,Matches
Kike Barja,es ESP,"FW,MF",Osasuna,25,1997,14.6,1,0,0,18,15,7,110,4,9,0,0,0,65,8,11,42.1,Matches
Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,20,2001,9.8,4,0,0,23,14,0,13,5,15,0,0,0,74,11,15,42.3,Matches
Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,8.0,4,0,0,7,12,0,6,9,10,0,0,0,49,6,9,40.0,Matches
Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,7.6,5,0,0,11,11,0,1,5,5,0,2,0,29,11,8,57.9,Matches
Bebé,cv CPV,FW,Rayo Vallecano,32,1990,0.7,1,0,0,2,2,0,16,0,0,0,0,0,6,0,1,0.0,Matches
Héctor Bellerín,es ESP,DF,Barcelona,27,1995,1.6,0,0,0,2,0,0,3,3,0,0,0,0,10,3,0,100.0,Matches
Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,31.7,4,0,0,26,16,2,51,53,22,0,1,0,196,18,48,27.3,Matches
Iker Benito,es ESP,"FW,MF",Osasuna,19,2002,2.0,0,0,0,2,2,1,6,2,3,0,0,0,14,1,4,20.0,Matches
Karim Benzema,fr FRA,FW,Real Madrid,34,1987,22.6,1,0,0,10,6,22,3,2,5,2,0,0,35,14,13,51.9,Matches
Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,26.7,9,1,1,31,33,5,66,40,32,1,1,0,173,51,26,66.2,Matches
Álex Berenguer,es ESP,FW,Athletic Club,27,1995,25.5,2,0,0,48,25,19,162,10,37,0,0,0,114,35,42,45.5,Matches
Pedro Bigas,es ESP,DF,Elche,31,1990,22.4,4,2,0,17,16,0,5,33,20,1,1,0,123,42,19,68.9,Matches
El Bilal Touré,ml MLI,FW,Almería,20,2001,14.0,0,0,0,25,7,13,4,1,3,0,0,0,46,44,46,48.9,Matches
Antonio Blanco,es ESP,MF,Cádiz,22,2000,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0,Matches
Lautaro Blanco,ar ARG,"DF,MF",Elche,23,1999,9.7,2,0,0,7,2,2,86,2,9,0,0,0,49,0,8,0.0,Matches
Theo Bongonda,cd COD,"MF,FW",Cádiz,26,1995,21.5,2,0,0,15,37,6,68,6,20,0,0,0,96,14,13,51.9,Matches
Yassine Bounou,ma MAR,GK,Sevilla,31,1991,23.9,2,0,0,0,1,0,0,2,1,0,0,0,34,4,2,66.7,Matches
Lucas Boyé,ar ARG,FW,Elche,26,1996,27.4,7,1,0,61,45,14,15,15,16,0,0,0,104,49,57,46.2,Matches

Martin Braithwaite,dk DEN,"FW,MF",Espanyol,31,1991,27.3,5,1,0,20,42,13,20,5,2,0,0,0,58,48,59,44.9,Matches
Darko Brašanac,rs SRB,MF,Osasuna,30,1992,11.6,5,0,0,16,14,3,7,12,20,0,1,0,50,15,15,50.0,Matches
Claudio Bravo,cl CHI,GK,Betis,39,1983,12.0,2,0,0,0,0,0,0,2,0,0,0,0,14,3,0,100.0,Matches
Ante Budimir,hr CRO,FW,Osasuna,31,1991,20.0,5,0,0,48,23,12,3,5,9,1,0,0,37,97,104,48.3,Matches
Manu Bueno,es ESP,MF,Sevilla,18,2004,1.7,0,0,0,1,2,0,0,0,4,0,0,0,12,1,3,25.0,Matches
Santiago Bueno,uy URU,DF,Girona,23,1998,33.4,7,1,1,37,34,2,4,31,38,2,1,0,144,74,41,64.3,Matches
Sergio Busquets,es ESP,MF,Barcelona,34,1988,26.0,8,1,1,31,40,0,7,27,26,0,0,0,187,53,59,47.3,Matches
Leandro Cabrera,uy URU,DF,Espanyol,31,1991,29.7,10,2,1,29,20,1,14,43,24,0,1,1,138,62,37,62.6,Matches
Cala,es ESP,DF,Cádiz,32,1989,1.5,0,0,0,1,5,0,0,1,1,0,0,0,3,3,4,42.9,Matches
Fernando Calero,es ESP,"DF,MF",Espanyol,26,1995,17.9,6,0,0,22,9,1,4,13,29,0,0,0,86,35,29,54.7,Matches
Alexander Callens,pe PER,DF,Girona,30,1992,1.3,1,0,0,3,1,0,0,1,3,0,0,0,9,0,1,0.0,Matches
Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,19,2002,22.3,6,0,0,39,69,3,6,17,48,0,0,0,136,22,11,66.7,Matches
Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,26.7,1,0,0,12,19,11,4,2,10,0,0,0,63,27,49,35.5,Matches
Sergio Canales,es ESP,"FW,MF",Betis,31,1991,26.7,4,2,1,9,32,4,135,14,14,0,0,0,121,13,24,35.1,Matches
Ander Capa,es ESP,DF,Athletic Club,30,1992,1.2,1,0,0,4,0,0,4,0,1,0,0,0,10,4,0,100.0,Matches
Étienne Capoue,fr FRA,MF,Villarreal,34,1988,21.7,4,0,0,18,41,0,9,19,12,0,0,0,113,25,19,56.8,Matches
Isaac Carcelen,es ESP,DF,Cádiz,29,1993,24.4,4,3,0,16,27,2,73,19,51,0,1,0,135,21,32,39.6,Matches
Juan Carlos,es ESP,GK,Girona,34,1988,10.0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,100.0,Matches
José Carlos Lazo,es ESP,"MF,FW",Almería,26,1996,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
José Carlos Lazo,es ESP,"MF,FW",Espanyol,26,1996,1.8,0,0,0,2,5,0,4,3,3,0,0,0,9,0,3,0.0,Matches
Carmona,es ESP,"MF,DF",Elche,20,2002,6.5,5,1,1,19,7,2,12,8,9,0,0,0,44,6,11,35.3,Matches
Carmona,es ESP,DF,Sevilla,20,2002,5.9,6,1,1,14,6,0,11,7,11,0,0,0,34,3,8,27.3,Matches
Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,28,1993,25.7,2,0,0,24,21,6,107,12,14,0,0,0,134,5,9,35.7,Matches
Dani Carvajal,es ESP,DF,Real Madrid,30,1992,19.8,8,1,1,22,15,5,49,15,18,0,1,0,109,10,9,52.6,Matches
William Carvalho,pt POR,MF,Betis,30,1992,27.1,6,1,0,29,40,2,5,16,27,0,0,0,159,32,27,54.2,Matches

Casemiro,br BRA,MF,Real Madrid,30,1992,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Valentín Castellanos,ar ARG,FW,Girona,23,1998,28.9,11,0,0,43,46,31,10,6,5,0,0,0,56,51,70,42.1,Matches
Samu Castillejo,es ESP,"FW,MF",Valencia,27,1995,15.1,7,0,0,32,40,7,87,9,12,0,0,0,66,7,19,26.9,Matches
Catena,es ESP,DF,Rayo Vallecano,27,1994,34.5,14,1,1,32,15,3,1,28,14,0,0,0,181,80,37,68.4,Matches
Edinson Cavani,uy URU,FW,Valencia,35,1987,16.1,6,0,0,18,8,15,3,2,4,0,0,0,37,20,28,41.7,Matches
Dani Ceballos,es ESP,MF,Real Madrid,25,1996,17.4,8,0,0,17,41,1,16,25,29,0,0,0,132,4,8,33.3,Matches
Álex Centelles,es ESP,DF,Almería,24,1997,12.5,0,1,0,7,5,0,46,11,14,0,0,0,66,7,17,29.2,Matches
Franco Cervi,ar ARG,"MF,DF",Celta Vigo,28,1994,21.0,2,1,0,27,42,2,113,36,46,0,0,0,145,12,25,32.4,Matches
Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,24,1998,4.1,1,0,0,11,4,1,13,2,4,0,0,0,27,8,3,72.7,Matches
Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,0.4,1,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
Andreas Christensen,dk DEN,DF,Barcelona,26,1996,19.6,2,0,0,18,7,0,1,21,15,0,0,1,107,42,19,68.9,Matches
Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,23,1999,26.0,1,0,0,19,34,11,28,12,7,1,0,0,110,14,20,41.2,Matches
Chumi,es ESP,DF,Almería,23,1999,16.5,5,0,0,10,3,0,8,15,16,0,0,0,87,11,12,47.8,Matches
Víctor Chust,es ESP,DF,Cádiz,22,2000,10.7,3,0,0,11,4,1,0,10,6,0,1,0,46,16,17,48.5,Matches
Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,28,1994,14.2,4,0,0,38,13,1,3,22,29,0,0,1,101,34,28,54.8,Matches
Carlos Clerc,es ESP,"DF,MF",Elche,30,1992,29.3,5,0,0,32,31,2,89,28,51,0,0,0,151,20,22,47.6,Matches
Álex Collado,es ESP,MF,Elche,23,1999,8.0,1,0,0,9,10,1,18,2,14,0,0,0,33,4,8,33.3,Matches
Diego Collado,es ESP,FW,Villarreal,21,2001,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches
Eray Cömert,ch SUI,DF,Valencia,24,1998,18.6,5,1,0,22,11,1,1,29,23,0,0,0,106,44,31,58.7,Matches
Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,27.2,6,0,0,49,28,4,17,32,44,0,0,0,173,32,44,42.1,Matches
Copete,es ESP,DF,Mallorca,22,1999,24.5,7,1,0,47,24,2,9,44,28,0,1,0,113,39,16,70.9,Matches
Francis Coquelin,fr FRA,MF,Villarreal,31,1991,8.3,2,0,0,11,7,0,5,9,13,0,0,0,36,6,4,60.0,Matches
Jesús Corona,mx MEX,FW,Sevilla,29,1993,1.2,0,0,0,2,5,1,3,1,0,0,0,0,5,0,2,0.0,Matches
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,27,1995,16.2,3,1,0,19,20,14,22,10,6,0,0,0,63,5,16,23.8,Matches
Thierry Correia,pt POR,DF,Valencia,23,1999,22.3,5,0,0,39,44,1,87,24,52,2,0,0,149,24,20,54.5,Matches

Jaume Costa,es ESP,DF,Mallorca,34,1988,28.9,10,0,0,44,32,7,75,22,34,0,0,0,122,30,26,53.6,Matches
Samu Costa,pt POR,MF,Almería,21,2000,22.1,5,0,0,51,44,4,8,37,31,0,0,0,143,48,24,66.7,Matches
Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,0,0,0,0,3,0,0,3,0,0,0,0,59,9,0,100.0,Matches
Yan Couto,br BRA,"DF,MF",Girona,20,2002,12.9,3,0,0,12,15,2,63,5,18,0,0,0,78,1,7,12.5,Matches
Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,22.9,7,0,0,17,9,1,35,13,14,0,0,0,94,18,22,45.0,Matches
Juan Cruz,es ESP,FW,Betis,22,2000,2.0,1,0,0,4,2,1,6,0,0,0,0,0,8,1,2,33.3,Matches
Jorge Cuenca,es ESP,DF,Villarreal,22,1999,5.6,1,0,0,4,1,0,1,6,7,0,1,0,28,15,7,68.2,Matches
Braian Cufré,ar ARG,DF,Mallorca,25,1996,2.4,0,0,0,5,3,2,1,2,2,0,0,0,13,0,1,0.0,Matches
Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,23,1999,4.2,2,0,0,7,6,1,3,2,1,0,0,0,16,3,14,17.6,Matches
Curro,es ESP,MF,Almería,26,1996,0.5,1,0,0,1,0,0,1,0,0,0,0,0,3,0,2,0.0,Matches
Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,5.3,0,0,0,2,7,3,6,0,3,0,0,0,10,0,3,0.0,Matches
Sergi Darder,es ESP,MF,Espanyol,28,1993,36.9,4,0,0,31,78,2,181,24,38,0,0,0,205,12,13,48.0,Matches
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,5,0,0,33,49,0,47,8,21,0,0,0,127,6,8,42.9,Matches
Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,3,0,0,4,5,1,4,4,2,0,0,0,8,9,2,81.8,Matches
Fran Delgado,es ESP,DF,Betis,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,4,0,0,16,19,5,106,0,12,0,0,0,60,4,12,25.0,Matches
Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,7,1,1,23,13,4,1,20,16,0,0,0,149,48,40,54.5,Matches
Mamady Diarra,ml MLI,"MF,DF",Cádiz,22,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,,Matches
Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,2,0,0,3,0,0,0,2,0,0,0,0,12,0,2,0.0,Matches
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,4,0,0,0,3,0,0,1,0,0,0,0,40,9,1,90.0,Matches
Djené,tg TOG,DF,Getafe,30,1991,31.6,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.9,Matches
Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,1,0,0,0,1,0,0,0,0,0,0,0,23,4,0,100.0,Matches
Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,0,0,0,2,4,0,0,0,0,0,0,0,3,3,4,42.9,Matches

Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,100.0,Matches
John Donald,es ESP,"MF,DF",Elche,21,2000,12.1,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.2,Matches
Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0,Matches
Pablo Durán,es ESP,"MF,DF",Celta Vigo,21,2001,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0,Matches
Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.4,Matches
Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.9,Matches
Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.5,Matches
Adri Embarba,es ESP,"FW,MF",Almería,30,1992,16.4,5,1,1,22,30,10,127,9,27,0,0,0,100,8,30,21.1,Matches
Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0,Matches
Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1,Matches
Sergio Escudero,es ESP,DF,Valladolid,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0,Matches
Alfonso Espino,uy URU,DF,Cádiz,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4,Matches
Bernardo Espinosa,co COL,DF,Girona,33,1989,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4,Matches
Edu Expósito,es ESP,MF,Espanyol,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,22,2000,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.3,Matches
Abde Ezzalzouli,ma MAR,"FW,MF",Osasuna,20,2001,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0,Matches
Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,36,1986,6.8,4,0,0,16,14,12,0,2,4,0,0,0,19,23,26,46.9,Matches
Fali,es ESP,"DF,MF",Cádiz,28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0,Matches
Mamadou Fall,sn SEN,DF,Villarreal,19,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,,Matches
Ansu Fati,es ESP,FW,Barcelona,19,2002,15.5,3,0,0,18,13,10,9,5,9,0,0,0,65,7,14,33.3,Matches
Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2,Matches
Nabil Fekir,fr FRA,MF,Betis,29,1993,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1,Matches
Felipe,br BRA,DF,Atlético Madrid,33,1989,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0,Matches

Luiz Felipe,it ITA,DF,Betis,25,1997,19.6,3,3,0,10,10,0,2,28,23,0,0,0,80,31,36,46.3,Matches
João Félix,pt POR,"FW,MF",Atlético Madrid,22,1999,7.2,5,0,0,16,23,3,8,3,7,0,0,0,18,7,8,46.7,Matches
Kiko Femenía,es ESP,DF,Villarreal,31,1991,12.6,0,0,0,6,8,0,31,20,9,0,0,0,61,9,6,60.0,Matches
Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,1,0,0,0,0,0,0,2,1,0,0,0,27,3,1,75.0,Matches
Álex Fernández,es ESP,"MF,FW",Cádiz,29,1992,17.5,0,0,0,7,14,0,37,8,7,0,0,0,77,12,30,28.6,Matches
Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,1,0,0,0,2,0,0,0,0,0,0,0,15,2,1,66.7,Matches
Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,7.0,6,0,0,17,15,9,0,1,4,0,0,0,35,25,23,52.1,Matches
Federico Fernández,ar ARG,DF,Elche,33,1989,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3,Matches
Joaquín Fernández,es ESP,DF,Valladolid,26,1996,24.0,4,0,0,16,11,3,1,27,28,0,1,1,93,52,29,64.2,Matches
Valery Fernández,es ESP,"MF,DF",Girona,22,1999,10.7,1,0,0,6,16,4,23,10,6,1,1,0,49,10,5,66.7,Matches
Fernando,es ESP,GK,Almería,32,1990,36.5,3,0,0,0,6,0,0,1,0,0,0,0,35,2,1,66.7,Matches
Fernando,br BRA,"MF,DF",Sevilla,35,1987,17.5,3,1,0,17,9,0,2,24,23,0,0,1,99,20,13,60.6,Matches
Fidel,es ESP,"MF,FW",Elche,32,1989,19.0,5,0,0,10,19,9,57,5,10,0,0,0,101,3,9,25.0,Matches
Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,4,0,0,28,14,1,86,14,19,0,0,0,111,18,19,48.6,Matches
Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,6,0,0,40,9,0,10,20,48,0,1,0,125,36,22,62.1,Matches
Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,3,0,0,13,25,0,59,15,34,0,0,0,103,8,18,30.8,Matches
Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,6,0,0,50,73,8,162,41,72,0,1,0,211,33,24,57.9,Matches
