Squad,# of Players,Average Age,Possession,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90
N/A
N/A
Čukarički,36,24.9,,37,407,"3,330",37.0,64,41,105,54,10,10,85,4,1.73,1.11,2.84,1.46,2.57
FK Kolubara,39,26.6,,37,407,"3,330",37.0,26,16,42,24,2,2,93,8,0.70,0.43,1.14,0.65,1.08
FK Mladost Novi Sad,39,27.7,,37,407,"3,330",37.0,25,15,40,20,5,5,87,3,0.68,0.41,1.08,0.54,0.95
Javor Ivanjica,34,24.9,,37,407,"3,330",37.0,34,23,57,29,5,5,109,4,0.92,0.62,1.54,0.78,1.41
Mladost Lučani,40,28.4,,37,407,"3,330",37.0,40,27,67,33,7,7,93,1,1.08,0.73,1.81,0.89,1.62
Napredak Kruš,30,27.5,,37,407,"3,330",37.0,27,17,44,23,4,4,62,5,0.73,0.46,1.19,0.62,1.08
Novi Pazar,35,25.7,,37,407,"3,330",37.0,40,25,65,30,10,10,94,4,1.08,0.68,1.76,0.81,1.49
Partizan,30,27.9,,37,407,"3,330",37.0,67,44,111,59,8,9,78,2,1.81,1.19,3.00,1.59,2.78
Radnički Kragujevac,40,27.2,,37,407,"3,330",37.0,37,23,60,32,5,5,99,5,1.00,0.62,1.62,0.86,1.49
Radnički Niš,42,25.9,,37,407,"3,330",37.0,36,19,55,32,4,4,94,10,0.97,0.51,1.49,0.86,1.38
Radnik Surdulica,36,25.8,,37,407,"3,330",37.0,27,17,44,22,5,5,77,2,0.73,0.46,1.19,0.59,1.05
Red Star,37,27.7,,37,407,"3,330",37.0,93,63,156,84,9,9,68,0,2.51,1.70,4.22,2.27,3.97
Spartak Subotic,34,25.5,,37,407,"3,330",37.0,38,28,66,35,3,3,89,5,1.03,0.76,1.78,0.95,1.70
TSC Bačka Top,30,27.0,,37,407,"3,330",37.0,65,45,110,58,7,7,105,2,1.76,1.22,2.97,1.57,2.78
Vojvodina,29,25.7,,37,407,"3,330",37.0,57,37,94,52,5,5,65,4,1.54,1.00,2.54,1.41,2.41
Voždovac,38,22.5,,37,407,"3,330",37.0,29,20,49,25,4,4,94,6,0.78,0.54,1.32,0.68,1.22
