Squad,# of Players,Average Age,Possession,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90
N/A
N/A
Aalborg,30,25.1,48.8,32,352,"2,880",32.0,34,23,57,33,1,2,55,0,1.06,0.72,1.78,1.03,1.75
AGF,28,26.5,48.0,32,352,"2,880",32.0,42,24,66,36,6,6,63,3,1.31,0.75,2.06,1.13,1.87
Brøndby,30,25.6,51.1,32,352,"2,880",32.0,47,28,75,42,5,5,64,4,1.47,0.87,2.34,1.31,2.19
FC Copenhagen,32,24.9,56.3,32,352,"2,880",32.0,59,34,93,54,5,9,80,1,1.84,1.06,2.91,1.69,2.75
Horsens,25,26.2,42.4,32,352,"2,880",32.0,31,18,49,24,7,7,63,3,0.97,0.56,1.53,0.75,1.31
Lyngby,31,25.2,45.3,32,352,"2,880",32.0,30,25,55,28,2,2,70,1,0.94,0.78,1.72,0.87,1.66
Midtjylland,33,25.4,50.3,32,352,"2,880",32.0,53,35,88,48,5,7,60,3,1.66,1.09,2.75,1.50,2.59
Nordsjælland,28,22.5,54.6,32,352,"2,880",32.0,50,35,85,46,4,6,62,4,1.56,1.09,2.66,1.44,2.53
Odense,35,25.1,50.6,32,352,"2,880",32.0,46,31,77,38,8,9,59,4,1.44,0.97,2.41,1.19,2.16
Randers,31,26.0,48.8,32,352,"2,880",32.0,39,24,63,37,2,3,59,1,1.22,0.75,1.97,1.16,1.91
Silkeborg,30,25.1,58.0,32,352,"2,880",32.0,42,33,75,40,2,4,36,1,1.31,1.03,2.34,1.25,2.28
Viborg,29,24.3,48.6,32,352,"2,880",32.0,44,32,76,42,2,4,54,2,1.37,1.00,2.37,1.31,2.31
