Squad,# of Players,Average Age,Possession,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90
N/A
N/A
Cracovia,29,26.3,,34,374,"3,060",34.0,42,31,73,39,3,5,70,3,1.24,0.91,2.15,1.15,2.06
Górnik Zabrze,26,26.9,,34,374,"3,060",34.0,44,27,71,40,4,4,70,7,1.29,0.79,2.09,1.18,1.97
Jagiellonia,27,26.9,,34,374,"3,060",34.0,74,50,124,66,8,9,70,2,2.18,1.47,3.65,1.94,3.41
Korona Kielce,28,27.1,,34,374,"3,060",34.0,38,25,63,34,4,4,72,1,1.12,0.74,1.85,1.00,1.74
Lech Poznań,26,27.1,,34,374,"3,060",34.0,47,38,85,44,3,3,74,3,1.38,1.12,2.50,1.29,2.41
Legia Warsaw,30,27.1,,34,374,"3,060",34.0,49,30,79,42,7,9,84,6,1.44,0.88,2.32,1.24,2.12
Piast Gliwice,29,27.3,,34,374,"3,060",34.0,36,21,57,28,8,9,74,3,1.06,0.62,1.68,0.82,1.44
Pogoń Szczecin,29,28.4,,34,374,"3,060",34.0,55,38,93,50,5,7,67,2,1.62,1.12,2.74,1.47,2.59
Puszcza Niepołomice,33,26.7,,34,374,"3,060",34.0,39,23,62,31,8,8,93,4,1.15,0.68,1.82,0.91,1.59
Radomiak Radom,34,27.8,,34,374,"3,060",34.0,39,27,66,38,1,5,88,7,1.15,0.79,1.94,1.12,1.91
RKS Raków,34,25.9,,34,374,"3,060",34.0,50,29,79,45,5,8,71,3,1.47,0.85,2.32,1.32,2.18
Ruch Chorzów,37,27.4,,34,374,"3,060",34.0,39,24,63,34,5,6,76,5,1.15,0.71,1.85,1.00,1.71
Śląsk Wrocław,31,25.7,,34,374,"3,060",34.0,50,32,82,42,8,9,75,4,1.47,0.94,2.41,1.24,2.18
Stal Mielec,26,27.1,,34,374,"3,060",34.0,42,32,74,40,2,3,61,3,1.24,0.94,2.18,1.18,2.12
Warta Poznań,30,26.6,,34,374,"3,060",34.0,31,18,49,26,5,6,72,2,0.91,0.53,1.44,0.76,1.29
Widzew Łódź,29,27.2,,34,374,"3,060",34.0,43,30,73,39,4,5,79,3,1.26,0.88,2.15,1.15,2.03
Zagłębie Lubin,26,26.7,,34,374,"3,060",34.0,43,29,72,41,2,3,61,6,1.26,0.85,2.12,1.21,2.06
Łódzki KS,37,26.7,,34,374,"3,060",34.0,34,18,52,26,8,8,87,6,1.00,0.53,1.53,0.76,1.29
