Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Mads Lauritsen,dk DEN,DF,Viborg,29,1993,3.1,3,1,1,5,0,0,0,4,1,,,0,Matches
Rasmus Lauritsen,dk DEN,DF,Brøndby,26,1996,7.7,1,0,0,8,4,0,0,6,2,,,0,Matches
Clint Leemans,nl NED,MF,Viborg,26,1995,27.2,4,0,0,10,7,1,172,21,18,,,0,Matches
Lukas Lerager,dk DEN,MF,FC Copenhagen,29,1993,24.7,5,0,0,28,22,3,28,15,33,,,0,Matches
Timo Letschert,nl NED,DF,Lyngby,29,1993,4.0,2,0,0,2,1,0,1,2,5,,,0,Matches
Alexander Lind,dk DEN,FW,Silkeborg,20,2002,2.0,0,0,0,4,6,2,0,0,1,,,0,Matches
Victor Lind,dk DEN,FW,Midtjylland,19,2003,1.1,0,0,0,0,1,0,2,1,0,,,0,Matches

Gift Links,za RSA,MF,AGF,23,1998,17.3,2,0,0,14,25,2,109,9,25,,,0,Matches
Justin Lonwijk,sr SUR,FW,Viborg,22,1999,7.0,2,0,0,6,11,3,18,6,9,,,0,Matches
Jonas Lössl,dk DEN,GK,Midtjylland,33,1989,24.0,1,0,0,0,4,0,0,1,1,,,0,Matches
Kilian Ludewig,de GER,"DF,MF",Aalborg,22,2000,14.7,2,0,0,9,11,1,55,22,18,,,0,Matches
Alexander Ludwig,dk DEN,DF,Horsens,29,1993,10.3,1,1,0,11,4,0,5,23,6,,,0,Matches
Oliver Lund,dk DEN,"DF,MF",AGF,31,1990,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Lucas Lund Pedersen,dk DEN,GK,Viborg,22,2000,32.0,0,0,0,0,3,0,0,0,0,,,0,Matches
Valdemar Lund,dk DEN,DF,FC Copenhagen,19,2003,14.1,5,0,0,14,4,0,0,26,18,,,0,Matches
Sævar Magnússon,is ISL,"FW,MF",Lyngby,22,2000,19.6,6,0,0,33,26,2,30,20,13,,,0,Matches
Milan Makarić,rs SRB,FW,Aalborg,26,1995,3.3,1,0,0,3,6,1,2,0,0,,,0,Matches
Simon Makienok,dk DEN,FW,Horsens,31,1990,4.9,0,0,0,8,3,2,2,1,4,,,0,Matches
Alasana Manneh,gm GAM,MF,Odense,24,1998,13.5,3,0,0,13,15,0,16,21,17,,,0,Matches
Nico Mantl,de GER,GK,Aalborg,22,2000,8.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Emiliano Marcondes,dk DEN,FW,Nordsjælland,27,1995,5.3,1,0,0,7,9,0,14,2,3,,,0,Matches
Jens Martin Gammelby,dk DEN,DF,Brøndby,27,1995,6.3,1,0,0,4,4,0,10,6,7,,,0,Matches
Emiliano Martínez,uy URU,MF,Midtjylland,22,1999,21.2,1,0,0,14,33,0,6,23,38,,,0,Matches
Erik Marxen,dk DEN,DF,Nordsjælland,31,1990,5.6,3,0,0,6,0,1,5,6,1,,,0,Matches
Pelle Mattsson,dk DEN,MF,Silkeborg,20,2001,11.1,1,0,0,21,17,1,2,13,14,,,0,Matches
Andreas Maxsø,dk DEN,DF,Brøndby,28,1994,11.0,3,0,0,4,4,1,0,14,3,,,0,Matches
Kevin Mensah,dk DEN,"MF,DF",Brøndby,31,1991,7.4,1,1,0,11,5,0,15,8,9,,,0,Matches
Nicholas Mickelson,th THA,DF,Odense,23,1999,12.7,2,0,0,9,10,0,29,8,14,,,0,Matches
Thomas Mikkelsen,dk DEN,GK,Brøndby,38,1983,5.0,0,0,0,0,3,0,0,0,0,,,0,Matches
Yankuba Minteh,gm GAM,"MF,FW",Odense,18,2004,13.5,6,0,0,23,17,11,24,11,30,,,0,Matches
Gustav Mortensen,dk DEN,DF,Lyngby,18,2004,1.1,1,0,0,3,0,0,4,2,0,,,0,Matches
Patrick Mortensen,dk DEN,FW,AGF,33,1989,31.1,2,0,0,23,40,5,8,3,9,,,0,Matches

Nils Mortimer,es ESP,FW,Viborg,21,2001,6.9,3,0,0,7,6,3,21,3,4,,,0,Matches
Agon Mucolli,dk DEN,FW,Odense,23,1998,1.8,0,0,0,0,1,0,2,1,0,,,0,Matches
Paul Mukairu,ng NGA,MF,FC Copenhagen,22,2000,0.9,0,0,0,1,4,0,0,0,2,,,0,Matches
Magnus Munck,dk DEN,MF,Nordsjælland,17,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Alexander Munksgaard,dk DEN,"DF,MF",AGF,24,1997,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Jamiu Musbaudeen,ng NGA,MF,Midtjylland,18,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Lubambo Musonda,zm ZAM,"MF,DF",Horsens,27,1995,26.8,5,0,0,20,40,2,115,27,30,,,0,Matches
Alen Mustafić,ba BIH,MF,Odense,23,1999,2.8,0,0,0,2,4,0,0,5,6,,,0,Matches
Kasper Mølgaard Jørgensen,dk DEN,"MF,DF",Lyngby,22,1999,17.0,1,0,0,14,6,0,77,17,14,,,0,Matches
Kasper Mølgaard Jørgensen,dk DEN,DF,Aalborg,22,1999,6.0,4,0,0,8,3,0,24,7,5,,,0,Matches
Tobias Mølgaard,dk DEN,"MF,DF",AGF,26,1996,26.8,4,0,0,35,14,2,65,29,51,,,0,Matches
Mikkel Møller Lassen,dk DEN,"DF,MF",Horsens,21,2001,15.4,4,0,0,10,8,0,28,27,29,,,0,Matches
Yahya Nadrani,fr FRA,DF,Aalborg,25,1997,3.0,0,0,0,1,2,0,1,4,4,,,0,Matches
Adamo Nagalo,bf BFA,DF,Nordsjælland,19,2002,27.1,6,2,1,27,24,3,0,24,17,,,0,Matches
Marokhy Ndione,se SWE,FW,Viborg,22,1999,1.6,0,0,0,3,5,2,0,0,2,,,0,Matches
Sanders Ngabo,dk DEN,MF,Lyngby,18,2004,1.2,0,0,0,3,4,0,0,0,2,,,0,Matches
Emil Nielsen,dk DEN,FW,Lyngby,28,1993,5.6,2,0,0,2,2,1,5,1,0,,,0,Matches
Ernest Nuamah,gh GHA,FW,Nordsjælland,18,2003,28.0,5,1,1,45,41,25,48,12,11,,,0,Matches
Alexander Nybo,dk DEN,GK,Randers,27,1995,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Benjamin Nygren,se SWE,FW,Nordsjælland,21,2001,8.6,2,0,0,18,13,2,6,1,7,,,0,Matches
Stephen Odey,ng NGA,FW,Randers,24,1998,15.9,3,0,0,18,27,5,14,5,8,,,0,Matches
Andreas Oggesen,dk DEN,MF,Silkeborg,28,1994,3.9,0,0,0,6,1,0,1,3,6,,,0,Matches
Kristoffer Olsson,se SWE,"MF,FW",Midtjylland,27,1995,21.8,5,0,0,17,18,1,54,19,26,,,0,Matches
Ohi Omoijuanfo,no NOR,FW,Brøndby,28,1994,22.0,3,0,0,22,12,16,3,6,5,,,0,Matches
Raphael Onyedika,ng NGA,MF,Midtjylland,21,2001,6.0,2,0,0,12,4,0,0,8,11,,,0,Matches

Moses Opondo,ug UGA,"MF,FW",Horsens,24,1997,27.9,4,0,0,30,12,1,15,27,25,,,0,Matches
Ibrahim Osman,gh GHA,FW,Nordsjælland,23,1999,2.2,2,0,0,5,2,1,0,0,0,,,0,Matches
Sebastian Otoa,dk DEN,DF,Aalborg,18,2004,2.6,0,0,0,4,2,0,1,0,7,,,0,Matches
Kristoffer Pallesen,dk DEN,DF,Aalborg,32,1990,16.3,1,0,0,14,11,3,42,14,24,,,0,Matches
Paulinho,br BRA,DF,Midtjylland,27,1995,18.2,3,0,0,12,20,1,52,20,19,,,0,Matches
Paulinho,pt POR,FW,Viborg,22,1999,2.2,0,0,0,2,2,0,1,0,0,,,0,Matches
Bjørn Paulsen,dk DEN,DF,Odense,31,1991,24.5,4,0,0,8,10,2,7,39,25,,,0,Matches
Jeppe Pedersen,dk DEN,MF,Aalborg,21,2001,1.2,0,0,0,1,1,0,1,0,0,,,0,Matches
Mikkel Pedersen,dk DEN,"MF,DF",Randers,26,1996,8.9,3,0,0,11,9,1,8,3,18,,,0,Matches
Josip Posavec,hr CRO,GK,Aalborg,26,1996,10.0,1,0,0,0,1,0,0,0,0,,,0,Matches
Andreas Poulsen,dk DEN,"DF,MF",Aalborg,22,1999,9.4,2,0,0,8,6,0,22,10,15,,,0,Matches
Nicolai Poulsen,dk DEN,MF,AGF,28,1993,25.1,11,1,1,59,23,1,12,44,37,,,0,Matches
Louka Prip,dk DEN,"MF,FW",Aalborg,25,1997,23.5,1,0,0,23,35,9,52,14,12,,,0,Matches
Lirim Qamili,mk MKD,FW,Horsens,24,1998,0.9,0,0,0,3,2,0,3,0,3,,,0,Matches
Josip Radošević,hr CRO,MF,Brøndby,28,1994,19.6,4,0,0,29,6,0,28,30,41,,,0,Matches
Elías Rafn Ólafsson,is ISL,GK,Midtjylland,22,2000,8.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Charles Rigon Matos,br BRA,MF,Midtjylland,26,1996,5.6,2,0,0,11,8,4,1,4,9,,,0,Matches
Kristian Riis,dk DEN,DF,Lyngby,25,1997,6.2,1,0,0,8,2,0,0,8,4,,,0,Matches
Blas Riveros,py PAR,"DF,MF",Brøndby,24,1998,21.6,1,0,0,10,17,2,69,26,23,,,0,Matches
Oliver Rose-Villadsen,dk DEN,DF,Nordsjælland,20,2001,30.2,4,1,1,15,21,1,89,26,33,,,0,Matches
Mathias Ross,dk DEN,DF,Aalborg,21,2001,7.4,2,0,0,6,1,0,0,12,7,,,1,Matches
Oliver Ross,dk DEN,"FW,MF",Aalborg,17,2004,6.2,0,0,0,9,11,2,7,2,10,,,0,Matches
Sigurd Rosted,no NOR,DF,Brøndby,28,1994,6.4,2,1,1,4,5,0,0,7,12,,,0,Matches
Mathew Ryan,au AUS,GK,FC Copenhagen,30,1992,6.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Marcel Rømer,dk DEN,"MF,DF",Lyngby,30,1991,26.1,7,0,0,34,36,0,15,34,25,,,0,Matches

Emmanuel Sabbi,us USA,"FW,MF",Odense,24,1997,15.1,3,0,0,26,33,10,10,2,14,,,0,Matches
Ibrahim Said,ng NGA,"FW,MF",Viborg,20,2002,22.7,6,1,1,38,27,1,32,9,26,,,0,Matches
Yousef Salech,dk DEN,FW,Brøndby,20,2002,1.1,1,0,0,3,2,2,0,0,1,,,0,Matches
Tobias Salquist,dk DEN,DF,Silkeborg,27,1995,29.5,2,1,0,10,14,2,0,28,27,,,1,Matches
Theo Sander,dk DEN,GK,Aalborg,17,2005,14.0,0,0,0,1,2,0,0,0,0,,,0,Matches
Thomas Santos,dk DEN,"MF,DF",Horsens,23,1998,28.4,2,0,0,31,11,3,99,23,30,,,0,Matches
Andreas Schjelderup,no NOR,"FW,MF",Nordsjælland,18,2004,13.8,2,0,0,7,14,1,12,3,4,,,0,Matches
Oscar Schwartau,dk DEN,"FW,MF",Brøndby,16,2006,6.6,0,0,0,7,8,1,8,4,5,,,0,Matches
Sebastian Sebulonsen,no NOR,"DF,MF",Brøndby,22,2000,11.5,1,0,0,7,14,0,33,4,14,,,0,Matches
Astrit Seljmani,xk KVX,FW,Midtjylland,24,1997,1.5,1,0,0,3,3,0,0,0,0,,,0,Matches
Aron Sigurðarson,is ISL,"MF,FW",Horsens,28,1993,22.2,5,0,0,13,21,4,99,16,23,,,0,Matches
Ayo Simon Okosun,dk DEN,MF,Odense,29,1993,3.0,0,0,0,6,1,0,0,7,5,,,0,Matches
Doguhan Simsir,dk DEN,"FW,MF",Midtjylland,20,2002,7.7,0,0,0,4,10,2,10,1,3,,,0,Matches
Pione Sisto,dk DEN,"FW,MF",Midtjylland,27,1995,8.7,0,0,0,4,15,5,20,1,3,,,0,Matches
Jørgen Skjelvik,no NOR,DF,Odense,31,1991,23.6,0,0,0,1,9,1,67,20,13,,,0,Matches
Naatan Skyttä,fi FIN,MF,Odense,20,2002,5.4,0,0,0,6,5,1,21,1,4,,,0,Matches
Tobias Slotsager,dk DEN,DF,Odense,16,2006,10.5,0,0,0,2,4,0,0,7,5,,,0,Matches
Oliver Sonne,pe PER,DF,Silkeborg,21,2000,26.8,3,0,0,19,7,4,92,30,54,,,0,Matches
Allan Sousa,br BRA,"MF,FW",Aalborg,25,1997,22.9,8,0,0,27,54,15,166,17,14,,,0,Matches
Marko Stamenic,nz NZL,"MF,DF",FC Copenhagen,20,2002,8.3,4,0,0,14,12,0,1,17,3,,,0,Matches
Aleksandar Stankovic,dk DEN,GK,Randers,27,1995,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Orri Steinn Óskarsson,is ISL,FW,FC Copenhagen,17,2004,0.7,0,0,0,1,1,0,0,0,0,,,0,Matches
Tobias Storm,dk DEN,"DF,MF",Lyngby,18,2004,8.7,0,0,0,3,11,0,15,9,11,,,0,Matches
Sander Svendsen,no NOR,MF,Odense,24,1997,6.8,0,0,0,4,6,0,9,1,5,,,0,Matches
Daniel Svensson,se SWE,"DF,MF",Nordsjælland,20,2002,17.1,2,0,0,17,23,1,36,14,20,,,0,Matches

Erik Sviatchenko,dk DEN,DF,Midtjylland,30,1991,13.6,6,0,0,18,14,1,3,19,7,,,0,Matches
Mads Søndergaard,dk DEN,MF,Viborg,19,2002,7.4,1,0,0,11,9,0,3,7,7,,,0,Matches
Adam Sørensen,dk DEN,"MF,DF",Lyngby,21,2000,15.4,1,0,0,3,5,3,61,18,15,,,0,Matches
Christian Sørensen,dk DEN,"DF,MF",FC Copenhagen,29,1992,11.4,2,0,0,7,11,1,87,11,14,,,0,Matches
Christian Sørensen,dk DEN,DF,Viborg,29,1992,7.0,0,0,0,1,7,0,78,6,7,,,0,Matches
Casper Tengstedt,dk DEN,FW,Horsens,22,2000,2.6,1,0,0,4,1,0,2,0,0,,,0,Matches
Søren Tengstedt,dk DEN,"MF,FW",Silkeborg,22,2000,12.7,1,0,0,11,15,2,11,6,6,,,0,Matches
Pontus Texel,dk DEN,DF,Midtjylland,18,2004,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Rasmus Thelander,dk DEN,DF,Aalborg,31,1991,10.5,3,0,0,7,11,4,0,13,5,,,0,Matches
Rasmus Thellufsen,dk DEN,"MF,FW",Lyngby,25,1997,4.5,0,0,0,2,3,0,4,2,4,,,0,Matches
Jonas Thorsen,dk DEN,"DF,MF",Viborg,32,1990,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
Frederik Tingager,dk DEN,DF,AGF,29,1993,29.2,2,1,0,14,9,0,0,29,29,,,0,Matches
Hjalte Toftegaard,dk DEN,MF,Horsens,16,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Franco Tongya,it ITA,MF,Odense,20,2002,12.2,3,0,0,16,15,3,12,5,12,,,0,Matches
Kevin Tshiembe,dk DEN,DF,Brøndby,25,1997,23.0,8,1,1,25,25,0,0,27,19,,,0,Matches
Jeppe Tverskov,dk DEN,"MF,DF",Odense,29,1993,29.4,7,0,0,29,65,0,16,71,55,,,0,Matches
Nicolai Vallys,dk DEN,"MF,FW",Brøndby,25,1996,23.0,5,0,0,21,14,2,18,11,10,,,0,Matches
Nicolai Vallys,dk DEN,FW,Silkeborg,25,1996,5.7,1,0,0,2,4,1,0,3,3,,,0,Matches
Denis Vavro,sk SVK,DF,FC Copenhagen,26,1996,27.1,5,0,0,7,7,0,7,35,18,,,0,Matches
Jakob Vester,dk DEN,DF,Viborg,17,2004,1.4,0,0,0,2,3,0,1,1,2,,,0,Matches
William Vick,dk DEN,MF,FC Copenhagen,19,2003,0.6,0,0,0,2,2,0,2,1,1,,,0,Matches
Lasse Vigen Christensen,dk DEN,MF,Silkeborg,27,1994,6.9,0,0,0,9,2,0,6,4,5,,,0,Matches
Kasper Waarst Høgh,dk DEN,FW,Aalborg,21,2000,0.9,0,0,0,4,0,1,0,0,0,,,0,Matches
Leo Walta,fi FIN,MF,Nordsjælland,19,2003,0.9,0,0,0,0,1,0,0,0,0,,,0,Matches
Daniel Wass,dk DEN,"DF,MF",Brøndby,33,1989,21.9,6,1,0,29,38,1,205,24,35,,,0,Matches

Magnus Westergaard,dk DEN,MF,Lyngby,24,1998,12.2,4,0,0,24,16,2,14,18,20,,,0,Matches
Magnus Westergaard,dk DEN,"MF,FW",Viborg,24,1998,7.3,0,0,0,12,15,1,8,7,13,,,0,Matches
Casper Winther,dk DEN,MF,Lyngby,19,2003,15.2,6,0,0,15,11,0,4,12,14,,,0,Matches
Frederik Winther,dk DEN,DF,Brøndby,21,2001,12.5,2,0,0,7,4,0,2,13,8,,,0,Matches
Kevin Yakob,iq IRQ,MF,AGF,21,2000,17.5,4,1,0,28,16,0,71,8,19,,,0,Matches
Ulrik Yttergård Jenssen,no NOR,DF,Nordsjælland,26,1996,1.2,0,0,0,1,0,0,0,0,0,,,0,Matches
Žan Zaletel,si SVN,DF,Viborg,22,1999,25.0,6,0,0,11,22,0,0,39,14,,,0,Matches
Jan Žambůrek,cz CZE,"MF,FW",Viborg,21,2001,6.9,0,0,0,7,9,2,14,4,4,,,0,Matches
Zeca,gr GRE,MF,FC Copenhagen,33,1988,3.7,1,0,0,7,5,0,2,7,7,,,0,Matches
Kenneth Zohore,dk DEN,FW,Odense,28,1994,0.5,0,0,0,1,2,1,0,2,0,,,0,Matches
Stefán Þórðarson,is ISL,MF,Silkeborg,23,1998,19.3,5,0,0,11,13,5,15,11,12,,,0,Matches
Aron Þrándarson,is ISL,MF,Odense,27,1994,8.5,1,0,0,12,6,0,6,23,16,,,0,Matches
