Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG/90,Matches
Edson Álvarez,mx MEX,MF,Ajax,23,1997,31,28,"2,331",25.9,5,1,6,5,0,0,5,0,4.6,4.6,0.4,5.0,20,152,32,0.19,0.04,0.23,0.19,0.23,0.18,0.02,0.19,0.18,0.19,Matches
Mohamed Amissi,bi BDI,"FW,MF",Heracles Almelo,20,2000,8,1,129,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,12,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
Djavan Anderson,nl NED,"DF,MF",Zwolle,26,1995,14,12,"1,028",11.4,0,2,2,0,0,0,0,0,1.2,1.2,0.7,1.8,28,22,60,0.00,0.18,0.18,0.00,0.18,0.10,0.06,0.16,0.10,0.16,Matches
Martin Angha,ch SUI,DF,Fortuna Sittard,27,1994,31,30,"2,594",28.8,0,0,0,0,0,0,6,0,0.8,0.8,0.1,0.8,11,56,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Vurnon Anita,cw CUW,MF,RKC Waalwijk,32,1989,32,32,"2,730",30.3,1,1,2,1,0,0,3,0,1.1,1.1,1.1,2.2,11,132,27,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches
Antony,br BRA,FW,Ajax,21,2000,23,21,"1,724",19.2,8,4,12,8,0,0,5,1,7.1,7.1,4.5,11.6,82,137,327,0.42,0.21,0.63,0.42,0.63,0.37,0.24,0.60,0.37,0.60,Matches
Samuel Armenteros,se SWE,FW,Heracles Almelo,31,1990,9,0,211,2.3,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,1,4,6,0.43,0.00,0.43,0.43,0.43,0.26,0.13,0.39,0.26,0.39,Matches
Adil Auassar,nl NED,"DF,MF",Sparta R'dam,34,1986,32,31,"2,475",27.5,3,1,4,3,0,0,7,0,1.3,1.3,1.2,2.5,8,74,12,0.11,0.04,0.15,0.11,0.15,0.05,0.04,0.09,0.05,0.09,Matches
Sebbe Augustijns,be BEL,MF,RKC Waalwijk,21,1999,4,1,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Fredrik Aursnes,no NOR,MF,Feyenoord,25,1995,33,27,"2,488",27.6,1,4,5,1,0,0,6,0,1.7,1.7,3.1,4.8,47,233,38,0.04,0.14,0.18,0.04,0.18,0.06,0.11,0.17,0.06,0.17,Matches
Aventis Aventisian,am ARM,DF,Go Ahead Eag,18,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ayman Azhil,ma MAR,MF,RKC Waalwijk,20,2001,28,20,"1,678",18.6,0,0,0,0,0,0,1,0,0.6,0.6,1.2,1.9,17,73,19,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
Ismail Azzaoui,be BEL,"FW,MF",Heracles Almelo,23,1998,12,3,436,4.8,3,1,4,3,0,0,0,0,0.5,0.5,0.9,1.4,13,18,34,0.62,0.21,0.83,0.62,0.83,0.10,0.18,0.28,0.10,0.28,Matches
Nikolai Baden Frederiksen,dk DEN,FW,Vitesse,21,2000,24,17,"1,304",14.5,7,1,8,7,0,0,2,0,4.2,4.2,1.8,6.0,10,18,59,0.48,0.07,0.55,0.48,0.55,0.29,0.12,0.41,0.29,0.41,Matches
Samy Baghdadi,fr FRA,"FW,MF",Fortuna Sittard,24,1997,10,4,436,4.8,1,0,1,1,0,0,2,0,1.1,1.1,0.3,1.4,14,8,24,0.21,0.00,0.21,0.21,0.21,0.24,0.06,0.30,0.24,0.30,Matches

Saïd Bakari,km COM,"DF,MF",RKC Waalwijk,26,1994,31,27,"2,364",26.3,1,3,4,1,0,0,1,0,2.1,2.1,4.4,6.5,60,108,167,0.04,0.11,0.15,0.04,0.15,0.08,0.17,0.25,0.08,0.25,Matches
Johan Bakayoko,be BEL,FW,PSV Eindhoven,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,3,5,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.94,0.94,Matches
Navajo Bakboord,nl NED,DF,Heracles Almelo,22,1999,9,6,484,5.4,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,7,10,11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
Sinan Bakış,tr TUR,FW,Heracles Almelo,27,1994,31,17,"1,528",17.0,6,0,6,6,0,0,2,1,5.5,5.5,0.7,6.3,12,30,74,0.35,0.00,0.35,0.35,0.35,0.33,0.04,0.37,0.33,0.37,Matches
Justin Bakker,nl NED,DF,Go Ahead Eag,23,1998,13,7,735,8.2,1,1,2,0,1,1,0,0,0.9,0.1,0.9,1.0,7,34,1,0.12,0.12,0.24,0.00,0.12,0.11,0.11,0.22,0.01,0.12,Matches
Nick Bakker,nl NED,DF,Heerenveen,29,1992,19,18,"1,634",18.2,2,1,3,2,0,0,1,0,1.3,1.3,1.1,2.4,12,41,2,0.11,0.06,0.17,0.11,0.17,0.07,0.06,0.13,0.07,0.13,Matches
Aliou Baldé,gn GUI,FW,Feyenoord,18,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
Remco Balk,nl NED,"FW,MF",Utrecht,20,2001,17,5,446,5.0,0,1,1,0,0,0,0,0,1.5,1.5,1.3,2.8,7,7,41,0.00,0.20,0.20,0.00,0.20,0.30,0.27,0.56,0.30,0.56,Matches
Alex Bangura,sl SLE,DF,Cambuur,22,1999,27,27,"2,413",26.8,3,0,3,3,0,0,8,1,1.1,1.1,0.7,1.8,63,58,69,0.11,0.00,0.11,0.11,0.11,0.04,0.03,0.07,0.04,0.07,Matches
Naoufal Bannis,nl NED,"MF,FW",Feyenoord,19,2002,2,0,16,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,1,1,0,5.63,0.00,5.63,5.63,5.63,4.57,1.89,6.46,4.57,6.46,Matches
Yusuf Barasi,tr TUR,FW,AZ Alkmaar,18,2003,3,0,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,2,6,0.00,0.00,0.00,0.00,0.00,0.67,0.08,0.75,0.67,0.75,Matches
Édgar Barreto,py PAR,"MF,DF",NEC Nijmegen,37,1984,19,14,"1,244",13.8,1,0,1,1,0,0,3,0,1.1,1.1,0.3,1.4,5,66,15,0.07,0.00,0.07,0.07,0.07,0.08,0.02,0.10,0.08,0.10,Matches
Bilal Başaçıkoğlu,tr TUR,"FW,MF",Heracles Almelo,26,1995,27,19,"1,480",16.4,1,2,3,1,0,0,4,0,1.7,1.7,3.8,5.4,44,30,126,0.06,0.12,0.18,0.06,0.18,0.10,0.23,0.33,0.10,0.33,Matches
Cole Bassett,us USA,"MF,DF",Feyenoord,20,2001,7,0,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,8,4,0.00,1.00,1.00,0.00,1.00,0.07,0.31,0.38,0.07,0.38,Matches
Riechedly Bazoer,nl NED,DF,Vitesse,24,1996,26,24,"1,962",21.8,1,4,5,1,0,0,9,0,1.0,1.0,1.5,2.5,35,134,20,0.05,0.18,0.23,0.05,0.23,0.05,0.07,0.12,0.05,0.12,Matches
Sven van Beek,nl NED,DF,Heerenveen,27,1994,29,29,"2,565",28.5,1,0,1,1,0,0,4,0,2.0,1.8,0.4,2.3,10,74,8,0.04,0.00,0.04,0.04,0.04,0.07,0.02,0.09,0.06,0.08,Matches
Thomas Beekman,nl NED,MF,NEC Nijmegen,21,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,1.14,0.00,1.14,1.14,1.14,Matches
Thomas Beelen,nl NED,"MF,DF",Zwolle,20,2001,3,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
Iliass Bel Hassani,ma MAR,"MF,FW",RKC Waalwijk,28,1992,20,9,841,9.3,0,2,2,0,0,0,1,0,0.6,0.6,1.5,2.1,9,48,43,0.00,0.21,0.21,0.00,0.21,0.07,0.16,0.23,0.07,0.23,Matches
Benaissa Benamar,ma MAR,DF,Utrecht,24,1997,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Charlison Benschop,cw CUW,FW,Fortuna Sittard,31,1989,13,6,577,6.4,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.1,2,4,23,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches
Martijn Berden,nl NED,"FW,MF",Go Ahead Eag,24,1997,19,6,621,6.9,0,2,2,0,0,0,0,0,1.2,1.2,1.4,2.5,10,13,47,0.00,0.29,0.29,0.00,0.29,0.17,0.20,0.36,0.17,0.36,Matches
Mitchell van Bergen,nl NED,FW,Heerenveen,21,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,1,17,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20,Matches
Steven Berghuis,nl NED,"MF,FW",Ajax,29,1991,33,29,"2,389",26.5,8,11,19,8,0,0,0,0,8.8,8.8,9.9,18.6,48,226,227,0.30,0.41,0.72,0.30,0.72,0.33,0.37,0.70,0.33,0.70,Matches
Emil Bergström,se SWE,DF,Willem II,28,1993,13,8,748,8.3,0,0,0,0,0,0,0,1,0.6,0.6,0.3,0.8,1,13,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches

Matúš Bero,sk SVK,MF,Vitesse,25,1995,27,24,"2,179",24.2,1,1,2,0,1,1,12,1,3.0,2.2,1.4,3.6,19,86,95,0.04,0.04,0.08,0.00,0.04,0.12,0.06,0.18,0.09,0.15,Matches
Tom Beugelsdijk,nl NED,DF,Sparta R'dam,30,1990,25,15,"1,529",17.0,0,0,0,0,0,0,5,0,0.8,0.8,0.7,1.5,1,29,9,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.09,0.04,0.09,Matches
Sam Beukema,nl NED,DF,AZ Alkmaar,22,1998,24,8,994,11.0,3,1,4,3,0,0,0,0,2.7,2.7,0.4,3.1,6,41,2,0.27,0.09,0.36,0.27,0.36,0.24,0.04,0.28,0.24,0.28,Matches
Justin Bijlow,nl NED,GK,Feyenoord,23,1998,22,22,"1,980",22.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Janis Blaswich,de GER,GK,Heracles Almelo,30,1991,22,22,"1,980",22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Daley Blind,nl NED,DF,Ajax,31,1990,34,32,"2,808",31.2,1,2,3,1,0,0,2,0,1.9,1.9,3.9,5.8,66,497,207,0.03,0.06,0.10,0.03,0.10,0.06,0.12,0.19,0.06,0.19,Matches
Tom Boere,nl NED,FW,Cambuur,28,1992,22,14,"1,266",14.1,6,1,7,6,0,0,1,0,4.6,4.6,1.9,6.5,9,24,77,0.43,0.07,0.50,0.43,0.50,0.33,0.14,0.46,0.33,0.46,Matches
Melayro Bogarde,nl NED,MF,Groningen,19,2002,7,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Wilfried Bony,ci CIV,FW,NEC Nijmegen,32,1988,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Pieter Bos,nl NED,GK,Cambuur,24,1997,6,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Olivier Boscagli,fr FRA,"DF,MF",PSV Eindhoven,23,1997,28,26,"2,355",26.2,4,0,4,4,0,0,2,0,1.4,1.4,1.1,2.5,32,195,12,0.15,0.00,0.15,0.15,0.15,0.05,0.04,0.10,0.05,0.10,Matches
Jesse Bosch,nl NED,MF,Twente,21,2000,26,7,877,9.7,1,0,1,1,0,0,0,0,1.3,1.3,1.2,2.4,11,22,23,0.10,0.00,0.10,0.10,0.10,0.13,0.12,0.25,0.13,0.25,Matches
Jordan Botaka,cd COD,"MF,DF",Fortuna Sittard,28,1993,7,1,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,6,7,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
Ioannis-Foivos Botos,gr GRE,"MF,FW",Go Ahead Eag,20,2000,22,11,"1,032",11.5,3,0,3,3,0,0,1,1,1.9,1.9,0.8,2.6,13,26,84,0.26,0.00,0.26,0.26,0.26,0.16,0.07,0.23,0.16,0.23,Matches
Achraf El Bouchataoui,nl NED,MF,RKC Waalwijk,21,2000,13,3,365,4.1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.9,5,32,6,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches
Yacine Bourhane,km COM,MF,Go Ahead Eag,22,1998,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Othman Boussaid,be BEL,"FW,MF",Utrecht,21,2000,22,14,"1,242",13.8,0,5,5,0,0,0,1,0,2.3,2.3,4.8,7.1,36,64,101,0.00,0.36,0.36,0.00,0.36,0.17,0.35,0.51,0.17,0.51,Matches
Róbert Boženík,sk SVK,FW,Feyenoord,21,1999,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Wout Brama,nl NED,MF,Twente,34,1986,9,7,641,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,39,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Mattijs Branderhorst,nl NED,GK,NEC Nijmegen,27,1993,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Myron van Brederode,nl NED,FW,AZ Alkmaar,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Michael Breij,nl NED,"MF,FW",Cambuur,24,1997,27,13,"1,399",15.5,2,3,5,2,0,0,2,0,2.1,2.1,2.1,4.2,44,48,86,0.13,0.19,0.32,0.13,0.32,0.13,0.14,0.27,0.13,0.27,Matches
Joshua Brenet,cw CUW,DF,Twente,27,1994,13,11,"1,001",11.1,2,1,3,2,0,0,4,0,3.1,3.1,1.0,4.0,37,47,68,0.18,0.09,0.27,0.18,0.27,0.28,0.09,0.36,0.28,0.36,Matches
Brian Brobbey,nl NED,FW,Ajax,19,2002,11,4,399,4.4,7,1,8,7,0,0,1,0,4.5,4.5,0.7,5.2,7,4,43,1.58,0.23,1.80,1.58,1.80,1.02,0.17,1.18,1.02,1.18,Matches
Jorn Brondeel,be BEL,GK,Willem II,27,1993,2,2,104,1.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches

Ilias Bronkhorst,nl NED,"DF,FW",NEC Nijmegen,24,1997,12,1,195,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,7,4,15,0.00,0.00,0.00,0.00,0.00,0.26,0.14,0.40,0.26,0.40,Matches
Luuk Brouwers,nl NED,MF,Go Ahead Eag,23,1998,33,33,"2,871",31.9,8,2,10,7,1,1,4,0,4.5,3.7,2.4,6.0,35,161,51,0.25,0.06,0.31,0.22,0.28,0.14,0.07,0.21,0.11,0.19,Matches
Jordy Bruijn,nl NED,"MF,FW",NEC Nijmegen,25,1996,28,26,"1,808",20.1,5,3,8,4,1,2,4,0,6.2,4.6,2.2,6.8,30,63,65,0.25,0.15,0.40,0.20,0.35,0.31,0.11,0.42,0.23,0.34,Matches
Bruma,pt POR,"FW,MF",PSV Eindhoven,26,1994,28,12,"1,269",14.1,7,3,10,7,0,0,1,0,6.9,6.9,4.9,11.8,64,75,172,0.50,0.21,0.71,0.50,0.71,0.49,0.35,0.83,0.49,0.83,Matches
Max Bruns,nl NED,DF,Twente,18,2002,3,1,104,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Koen Bucker,nl NED,GK,Heracles Almelo,25,1996,12,12,"1,080",12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Thomas Buitink,nl NED,"FW,MF",Vitesse,21,2000,28,11,"1,150",12.8,2,0,2,2,0,0,7,1,2.9,2.9,0.8,3.7,17,34,63,0.16,0.00,0.16,0.16,0.16,0.23,0.06,0.29,0.23,0.29,Matches
Wouter Burger,nl NED,DF,Feyenoord,20,2001,1,0,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Delano Burgzorg,sr SUR,"FW,MF",Heracles Almelo,22,1998,17,11,"1,151",12.8,4,0,4,4,0,0,3,0,4.7,4.7,0.9,5.6,36,35,98,0.31,0.00,0.31,0.31,0.31,0.37,0.07,0.44,0.37,0.44,Matches
Alexander Büttner,nl NED,"DF,MF",RKC Waalwijk,32,1989,26,25,"1,880",20.9,3,4,7,2,1,1,6,0,1.9,1.1,3.6,4.7,45,75,90,0.14,0.19,0.34,0.10,0.29,0.09,0.17,0.26,0.05,0.23,Matches
Zico Buurmeester,nl NED,"MF,DF",AZ Alkmaar,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marc Cardona,es ESP,FW,Go Ahead Eag,26,1995,22,7,790,8.8,2,2,4,2,0,0,0,0,4.6,4.6,1.6,6.2,20,27,64,0.23,0.23,0.46,0.23,0.46,0.53,0.18,0.71,0.53,0.71,Matches
João Carlos Teixeira,pt POR,MF,Feyenoord,28,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,1.66,0.00,1.66,1.66,1.66,Matches
Gabi Caschili,nl NED,MF,Zwolle,18,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
Joel Castro Pereira,pt POR,GK,RKC Waalwijk,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Václav Černý,cz CZE,FW,Twente,23,1997,18,3,543,6.0,1,1,2,1,0,0,1,0,1.2,1.2,1.3,2.5,11,27,62,0.17,0.17,0.33,0.17,0.33,0.20,0.21,0.41,0.20,0.41,Matches
Ibrahim Cissoko,nl NED,FW,NEC Nijmegen,18,2003,4,0,88,1.0,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.1,7,4,11,1.02,0.00,1.02,1.02,1.02,1.05,0.05,1.09,1.05,1.09,Matches
Jordy Clasie,nl NED,MF,AZ Alkmaar,30,1991,30,28,"2,410",26.8,1,0,1,1,0,0,5,1,0.8,0.8,1.3,2.1,28,209,40,0.04,0.00,0.04,0.04,0.04,0.03,0.05,0.08,0.03,0.08,Matches
Pelle Clement,nl NED,"MF,FW",Zwolle,25,1996,19,18,"1,368",15.2,0,2,2,0,0,0,2,0,0.8,0.8,3.2,4.0,48,74,98,0.00,0.13,0.13,0.00,0.13,0.06,0.21,0.26,0.06,0.26,Matches
Denilho Cleonise,nl NED,"FW,MF",Twente,19,2001,18,0,190,2.1,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,12,3,19,0.00,0.00,0.00,0.00,0.00,0.40,0.14,0.54,0.40,0.54,Matches
Iñigo Córdoba,es ESP,"FW,MF",Go Ahead Eag,24,1997,30,28,"2,312",25.7,9,1,10,9,0,0,3,1,7.3,7.3,2.1,9.3,67,88,198,0.35,0.04,0.39,0.35,0.39,0.28,0.08,0.36,0.28,0.36,Matches
Tim Coremans,nl NED,GK,Sparta R'dam,30,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Enzo Cornelisse,nl NED,DF,Vitesse,18,2003,13,7,834,9.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,9,33,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
George Cox,eng ENG,DF,Fortuna Sittard,23,1998,27,26,"2,193",24.4,2,2,4,2,0,0,7,0,1.0,1.0,3.3,4.3,27,55,68,0.08,0.08,0.16,0.08,0.16,0.04,0.14,0.18,0.04,0.18,Matches
Vito van Crooy,nl NED,"MF,FW",Sparta R'dam,25,1996,33,27,"2,182",24.2,5,4,9,4,1,1,6,0,5.6,4.8,2.6,7.4,26,63,123,0.21,0.16,0.37,0.16,0.33,0.23,0.11,0.34,0.20,0.30,Matches

Daniel Crowley,eng ENG,MF,Willem II,23,1997,14,9,857,9.5,0,0,0,0,0,0,3,0,0.5,0.5,1.6,2.1,25,54,19,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.22,0.05,0.22,Matches
Adrián Dalmau,es ESP,FW,Sparta R'dam,27,1994,12,5,589,6.5,2,0,2,2,0,0,1,0,2.4,2.4,0.7,3.0,2,8,38,0.31,0.00,0.31,0.31,0.31,0.36,0.10,0.46,0.36,0.46,Matches
Adrián Dalmau,es ESP,FW,Utrecht,27,1994,9,2,241,2.7,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,2,3,11,0.00,0.00,0.00,0.00,0.00,0.29,0.11,0.40,0.29,0.40,Matches
Wessel Dammers,nl NED,"DF,MF",Groningen,26,1995,18,13,"1,199",13.3,0,2,2,0,0,0,3,0,0.7,0.7,0.9,1.6,1,35,1,0.00,0.15,0.15,0.00,0.15,0.05,0.07,0.12,0.05,0.12,Matches
Wessel Dammers,nl NED,DF,Willem II,26,1995,14,14,"1,250",13.9,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.2,7,36,2,0.07,0.07,0.14,0.07,0.14,0.06,0.03,0.09,0.06,0.09,Matches
Lennerd Daneels,be BEL,"FW,MF",RKC Waalwijk,23,1998,20,4,567,6.3,0,1,1,0,0,0,1,0,1.0,1.0,0.8,1.8,18,21,62,0.00,0.16,0.16,0.00,0.16,0.15,0.13,0.29,0.15,0.29,Matches
Danilo,br BRA,"FW,MF",Ajax,22,1999,13,1,283,3.1,2,1,3,2,0,0,0,0,3.0,3.0,1.1,4.1,2,12,21,0.64,0.32,0.95,0.64,0.95,0.95,0.35,1.30,0.95,1.30,Matches
