Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Onur Arı,,FW,Hatayspor,22,2001,3,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Muhammed Arikan,tr TUR,MF,Kayserispor,18,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hakan Arslan,tr TUR,MF,Sivasspor,35,1988,16,5,572,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Ömürcan Artan,,DF,Gaziantep FK,24,1999,9,3,369,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Serkan Asan,tr TUR,DF,Pendikspor,24,1999,22,18,"1,514",16.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Britt Assombalonga,cd COD,"FW,MF",Antalyaspor,30,1992,22,5,637,7.1,1,0,1,1,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
Kerem Atakan Kesgin,tr TUR,MF,Fatih Karagümrük,22,2000,5,1,148,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,22,2000,4,0,68,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Youcef Atal,dz ALG,DF,Adana Demirspor,27,1996,11,10,817,9.1,1,2,3,1,0,0,4,1,0.11,0.22,0.33,0.11,0.33,Matches
Loide Augusto,ao ANG,"DF,MF",Alanyaspor,23,2000,26,20,"1,788",19.9,3,2,5,3,0,0,6,0,0.15,0.10,0.25,0.15,0.25,Matches
Serge Aurier,ci CIV,DF,Galatasaray,30,1992,4,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fahri Ay,tr TUR,MF,Beşiktaş,18,2005,2,1,83,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Eyüp Aydın,,MF,Galatasaray,18,2004,10,0,49,0.5,0,1,1,0,0,0,0,0,0.00,1.84,1.84,0.00,1.84,Matches
Mehmet Aydin,de GER,DF,Trabzonspor,21,2002,20,12,"1,289",14.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Oğuz Aydın,tr TUR,MF,Alanyaspor,22,2000,35,30,"2,583",28.7,13,8,21,11,2,2,3,1,0.45,0.28,0.73,0.38,0.66,Matches
Taylan Aydın,tr TUR,DF,Kasımpaşa,17,2006,8,6,562,6.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Tayfun Aydoğan,,"MF,FW",Adana Demirspor,27,1996,20,5,677,7.5,2,1,3,1,1,1,3,0,0.27,0.13,0.40,0.13,0.27,Matches
Soner Aydoğdu,tr TUR,MF,Samsunspor,32,1991,17,3,455,5.1,2,1,3,2,0,0,1,0,0.40,0.20,0.59,0.40,0.59,Matches
Berkay Aydoğmuş,,MF,Başakşehir,19,2004,4,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaan Ayhan,tr TUR,DF,Galatasaray,28,1994,35,21,"2,092",23.2,1,2,3,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,Matches
Cemal Azad Demir,,FW,Beşiktaş,19,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Serdar Aziz,tr TUR,DF,Fenerbahçe,32,1990,12,11,868,9.6,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
Ousseynou Ba,sn SEN,DF,Başakşehir,27,1995,22,21,"1,764",19.6,0,1,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,Matches
Mame Baba Thiam,sn SEN,"FW,MF",Kayserispor,30,1992,19,19,"1,653",18.4,11,2,13,7,4,4,2,0,0.60,0.11,0.71,0.38,0.49,Matches

