Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Zharko Istatkov,bg BUL,GK,Lokomotiv Sofia,19,2004,3,2,219,2.4,,,,,,0,0,2,0,0.0,1,1,0,0,0.0,Matches
Daniel Kajzer,pl POL,GK,Botev Plovdiv,31,1992,7,7,630,7.0,,,,,,1,2,4,1,14.3,1,1,0,0,0.0,Matches
Mario Kirev,bg BUL,GK,Pirin Blagoevgrad,33,1989,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Krasimir Kostov,bg BUL,GK,Botev Vratsa,28,1995,12,12,"1,080",12.0,,,,,,5,2,5,1,8.3,2,2,0,0,0.0,Matches
Maksym Kovalov,ua UKR,GK,Pirin Blagoevgrad,23,2000,34,34,"3,060",34.0,,,,,,7,11,16,7,20.6,5,5,0,0,0.0,Matches
Nikolay Krastev,bg BUL,GK,Slavia Sofia,26,1996,10,10,899,10.0,,,,,,3,1,6,3,30.0,1,1,0,0,0.0,Matches
Martin Lukov,bg BUL,GK,Loko Plovdiv,30,1993,2,2,180,2.0,,,,,,1,0,1,0,0.0,0,0,0,0,,Matches

Juan Lungarzo,ar ARG,GK,Beroe,25,1997,2,2,153,1.7,,,,,,0,1,1,1,50.0,1,1,0,0,0.0,Matches
Aleksandar Lyubenov,bg BUL,GK,Lokomotiv Sofia,28,1995,30,30,"2,661",29.6,,,,,,11,5,14,8,26.7,2,2,0,0,0.0,Matches
Blagoy Makendzhiev,bg BUL,GK,FK Levski 2005,35,1988,6,6,531,5.9,,,,,,2,0,4,2,33.3,0,0,0,0,,Matches
Petar Marinov,bg BUL,GK,CSKA 1948,23,2000,15,15,"1,350",15.0,,,,,,3,6,6,2,13.3,0,0,0,0,,Matches
Angel Martinov,bg BUL,GK,Etar,20,2003,3,3,232,2.6,,,,,,0,2,1,1,33.3,0,0,0,0,,Matches
Nikolay Mihaylov,bg BUL,GK,Levski Sofia,35,1988,4,4,284,3.2,,,,,,3,0,1,3,75.0,0,0,0,0,,Matches
Arthur Motta,br BRA,GK,Beroe,21,2001,10,9,852,9.5,,,,,,2,2,5,2,22.2,1,1,0,0,0.0,Matches
Daniel Naumov,bg BUL,GK,CSKA 1948,25,1998,18,17,"1,560",17.3,,,,,,7,7,3,7,41.2,3,3,0,0,0.0,Matches
Sergio Padt,nl NED,GK,Ludogorets,33,1990,17,17,"1,530",17.0,,,,,,16,1,0,11,64.7,0,0,0,0,,Matches
Plamen Pepelyashev,bg BUL,GK,Ludogorets,19,2003,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Georgi Petkov,bg BUL,GK,Slavia Sofia,47,1976,1,0,1,0.0,,,,,,0,0,0,0,,1,1,0,0,0.0,Matches
Nikolay Prandzhev,bg BUL,GK,FK Levski 2005,17,2005,1,0,9,0.1,,,,,,0,0,0,0,,0,0,0,0,,Matches
Kristijan Sekulić,si SVN,GK,Etar,23,2000,5,4,398,4.4,,,,,,0,2,2,0,0.0,0,0,0,0,,Matches
Hristiyan Slavkov,bg BUL,GK,Cherno More,20,2003,1,0,7,0.1,,,,,,0,0,0,0,,0,0,0,0,,Matches
Simon Sluga,hr CRO,GK,Ludogorets,30,1993,15,15,"1,350",15.0,,,,,,9,3,3,8,53.3,0,0,0,0,,Matches
Stefan Smarkalev,bg BUL,GK,Botev Plovdiv,16,2007,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Kristian Tomov,bg BUL,GK,Loko Plovdiv,20,2002,12,12,"1,080",12.0,,,,,,4,2,6,1,8.3,2,2,0,0,0.0,Matches
Martin Velickov,bg BUL,GK,Etar,23,1999,28,28,"2,520",28.0,,,,,,3,4,21,2,7.1,2,2,0,0,0.0,Matches
Svetoslav Vutsov,bg BUL,GK,Slavia Sofia,21,2002,26,26,"2,340",26.0,,,,,,9,6,11,6,23.1,0,0,0,0,,Matches
