Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches


Ivan Andonov,bg BUL,GK,Levski Sofia,19,2003,2,2,180,2.0,,,,,,0,0,2,0,0.0,0,0,0,0,,Matches
Plamen Andreev,bg BUL,GK,Levski Sofia,18,2004,30,29,"2,686",29.8,,,,,,16,7,6,14,48.3,2,2,0,0,0.0,Matches
Federico Barrios,co COL,GK,Botev Vratsa,26,1996,23,23,"2,070",23.0,,,,,,4,4,15,5,21.7,4,4,0,0,0.0,Matches
Gustavo Busatto,br BRA,GK,CSKA Sofia,32,1990,33,33,"2,929",32.5,,,,,,19,7,7,15,45.5,2,2,0,0,0.0,Matches
Petar Debarliev,bg BUL,GK,PFC Hebar Pazardzhik,32,1991,20,20,"1,800",20.0,,,,,,4,4,12,4,20.0,2,2,0,0,0.0,Matches
Ivan Dichevski,bg BUL,GK,Arda,22,2001,3,3,270,3.0,,,,,,1,1,1,1,33.3,1,1,0,0,0.0,Matches
Ivan Dyulgerov,bg BUL,GK,Cherno More,24,1999,35,35,"3,143",34.9,,,,,,22,9,4,13,37.1,4,4,0,0,0.0,Matches
Dimitar Evtimov,bg BUL,GK,CSKA Sofia,29,1993,3,2,215,2.4,,,,,,1,0,1,1,50.0,0,0,0,0,,Matches
Rodrigo Garcìa,ar ARG,GK,Beroe,31,1992,25,24,"2,140",23.8,,,,,,10,3,11,7,29.2,3,3,0,0,0.0,Matches
Baboucarr Gaye,gm GAM,GK,Lokomotiv Sofia,25,1998,3,3,270,3.0,,,,,,0,1,2,1,33.3,1,1,0,0,0.0,Matches
Yanko Georgiev,bg BUL,GK,FK Levski 2005,34,1988,29,29,"2,610",29.0,,,,,,11,10,8,9,31.0,6,6,0,0,0.0,Matches
Anatoli Gospodinov,bg BUL,GK,Arda,29,1994,33,33,"2,970",33.0,,,,,,13,8,12,12,36.4,2,2,0,0,0.0,Matches
Henadii Haniev,ua UKR,GK,CSKA 1948,33,1990,4,4,326,3.6,,,,,,3,0,1,2,50.0,0,0,0,0,,Matches
Hidajet Hankić,ba BIH,GK,Botev Plovdiv,29,1994,21,21,"1,890",21.0,,,,,,10,6,5,8,38.1,3,3,0,0,0.0,Matches
Dinko Horkaš,hr CRO,GK,Loko Plovdiv,24,1999,21,21,"1,890",21.0,,,,,,12,5,4,7,33.3,3,3,0,0,0.0,Matches
Damyan Hristov,bg BUL,GK,Ludogorets,20,2002,2,2,180,2.0,,,,,,1,0,1,1,50.0,0,0,0,0,,Matches
Matvei Igonen,ee EST,GK,PFC Hebar Pazardzhik,26,1996,15,15,"1,350",15.0,,,,,,5,3,7,5,33.3,0,0,0,0,,Matches
Matvei Igonen,ee EST,GK,Botev Plovdiv,26,1996,7,7,630,7.0,,,,,,1,1,5,1,14.3,2,2,0,0,0.0,Matches
