Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Ante Blažević,hr CRO,FW,Levski Sofia,26,1996,0.8,0,0,0,,,,,,,,,0,Matches
Nikolay Bodurov,bg BUL,DF,Pirin Blagoevgrad,36,1986,11.8,2,0,0,,,,,,,,,0,Matches
Velislav Boev,bg BUL,DF,FC Spartak Varna,18,2003,6.1,2,0,0,,,,,,,,,0,Matches
Claudio Bonanni,it ITA,MF,PFC Hebar Pazardzhik,25,1997,8.7,3,0,0,,,,,,,,,0,Matches
Biser Bonev,bg BUL,MF,Botev Plovdiv,19,2003,0.4,0,0,0,,,,,,,,,0,Matches
Nikola Borisov,bg BUL,DF,FC Spartak Varna,21,2000,15.8,4,0,0,,,,,,,,,0,Matches
Preslav Borukov,bg BUL,MF,Arda,22,2000,11.5,3,0,0,,,,,,,,,0,Matches
Preslav Borukov,bg BUL,MF,Loko Plovdiv,22,2000,13.7,2,0,0,,,,,,,,,0,Matches
Petar Bosančić,hr CRO,DF,Cherno More,26,1996,22.0,3,0,0,,,,,,,,,0,Matches
Chahreddine Boukholda,fr FRA,MF,Arda,26,1996,1.8,0,0,0,,,,,,,,,0,Matches
Mohamed Brahimi,fr FRA,FW,Botev Plovdiv,23,1998,12.8,5,0,0,,,,,,,,,1,Matches
Lukas Brambilla,br BRA,FW,Botev Vratsa,27,1995,2.0,0,0,0,,,,,,,,,0,Matches
Bruno,br BRA,DF,Lokomotiv Sofia,24,1998,11.3,2,0,0,,,,,,,,,0,Matches
Ilker Budinov,bg BUL,DF,Pirin Blagoevgrad,21,2000,6.7,4,0,0,,,,,,,,,0,Matches
Ilker Budinov,bg BUL,DF,FC Spartak Varna,21,2000,7.8,0,0,0,,,,,,,,,0,Matches
Hlib Bukhal,ua UKR,DF,PFC Hebar Pazardzhik,26,1995,13.5,3,0,0,,,,,,,,,1,Matches
Gustavo Busatto,br BRA,GK,CSKA Sofia,31,1990,32.0,7,0,0,,,,,,,,,0,Matches
Bismark C. Kwarena,gh GHA,FW,CSKA Sofia,21,2001,2.7,2,0,0,,,,,,,,,0,Matches
Johnathan Carlos Pereira,br BRA,DF,CSKA 1948,27,1995,18.6,6,1,1,,,,,,,,,0,Matches
Marcelino Carreazo,co COL,MF,CSKA Sofia,23,1999,15.7,6,0,0,,,,,,,,,0,Matches
Gustavo Cascardo,br BRA,DF,Beroe,25,1997,11.6,6,1,1,,,,,,,,,0,Matches
Mauro Cerqueira,pt POR,DF,PFC Hebar Pazardzhik,29,1992,4.0,1,0,0,,,,,,,,,0,Matches

Ronaldo Cesar,br BRA,FW,Levski Sofia,21,2000,31.0,3,0,0,,,,,,,,,0,Matches
Asen Chandarov,bg BUL,"FW,MF",Levski Sofia,23,1998,6.8,5,0,0,,,,,,,,,0,Matches
Asen Chandarov,bg BUL,"FW,MF",Septemvri Sofia,23,1998,10.6,2,0,0,,,,,,,,,0,Matches
Todor Chavorski,bg BUL,FW,PFC Hebar Pazardzhik,29,1993,5.7,0,0,0,,,,,,,,,0,Matches
Ruslan Chernenko,ua UKR,MF,FC Spartak Varna,29,1992,5.6,0,0,0,,,,,,,,,0,Matches
Atanas Chernev,bg BUL,DF,Botev Plovdiv,20,2002,1.0,0,0,0,,,,,,,,,0,Matches
Konstantin Cheshmedzhiev,mk MKD,MF,Slavia Sofia,26,1996,4.5,1,0,0,,,,,,,,,0,Matches
Konstantin Cheshmedzhiev,mk MKD,MF,Septemvri Sofia,26,1996,9.2,4,0,0,,,,,,,,,1,Matches
Hritiyan Chipev,bg BUL,FW,Lokomotiv Sofia,21,2001,2.0,0,0,0,,,,,,,,,0,Matches
Ivaylo Chochev,bg BUL,MF,CSKA 1948,29,1993,29.9,3,0,0,,,,,,,,,1,Matches
Georgi Chukalov,bg BUL,MF,FC Spartak Varna,24,1998,0.8,0,0,0,,,,,,,,,0,Matches
Cicinho,bg BUL,"DF,MF",Ludogorets,33,1988,8.3,1,1,0,,,,,,,,,0,Matches
Matheus dos Santos Clemente,pt POR,MF,Cherno More,24,1998,13.9,7,0,0,,,,,,,,,0,Matches
José Cordoba,pa PAN,DF,Levski Sofia,21,2001,25.0,2,0,0,,,,,,,,,0,Matches
Mathias Coureur,mq MTQ,MF,Cherno More,34,1988,10.8,0,0,0,,,,,,,,,0,Matches
Petar Čuić,hr CRO,MF,Septemvri Sofia,23,1999,10.0,2,0,0,,,,,,,,,0,Matches
Jean-Pierre Da Sylva,fr FRA,MF,Botev Vratsa,25,1997,15.3,3,0,0,,,,,,,,,0,Matches
Arlind Dakaj,ch SUI,MF,Cherno More,20,2001,2.7,2,0,0,,,,,,,,,0,Matches
Reyan Daskalov,bg BUL,MF,CSKA 1948,27,1995,21.8,8,1,0,,,,,,,,,0,Matches
Petar Debarliev,bg BUL,GK,PFC Hebar Pazardzhik,31,1991,30.5,3,0,0,,,,,,,,,0,Matches
Spas Delev,bg BUL,"FW,MF",Ludogorets,32,1989,15.3,1,0,0,,,,,,,,,0,Matches
Mirza Delimeđac,rs SRB,MF,Septemvri Sofia,22,1999,2.8,2,0,0,,,,,,,,,0,Matches
Kellian van der Kaap,nl NED,DF,Levski Sofia,23,1998,18.0,5,0,0,,,,,,,,,0,Matches
Kiril Despodov,bg BUL,"FW,MF",Ludogorets,25,1996,23.5,5,0,0,,,,,,,,,0,Matches
Alan Dias,br BRA,DF,Lokomotiv Sofia,23,1998,27.8,6,0,0,,,,,,,,,0,Matches

Martin Dichev,bg BUL,DF,Cherno More,21,2000,7.2,1,0,0,,,,,,,,,0,Matches
Ivan Dichevski,bg BUL,GK,FC Spartak Varna,21,2001,20.0,1,0,0,,,,,,,,,0,Matches
Svetoslav Dikov,bg BUL,MF,CSKA 1948,30,1992,5.8,0,0,0,,,,,,,,,0,Matches
Iliya Dimitrov,bg BUL,FW,Lokomotiv Sofia,26,1996,8.2,2,0,0,,,,,,,,,0,Matches
Ivaylo Dimitrov,bg BUL,MF,Loko Plovdiv,33,1989,4.1,0,0,0,,,,,,,,,0,Matches
Kristian Dimitrov,bg BUL,DF,Levski Sofia,25,1997,2.2,0,0,0,,,,,,,,,0,Matches
Zdravko Dimitrov,bg BUL,FW,FC Spartak Varna,23,1998,10.1,2,0,0,,,,,,,,,0,Matches
Daniel Dimov,bg BUL,"DF,MF",Cherno More,33,1989,5.9,3,0,0,,,,,,,,,0,Matches
Plamen Dimov,bg BUL,"DF,MF",FC Spartak Varna,31,1990,18.0,4,1,0,,,,,,,,,0,Matches
Georgi Dinkov,bg BUL,DF,Beroe,31,1991,10.4,0,0,0,,,,,,,,,0,Matches
Babacar Dione,be BEL,FW,Loko Plovdiv,25,1997,27.3,0,0,0,,,,,,,,,0,Matches
Kristian Dobrev,bg BUL,FW,Slavia Sofia,21,2001,13.9,3,0,0,,,,,,,,,0,Matches
Petar Dolapchiev,,DF,Slavia Sofia,,,1.0,1,0,0,,,,,,,,,0,Matches
Asen Donchev,bg BUL,FW,CSKA Sofia,20,2001,2.8,1,0,0,,,,,,,,,0,Matches
Erol Dost,bg BUL,MF,Slavia Sofia,23,1999,16.9,3,0,0,,,,,,,,,0,Matches
Amadou Doumbouya,gn GUI,FW,Botev Plovdiv,19,2002,1.4,1,0,0,,,,,,,,,0,Matches
Vlatko Drobarov,mk MKD,DF,Cherno More,29,1992,11.0,3,0,0,,,,,,,,,0,Matches
Matheus Duarte,br BRA,MF,Lokomotiv Sofia,27,1995,23.5,8,1,1,,,,,,,,,0,Matches
Aleksandar Dyulgerov,bg BUL,DF,Pirin Blagoevgrad,32,1990,28.8,8,0,0,,,,,,,,,1,Matches
Ivan Dyulgerov,bg BUL,GK,Cherno More,23,1999,26.0,3,0,0,,,,,,,,,0,Matches
Stanislav Dyulgerov,bg BUL,MF,Arda,18,2003,0.5,0,0,0,,,,,,,,,0,Matches
Emanuel,br BRA,DF,FC Spartak Varna,22,1999,8.0,4,0,0,,,,,,,,,0,Matches
Mark Emilio Papazov,bg BUL,FW,CSKA Sofia,18,2003,0.3,0,0,0,,,,,,,,,0,Matches
Mark Emilio Papazov,bg BUL,FW,PFC Hebar Pazardzhik,18,2003,3.1,2,0,0,,,,,,,,,0,Matches
Umeh Emmanuel,ng NGA,FW,Botev Plovdiv,17,2004,9.3,0,0,0,,,,,,,,,0,Matches

James Eto'o,cm CMR,DF,Botev Plovdiv,21,2000,23.4,12,3,2,,,,,,,,,0,Matches
Dimitar Evtimov,bg BUL,GK,CSKA Sofia,28,1993,3.0,2,0,0,,,,,,,,,0,Matches
Ewandro,br BRA,"FW,MF",Loko Plovdiv,26,1996,4.9,1,0,0,,,,,,,,,0,Matches
Ewandro,br BRA,"FW,MF",FC Spartak Varna,26,1996,10.4,4,0,0,,,,,,,,,0,Matches
Boubacar Faye Traore,sn SEN,FW,Beroe,25,1997,4.0,0,0,0,,,,,,,,,0,Matches
Luiz Felipe,br BRA,DF,Botev Vratsa,23,1999,18.9,6,0,0,,,,,,,,,1,Matches
Welton Felipe,br BRA,MF,Levski Sofia,24,1997,31.3,2,0,0,,,,,,,,,0,Matches
Alex Fernandes,br BRA,MF,Cherno More,20,2002,18.5,5,0,0,,,,,,,,,0,Matches
Diego Ferraresso,br BRA,"DF,MF",Botev Vratsa,30,1992,33.2,5,1,1,,,,,,,,,0,Matches
Thomas Fontaine,mg MAD,DF,Beroe,31,1991,6.2,1,0,0,,,,,,,,,0,Matches
França,br BRA,MF,Lokomotiv Sofia,27,1995,29.6,10,2,2,,,,,,,,,0,Matches
Steve Furtado,cv CPV,DF,CSKA 1948,27,1994,19.6,3,1,0,,,,,,,,,0,Matches
Patrik Galchev,bg BUL,DF,Levski Sofia,21,2001,8.3,1,0,0,,,,,,,,,0,Matches
Petko Ganev,bg BUL,DF,Botev Vratsa,25,1996,3.0,1,0,0,,,,,,,,,0,Matches
Maurício Garcez,br BRA,"FW,MF",CSKA Sofia,25,1997,24.5,2,0,0,,,,,,,,,0,Matches
Nathan Gassama,fr FRA,DF,Slavia Sofia,21,2001,13.8,4,0,0,,,,,,,,,0,Matches
Stefan Gavrilov,bg BUL,MF,Botev Vratsa,22,2000,13.5,5,0,0,,,,,,,,,0,Matches
Yoan Gavrilov,bg BUL,MF,Septemvri Sofia,23,1999,8.5,6,0,0,,,,,,,,,0,Matches
Baboucarr Gaye,gm GAM,GK,Lokomotiv Sofia,24,1998,12.8,1,0,0,,,,,,,,,0,Matches
Geferson,br BRA,"DF,MF",CSKA Sofia,28,1994,14.0,10,0,0,,,,,,,,,0,Matches
Viktor Genev,bg BUL,DF,Botev Plovdiv,33,1988,29.8,9,0,0,,,,,,,,,1,Matches
Daniel Genov,bg BUL,MF,Botev Vratsa,33,1989,22.9,3,0,0,,,,,,,,,0,Matches
Aleksandar Georgiev,bg BUL,MF,Arda,24,1997,17.5,2,0,0,,,,,,,,,0,Matches
Antonio Georgiev,bg BUL,DF,Botev Vratsa,24,1997,19.1,4,0,0,,,,,,,,,0,Matches
Asen Georgiev,bg BUL,DF,Septemvri Sofia,29,1993,26.3,9,0,0,,,,,,,,,0,Matches

Georgi Georgiev,bg BUL,GK,Cherno More,33,1988,9.0,1,0,0,,,,,,,,,0,Matches
Miroslav Georgiev,bg BUL,DF,Botev Plovdiv,16,2005,1.2,0,0,0,,,,,,,,,0,Matches
Spas Georgiev,bg BUL,MF,Beroe,30,1992,23.0,5,1,0,,,,,,,,,0,Matches
Yanko Georgiev,bg BUL,GK,Pirin Blagoevgrad,33,1988,24.7,3,0,0,,,,,,,,,0,Matches
Simeon Germanov,bg BUL,DF,Beroe,17,2005,0.1,0,0,0,,,,,,,,,0,Matches
Daniel Gichev,bg BUL,MF,Botev Plovdiv,17,2004,0.6,0,0,0,,,,,,,,,0,Matches
Giovanny,br BRA,MF,Loko Plovdiv,24,1997,19.9,4,0,0,,,,,,,,,0,Matches
Saná Gomes,gw GNB,DF,Beroe,22,1999,10.1,9,1,1,,,,,,,,,0,Matches
Claude Gonçalves,pt POR,MF,Ludogorets,28,1994,10.2,5,1,1,,,,,,,,,0,Matches
Ivan Goshev,bg BUL,GK,Beroe,22,2000,4.0,1,0,0,,,,,,,,,0,Matches
Anatoli Gospodinov,bg BUL,GK,Arda,28,1994,28.4,4,0,0,,,,,,,,,0,Matches
Angel Granchov,bg BUL,DF,CSKA 1948,29,1992,2.0,1,0,0,,,,,,,,,0,Matches
Denny Gropper,il ISR,DF,Ludogorets,23,1999,10.6,3,0,0,,,,,,,,,0,Matches
Aderinsola Habib Eseola,ua UKR,FW,PFC Hebar Pazardzhik,31,1991,5.1,3,0,0,,,,,,,,,0,Matches
Kamen Hadzhiev,bg BUL,DF,Lokomotiv Sofia,30,1991,10.5,3,0,0,,,,,,,,,0,Matches
Kamen Hadzhiev,bg BUL,DF,PFC Hebar Pazardzhik,30,1991,5.0,2,1,1,,,,,,,,,0,Matches
Henadii Haniev,ua UKR,GK,CSKA 1948,32,1990,2.3,1,0,0,,,,,,,,,0,Matches
Hidajet Hankić,ba BIH,GK,Botev Plovdiv,28,1994,27.0,5,0,0,,,,,,,,,0,Matches
Tobias Heintz,no NOR,MF,CSKA Sofia,24,1998,12.2,1,0,0,,,,,,,,,0,Matches
Héliton,br BRA,DF,CSKA 1948,26,1995,25.3,9,1,1,,,,,,,,,0,Matches
Henrique,br BRA,FW,CSKA 1948,28,1993,5.3,0,0,0,,,,,,,,,0,Matches
Pedro Henrique,br BRA,DF,Beroe,21,2001,12.0,7,0,0,,,,,,,,,0,Matches
Roi Herman,il ISR,DF,Botev Plovdiv,22,2000,11.7,3,0,0,,,,,,,,,0,Matches
Nathan Holder,cw CUW,MF,Levski Sofia,20,2002,0.1,0,0,0,,,,,,,,,0,Matches
Nathan Holder,cw CUW,MF,FC Spartak Varna,20,2002,0.2,0,0,0,,,,,,,,,0,Matches

Dinko Horkaš,hr CRO,GK,Loko Plovdiv,23,1999,26.5,2,0,0,,,,,,,,,0,Matches
Hristiyan Hristov,bg BUL,GK,FC Spartak Varna,27,1995,1.0,0,0,0,,,,,,,,,0,Matches
Martin Hristov,bg BUL,DF,Botev Plovdiv,18,2003,1.3,0,0,0,,,,,,,,,0,Matches
Ventsislav Hristov,bg BUL,"FW,MF",Botev Vratsa,33,1988,6.4,1,1,0,,,,,,,,,0,Matches
Hristofor Hubchev,bg BUL,DF,Pirin Blagoevgrad,26,1995,16.6,8,0,0,,,,,,,,,0,Matches
Ibryam Ibrahim Ibryam,bg BUL,DF,FC Spartak Varna,,,4.4,1,0,0,,,,,,,,,0,Matches
Aboubacar Ibrahim Toungara,ml MLI,FW,Arda,27,1994,13.2,3,0,0,,,,,,,,,0,Matches
Aboubacar Ibrahim Toungara,ml MLI,FW,Beroe,27,1994,16.3,5,0,0,,,,,,,,,0,Matches
Kerimdzhan Ignatov,bg BUL,MF,Arda,17,2005,0.1,0,0,0,,,,,,,,,0,Matches
Atanas Iliev,bg BUL,FW,Cherno More,27,1994,9.0,1,0,0,,,,,,,,,0,Matches
Dimitar Iliev,bg BUL,"FW,MF",Loko Plovdiv,33,1988,33.5,4,0,0,,,,,,,,,0,Matches
Tsvetan Iliev,bg BUL,MF,FC Spartak Varna,32,1990,7.2,2,0,0,,,,,,,,,0,Matches
Bozhidar Ilkov Siderov,bg BUL,DF,Botev Plovdiv,17,2005,0.2,0,0,0,,,,,,,,,0,Matches
Ismail Isa,bg BUL,FW,Cherno More,33,1989,10.6,1,0,0,,,,,,,,,0,Matches
Arhan Isuf,bg BUL,DF,PFC Hebar Pazardzhik,23,1999,8.6,1,0,0,,,,,,,,,0,Matches
Daniel Ivanov,bg BUL,MF,Pirin Blagoevgrad,20,2002,0.3,0,0,0,,,,,,,,,0,Matches
Galin Ivanov,bg BUL,"FW,MF",Slavia Sofia,34,1988,30.6,7,0,0,,,,,,,,,0,Matches
Hristo Ivanov,bg BUL,MF,Arda,21,2000,9.5,1,0,0,,,,,,,,,0,Matches
Hristo Ivanov,bg BUL,FW,Loko Plovdiv,21,2000,0.2,1,0,0,,,,,,,,,0,Matches
Hristo Ivanov,bg BUL,MF,Loko Plovdiv,21,2000,7.2,1,0,0,,,,,,,,,0,Matches
Georgi Ivanov Karakashev,bg BUL,MF,Loko Plovdiv,23,1999,16.9,7,0,0,,,,,,,,,0,Matches
Luka Ivanov,bg BUL,MF,Lokomotiv Sofia,18,2003,8.1,0,0,0,,,,,,,,,0,Matches
Stanislav Ivanov,bg BUL,FW,Arda,23,1999,11.7,1,0,0,,,,,,,,,0,Matches
Teodor Ivanov,bg BUL,DF,Lokomotiv Sofia,18,2004,0.5,0,0,0,,,,,,,,,0,Matches
Chavdar Ivaylov,bg BUL,MF,Botev Vratsa,26,1996,20.5,11,0,0,,,,,,,,,0,Matches

Romeesh Ivey,pa PAN,FW,FC Spartak Varna,28,1994,20.7,8,0,0,,,,,,,,,0,Matches
Sebastian Jakubiak,de GER,MF,Septemvri Sofia,29,1993,5.6,1,0,0,,,,,,,,,0,Matches
Veljko Jelenković,bg BUL,DF,Slavia Sofia,19,2003,9.1,5,1,1,,,,,,,,,0,Matches
Jawad El Jemili,es ESP,FW,Levski Sofia,19,2002,2.0,1,0,0,,,,,,,,,0,Matches
Jorginho,gw GNB,MF,Ludogorets,26,1995,1.0,0,0,0,,,,,,,,,0,Matches
Maks Juraj Čelić,hr CRO,DF,Beroe,26,1996,13.4,5,0,0,,,,,,,,,0,Matches
Atanas Kabov,bg BUL,MF,Septemvri Sofia,23,1999,21.5,4,0,0,,,,,,,,,0,Matches
Kadu,br BRA,DF,Lokomotiv Sofia,25,1997,1.0,0,0,0,,,,,,,,,0,Matches
Ivan Karadzhov,bg BUL,GK,Beroe,33,1989,31.0,3,0,0,,,,,,,,,0,Matches
Bircent Karagaren,bg BUL,"FW,MF",Loko Plovdiv,29,1992,15.3,5,0,0,,,,,,,,,0,Matches
Bircent Karagaren,bg BUL,"FW,MF",CSKA 1948,29,1992,5.3,1,0,0,,,,,,,,,0,Matches
Benjamin Karamoko,ml MLI,DF,FC Spartak Varna,27,1995,11.8,3,0,0,,,,,,,,,0,Matches
Žan Karničnik,si SVN,DF,Ludogorets,27,1994,4.7,0,0,0,,,,,,,,,0,Matches
Redi Kasa,al ALB,MF,Septemvri Sofia,20,2001,4.8,0,0,0,,,,,,,,,0,Matches
Bozhidar Katsarov,bg BUL,DF,Lokomotiv Sofia,28,1993,18.3,1,0,0,,,,,,,,,0,Matches
Martin Kavdanski,bg BUL,DF,Botev Vratsa,35,1987,19.9,6,2,1,,,,,,,,,0,Matches
Petar Kepov,bg BUL,MF,Botev Vratsa,20,2002,3.4,3,0,0,,,,,,,,,0,Matches
Ventsislav Kerchev,bg BUL,DF,Slavia Sofia,25,1997,22.8,4,0,0,,,,,,,,,0,Matches
Radoslav Kirilov,bg BUL,"FW,MF",Slavia Sofia,30,1992,5.0,0,0,0,,,,,,,,,0,Matches
Radoslav Kirilov,bg BUL,"FW,MF",CSKA 1948,30,1992,16.4,3,0,0,,,,,,,,,0,Matches
Klaidher,br BRA,DF,Beroe,23,1999,10.6,4,0,0,,,,,,,,,0,Matches
Ivaylo Klimentov,bg BUL,MF,FC Spartak Varna,24,1998,14.6,3,0,0,,,,,,,,,0,Matches
Bojan Knežević,hr CRO,MF,PFC Hebar Pazardzhik,25,1997,6.2,1,0,0,,,,,,,,,0,Matches
Menno Koch,nl NED,DF,CSKA Sofia,28,1994,10.9,4,0,0,,,,,,,,,0,Matches
Ivan Kokonov,bg BUL,MF,Arda,30,1991,18.5,5,0,0,,,,,,,,,0,Matches

Aleksandar Kolev,bg BUL,"FW,MF",CSKA 1948,29,1992,16.7,6,0,0,,,,,,,,,0,Matches
Krasian Kolev,bg BUL,MF,Septemvri Sofia,18,2004,13.0,3,0,0,,,,,,,,,0,Matches
Krasian Kolev,bg BUL,MF,Botev Plovdiv,18,2004,10.6,3,0,0,,,,,,,,,0,Matches
Pa Konate,gn GUI,DF,Botev Plovdiv,28,1994,19.4,2,1,0,,,,,,,,,0,Matches
Danylo Kondrakov,ua UKR,FW,Pirin Blagoevgrad,24,1998,16.9,3,0,0,,,,,,,,,0,Matches
Bogomil Kostadinov Bozhurkin,bg BUL,MF,PFC Hebar Pazardzhik,,,11.6,4,0,0,,,,,,,,,0,Matches
Dimitar Kostadinov,bg BUL,MF,Septemvri Sofia,22,1999,19.0,2,0,0,,,,,,,,,0,Matches
Ilian Kostov,bg BUL,DF,Pirin Blagoevgrad,17,2005,2.0,0,0,0,,,,,,,,,0,Matches
Krasimir Kostov,bg BUL,GK,Botev Vratsa,27,1995,34.0,4,0,0,,,,,,,,,1,Matches
Stanislav Kostov,bg BUL,FW,Lokomotiv Sofia,30,1991,9.0,1,0,0,,,,,,,,,0,Matches
Stanislav Kostov,bg BUL,FW,Pirin Blagoevgrad,30,1991,10.1,1,0,0,,,,,,,,,0,Matches
Lachezar Kotev,bg BUL,MF,Arda,24,1998,16.3,3,0,0,,,,,,,,,0,Matches
Svetoslav Kovachev,bg BUL,MF,Arda,24,1998,26.8,5,0,0,,,,,,,,,0,Matches
