Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Spas Delev,bg BUL,"FW,MF",Arda,31,1989,18,18,"1,536",17.1,5,0,5,5,0,0,3,0,0.29,0.00,0.29,0.29,0.29,Matches
Kellian van der Kaap,nl NED,DF,Levski Sofia,22,1998,12,5,531,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Kiril Despodov,bg BUL,"FW,MF",Ludogorets,24,1996,25,21,"1,785",19.8,6,0,6,4,2,2,4,0,0.30,0.00,0.30,0.20,0.20,Matches
Lucas Dias,br BRA,FW,Tsarsko Selo,24,1997,19,10,"1,003",11.1,2,0,2,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
Martin Dichev,bg BUL,DF,Cherno More,20,2000,23,11,"1,175",13.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Mario Dilchovski,bg BUL,DF,CSKA 1948,19,2001,3,0,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Boris Dimitrov,bg BUL,FW,Slavia Sofia,17,2004,4,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Iliya Dimitrov,bg BUL,FW,Lokomotiv Sofia,25,1996,20,11,"1,073",11.9,2,0,2,2,0,0,4,0,0.17,0.00,0.17,0.17,0.17,Matches
Ivaylo Dimitrov,bg BUL,MF,Loko Plovdiv,32,1989,9,0,115,1.3,1,0,1,1,0,0,0,0,0.78,0.00,0.78,0.78,0.78,Matches
Tihomir Dimitrov,bg BUL,DF,Ludogorets,21,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Zdravko Dimitrov,bg BUL,FW,Levski Sofia,22,1998,20,16,"1,447",16.1,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
Daniel Dimov,bg BUL,"DF,MF",Cherno More,32,1989,24,17,"1,620",18.0,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
Georgi Dinkov,bg BUL,DF,Beroe,30,1991,17,15,"1,352",15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Carlos Djaló Só,pt POR,FW,Botev Vratsa,28,1993,4,1,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kristian Dobrev,bg BUL,FW,Slavia Sofia,20,2001,22,10,859,9.5,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
Steliyan Dobrev,bg BUL,FW,CSKA 1948,17,2003,5,0,74,0.8,1,0,1,1,0,0,0,0,1.22,0.00,1.22,1.22,1.22,Matches
Asen Donchev,bg BUL,FW,CSKA Sofia,19,2001,9,3,436,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Erol Dost,bg BUL,MF,Slavia Sofia,22,1999,27,21,"1,920",21.3,1,0,1,1,0,0,7,1,0.05,0.00,0.05,0.05,0.05,Matches
Vlatko Drobarov,mk MKD,DF,Cherno More,28,1992,30,30,"2,630",29.2,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
Matheus Duarte,br BRA,MF,Lokomotiv Sofia,26,1995,18,13,"1,206",13.4,2,0,2,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches
Svetoslav Dyakov,bg BUL,MF,Pirin Blagoevgrad,37,1984,24,24,"2,019",22.4,0,0,0,0,0,0,13,1,0.00,0.00,0.00,0.00,0.00,Matches

Aleksandar Dyulgerov,bg BUL,DF,Pirin Blagoevgrad,31,1990,24,24,"2,135",23.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Ivan Dyulgerov,bg BUL,GK,Cherno More,22,1999,23,22,"1,987",22.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Miroslav Enchev,bg BUL,DF,Beroe,29,1991,3,1,91,1.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
Lazar Erinin,bg BUL,MF,Pirin Blagoevgrad,16,2004,3,0,62,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
James Eto'o,cm CMR,DF,Botev Plovdiv,20,2000,20,13,"1,267",14.1,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
Dimitar Evtimov,bg BUL,GK,CSKA Sofia,27,1993,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Alioune Fall,fr FRA,MF,Beroe,26,1994,26,19,"1,760",19.6,5,0,5,5,0,0,3,0,0.26,0.00,0.26,0.26,0.26,Matches
Momo Fanyé Touré,gn GUI,FW,Botev Plovdiv,19,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Anton Fase,nl NED,FW,Botev Vratsa,21,2000,12,3,373,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jonata Felipe,br BRA,MF,Lokomotiv Sofia,22,1999,2,0,3,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Luiz Felipe,br BRA,DF,Botev Vratsa,22,1999,11,9,860,9.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Welton Felipe,br BRA,MF,Levski Sofia,23,1997,10,10,850,9.4,2,0,2,2,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches
Diego Ferraresso,br BRA,"DF,MF",Botev Vratsa,29,1992,18,14,"1,323",14.7,1,0,1,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches
Pedro Ferrari,br BRA,DF,Pirin Blagoevgrad,26,1994,5,2,285,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Filip Filipov,bg BUL,DF,Botev Plovdiv,32,1988,12,3,337,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Steve Furtado,cv CPV,DF,Beroe,26,1994,26,26,"2,292",25.5,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches
Plamen Galabov,bg BUL,DF,CSKA Sofia,25,1995,7,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Patrik Galchev,bg BUL,DF,Levski Sofia,20,2001,19,9,880,9.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Petko Ganev,bg BUL,DF,Arda,24,1996,10,8,750,8.3,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches
Maurício Garcez,br BRA,"FW,MF",CSKA Sofia,24,1997,9,4,497,5.5,1,0,1,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches
Nikola Gavov,bg BUL,MF,Botev Vratsa,22,1999,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Stefan Gavrilov,bg BUL,MF,Botev Vratsa,21,2000,20,14,"1,153",12.8,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
Geferson,br BRA,"DF,MF",CSKA Sofia,27,1994,26,22,"1,892",21.0,0,1,1,0,0,0,11,1,0.00,0.05,0.05,0.00,0.05,Matches
Viktor Genev,bg BUL,DF,Botev Plovdiv,32,1988,30,30,"2,637",29.3,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
