Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,12,10,922,10.2,12,1.17,48,36,81.3,6,3,1,2,20.0,3,3,0,0,0.0,Matches
Dominik Greif,sk SVK,GK,Mallorca,25,1997,1,1,90,1.0,3,3.00,8,5,62.5,0,0,1,0,0.0,0,0,0,0,,Matches
Sergio Herrera,es ESP,GK,Osasuna,29,1993,17,17,"1,530",17.0,23,1.35,71,48,69.0,5,3,9,3,17.6,4,1,1,2,50.0,Matches
Filip Jørgensen,dk DEN,GK,Villarreal,20,2002,2,2,180,2.0,3,1.50,6,3,50.0,0,1,1,0,0.0,0,0,0,0,,Matches
Benjamin Lecomte,fr FRA,GK,Espanyol,31,1991,10,10,899,10.0,14,1.40,40,27,65.0,1,5,4,1,10.0,0,0,0,0,,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,29,1993,34,34,"3,060",34.0,48,1.41,179,130,77.7,9,11,14,12,35.3,9,8,1,0,11.1,Matches
Diego López,es ESP,GK,Rayo Vallecano,40,1981,2,1,96,1.1,4,3.75,5,1,20.0,0,0,1,0,0.0,0,0,0,0,,Matches
Andriy Lunin,ua UKR,GK,Real Madrid,23,1999,7,7,630,7.0,7,1.00,18,12,61.1,4,1,2,3,42.9,0,0,0,0,,Matches

Giorgi Mamardashvili,ge GEO,GK,Valencia,21,2000,38,38,"3,420",38.0,45,1.18,148,105,70.9,11,9,18,7,18.4,5,2,0,3,0.0,Matches
Agustín Marchesín,ar ARG,GK,Celta Vigo,34,1988,19,19,"1,710",19.0,29,1.53,72,42,62.5,5,5,9,6,31.6,4,2,2,0,50.0,Matches
Diego Mariño,es ESP,GK,Almería,32,1990,1,0,45,0.5,2,4.00,5,3,60.0,0,0,0,0,,0,0,0,0,,Matches
Jordi Masip,es ESP,GK,Valladolid,33,1989,28,28,"2,507",27.9,42,1.51,145,101,74.5,9,5,14,8,28.6,9,5,3,1,37.5,Matches
Jan Oblak,si SVN,GK,Atlético Madrid,29,1993,28,28,"2,492",27.7,20,0.72,79,59,75.9,17,5,6,11,39.3,2,1,0,1,0.0,Matches
Fernando Pacheco,es ESP,GK,Espanyol,30,1992,16,16,"1,440",16.0,33,2.06,88,54,67.0,4,3,9,3,18.8,5,4,1,0,20.0,Matches
Fernando Pacheco,es ESP,GK,Almería,30,1992,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
Iñaki Peña ,es ESP,GK,Barcelona,23,1999,2,0,73,0.8,2,2.47,4,2,50.0,0,0,0,0,,0,0,0,0,,Matches
Predrag Rajković,rs SRB,GK,Mallorca,26,1995,36,36,"3,240",36.0,40,1.11,133,92,74.4,13,8,15,12,33.3,7,6,1,0,14.3,Matches
Pepe Reina,es ESP,GK,Villarreal,39,1982,22,22,"1,980",22.0,27,1.23,87,61,73.6,13,3,6,5,22.7,4,4,0,0,0.0,Matches
Álex Remiro,es ESP,GK,Real Sociedad,27,1995,38,38,"3,420",38.0,35,0.92,133,99,74.4,21,8,9,15,39.5,2,1,1,0,50.0,Matches
Leo Román,es ESP,GK,Mallorca,22,2000,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Gerónimo Rulli,ar ARG,GK,Villarreal,30,1992,14,14,"1,260",14.0,10,0.71,56,46,82.1,6,3,5,7,50.0,0,0,0,0,,Matches
Rui Silva,pt POR,GK,Betis,28,1994,26,26,"2,340",26.0,32,1.23,104,73,71.2,12,4,10,9,34.6,2,2,0,0,0.0,Matches
Unai Simón,es ESP,GK,Athletic Club,25,1997,31,31,"2,745",30.5,37,1.21,104,70,67.3,13,6,12,9,29.0,3,3,0,0,0.0,Matches
David Soria,es ESP,GK,Getafe,29,1993,38,38,"3,420",38.0,45,1.18,166,119,75.3,10,12,16,13,34.2,8,4,4,0,50.0,Matches
Marc-André ter Stegen,de GER,GK,Barcelona,30,1992,38,38,"3,347",37.2,18,0.48,98,83,84.7,28,4,6,26,68.4,3,3,0,0,0.0,Matches
Iván Villar,es ESP,GK,Celta Vigo,25,1997,19,19,"1,710",19.0,24,1.26,62,38,66.1,6,5,8,4,21.1,4,3,0,1,0.0,Matches
Axel Werner,ar ARG,GK,Elche,26,1996,2,2,180,2.0,4,2.00,8,4,50.0,0,0,2,0,0.0,0,0,0,0,,Matches
