Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG/90,Matches
Josimar Alcocer,cr CRC,"FW,MF",Westerlo,19,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,4,0.00,0.00,0.00,0.00,0.00,0.08,0.42,0.50,0.08,0.50,Matches
Toby Alderweireld,be BEL,DF,Antwerp,34,1989,29,29,"2,599",28.9,3,4,7,1,2,3,2,0,5.1,2.7,2.8,5.5,12,155,19,0.10,0.14,0.24,0.03,0.17,0.18,0.10,0.27,0.09,0.19,Matches
Ryan Alebiosu,eng ENG,"DF,MF",Kortrijk,21,2001,11,3,348,3.9,0,1,1,0,0,0,1,0,0.2,0.2,1.1,1.3,14,9,27,0.00,0.26,0.26,0.00,0.26,0.04,0.29,0.33,0.04,0.33,Matches
Teddy Alloh,fr FRA,DF,Eupen,21,2002,6,1,197,2.2,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,9,9,17,0.00,0.46,0.46,0.00,0.46,0.02,0.08,0.10,0.02,0.10,Matches
Éder Álvarez Balanta,co COL,MF,Club Brugge,30,1993,15,3,497,5.5,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,4,29,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
Steven Alzate,co COL,MF,Standard Liège,24,1998,20,20,"1,662",18.5,1,4,5,1,0,0,4,1,1.1,1.1,2.7,3.8,31,96,27,0.05,0.22,0.27,0.05,0.27,0.06,0.15,0.21,0.06,0.21,Matches
Thierry Ambrose,gp GLP,FW,Kortrijk,26,1997,2,1,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,8,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
Mohamed Amoura,dz ALG,FW,Union SG,23,2000,23,16,"1,434",15.9,17,2,19,16,1,1,5,0,10.7,9.9,2.4,12.3,79,30,175,1.07,0.13,1.19,1.00,1.13,0.67,0.15,0.82,0.62,0.77,Matches
Francis Amuzu,be BEL,FW,Anderlecht,23,1999,12,5,569,6.3,3,0,3,3,0,0,0,0,1.0,1.0,1.5,2.5,35,13,59,0.47,0.00,0.47,0.47,0.47,0.16,0.24,0.40,0.16,0.40,Matches
Frederic Ananou,tg TOG,"DF,MF",Sint-Truiden,25,1997,13,6,543,6.0,0,1,1,0,0,0,1,1,0.2,0.2,0.5,0.7,12,17,32,0.00,0.17,0.17,0.00,0.17,0.03,0.08,0.12,0.03,0.12,Matches
Stelios Andreou,cy CYP,DF,Charleroi,21,2002,27,27,"2,409",26.8,1,1,2,1,0,0,5,0,1.1,1.1,0.6,1.7,6,84,4,0.04,0.04,0.07,0.04,0.07,0.04,0.02,0.06,0.04,0.06,Matches
Nilson Angulo,ec ECU,"FW,MF",Anderlecht,20,2003,8,0,48,0.5,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.0,6,3,15,1.87,0.00,1.87,1.87,1.87,1.77,0.12,1.89,1.77,1.89,Matches
Bill Antonio,zw ZIM,"MF,FW",Mechelen,20,2002,12,6,577,6.4,3,0,3,3,0,0,0,0,1.0,1.0,1.2,2.1,36,16,73,0.47,0.00,0.47,0.47,0.47,0.15,0.18,0.34,0.15,0.34,Matches
Kristian Arnstad,no NOR,"DF,MF",Anderlecht,19,2003,14,6,645,7.2,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,13,26,29,0.00,0.14,0.14,0.00,0.14,0.03,0.04,0.07,0.03,0.07,Matches
Tolu Arokodare,ng NGA,FW,Genk,22,2000,29,11,"1,307",14.5,8,2,10,8,0,1,1,0,10.7,9.9,2.0,11.9,17,20,112,0.55,0.14,0.69,0.55,0.69,0.74,0.13,0.87,0.68,0.82,Matches

Gerardo Arteaga,mx MEX,DF,Genk,24,1998,15,14,"1,210",13.4,0,0,0,0,0,0,2,1,0.7,0.7,0.5,1.3,24,83,78,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
Isaac Asante,gh GHA,"DF,MF",Mechelen,20,2002,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dirk Asare,be BEL,MF,Mechelen,19,2004,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Majeed Ashimeru,gh GHA,MF,Anderlecht,25,1997,6,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Christalino Atemona,de GER,DF,Kortrijk,21,2002,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Lynnt Audoor,be BEL,MF,Kortrijk,19,2003,11,4,401,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,1,22,14,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
Ludwig Augustinsson,se SWE,DF,Anderlecht,29,1994,21,19,"1,629",18.1,0,3,3,0,0,0,2,0,0.9,0.9,4.0,4.9,32,84,96,0.00,0.17,0.17,0.00,0.17,0.05,0.22,0.27,0.05,0.27,Matches
Felipe Augusto,br BRA,"FW,MF",Cercle Brugge,19,2004,9,4,444,4.9,1,1,2,1,0,0,1,0,1.0,1.0,0.9,1.9,3,8,37,0.20,0.20,0.41,0.20,0.41,0.20,0.18,0.38,0.20,0.38,Matches
Felipe Avenatti,uy URU,"FW,MF",Kortrijk,30,1993,27,17,"1,568",17.4,3,0,3,2,1,1,5,1,4.5,4.3,0.9,5.2,11,61,83,0.17,0.00,0.17,0.11,0.11,0.26,0.05,0.31,0.25,0.30,Matches
Gastón Ávila,ar ARG,DF,Antwerp,21,2001,2,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,2,16,11,0.00,0.50,0.50,0.00,0.50,0.03,0.09,0.13,0.03,0.13,Matches
Youssouph Badji,sn SEN,"FW,MF",Charleroi,21,2001,20,8,938,10.4,0,0,0,0,0,0,2,0,2.7,2.7,0.4,3.1,11,21,92,0.00,0.00,0.00,0.00,0.00,0.26,0.04,0.30,0.26,0.30,Matches
Bilal Bafdili,be BEL,"MF,FW",Mechelen,18,2004,11,1,171,1.9,2,0,2,2,0,0,2,0,1.3,1.3,0.0,1.3,4,7,16,1.05,0.00,1.05,1.05,1.05,0.70,0.00,0.70,0.70,0.70,Matches
Jonas Bager,dk DEN,DF,Charleroi,27,1996,19,16,"1,507",16.7,0,1,1,0,0,0,6,0,0.2,0.2,0.6,0.7,6,58,5,0.00,0.06,0.06,0.00,0.06,0.01,0.03,0.04,0.01,0.04,Matches
Brandon Baiye,be BEL,MF,Eupen,22,2000,28,24,"2,071",23.0,1,0,1,1,0,0,2,0,1.0,1.0,0.8,1.8,19,69,20,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches
Michel-Ange Balikwisha,be BEL,"FW,MF",Antwerp,22,2001,23,20,"1,784",19.8,5,5,10,5,0,0,2,0,4.4,4.4,4.0,8.4,85,102,202,0.25,0.25,0.50,0.25,0.50,0.22,0.20,0.42,0.22,0.42,Matches
William Balikwisha,cd COD,MF,Standard Liège,24,1999,20,12,"1,089",12.1,1,1,2,1,0,0,3,1,1.9,1.9,1.3,3.2,59,70,83,0.08,0.08,0.17,0.08,0.17,0.16,0.10,0.26,0.16,0.26,Matches
Sacha Banse,bf BFA,MF,Standard Liège,22,2001,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ezechiel Banzuzi,nl NED,MF,OH Leuven,18,2005,27,20,"1,746",19.4,2,0,2,2,0,0,6,0,2.1,2.1,1.6,3.7,18,62,50,0.10,0.00,0.10,0.10,0.10,0.11,0.08,0.19,0.11,0.19,Matches
Víctor Barberá,es ESP,"FW,MF",Club Brugge,18,2004,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
Joselpho Barnes,gh GHA,"FW,MF",Sint-Truiden,21,2001,24,3,430,4.8,1,0,1,1,0,0,2,0,3.3,3.3,0.3,3.6,9,4,52,0.21,0.00,0.21,0.21,0.21,0.69,0.06,0.75,0.69,0.75,Matches
Jacob Barrett Laursen,dk DEN,DF,Standard Liège,28,1994,2,2,151,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Norman Bassette,be BEL,"FW,MF",Mechelen,18,2004,15,6,576,6.4,3,0,3,3,0,0,0,0,2.2,2.2,0.7,2.9,14,5,51,0.47,0.00,0.47,0.47,0.47,0.34,0.12,0.46,0.34,0.46,Matches
Jelle Bataille,be BEL,DF,Antwerp,24,1999,27,25,"2,182",24.2,1,0,1,1,0,0,3,0,1.1,1.1,2.3,3.4,73,174,190,0.04,0.00,0.04,0.04,0.04,0.05,0.09,0.14,0.05,0.14,Matches
David Bates,sct SCO,DF,Mechelen,26,1996,27,23,"2,086",23.2,1,0,1,1,0,0,5,0,1.0,1.0,1.4,2.4,1,53,3,0.04,0.00,0.04,0.04,0.04,0.04,0.06,0.10,0.04,0.10,Matches
Emin Bayram,tr TUR,DF,Westerlo,20,2003,23,22,"1,974",21.9,1,2,3,1,0,0,8,0,1.0,1.0,0.8,1.8,20,78,11,0.05,0.09,0.14,0.05,0.14,0.05,0.04,0.08,0.05,0.08,Matches

Rafik Belghali,dz ALG,DF,Mechelen,21,2002,7,3,260,2.9,1,1,2,1,0,0,1,0,0.4,0.4,0.2,0.6,7,12,25,0.35,0.35,0.69,0.35,0.69,0.14,0.06,0.20,0.14,0.20,Matches
Nadhir Benbouali,dz ALG,"FW,MF",Charleroi,23,2000,8,3,333,3.7,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,10,39,0.00,0.00,0.00,0.00,0.00,0.36,0.10,0.45,0.36,0.45,Matches
Ján Bernát,sk SVK,MF,Westerlo,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Antoine Bernier,be BEL,"FW,MF",Charleroi,25,1997,21,8,662,7.4,2,1,3,2,0,0,1,0,2.1,2.1,0.4,2.5,23,17,60,0.27,0.14,0.41,0.27,0.41,0.28,0.05,0.34,0.28,0.34,Matches
Adriano Bertaccini,be BEL,"MF,FW",Sint-Truiden,22,2000,3,0,39,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,1,5,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.60,0.60,0.60,Matches
Mickaël Biron,mq MTQ,"FW,MF",RWD Molenbeek,25,1997,18,17,"1,445",16.1,7,1,8,6,1,1,1,0,5.9,5.1,1.8,6.9,38,40,113,0.44,0.06,0.50,0.37,0.44,0.37,0.11,0.48,0.32,0.43,Matches
Nathan Bitumazala,fr FRA,"MF,FW",Eupen,20,2002,6,0,115,1.3,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.3,3,6,6,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21,Matches
Eric Bocat,fr FRA,"DF,MF",Sint-Truiden,24,1999,29,28,"2,447",27.2,1,3,4,1,0,0,2,0,1.2,1.2,3.2,4.4,102,83,181,0.04,0.11,0.15,0.04,0.15,0.04,0.12,0.16,0.04,0.16,Matches
Arnaud Bodart,be BEL,GK,Standard Liège,25,1998,29,29,"2,610",29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Merveille Bokadi,cd COD,DF,Standard Liège,31,1992,18,15,"1,305",14.5,1,1,2,1,0,0,0,1,0.6,0.6,0.2,0.7,6,55,6,0.07,0.07,0.14,0.07,0.14,0.04,0.01,0.05,0.04,0.05,Matches
Sinan Bolat,tr TUR,GK,Westerlo,34,1988,26,26,"2,340",26.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Boli Bolingoli-Mbombo,be BEL,DF,Mechelen,28,1995,4,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Christopher Bonsu Baah,gh GHA,FW,Genk,18,2004,27,14,"1,190",13.2,1,1,2,1,0,0,5,3,2.1,2.1,3.0,5.1,52,47,180,0.08,0.08,0.15,0.08,0.15,0.16,0.22,0.38,0.16,0.38,Matches
Jordan Bos,au AUS,DF,Westerlo,20,2002,21,19,"1,713",19.0,2,1,3,2,0,0,4,0,2.1,2.1,1.9,3.9,54,64,102,0.11,0.05,0.16,0.11,0.16,0.11,0.10,0.21,0.11,0.21,Matches
Mohamed Bouchouari,be BEL,DF,Anderlecht,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mehdi Boukamir,ma MAR,DF,Charleroi,19,2004,10,5,466,5.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,4,13,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Dedryck Boyata,be BEL,"DF,MF",Club Brugge,32,1990,5,2,176,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
Jonatan Braut Brunes,no NOR,FW,OH Leuven,22,2000,24,11,"1,058",11.8,3,1,4,3,0,0,1,0,3.7,3.7,0.6,4.3,8,15,31,0.26,0.09,0.34,0.26,0.34,0.32,0.05,0.36,0.32,0.36,Matches
Archie Brown,eng ENG,DF,Gent,21,2002,21,20,"1,650",18.3,0,3,3,0,0,0,3,1,0.4,0.4,2.9,3.2,86,59,153,0.00,0.16,0.16,0.00,0.16,0.02,0.16,0.18,0.02,0.18,Matches
Massimo Bruno,be BEL,"MF,FW",Kortrijk,29,1993,23,14,"1,131",12.6,1,3,4,1,0,0,2,0,1.5,1.5,1.5,3.0,24,60,54,0.08,0.24,0.32,0.08,0.32,0.12,0.12,0.24,0.12,0.24,Matches
Tajon Buchanan,ca CAN,DF,Club Brugge,24,1999,12,11,828,9.2,2,2,4,2,0,0,1,0,1.4,1.4,1.9,3.2,40,39,64,0.22,0.22,0.43,0.22,0.43,0.15,0.20,0.35,0.15,0.35,Matches
Christian Burgess,eng ENG,DF,Union SG,31,1991,28,28,"2,475",27.5,1,1,2,1,0,0,9,0,3.5,3.5,0.5,4.0,15,110,3,0.04,0.04,0.07,0.04,0.07,0.13,0.02,0.15,0.13,0.15,Matches
Jean Butez,fr FRA,GK,Antwerp,28,1995,30,30,"2,700",30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Etienne Camara,fr FRA,MF,Charleroi,20,2003,6,4,338,3.8,0,0,0,0,0,0,2,1,0.1,0.1,0.2,0.4,3,8,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
Ilay Camara,be BEL,"DF,MF",RWD Molenbeek,20,2003,22,17,"1,601",17.8,3,5,8,3,0,0,6,1,1.8,1.8,2.8,4.6,42,36,105,0.17,0.28,0.45,0.17,0.45,0.10,0.16,0.26,0.10,0.26,Matches

Cihan Çanak,tr TUR,"DF,MF",Standard Liège,18,2005,20,4,625,6.9,0,2,2,0,0,0,1,0,0.2,0.2,1.7,1.9,28,22,54,0.00,0.29,0.29,0.00,0.29,0.03,0.24,0.27,0.03,0.27,Matches
Alessio Castro-Montes,be BEL,DF,Gent,26,1997,1,1,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
Alessio Castro-Montes,be BEL,DF,Union SG,26,1997,24,22,"1,875",20.8,3,2,5,3,0,0,1,0,0.6,0.6,2.9,3.5,60,112,116,0.14,0.10,0.24,0.14,0.24,0.03,0.14,0.17,0.03,0.17,Matches
Nacer Chadli,be BEL,"MF,FW",Westerlo,33,1989,18,9,712,7.9,0,2,2,0,0,0,1,0,0.3,0.3,0.5,0.8,21,42,38,0.00,0.25,0.25,0.00,0.25,0.04,0.06,0.10,0.04,0.10,Matches
Youssef Challouk,be BEL,"MF,FW",Kortrijk,27,1995,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Matches
Regan Charles-Cook,gd GRN,"FW,MF",Eupen,26,1997,26,12,"1,342",14.9,3,2,5,3,0,0,1,0,1.9,1.9,2.2,4.1,38,25,103,0.20,0.13,0.34,0.20,0.34,0.13,0.15,0.27,0.13,0.27,Matches
Isaac Christie-Davies,wls WAL,MF,Eupen,25,1997,15,6,564,6.3,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,8,24,14,0.00,0.16,0.16,0.00,0.16,0.03,0.08,0.11,0.03,0.11,Matches
Elias Cobbaut,be BEL,DF,Mechelen,25,1997,24,24,"2,160",24.0,0,0,0,0,0,0,3,0,0.2,0.2,1.0,1.2,24,114,12,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
Valentin Cojocaru,ro ROU,GK,OH Leuven,27,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Antoine Colassin,be BEL,FW,Anderlecht,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jo Coppens,be BEL,GK,Sint-Truiden,32,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kobe Corbanie,be BEL,"DF,MF",Antwerp,18,2005,9,0,148,1.6,1,1,2,1,0,0,0,0,0.0,0.0,0.1,0.1,1,5,10,0.61,0.61,1.22,0.61,1.22,0.01,0.08,0.09,0.01,0.09,Matches
Gaëtan Coucke,be BEL,GK,Mechelen,24,1998,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Soumaïla Coulibaly,fr FRA,DF,Antwerp,19,2003,17,16,"1,363",15.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,40,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
Carlos Cuesta,co COL,DF,Genk,24,1999,23,23,"2,056",22.8,1,0,1,1,0,0,7,0,1.0,1.0,0.8,1.8,40,143,3,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches
Hugo Cuypers,be BEL,FW,Gent,26,1997,20,19,"1,630",18.1,6,0,6,5,1,3,2,0,10.7,8.3,1.4,9.7,28,37,129,0.33,0.00,0.33,0.28,0.28,0.59,0.08,0.66,0.46,0.53,Matches
Oday Dabbagh,ps PLE,FW,Charleroi,24,1998,21,17,"1,463",16.3,4,1,5,4,0,0,1,0,4.4,4.4,1.2,5.6,31,22,113,0.25,0.06,0.31,0.25,0.31,0.27,0.07,0.34,0.27,0.34,Matches
Erdon Daci,mk MKD,FW,Westerlo,25,1998,13,8,695,7.7,3,1,4,3,0,0,2,0,3.5,3.5,0.5,4.1,15,11,61,0.39,0.13,0.52,0.39,0.52,0.46,0.07,0.53,0.46,0.53,Matches
Jón Dagur Þorsteinsson,is ISL,"FW,MF",OH Leuven,24,1998,28,23,"1,830",20.3,4,5,9,4,0,1,6,0,4.3,3.5,4.6,8.1,62,83,142,0.20,0.25,0.44,0.20,0.44,0.21,0.22,0.44,0.17,0.40,Matches
Niklo Dailly,be BEL,"MF,DF",RWD Molenbeek,21,2001,11,3,327,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,5,7,13,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12,Matches
Jesper Daland,no NOR,DF,Cercle Brugge,23,2000,30,28,"2,526",28.1,0,1,1,0,0,0,2,0,1.1,1.1,1.5,2.6,14,116,14,0.00,0.04,0.04,0.00,0.04,0.04,0.05,0.09,0.04,0.09,Matches
Achraf Dari,ma MAR,DF,Charleroi,24,1999,5,4,317,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,5,0,0.28,0.00,0.28,0.28,0.28,0.13,0.00,0.13,0.13,0.13,Matches
Jason Davidson,au AUS,DF,Eupen,32,1991,28,26,"2,330",25.9,1,0,1,1,0,0,4,0,1.2,1.2,1.2,2.4,55,126,93,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.09,0.05,0.09,Matches
Isaak Davies,wls WAL,FW,Kortrijk,21,2001,26,20,"1,731",19.2,8,0,8,8,0,0,1,0,3.9,3.9,0.2,4.0,35,15,94,0.42,0.00,0.42,0.42,0.42,0.20,0.01,0.21,0.20,0.21,Matches
Maxim De Cuyper,be BEL,DF,Club Brugge,22,2000,27,24,"2,161",24.0,2,7,9,2,0,0,4,1,2.0,2.0,4.2,6.2,61,184,123,0.08,0.29,0.37,0.08,0.37,0.08,0.18,0.26,0.08,0.26,Matches

Ritchie De Laet,be BEL,DF,Antwerp,34,1988,15,13,980,10.9,0,1,1,0,0,0,2,0,0.4,0.4,0.6,0.9,19,51,21,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.09,0.03,0.09,Matches
Dion De Neve,be BEL,"DF,MF",Kortrijk,21,2002,27,21,"1,922",21.4,2,1,3,2,0,0,2,0,1.2,1.2,1.4,2.6,62,41,165,0.09,0.05,0.14,0.09,0.14,0.06,0.07,0.12,0.06,0.12,Matches
Alexis De Sart,be BEL,MF,RWD Molenbeek,26,1996,7,5,484,5.4,0,2,2,0,0,0,1,0,0.6,0.6,1.2,1.8,6,19,16,0.00,0.37,0.37,0.00,0.37,0.11,0.23,0.34,0.11,0.34,Matches
Julien De Sart,be BEL,MF,Gent,28,1994,29,29,"2,547",28.3,4,0,4,1,3,3,4,0,4.6,2.2,2.8,5.0,26,210,35,0.14,0.00,0.14,0.04,0.04,0.16,0.10,0.26,0.08,0.18,Matches
Tibe De Vlieger,be BEL,"MF,FW",Gent,17,2005,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
Nils De Wilde,be BEL,MF,Cercle Brugge,20,2003,17,8,722,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,3,58,9,0.00,0.12,0.12,0.00,0.12,0.03,0.07,0.10,0.03,0.10,Matches
Zeno Debast,be BEL,DF,Anderlecht,19,2003,28,28,"2,474",27.5,0,0,0,0,0,0,7,1,0.7,0.7,0.7,1.4,26,153,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
Massimo Decoene,be BEL,FW,Kortrijk,19,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
