Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Yann Aurel Bisseck,de GER,DF,AGF,21,2000,32.0,4,26,7,26.9,0.81,0.22,0.15,0.57,,0,0,Matches
Khouma Babacar,sn SEN,FW,FC Copenhagen,29,1993,0.6,0,4,1,25.0,6.21,1.55,0.00,0.00,,0,0,Matches
Edgar Babayan,am ARM,"MF,FW",Randers,26,1995,7.9,2,28,10,35.7,3.53,1.26,0.07,0.20,,0,0,Matches
Younes Bakiz,dk DEN,"MF,FW",Aalborg,23,1999,15.7,6,37,16,43.2,2.36,1.02,0.16,0.38,,0,0,Matches

Roony Bardghji,se SWE,FW,FC Copenhagen,16,2005,6.8,3,30,10,33.3,4.39,1.46,0.10,0.30,,0,0,Matches
Kaare Barslund,dk DEN,DF,Nordsjælland,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Tobias Bech,dk DEN,"FW,MF",Viborg,20,2002,0.7,2,4,2,50.0,5.81,2.90,0.50,1.00,,0,0,Matches
Felix Beijmo,se SWE,MF,AGF,24,1998,13.7,0,11,1,9.1,0.80,0.07,0.00,0.00,,0,0,Matches
Joe Bell,nz NZL,MF,Brøndby,23,1999,11.9,0,6,3,50.0,0.50,0.25,0.00,0.00,,0,0,Matches
Jashar Beluli,dk DEN,MF,Horsens,18,2004,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,,0,0,Matches
Anis Ben Slimane,tn TUN,MF,Brøndby,21,2001,14.6,3,23,9,39.1,1.58,0.62,0.13,0.33,,0,0,Matches
Lasse Berg Johnsen,no NOR,MF,Randers,22,1999,32.0,1,26,6,23.1,0.81,0.19,0.00,0.00,,1,1,Matches
Sofus Berger Brix,dk DEN,MF,Viborg,19,2003,1.4,0,3,1,33.3,2.08,0.69,0.00,0.00,,0,0,Matches
Victor Bernth Kristiansen,dk DEN,DF,FC Copenhagen,19,2002,12.5,1,4,2,50.0,0.32,0.16,0.25,0.50,,0,0,Matches
Mads Bidstrup,dk DEN,MF,Nordsjælland,21,2001,28.9,0,17,4,23.5,0.59,0.14,0.00,0.00,,0,0,Matches
Pep Biel,es ESP,FW,FC Copenhagen,25,1996,6.7,5,30,15,50.0,4.46,2.23,0.10,0.20,,2,2,Matches
Parfait Bizoza,bi BDI,MF,Lyngby,23,1999,2.8,0,4,0,0.0,1.43,0.00,0.00,,,0,0,Matches
Andreas Bjelland,dk DEN,DF,Lyngby,34,1988,13.9,0,3,1,33.3,0.22,0.07,0.00,0.00,,0,0,Matches
Oliver Bjerrum Jensen,dk DEN,FW,Randers,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Carl Björk,se SWE,FW,Brøndby,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Peter Bjur,dk DEN,"MF,FW",AGF,22,2000,3.2,1,7,2,28.6,2.16,0.62,0.14,0.50,,0,0,Matches
Peter Bjur,dk DEN,MF,Brøndby,22,2000,1.1,0,3,0,0.0,2.70,0.00,0.00,,,0,0,Matches
Marcus Bobjerg,dk DEN,GK,Horsens,24,1998,2.7,0,0,0,,0.00,0.00,,,,0,0,Matches
Oskar Boesen,dk DEN,FW,Silkeborg,17,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Nicolai Boilesen,dk DEN,DF,FC Copenhagen,30,1992,5.5,0,3,0,0.0,0.54,0.00,0.00,,,0,0,Matches
Simen Bolkan Nordli,no NOR,"MF,FW",Randers,22,1999,9.0,2,20,7,35.0,2.22,0.78,0.10,0.29,,0,0,Matches
Jakob Bonde,dk DEN,"MF,DF",Viborg,28,1993,25.5,3,46,22,47.8,1.80,0.86,0.02,0.05,,2,3,Matches
Frederik Brandhof,dk DEN,MF,AGF,26,1996,7.1,0,10,1,10.0,1.41,0.14,0.00,0.00,,0,0,Matches
Jakob Breum,dk DEN,MF,Odense,18,2003,9.3,0,27,8,29.6,2.90,0.86,0.00,0.00,,0,0,Matches

Mark Brink,dk DEN,MF,Silkeborg,24,1998,25.3,0,9,2,22.2,0.36,0.08,0.00,0.00,,0,0,Matches
Nicolai Brock-Madsen,dk DEN,FW,Randers,29,1993,1.6,0,4,1,25.0,2.50,0.62,0.00,0.00,,0,0,Matches
Samuel Brolin,se SWE,GK,Horsens,21,2000,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Júnior Brumado,br BRA,FW,Midtjylland,23,1999,4.7,0,12,3,25.0,2.53,0.63,0.00,0.00,,0,1,Matches
Filip Bundgaard,dk DEN,FW,Randers,18,2004,18.3,4,60,21,35.0,3.28,1.15,0.07,0.19,,0,0,Matches
Oliver Bundgaard,dk DEN,DF,Randers,21,2001,2.0,0,2,0,0.0,0.98,0.00,0.00,,,0,0,Matches
Oliver Bundgaard,dk DEN,DF,Viborg,21,2001,16.5,1,13,2,15.4,0.79,0.12,0.08,0.50,,0,0,Matches
Nicolas Bürgy,ch SUI,DF,Viborg,26,1995,27.5,1,16,4,25.0,0.58,0.15,0.06,0.25,,0,0,Matches
Alexander Busch,dk DEN,DF,Silkeborg,19,2003,10.7,1,6,2,33.3,0.56,0.19,0.17,0.50,,0,0,Matches
Jacob Buus,dk DEN,MF,Horsens,25,1997,6.4,0,2,0,0.0,0.31,0.00,0.00,,,0,0,Matches
Asbjørn Bøndergaard,dk DEN,FW,Silkeborg,18,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
André Calisir,am ARM,DF,Silkeborg,32,1990,3.7,0,0,0,,0.00,0.00,,,,0,0,Matches
Christian Cappis,us USA,"DF,MF",Brøndby,22,1999,11.0,2,8,2,25.0,0.73,0.18,0.25,1.00,,0,0,Matches
Patrik Carlgren,se SWE,GK,Randers,30,1992,30.7,0,0,0,,0.00,0.00,,,,0,0,Matches
Frederik Carstensen,dk DEN,FW,Silkeborg,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rasmus Carstensen,dk DEN,DF,Silkeborg,21,2000,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,,0,0,Matches
Edward Chilufya,zm ZAM,"FW,MF",Midtjylland,22,1999,6.6,1,16,9,56.3,2.41,1.35,0.06,0.11,,0,0,Matches
Chriso,ci CIV,MF,Midtjylland,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Jacob Christensen,dk DEN,MF,Nordsjælland,21,2001,29.3,0,12,2,16.7,0.41,0.07,0.00,0.00,,0,0,Matches
Hans Christian Bernat,dk DEN,GK,Odense,21,2000,7.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Tochi Chukwuani,dk DEN,MF,Lyngby,19,2003,16.3,1,10,1,10.0,0.61,0.06,0.10,1.00,,0,0,Matches
Viktor Claesson,se SWE,"MF,FW",FC Copenhagen,30,1992,28.8,13,52,24,46.2,1.80,0.83,0.25,0.54,,0,2,Matches
William Clem,dk DEN,MF,FC Copenhagen,18,2004,11.4,0,10,1,10.0,0.88,0.09,0.00,0.00,,0,0,Matches
Rezan Corlu,dk DEN,"MF,FW",Lyngby,24,1997,14.1,2,27,9,33.3,1.91,0.64,0.07,0.22,,0,0,Matches
Andreas Cornelius,dk DEN,FW,FC Copenhagen,29,1993,5.7,0,10,3,30.0,1.76,0.53,0.00,0.00,,0,0,Matches

Lasso Coulibaly,gh GHA,"FW,MF",Nordsjælland,19,2002,4.8,2,10,4,40.0,2.08,0.83,0.20,0.50,,0,0,Matches
Anthony D'Alberto,be BEL,MF,AGF,27,1994,2.5,0,4,2,50.0,1.57,0.79,0.00,0.00,,0,0,Matches
Adam Daghim,dk DEN,MF,AGF,16,2005,0.1,0,1,0,0.0,12.86,0.00,0.00,,,0,0,Matches
Anders Dahl,dk DEN,MF,Silkeborg,20,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Mathias Dahl Sauer,dk DEN,MF,AGF,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Robin Dahl Østrøm,no NOR,MF,Odense,19,2002,0.8,1,2,1,50.0,2.57,1.29,0.50,1.00,,0,0,Matches
Robin Dahl Østrøm,no NOR,DF,Silkeborg,19,2002,6.6,0,3,0,0.0,0.45,0.00,0.00,,,0,0,Matches
Henrik Dalsgaard,dk DEN,DF,Midtjylland,33,1989,22.7,1,13,5,38.5,0.57,0.22,0.08,0.20,,0,0,Matches
Mohammed Daramy,dk DEN,"FW,MF",FC Copenhagen,20,2002,23.6,8,48,25,52.1,2.03,1.06,0.17,0.32,,0,0,Matches
Matej Delač,hr CRO,GK,Horsens,29,1992,26.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Kevin Diks,nl NED,DF,FC Copenhagen,25,1996,15.0,1,21,5,23.8,1.40,0.33,0.05,0.20,,0,0,Matches
Mohamed Diomandé,ci CIV,"MF,FW",Nordsjælland,20,2001,27.8,5,52,17,32.7,1.87,0.61,0.10,0.29,,0,0,Matches
Marko Divkovic,hr CRO,FW,Brøndby,23,1999,4.9,0,13,4,30.8,2.63,0.81,0.00,0.00,,0,0,Matches
Mario Dorgeless,ci CIV,MF,Nordsjælland,17,2004,6.4,0,6,0,0.0,0.94,0.00,0.00,,,0,0,Matches
Janus Drachmann,dk DEN,MF,Horsens,34,1988,13.4,0,1,1,100.0,0.07,0.07,0.00,0.00,,0,0,Matches
Anders Dreyer,dk DEN,"FW,MF",Midtjylland,24,1998,15.3,8,36,15,41.7,2.35,0.98,0.19,0.47,,1,1,Matches
Mikkel Duelund,dk DEN,"MF,FW",AGF,25,1997,6.9,2,13,5,38.5,1.87,0.72,0.15,0.40,,0,0,Matches
Jelle Duin,nl NED,FW,AGF,23,1999,4.6,3,11,6,54.5,2.39,1.30,0.27,0.50,,0,0,Matches
Nikolas Dyhr,dk DEN,"MF,DF",Midtjylland,21,2001,7.6,1,2,2,100.0,0.26,0.26,0.50,0.50,,0,0,Matches
Mads Døhr Thychosen,dk DEN,DF,Midtjylland,25,1997,14.7,0,4,1,25.0,0.27,0.07,0.00,0.00,,0,0,Matches
Marvin Egho,at AUT,FW,Randers,28,1994,19.6,6,40,11,27.5,2.04,0.56,0.13,0.45,,1,2,Matches
Max Ejdum,dk DEN,MF,Odense,17,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Anosike Ementa,dk DEN,FW,Aalborg,20,2002,7.7,0,22,9,40.9,2.84,1.16,0.00,0.00,,0,0,Matches
Mads Emil Madsen,dk DEN,MF,AGF,24,1998,23.8,3,14,7,50.0,0.59,0.29,0.21,0.43,,0,0,Matches
Lukas Engel,dk DEN,DF,Silkeborg,23,1998,24.1,1,12,3,25.0,0.50,0.12,0.08,0.33,,0,0,Matches

Mads Enggaard,dk DEN,MF,Randers,18,2004,11.9,2,8,4,50.0,0.67,0.34,0.25,0.50,,0,0,Matches
Evander,br BRA,MF,Midtjylland,24,1998,9.9,4,27,9,33.3,2.72,0.91,0.04,0.11,,3,3,Matches
Håkon Evjen,no NOR,"MF,FW",Brøndby,22,2000,9.6,3,10,7,70.0,1.04,0.73,0.30,0.43,,0,0,Matches
Wahid Faghir,dk DEN,FW,Nordsjælland,19,2003,6.2,4,21,12,57.1,3.39,1.94,0.19,0.33,,0,0,Matches
Rasmus Falk,dk DEN,MF,FC Copenhagen,30,1992,17.8,2,12,7,58.3,0.67,0.39,0.17,0.29,,0,0,Matches
Joel Felix,dk DEN,DF,Silkeborg,24,1998,19.2,0,4,1,25.0,0.21,0.05,0.00,0.00,,0,0,Matches
Max Fenger,dk DEN,FW,Odense,20,2001,1.7,0,5,2,40.0,2.96,1.18,0.00,0.00,,0,0,Matches
Pedro Ferreira,pt POR,MF,Aalborg,24,1998,18.8,2,9,2,22.2,0.48,0.11,0.22,1.00,,0,0,Matches
Alfreð Finnbogason,is ISL,"FW,MF",Lyngby,33,1989,8.1,3,17,5,29.4,2.11,0.62,0.18,0.60,,0,0,Matches
Kolbeinn Finnsson,is ISL,"MF,DF",Lyngby,22,1999,12.5,1,17,5,29.4,1.36,0.40,0.06,0.20,,0,0,Matches
Iver Fossum,no NOR,MF,Aalborg,26,1996,27.5,3,39,13,33.3,1.42,0.47,0.08,0.23,,0,1,Matches
Martin Frese,dk DEN,DF,Nordsjælland,24,1998,21.9,2,15,4,26.7,0.69,0.18,0.13,0.50,,0,0,Matches
Mads Frøkjær-Jensen,dk DEN,MF,Odense,23,1999,23.1,8,30,21,70.0,1.30,0.91,0.13,0.19,,4,4,Matches
Anton Gaaei,dk DEN,DF,Viborg,19,2002,26.0,0,16,6,37.5,0.61,0.23,0.00,0.00,,0,0,Matches
Stefan Gartenmann,dk DEN,DF,Midtjylland,25,1997,18.0,3,15,7,46.7,0.83,0.39,0.20,0.43,,0,0,Matches
Jonas Gemmer,dk DEN,MF,Horsens,26,1996,13.0,1,13,3,23.1,1.00,0.23,0.08,0.33,,0,0,Matches
Armin Gigovic,ba BIH,MF,Midtjylland,20,2002,11.3,0,21,9,42.9,1.86,0.80,0.00,0.00,,0,0,Matches
Armin Gigovic,ba BIH,MF,Odense,20,2002,8.9,1,12,3,25.0,1.35,0.34,0.08,0.33,,0,0,Matches
Robert Gojani,se SWE,MF,Silkeborg,29,1992,3.4,0,4,0,0.0,1.18,0.00,0.00,,,0,0,Matches
James Gomez,gm GAM,DF,Horsens,20,2001,24.4,1,13,5,38.5,0.53,0.21,0.08,0.20,,0,0,Matches
Diogo Gonçalves,pt POR,"FW,MF",FC Copenhagen,25,1997,8.7,5,33,15,45.5,3.80,1.73,0.06,0.13,,3,4,Matches
Kamil Grabara,pl POL,GK,FC Copenhagen,23,1999,22.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Daniel Granli,no NOR,DF,Aalborg,28,1994,17.7,2,6,4,66.7,0.34,0.23,0.33,0.50,,0,0,Matches
Simon Graves Jensen,dk DEN,DF,Randers,23,1999,12.9,1,6,4,66.7,0.46,0.31,0.17,0.25,,0,0,Matches
Pascal Gregor,dk DEN,DF,Lyngby,28,1994,25.8,0,6,0,0.0,0.23,0.00,0.00,,,0,0,Matches

Mathias Greve,dk DEN,MF,Brøndby,27,1995,20.3,0,14,1,7.1,0.69,0.05,0.00,0.00,,0,0,Matches
Jay-Roy Grot,nl NED,FW,Viborg,24,1998,15.9,9,45,16,35.6,2.83,1.01,0.20,0.56,,0,0,Matches
Gustav Grubbe,dk DEN,DF,Odense,19,2003,20.2,0,5,1,20.0,0.25,0.05,0.00,0.00,,0,0,Matches
Albert Grønbaek,dk DEN,MF,AGF,21,2001,1.3,0,5,2,40.0,3.91,1.57,0.00,0.00,,0,0,Matches
Jeppe Grønning,dk DEN,MF,Viborg,31,1991,29.6,1,18,4,22.2,0.61,0.14,0.06,0.25,,0,0,Matches
Sebastian Grønning,dk DEN,FW,AGF,25,1997,1.0,1,9,4,44.4,8.80,3.91,0.11,0.25,,0,0,Matches
Frederik Gytkjær,dk DEN,FW,Lyngby,29,1993,20.3,5,33,16,48.5,1.62,0.79,0.15,0.31,,0,0,Matches
Anders Hagelskjær,dk DEN,DF,Aalborg,25,1997,0.4,1,1,1,100.0,2.25,2.25,1.00,1.00,,0,0,Matches
Brian Hamalainen,dk DEN,DF,Lyngby,33,1989,14.5,0,4,0,0.0,0.28,0.00,0.00,,,0,0,Matches
Marcus Hannesbo,dk DEN,MF,Horsens,20,2002,1.7,0,1,1,100.0,0.58,0.58,0.00,0.00,,0,0,Matches
Andreas Hansen,dk DEN,GK,Nordsjælland,26,1995,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Jesper Hansen,dk DEN,GK,AGF,37,1985,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Kian Hansen,dk DEN,DF,Nordsjælland,33,1989,30.0,0,11,3,27.3,0.37,0.10,0.00,0.00,,0,0,Matches
Mads Hansen,dk DEN,FW,Nordsjælland,20,2002,14.4,2,34,14,41.2,2.37,0.98,0.06,0.14,,0,1,Matches
Martin Hansen,dk DEN,GK,Odense,32,1990,25.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Sabil Hansen,no NOR,DF,Randers,16,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Marco Harboe Ramkilde,dk DEN,FW,Aalborg,24,1998,7.5,2,20,5,25.0,2.67,0.67,0.10,0.40,,0,0,Matches
Conrad Harder,dk DEN,FW,Nordsjælland,17,2005,0.0,0,1,0,0.0,22.50,0.00,0.00,,,0,0,Matches
Sebastian Hausner,dk DEN,DF,AGF,22,2000,2.7,0,1,1,100.0,0.37,0.37,0.00,0.00,,0,0,Matches
Sigurd Hauso Haugen,no NOR,FW,AGF,25,1997,15.2,2,27,9,33.3,1.78,0.59,0.07,0.22,,0,0,Matches
Frederik Hedegaard,dk DEN,FW,Midtjylland,19,2003,3.6,1,15,4,26.7,4.14,1.10,0.07,0.25,,0,0,Matches
Simon Hedlund,se SWE,"FW,MF",Brøndby,29,1993,17.4,2,33,13,39.4,1.90,0.75,0.06,0.15,,0,0,Matches
Henrik Heggheim,no NOR,DF,Brøndby,21,2001,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,,0,0,Matches
Nicklas Helenius,dk DEN,FW,Aalborg,31,1991,11.2,1,20,11,55.0,1.78,0.98,0.05,0.09,,0,0,Matches
Nicklas Helenius,dk DEN,FW,Silkeborg,31,1991,13.4,5,32,12,37.5,2.39,0.90,0.16,0.42,,0,0,Matches

Mads Hermansen,dk DEN,GK,Brøndby,22,2000,27.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Lucas Hey,dk DEN,DF,Lyngby,19,2003,21.2,0,12,3,25.0,0.57,0.14,0.00,0.00,,0,0,Matches
Viktor Hjorth,dk DEN,DF,Viborg,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Malthe Hojholt,dk DEN,MF,Aalborg,21,2001,20.8,0,6,4,66.7,0.29,0.19,0.00,0.00,,0,0,Matches
Charly Horneman,dk DEN,"MF,FW",Odense,18,2004,5.8,2,14,5,35.7,2.40,0.86,0.14,0.40,,0,0,Matches
Benjamin Hvidt,dk DEN,MF,AGF,22,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,,0,0,Matches
Daniel Høegh,dk DEN,DF,Randers,31,1991,14.7,2,8,5,62.5,0.55,0.34,0.25,0.40,,0,0,Matches
Lucas Høgsberg,dk DEN,FW,Nordsjælland,16,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Frederik Ibsen,dk DEN,GK,Lyngby,25,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Frederik Ibsen,dk DEN,DF,Brøndby,22,1999,8.0,0,5,1,20.0,0.62,0.12,0.00,0.00,,0,0,Matches
Mustapha Isah,ng NGA,FW,Randers,18,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Gustav Isaksen,dk DEN,"FW,MF",Midtjylland,21,2001,27.0,18,91,41,45.1,3.37,1.52,0.19,0.41,,1,1,Matches
Mihajlo Ivančević,rs SRB,DF,Odense,23,1999,14.4,0,3,2,66.7,0.21,0.14,0.00,0.00,,0,0,Matches
Samson Iyede,ng NGA,"FW,MF",Horsens,24,1998,4.8,0,5,0,0.0,1.04,0.00,0.00,,,0,0,Matches
Alassana Jatta,gm GAM,FW,Viborg,23,1999,7.2,2,17,8,47.1,2.35,1.11,0.12,0.25,,0,0,Matches
Issam Jebali,tn TUN,"MF,FW",Odense,30,1991,11.9,4,42,17,40.5,3.52,1.42,0.07,0.18,,1,1,Matches
Omar Jebali,tn TUN,DF,Odense,22,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Elias Jelert,dk DEN,"DF,MF",FC Copenhagen,19,2003,21.1,1,11,6,54.5,0.52,0.28,0.09,0.17,,0,0,Matches
Magnus Jensen,dk DEN,"DF,FW",Horsens,25,1996,23.2,4,35,11,31.4,1.51,0.47,0.11,0.36,,0,0,Matches
Oliver Jensen,dk DEN,MF,Midtjylland,20,2002,19.2,1,20,6,30.0,1.04,0.31,0.05,0.17,,0,0,Matches
Victor Jensen,dk DEN,DF,Midtjylland,18,2003,5.2,0,1,0,0.0,0.19,0.00,0.00,,,0,0,Matches
Ísak Jóhannesson,is ISL,"MF,FW",FC Copenhagen,19,2003,9.3,2,19,10,52.6,2.04,1.07,0.11,0.20,,0,0,Matches
Carl Johansson,se SWE,DF,Randers,28,1994,12.9,1,7,1,14.3,0.54,0.08,0.14,1.00,,0,0,Matches
Karl-Johan Johnsson,se SWE,GK,FC Copenhagen,32,1990,3.9,0,0,0,,0.00,0.00,,,,0,0,Matches
Mikkel Juhl,dk DEN,DF,Lyngby,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches

Juninho,br BRA,DF,Midtjylland,26,1995,19.5,1,19,7,36.8,0.98,0.36,0.05,0.14,,0,0,Matches
Renato Junior,br BRA,FW,Viborg,20,2002,7.6,0,7,5,71.4,0.92,0.65,0.00,0.00,,0,0,Matches
Eli Just,nz NZL,"FW,MF",Horsens,22,2000,12.2,0,14,2,14.3,1.15,0.16,0.00,0.00,,0,0,Matches
Sebastian Jørgensen,dk DEN,"FW,MF",Silkeborg,22,2000,22.8,6,59,21,35.6,2.59,0.92,0.10,0.29,,0,1,Matches
Anders K. Jacobsen,dk DEN,FW,Horsens,32,1989,28.7,7,49,20,40.8,1.71,0.70,0.10,0.25,,2,2,Matches
Mads Kaalund,dk DEN,"MF,FW",Silkeborg,25,1996,6.0,0,7,4,57.1,1.16,0.66,0.00,0.00,,0,0,Matches
Magnus Kaastrup,dk DEN,"MF,FW",Lyngby,21,2000,10.3,0,22,5,22.7,2.13,0.48,0.00,0.00,,0,0,Matches
William Kaastrup,dk DEN,DF,Randers,18,2004,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,,0,0,Matches
Sory Kaba,gn GUI,FW,Midtjylland,27,1995,11.6,2,32,7,21.9,2.77,0.61,0.06,0.29,,0,1,Matches
Bashkim Kadrii,dk DEN,FW,Odense,31,1991,16.4,8,55,18,32.7,3.35,1.10,0.11,0.33,,2,3,Matches
Eric Kahl,se SWE,MF,AGF,20,2001,16.6,0,8,5,62.5,0.48,0.30,0.00,0.00,,0,0,Matches
Mikkel Kallesøe,dk DEN,DF,Randers,25,1997,11.8,0,8,1,12.5,0.68,0.09,0.00,0.00,,0,0,Matches
Alhaji Kamara,sl SLE,FW,Randers,28,1994,4.8,2,10,5,50.0,2.09,1.04,0.20,0.40,,0,0,Matches
Mamoudou Karamoko,fr FRA,"MF,FW",FC Copenhagen,22,1999,2.2,0,2,0,0.0,0.90,0.00,0.00,,,0,0,Matches
Tosin Kehinde,ng NGA,MF,Randers,24,1998,16.3,1,24,5,20.8,1.47,0.31,0.04,0.20,,0,0,Matches
Davit Khocholava,ge GEO,DF,FC Copenhagen,29,1993,14.5,0,7,0,0.0,0.48,0.00,0.00,,,0,0,Matches
Malte Kiilerich,dk DEN,DF,Horsens,26,1995,29.1,0,11,4,36.4,0.38,0.14,0.00,0.00,,0,0,Matches
Mads Kikkenborg,dk DEN,GK,Lyngby,22,1999,26.0,0,1,0,0.0,0.04,0.00,0.00,,,0,0,Matches
Joel King,au AUS,DF,Odense,21,2000,3.2,0,1,0,0.0,0.31,0.00,0.00,,,0,0,Matches
Luca Kjerrumgaard,dk DEN,FW,Odense,19,2003,0.4,0,1,0,0.0,2.43,0.00,0.00,,,0,0,Matches
David Kjær Kruse,dk DEN,MF,Horsens,20,2002,23.0,0,10,3,30.0,0.43,0.13,0.00,0.00,,0,0,Matches
Lukas Klitten,dk DEN,DF,Silkeborg,22,2000,4.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Anders Klynge,dk DEN,MF,Silkeborg,21,2000,26.0,1,15,4,26.7,0.58,0.15,0.07,0.25,,0,0,Matches
Tobias Klysner,dk DEN,"MF,FW",Randers,21,2001,11.7,1,21,6,28.6,1.79,0.51,0.05,0.17,,0,0,Matches
Petur Knudsen,fo FRO,FW,Lyngby,24,1998,3.7,2,9,5,55.6,2.43,1.35,0.22,0.40,,0,0,Matches

Sebastian Koch,dk DEN,MF,Lyngby,25,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
Björn Kopplin,de GER,DF,Randers,33,1989,27.0,2,16,7,43.8,0.59,0.26,0.13,0.29,,0,0,Matches
Lars Kramer,nl NED,DF,Aalborg,23,1999,30.0,2,13,3,23.1,0.43,0.10,0.15,0.67,,0,0,Matches
Mathias Kristensen,dk DEN,FW,Lyngby,29,1993,12.6,2,48,16,33.3,3.81,1.27,0.00,0.00,,2,2,Matches
