Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Mikkel Kallesøe,dk DEN,DF,Randers,24,1997,14.1,1,7,2,28.6,0.50,0.14,0.14,0.50,,0,0,Matches
Alhaji Kamara,sl SLE,FW,Randers,27,1994,8.3,6,30,10,33.3,3.63,1.21,0.20,0.60,,0,0,Matches
Pierre Kanstrup,dk DEN,DF,SønderjyskE,32,1989,1.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Mamoudou Karamoko,fr FRA,MF,FC Copenhagen,21,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Tosin Kehinde,ng NGA,"MF,FW",Randers,23,1998,23.3,5,48,17,35.4,2.06,0.73,0.10,0.29,,0,0,Matches
Davit Khocholava,ge GEO,DF,FC Copenhagen,28,1993,20.2,1,7,3,42.9,0.35,0.15,0.14,0.33,,0,0,Matches
Joel King,au AUS,DF,Odense,20,2000,10.3,0,5,0,0.0,0.49,0.00,0.00,,,0,0,Matches
Anders Klynge,dk DEN,"MF,FW",Silkeborg,20,2000,20.6,2,15,7,46.7,0.73,0.34,0.13,0.29,,0,0,Matches
Tobias Klysner,dk DEN,"MF,DF",Randers,20,2001,9.3,0,16,6,37.5,1.72,0.65,0.00,0.00,,0,0,Matches
Troels Kløve,dk DEN,"MF,FW",Odense,30,1990,10.9,1,8,5,62.5,0.73,0.46,0.13,0.20,,0,0,Matches
Magnus Kofod Andersen,dk DEN,MF,Nordsjælland,22,1999,26.7,1,31,7,22.6,1.16,0.26,0.03,0.14,,0,0,Matches
Marius Kolind,dk DEN,FW,Vejle BK,19,2002,0.5,1,3,3,100.0,5.87,5.87,0.33,0.33,,0,0,Matches
Denis Kolinger,hr CRO,DF,Vejle BK,27,1994,28.4,1,19,4,21.1,0.67,0.14,0.05,0.25,,0,0,Matches
Björn Kopplin,de GER,DF,Randers,32,1989,27.1,0,23,10,43.5,0.85,0.37,0.00,0.00,,0,0,Matches
Emil Kornvig,dk DEN,MF,SønderjyskE,21,2000,15.2,2,33,10,30.3,2.18,0.66,0.06,0.20,,0,0,Matches
Lars Kramer,nl NED,DF,Viborg,22,1999,20.3,4,16,7,43.8,0.79,0.35,0.25,0.57,,0,0,Matches
Thomas Kristensen,dk DEN,DF,AGF,19,2002,8.1,0,7,0,0.0,0.86,0.00,0.00,,,0,0,Matches
Kristófer Kristinsson,is ISL,FW,SønderjyskE,22,1999,7.4,0,14,4,28.6,1.90,0.54,0.00,0.00,,0,0,Matches
Willy Kumado,gh GHA,MF,Nordsjælland,18,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Dawid Kurminowski,pl POL,FW,AGF,22,1999,10.7,2,25,13,52.0,2.33,1.21,0.08,0.15,,0,0,Matches
Kasper Kusk,dk DEN,"MF,FW",Aalborg,29,1991,14.1,4,21,7,33.3,1.49,0.50,0.19,0.57,,0,0,Matches
Mathias Kvistgaarden,dk DEN,FW,Brøndby,19,2002,8.4,5,30,12,40.0,3.56,1.42,0.17,0.42,,0,0,Matches
Kasper Larsen,dk DEN,DF,Odense,28,1993,21.3,0,3,0,0.0,0.14,0.00,0.00,,,0,0,Matches

Nicolai Larsen,dk DEN,GK,Silkeborg,30,1991,31.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Frederik Lauenborg,dk DEN,MF,Randers,24,1997,19.7,0,20,7,35.0,1.01,0.36,0.00,0.00,,0,0,Matches
Jesper Lauridsen,dk DEN,DF,Randers,30,1991,4.8,0,1,0,0.0,0.21,0.00,0.00,,,0,0,Matches
Mads Lauritsen,dk DEN,DF,Viborg,28,1993,26.1,2,25,6,24.0,0.96,0.23,0.08,0.33,,0,0,Matches
Ryan Laursen,dk DEN,"DF,MF",Odense,29,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Clint Leemans,nl NED,MF,Viborg,25,1995,12.5,3,22,7,31.8,1.76,0.56,0.09,0.29,,1,1,Matches
Lukas Lerager,dk DEN,MF,FC Copenhagen,28,1993,23.2,6,33,14,42.4,1.42,0.60,0.18,0.43,,0,0,Matches
Mart Lieder,nl NED,FW,Odense,31,1990,3.6,2,13,5,38.5,3.57,1.37,0.15,0.40,,0,0,Matches
Alexander Lind Rasmussen,dk DEN,FW,Silkeborg,19,2002,2.6,1,5,3,60.0,1.96,1.17,0.20,0.33,,0,0,Matches
Victor Lind,dk DEN,FW,Midtjylland,18,2003,5.7,3,14,8,57.1,2.47,1.41,0.21,0.38,,0,0,Matches
Gift Links,za RSA,"FW,MF",AGF,22,1998,10.4,1,14,3,21.4,1.34,0.29,0.07,0.33,,0,0,Matches
Justin Lonwijk,sr SUR,MF,Viborg,21,1999,23.7,3,45,12,26.7,1.90,0.51,0.07,0.25,,0,0,Matches
Jonas Lössl,dk DEN,GK,Midtjylland,32,1989,8.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Vágner Love,br BRA,FW,Midtjylland,37,1984,1.2,1,6,3,50.0,5.09,2.55,0.17,0.33,,0,0,Matches
Oliver Lund,dk DEN,"DF,MF",AGF,30,1990,17.7,0,15,3,20.0,0.85,0.17,0.00,0.00,,0,0,Matches
Lucas Lund Pedersen,dk DEN,GK,Viborg,21,2000,26.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Valdemar Lund,dk DEN,DF,FC Copenhagen,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Lucas Lykkegaard,dk DEN,DF,Nordsjælland,19,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
Awer Mabil,au AUS,FW,Midtjylland,25,1995,3.3,1,11,3,27.3,3.36,0.92,0.09,0.33,,0,0,Matches
Nicolas Madsen,dk DEN,MF,Midtjylland,21,2000,1.8,0,1,0,0.0,0.56,0.00,0.00,,,0,0,Matches
Milan Makarić,rs SRB,FW,Aalborg,25,1995,20.4,8,35,18,51.4,1.71,0.88,0.23,0.44,,0,0,Matches
Foday Manneh,gm GAM,FW,Vejle BK,21,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Gustav Marcussen,dk DEN,MF,Silkeborg,23,1998,0.3,0,3,1,33.3,9.31,3.10,0.00,0.00,,0,0,Matches
Marrony,br BRA,FW,Midtjylland,22,1999,2.3,0,3,1,33.3,1.30,0.43,0.00,0.00,,0,0,Matches
Jens Martin Gammelby,dk DEN,MF,Brøndby,26,1995,3.2,0,7,1,14.3,2.22,0.32,0.00,0.00,,0,0,Matches

Erik Marxen,dk DEN,DF,Nordsjælland,30,1990,6.8,0,2,0,0.0,0.29,0.00,0.00,,,0,0,Matches
Erik Marxen,dk DEN,DF,Randers,30,1990,9.8,0,5,2,40.0,0.51,0.20,0.00,0.00,,0,0,Matches
Pelle Mattsson,dk DEN,MF,Silkeborg,19,2001,2.2,0,2,0,0.0,0.92,0.00,0.00,,,0,0,Matches
Andreas Maxsø,dk DEN,DF,Brøndby,27,1994,26.1,1,11,3,27.3,0.42,0.12,0.00,0.00,,1,1,Matches
Oscar Meedom,dk DEN,FW,Aalborg,15,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Jeff Mensah,dk DEN,FW,Viborg,28,1992,2.1,0,7,2,28.6,3.35,0.96,0.00,0.00,,0,0,Matches
Kevin Mensah,dk DEN,"MF,DF",Brøndby,30,1991,19.4,1,16,3,18.8,0.82,0.15,0.06,0.33,,0,0,Matches
Max Meyer,de GER,MF,Midtjylland,25,1995,2.8,0,2,0,0.0,0.71,0.00,0.00,,,0,0,Matches
Nicholas Mickelson,th THA,DF,Odense,22,1999,22.9,0,6,0,0.0,0.26,0.00,0.00,,,0,0,Matches
Thomas Mikkelsen,dk DEN,GK,Brøndby,37,1983,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Patrick Mortensen,dk DEN,FW,AGF,32,1989,22.8,6,50,18,36.0,2.19,0.79,0.08,0.22,,2,2,Matches
Victor Mpindi,cm CMR,MF,SønderjyskE,24,1997,14.6,1,24,7,29.2,1.65,0.48,0.04,0.14,,0,0,Matches
Arbnor Mucolli,al ALB,"MF,FW",Vejle BK,21,1999,23.0,5,41,16,39.0,1.78,0.69,0.12,0.31,,0,0,Matches
Paul Mukairu,ng NGA,"MF,FW",FC Copenhagen,21,2000,6.9,0,10,3,30.0,1.45,0.44,0.00,0.00,,0,0,Matches
Alexander Munksgaard,dk DEN,DF,AGF,23,1997,12.4,0,2,1,50.0,0.16,0.08,0.00,0.00,,0,0,Matches
Tobias Mølgaard,dk DEN,"MF,DF",Vejle BK,25,1996,21.8,1,9,5,55.6,0.41,0.23,0.11,0.20,,0,0,Matches
Adamo Nagalo,bf BFA,DF,Nordsjælland,18,2002,22.5,1,11,4,36.4,0.49,0.18,0.09,0.25,,0,0,Matches
Marokhy Ndione,se SWE,FW,Viborg,21,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
Victor Nelsson,dk DEN,DF,FC Copenhagen,22,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rasmus Nicolaisen,dk DEN,DF,Midtjylland,24,1997,1.3,0,2,0,0.0,1.50,0.00,0.00,,,0,0,Matches
Oliver Nielsen,dk DEN,DF,Vejle BK,18,2003,3.5,0,6,0,0.0,1.71,0.00,0.00,,,0,0,Matches
Emeka Nnamani,dk DEN,FW,Nordsjælland,19,2001,0.4,0,1,0,0.0,2.65,0.00,0.00,,,0,0,Matches
Anders Noshe,dk DEN,FW,Aalborg,15,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Ernest Nuamah,gh GHA,FW,Nordsjælland,17,2003,2.2,1,3,1,33.3,1.34,0.45,0.33,1.00,,0,0,Matches
Benjamin Nygren,se SWE,"FW,MF",Nordsjælland,20,2001,7.1,1,17,6,35.3,2.41,0.85,0.06,0.17,,0,0,Matches

Stephen Odey,ng NGA,FW,Randers,23,1998,20.2,7,63,29,46.0,3.12,1.44,0.10,0.21,,1,2,Matches
Ebenezer Ofori,gh GHA,MF,Vejle BK,26,1995,10.6,0,3,0,0.0,0.28,0.00,0.00,,,0,0,Matches
Andreas Oggesen,dk DEN,MF,Silkeborg,27,1994,8.4,0,13,3,23.1,1.55,0.36,0.00,0.00,,0,0,Matches
Emmanuel Ogura,gh GHA,GK,Nordsjælland,19,2002,7.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Marios Oikonomou,gr GRE,DF,FC Copenhagen,28,1992,1.2,0,1,0,0.0,0.83,0.00,0.00,,,0,0,Matches
Rilwan Olanrewaju Hassan,ng NGA,"FW,MF",SønderjyskE,30,1991,12.7,1,21,6,28.6,1.65,0.47,0.05,0.17,,0,0,Matches
Patrick Olsen,dk DEN,"MF,FW",AGF,27,1994,9.7,0,12,1,8.3,1.24,0.10,0.00,0.00,,0,0,Matches
Vincent Onovo,ng NGA,MF,Randers,25,1995,2.7,0,3,1,33.3,1.12,0.37,0.00,0.00,,0,0,Matches
Raphael Onyedika,ng NGA,MF,Midtjylland,20,2001,28.2,2,31,6,19.4,1.10,0.21,0.06,0.33,,0,0,Matches
Jerome Opoku,gh GHA,DF,Vejle BK,22,1998,17.0,0,5,1,20.0,0.29,0.06,0.00,0.00,,0,0,Matches
Moses Opondo,ug UGA,"MF,FW",Odense,23,1997,4.2,1,4,3,75.0,0.95,0.72,0.25,0.33,,0,0,Matches
David Ousted,dk DEN,GK,Midtjylland,36,1985,10.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Kristoffer Pallesen,dk DEN,"MF,DF",Aalborg,31,1990,28.5,0,15,4,26.7,0.53,0.14,0.00,0.00,,0,0,Matches
Paulinho,br BRA,"MF,DF",Midtjylland,26,1995,16.9,1,15,3,20.0,0.89,0.18,0.07,0.33,,0,0,Matches
Andrija Pavlović,rs SRB,FW,Brøndby,27,1993,5.3,0,15,6,40.0,2.81,1.12,0.00,0.00,,0,0,Matches
Andreas Pedersen,dk DEN,FW,Nordsjælland,18,2003,1.6,0,2,2,100.0,1.24,1.24,0.00,0.00,,0,0,Matches
Faris Pemi Moumbagna,cm CMR,FW,SønderjyskE,21,2000,3.7,0,6,1,16.7,1.62,0.27,0.00,0.00,,0,0,Matches
Brandon Pierrick,eng ENG,MF,Vejle BK,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Simon Piesinger,at AUT,DF,Randers,29,1992,29.1,1,16,5,31.3,0.55,0.17,0.06,0.20,,0,0,Matches
Andrés Ponce,ve VEN,FW,Vejle BK,24,1996,13.2,1,31,7,22.6,2.36,0.53,0.03,0.14,,0,0,Matches
Nicolai Poulsen,dk DEN,MF,AGF,27,1993,24.7,1,9,1,11.1,0.36,0.04,0.11,1.00,,0,0,Matches
Tim Prica,se SWE,FW,Aalborg,19,2002,5.4,1,12,4,33.3,2.24,0.75,0.08,0.25,,0,0,Matches
Vladimir Prijović,rs SRB,DF,Aalborg,19,2002,0.3,0,2,0,0.0,7.83,0.00,0.00,,,0,0,Matches
Louka Prip,dk DEN,"MF,FW",Aalborg,24,1997,27.7,14,77,36,46.8,2.78,1.30,0.14,0.31,,3,3,Matches
Dániel Prosser,hu HUN,"FW,MF",SønderjyskE,27,1994,6.3,2,17,6,35.3,2.71,0.96,0.12,0.33,,0,0,Matches

Andreas Pyndt Andersen,dk DEN,MF,Brøndby,20,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Josip Radošević,hr CRO,MF,Brøndby,27,1994,23.0,1,20,5,25.0,0.87,0.22,0.05,0.20,,0,0,Matches
Elías Rafn Ólafsson,is ISL,GK,Midtjylland,21,2000,13.9,0,0,0,,0.00,0.00,,,,0,0,Matches
Søren Reese,dk DEN,DF,SønderjyskE,28,1993,5.6,0,3,1,33.3,0.53,0.18,0.00,0.00,,0,0,Matches
Charles Rigon Matos,br BRA,"MF,FW",Midtjylland,25,1996,10.2,1,11,8,72.7,1.08,0.79,0.09,0.13,,0,0,Matches
Jacob Rinne,se SWE,GK,Aalborg,28,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Blas Riveros,py PAR,"DF,MF",Brøndby,23,1998,14.6,0,16,2,12.5,1.10,0.14,0.00,0.00,,0,0,Matches
Oliver Rose-Villadsen,dk DEN,"DF,MF",Nordsjælland,19,2001,29.5,5,17,12,70.6,0.58,0.41,0.29,0.42,,0,0,Matches
Mathias Ross,dk DEN,DF,Aalborg,20,2001,21.8,1,11,1,9.1,0.51,0.05,0.09,1.00,,0,0,Matches
Oliver Ross,dk DEN,MF,Aalborg,16,2004,3.2,0,5,2,40.0,1.57,0.63,0.00,0.00,,0,0,Matches
Sigurd Rosted,no NOR,DF,Brøndby,27,1994,23.5,1,18,4,22.2,0.77,0.17,0.06,0.25,,0,0,Matches
Rufo,es ESP,"MF,FW",Aalborg,28,1993,1.8,0,2,0,0.0,1.11,0.00,0.00,,,0,0,Matches
Nicklas Røjkjær,dk DEN,DF,Silkeborg,23,1998,2.3,1,11,4,36.4,4.85,1.76,0.09,0.25,,0,0,Matches
Emmanuel Sabbi,us USA,MF,Odense,23,1997,24.0,3,70,20,28.6,2.91,0.83,0.03,0.10,,1,1,Matches
Ibrahim Sadiq,gh GHA,"MF,FW",Nordsjælland,21,2000,2.0,0,9,3,33.3,4.43,1.48,0.00,0.00,,0,0,Matches
Valdemar Sadrifar,,FW,Vejle BK,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Ibrahim Said,ng NGA,FW,Viborg,19,2002,5.8,1,12,3,25.0,2.05,0.51,0.08,0.33,,0,0,Matches
Yousef Salech,dk DEN,FW,Brøndby,19,2002,0.3,0,1,0,0.0,3.91,0.00,0.00,,,0,0,Matches
Tobias Salquist,dk DEN,DF,Silkeborg,26,1995,31.9,3,15,6,40.0,0.47,0.19,0.20,0.50,,0,0,Matches
Bubacarr Sanneh,gm GAM,DF,SønderjyskE,26,1994,6.1,0,6,1,16.7,0.98,0.16,0.00,0.00,,0,0,Matches
Andreas Schjelderup,no NOR,"FW,MF",Nordsjælland,17,2004,15.1,4,26,10,38.5,1.72,0.66,0.08,0.20,,2,2,Matches
Philipp Schmiedl,at AUT,DF,SønderjyskE,24,1997,0.2,0,1,0,0.0,5.00,0.00,0.00,,,0,0,Matches
Jacob Schoop,dk DEN,MF,Vejle BK,32,1988,8.0,0,13,4,30.8,1.62,0.50,0.00,0.00,,0,0,Matches
Robin Schouten,nl NED,MF,SønderjyskE,23,1998,1.0,0,2,1,50.0,1.94,0.97,0.00,0.00,,0,0,Matches
Alexander Simmelhack,dk DEN,FW,Randers,15,2005,0.3,0,1,0,0.0,3.91,0.00,0.00,,,0,0,Matches

Ayo Simon Okosun,dk DEN,MF,Odense,28,1993,12.3,1,10,3,30.0,0.82,0.24,0.10,0.33,,0,0,Matches
Jeppe Simonsen,ht HAI,"FW,DF",SønderjyskE,25,1995,8.9,1,9,3,33.3,1.01,0.34,0.11,0.33,,0,0,Matches
Doguhan Simsir,dk DEN,MF,Midtjylland,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Luther Singh,za RSA,"FW,MF",FC Copenhagen,23,1997,0.7,0,2,0,0.0,2.86,0.00,0.00,,,0,0,Matches
Jagvir Singh Sidhu,dk DEN,FW,Brøndby,20,2001,0.4,0,1,0,0.0,2.37,0.00,0.00,,,0,0,Matches
Pione Sisto,dk DEN,"FW,MF",Midtjylland,26,1995,15.8,2,36,11,30.6,2.28,0.70,0.06,0.18,,0,0,Matches
Anton Skipper,dk DEN,"DF,MF",Brøndby,21,2000,3.3,0,1,0,0.0,0.31,0.00,0.00,,,0,0,Matches
Jørgen Skjelvik,no NOR,DF,Odense,30,1991,24.0,3,13,7,53.8,0.54,0.29,0.23,0.43,,0,0,Matches
Tobias Slotsager,dk DEN,DF,Odense,15,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Oliver Sonne,pe PER,DF,Silkeborg,20,2000,8.5,0,9,3,33.3,1.06,0.35,0.00,0.00,,0,0,Matches
Maxime Soulas,fr FRA,DF,SønderjyskE,22,1999,9.6,0,6,1,16.7,0.63,0.10,0.00,0.00,,0,0,Matches
Allan Sousa,br BRA,"FW,MF",Vejle BK,24,1997,24.4,2,51,20,39.2,2.09,0.82,0.00,0.00,,2,2,Matches
Jens Stage,dk DEN,MF,FC Copenhagen,24,1996,19.0,5,23,8,34.8,1.21,0.42,0.22,0.63,,0,0,Matches
Orri Steinn Óskarsson,is ISL,FW,FC Copenhagen,16,2004,0.2,0,1,0,0.0,4.74,0.00,0.00,,,0,0,Matches
Sander Svendsen,no NOR,MF,Odense,23,1997,7.4,4,21,9,42.9,2.82,1.21,0.19,0.44,,0,0,Matches
Daniel Svensson,se SWE,"DF,MF",Nordsjælland,19,2002,11.4,1,8,3,37.5,0.70,0.26,0.13,0.33,,0,0,Matches
Erik Sviatchenko,dk DEN,DF,Midtjylland,29,1991,21.0,4,27,10,37.0,1.28,0.48,0.15,0.40,,0,0,Matches
Mads Søndergaard,dk DEN,MF,Viborg,18,2002,1.1,0,2,1,50.0,1.75,0.87,0.00,0.00,,0,0,Matches
Christian Sørensen,dk DEN,DF,Viborg,28,1992,32.0,2,34,8,23.5,1.06,0.25,0.06,0.25,,0,0,Matches
Abdulrahman Taiwo,ng NGA,FW,SønderjyskE,22,1998,10.2,1,20,9,45.0,1.96,0.88,0.05,0.11,,0,0,Matches
Duplexe Tchamba,cm CMR,DF,SønderjyskE,23,1998,21.2,2,18,7,38.9,0.85,0.33,0.11,0.29,,0,0,Matches
Søren Tengstedt,dk DEN,MF,AGF,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Søren Tengstedt,dk DEN,FW,Silkeborg,21,2000,3.5,2,9,4,44.4,2.60,1.15,0.22,0.50,,0,0,Matches
Rasmus Thelander,dk DEN,DF,Aalborg,30,1991,27.0,3,17,6,35.3,0.63,0.22,0.18,0.50,,0,0,Matches
Lawrence Thomas,au AUS,GK,SønderjyskE,29,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,Matches

Nicolaj Thomsen,dk DEN,MF,SønderjyskE,28,1993,10.4,1,6,1,16.7,0.58,0.10,0.17,1.00,,0,0,Matches
Simon Tibbling,se SWE,MF,Randers,26,1994,13.0,0,12,2,16.7,0.92,0.15,0.00,0.00,,0,0,Matches
Frederik Tingager,dk DEN,DF,AGF,28,1993,17.5,2,14,6,42.9,0.80,0.34,0.14,0.33,,0,0,Matches
Victor Torp,dk DEN,MF,Midtjylland,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Aleksandar Trajkovski,mk MKD,FW,Aalborg,28,1992,3.1,0,4,1,25.0,1.29,0.32,0.00,0.00,,0,0,Matches
Kevin Tshiembe,dk DEN,DF,Brøndby,24,1997,16.5,0,11,3,27.3,0.67,0.18,0.00,0.00,,0,0,Matches
Jeppe Tverskov,dk DEN,"DF,MF",Odense,28,1993,25.0,0,10,5,50.0,0.40,0.20,0.00,0.00,,0,0,Matches
Mikael Uhre,dk DEN,FW,Brøndby,26,1994,13.3,11,34,15,44.1,2.56,1.13,0.32,0.73,,0,0,Matches
Nicolai Vallys,dk DEN,"FW,MF",Silkeborg,24,1996,31.0,10,94,39,41.5,3.04,1.26,0.11,0.26,,0,0,Matches
Denis Vavro,sk SVK,DF,FC Copenhagen,25,1996,14.0,1,17,3,17.6,1.22,0.21,0.06,0.33,,0,0,Matches
William Vick,dk DEN,"MF,FW",FC Copenhagen,18,2003,14.1,2,20,5,25.0,1.42,0.36,0.10,0.40,,0,0,Matches
Peter Vindahl Jensen,dk DEN,GK,Nordsjælland,23,1998,5.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rasmus Vinderslev,dk DEN,"MF,DF",SønderjyskE,23,1997,13.9,0,11,4,36.4,0.79,0.29,0.00,0.00,,0,0,Matches
Kasper Waarst Høgh,dk DEN,"FW,MF",Aalborg,20,2000,6.5,3,19,8,42.1,2.94,1.24,0.16,0.38,,0,0,Matches
Leo Walta,fi FIN,MF,Nordsjælland,18,2003,4.4,0,3,1,33.3,0.68,0.23,0.00,0.00,,0,0,Matches
Rasmus Wikström,se SWE,DF,Brøndby,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Kamil Wilczek,pl POL,FW,FC Copenhagen,33,1988,3.2,1,9,2,22.2,2.81,0.62,0.11,0.50,,0,0,Matches
Jack Wilshere,eng ENG,MF,AGF,29,1992,7.8,0,3,1,33.3,0.38,0.13,0.00,0.00,,0,0,Matches
Jonas Wind,dk DEN,FW,FC Copenhagen,22,1999,14.4,6,50,22,44.0,3.48,1.53,0.10,0.23,,1,1,Matches
Maxwell Woledzi,gh GHA,DF,Nordsjælland,20,2001,6.2,0,1,1,100.0,0.16,0.16,0.00,0.00,,0,0,Matches
Arthur Yamga,fr FRA,DF,Vejle BK,24,1996,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,,0,0,Matches
Jan Žambůrek,cz CZE,MF,Viborg,20,2001,3.9,0,6,1,16.7,1.52,0.25,0.00,0.00,,0,0,Matches
Zeca,gr GRE,MF,FC Copenhagen,32,1988,10.1,1,6,2,33.3,0.59,0.20,0.17,0.50,,0,0,Matches
Guðmundur Þórarinsson,is ISL,"MF,DF",Aalborg,29,1992,4.0,0,4,1,25.0,1.01,0.25,0.00,0.00,,0,0,Matches
Stefán Þórðarson,is ISL,MF,Silkeborg,22,1998,17.0,2,38,8,21.1,2.24,0.47,0.05,0.25,,0,0,Matches

Aron Þrándarson,is ISL,MF,Odense,26,1994,17.3,0,15,3,20.0,0.87,0.17,0.00,0.00,,0,0,Matches
Luka Đorđević,me MNE,FW,Vejle BK,27,1994,11.0,5,27,11,40.7,2.45,1.00,0.19,0.45,,0,0,Matches
