Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34,34,"3,060",34.0,39,1.15,128,90,73.4,21,3,10,12,35.3,6,5,0,1,0.0,Matches
David Raya,es ESP,GK,Brentford,25,1995,24,24,"2,160",24.0,27,1.13,103,76,77.7,10,5,9,8,33.3,4,4,0,0,0.0,Matches
John Ruddy,eng ENG,GK,Wolves,34,1986,2,1,135,1.5,3,2.00,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,Matches
José Sá,pt POR,GK,Wolves,28,1993,37,37,"3,285",36.5,40,1.10,160,121,80.6,15,5,17,11,29.7,10,9,0,1,0.0,Matches
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,37,"3,329",37.0,42,1.14,141,99,72.3,12,15,10,11,29.7,4,3,0,1,0.0,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,37,"3,330",37.0,58,1.57,187,128,72.7,13,10,14,7,18.9,9,7,2,0,22.2,Matches
Jason Steele,eng ENG,GK,Brighton,30,1990,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches
Zack Steffen,us USA,GK,Manchester City,26,1995,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,Matches
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,4,360,4.0,12,3.00,22,9,54.5,0,1,3,0,0.0,3,2,1,0,33.3,Matches
