Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches


Nemanja Belić,rs SRB,GK,Čukarički,35,1987,19,19,"1,704",18.9,,,,,,14,1,4,10,52.6,1,1,0,0,0.0,Matches
Milan Borjan,ca CAN,GK,Red Star,34,1987,33,33,"2,970",33.0,,,,,,28,5,0,19,57.6,3,3,0,0,0.0,Matches
Lazar Carević,me MNE,GK,Vojvodina,23,1999,35,35,"3,114",34.6,,,,,,16,13,6,13,37.1,6,6,0,0,0.0,Matches
Marko Drobnjak,rs SRB,GK,Radnički Niš,27,1995,4,4,360,4.0,,,,,,0,2,2,0,0.0,5,5,0,0,0.0,Matches
Mišo Dubljanić,me MNE,GK,Spartak Subotic,22,1999,10,10,900,10.0,,,,,,1,4,5,2,20.0,2,2,0,0,0.0,Matches
Nenad Filipović,rs SRB,GK,TSC Bačka Top,35,1987,2,2,180,2.0,,,,,,1,1,0,1,50.0,0,0,0,0,,Matches
Veljko Ilic,rs SRB,GK,TSC Bačka Top,19,2003,35,35,"3,150",35.0,,,,,,21,8,6,15,42.9,3,3,0,0,0.0,Matches
Almin Kahrimanović,rs SRB,GK,Novi Pazar,18,2003,2,2,180,2.0,,,,,,0,0,2,0,0.0,0,0,0,0,,Matches
Andrija Katić,rs SRB,GK,Voždovac,20,2002,14,14,"1,238",13.8,,,,,,5,2,7,4,28.6,2,2,0,0,0.0,Matches
Filip Kljajić,rs SRB,GK,Novi Pazar,31,1990,26,26,"2,340",26.0,,,,,,13,5,8,8,30.8,3,3,0,0,0.0,Matches
Marko Knežević,rs SRB,GK,FK Mladost Novi Sad,33,1989,12,12,"1,080",12.0,,,,,,1,8,3,7,58.3,1,1,0,0,0.0,Matches
Milos Krunic,rs SRB,GK,Voždovac,25,1996,24,23,"2,092",23.2,,,,,,8,5,10,9,39.1,1,1,0,0,0.0,Matches
Stojan Leković,rs SRB,GK,Radnički Kragujevac,20,2001,22,22,"1,980",22.0,,,,,,6,5,11,6,27.3,2,2,0,0,0.0,Matches
Ognjen Lukić,rs SRB,GK,Radnički Kragujevac,19,2003,1,1,90,1.0,,,,,,0,1,0,1,100.0,0,0,0,0,,Matches
Filip Manojlović,rs SRB,GK,Spartak Subotic,26,1996,27,27,"2,430",27.0,,,,,,8,8,11,8,29.6,7,7,0,0,0.0,Matches
Strahinja Manojlović,ba BIH,GK,Javor Ivanjica,19,2002,17,17,"1,530",18.0,,,,,,5,6,6,8,47.1,2,2,0,0,0.0,Matches
Novak Mićović,rs SRB,GK,Čukarički,20,2001,14,13,"1,176",13.1,,,,,,5,4,4,4,30.8,2,2,0,0,0.0,Matches
Aleksa Milojević,rs SRB,GK,FK Mladost Novi Sad,22,2000,25,25,"2,250",25.0,,,,,,5,4,16,5,20.0,5,5,0,0,0.0,Matches
