Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Miloš Mladenović,rs SRB,GK,Radnički Kragujevac,20,2001,7,7,630,7.0,,,,,,3,1,3,2,28.6,0,0,0,0,,Matches
Miloš Ostojić,rs SRB,GK,Mladost Lučani,26,1996,4,4,360,4.0,,,,,,0,1,3,0,0.0,0,0,0,0,,Matches
Nikola Petrić,rs SRB,GK,Napredak Kruš,31,1991,31,31,"2,790",31.0,,,,,,10,7,14,14,45.2,2,2,0,0,0.0,Matches
Aleksandar Popović,rs SRB,"GK,MF",Partizan,38,1983,28,28,"2,520",28.0,,,,,,19,5,4,11,39.3,3,3,0,0,0.0,Matches
Balša Popović,me MNE,GK,FK Kolubara,22,2000,8,7,706,7.8,,,,,,0,1,6,0,0.0,4,4,0,0,0.0,Matches
Zoran Popović,rs SRB,GK,Čukarički,34,1988,5,5,450,5.0,,,,,,4,1,0,3,60.0,0,0,0,0,,Matches
Lazar Raičević,rs SRB,GK,Radnički Kragujevac,24,1998,7,7,630,7.0,,,,,,2,2,3,2,28.6,2,2,0,0,0.0,Matches

Stefan Ranđelović,rs SRB,GK,Radnik Surdulica,23,1999,31,31,"2,790",31.0,,,,,,7,10,14,10,32.3,8,8,0,0,0.0,Matches
Dragan Rosić,rs SRB,GK,Radnički Niš,25,1996,19,19,"1,710",19.0,,,,,,3,5,11,6,31.6,6,5,0,1,0.0,Matches
Željko Samčović,rs SRB,GK,Mladost Lučani,19,2002,20,20,"1,737",19.3,,,,,,4,7,9,2,10.0,5,5,0,0,0.0,Matches
Luka Savić,rs SRB,GK,Mladost Lučani,21,2001,5,4,423,4.7,,,,,,0,1,3,0,0.0,0,0,0,0,,Matches
Vladimir Savić,rs SRB,GK,Napredak Kruš,26,1996,6,6,540,6.0,,,,,,0,2,4,1,16.7,2,2,0,0,0.0,Matches
Nikola Simić,rs SRB,"GK,MF",Vojvodina,25,1996,3,2,216,2.4,,,,,,0,2,0,0,0.0,0,0,0,0,,Matches
Lazar Slavković,rs SRB,GK,Novi Pazar,20,2002,9,9,810,9.0,,,,,,2,1,6,1,11.1,3,3,0,0,0.0,Matches
Saša Stamenković,rs SRB,GK,Mladost Lučani,37,1985,9,9,810,9.0,,,,,,5,2,2,5,55.6,0,0,0,0,,Matches
Dejan Stanivuković,rs SRB,GK,FK Kolubara,28,1994,30,30,"2,623",29.1,,,,,,11,7,12,10,33.3,4,4,0,0,0.0,Matches
Dimitrije Stevanović,rs SRB,GK,Radnički Niš,17,2004,13,13,"1,170",13.0,,,,,,6,1,6,1,7.7,3,3,0,0,0.0,Matches
Nemanja Stevanović,rs SRB,GK,Partizan,30,1992,9,9,810,9.0,,,,,,2,3,4,4,44.4,1,1,0,0,0.0,Matches
Nikola Vasiljević,ba BIH,"DF,GK",Red Star,26,1996,4,4,360,4.0,,,,,,2,2,0,1,25.0,0,0,0,0,,Matches
Boris Velimirović,rs SRB,GK,Javor Ivanjica,20,2001,2,2,180,2.0,,,,,,1,0,1,0,0.0,1,1,0,0,0.0,Matches
Nikola Vujanac,rs SRB,GK,Radnik Surdulica,31,1991,6,6,540,6.0,,,,,,1,1,4,1,16.7,0,0,0,0,,Matches
Aleksandar Vulić,rs SRB,GK,Javor Ivanjica,21,2001,17,17,"1,530",17.0,,,,,,3,4,10,1,5.9,3,3,0,0,0.0,Matches
