Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Krasimir Kostov,bg BUL,GK,Botev Vratsa,27,1995,34,34,"3,060",34.0,,,,,,8,8,18,11,32.4,11,11,0,0,0.0,Matches
Maksym Kovalov,ua UKR,GK,Pirin Blagoevgrad,22,2000,11,9,923,10.3,,,,,,5,1,3,5,55.6,1,1,0,0,0.0,Matches
Nikolay Krastev,bg BUL,GK,Slavia Sofia,25,1996,7,7,630,7.0,,,,,,3,3,1,5,71.4,0,0,0,0,,Matches
Aleksandar Lyubenov,bg BUL,GK,Lokomotiv Sofia,27,1995,24,24,"2,084",23.2,,,,,,7,7,10,8,33.3,2,2,0,0,0.0,Matches
Nikolay Mihaylov,bg BUL,GK,Levski Sofia,34,1988,3,3,270,3.0,,,,,,1,0,2,1,33.3,0,0,0,0,,Matches
Zvonimir Mikulić,hr CRO,GK,PFC Hebar Pazardzhik,32,1990,2,2,180,2.0,,,,,,0,0,2,0,0.0,1,1,0,0,0.0,Matches
Daniel Naumov,bg BUL,GK,CSKA 1948,24,1998,33,33,"2,945",32.7,,,,,,17,11,5,14,42.4,3,3,0,0,0.0,Matches

Khadim Ndiaye,sn SEN,GK,PFC Hebar Pazardzhik,22,2000,3,3,225,2.5,,,,,,1,0,2,0,0.0,0,0,0,0,,Matches
Sergio Padt,nl NED,GK,Ludogorets,32,1990,32,32,"2,880",32.0,,,,,,24,6,2,13,40.6,5,5,0,0,0.0,Matches
Cristiano Pereira Figueiredo,pt POR,GK,FC Spartak Varna,31,1990,14,14,"1,260",14.0,,,,,,3,4,7,2,14.3,1,1,0,0,0.0,Matches
Georgi Petkov,bg BUL,GK,Slavia Sofia,46,1976,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Ilko Pirgov,bg BUL,GK,Loko Plovdiv,36,1986,9,7,677,7.5,,,,,,4,0,3,3,42.9,1,1,0,0,0.0,Matches
Dimitar Sheytanov,bg BUL,GK,Septemvri Sofia,23,1999,34,34,"3,060",34.0,,,,,,6,7,21,4,11.8,4,4,0,0,0.0,Matches
Vasil Simeonov,bg BUL,GK,Arda,24,1998,8,7,680,7.6,,,,,,4,0,3,2,28.6,1,1,0,0,0.0,Matches
Simon Sluga,hr CRO,GK,Ludogorets,29,1993,3,3,270,3.0,,,,,,2,1,0,2,66.7,0,0,0,0,,Matches
Stefan Smarkalev,bg BUL,GK,Botev Plovdiv,15,2007,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Kristian Tomov,bg BUL,GK,Loko Plovdiv,19,2002,1,1,90,1.0,,,,,,0,1,0,1,100.0,0,0,0,0,,Matches
Ivan Vasilev,bg BUL,GK,Septemvri Sofia,22,2000,1,1,90,1.0,,,,,,1,0,0,0,0.0,0,0,0,0,,Matches
Svetoslav Vutsov,bg BUL,GK,Slavia Sofia,20,2002,28,28,"2,520",28.0,,,,,,14,4,10,9,32.1,1,1,0,0,0.0,Matches
