Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches


Plamen Andreev,bg BUL,GK,Levski Sofia,17,2004,32,32,"2,880",32.0,,,,,,16,10,6,21,65.6,1,1,0,0,0.0,Matches
Georgi Argilashki,bg BUL,GK,Botev Plovdiv,31,1991,8,8,720,8.0,,,,,,1,2,5,1,12.5,1,1,0,0,0.0,Matches
Federico Barrios,co COL,GK,Botev Vratsa,25,1996,1,1,90,1.0,,,,,,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Gustavo Busatto,br BRA,GK,CSKA Sofia,31,1990,32,32,"2,880",32.0,,,,,,23,6,3,20,62.5,1,1,0,0,0.0,Matches
Petar Debarliev,bg BUL,GK,PFC Hebar Pazardzhik,31,1991,31,30,"2,745",30.5,,,,,,8,5,17,7,23.3,5,5,0,0,0.0,Matches
Ivan Dichevski,bg BUL,GK,FC Spartak Varna,21,2001,20,20,"1,800",20.0,,,,,,2,6,12,2,10.0,5,5,0,0,0.0,Matches
Ivan Dyulgerov,bg BUL,GK,Cherno More,23,1999,26,26,"2,337",26.0,,,,,,13,5,8,12,46.2,2,2,0,0,0.0,Matches
Dimitar Evtimov,bg BUL,GK,CSKA Sofia,28,1993,3,3,270,3.0,,,,,,3,0,0,1,33.3,0,0,0,0,,Matches
Baboucarr Gaye,gm GAM,GK,Lokomotiv Sofia,24,1998,13,12,"1,154",12.8,,,,,,4,2,6,3,25.0,1,1,0,0,0.0,Matches
Georgi Georgiev,bg BUL,GK,Cherno More,33,1988,10,9,813,9.0,,,,,,2,4,3,3,33.3,1,1,0,0,0.0,Matches
Yanko Georgiev,bg BUL,GK,Pirin Blagoevgrad,33,1988,26,26,"2,227",24.7,,,,,,3,9,14,7,26.9,6,6,0,0,0.0,Matches
Ivan Goshev,bg BUL,GK,Beroe,22,2000,4,4,360,4.0,,,,,,0,1,3,0,0.0,1,1,0,0,0.0,Matches
Anatoli Gospodinov,bg BUL,GK,Arda,28,1994,29,29,"2,560",28.4,,,,,,12,10,7,11,37.9,3,3,0,0,0.0,Matches
Henadii Haniev,ua UKR,GK,CSKA 1948,32,1990,3,2,205,2.3,,,,,,0,2,0,1,50.0,0,0,0,0,,Matches
Hidajet Hankić,ba BIH,GK,Botev Plovdiv,28,1994,27,27,"2,430",27.0,,,,,,9,4,14,6,22.2,1,1,0,0,0.0,Matches
Dinko Horkaš,hr CRO,GK,Loko Plovdiv,23,1999,27,27,"2,383",26.5,,,,,,11,8,8,11,40.7,2,2,0,0,0.0,Matches
Hristiyan Hristov,bg BUL,GK,FC Spartak Varna,27,1995,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Ivan Karadzhov,bg BUL,GK,Beroe,33,1989,31,31,"2,790",31.0,,,,,,8,7,16,7,22.6,4,4,0,0,0.0,Matches
