Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Junior Kadile,fr FRA,"FW,MF",Famalicão,19,2002,7.4,103,168,61.3,1501,424,63,77,81.8,32,53,60.4,5,21,23.8,0,0.5,0.3,-0.5,6,6,6,4,11,Matches
Stanley Kanu,ng NGA,"FW,DF",Marítimo,23,1999,0.8,19,29,65.5,345,117,9,10,90.0,8,10,80.0,2,6,33.3,0,0.0,0.0,0.0,1,1,0,0,2,Matches
Jorge Karse,pt POR,"MF,DF",Rio Ave,17,2005,0.2,17,23,73.9,275,62,8,9,88.9,9,10,90.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches

Francisco Kiki,pt POR,MF,Casa Pia,24,1998,0.1,4,5,80.0,40,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Gustavo Klismahn,br BRA,MF,Portimonense,22,1999,7.8,172,236,72.9,2514,832,93,112,83.0,60,77,77.9,10,28,35.7,1,0.5,0.4,+0.5,3,17,4,3,17,Matches
Philippe Koffi,ci CIV,FW,Paços,20,2002,7.4,57,99,57.6,798,129,33,46,71.7,22,39,56.4,1,4,25.0,1,0.5,0.7,+0.5,6,4,0,0,3,Matches
Stanislav Kritsyuk,ru RUS,GK,Gil Vicente FC,31,1990,10.3,329,394,83.5,8814,6021,47,48,97.9,176,177,99.4,105,166,63.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Takahiro Kunimoto,jp JPN,"FW,MF",Casa Pia,24,1997,14.1,351,517,67.9,6130,2082,172,211,81.5,122,163,74.8,45,99,45.5,2,2.1,2.3,-0.1,24,43,8,1,58,Matches
Matías Lacava,ve VEN,"FW,MF",Vizela,19,2002,3.9,87,117,74.4,1124,230,51,58,87.9,23,28,82.1,4,11,36.4,0,0.1,0.1,-0.1,1,8,1,1,6,Matches
Diego Lainez,mx MEX,MF,Braga,22,2000,1.7,78,91,85.7,1264,254,41,45,91.1,17,22,77.3,13,16,81.3,2,0.4,0.2,+1.6,4,2,5,0,11,Matches
Chico Lamba,pt POR,DF,Sporting CP,19,2003,0.5,38,40,95.0,749,264,8,8,100.0,27,28,96.4,3,4,75.0,0,0.1,0.1,-0.1,1,4,1,0,5,Matches
Rúben Lameiras,pt POR,"FW,MF",Vitória,27,1994,12.6,282,401,70.3,4609,1505,146,177,82.5,93,124,75.0,28,52,53.8,2,1.8,2.2,+0.2,22,30,24,6,50,Matches
Bruno Langa,mz MOZ,DF,Chaves,24,1997,27.5,976,1368,71.3,17886,8904,427,512,83.4,435,566,76.9,101,218,46.3,0,3.2,2.9,-3.2,32,101,30,14,122,Matches
Yusuf Lawal,ng NGA,"MF,FW",Arouca,24,1998,0.9,27,35,77.1,391,79,16,18,88.9,9,13,69.2,1,3,33.3,0,0.0,0.1,0.0,1,1,3,1,4,Matches
James Lea Siliki,cm CMR,"MF,FW",Estoril,26,1996,8.9,165,277,59.6,3332,1061,61,81,75.3,69,100,69.0,30,78,38.5,0,0.8,1.4,-0.8,11,27,9,5,31,Matches
Leonardo Lelo,pt POR,"MF,DF",Casa Pia,22,2000,25.4,922,1247,73.9,14620,5562,510,567,89.9,328,442,74.2,63,160,39.4,6,2.9,2.9,+3.1,22,56,29,16,83,Matches
Nuno Lima,pt POR,DF,Paços,21,2001,27.2,1145,1345,85.1,25624,10750,263,290,90.7,664,728,91.2,211,299,70.6,0,0.2,0.5,-0.2,4,65,2,1,63,Matches
Rúben Lima,pt POR,DF,Famalicão,32,1989,13.2,474,669,70.9,8233,3799,235,280,83.9,188,252,74.6,47,111,42.3,0,0.7,0.9,-0.7,9,43,11,9,50,Matches
Percy Liza,pe PER,"FW,MF",Marítimo,22,2000,4.7,49,69,71.0,655,79,29,39,74.4,15,20,75.0,1,4,25.0,0,0.0,0.1,0.0,2,4,0,0,3,Matches
Danny Loader,eng ENG,"FW,MF",Porto,21,2000,5.0,124,159,78.0,1717,330,74,85,87.1,35,44,79.5,6,11,54.5,2,2.6,1.1,-0.6,12,11,6,2,18,Matches
Julien Lomboto,,MF,Rio Ave,20,2002,0.1,6,7,85.7,60,13,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Né lopes,pt POR,DF,Gil Vicente FC,22,2000,5.0,276,296,93.2,5459,1878,80,85,94.1,162,169,95.9,29,36,80.6,0,0.1,0.1,-0.1,2,17,1,0,18,Matches
Bruno Lourenço,pt POR,"MF,FW",Boavista,24,1998,20.9,533,730,73.0,8739,2554,276,318,86.8,166,208,79.8,58,127,45.7,1,2.7,2.4,-1.7,29,52,14,4,83,Matches
Lucão,br BRA,DF,Portimonense,30,1992,5.9,249,295,84.4,5225,1735,57,61,93.4,154,166,92.8,34,63,54.0,0,0.0,0.0,0.0,0,10,0,0,9,Matches
Florentino Luís,pt POR,MF,Benfica,22,1999,23.6,1665,1856,89.7,26510,7780,856,909,94.2,613,659,93.0,129,178,72.5,3,1.7,1.5,+1.3,17,228,16,1,165,Matches
José Luis Rodríguez,pa PAN,"FW,MF",Famalicão,24,1998,5.6,69,111,62.2,1008,306,43,55,78.2,13,23,56.5,7,20,35.0,3,0.5,0.5,+2.5,7,3,5,2,10,Matches
Luquinha,br BRA,"MF,FW",Portimonense,21,2000,13.0,408,527,77.4,6211,1867,216,254,85.0,145,173,83.8,25,52,48.1,1,1.8,2.1,-0.8,28,54,16,4,68,Matches
Tiago Machado,pt POR,"MF,FW",Boavista,18,2004,0.1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches

Miguel Maga,pt POR,"DF,MF",Vitória,19,2002,2.2,801,1069,74.9,12565,5900,440,501,87.8,294,410,71.7,50,98,51.0,0,1.6,2.1,-1.6,21,52,37,19,74,Matches
Magrão,br BRA,GK,Rio Ave,22,2000,2.0,47,57,82.5,1183,774,8,8,100.0,28,28,100.0,11,21,52.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Giorgi Makaridze,ge GEO,GK,Marítimo,32,1990,6.0,164,221,74.2,4389,3024,28,28,100.0,88,92,95.7,47,99,47.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Gaius Makouta,cg CGO,MF,Boavista,25,1997,30.4,1058,1319,80.2,17616,4734,518,607,85.3,413,491,84.1,95,136,69.9,6,1.5,1.8,+4.5,16,93,11,4,115,Matches
Pedro Malheiro,pt POR,"DF,MF",Boavista,21,2001,31.0,1403,1811,77.5,23496,8168,700,787,88.9,552,670,82.4,112,239,46.9,6,3.0,2.7,+3.0,20,100,18,15,108,Matches
Wilson Manafá,pt POR,DF,Porto,28,1994,3.4,160,189,84.7,2425,721,91,100,91.0,57,67,85.1,9,12,75.0,0,0.1,0.3,-0.1,1,13,9,5,15,Matches
Ricardo Mangas,pt POR,"MF,FW",Boavista,24,1998,20.6,431,576,74.8,6601,2049,232,271,85.6,143,193,74.1,28,52,53.8,1,3.1,2.6,-2.1,20,29,17,4,53,Matches
Manuel Manu,pt POR,DF,Vitória,21,2001,0.8,53,58,91.4,933,364,21,21,100.0,29,33,87.9,3,3,100.0,0,0.1,0.1,-0.1,2,5,0,0,4,Matches
Juan Manuel Boselli,uy URU,FW,Gil Vicente FC,22,1999,13.8,293,446,65.7,4358,1311,167,197,84.8,85,127,66.9,24,79,30.4,1,1.3,1.7,-0.3,17,21,10,6,35,Matches
José Manuel Velázquez,ve VEN,"DF,MF",Arouca,31,1990,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Zé Manuel,pt POR,FW,Rio Ave,31,1990,0.3,3,7,42.9,42,12,2,4,50.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Maracás,br BRA,DF,Paços,28,1994,15.8,565,631,89.5,12163,3908,142,149,95.3,339,361,93.9,81,104,77.9,0,0.0,0.0,0.0,0,6,0,0,21,Matches
Iván Marcano,es ESP,DF,Porto,35,1987,24.4,1418,1578,89.9,30017,10938,372,408,91.2,806,857,94.0,227,286,79.4,0,0.1,1.0,-0.1,4,80,3,1,116,Matches
Joao Marcos,br BRA,"FW,MF",Santa Clara,22,2000,1.8,12,17,70.6,179,32,6,9,66.7,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,4,Matches
Abraham Marcus,ng NGA,FW,Porto,22,2000,0.0,2,3,66.7,27,2,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Adrián Marín,es ESP,DF,Gil Vicente FC,25,1997,28.6,1190,1624,73.3,21028,9997,544,622,87.5,522,670,77.9,107,250,42.8,0,2.4,3.2,-2.4,26,123,38,10,177,Matches
João Mário,pt POR,FW,Benfica,29,1993,29.4,1314,1585,82.9,17908,5114,774,841,92.0,377,447,84.3,68,137,49.6,7,7.4,9.7,-0.4,54,87,63,18,179,Matches
João Mário Lopes,pt POR,DF,Porto,22,2000,13.2,542,682,79.5,8319,2658,295,342,86.3,203,243,83.5,31,55,56.4,4,3.1,3.1,+0.9,23,29,23,13,49,Matches
Marlon,br BRA,FW,Gil Vicente FC,24,1997,4.2,87,111,78.4,1286,395,49,53,92.5,31,38,81.6,3,9,33.3,0,0.4,0.2,-0.4,6,4,6,0,17,Matches
Alejandro Marqués,ve VEN,FW,Estoril,21,2000,7.3,63,89,70.8,899,142,34,49,69.4,24,30,80.0,2,4,50.0,0,0.0,0.0,0.0,1,4,0,0,8,Matches
João Marques,pt POR,MF,Estoril,20,2002,4.3,78,107,72.9,1247,297,37,41,90.2,30,40,75.0,5,12,41.7,0,0.3,0.1,-0.3,3,10,2,0,8,Matches
Rúben Marques,pt POR,FW,Marítimo,19,2002,0.7,8,14,57.1,126,8,5,5,100.0,2,3,66.7,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
José Marsà,es ESP,DF,Sporting CP,20,2002,1.3,111,117,94.9,1852,521,47,48,97.9,60,61,98.4,4,7,57.1,0,0.0,0.0,0.0,0,2,1,0,6,Matches
Toni Martínez,es ESP,FW,Porto,25,1997,12.8,120,197,60.9,1353,236,87,116,75.0,21,45,46.7,2,8,25.0,4,3.8,2.0,+0.2,17,4,3,0,9,Matches
Rafael Martins,br BRA,FW,Casa Pia,33,1989,15.9,243,378,64.3,3445,553,121,178,68.0,85,117,72.6,12,21,57.1,1,0.8,0.3,+0.2,12,22,1,0,24,Matches

Rodrigo Martins,pt POR,"FW,MF",Estoril,23,1998,15.4,250,370,67.6,3892,738,143,174,82.2,89,135,65.9,14,35,40.0,0,1.0,1.0,-1.0,8,18,7,1,35,Matches
Matheus,br BRA,GK,Braga,30,1992,31.9,940,1226,76.7,26006,18415,153,154,99.4,487,497,98.0,298,567,52.6,0,0.0,0.1,0.0,0,21,2,0,0,Matches
Ricardo Matos,pt POR,"FW,MF",Portimonense,22,2000,3.3,37,53,69.8,536,81,20,28,71.4,12,18,66.7,2,2,100.0,0,0.2,0.1,-0.2,2,2,1,0,3,Matches
Maurício,br BRA,MF,Portimonense,33,1988,11.0,444,502,88.4,7455,1822,207,228,90.8,181,195,92.8,38,50,76.0,0,0.2,0.2,-0.2,6,41,4,2,51,Matches
Iuri Medeiros,pt POR,"MF,FW",Braga,28,1994,22.9,724,941,76.9,13375,3344,356,406,87.7,228,273,83.5,121,191,63.4,6,9.3,8.0,-3.3,58,67,50,10,128,Matches
Kevin Medina,es ESP,"FW,MF",Gil Vicente FC,21,2001,8.2,208,300,69.3,3041,887,117,143,81.8,59,85,69.4,16,38,42.1,0,0.7,1.0,-0.7,13,17,14,5,30,Matches
Mauro Meireles Couto,pt POR,"MF,FW",Paços,16,2005,1.4,32,37,86.5,519,113,16,18,88.9,10,11,90.9,4,4,100.0,0,0.1,0.0,-0.1,4,2,0,0,2,Matches
Diogo Mendes,cv CPV,MF,Marítimo,24,1998,13.7,408,483,84.5,7397,2046,175,198,88.4,182,205,88.8,40,51,78.4,0,0.6,0.5,-0.6,8,50,7,2,54,Matches
João Mendes,pt POR,MF,Chaves,27,1994,25.9,816,1033,79.0,14677,4708,382,439,87.0,303,378,80.2,106,148,71.6,1,2.8,4.1,-1.8,41,104,25,2,165,Matches
Joe Mendes,se SWE,"DF,MF",Braga,19,2002,2.1,103,113,91.2,1395,293,67,71,94.4,31,33,93.9,2,6,33.3,0,0.1,0.1,-0.1,1,4,1,0,7,Matches
Alex Mendez,us USA,"MF,FW",Vizela,21,2000,15.8,499,659,75.7,8166,3098,251,302,83.1,177,219,80.8,49,95,51.6,2,2.0,1.8,0.0,19,75,17,6,79,Matches
Bruno Messi,pt POR,"MF,FW",Santa Clara,25,1996,14.0,252,421,59.9,5320,1823,99,128,77.3,85,143,59.4,59,119,49.6,3,3.1,2.1,-0.1,20,39,12,4,47,Matches
Mexer,mz MOZ,DF,Estoril,33,1988,10.8,547,633,86.4,12284,3344,112,122,91.8,345,368,93.8,90,136,66.2,0,0.0,0.1,0.0,2,32,1,0,36,Matches
Benji Michel,us USA,FW,Arouca,24,1997,3.1,57,84,67.9,852,207,32,42,76.2,21,29,72.4,3,5,60.0,1,1.0,0.2,0.0,2,4,0,0,4,Matches
Enea Mihaj,al ALB,DF,Famalicão,24,1998,24.7,1112,1253,88.7,21649,7846,361,394,91.6,623,659,94.5,119,180,66.1,0,0.0,0.1,0.0,3,45,1,0,59,Matches
Álex Millán,es ESP,FW,Famalicão,22,1999,8.6,124,168,73.8,1638,279,72,93,77.4,32,42,76.2,7,11,63.6,0,1.3,0.9,-1.3,12,5,8,3,15,Matches
Bogdan Milovanov,ua UKR,DF,Arouca,24,1998,11.0,347,518,67.0,5829,2284,178,205,86.8,137,200,68.5,29,83,34.9,0,0.1,0.3,-0.1,3,19,3,2,19,Matches
Kento Misao,jp JPN,MF,Santa Clara,26,1996,11.7,316,411,76.9,5731,1931,144,181,79.6,126,148,85.1,40,60,66.7,0,0.3,0.4,-0.3,5,35,5,0,50,Matches
Zié Mohamed Ouattara,ci CIV,"FW,MF",Portimonense,22,2000,12.9,394,536,73.5,6610,2033,184,219,84.0,159,204,77.9,40,78,51.3,0,1.3,1.3,-1.3,16,26,11,4,46,Matches
Jonathan Monroy,es ESP,"FW,MF",Chaves,20,2001,7.4,150,200,75.0,2207,444,78,89,87.6,56,74,75.7,6,9,66.7,1,0.2,0.5,+0.8,3,7,4,1,17,Matches
Nélson Monte,pt POR,DF,Chaves,27,1995,28.7,1127,1427,79.0,24107,10227,308,363,84.8,646,760,85.0,166,266,62.4,0,0.4,0.9,-0.4,5,82,14,4,103,Matches
Miguel Monteiro,pt POR,FW,Gil Vicente FC,19,2003,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Morato,br BRA,DF,Benfica,21,2001,7.2,441,490,90.0,7705,3093,188,200,94.0,201,212,94.8,38,56,67.9,0,0.0,0.1,0.0,0,32,0,0,38,Matches
Pablo Moreno,es ESP,"FW,MF",Marítimo,20,2002,9.9,190,229,83.0,3009,510,103,117,88.0,68,77,88.3,14,23,60.9,2,1.2,1.2,+0.8,15,8,3,1,18,Matches
Hélder Morim,pt POR,"MF,FW",Chaves,21,2001,1.0,18,28,64.3,352,161,6,7,85.7,2,6,33.3,7,8,87.5,0,0.1,0.1,-0.1,3,1,0,0,3,Matches

Hidemasa Morita,jp JPN,MF,Sporting CP,27,1995,21.8,889,1033,86.1,14953,3955,433,480,90.2,365,399,91.5,73,96,76.0,3,1.4,1.6,+1.6,17,104,19,1,126,Matches
Mosquito,br BRA,GK,Arouca,26,1996,1.0,23,25,92.0,551,381,4,4,100.0,14,14,100.0,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Fahd Moufi,ma MAR,DF,Portimonense,26,1996,29.3,1003,1417,70.8,17104,6182,478,567,84.3,414,557,74.3,85,197,43.1,2,2.8,2.9,-0.8,33,65,31,20,78,Matches
Moura,pt POR,DF,Famalicão,22,1999,23.6,897,1192,75.3,14842,5393,456,512,89.1,336,463,72.6,79,137,57.7,2,3.1,2.0,-1.1,30,36,22,17,56,Matches
Rodrigo Moura,br BRA,GK,Chaves,26,1996,4.0,66,103,64.1,1799,1328,12,12,100.0,35,37,94.6,19,54,35.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
MT,br BRA,"DF,MF",Santa Clara,21,2001,12.6,360,524,68.7,6540,2785,159,195,81.5,154,214,72.0,41,82,50.0,0,0.4,0.7,-0.4,4,37,6,3,49,Matches
Rafa Mújica,es ESP,FW,Arouca,23,1998,18.1,180,249,72.3,2574,306,101,135,74.8,64,87,73.6,7,8,87.5,0,1.0,0.6,-1.0,12,5,3,0,11,Matches
Petar Musa,hr CRO,FW,Benfica,24,1998,7.4,131,192,68.2,1600,351,83,109,76.1,28,38,73.7,6,13,46.2,2,2.2,1.8,-0.2,16,8,6,0,18,Matches
Almoatasem Al Musrati,ly LBY,MF,Braga,26,1996,25.7,1342,1606,83.6,28708,8956,433,499,86.8,612,684,89.5,273,351,77.8,2,2.9,2.5,-0.9,22,174,12,0,193,Matches
Kosuke Nakamura,jp JPN,GK,Portimonense,27,1995,30.0,823,1183,69.6,24625,17954,118,119,99.2,434,441,98.4,268,613,43.7,0,0.0,0.1,0.0,1,22,0,0,1,Matches
Léo Natel,br BRA,FW,Casa Pia,25,1997,0.6,16,25,64.0,272,65,10,11,90.9,5,9,55.6,1,2,50.0,0,0.1,0.1,-0.1,2,2,0,0,3,Matches
Fran Navarro,es ESP,FW,Gil Vicente FC,24,1998,33.7,295,398,74.1,3788,592,184,228,80.7,74,102,72.5,8,13,61.5,3,1.7,1.2,+1.3,15,14,3,0,30,Matches
Flávio Nazinho,pt POR,DF,Sporting CP,19,2003,1.1,37,52,71.2,621,151,18,23,78.3,14,21,66.7,3,3,100.0,0,0.1,0.1,-0.1,1,1,3,1,6,Matches
Mor Ndiaye,sn SEN,MF,Estoril,21,2000,15.6,500,606,82.5,9456,2477,168,200,84.0,277,313,88.5,48,70,68.6,0,0.4,0.2,-0.4,8,32,1,0,43,Matches
Cher Ndour,it ITA,MF,Benfica,18,2004,0.0,5,5,100.0,60,8,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Christian Neiva Afonso,pt POR,DF,Vizela,27,1994,24.7,899,1266,71.0,14945,7935,463,535,86.5,341,461,74.0,81,206,39.3,1,1.6,1.8,-0.6,24,71,24,13,104,Matches
Nelson,ao ANG,"FW,MF",Vitória,24,1998,12.9,295,376,78.5,4121,1050,172,198,86.9,94,117,80.3,13,30,43.3,0,0.3,0.4,-0.3,5,17,6,2,33,Matches
David Neres,br BRA,"FW,MF",Benfica,25,1997,21.8,861,1114,77.3,11910,2936,502,572,87.8,245,301,81.4,47,103,45.6,8,7.7,8.1,+0.3,49,60,53,18,107,Matches
Neto,br BRA,MF,Casa Pia,30,1991,17.0,562,717,78.4,9705,3351,265,307,86.3,210,249,84.3,67,111,60.4,2,1.9,1.3,+0.1,24,65,11,2,89,Matches
Luís Neto,pt POR,DF,Sporting CP,34,1988,3.0,242,264,91.7,4473,1505,90,98,91.8,129,138,93.5,20,23,87.0,0,0.0,0.0,0.0,0,17,0,0,17,Matches
João Neves,pt POR,"MF,FW",Benfica,17,2004,6.8,427,500,85.4,7440,1972,187,206,90.8,180,202,89.1,45,64,70.3,0,0.2,0.4,-0.2,5,45,6,0,50,Matches
Sikou Niakaté,ml MLI,DF,Braga,23,1999,23.6,1224,1447,84.6,23085,9621,397,422,94.1,725,788,92.0,90,197,45.7,0,0.2,0.3,-0.2,6,63,4,1,67,Matches
Yusupha Njie,gm GAM,FW,Boavista,28,1994,23.6,325,420,77.4,5066,723,162,197,82.2,127,150,84.7,18,26,69.2,2,2.0,0.8,0.0,18,23,15,1,45,Matches
Miguel Nóbrega,pt POR,DF,Rio Ave,22,2000,6.2,283,349,81.1,5601,1878,81,89,91.0,172,200,86.0,28,56,50.0,1,0.5,0.1,+0.5,3,16,0,0,13,Matches
Gonçalo Nogueira,pt POR,MF,Vitória,18,2003,0.2,4,4,100.0,38,3,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches

Ygor Nogueira,br BRA,DF,Santa Clara,27,1995,11.3,285,354,80.5,5667,2160,96,107,89.7,150,172,87.2,37,63,58.7,0,0.0,0.1,0.0,1,13,1,0,17,Matches
Nonoca,br BRA,MF,Portimonense,24,1998,6.3,158,193,81.9,2848,606,68,79,86.1,70,75,93.3,17,29,58.6,0,0.6,0.3,-0.6,5,14,2,0,13,Matches
Arsénio Martins Lafuente Nunes,pt POR,"FW,MF",Arouca,32,1989,10.8,285,397,71.8,4403,1286,155,185,83.8,106,140,75.7,18,45,40.0,2,2.2,1.5,-0.2,17,13,10,4,31,Matches
João Nunes,pt POR,DF,Casa Pia,26,1995,18.3,626,813,77.0,11314,4035,252,283,89.0,304,357,85.2,58,138,42.0,0,0.1,0.1,-0.1,3,54,3,0,56,Matches
Matheus Nunes,pt POR,MF,Sporting CP,23,1998,2.0,88,99,88.9,1435,268,53,56,94.6,25,29,86.2,8,12,66.7,1,0.1,0.2,+0.9,3,8,2,0,10,Matches
Nwankwo Obiora,ng NGA,MF,Chaves,31,1991,6.9,235,280,83.9,4054,1450,105,124,84.7,115,124,92.7,13,22,59.1,0,0.3,0.1,-0.3,2,30,0,0,26,Matches
Ryoya Ogawa,jp JPN,"DF,MF",Vitória,25,1996,2.3,66,90,73.3,1008,450,33,41,80.5,28,36,77.8,4,9,44.4,0,0.1,0.1,-0.1,2,4,3,2,10,Matches
Hugo Oliveira,pt POR,DF,Vizela,20,2002,0.1,4,5,80.0,97,35,0,0,,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Paulo Oliveira,pt POR,DF,Braga,30,1992,16.4,746,915,81.5,15988,5689,183,210,87.1,450,491,91.6,108,199,54.3,0,0.2,0.3,-0.2,1,47,0,0,47,Matches
Rúben Alexandre Gomes Oliveira,pt POR,MF,Santa Clara,27,1994,0.2,8,10,80.0,157,60,3,3,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bruno Onyemaechi,ng NGA,DF,Boavista,23,1999,28.1,1005,1419,70.8,17166,6722,502,577,87.0,404,542,74.5,81,214,37.9,1,3.4,3.1,-2.4,24,93,21,14,109,Matches
Monsuru Opeyemi,ng NGA,FW,Vizela,18,2003,0.5,5,9,55.6,83,26,2,4,50.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Jerome Opoku,gh GHA,DF,Arouca,23,1998,21.3,639,799,80.0,13289,5689,195,214,91.1,344,387,88.9,88,171,51.5,1,0.4,0.3,+0.6,4,42,1,1,30,Matches
Pedro Ortiz,es ESP,MF,Vizela,21,2000,5.3,243,279,87.1,4202,1120,108,123,87.8,102,111,91.9,24,30,80.0,0,0.1,0.3,-0.1,2,14,0,0,12,Matches
Milutin Osmajić,me MNE,FW,Vizela,23,1999,22.7,223,369,60.4,2516,452,141,199,70.9,45,89,50.6,4,10,40.0,0,1.5,1.0,-1.5,14,10,7,0,20,Matches
Nicolás Otamendi,ar ARG,DF,Benfica,34,1988,30.8,2034,2254,90.2,40011,14606,675,733,92.1,1065,1127,94.5,258,332,77.7,0,0.4,0.7,-0.4,6,158,2,0,156,Matches
Otávio,pt POR,MF,Porto,27,1995,25.2,1256,1605,78.3,21323,7952,631,711,88.7,430,529,81.3,148,244,60.7,7,7.8,9.7,-0.8,54,145,94,8,263,Matches
João Othavio Basso,br BRA,DF,Arouca,25,1997,31.6,1386,1596,86.8,27376,11153,449,489,91.8,764,820,93.2,163,262,62.2,1,0.5,0.5,+0.5,5,78,4,0,81,Matches
Amine Oudrhiri,ma MAR,MF,Rio Ave,29,1992,8.7,426,467,91.2,7658,1877,175,190,92.1,209,218,95.9,37,47,78.7,0,0.1,0.4,-0.1,6,40,1,0,47,Matches
Pablo,br BRA,FW,Famalicão,18,2004,7.9,120,158,75.9,1645,338,61,75,81.3,34,42,81.0,9,13,69.2,0,0.3,0.4,-0.3,5,6,3,0,15,Matches
Lucas Paes,br BRA,GK,Casa Pia,24,1997,2.0,43,71,60.6,1219,874,10,11,90.9,18,18,100.0,15,40,37.5,0,0.3,0.2,-0.3,1,2,1,0,0,Matches
Renato Pantalon,hr CRO,DF,Rio Ave,24,1997,19.9,773,920,84.0,14637,4838,283,316,89.6,399,446,89.5,83,138,60.1,0,0.3,0.2,-0.3,3,56,0,0,53,Matches
David Pastor,br BRA,MF,Portimonense,22,2000,0.0,3,3,100.0,81,62,1,1,100.0,0,0,,2,2,100.0,0,0.1,0.1,-0.1,1,0,1,1,0,Matches
Patrick,br BRA,DF,Rio Ave,25,1997,21.1,1061,1296,81.9,20613,7662,358,412,86.9,561,632,88.8,130,210,61.9,1,2.7,2.6,-1.7,12,103,13,6,113,Matches
Paulinho,pt POR,FW,Sporting CP,29,1992,15.1,222,320,69.4,3481,595,120,158,75.9,70,95,73.7,21,34,61.8,4,3.1,1.5,+0.9,14,20,7,2,24,Matches

Pedrão,br BRA,DF,Portimonense,25,1997,28.7,1256,1546,81.2,26258,10604,363,417,87.1,694,753,92.2,183,328,55.8,0,1.7,1.4,-1.7,11,109,10,1,106,Matches
João Pedro,pt POR,MF,Chaves,29,1993,6.6,190,247,76.9,3232,1201,86,107,80.4,86,103,83.5,14,19,73.7,0,0.5,0.3,-0.5,5,27,2,1,31,Matches
Zé Pedro,pt POR,GK,Paços,20,2002,3.0,73,91,80.2,1784,1251,22,22,100.0,31,32,96.9,20,37,54.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Pelé,gw GNB,MF,Famalicão,30,1991,6.8,272,314,86.6,5433,1845,98,108,90.7,137,145,94.5,36,51,70.6,0,0.0,0.1,0.0,0,20,2,1,30,Matches
Alexandre Penetra,pt POR,DF,Famalicão,20,2001,27.9,1087,1448,75.1,21484,9305,399,455,87.7,527,658,80.1,152,283,53.7,2,1.9,1.6,+0.1,21,84,27,20,89,Matches
Pepe,pt POR,DF,Porto,39,1983,21.8,1281,1461,87.7,25573,9352,473,504,93.8,599,640,93.6,192,275,69.8,0,0.5,0.9,-0.5,7,110,5,0,112,Matches
Pepê,br BRA,"MF,DF",Porto,25,1997,29.4,1063,1385,76.8,16293,4836,628,739,85.0,325,419,77.6,81,139,58.3,7,4.5,5.3,+2.5,36,93,40,6,136,Matches
André Pereira,pt POR,FW,Rio Ave,27,1995,11.1,236,302,78.1,3424,616,124,144,86.1,87,100,87.0,9,20,45.0,3,2.5,1.2,+0.5,17,15,5,1,19,Matches
Gabriel Pereira,br BRA,DF,Gil Vicente FC,22,2000,4.6,225,269,83.6,4953,1627,58,67,86.6,118,130,90.8,46,67,68.7,0,0.3,0.2,-0.3,1,12,1,0,10,Matches
Marco André Rocha Pereira,pt POR,GK,Santa Clara,35,1987,8.0,200,277,72.2,5837,4488,38,38,100.0,90,91,98.9,71,144,49.3,0,0.0,0.0,0.0,0,8,1,0,1,Matches
Matheus Pereira,br BRA,DF,Vizela,21,2000,9.0,407,569,71.5,5954,2690,247,277,89.2,132,183,72.1,20,67,29.9,2,1.0,0.7,+1.0,7,24,10,3,34,Matches
