Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Julián Álvarez,ar ARG,"MF,FW",Manchester City,23,2000,29.4,2,0,0,23,13,2,137,2,13,2,0,0,98,4,24,14.3,Matches
Zeki Amdouni,ch SUI,FW,Burnley,22,2000,21.7,2,0,0,22,39,2,8,9,18,1,0,0,79,15,56,21.1,Matches
Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,26,1996,10.4,6,0,0,24,10,0,7,8,16,0,0,0,60,5,6,45.5,Matches
Joachim Andersen,dk DEN,DF,Crystal Palace,27,1996,37.9,7,0,0,43,23,1,31,41,35,0,0,0,193,89,46,65.9,Matches
Elliot Anderson,eng ENG,"MF,FW",Newcastle Utd,20,2002,11.4,3,0,0,21,19,1,19,8,18,0,0,0,60,19,12,61.3,Matches

Jaidon Anthony,eng ENG,FW,Bournemouth,23,1999,1.7,1,0,0,4,2,2,2,1,1,0,0,0,11,1,3,25.0,Matches
Michail Antonio,jm JAM,FW,West Ham,33,1990,18.8,6,0,0,25,28,9,27,4,8,0,0,0,55,33,53,38.4,Matches
Antony,br BRA,FW,Manchester Utd,23,2000,14.7,5,0,0,19,32,2,16,12,21,1,1,0,96,2,21,8.7,Matches
Oliver Arblaster,eng ENG,MF,Sheffield Utd,19,2004,10.5,2,0,0,10,12,0,7,15,14,0,0,1,52,9,15,37.5,Matches
Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,22,2001,20.4,1,0,0,14,20,13,5,1,13,0,0,0,62,7,42,14.3,Matches
Cameron Archer,eng ENG,MF,Aston Villa,22,2001,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Alphonse Areola,fr FRA,GK,West Ham,30,1993,30.0,1,0,0,2,3,0,0,1,1,0,2,1,15,10,1,90.9,Matches
Lorenz Assignon,tg TOG,DF,Burnley,23,2000,13.7,5,1,1,33,16,1,29,19,17,0,2,0,67,13,17,43.3,Matches
Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,30,1992,9.3,2,0,0,8,9,0,22,9,14,0,0,0,50,30,20,60.0,Matches
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25,1997,11.6,2,0,0,9,16,13,1,1,7,0,0,0,33,21,48,30.4,Matches
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31,1991,28.3,9,1,1,46,94,7,97,16,36,0,0,0,155,33,61,35.1,Matches
Benoît Badiashile,fr FRA,DF,Chelsea,22,2001,14.9,3,0,0,17,6,1,2,18,15,0,1,1,82,28,22,56.0,Matches
Leon Bailey,jm JAM,"MF,FW",Aston Villa,25,1997,23.0,5,0,0,26,26,11,75,9,7,0,0,0,107,14,24,36.8,Matches
Stefan Bajcetic,es ESP,MF,Liverpool,18,2004,0.3,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,,Matches
George Baldock,gr GRE,DF,Sheffield Utd,30,1993,10.8,4,0,0,19,14,1,18,10,10,1,0,0,44,13,13,50.0,Matches
Carlos Baleba,cm CMR,MF,Brighton,19,2004,14.7,7,0,0,40,27,0,0,18,20,0,0,0,95,24,9,72.7,Matches
Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,26,1997,0.8,1,0,0,4,2,0,4,3,2,0,0,0,6,0,2,0.0,Matches
Shandon Baptiste,gd GRN,MF,Brentford,25,1998,2.5,1,0,0,3,0,0,3,3,4,0,0,0,17,3,6,33.3,Matches
Valentín Barco,ar ARG,"DF,FW",Brighton,19,2004,3.4,1,0,0,7,7,0,30,4,5,0,0,0,16,1,7,12.5,Matches
Ross Barkley,eng ENG,MF,Luton Town,29,1993,29.1,6,0,0,25,40,0,45,25,19,0,0,0,201,42,34,55.3,Matches
Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,25,1997,8.9,2,0,0,5,21,2,12,5,1,0,0,0,43,4,8,33.3,Matches
Chris Basham,eng ENG,"DF,MF",Sheffield Utd,35,1988,3.6,1,0,0,3,3,2,4,5,2,0,0,0,16,7,8,46.7,Matches
Calvin Bassey,ng NGA,DF,Fulham,23,1999,25.6,6,1,1,15,11,2,3,28,29,0,1,0,171,30,25,54.5,Matches
Owen Beck,wls WAL,DF,Liverpool,20,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Donny van de Beek,nl NED,DF,Manchester Utd,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches

Amari'i Bell,jm JAM,DF,Luton Town,29,1994,19.1,0,0,0,22,16,0,13,25,33,0,0,0,98,20,22,47.6,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,25,1998,10.6,0,1,0,10,24,2,30,8,10,0,0,0,41,8,26,23.5,Matches
Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22,2001,4.7,2,0,0,7,6,2,0,5,6,0,0,1,35,7,18,28.0,Matches
Saïd Benrahma,dz ALG,"FW,MF",West Ham,27,1995,6.9,1,0,0,5,6,1,17,5,4,0,0,0,43,1,5,16.7,Matches
Rodrigo Bentancur,uy URU,MF,Tottenham,26,1997,11.2,7,0,0,20,17,0,9,17,15,0,0,0,54,14,22,38.9,Matches
Daniel Bentley,eng ENG,GK,Wolves,30,1993,4.3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,Matches
Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,32,1990,13.2,2,0,0,9,20,2,70,16,4,0,0,0,56,14,21,40.0,Matches
Sander Berge,no NOR,MF,Burnley,25,1998,33.4,10,1,1,40,19,2,12,23,46,0,0,0,202,64,48,57.1,Matches
Luke Berry,eng ENG,"MF,DF",Luton Town,31,1992,3.6,1,0,0,6,7,0,8,0,2,0,0,0,8,7,7,50.0,Matches
Beto,gw GNB,FW,Everton,25,1998,10.6,2,0,0,21,19,10,5,1,6,0,0,0,36,47,56,45.6,Matches
Jordan Beyer,de GER,DF,Burnley,23,2000,13.7,6,0,0,11,6,0,0,16,20,0,0,0,57,28,26,51.9,Matches
Philip Billing,dk DEN,MF,Bournemouth,27,1996,15.5,3,1,0,19,12,0,29,20,16,0,0,0,76,36,24,60.0,Matches
Yves Bissouma,ml MLI,MF,Tottenham,26,1996,23.0,10,2,1,35,31,0,1,37,52,0,0,0,128,14,15,48.3,Matches
Benicio Boaitey,eng ENG,"FW,DF",Brighton,19,2004,0.4,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,,Matches
Oscar Bobb,no NOR,"FW,MF",Manchester City,20,2003,3.4,0,0,0,2,3,0,5,5,3,0,0,0,17,1,2,33.3,Matches
Jayden Bogle,eng ENG,DF,Sheffield Utd,23,2000,31.0,9,0,0,38,22,4,40,32,36,0,0,1,139,50,28,64.1,Matches
Willy Boly,ci CIV,DF,Nott'ham Forest,32,1991,16.0,3,1,1,20,2,1,1,25,29,0,0,0,86,57,26,68.7,Matches
Sven Botman,nl NED,DF,Newcastle Utd,23,2000,15.3,2,0,0,9,2,1,0,9,13,0,1,1,70,34,17,66.7,Matches
Jarrod Bowen,eng ENG,FW,West Ham,26,1996,33.5,2,0,0,28,42,20,75,19,28,0,0,0,118,33,70,32.0,Matches
Conor Bradley,nir NIR,DF,Liverpool,20,2003,8.4,2,0,0,8,12,2,18,10,25,0,0,1,50,11,5,68.8,Matches
Jarrad Branthwaite,eng ENG,DF,Everton,21,2002,34.6,8,0,0,25,19,5,1,50,32,1,1,0,181,94,43,68.6,Matches
Ben Brereton,cl CHI,"FW,MF",Sheffield Utd,24,1999,12.3,3,0,0,11,19,11,9,3,4,1,0,0,39,7,23,23.3,Matches
Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,23,2000,3.8,0,1,0,5,5,1,3,1,1,0,0,0,9,4,19,17.4,Matches
Armando Broja,al ALB,FW,Chelsea,21,2001,5.0,0,0,0,4,8,6,1,0,0,1,0,0,13,4,14,22.2,Matches
Armando Broja,al ALB,FW,Fulham,21,2001,1.0,0,0,0,5,3,0,1,0,0,0,0,0,3,6,9,40.0,Matches

Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,19,2003,10.4,1,0,0,11,9,0,8,14,13,0,0,0,45,11,14,44.0,Matches
David Brooks,wls WAL,"FW,MF",Bournemouth,26,1997,3.1,1,0,0,6,1,1,15,2,4,0,0,0,17,1,6,14.3,Matches
Jacob Brown,sct SCO,"MF,FW",Luton Town,25,1998,11.3,4,0,0,19,19,6,10,8,12,0,0,0,56,43,54,44.3,Matches
Josh Brownhill,eng ENG,MF,Burnley,27,1995,25.0,4,1,0,38,24,2,57,34,35,0,1,0,124,34,33,50.7,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,24,1998,13.9,1,0,0,13,7,11,62,7,4,0,0,0,64,12,28,30.0,Matches
Hugo Bueno,es ESP,"DF,MF",Wolves,20,2002,8.2,1,0,0,7,6,1,29,6,14,0,0,1,37,9,12,42.9,Matches
Santiago Bueno,uy URU,DF,Wolves,24,1998,9.1,1,0,0,10,5,0,2,6,7,0,0,0,30,15,26,36.6,Matches
Facundo Buonanotte,ar ARG,"FW,MF",Brighton,18,2004,15.2,7,0,0,34,41,3,6,8,22,0,0,0,66,6,16,27.3,Matches
Reece Burke,eng ENG,DF,Luton Town,26,1996,18.4,5,0,0,20,12,1,13,18,23,0,1,0,62,46,32,59.0,Matches
Dan Burn,eng ENG,DF,Newcastle Utd,31,1992,30.3,4,0,0,32,11,4,11,37,33,0,1,0,124,101,47,68.2,Matches
Mason Burstow,eng ENG,FW,Chelsea,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Moisés Caicedo,ec ECU,MF,Chelsea,21,2001,31.8,11,0,0,50,49,0,10,37,46,0,1,0,200,30,31,49.2,Matches
Tom Cairney,sct SCO,MF,Fulham,32,1991,16.5,3,0,0,16,23,0,25,13,16,1,0,1,105,14,6,70.0,Matches
Dominic Calvert-Lewin,eng ENG,FW,Everton,26,1997,24.1,2,0,0,31,32,24,3,4,6,0,0,0,46,137,144,48.8,Matches
Thomas Cannon,ie IRL,FW,Everton,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Diego Carlos,br BRA,DF,Aston Villa,30,1993,20.2,4,0,0,26,4,1,1,13,16,0,0,0,78,21,26,44.7,Matches
Cesare Casadei,it ITA,"FW,MF",Chelsea,20,2003,0.9,0,0,0,4,1,0,0,0,3,0,0,0,1,12,4,75.0,Matches
Casemiro,br BRA,"MF,DF",Manchester Utd,31,1992,22.0,7,0,0,30,10,6,13,18,56,0,1,0,133,42,22,65.6,Matches
Kaelan Casey,eng ENG,DF,West Ham,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Matty Cash,pl POL,DF,Aston Villa,25,1997,23.8,8,0,0,30,22,0,39,18,31,0,1,1,110,15,21,41.7,Matches
Timothy Castagne,be BEL,DF,Fulham,27,1995,29.3,3,0,0,22,10,3,50,38,24,0,0,0,119,35,32,52.2,Matches
Jonny Castro,es ESP,MF,Wolves,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Trevoh Chalobah,eng ENG,DF,Chelsea,24,1999,10.6,1,0,0,3,3,0,0,8,12,0,0,0,46,19,22,46.3,Matches
Calum Chambers,eng ENG,"MF,DF",Aston Villa,28,1995,1.7,1,0,0,3,1,0,0,2,0,0,0,0,8,1,1,50.0,Matches
Youssef Chermiti,pt POR,FW,Everton,19,2004,2.3,3,0,0,11,4,6,0,1,2,0,0,0,9,15,19,44.1,Matches

Ben Chilwell,eng ENG,DF,Chelsea,26,1996,8.4,5,0,0,11,12,4,43,4,10,0,0,0,33,12,15,44.4,Matches
Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,19,2003,1.6,1,0,0,4,2,1,4,1,3,0,0,0,3,1,3,25.0,Matches
Leon Chiwome,eng ENG,FW,Wolves,17,2006,1.9,0,0,0,2,2,2,0,0,1,0,0,0,5,2,6,25.0,Matches
Tahith Chong,nl NED,"MF,FW",Luton Town,23,1999,22.0,4,0,0,21,64,4,35,8,22,0,0,0,104,9,22,29.0,Matches
Ryan Christie,sct SCO,MF,Bournemouth,28,1995,32.3,6,0,0,48,38,5,73,52,44,0,1,0,231,21,38,35.6,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,19,2003,2.5,2,0,0,3,2,0,1,0,4,0,0,0,11,1,3,25.0,Matches
Bobby Clark,eng ENG,MF,Liverpool,18,2005,1.0,0,0,0,4,3,0,0,1,1,0,0,0,6,0,0,,Matches
Jordan Clark,eng ENG,MF,Luton Town,29,1993,14.5,4,0,0,14,26,5,23,11,17,0,0,0,59,18,15,54.5,Matches
Nathaniel Clyne,eng ENG,DF,Crystal Palace,32,1991,14.9,0,0,0,6,3,0,9,10,15,0,0,0,50,13,8,61.9,Matches
Séamus Coleman,ie IRL,DF,Everton,34,1988,7.4,0,0,0,6,5,0,13,7,14,0,0,1,39,1,4,20.0,Matches
Nathan Collins,ie IRL,DF,Brentford,22,2001,29.5,3,0,0,12,23,3,4,44,20,0,0,0,136,73,35,67.6,Matches
Levi Colwill,eng ENG,DF,Chelsea,20,2003,20.0,2,0,0,25,14,4,12,26,30,0,0,0,96,43,20,68.3,Matches
Lewis Cook,eng ENG,MF,Bournemouth,26,1997,31.0,5,1,0,39,16,2,132,65,41,0,0,0,228,42,29,59.2,Matches
Jack Cork,eng ENG,MF,Burnley,34,1989,0.3,0,0,0,4,1,0,1,1,0,0,0,0,2,0,2,0.0,Matches
Maxwel Cornet,ci CIV,"MF,FW",West Ham,26,1996,1.2,0,0,0,2,2,3,1,2,2,0,0,0,8,0,5,0.0,Matches
Vladimír Coufal,cz CZE,DF,West Ham,30,1992,34.8,7,1,1,32,26,1,106,43,41,0,1,0,154,40,37,51.9,Matches
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,31,1992,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Aaron Cresswell,eng ENG,"DF,FW",West Ham,33,1989,4.8,1,0,0,2,3,1,11,3,2,0,0,0,18,6,3,66.7,Matches
Marc Cucurella,es ESP,DF,Chelsea,25,1998,19.8,10,0,0,23,35,1,16,22,38,1,1,1,96,22,17,56.4,Matches
Josh Cullen,ie IRL,MF,Burnley,27,1996,22.9,9,0,0,24,49,0,26,15,29,0,0,0,141,19,24,44.2,Matches
Matheus Cunha,br BRA,"FW,MF",Wolves,24,1999,27.1,9,0,0,31,50,4,24,13,16,1,0,0,114,16,47,25.4,Matches
Sam Curtis,ie IRL,DF,Sheffield Utd,17,2005,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Mahmoud Dahoud,de GER,MF,Brighton,27,1996,5.0,1,1,0,6,2,0,3,1,4,0,0,0,26,0,5,0.0,Matches
Ameen Al-Dakhil,be BEL,DF,Burnley,21,2002,11.7,1,0,0,6,4,0,3,12,5,0,1,1,50,14,23,37.8,Matches
Diogo Dalot,pt POR,DF,Manchester Utd,24,1999,35.3,6,1,1,45,14,2,80,37,51,0,1,0,195,32,25,56.1,Matches

Mikkel Damsgaard,dk DEN,MF,Brentford,23,2000,9.4,2,0,0,14,8,3,29,11,17,0,0,0,57,12,11,52.2,Matches
Danilo,br BRA,MF,Nott'ham Forest,22,2001,19.9,4,0,0,13,9,2,26,35,18,0,1,0,118,14,10,58.3,Matches
Arnaut Danjuma,nl NED,"MF,FW",Everton,26,1997,6.6,0,0,0,7,5,3,10,3,4,0,0,0,25,3,5,37.5,Matches
Jayden Danns,eng ENG,FW,Liverpool,17,2006,0.1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Josh Dasilva,eng ENG,"DF,FW",Brentford,24,1998,0.3,0,0,0,2,0,0,6,0,1,0,0,0,2,0,0,,Matches
David Datro Fofana,ci CIV,FW,Burnley,20,2002,9.8,1,0,0,17,10,9,3,1,5,0,0,0,22,13,33,28.3,Matches
Ben Davies,wls WAL,DF,Tottenham,30,1993,12.1,2,0,0,8,19,0,10,10,17,1,0,0,53,29,21,58.0,Matches
Tom Davies,eng ENG,MF,Sheffield Utd,25,1998,2.5,2,0,0,7,2,0,4,3,5,0,1,0,21,3,3,50.0,Matches
Craig Dawson,eng ENG,DF,Wolves,33,1990,24.5,7,0,0,20,15,4,1,16,20,0,0,0,100,63,32,66.3,Matches
Kevin De Bruyne,be BEL,MF,Manchester City,32,1991,13.6,2,0,0,11,13,1,136,4,9,0,0,0,54,6,5,54.5,Matches
Hannes Delcroix,be BEL,DF,Burnley,24,1999,6.5,2,0,0,6,0,0,5,9,6,0,0,0,29,8,9,47.1,Matches
Leander Dendoncker,be BEL,MF,Aston Villa,28,1995,1.3,0,0,0,1,1,0,0,2,4,0,0,0,4,4,5,44.4,Matches
Moussa Diaby,fr FRA,"FW,MF",Aston Villa,24,1999,24.2,1,0,0,16,15,6,45,9,5,0,0,0,62,2,15,11.8,Matches
Amad Diallo,ci CIV,"FW,MF",Manchester Utd,21,2002,4.3,1,0,0,5,4,0,1,1,3,0,0,0,14,4,6,40.0,Matches
Amadou Diallo,eng ENG,MF,Newcastle Utd,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Rúben Dias,pt POR,DF,Manchester City,26,1997,28.4,0,0,0,23,15,0,13,30,20,0,1,1,108,47,42,52.8,Matches
Luis Díaz,co COL,FW,Liverpool,26,1997,29.2,3,0,0,54,42,20,26,3,25,1,0,0,127,26,48,35.1,Matches
Eric Dier,eng ENG,DF,Tottenham,29,1994,2.2,0,0,0,0,1,2,0,2,1,0,0,0,7,3,5,37.5,Matches
Lucas Digne,fr FRA,DF,Aston Villa,30,1993,26.8,7,0,0,29,30,3,154,26,19,0,0,0,101,42,24,63.6,Matches
Issa Diop,fr FRA,DF,Fulham,26,1997,15.8,4,1,1,17,4,0,0,17,16,0,3,0,65,25,17,59.5,Matches
Axel Disasi,fr FRA,DF,Chelsea,25,1998,28.7,6,0,0,17,17,4,10,18,19,0,0,1,150,72,31,69.9,Matches
Ben Doak,sct SCO,FW,Liverpool,17,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Lewis Dobbin,eng ENG,MF,Everton,20,2003,2.6,1,0,0,3,6,0,7,1,7,0,0,0,20,2,1,66.7,Matches
Matt Doherty,ie IRL,"DF,MF",Wolves,31,1992,12.8,2,0,0,13,11,5,13,7,18,0,0,0,65,38,33,53.5,Matches
Jeremy Doku,be BEL,"FW,MF",Manchester City,21,2002,17.7,3,0,0,15,33,5,61,9,22,2,0,0,75,2,3,40.0,Matches

Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25,1998,16.6,4,0,0,26,16,2,6,18,34,0,0,0,108,21,19,52.5,Matches
Jamie Donley,eng ENG,FW,Tottenham,18,2005,0.0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,50.0,Matches
Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,30,1993,29.2,7,0,0,53,8,21,26,15,27,0,1,0,144,24,40,37.5,Matches
Cheick Doucouré,ml MLI,MF,Crystal Palace,23,2000,10.2,2,0,0,10,1,0,1,20,17,0,0,0,74,5,9,35.7,Matches
Alfie Doughty,eng ENG,DF,Luton Town,23,1999,32.5,5,0,0,31,9,13,340,31,40,0,0,0,185,23,12,65.7,Matches
Tommy Doyle,eng ENG,MF,Wolves,21,2001,13.6,2,0,0,11,4,0,28,12,13,0,0,0,93,0,4,0.0,Matches
Radu Drăgușin,ro ROU,DF,Tottenham,21,2002,4.8,1,0,0,6,4,1,0,8,3,0,0,0,21,9,6,60.0,Matches
Martin Dúbravka,sk SVK,GK,Newcastle Utd,34,1989,22.1,1,0,0,2,5,0,0,0,0,0,2,0,29,4,0,100.0,Matches
Paul Dummett,wls WAL,DF,Newcastle Utd,31,1991,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,100.0,Matches
Lewis Dunk,eng ENG,DF,Brighton,31,1991,31.9,7,1,0,23,12,1,7,31,14,0,1,0,180,57,32,64.0,Matches
Jhon Durán,co COL,"FW,MF",Aston Villa,19,2003,5.3,5,0,0,12,8,4,6,1,5,1,0,0,15,20,12,62.5,Matches
George Earthy,eng ENG,FW,West Ham,18,2004,0.4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,Matches
Ederson,br BRA,GK,Manchester City,29,1993,30.9,5,0,0,2,4,0,0,0,0,0,1,0,53,8,0,100.0,Matches
Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,25,1998,17.3,4,0,0,31,22,9,10,6,12,0,0,0,38,30,54,35.7,Matches
John Egan,ie IRL,DF,Sheffield Utd,30,1992,5.4,2,0,0,6,1,0,0,13,4,0,1,0,21,14,8,63.6,Matches
Hjalmar Ekdal,se SWE,DF,Burnley,24,1998,4.9,2,0,0,8,2,0,0,6,2,0,0,0,26,4,9,30.8,Matches
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21,2002,27.0,1,0,0,9,26,19,58,8,19,0,0,0,96,17,37,31.5,Matches
Harvey Elliott,eng ENG,"MF,FW",Liverpool,20,2003,15.0,2,0,0,7,13,1,62,6,17,1,0,0,78,9,13,40.9,Matches
Mohamed Elneny,eg EGY,MF,Arsenal,31,1992,0.3,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50.0,Matches
Emerson,br BRA,DF,Tottenham,24,1999,12.9,4,0,0,14,38,0,14,20,24,0,0,0,82,15,21,41.7,Matches
Julio Enciso,py PAR,"MF,FW",Brighton,19,2004,5.3,2,0,0,6,10,1,8,0,2,0,0,0,13,1,2,33.3,Matches
Wataru Endo,jp JPN,MF,Liverpool,30,1993,19.1,10,0,0,50,25,0,4,20,28,0,0,0,108,31,27,53.4,Matches
Christian Eriksen,dk DEN,MF,Manchester Utd,31,1992,12.7,1,0,0,7,3,1,43,4,13,0,0,0,86,1,7,12.5,Matches
Maxime Estève,fr FRA,DF,Burnley,21,2002,14.5,6,0,0,25,16,0,5,27,10,0,0,0,62,26,22,54.2,Matches
Pervis Estupiñán,ec ECU,DF,Brighton,25,1998,13.8,4,0,0,22,17,5,65,21,13,0,0,1,90,12,14,46.2,Matches

Jonny Evans,nir NIR,DF,Manchester Utd,35,1988,15.5,2,0,0,17,13,0,0,23,14,0,0,0,70,36,18,66.7,Matches
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25,1998,22.8,3,0,0,27,48,11,107,11,17,1,1,0,135,12,24,33.3,Matches
Łukasz Fabiański,pl POL,GK,West Ham,38,1985,8.0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,100.0,Matches
Romain Faivre,fr FRA,"MF,FW",Bournemouth,25,1998,0.5,1,0,0,2,4,0,3,0,1,0,0,0,1,0,1,0.0,Matches
Ansu Fati,es ESP,"MF,FW",Brighton,20,2002,5.8,2,0,0,6,13,2,3,3,3,0,0,0,22,1,10,9.1,Matches
Felipe,br BRA,DF,Nott'ham Forest,34,1989,4.2,4,0,0,10,2,0,0,4,9,0,0,0,20,14,6,70.0,Matches
Evan Ferguson,ie IRL,FW,Brighton,18,2004,15.2,1,0,0,24,25,5,1,2,6,1,0,0,25,13,18,41.9,Matches
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28,1994,34.6,9,0,0,41,28,13,223,27,38,0,0,0,200,21,25,45.7,Matches
Enzo Fernández,ar ARG,MF,Chelsea,22,2001,24.5,7,0,0,33,31,4,45,17,22,1,1,0,122,21,23,47.7,Matches
John Fleck,sct SCO,"MF,DF",Sheffield Utd,31,1991,1.0,1,0,0,2,2,0,0,0,0,0,0,0,5,2,7,22.2,Matches
Mark Flekken,nl NED,GK,Brentford,30,1993,36.5,3,0,0,2,4,0,0,0,1,0,1,0,41,10,1,90.9,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,23,2000,31.7,2,0,0,14,60,5,89,13,20,0,1,0,127,6,17,26.1,Matches
Wes Foderingham,eng ENG,GK,Sheffield Utd,32,1991,29.4,2,0,0,1,12,0,0,0,3,0,0,1,31,1,1,50.0,Matches
Pablo Fornals,es ESP,"MF,FW",West Ham,27,1996,4.7,0,0,0,3,5,1,8,6,6,0,0,0,26,3,6,33.3,Matches
