Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Yannick Brugger,de GER,"DF,MF",Admira,20,2001,10.0,1,0,0,13,13,0,1,16,15,,,0,Matches
Csaba Bukta,hu HUN,"MF,DF",SCR Altach,20,2001,10.7,0,0,0,7,9,0,23,16,13,,,0,Matches
David Bumberger,at AUT,"DF,MF",SCR Altach,22,1999,4.6,1,0,0,2,1,0,1,18,5,,,0,Matches
Mohamed Camara,ml MLI,"MF,DF",RB Salzburg,21,2000,19.6,9,0,0,38,56,0,4,37,33,,,0,Matches
Marcel Canadi,at AUT,FW,Ried,23,1997,2.2,0,0,0,6,3,1,2,1,0,,,0,Matches
Nicolás Capaldo,ar ARG,MF,RB Salzburg,23,1997,17.5,7,0,0,34,31,3,57,18,23,,,0,Matches

Tino Casali,at AUT,GK,SCR Altach,25,1995,29.9,0,0,0,0,3,0,0,0,1,,,0,Matches
Seifedin Chabbi,at AUT,FW,Ried,28,1993,11.1,1,0,0,8,11,13,5,1,2,,,0,Matches
Christopher Cvetko,at AUT,MF,SK Austria Klagenfurt,24,1997,27.3,8,0,0,39,13,1,21,42,26,,,0,Matches
Berkay Dabanlı,,DF,SCR Altach,31,1990,13.3,5,0,0,17,11,0,1,29,9,,,0,Matches
Amadou Dante,ml MLI,DF,Sturm Graz,20,2000,26.2,3,0,0,26,17,1,64,68,49,,,1,Matches
Niko Datković,hr CRO,DF,Admira,28,1993,8.5,5,0,0,12,4,0,0,22,5,,,0,Matches
Amar Dedić,ba BIH,DF,Wolfsberger AC,18,2002,31.0,4,0,0,23,34,1,39,65,33,,,0,Matches
Vesel Demaku,at AUT,"MF,FW",Austria Wien,21,2000,12.9,6,1,1,26,7,0,3,26,19,,,0,Matches
Yusuf Demir,at AUT,MF,Rapid Wien,18,2003,5.6,1,0,0,10,14,1,22,3,4,,,0,Matches
Mamady Diambou,ml MLI,"DF,MF",RB Salzburg,18,2002,2.6,0,0,0,6,7,0,0,5,7,,,0,Matches
Youba Diarra,ml MLI,MF,Hartberg,23,1998,12.0,5,0,0,23,20,0,5,39,17,,,0,Matches
Christopher Dibon,at AUT,DF,Rapid Wien,30,1990,1.1,0,0,0,0,0,0,2,2,0,,,0,Matches
Cheikhou Dieng,sn SEN,FW,Wolfsberger AC,27,1993,5.8,1,0,0,9,14,6,15,2,2,,,0,Matches
Marko Dijakovic,at AUT,DF,Rapid Wien,19,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Gontie Diomande,ci CIV,MF,Ried,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Marco Djuricin,at AUT,FW,Austria Wien,28,1992,19.9,3,0,0,22,31,17,10,4,8,,,0,Matches
Nene Dorgeles,ml MLI,"FW,MF",Ried,18,2002,10.3,1,0,0,12,17,3,13,7,12,,,0,Matches
Ferdy Druijf,nl NED,"FW,MF",Rapid Wien,23,1998,9.2,1,0,0,13,19,2,3,3,5,,,0,Matches
Thomas Ebner,at AUT,"MF,FW",Admira,29,1992,17.9,4,0,0,21,20,1,3,38,21,,,0,Matches
Ilay Elmkies,il ISR,MF,Admira,21,2000,4.3,2,0,0,6,7,0,7,15,7,,,0,Matches
Philipp Erhardt,at AUT,MF,Hartberg,27,1993,4.9,2,0,0,4,5,0,1,7,8,,,0,Matches
Julius Ertlthaler,at AUT,MF,WSG Tirol,24,1997,6.8,2,0,0,9,13,2,9,10,17,,,0,Matches
Florian Faist,at AUT,GK,Hartberg,32,1989,1.0,0,0,0,0,0,0,0,1,0,,,0,Matches
Pascal Fallmann,at AUT,DF,Rapid Wien,17,2003,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches
Patrick Farkas,at AUT,DF,Hartberg,28,1992,12.7,2,0,0,13,10,0,48,21,21,,,0,Matches

Petar Filipović,de GER,DF,LASK,30,1990,13.4,3,0,0,18,16,0,1,26,14,,,0,Matches
Manfred Fischer,at AUT,MF,Austria Wien,25,1995,30.4,4,0,0,29,39,10,36,32,30,,,0,Matches
Dominik Fitz,at AUT,"MF,FW",Austria Wien,22,1999,6.8,1,0,0,14,11,1,40,6,3,,,0,Matches
Florian Flecker,at AUT,"MF,DF",LASK,25,1995,21.6,6,0,0,33,20,5,85,23,17,,,0,Matches
Amankwah Forson,gh GHA,MF,RB Salzburg,18,2002,0.1,0,0,0,0,0,0,1,0,1,,,0,Matches
Justin Forst,at AUT,FW,WSG Tirol,18,2003,2.0,0,0,0,4,5,0,1,0,0,,,1,Matches
Taxiarchis Fountas,gr GRE,"MF,FW",Rapid Wien,25,1995,13.1,3,0,0,22,20,8,15,1,15,,,0,Matches
Lukas Fridrikas,at AUT,FW,SK Austria Klagenfurt,23,1997,1.9,1,0,0,2,5,1,4,2,2,,,0,Matches
Alexander Fuchs,de GER,MF,SK Austria Klagenfurt,24,1997,2.9,2,0,0,7,2,0,2,5,3,,,0,Matches
Lucas Galvão,br BRA,DF,Austria Wien,30,1991,12.0,2,0,0,9,10,0,1,26,16,,,0,Matches
Joseph Ganda,il ISR,"MF,FW",Admira,24,1997,9.5,2,0,0,26,9,8,12,3,10,,,0,Matches
Paul Gartler,at AUT,GK,Rapid Wien,24,1997,16.3,0,0,0,0,5,0,0,1,2,,,0,Matches
Angelo Gattermayer,at AUT,MF,Admira,19,2002,6.7,1,0,0,6,13,5,9,4,4,,,0,Matches
Gianluca Gaudino,de GER,MF,SCR Altach,24,1996,11.5,3,0,0,15,20,0,47,12,14,,,0,Matches
Jusuf Gazibegović,ba BIH,DF,Sturm Graz,21,2000,21.9,5,0,0,31,34,0,75,43,21,,,0,Matches
Turgay Gemicibaşi,,MF,SK Austria Klagenfurt,25,1996,22.8,12,3,1,45,29,0,72,33,23,,,0,Matches
Niklas Geyrhofer,at AUT,DF,Sturm Graz,21,2000,4.4,2,0,0,5,2,0,1,14,2,,,0,Matches
Kosmas Gezos,gr GRE,DF,SK Austria Klagenfurt,28,1992,15.1,3,1,0,7,17,0,6,34,27,,,0,Matches
Anderson Gniangbo,ci CIV,"MF,FW",Sturm Graz,21,1999,13.9,0,0,0,6,8,1,8,12,9,,,0,Matches
Thomas Goiginger,at AUT,"MF,FW",LASK,28,1993,22.1,1,0,0,28,39,17,125,7,16,,,0,Matches
Manfred Gollner,at AUT,DF,Hartberg,30,1990,19.9,4,0,0,20,13,1,10,39,19,,,0,Matches
Jon Gorenc Stanković,si SVN,"MF,DF",Sturm Graz,25,1996,27.5,6,0,0,57,53,0,7,70,38,,,0,Matches
Marvin da Graça,lu LUX,"DF,MF",Austria Wien,26,1995,12.9,3,1,1,9,13,0,21,15,9,,,0,Matches
Matthias Gragger,at AUT,DF,Ried,19,2001,2.7,1,0,0,3,4,0,0,9,8,,,1,Matches
Srđan Grahovac,ba BIH,MF,Rapid Wien,28,1992,14.1,3,0,0,26,20,0,12,29,18,,,0,Matches

Patrick Greil,at AUT,MF,SK Austria Klagenfurt,24,1996,28.1,3,0,0,36,31,5,98,30,19,,,0,Matches
Leo Greiml,at AUT,DF,Rapid Wien,20,2001,10.4,3,0,0,9,16,0,2,34,11,,,0,Matches
Lukas Grgic,at AUT,MF,LASK,25,1995,9.1,5,0,0,19,17,0,2,12,10,,,0,Matches
Adam Griger,sk SVK,FW,LASK,17,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Andreas Gruber,at AUT,MF,LASK,26,1995,3.5,0,0,0,6,3,2,8,3,2,,,0,Matches
Marco Grüll,at AUT,"MF,FW",Rapid Wien,23,1998,27.9,8,0,0,46,67,7,152,7,16,,,0,Matches
Alexander Grünwald,at AUT,MF,Austria Wien,32,1989,11.7,3,0,0,17,13,3,22,10,6,,,0,Matches
David Gugganig,at AUT,"MF,DF",Wolfsberger AC,24,1997,5.8,4,1,1,5,5,0,3,14,9,,,0,Matches
Daouda Guindo,ml MLI,DF,RB Salzburg,18,2002,2.4,0,0,0,2,2,0,5,5,1,,,0,Matches
Julian von Haacke,de GER,MF,SK Austria Klagenfurt,27,1994,0.6,0,0,0,0,0,0,2,0,0,,,0,Matches
Christoph Haas,at AUT,GK,Ried,29,1992,1.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Johannes Handl,at AUT,"DF,MF",Austria Wien,23,1998,15.9,3,0,0,9,12,0,1,40,10,,,0,Matches
Stefan Haudum,at AUT,MF,SCR Altach,26,1994,25.7,5,0,0,15,18,0,9,45,32,,,0,Matches
Marco Hausjell,at AUT,FW,Admira,22,1999,2.6,0,0,0,6,6,0,8,0,2,,,0,Matches
Niklas Hedl,at AUT,GK,Rapid Wien,20,2001,9.9,0,1,0,1,2,0,0,0,0,,,0,Matches
Jürgen Heil,at AUT,MF,Hartberg,24,1997,27.5,5,0,0,58,54,5,31,17,41,,,0,Matches
Gustav Henriksson,se SWE,DF,Wolfsberger AC,23,1998,0.2,0,0,0,0,0,0,0,1,0,,,0,Matches
Stefan Hierländer,at AUT,MF,Sturm Graz,30,1991,18.7,2,0,0,31,20,1,29,21,21,,,0,Matches
Maximilian Hofmann,at AUT,DF,Rapid Wien,27,1993,12.0,5,0,0,13,16,1,0,20,13,,,0,Matches
James Holland,au AUS,"MF,DF",LASK,32,1989,19.1,4,0,0,36,12,2,21,25,25,,,0,Matches
Matija Horvat,hr CRO,"MF,DF",Hartberg,22,1999,17.7,5,0,0,33,27,1,12,35,27,,,0,Matches
Sascha Horvath,at AUT,"MF,FW",LASK,24,1996,22.6,4,0,0,19,22,2,46,13,15,,,0,Matches
Sascha Horvath,at AUT,"MF,FW",Hartberg,24,1996,5.9,0,0,0,3,10,0,37,0,8,,,0,Matches
Muharem Huskovic,at AUT,"FW,MF",Austria Wien,18,2003,7.7,5,0,0,27,15,9,1,3,8,,,0,Matches
Philipp Hütter,at AUT,DF,SK Austria Klagenfurt,30,1990,3.2,1,0,0,8,8,0,7,3,4,,,0,Matches

Hong Hyunseok,kr KOR,MF,LASK,22,1999,12.9,1,0,0,16,10,0,18,16,19,,,0,Matches
Rasmus Højlund,dk DEN,FW,Sturm Graz,18,2003,12.8,5,0,0,20,9,4,9,1,2,,,0,Matches
Sandro Ingolitsch,at AUT,"DF,MF",Sturm Graz,24,1997,0.1,0,0,0,0,0,0,2,0,1,,,0,Matches
Leonardo Ivkic,at AUT,DF,Austria Wien,18,2003,8.3,3,0,0,11,11,0,15,6,7,,,0,Matches
Nosa Iyobosa Edokpolor,at AUT,"MF,DF",SCR Altach,24,1996,15.4,2,1,0,11,14,3,71,15,16,,,0,Matches
Lukas Jäger,at AUT,DF,Sturm Graz,27,1994,11.1,4,0,0,13,15,0,28,17,10,,,0,Matches
Jakob Jantscher,at AUT,FW,Sturm Graz,32,1989,24.4,2,0,0,9,10,33,188,2,3,,,0,Matches
Florian Jaritz,at AUT,"FW,DF",SK Austria Klagenfurt,23,1997,16.7,1,0,0,15,15,1,27,25,19,,,0,Matches
Adis Jasic,at AUT,DF,Wolfsberger AC,18,2003,19.1,1,0,0,19,9,0,61,48,30,,,0,Matches
Branko Jovičić,rs SRB,MF,LASK,28,1993,7.3,1,0,0,10,8,0,5,16,10,,,0,Matches
Miloš Jovičić,rs SRB,DF,Ried,26,1995,4.5,0,1,0,7,0,0,0,12,5,,,0,Matches
Aleksandar Jukic,at AUT,"MF,FW",Austria Wien,21,2000,16.7,1,0,0,10,12,4,50,10,12,,,0,Matches
Zlatko Junuzović,at AUT,"DF,MF",RB Salzburg,33,1987,5.0,0,0,0,5,8,1,45,6,6,,,0,Matches
Tobias Kainz,at AUT,MF,Hartberg,28,1992,28.3,4,0,0,31,29,0,123,36,36,,,0,Matches
Benjamin Kanuric,at AUT,MF,Rapid Wien,18,2003,0.2,0,0,0,1,0,0,1,0,0,,,0,Matches
Ercan Kara,at AUT,FW,Rapid Wien,25,1996,15.0,1,0,0,27,33,12,8,3,1,,,0,Matches
Mamoudou Karamoko,fr FRA,FW,LASK,21,1999,9.8,0,0,0,18,21,1,5,2,4,,,0,Matches
Aristot Kasengele,at AUT,DF,Rapid Wien,17,2004,0.0,0,0,0,0,0,0,1,0,0,,,0,Matches
Can Keles,at AUT,"MF,FW",Austria Wien,19,2001,10.2,1,0,0,5,11,3,35,2,12,,,0,Matches
Felix Kerber,at AUT,FW,WSG Tirol,18,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Roman Kerschbaum,at AUT,MF,Admira,27,1994,25.5,7,0,0,38,43,2,53,21,10,,,0,Matches
Koya Kitagawa,jp JPN,FW,Rapid Wien,25,1996,2.6,0,0,0,0,2,0,2,3,0,,,0,Matches
Otar Kiteishvili,ge GEO,"MF,FW",Sturm Graz,25,1996,8.7,3,0,0,10,23,2,6,8,11,,,0,Matches
Maurits Kjærgaard,dk DEN,"MF,FW",RB Salzburg,18,2003,8.4,1,0,0,5,8,4,16,8,8,,,0,Matches
Leon Klassen,ru RUS,"DF,MF",WSG Tirol,21,2000,15.2,3,0,0,11,9,2,88,18,18,,,0,Matches

Christian Klem,at AUT,DF,Hartberg,30,1991,21.1,2,0,0,17,14,1,63,32,15,,,0,Matches
Christoph Knasmüllner,at AUT,MF,Rapid Wien,29,1992,15.2,2,0,0,21,7,1,9,5,8,,,0,Matches
Martin Kobras,at AUT,GK,SCR Altach,35,1986,2.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Fabian Koch,at AUT,DF,WSG Tirol,32,1989,26.1,6,0,0,25,22,1,25,52,30,,,0,Matches
Alexander Kofler,at AUT,GK,Wolfsberger AC,34,1986,28.0,3,0,0,1,2,0,0,0,1,,,1,Matches
Thomas Kofler,at AUT,"DF,MF",Hartberg,23,1998,7.2,2,0,0,4,5,0,23,8,10,,,0,Matches
Philipp Köhn,ch SUI,GK,RB Salzburg,23,1998,28.0,0,0,0,0,2,0,0,2,0,,,0,Matches
Sekou Koita,ml MLI,FW,RB Salzburg,21,1999,0.2,1,0,0,0,0,1,0,0,0,,,0,Matches
Dario Kreiker,at AUT,MF,Austria Wien,18,2003,0.4,0,0,0,2,2,0,1,0,4,,,0,Matches
Rasmus Kristensen,dk DEN,DF,RB Salzburg,24,1997,28.1,1,0,0,16,17,2,97,32,24,,,0,Matches
Sandi Križman,hr CRO,FW,SCR Altach,31,1989,9.9,2,0,0,17,23,2,3,11,5,,,0,Matches
Luca Kronberger,at AUT,MF,Sturm Graz,19,2002,1.6,1,0,0,1,3,0,0,3,1,,,0,Matches
Luca Kronberger,at AUT,"MF,FW",Admira,19,2002,13.2,3,0,0,17,21,3,19,9,6,,,0,Matches
Andreas Kuen,at AUT,"MF,FW",Sturm Graz,26,1995,15.4,1,1,0,22,29,0,50,16,15,,,0,Matches
Manuel Kuttin,at AUT,GK,Wolfsberger AC,27,1993,4.0,0,0,0,0,2,0,0,0,0,,,0,Matches
Markus Lackner,at AUT,DF,Ried,30,1991,15.1,1,0,0,11,8,0,0,34,16,,,0,Matches
Christoph Lang,at AUT,MF,Sturm Graz,19,2002,0.7,0,0,0,3,1,0,1,1,0,,,0,Matches
Luan Leite,br BRA,DF,Admira,25,1996,5.2,2,0,0,5,4,0,0,10,4,,,0,Matches
Mario Leitgeb,at AUT,"MF,DF",Wolfsberger AC,33,1988,26.6,4,0,0,18,15,0,3,45,5,,,0,Matches
Andreas Leitner,at AUT,GK,Admira,27,1994,32.0,3,0,0,1,7,0,0,0,1,,,0,Matches
Michael Lema,at AUT,MF,Hartberg,21,1999,2.3,0,0,0,7,3,4,3,1,2,,,0,Matches
Jürgen Lemmerer,at AUT,FW,Hartberg,18,2003,2.8,0,0,0,5,3,0,0,0,0,,,0,Matches
Gabriel Lemoine,be BEL,FW,Hartberg,20,2001,1.7,0,0,0,2,3,0,1,0,1,,,0,Matches
Michael Lercher,at AUT,"DF,MF",Ried,25,1996,4.2,1,0,0,3,0,0,7,14,6,,,0,Matches
Yannis Letard,gf GUF,DF,LASK,22,1998,3.7,1,1,0,8,5,2,1,14,5,,,1,Matches

Michael Liendl,at AUT,"MF,FW",Wolfsberger AC,35,1985,29.1,3,0,0,10,55,6,236,10,14,,,0,Matches
Ivan Ljubic,at AUT,"MF,DF",Sturm Graz,25,1996,10.3,2,0,0,12,9,0,8,11,10,,,0,Matches
Robert Ljubicic,at AUT,MF,Rapid Wien,22,1999,23.0,5,1,0,38,34,2,11,32,25,,,0,Matches
Luka Lochoshvili,ge GEO,"DF,MF",Wolfsberger AC,23,1998,26.0,3,0,0,32,11,1,2,59,35,,,0,Matches
Felix Luckeneder,at AUT,DF,LASK,27,1994,7.7,4,0,0,17,6,0,0,13,4,,,0,Matches
Felix Luckeneder,at AUT,DF,Hartberg,27,1994,3.9,1,0,0,5,1,1,0,9,2,,,0,Matches
Kilian Ludewig,de GER,"DF,MF",RB Salzburg,21,2000,0.7,0,0,0,0,0,0,0,0,1,,,0,Matches
Leonardo Lukacevic,at AUT,"DF,MF",Admira,22,1999,24.8,7,1,1,23,30,1,154,44,36,,,0,Matches
Kai Lukas Stratznig,at AUT,"MF,FW",Wolfsberger AC,19,2002,6.0,1,0,0,3,4,1,4,5,4,,,0,Matches
Tim Maciejewski,de GER,"FW,MF",SK Austria Klagenfurt,20,2001,5.7,0,0,0,7,0,2,21,7,5,,,0,Matches
Thorsten Mahrer,at AUT,DF,SK Austria Klagenfurt,31,1990,20.0,3,1,0,13,12,0,1,44,23,,,0,Matches
Sámuel Major,hu HUN,DF,Admira,19,2002,2.0,0,0,0,7,7,0,4,3,16,,,0,Matches
Lukas Malicsek,at AUT,"MF,DF",Admira,22,1999,26.4,7,0,0,49,31,0,7,38,45,,,0,Matches
Nico Mantl,de GER,GK,RB Salzburg,21,2000,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Dario Maresic,at AUT,DF,LASK,21,1999,6.7,1,0,0,6,4,2,0,10,12,,,0,Matches
Fabio Markelic,at AUT,MF,SK Austria Klagenfurt,19,2001,1.4,0,0,0,0,1,0,0,0,2,,,0,Matches
Eric Martel,de GER,"MF,DF",Austria Wien,19,2002,29.3,9,0,0,56,44,1,8,66,66,,,0,Matches
Marco Meilinger,at AUT,MF,SCR Altach,29,1991,2.4,1,0,0,2,4,0,8,0,5,,,0,Matches
Luca Meisl,at AUT,DF,Ried,22,1999,17.3,3,0,0,26,16,0,3,29,29,,,0,Matches
Phillip Menzel,de GER,GK,SK Austria Klagenfurt,22,1998,27.5,1,1,0,1,8,0,0,0,0,,,0,Matches
Alexander Michlmayr,at AUT,FW,LASK,18,2003,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
Peter Michorl,at AUT,MF,LASK,26,1995,25.3,8,2,2,31,23,0,155,25,31,,,0,Matches
Fabian Miesenböck,at AUT,"MF,DF",SK Austria Klagenfurt,28,1993,1.9,0,0,0,3,5,0,1,2,1,,,0,Matches
Leo Mikić,hr CRO,"FW,MF",Ried,24,1997,13.5,2,0,0,32,15,7,13,7,8,,,0,Matches
Samuel Mischitz,at AUT,"DF,MF",SCR Altach,17,2003,10.3,3,0,0,8,8,0,37,13,17,,,0,Matches

Christoph Monschein,at AUT,FW,SCR Altach,28,1992,10.2,0,0,0,16,13,10,10,1,3,,,0,Matches
Christoph Monschein,at AUT,FW,LASK,28,1992,1.8,0,0,0,5,2,1,0,1,1,,,0,Matches
Martin Moormann,at AUT,DF,Rapid Wien,20,2001,14.7,4,0,0,13,12,2,21,35,19,,,0,Matches
Maximiliano Moreira,uy URU,"MF,DF",SK Austria Klagenfurt,27,1994,9.9,3,1,0,14,18,0,6,19,22,,,0,Matches
Lennart Moser,de GER,GK,SK Austria Klagenfurt,21,1999,4.4,0,0,0,0,0,0,0,0,0,,,0,Matches
Lukas Mühl,de GER,DF,Austria Wien,24,1997,28.9,7,0,0,18,15,1,3,63,33,,,0,Matches
Valentino Müller,at AUT,MF,WSG Tirol,22,1999,19.2,3,0,0,35,29,1,6,37,24,,,0,Matches
Marlon Mustapha,at AUT,FW,Admira,20,2001,23.2,5,0,0,63,42,19,13,6,12,,,0,Matches
Keito Nakamura,jp JPN,"MF,FW",LASK,21,2000,12.2,2,0,0,25,13,4,21,9,8,,,0,Matches
Ange Nanizayamo,fr FRA,DF,SCR Altach,23,1998,9.6,1,1,0,13,1,0,1,18,10,,,1,Matches
Johannes Naschberger,at AUT,MF,WSG Tirol,21,2000,9.1,3,0,0,16,11,0,11,15,14,,,0,Matches
Philipp Netzer,at AUT,DF,SCR Altach,35,1985,6.5,3,0,0,11,6,2,0,17,4,,,0,Matches
Noel Niemann,de GER,"MF,FW",Hartberg,21,1999,18.0,1,0,0,23,22,6,34,7,11,,,0,Matches
Vladimir Nikolov,bg BUL,DF,Admira,20,2001,1.1,1,0,0,2,1,4,2,0,0,,,0,Matches
Bakary Nimaga,ml MLI,MF,SCR Altach,26,1994,12.2,9,1,1,26,28,1,2,22,22,,,0,Matches
Michael Novak,at AUT,DF,Wolfsberger AC,30,1990,9.6,3,0,0,7,10,0,24,15,10,,,0,Matches
Atdhe Nuhiu,xk KVX,FW,SCR Altach,32,1989,22.2,8,0,0,71,51,21,8,5,19,,,0,Matches
Daniel Nussbaumer,at AUT,MF,SCR Altach,21,1999,2.1,1,0,0,4,2,1,1,3,3,,,0,Matches
Stefan Nutz,at AUT,"FW,MF",Ried,29,1992,28.6,2,1,0,18,60,5,120,10,4,,,0,Matches
Daniel Offenbacher,at AUT,MF,Ried,29,1992,13.2,6,0,0,18,12,0,37,26,8,,,0,Matches
Sandi Ogrinec,si SVN,"MF,DF",WSG Tirol,23,1998,7.2,4,0,0,6,6,0,9,6,4,,,0,Matches
Noah Ohio,nl NED,FW,Austria Wien,18,2003,11.6,1,0,0,19,6,7,5,0,1,,,0,Matches
Noah Okafor,ch SUI,FW,RB Salzburg,21,2000,10.6,1,0,0,9,12,6,26,1,8,,,0,Matches
