Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Valon Berisha,xk KVX,MF,LASK,30,1993,11.5,1,0,0,17,7,0,48,15,16,,,0,Matches

Max Besuschkow,de GER,MF,SK Austria Klagenfurt,26,1997,11.1,2,0,0,10,25,2,23,10,10,,,0,Matches
Mads Bidstrup,dk DEN,MF,RB Salzburg,22,2001,21.0,2,0,0,27,37,1,24,31,43,,,0,Matches
Mika Biereth,dk DEN,FW,Sturm Graz,20,2003,12.3,2,0,0,19,16,3,17,2,1,,,0,Matches
Nicolas Binder,at AUT,FW,SK Austria Klagenfurt,21,2002,8.7,1,0,0,7,20,9,2,3,0,,,0,Matches
Noah Bischof,at AUT,FW,SCR Altach,20,2002,3.8,2,0,0,7,5,5,4,1,1,,,0,Matches
Bror Blume,dk DEN,MF,WSG Tirol,31,1992,8.7,1,0,0,6,7,0,21,12,10,,,0,Matches
Augustine Boakye,gh GHA,FW,Wolfsberger AC,22,2000,20.3,6,1,1,30,28,9,22,13,20,,,0,Matches
Kennedy Boateng,tg TOG,DF,SC Austria Lustenau,26,1996,14.3,2,1,0,20,12,6,2,19,12,,,1,Matches
Ben Bobzien,de GER,"MF,FW",SC Austria Lustenau,20,2003,14.4,4,0,0,13,38,3,32,5,9,,,0,Matches
Hendrik Bonmann,de GER,GK,Wolfsberger AC,29,1994,24.0,2,0,0,1,3,0,0,0,0,,,0,Matches
Solomon Bonnah,nl NED,"MF,DF",SK Austria Klagenfurt,19,2003,15.8,4,0,0,15,18,2,32,22,28,,,0,Matches
Aleksandar Borković,at AUT,DF,Sturm Graz,24,1999,1.0,0,0,0,1,0,0,0,3,1,,,0,Matches
Ibane Bowat,sct SCO,DF,Hartberg,20,2002,27.7,3,1,0,32,21,1,2,51,22,,,0,Matches
Michael Brandner,at AUT,MF,Blau-Weiß Linz,28,1995,2.2,2,0,0,5,1,0,0,4,5,,,0,Matches
Matthias Braunöder,at AUT,MF,Austria Wien,21,2002,8.6,1,1,0,4,19,2,38,7,24,,,0,Matches
Alexander Briedl,at AUT,MF,Blau-Weiß Linz,21,2002,14.5,3,0,0,11,15,1,45,12,19,,,0,Matches
Angelo Brückner,de GER,DF,Hartberg,20,2003,1.7,0,0,0,1,3,0,2,2,7,,,0,Matches
Aleksander Buksa,pl POL,FW,WSG Tirol,20,2003,13.3,0,0,0,18,14,2,8,1,7,,,0,Matches
Guido Burgstaller,at AUT,FW,Rapid Wien,34,1989,16.6,2,0,0,25,18,19,10,3,2,,,0,Matches
Amady Camara,ml MLI,FW,Sturm Graz,18,2005,4.3,0,0,0,2,4,0,12,0,2,,,0,Matches
Nicolás Capaldo,ar ARG,"MF,DF",RB Salzburg,25,1997,6.3,2,0,0,19,16,0,13,7,10,,,0,Matches
Paterson Chato,de GER,MF,SC Austria Lustenau,26,1996,9.0,3,0,0,13,7,0,1,12,11,,,0,Matches
Lucas Copado,de GER,FW,LASK,19,2004,0.3,0,0,0,0,0,1,2,0,0,,,0,Matches
Christopher Cvetko,at AUT,MF,SK Austria Klagenfurt,26,1997,21.2,6,0,0,37,14,0,75,17,22,,,0,Matches
Adam Daghim,dk DEN,MF,RB Salzburg,17,2005,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches

Flavius Daniliuc,at AUT,DF,RB Salzburg,22,2001,9.3,1,0,0,12,4,1,12,13,8,,,0,Matches
Amadou Dante,ml MLI,DF,Sturm Graz,22,2000,5.1,0,0,0,2,5,0,18,10,11,,,1,Matches
Ebrima Darboe,gm GAM,MF,LASK,22,2001,2.9,2,0,0,3,7,0,3,5,3,,,0,Matches
Amar Dedić,ba BIH,DF,RB Salzburg,20,2002,17.9,3,0,0,16,11,0,67,20,13,,,0,Matches
Vesel Demaku,at AUT,MF,SCR Altach,23,2000,10.8,4,0,0,14,12,1,7,14,13,,,0,Matches
Rafael Devisate,br BRA,MF,SC Austria Lustenau,17,2005,0.2,0,0,0,2,0,0,1,1,2,,,0,Matches
Yadaly Diaby,gn GUI,"FW,MF",SC Austria Lustenau,22,2000,20.1,2,0,0,22,24,8,20,14,11,,,0,Matches
Ousmane Diakité,ml MLI,MF,Hartberg,23,2000,22.2,6,2,1,14,37,0,1,31,25,,,0,Matches
Baila Diallo,fr FRA,"DF,MF",SC Austria Lustenau,22,2001,11.3,4,1,1,16,18,0,29,9,14,,,0,Matches
Mamady Diambou,ml MLI,MF,RB Salzburg,20,2002,7.7,2,0,0,13,9,0,1,22,12,,,0,Matches
Mahamadou Diarra,ml MLI,FW,WSG Tirol,19,2003,16.6,6,0,0,33,17,9,11,8,13,,,0,Matches
Ousmane Diawara,se SWE,FW,SCR Altach,23,1999,1.6,1,0,0,3,3,1,1,1,0,,,0,Matches
Kristijan Dobras,at AUT,MF,Blau-Weiß Linz,30,1992,6.9,3,1,0,18,19,0,24,1,5,,,0,Matches
Nene Dorgeles,ml MLI,FW,RB Salzburg,20,2002,9.0,0,0,0,9,10,7,11,5,11,,,0,Matches
Furkan Dursun,at AUT,FW,Rapid Wien,18,2005,1.2,0,0,0,2,1,0,2,0,0,,,0,Matches
Alexander Eckmayr,at AUT,GK,SCR Altach,24,1999,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Maximilian Entrup,at AUT,FW,Hartberg,26,1997,21.5,5,0,0,16,7,15,6,1,7,,,0,Matches
Julius Ertlthaler,at AUT,MF,WSG Tirol,26,1997,10.8,5,0,0,18,11,1,9,6,12,,,0,Matches
Lukas Fadinger,at AUT,"MF,FW",SCR Altach,22,2000,28.8,7,0,0,52,50,6,179,33,26,,,0,Matches
Stefan Feiertag,at AUT,"FW,MF",Blau-Weiß Linz,21,2001,8.3,1,0,0,22,20,2,4,3,0,,,0,Matches
Fernando,br BRA,FW,RB Salzburg,24,1999,6.1,2,0,0,14,11,3,5,9,4,,,0,Matches
Maximilian Fillafer,at AUT,"MF,FW",Hartberg,18,2004,7.2,2,0,0,8,10,1,11,3,7,,,0,Matches
Manfred Fischer,at AUT,"MF,FW",Austria Wien,27,1995,26.2,7,0,0,26,31,1,20,19,18,,,0,Matches
Dominik Fitz,at AUT,"MF,FW",Austria Wien,24,1999,21.8,7,0,0,30,27,4,180,17,11,,,0,Matches
Florian Flecker,at AUT,"MF,FW",LASK,27,1995,19.2,3,0,0,38,25,7,28,21,16,,,0,Matches

Amankwah Forson,gh GHA,"MF,FW",RB Salzburg,20,2002,13.3,1,0,0,10,29,0,32,13,19,,,0,Matches
Justin Forst,at AUT,FW,WSG Tirol,20,2003,1.9,0,0,0,6,1,1,0,0,2,,,0,Matches
Lukas Fridrikas,at AUT,"FW,MF",SC Austria Lustenau,25,1997,14.2,0,0,0,16,25,3,22,0,6,,,0,Matches
Dominik Frieser,at AUT,"MF,FW",Hartberg,29,1993,18.5,1,1,0,13,17,5,40,7,12,,,0,Matches
Christian Früchtl,de GER,GK,Austria Wien,23,2000,29.0,1,0,0,1,9,0,0,0,2,,,0,Matches
Mohammed Fuseini,gh GHA,FW,Sturm Graz,21,2002,1.2,0,0,0,4,4,3,0,0,2,,,0,Matches
Thierry Gale,bb BRB,MF,Rapid Wien,21,2002,1.0,0,0,0,0,1,1,2,0,0,,,0,Matches
Lucas Galvão,br BRA,DF,Austria Wien,32,1991,23.5,12,2,2,37,34,2,6,55,34,,,0,Matches
Jusuf Gazibegović,ba BIH,DF,Sturm Graz,23,2000,27.3,3,0,0,31,15,0,95,50,39,,,0,Matches
Christian Gebauer,at AUT,"MF,FW",SCR Altach,29,1993,23.1,3,0,0,20,17,3,95,8,23,,,0,Matches
Turgay Gemicibaşi,,MF,SK Austria Klagenfurt,27,1996,8.6,4,0,0,19,19,0,34,11,8,,,0,Matches
Thomas Geris,at AUT,"DF,MF",WSG Tirol,20,2002,5.9,1,0,0,5,7,1,32,8,7,,,0,Matches
Niklas Geyrhofer,at AUT,"MF,DF",Sturm Graz,23,2000,5.3,0,0,0,10,5,0,0,10,6,,,0,Matches
Kosmas Gezos,gr GRE,DF,SK Austria Klagenfurt,30,1992,16.2,4,0,0,23,19,0,9,57,38,,,0,Matches
Oscar Gloukh,il ISR,"FW,MF",RB Salzburg,19,2004,21.6,3,0,0,13,11,4,22,9,14,,,0,Matches
Fabian Gmeiner,at AUT,"DF,MF",SC Austria Lustenau,26,1997,16.4,3,0,0,12,10,2,41,25,14,,,0,Matches
Thomas Goiginger,at AUT,"MF,FW",LASK,30,1993,4.4,0,0,0,4,9,4,26,2,9,,,0,Matches
Julian Gölles,at AUT,MF,Blau-Weiß Linz,23,1999,16.6,1,0,0,16,6,2,28,16,17,,,0,Matches
Jon Gorenc Stanković,si SVN,MF,Sturm Graz,27,1996,26.7,5,2,0,40,38,2,3,46,31,,,0,Matches
Nico Gorzel,de GER,MF,SC Austria Lustenau,25,1998,10.0,1,0,0,8,9,2,5,15,14,,,0,Matches
Lucas Gourna-Douath,fr FRA,MF,RB Salzburg,19,2003,20.4,6,1,1,40,35,2,11,55,31,,,0,Matches
Pius Grabher,at AUT,MF,SC Austria Lustenau,29,1993,20.4,4,2,0,42,7,0,44,40,24,,,0,Matches
Marvin da Graça,lu LUX,DF,Austria Wien,28,1995,18.3,3,2,0,19,18,0,1,45,16,,,0,Matches
Patrick Greil,at AUT,MF,Rapid Wien,26,1996,1.3,0,0,0,2,2,0,1,3,1,,,0,Matches
Lukas Grgic,at AUT,MF,Rapid Wien,27,1995,16.4,5,0,0,28,27,1,3,23,25,,,0,Matches

Andreas Gruber,at AUT,"FW,MF",Austria Wien,28,1995,25.1,4,0,0,30,41,16,31,7,11,,,0,Matches
Tobias Gruber,at AUT,DF,Wolfsberger AC,18,2005,0.2,0,0,0,0,0,0,0,1,0,,,0,Matches
Dario Grujcic,at AUT,DF,SC Austria Lustenau,24,1999,21.5,6,0,0,23,6,1,4,46,18,,,0,Matches
Marco Grüll,at AUT,"MF,FW",Rapid Wien,25,1998,25.6,3,0,0,35,63,8,226,10,14,,,0,Matches
Hakim Guenouche,fr FRA,MF,Austria Wien,23,2000,12.6,4,1,0,14,28,3,41,16,15,,,0,Matches
David Gugganig,at AUT,DF,WSG Tirol,26,1997,20.2,6,1,0,14,21,0,3,33,19,,,0,Matches
Lukas Gugganig,at AUT,DF,SCR Altach,28,1995,23.4,7,0,0,14,12,1,4,45,19,,,1,Matches
Daouda Guindo,ml MLI,DF,RB Salzburg,20,2002,13.4,2,0,0,8,6,1,49,24,14,,,0,Matches
Lukas Gütlbauer,at AUT,GK,Wolfsberger AC,22,2000,8.0,1,0,0,0,2,0,0,0,0,,,0,Matches
Armin Haider,at AUT,FW,LASK,17,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Julian Halwachs,at AUT,MF,Hartberg,20,2003,2.4,3,0,0,11,2,0,0,6,8,,,0,Matches
Johannes Handl,at AUT,DF,Austria Wien,25,1998,25.7,9,0,0,26,35,0,6,73,39,,,0,Matches
Stefan Haudum,at AUT,"DF,MF",Blau-Weiß Linz,28,1994,7.8,4,0,0,7,4,0,4,9,14,,,1,Matches
Elias Havel,at AUT,FW,LASK,20,2003,6.4,3,0,0,14,11,10,4,2,10,,,0,Matches
Niklas Hedl,at AUT,GK,Rapid Wien,22,2001,32.0,1,0,0,0,8,0,0,0,1,,,0,Matches
Jürgen Heil,at AUT,DF,Hartberg,26,1997,29.5,10,1,1,45,36,1,61,33,28,,,0,Matches
Stefan Hierländer,at AUT,MF,Sturm Graz,32,1991,7.3,5,0,0,10,8,0,7,22,7,,,0,Matches
Raphael Hofer,at AUT,"MF,FW",Blau-Weiß Linz,20,2003,3.0,1,0,0,9,2,0,11,2,5,,,0,Matches
Maximilian Hofmann,at AUT,DF,Rapid Wien,29,1993,13.5,5,0,0,20,14,0,0,25,5,,,0,Matches
James Holland,au AUS,MF,Austria Wien,34,1989,7.8,4,1,1,19,4,0,4,14,9,,,0,Matches
Timo Horn,de GER,GK,RB Salzburg,30,1993,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Tomi Horvat,si SVN,"MF,FW",Sturm Graz,24,1999,22.0,0,0,0,20,20,2,116,10,24,,,0,Matches
Sascha Horvath,at AUT,MF,LASK,26,1996,22.5,9,0,0,30,46,0,136,27,23,,,0,Matches
Muharem Huskovic,at AUT,FW,Austria Wien,20,2003,14.4,5,0,0,32,22,12,6,4,11,,,0,Matches
Lukas Ibertsberger,at AUT,"MF,DF",Wolfsberger AC,19,2003,9.9,4,0,0,9,5,1,19,15,10,,,0,Matches

Mehmet Ibrahimi,de GER,FW,Blau-Weiß Linz,20,2003,3.0,2,0,0,5,1,2,3,1,2,,,0,Matches
Sandro Ingolitsch,at AUT,"DF,MF",SCR Altach,26,1997,14.7,3,0,0,23,16,1,25,27,30,,,0,Matches
Andy Irving,sct SCO,"MF,FW",SK Austria Klagenfurt,23,2000,21.5,5,0,0,26,12,0,83,29,30,,,0,Matches
Nosa Iyobosa Edokpolor,at AUT,MF,SCR Altach,26,1996,2.4,0,0,0,0,3,0,20,1,2,,,0,Matches
Lukas Jäger,at AUT,MF,SCR Altach,29,1994,27.3,12,0,0,45,36,3,7,66,41,,,0,Matches
Isak Jansson,se SWE,MF,Rapid Wien,21,2002,5.6,2,0,0,8,10,0,16,1,5,,,0,Matches
Jakob Jantscher,at AUT,"FW,MF",Sturm Graz,34,1989,0.1,0,0,0,0,0,0,1,1,0,,,0,Matches
Florian Jaritz,at AUT,FW,SK Austria Klagenfurt,25,1997,11.3,3,0,0,16,11,2,9,3,7,,,0,Matches
Vitezslav Jaros,cz CZE,GK,Sturm Graz,22,2001,14.0,0,0,0,0,1,0,0,1,0,,,0,Matches
Adis Jasic,at AUT,MF,Wolfsberger AC,20,2003,22.6,4,0,0,24,12,0,59,32,35,,,0,Matches
Seedy Jatta,no NOR,FW,Sturm Graz,20,2003,6.2,1,0,0,17,12,9,3,0,3,,,0,Matches
David Jaunegg,at AUT,DF,WSG Tirol,20,2003,0.1,1,0,0,1,0,0,0,1,0,,,0,Matches
Max Johnston,sct SCO,DF,Sturm Graz,19,2003,5.1,2,0,0,4,1,1,28,7,1,,,0,Matches
Branko Jovičić,rs SRB,MF,LASK,30,1993,13.1,8,0,0,18,5,0,8,15,15,,,0,Matches
Pascal Juan Estrada,at AUT,DF,SCR Altach,21,2002,3.8,0,0,0,3,2,1,1,5,3,,,0,Matches
Aleksandar Jukic,at AUT,"MF,FW",Austria Wien,23,2000,9.4,4,0,0,7,8,1,45,9,15,,,0,Matches
Jan Jurčec,hr CRO,"MF,FW",SCR Altach,22,2000,12.6,1,0,0,13,24,1,22,11,7,,,0,Matches
Djawal Kaïba,cm CMR,MF,SCR Altach,20,2003,0.3,0,0,0,0,0,0,0,1,1,,,0,Matches
Tobias Kainz,at AUT,MF,Hartberg,30,1992,19.7,4,0,0,14,17,1,42,20,23,,,0,Matches
Dijon Kameri,at AUT,MF,RB Salzburg,19,2004,1.8,0,0,0,4,2,0,3,1,2,,,0,Matches
Ayi Kangni-Soukpe,il ISR,FW,Austria Wien,20,2003,1.0,1,0,0,1,2,6,1,0,0,,,0,Matches
Sankara Karamoko,ci CIV,FW,Wolfsberger AC,19,2003,3.3,0,0,0,5,2,1,2,2,1,,,0,Matches
Sinan Karweina,de GER,"FW,MF",SK Austria Klagenfurt,24,1999,23.2,5,0,0,25,33,23,20,13,17,,,0,Matches
Neraysho Kasanwirjo,nl NED,DF,Rapid Wien,21,2002,19.7,6,0,0,9,16,2,16,27,13,,,0,Matches
Dennis Kaygin,de GER,MF,Rapid Wien,19,2004,1.7,0,0,0,1,3,0,6,1,1,,,0,Matches

Scott Kennedy,ca CAN,"DF,MF",Wolfsberger AC,26,1997,16.5,3,0,0,24,14,0,6,22,10,,,0,Matches
Roman Kerschbaum,at AUT,MF,Rapid Wien,29,1994,13.7,6,0,0,36,18,0,18,24,15,,,0,Matches
Konstantin Kerschbaumer,at AUT,MF,Wolfsberger AC,31,1992,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Otar Kiteishvili,ge GEO,"MF,FW",Sturm Graz,27,1996,21.4,9,0,0,30,39,1,10,24,27,,,0,Matches
Maurits Kjærgaard,dk DEN,"MF,DF",RB Salzburg,20,2003,14.5,1,0,0,9,8,2,75,15,11,,,0,Matches
Marco Knaller,at AUT,GK,SK Austria Klagenfurt,36,1987,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Enes Koc,at AUT,MF,SC Austria Lustenau,18,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Tobias Koch,at AUT,MF,Blau-Weiß Linz,22,2001,21.6,5,0,0,17,22,0,28,28,19,,,0,Matches
Sekou Koita,ml MLI,"FW,MF",RB Salzburg,23,1999,7.5,2,0,0,12,8,6,6,4,5,,,0,Matches
Paul Koller,at AUT,DF,SCR Altach,21,2002,30.2,4,0,0,35,16,5,8,62,20,,,0,Matches
Paul Komposch,at AUT,DF,Hartberg,22,2001,29.5,3,0,0,18,10,2,0,40,45,,,0,Matches
Karim Konaté,ci CIV,FW,RB Salzburg,19,2004,20.5,6,0,0,35,21,11,15,1,7,,,0,Matches
Moussa Koné,sn SEN,FW,LASK,26,1996,3.5,0,0,0,3,9,5,2,1,0,,,0,Matches
Terence Kongolo,nl NED,DF,Rapid Wien,29,1994,8.2,2,3,1,6,5,0,1,19,5,,,0,Matches
Mirko Kos,at AUT,GK,Austria Wien,26,1997,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Martin Koscelník,sk SVK,DF,Rapid Wien,28,1995,1.5,0,0,0,2,1,1,11,1,1,,,0,Matches
Moussa Kounfolo Yeo,ml MLI,MF,RB Salzburg,19,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Damjan Kovacevic,at AUT,DF,Hartberg,18,2004,0.1,0,0,0,0,0,0,1,0,2,,,0,Matches
Marco Krainz,at AUT,MF,Blau-Weiß Linz,26,1997,23.4,7,0,0,37,27,0,84,54,37,,,0,Matches
Frans Krätzig,de GER,MF,Austria Wien,20,2003,13.3,5,0,0,10,5,2,40,7,15,,,0,Matches
Luca Kronberger,at AUT,MF,WSG Tirol,21,2002,12.9,7,1,0,23,21,2,14,5,11,,,0,Matches
Mario Kröpfl,at AUT,MF,Hartberg,33,1989,0.3,0,0,0,1,0,0,6,0,0,,,0,Matches
Nicolas-Gerrit Kühn,de GER,MF,Rapid Wien,23,2000,13.5,1,0,0,17,8,9,22,3,13,,,0,Matches
Christoph Lang,at AUT,MF,Rapid Wien,21,2002,10.8,3,0,0,14,8,6,14,6,6,,,0,Matches
Christoph Lang,at AUT,"MF,FW",Hartberg,21,2002,14.4,2,0,0,15,9,5,42,7,15,,,0,Matches

Dimitri Lavalée,be BEL,"DF,MF",Sturm Graz,26,1997,21.5,8,1,0,40,14,0,13,57,41,,,0,Matches
Tobias Lawal,at AUT,GK,LASK,23,2000,32.0,1,0,0,1,6,0,0,0,1,,,0,Matches
Mario Leitgeb,at AUT,MF,Wolfsberger AC,35,1988,11.5,3,0,0,7,4,0,2,17,4,,,0,Matches
Jürgen Lemmerer,at AUT,FW,Hartberg,20,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Matheus Lins,br BRA,DF,SC Austria Lustenau,22,2001,9.5,3,0,0,11,1,0,0,33,8,,,1,Matches
Ivan Ljubic,at AUT,MF,LASK,27,1996,8.9,2,0,0,8,9,0,5,9,18,,,0,Matches
Marin Ljubicic,hr CRO,FW,LASK,21,2002,22.8,4,0,0,29,14,24,10,4,8,,,0,Matches
Felix Luckeneder,at AUT,DF,LASK,29,1994,12.5,2,0,0,17,15,0,3,31,14,,,0,Matches
Joao Luiz,br BRA,MF,Blau-Weiß Linz,24,1999,2.5,0,0,0,1,1,0,9,1,7,,,0,Matches
Leonardo Lukacevic,at AUT,"MF,DF",SCR Altach,24,1999,18.4,4,0,0,23,12,2,168,24,19,,,0,Matches
Andreas Lukse,at AUT,GK,Blau-Weiß Linz,35,1987,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Matthias Maak,at AUT,DF,SC Austria Lustenau,31,1992,12.3,4,0,0,10,4,0,0,34,7,,,0,Matches
Anton Maglica,hr CRO,FW,SK Austria Klagenfurt,31,1991,1.0,1,0,0,2,3,0,0,0,0,,,0,Matches
Thorsten Mahrer,at AUT,DF,SK Austria Klagenfurt,33,1990,31.0,7,0,0,9,9,0,2,61,36,,,0,Matches
Damian Maksimovic,at AUT,FW,SCR Altach,18,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Cheikh Mamadou Diabaté,ci CIV,"DF,MF",Wolfsberger AC,19,2004,7.6,2,0,0,8,1,2,0,12,7,,,0,Matches
Nico Mantl,de GER,GK,RB Salzburg,23,2000,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Manuel Maranda,at AUT,DF,Blau-Weiß Linz,26,1997,31.0,3,0,0,13,13,1,1,43,14,,,0,Matches
Luka Marić,at AUT,GK,Sturm Graz,21,2002,2.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Raul Marte,at AUT,MF,SC Austria Lustenau,21,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Leo Mätzler,at AUT,"DF,MF",SC Austria Lustenau,21,2002,11.3,3,0,0,11,4,0,1,15,13,,,0,Matches
Fally Mayulu,fr FRA,FW,Rapid Wien,21,2002,12.9,2,0,0,16,5,11,11,0,1,,,0,Matches
Luca Meisl,at AUT,DF,SC Austria Lustenau,24,1999,6.4,2,0,0,11,5,0,1,11,8,,,0,Matches
Matteo Meisl,at AUT,DF,Austria Wien,22,2000,12.8,2,0,0,5,3,0,2,21,14,,,0,Matches
Paul Mensah,gh GHA,"FW,MF",Blau-Weiß Linz,23,1999,25.5,6,0,0,26,54,5,19,11,18,,,0,Matches

Phillip Menzel,de GER,GK,SK Austria Klagenfurt,24,1998,31.0,4,0,0,0,13,0,0,0,0,,,0,Matches
Peter Michorl,at AUT,MF,LASK,28,1995,4.5,1,0,0,6,9,0,25,7,14,,,0,Matches
Leo Mikić,hr CRO,FW,SC Austria Lustenau,26,1997,4.5,1,0,0,7,4,2,10,1,0,,,0,Matches
Danilo Mitrović,rs SRB,DF,Blau-Weiß Linz,22,2001,10.3,3,0,0,13,12,0,3,16,16,,,0,Matches
Boris Moltenis,mq MTQ,DF,SC Austria Lustenau,24,1999,7.7,3,0,0,8,4,0,0,12,11,,,0,Matches
Martin Moormann,at AUT,DF,Rapid Wien,22,2001,4.8,2,0,0,6,8,1,9,3,4,,,1,Matches
Leandro Morgalla,de GER,DF,RB Salzburg,18,2004,1.5,0,0,0,3,0,1,7,1,2,,,1,Matches
Michael Morgenstern,at AUT,FW,Wolfsberger AC,17,2006,0.4,0,0,0,0,1,0,3,0,0,,,0,Matches
Pascal Müller,at AUT,MF,Wolfsberger AC,20,2003,3.0,2,0,0,5,2,0,3,7,4,,,0,Matches
Valentino Müller,at AUT,MF,WSG Tirol,24,1999,9.3,2,0,0,11,9,1,0,12,8,,,0,Matches
Ibrahim Mustapha,gh GHA,"FW,MF",LASK,23,2000,5.8,2,0,0,8,7,4,6,2,4,,,0,Matches
Nenad N. Cvetković,rs SRB,DF,Rapid Wien,27,1996,5.5,0,0,0,6,5,1,0,9,6,,,0,Matches
Keito Nakamura,jp JPN,MF,LASK,23,2000,0.5,0,0,0,2,1,0,2,0,1,,,0,Matches
Johannes Naschberger,at AUT,MF,WSG Tirol,23,2000,8.6,3,0,0,9,8,1,4,9,15,,,0,Matches
Namory Noel Cissé,de GER,FW,SC Austria Lustenau,20,2003,11.8,3,1,1,19,9,9,9,3,4,,,0,Matches
Connor Noß,ie IRL,"FW,MF",Blau-Weiß Linz,22,2001,20.9,4,0,0,26,21,5,30,7,13,,,0,Matches
Michael Novak,at AUT,DF,Wolfsberger AC,32,1990,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Atdhe Nuhiu,xk KVX,FW,SCR Altach,34,1989,19.4,8,1,1,61,31,25,6,6,12,,,1,Matches
Sandi Ogrinec,si SVN,"MF,FW",WSG Tirol,25,1998,13.6,0,0,0,4,11,0,33,6,3,,,0,Matches
Osarenren Okungbowa,at AUT,DF,WSG Tirol,29,1994,21.7,4,0,0,31,13,2,1,61,23,,,0,Matches
Ervin Omic,at AUT,"DF,MF",Wolfsberger AC,20,2003,16.0,2,0,0,12,16,0,15,29,10,,,0,Matches
