Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Matches
Fernando,es ESP,GK,Almería,32,1990,36.5,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,20,3,Matches
Fernando,br BRA,"MF,DF",Sevilla,35,1987,17.5,34,23,14,17,3,18,30,60.0,12,21,10,11,24,58,29,0,Matches
Fidel,es ESP,"MF,FW",Elche,32,1989,19.0,15,10,8,5,2,4,38,10.5,34,9,0,9,5,20,8,0,Matches
Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,31,19,17,8,6,20,28,71.4,8,19,3,16,14,45,40,0,Matches
Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,73,48,49,22,2,41,57,71.9,16,32,11,21,20,93,68,0,Matches
Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,48,34,31,13,4,29,47,61.7,18,32,8,24,15,63,60,0,Matches
Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,104,72,60,40,4,48,98,49.0,50,54,5,49,41,145,63,1,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,27.2,54,38,27,23,4,20,52,38.5,32,26,9,17,30,84,19,0,Matches
Aleix García,es ESP,MF,Girona,25,1997,26.0,37,20,9,18,10,15,33,45.5,18,24,8,16,31,68,35,1,Matches
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,29,1992,31.9,49,28,21,13,15,11,33,33.3,22,41,4,37,34,83,24,1,Matches
Borja García,es ESP,"MF,FW",Girona,31,1990,7.5,10,4,7,2,1,2,9,22.2,7,3,1,2,5,15,6,1,Matches
Carlos García,es ESP,DF,Cádiz,22,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Dani García,es ESP,MF,Athletic Club,32,1990,16.5,46,27,17,25,4,29,47,61.7,18,21,6,15,19,65,21,1,Matches
David García,es ESP,DF,Osasuna,28,1994,29.8,34,20,22,12,0,19,22,86.4,3,28,13,15,45,79,151,0,Matches
Eric García,es ESP,"DF,MF",Barcelona,21,2001,15.7,24,16,16,5,3,9,20,45.0,11,23,10,13,19,43,36,1,Matches

Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,84,54,53,23,8,55,96,57.3,41,49,8,41,44,128,66,0,Matches
Joan García,es ESP,GK,Espanyol,21,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,36,1986,10.7,12,8,3,4,5,5,15,33.3,10,13,1,12,6,18,9,0,Matches
Rubén García,es ESP,"FW,MF",Osasuna,29,1993,12.9,20,11,12,4,4,7,24,29.2,17,14,1,13,12,32,13,0,Matches
Unai García,es ESP,DF,Osasuna,30,1992,19.0,23,13,13,8,2,12,17,70.6,5,23,14,9,19,42,60,2,Matches
Felix Garreta,es ESP,DF,Betis,18,2004,1.0,1,0,0,1,0,0,0,,0,1,1,0,1,2,4,0,Matches
Aleix Garrido,es ESP,FW,Barcelona,18,2004,0.1,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,Matches
Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Gavi,es ESP,"MF,FW",Barcelona,17,2004,28.1,47,31,7,30,10,21,55,38.2,34,32,5,27,18,65,22,0,Matches
Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,9,5,Matches
Bryan Gil,es ESP,"FW,DF",Sevilla,21,2001,10.2,22,11,11,7,4,10,23,43.5,13,10,0,10,8,30,10,0,Matches
David Gil,es ESP,GK,Cádiz,28,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,63,37,38,16,9,32,61,52.5,29,51,18,33,31,94,55,1,Matches
Álvaro Giménez,es ESP,FW,Cádiz,31,1991,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Dani Gómez,es ESP,"MF,FW",Espanyol,24,1998,1.0,2,1,1,1,0,1,2,50.0,1,0,0,0,1,3,0,0,Matches
Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Moi Gómez,es ESP,"MF,FW",Osasuna,28,1994,27.3,26,17,9,14,3,15,32,46.9,17,15,3,12,10,36,5,1,Matches
Papu Gómez,ar ARG,"FW,MF",Sevilla,34,1988,11.8,6,4,3,3,0,2,10,20.0,8,8,1,7,4,10,5,0,Matches
Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,29,16,20,9,0,18,22,81.8,4,33,19,14,27,56,125,1,Matches
Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Diego González,es ESP,DF,Elche,27,1995,10.6,12,7,9,3,0,7,11,63.6,4,14,12,2,7,19,50,1,Matches
Édgar González,es ESP,DF,Betis,25,1997,19.7,28,19,18,7,3,14,27,51.9,13,12,9,3,21,49,120,0,Matches
Giovanni González,uy URU,DF,Mallorca,27,1994,10.3,16,8,11,2,3,9,22,40.9,13,8,2,6,7,23,22,0,Matches
Nicolás González,es ESP,MF,Valencia,20,2002,15.6,27,15,11,13,3,9,25,36.0,16,21,7,14,19,46,16,0,Matches
Roberto González,es ESP,"FW,MF",Betis,21,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches

Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,41,25,23,9,9,26,43,60.5,17,21,2,19,17,58,23,0,Matches
José Gragera,es ESP,"MF,DF",Espanyol,21,2000,5.1,19,9,11,6,2,6,11,54.5,5,10,4,6,7,26,18,0,Matches
Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,Matches
Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,20,8,6,12,2,10,20,50.0,10,9,1,8,6,26,7,0,Matches
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,31,1991,31.8,49,34,15,23,11,20,66,30.3,46,34,3,31,24,73,31,0,Matches
Andrés Guardado,mx MEX,MF,Betis,35,1986,15.3,41,25,17,20,4,18,43,41.9,25,14,5,9,23,64,29,0,Matches
Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,12,7,6,5,1,2,4,50.0,2,6,0,6,2,14,7,0,Matches
Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,9,7,0,6,3,3,12,25.0,9,5,0,5,3,12,7,0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,30,1991,30.9,43,33,22,18,3,20,33,60.6,13,39,29,10,34,77,102,1,Matches
Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,16,13,7,4,5,9,20,45.0,11,8,1,7,11,27,9,0,Matches
Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,5,2,2,2,1,1,4,25.0,3,6,1,5,2,7,3,0,Matches
Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,37,22,13,21,3,16,33,48.5,17,21,5,16,22,59,10,0,Matches
Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,20,12,10,8,2,8,24,33.3,16,14,2,12,19,39,30,2,Matches
Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,44,25,17,23,4,18,51,35.3,33,32,8,24,28,72,40,0,Matches
Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,24,20,6,12,6,11,24,45.8,13,23,2,21,4,28,8,0,Matches
Raúl Guti,es ESP,MF,Elche,25,1996,12.4,18,12,8,9,1,8,18,44.4,10,10,3,7,8,26,6,0,Matches
Miguel Gutiérrez,es ESP,DF,Girona,21,2001,26.6,41,23,23,13,5,23,37,62.2,14,23,5,18,18,59,42,1,Matches
Munir El Haddadi,ma MAR,"MF,FW",Getafe,26,1995,12.8,12,7,3,7,2,2,10,20.0,8,23,2,21,9,21,7,0,Matches
Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,6.8,9,6,4,5,0,4,4,100.0,0,5,4,1,3,12,27,0,Matches
Haissem Hassan,fr FRA,"FW,MF",Villarreal,20,2002,0.6,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches
Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,Matches
Luiz Henrique,br BRA,FW,Betis,21,2001,20.1,48,34,27,15,6,20,44,45.5,24,22,0,22,14,62,17,0,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,22,15,14,6,2,9,30,30.0,21,19,9,10,19,41,85,1,Matches
Javi Hernández ,es ESP,DF,Girona,24,1998,12.4,21,12,12,7,2,13,21,61.9,8,10,5,5,7,28,38,0,Matches

Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,21,15,17,4,0,12,25,48.0,13,34,21,13,28,49,96,1,Matches
Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,33,21,25,7,1,22,36,61.1,14,31,24,7,31,64,145,0,Matches
Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,3,2,2,1,0,3,7,42.9,4,2,0,2,2,5,0,0,Matches
Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,18,10,8,7,3,6,18,33.3,12,12,3,9,11,29,12,0,Matches
Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,2,0,2,0,0,2,2,100.0,0,1,0,1,1,3,6,2,Matches
Yangel Herrera,ve VEN,"MF,FW",Girona,24,1998,10.7,26,9,9,14,3,6,15,40.0,9,14,1,13,4,30,12,0,Matches
Omar El Hilali,ma MAR,"DF,MF",Espanyol,18,2003,1.0,3,2,3,0,0,1,2,50.0,1,1,0,1,1,4,6,0,Matches
Martin Hongla,cm CMR,"DF,MF",Valladolid,24,1998,14.5,18,13,13,5,0,11,21,52.4,10,15,12,3,8,26,46,1,Matches
Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,29,13,7,17,5,12,35,34.3,23,19,2,17,8,37,24,0,Matches
Iglesias,es ESP,"DF,MF",Getafe,24,1998,23.8,61,35,40,18,3,33,65,50.8,32,40,5,35,21,82,91,1,Matches
Borja Iglesias,es ESP,FW,Betis,29,1993,26.3,8,4,3,3,2,2,13,15.4,11,9,1,8,1,9,17,0,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,36,18,10,22,4,16,44,36.4,28,27,8,19,18,54,20,0,Matches
Alexander Isak,se SWE,FW,Real Sociedad,22,1999,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0,Matches
Isco,es ESP,"MF,FW",Sevilla,30,1992,8.9,15,9,6,5,4,8,14,57.1,6,3,0,3,10,25,3,0,Matches
Diego Iturralde,es ESP,DF,Sevilla,19,2003,0.5,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,1,0,Matches
Nicolas Jackson,sn SEN,FW,Villarreal,21,2001,17.8,14,11,2,10,2,2,8,25.0,6,18,2,16,2,16,4,0,Matches
Adnan Januzaj,be BEL,FW,Sevilla,27,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Luis Javier Suárez,co COL,FW,Almería,24,1997,16.6,17,11,5,6,6,6,26,23.1,20,13,3,10,3,20,10,0,Matches
Joaquín,es ESP,"MF,FW",Betis,41,1981,5.5,3,3,2,1,0,1,3,33.3,2,7,2,5,4,7,5,0,Matches
Frenkie de Jong,nl NED,MF,Barcelona,25,1997,28.2,46,26,16,21,9,17,41,41.5,24,11,1,10,35,81,22,1,Matches
Joan Jordán,es ESP,MF,Sevilla,28,1994,17.7,32,17,13,17,2,16,38,42.1,22,14,7,7,16,48,14,2,Matches
Josan,es ESP,"DF,MF",Elche,32,1989,12.0,25,20,20,5,0,14,27,51.9,13,8,0,8,7,32,15,1,Matches
Willian José,br BRA,FW,Betis,30,1991,8.1,9,6,6,3,0,4,9,44.4,5,4,0,4,1,10,15,0,Matches
Joselu,es ESP,FW,Espanyol,32,1990,33.2,13,11,3,4,6,4,17,23.5,13,25,4,21,8,21,43,0,Matches

Juanmi,es ESP,FW,Betis,29,1993,10.3,14,10,4,7,3,7,31,22.6,24,10,0,10,4,18,4,0,Matches
Juanpe,es ESP,DF,Girona,31,1991,15.8,19,11,10,9,0,11,17,64.7,6,12,9,3,10,29,60,1,Matches
Lago Junior,ci CIV,"FW,MF",Mallorca,31,1990,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,22,2000,31.4,30,21,10,12,8,14,39,35.9,25,24,1,23,6,36,1,0,Matches
Filip Jørgensen,dk DEN,GK,Villarreal,20,2002,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Tino Kadewere,zw ZIM,"FW,MF",Mallorca,26,1996,6.0,6,3,3,3,0,4,9,44.4,5,6,2,4,2,8,1,0,Matches
Kaiky,br BRA,DF,Almería,18,2004,6.5,5,5,5,0,0,3,7,42.9,4,18,10,8,11,16,28,0,Matches
Lee Kang-in,kr KOR,"MF,FW",Mallorca,21,2001,31.4,42,24,10,22,10,18,61,29.5,43,25,2,23,11,53,7,0,Matches
Jon Karrikaburu,es ESP,FW,Real Sociedad,19,2002,1.0,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches
Kenedy,br BRA,"FW,DF",Valladolid,26,1996,3.1,6,2,3,3,0,2,4,50.0,2,2,0,2,1,7,0,0,Matches
Franck Kessié,ci CIV,MF,Barcelona,25,1996,11.0,15,9,6,6,3,8,18,44.4,10,10,2,8,12,27,11,2,Matches
Kiké,es ESP,FW,Osasuna,32,1989,11.3,6,3,0,4,2,2,5,40.0,3,6,1,5,1,7,13,0,Matches
Justin Kluivert,nl NED,"FW,MF",Valencia,23,1999,16.1,17,14,7,4,6,6,12,50.0,6,4,0,4,7,24,4,0,Matches
Koke,es ESP,MF,Atlético Madrid,30,1992,28.3,55,38,23,25,7,28,72,38.9,44,35,13,22,20,75,19,0,Matches
Luca Koleosho,it ITA,"FW,DF",Espanyol,17,2004,0.7,2,2,0,0,2,1,2,50.0,1,1,0,1,0,2,0,0,Matches
Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,29,1993,11.2,40,23,19,20,1,17,25,68.0,8,9,1,8,26,66,12,1,Matches
Jules Koundé,fr FRA,DF,Barcelona,23,1998,27.0,37,23,18,13,6,21,31,67.7,10,24,9,15,19,56,61,3,Matches
Toni Kroos,de GER,MF,Real Madrid,32,1990,23.9,51,32,16,33,2,23,69,33.3,46,23,4,19,24,75,11,0,Matches
Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,21,2001,27.1,44,26,18,16,10,16,38,42.1,22,29,1,28,9,53,4,0,Matches
César de la Hoz,es ESP,MF,Almería,30,1992,18.6,37,20,17,18,2,19,37,51.4,18,26,6,20,13,50,37,0,Matches
Luca de la Torre,us USA,MF,Celta Vigo,24,1998,16.5,28,19,11,14,3,12,32,37.5,20,22,1,21,9,37,6,0,Matches
Érik Lamela,ar ARG,"FW,MF",Sevilla,30,1992,20.5,46,27,14,16,16,12,34,35.3,22,26,2,24,7,53,3,0,Matches
Cyle Larin,ca CAN,FW,Valladolid,27,1995,16.3,9,3,2,4,3,3,7,42.9,4,6,3,3,0,9,15,0,Matches
Juanmi Latasa,es ESP,FW,Getafe,21,2001,5.0,5,4,2,0,3,1,1,100.0,0,3,1,2,1,6,8,0,Matches
Toni Lato,es ESP,"DF,MF",Valencia,24,1997,10.2,23,11,9,12,2,9,21,42.9,12,10,1,9,6,29,14,0,Matches

Lázaro,br BRA,"FW,MF",Almería,20,2002,8.0,4,3,3,0,1,3,15,20.0,12,16,1,15,2,6,1,0,Matches
Robin Le Normand,es ESP,DF,Real Sociedad,25,1996,31.1,36,23,25,9,2,14,27,51.9,13,22,14,8,33,69,93,0,Matches
Benjamin Lecomte,fr FRA,GK,Espanyol,31,1991,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,29,1993,34.0,3,2,3,0,0,3,7,42.9,4,1,0,1,2,5,23,3,Matches
Florian Lejeune,fr FRA,DF,Rayo Vallecano,31,1991,28.5,28,17,19,8,1,17,25,68.0,8,24,16,8,15,43,123,0,Matches
Iñigo Lekue,es ESP,DF,Athletic Club,29,1993,14.7,24,17,20,4,0,12,19,63.2,7,16,2,14,13,37,31,1,Matches
Thomas Lemar,fr FRA,MF,Atlético Madrid,26,1995,13.9,30,18,10,13,7,10,28,35.7,18,12,3,9,7,37,12,0,Matches
Sergio León,es ESP,FW,Valladolid,33,1989,14.8,6,4,0,4,2,3,6,50.0,3,6,0,6,0,6,4,0,Matches
Robert Lewandowski,pl POL,FW,Barcelona,33,1988,31.6,17,11,2,5,10,7,14,50.0,7,20,0,20,2,19,14,0,Matches
Samuel Lino,br BRA,"FW,MF",Valencia,22,1999,32.1,66,43,17,37,12,26,72,36.1,46,34,0,34,18,84,16,0,Matches
Pol Lirola,es ESP,DF,Elche,24,1997,7.0,13,6,9,3,1,8,13,61.5,5,3,2,1,7,20,16,0,Matches
Javier Llabrés,es ESP,FW,Mallorca,19,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,27,1995,18.9,32,15,16,10,6,17,30,56.7,13,26,2,24,17,49,19,0,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,26,1996,12.5,32,28,7,15,10,12,21,57.1,9,14,2,12,6,38,5,0,Matches
David López,es ESP,DF,Girona,32,1989,18.4,31,18,17,13,1,19,27,70.4,8,29,19,10,14,45,64,1,Matches
Diego López,es ESP,GK,Rayo Vallecano,40,1981,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Diego López,es ESP,"FW,MF",Valencia,20,2002,5.0,2,2,1,1,0,2,15,13.3,13,9,0,9,3,5,5,0,Matches
Unai López,es ESP,MF,Rayo Vallecano,26,1995,13.9,32,20,10,17,5,13,37,35.1,24,12,1,11,15,47,6,1,Matches
Anthony Lozano,hn HON,FW,Cádiz,29,1993,16.0,6,4,1,4,1,1,7,14.3,6,12,1,11,3,9,17,0,Matches
Pol Lozano,es ESP,MF,Espanyol,22,1999,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
José Luis Gayà,es ESP,DF,Valencia,27,1995,30.1,80,46,61,16,3,43,74,58.1,31,28,9,19,23,103,48,0,Matches
José Luis Morales,es ESP,"FW,MF",Villarreal,35,1987,13.5,7,6,1,2,4,5,17,29.4,12,12,1,11,2,9,2,0,Matches
Andriy Lunin,ua UKR,GK,Real Madrid,23,1999,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Awer Mabil,au AUS,"MF,FW",Cádiz,26,1995,1.8,2,0,0,1,1,1,3,33.3,2,1,1,0,0,2,1,0,Matches
Darwin Machís,ve VEN,FW,Valladolid,29,1993,6.7,3,2,0,2,1,1,8,12.5,7,5,0,5,3,6,4,0,Matches

Pablo Maffeo,es ESP,DF,Mallorca,25,1997,33.1,75,46,54,16,5,45,78,57.7,33,38,11,27,26,101,76,0,Matches
Lisandro Magallán,ar ARG,DF,Elche,28,1993,10.0,19,11,11,5,3,10,12,83.3,2,14,5,9,13,32,30,1,Matches
Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,22,2000,0.7,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,27,1995,22.8,41,30,17,18,6,19,32,59.4,13,36,14,22,34,75,27,0,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,31,1991,24.0,53,29,34,14,5,28,42,66.7,14,28,7,21,24,77,73,0,Matches
Mickael Malsa,mq MTQ,MF,Valladolid,26,1995,0.8,2,2,1,1,0,1,4,25.0,3,1,1,0,2,4,3,0,Matches
Giorgi Mamardashvili,ge GEO,GK,Valencia,21,2000,38.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,4,Matches
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,28,1994,20.6,66,43,46,19,1,38,49,77.6,11,27,12,15,30,96,59,0,Matches
Aïssa Mandi,dz ALG,DF,Villarreal,30,1991,16.2,18,10,14,3,1,6,12,50.0,6,19,14,5,21,39,58,0,Matches
Marcão,br BRA,DF,Sevilla,26,1996,4.2,2,2,1,1,0,1,1,100.0,0,3,3,0,6,8,14,0,Matches
Agustín Marchesín,ar ARG,GK,Celta Vigo,34,1988,19.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,Matches
Óscar de Marcos,es ESP,DF,Athletic Club,33,1989,31.3,67,33,34,22,11,40,76,52.6,36,42,6,36,29,96,59,0,Matches
Alberto Marí,es ESP,"FW,MF",Valencia,21,2001,1.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,Matches
José Mari,es ESP,MF,Cádiz,34,1987,4.4,16,7,12,3,1,10,16,62.5,6,3,1,2,5,21,9,0,Matches
José María Giménez,uy URU,DF,Atlético Madrid,27,1995,26.9,43,25,28,14,1,24,35,68.6,11,37,17,20,24,67,138,1,Matches
Mariano,do DOM,FW,Real Madrid,28,1993,1.7,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Pablo Marín,es ESP,"MF,FW",Real Sociedad,19,2003,4.0,10,5,5,4,1,2,7,28.6,5,1,0,1,4,14,2,0,Matches
Diego Mariño,es ESP,GK,Almería,32,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Roger Martí,es ESP,FW,Elche,31,1991,7.3,5,2,3,2,0,1,5,20.0,4,4,0,4,1,6,7,0,Matches
Roger Martí,es ESP,FW,Cádiz,31,1991,7.1,6,4,2,3,1,1,8,12.5,7,7,0,7,2,8,7,0,Matches
Ander Martin,es ESP,"MF,FW",Real Sociedad,21,2000,0.5,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,1,0,Matches
Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,23,1999,2.3,4,2,2,1,1,3,5,60.0,2,2,0,2,1,5,2,0,Matches
Carlos Martín,es ESP,"FW,MF",Atlético Madrid,20,2002,0.3,2,2,0,2,0,2,3,66.7,1,0,0,0,1,3,0,0,Matches
Iván Martín,es ESP,MF,Girona,23,1999,17.6,9,7,4,4,1,8,23,34.8,15,12,0,12,9,18,12,0,Matches
Arnau Martinez,es ESP,DF,Girona,19,2003,30.4,69,45,41,19,9,38,85,44.7,47,44,10,34,25,94,54,2,Matches

Iñigo Martínez,es ESP,DF,Athletic Club,31,1991,14.9,18,8,11,7,0,6,9,66.7,3,17,11,6,18,36,55,0,Matches
Roger Martínez,es ESP,DF,Espanyol,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Omar Mascarell,gq EQG,"MF,DF",Elche,29,1993,27.2,53,26,32,19,2,31,64,48.4,33,51,19,32,45,98,54,1,Matches
Jordi Masip,es ESP,GK,Valladolid,33,1989,27.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,3,2,Matches
Jaime Mata,es ESP,"FW,MF",Getafe,33,1988,4.9,13,10,4,5,4,7,22,31.8,15,7,2,5,3,16,6,0,Matches
Borja Mayoral,es ESP,FW,Getafe,25,1997,30.7,9,4,7,2,0,5,31,16.1,26,18,0,18,3,12,10,0,Matches
Mamadou Mbaye,sn SEN,DF,Cádiz,24,1998,8.4,10,7,7,3,0,6,8,75.0,2,10,8,2,7,17,50,1,Matches
Fernando Medrano,es ESP,DF,Celta Vigo,22,2000,0.1,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,1,0,Matches
Gonzalo Melero,es ESP,MF,Almería,28,1994,20.6,32,16,9,18,5,11,39,28.2,28,23,2,21,7,39,19,1,Matches
Memphis,nl NED,FW,Atlético Madrid,28,1994,3.0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Memphis,nl NED,FW,Barcelona,28,1994,1.3,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Houboulang Mendes,gw GNB,DF,Almería,24,1998,9.8,19,11,16,3,0,11,27,40.7,16,12,2,10,7,26,23,1,Matches
Brais Méndez,es ESP,MF,Real Sociedad,25,1997,26.7,58,34,18,30,10,24,64,37.5,40,27,3,24,12,70,14,1,Matches
Diego Méndez,es ESP,MF,Rayo Vallecano,18,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,27,1995,15.0,21,12,14,6,1,12,20,60.0,8,7,2,5,14,35,16,0,Matches
Jorge Meré,es ESP,DF,Cádiz,25,1997,6.7,11,7,9,2,0,5,8,62.5,3,9,6,3,6,17,32,0,Matches
Mikel Merino,es ESP,MF,Real Sociedad,26,1996,27.7,77,49,28,33,16,31,62,50.0,31,38,8,30,20,97,51,1,Matches
Roque Mesa,es ESP,MF,Valladolid,33,1989,18.0,27,15,16,10,1,12,38,31.6,26,16,4,12,13,40,18,0,Matches
Éder Militão,br BRA,DF,Real Madrid,24,1998,30.0,46,32,25,18,3,26,33,78.8,7,67,39,28,42,88,104,2,Matches
Luis Milla,es ESP,MF,Getafe,27,1994,20.6,48,30,21,18,9,19,44,43.2,25,13,1,12,32,80,25,1,Matches
Pere Milla,es ESP,"FW,MF",Elche,29,1992,20.5,31,20,18,8,5,14,41,34.1,27,18,3,15,9,40,19,1,Matches
Marko Milovanović,rs SRB,FW,Almería,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Óscar Mingueza,es ESP,DF,Celta Vigo,23,1999,14.3,37,21,27,9,1,25,32,78.1,7,10,4,6,12,49,25,0,Matches
Rafa Mir,es ESP,FW,Sevilla,25,1997,14.4,8,2,2,4,2,2,5,40.0,3,5,1,4,4,12,11,0,Matches
Juan Miranda,es ESP,DF,Betis,22,2000,16.4,23,16,16,6,1,14,29,48.3,15,20,7,13,20,43,63,0,Matches

Stefan Mitrović,rs SRB,DF,Getafe,32,1990,18.7,14,6,12,2,0,7,11,63.6,4,12,10,2,17,31,90,2,Matches
Luka Modrić,hr CRO,MF,Real Madrid,36,1985,19.4,19,9,6,6,7,10,25,40.0,15,15,5,10,10,29,7,0,Matches
Johan Mojica,co COL,DF,Villarreal,29,1992,7.1,13,9,9,3,1,5,9,55.6,4,8,3,5,4,17,14,1,Matches
Johan Mojica,co COL,"DF,MF",Elche,29,1992,3.0,6,3,5,1,0,2,3,66.7,1,3,2,1,4,10,5,0,Matches
Nahuel Molina,ar ARG,DF,Atlético Madrid,24,1998,31.9,69,43,38,18,13,39,91,42.9,52,38,7,31,18,87,63,1,Matches
Jon Moncayola,es ESP,"MF,DF",Osasuna,24,1998,27.2,55,39,24,22,9,30,76,39.5,46,37,5,32,17,72,32,2,Matches
