Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",Casa Pia,24,1999,11.3,21,12,4,13,4,8,21,38.1,13,12,1,11,9,30,7,0,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",Vizela,24,1999,10.7,14,9,6,7,1,4,14,28.6,10,14,2,12,10,24,8,1,Matches
João Gonçalves,pt POR,GK,Boavista,22,2000,34.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,20,2,Matches
Jota Gonçalves,pt POR,DF,Vizela,23,2000,16.1,17,8,11,5,1,9,22,40.9,13,18,11,7,21,38,97,1,Matches
Pedro Gonçalves,pt POR,"FW,MF",Sporting CP,25,1998,28.6,47,30,10,23,14,20,55,36.4,35,31,2,29,10,57,4,0,Matches
Vítor Gonçalves,pt POR,MF,Farense,31,1992,7.7,10,7,2,4,4,2,4,50.0,2,12,3,9,4,14,17,0,Matches
Cristo González,es ESP,"FW,MF",Arouca,25,1997,30.9,20,15,4,7,9,9,31,29.0,22,9,1,8,6,26,12,0,Matches
Nicolás González,es ESP,MF,Porto,21,2002,18.9,42,28,13,21,8,22,38,57.9,16,24,3,21,10,52,11,0,Matches
Tiago Gouveia,pt POR,FW,Benfica,22,2001,6.0,12,7,3,4,5,8,14,57.1,6,7,0,7,1,13,0,0,Matches
João Graça,pt POR,MF,Rio Ave,28,1995,13.3,38,25,13,18,7,20,44,45.5,24,8,3,5,9,47,9,0,Matches
Marko Grujić,rs SRB,MF,Porto,27,1996,3.2,17,13,5,11,1,11,13,84.6,2,4,1,3,6,23,4,0,Matches
Gonçalo Guedes,pt POR,"FW,MF",Benfica,26,1996,1.4,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0,Matches
Guga,pt POR,"DF,MF",Portimonense,19,2003,17.0,56,34,31,20,5,30,60,50.0,30,18,7,11,16,72,29,0,Matches
Ricardo Guimarães,mz MOZ,MF,Chaves,27,1995,13.9,35,19,20,11,4,18,37,48.6,19,16,5,11,18,53,15,1,Matches
Rafik Guitane,fr FRA,"FW,MF",Estoril,24,1999,30.1,18,9,5,10,3,5,18,27.8,13,18,1,17,7,25,3,0,Matches

Raphael Guzzo,pt POR,"MF,FW",Chaves,28,1995,13.2,13,7,7,3,3,2,11,18.2,9,17,6,11,11,24,13,0,Matches
Viktor Gyökeres,se SWE,FW,Sporting CP,25,1998,32.4,16,11,3,5,8,3,6,50.0,3,13,1,12,5,21,22,0,Matches
Justin de Haas,nl NED,DF,Famalicão,23,2000,17.8,23,16,17,6,0,11,21,52.4,10,16,12,4,24,47,80,1,Matches
Yanis Hamache,dz ALG,DF,Arouca,24,1999,0.5,1,0,1,0,0,0,0,,0,2,1,1,0,1,1,0,Matches
Tomás Händel,pt POR,MF,Vitória,22,2000,28.0,48,31,16,26,6,28,47,59.6,19,21,3,18,23,71,10,0,Matches
Héctor,es ESP,FW,Chaves,27,1995,28.8,11,8,3,5,3,5,17,29.4,12,14,3,11,5,16,18,0,Matches
Gustavo Henrique,br BRA,"DF,MF",Estrela,24,1999,1.4,2,2,2,0,0,2,3,66.7,1,2,0,2,0,2,2,0,Matches
Morten Hjulmand,dk DEN,MF,Sporting CP,24,1999,24.3,60,37,24,28,8,25,43,58.1,18,27,5,22,20,80,25,0,Matches
Jordan Holsgrove,sct SCO,MF,Estoril,23,1999,13.0,30,25,9,18,3,14,24,58.3,10,11,7,4,15,45,19,2,Matches
André Horta,pt POR,MF,Braga,26,1996,6.1,12,8,2,4,6,8,15,53.3,7,12,1,11,1,13,5,0,Matches
Ricardo Horta,pt POR,"FW,MF",Braga,28,1994,26.0,23,13,9,11,3,5,37,13.5,32,23,2,21,11,34,12,0,Matches
André Inácio,br BRA,"FW,MF",Estrela,21,2002,13.3,19,10,6,9,4,9,24,37.5,15,22,1,21,4,23,8,0,Matches
Gonçalo Inácio,pt POR,DF,Sporting CP,21,2001,27.6,48,35,20,26,2,26,42,61.9,16,29,14,15,25,73,64,1,Matches
Hernani Infande,pt POR,"FW,MF",Moreirense,22,2001,0.9,4,2,1,2,1,3,5,60.0,2,2,0,2,1,5,0,0,Matches
Fabrício Isidoro,br BRA,MF,Farense,31,1992,18.5,25,10,14,8,3,13,37,35.1,24,27,9,18,22,47,19,0,Matches
Ismael,pt POR,MF,Moreirense,24,1999,6.2,6,1,1,4,1,2,8,25.0,6,8,4,4,7,13,14,0,Matches
Franco Israel,uy URU,GK,Sporting CP,23,2000,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
Abass Issah,gh GHA,"MF,FW",Chaves,24,1998,3.4,1,0,0,0,1,1,4,25.0,3,2,0,2,0,1,0,0,Matches
Léo Jabá,br BRA,"FW,MF",Estrela,24,1998,24.7,35,23,12,14,9,11,23,47.8,12,23,2,21,12,47,17,0,Matches
Ivan Jaime Pajuelo,es ESP,"MF,FW",Porto,22,2000,6.3,11,7,2,5,4,3,8,37.5,5,5,1,4,2,13,2,0,Matches
Jajá,br BRA,"FW,MF",Casa Pia,22,2001,4.8,19,16,4,7,8,9,16,56.3,7,9,0,9,1,20,2,0,Matches
Jardel,gw GNB,"FW,MF",Vizela,25,1997,2.1,2,1,1,1,0,1,2,50.0,1,0,0,0,2,4,2,0,Matches
Jason,es ESP,"FW,MF",Arouca,29,1994,28.5,22,17,5,10,7,9,39,23.1,30,29,3,26,12,34,8,0,Matches
Sylvester Jasper,bg BUL,"FW,MF",Portimonense,21,2001,18.6,22,12,9,8,5,10,21,47.6,11,17,0,17,15,37,16,0,Matches
Anderson Jesus,br BRA,DF,Vizela,28,1995,27.7,33,26,29,4,0,19,35,54.3,16,36,28,8,23,56,124,3,Matches

Jhonatan,br BRA,GK,Rio Ave,32,1991,26.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,3,Matches
Jo,br BRA,"FW,MF",Chaves,28,1995,11.3,10,6,1,5,4,4,11,36.4,7,6,1,5,1,11,13,0,Matches
Joca,pt POR,"FW,MF",Rio Ave,27,1996,19.0,11,5,4,2,5,8,17,47.1,9,13,1,12,13,24,15,0,Matches
Nemanja Jović,rs SRB,MF,Estoril,20,2002,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,22,2001,33.0,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,28,2,Matches
David Jurásek,cz CZE,DF,Benfica,22,2000,2.9,9,4,7,2,0,6,8,75.0,2,1,0,1,1,10,9,1,Matches
Samuel Justo,pt POR,MF,Casa Pia,19,2004,6.7,9,6,4,4,1,6,14,42.9,8,7,1,6,4,13,13,0,Matches
Kaio,br BRA,FW,Vitória,19,2004,4.7,10,8,6,3,1,6,13,46.2,7,8,0,8,0,10,1,0,Matches
Kazu,br BRA,"DF,FW",Gil Vicente FC,23,2000,0.6,2,0,1,0,1,1,4,25.0,3,0,0,0,2,4,0,0,Matches
Keliano,ao ANG,MF,Estrela,20,2003,1.3,5,3,1,4,0,3,4,75.0,1,6,4,2,4,9,6,1,Matches
Kewin,br BRA,GK,Moreirense,27,1995,29.8,1,1,1,0,0,0,0,,0,0,0,0,0,1,16,2,Matches
Kikas,pt POR,"FW,MF",Estrela,24,1998,17.3,3,3,0,2,1,1,2,50.0,1,2,0,2,1,4,13,0,Matches
Francisco Kiki,pt POR,MF,Casa Pia,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kobamelo Kodisang,za RSA,FW,Moreirense,23,1999,18.0,10,6,7,3,0,6,17,35.3,11,12,1,11,16,26,10,0,Matches
Koba Koindredi,fr FRA,MF,Estoril,21,2001,6.3,14,5,11,2,1,7,14,50.0,7,5,1,4,11,25,6,0,Matches
Koba Koindredi,fr FRA,MF,Sporting CP,21,2001,0.4,4,3,0,4,0,2,2,100.0,0,0,0,0,2,6,0,0,Matches
Orkun Kökçü,tr TUR,MF,Benfica,22,2000,19.8,32,22,10,18,4,17,35,48.6,18,15,2,13,8,40,7,1,Matches
Eboue Kouassi,ci CIV,MF,Arouca,25,1997,15.0,26,17,12,11,3,14,27,51.9,13,17,7,10,11,37,39,0,Matches
Kevin Krygård,no NOR,"MF,DF",Casa Pia,23,2000,0.7,4,1,3,1,0,1,6,16.7,5,3,1,2,3,7,0,0,Matches
Matías Lacava,ve VEN,"FW,MF",Vizela,20,2002,14.8,33,19,18,8,7,14,30,46.7,16,15,0,15,6,39,3,0,Matches
Tom Lacoux,fr FRA,MF,Famalicão,21,2002,4.0,12,8,7,4,1,7,11,63.6,4,9,4,5,6,18,2,0,Matches
André Lacximicant,pt POR,"FW,MF",Casa Pia,22,2001,2.4,4,2,0,2,2,0,0,,0,2,0,2,0,4,1,0,Matches
Rúben Lameiras,pt POR,"FW,MF",Casa Pia,28,1994,6.1,7,5,4,1,2,5,9,55.6,4,4,0,4,4,11,4,0,Matches
Rúben Lameiras,pt POR,"FW,MF",Chaves,28,1994,2.3,2,1,0,2,0,0,0,,0,1,0,1,1,3,2,0,Matches
Bruno Langa,mz MOZ,"DF,MF",Chaves,25,1997,11.9,22,14,8,12,2,8,18,44.4,10,9,2,7,18,40,27,1,Matches

Larra,es ESP,"DF,MF",Casa Pia,25,1997,27.9,46,36,27,14,5,26,45,57.8,19,28,6,22,43,89,69,0,Matches
Yusuf Lawal,ng NGA,"FW,MF",Arouca,25,1998,2.6,4,2,2,2,0,0,2,0.0,2,4,0,4,3,7,2,0,Matches
Orest Lebedenko,ua UKR,DF,Vizela,24,1998,16.1,35,20,18,16,1,18,29,62.1,11,24,7,17,23,58,58,0,Matches
Leonardo Lelo,pt POR,"DF,MF",Casa Pia,23,2000,32.7,53,32,35,13,5,40,74,54.1,34,35,6,29,37,90,70,0,Matches
Marcos Leonardo,br BRA,FW,Benfica,20,2003,3.7,2,1,0,0,2,0,0,,0,3,0,3,0,2,1,0,Matches
Otso Liimatta,fi FIN,"MF,FW",Famalicão,19,2004,5.2,6,3,3,2,1,3,9,33.3,6,2,0,2,3,9,0,0,Matches
Rúben Lima,pt POR,"DF,MF",Estrela,33,1989,10.3,14,8,7,6,1,4,11,36.4,7,12,1,11,8,22,36,0,Matches
Danny Loader,eng ENG,"FW,MF",Porto,22,2000,2.7,4,2,0,4,0,1,3,33.3,2,5,0,5,0,4,2,0,Matches
Jason Lokilo,be BEL,"FW,MF",Vizela,24,1998,7.8,4,3,2,2,0,2,6,33.3,4,3,0,3,0,4,7,0,Matches
Julien Lomboto,,MF,Rio Ave,21,2002,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
Miguel Lopes,pt POR,DF,Estrela,36,1986,14.7,34,24,18,16,0,22,30,73.3,8,21,13,8,18,52,45,1,Matches
Né lopes,pt POR,DF,Gil Vicente FC,23,2000,2.9,4,3,2,1,1,3,3,100.0,0,3,1,2,4,8,12,0,Matches
Rony Lopes,pt POR,"FW,MF",Braga,27,1995,4.1,6,6,1,2,3,3,4,75.0,1,3,1,2,2,8,4,0,Matches
Bruno Lourenço,pt POR,"FW,MF",Boavista,25,1998,22.4,30,15,5,18,7,12,38,31.6,26,11,0,11,15,45,15,0,Matches
Thomas Luciano,br BRA,DF,Gil Vicente FC,21,2002,0.3,3,1,0,1,2,1,1,100.0,0,1,0,1,0,3,1,0,Matches
André Luis,br BRA,FW,Moreirense,29,1994,14.8,8,6,2,4,2,4,10,40.0,6,11,3,8,6,14,24,0,Matches
Florentino Luís,pt POR,MF,Benfica,23,1999,18.7,79,45,26,43,10,39,75,52.0,36,36,5,31,49,128,13,0,Matches
José Luis Rodríguez,pa PAN,FW,Famalicão,25,1998,16.6,20,14,12,5,3,16,30,53.3,14,13,3,10,10,30,16,0,Matches
Zé Luís,cv CPV,"FW,MF",Farense,32,1991,6.6,3,3,0,1,2,1,3,33.3,2,9,3,6,1,4,4,0,Matches
Luismi,gq EQG,FW,Moreirense,22,2001,10.4,20,11,7,10,3,7,19,36.8,12,22,3,19,4,24,10,0,Matches
Wallisson Luiz,br BRA,"MF,FW",Moreirense,25,1997,2.2,13,7,4,5,4,6,10,60.0,4,3,1,2,6,19,11,0,Matches
Rodrigo Macedo,pt POR,"FW,MF",Moreirense,20,2003,0.7,4,2,1,2,1,2,3,66.7,1,1,0,1,0,4,0,0,Matches
Tiago Machado,pt POR,"MF,FW",Boavista,19,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Madson,br BRA,"FW,MF",Moreirense,23,1999,14.9,6,4,2,3,1,1,9,11.1,8,17,0,17,11,17,18,0,Matches
Miguel Maga,pt POR,"DF,MF",Vitória,20,2002,9.9,30,19,17,11,2,21,31,67.7,10,10,2,8,14,44,25,1,Matches

Magrão,br BRA,GK,Rio Ave,23,2000,7.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,2,1,Matches
Gaius Makouta,cg CGO,MF,Boavista,26,1997,25.9,29,22,11,17,1,14,23,60.9,9,21,2,19,20,49,34,0,Matches
Pedro Malheiro,pt POR,"DF,MF",Boavista,22,2001,21.9,58,33,34,21,3,36,57,63.2,21,27,8,19,24,82,48,1,Matches
Eliaquim Mangala,fr FRA,DF,Estoril,32,1991,11.6,15,7,9,5,1,8,11,72.7,3,11,9,2,21,36,40,1,Matches
Ricardo Mangas,pt POR,"MF,DF",Vitória,25,1998,21.2,25,17,16,7,2,14,27,51.9,13,15,3,12,14,39,27,0,Matches
Mansur,br BRA,DF,Estrela,30,1993,15.6,27,19,23,4,0,14,18,77.8,4,17,10,7,13,40,43,1,Matches
Manuel Manu,pt POR,"DF,MF",Vitória,22,2001,19.7,50,33,37,12,1,27,50,54.0,23,23,13,10,22,72,78,3,Matches
Zé Manuel,pt POR,"FW,MF",Rio Ave,32,1990,6.6,12,8,3,8,1,5,17,29.4,12,9,0,9,4,16,7,0,Matches
Maracás,br BRA,DF,Moreirense,29,1994,28.5,44,35,35,8,1,24,34,70.6,10,34,28,6,22,66,150,0,Matches
Iván Marcano,es ESP,DF,Porto,36,1987,4.1,9,4,5,4,0,5,7,71.4,2,1,1,0,4,13,9,0,Matches
Adrián Marín,es ESP,DF,Braga,26,1997,3.6,7,3,2,3,2,3,5,60.0,2,6,3,3,6,13,7,0,Matches
João Mário,pt POR,"FW,MF",Benfica,30,1993,26.9,39,27,8,21,10,15,34,44.1,19,24,0,24,16,55,8,0,Matches
João Mário Lopes,pt POR,DF,Porto,23,2000,22.9,33,20,13,16,4,22,44,50.0,22,19,4,15,13,46,18,1,Matches
Marlon,br BRA,"FW,MF",Gil Vicente FC,25,1997,4.8,4,3,1,2,1,3,12,25.0,9,8,0,8,3,7,5,0,Matches
Uladzislaŭ Marozaŭ,by BLR,"FW,MF",Arouca,22,2000,1.6,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,Matches
Alejandro Marqués,ve VEN,FW,Estoril,22,2000,15.1,10,7,1,8,1,2,9,22.2,7,14,4,10,3,13,15,0,Matches
Gustavo Marques,br BRA,DF,Benfica,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Igor Marques,br BRA,"DF,MF",Portimonense,24,1999,16.5,55,34,25,24,6,23,50,46.0,27,35,5,30,41,96,45,1,Matches
João Marques,pt POR,"MF,FW",Estoril,21,2002,21.9,39,25,5,26,8,11,29,37.9,18,20,2,18,11,50,13,0,Matches
Toni Martínez,es ESP,FW,Porto,26,1997,5.8,2,1,1,0,1,1,6,16.7,5,2,0,2,0,2,0,0,Matches
Rafael Martins,br BRA,MF,Casa Pia,34,1989,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rodrigo Martins,pt POR,"DF,FW",Estoril,24,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Rodrigo Martins,pt POR,FW,Portimonense,24,1998,2.6,4,3,2,1,1,2,6,33.3,4,1,0,1,0,4,6,0,Matches
Matheus,br BRA,GK,Braga,31,1992,34.0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,20,2,Matches
Marco Matias,pt POR,"FW,MF",Farense,34,1989,25.5,40,26,20,12,8,13,32,40.6,19,19,0,19,22,62,20,0,Matches

Nuno Matos,pt POR,DF,Braga,18,2004,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Maurício,br BRA,MF,Portimonense,34,1988,5.0,11,8,3,8,0,8,14,57.1,6,7,3,4,9,20,11,1,Matches
Rodrigo Melro,pt POR,DF,Chaves,19,2004,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
João Mendes,pt POR,"FW,MF",Vitória,28,1994,16.0,21,9,5,10,6,10,29,34.5,19,19,1,18,9,30,7,1,Matches
Joe Mendes,se SWE,DF,Braga,20,2002,9.9,18,8,10,6,2,8,17,47.1,9,7,3,4,6,24,20,0,Matches
Pedro Mendes,pt POR,DF,Estrela,32,1990,9.0,13,9,10,2,1,7,12,58.3,5,14,10,4,15,28,42,1,Matches
Alex Mendez,us USA,"MF,FW",Vizela,22,2000,4.1,6,5,1,4,1,3,4,75.0,1,2,0,2,2,8,1,0,Matches
Miguel Menino,pt POR,MF,Sporting CP,20,2003,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Benji Michel,us USA,"FW,MF",Arouca,25,1997,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
João Miguel,pt POR,DF,Porto,23,2000,3.2,3,2,2,1,0,3,5,60.0,2,5,3,2,2,5,2,0,Matches
Enea Mihaj,al ALB,DF,Famalicão,25,1998,17.3,20,15,14,6,0,14,22,63.6,8,25,19,6,23,43,75,0,Matches
Mika,pt POR,GK,Moreirense,32,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Bogdan Milovanov,ua UKR,DF,Arouca,25,1998,13.4,49,30,24,21,4,29,51,56.9,22,12,4,8,13,62,33,0,Matches
Vinicius Mingotti,br BRA,FW,Moreirense,23,2000,5.4,6,3,1,4,1,0,1,0.0,1,4,0,4,0,6,3,0,Matches
Miro,ao ANG,"FW,MF",Gil Vicente FC,20,2003,1.8,2,2,0,1,1,0,2,0.0,2,1,0,1,1,3,1,0,Matches
Cezary Miszta,pl POL,GK,Rio Ave,21,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Miguel Monteiro,pt POR,FW,Gil Vicente FC,20,2003,2.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,Matches
Francisco Montero,es ESP,DF,Arouca,24,1999,28.7,28,20,24,4,0,14,35,40.0,21,35,19,16,31,59,137,1,Matches
Morato,br BRA,DF,Benfica,22,2001,16.9,53,33,33,11,9,37,67,55.2,30,20,5,15,17,70,40,0,Matches
Hélder Morim,pt POR,"MF,DF",Chaves,22,2001,7.3,19,8,8,8,3,7,24,29.2,17,18,7,11,8,27,5,0,Matches
Hidemasa Morita,jp JPN,MF,Sporting CP,28,1995,23.8,55,35,16,32,7,28,58,48.3,30,17,1,16,17,72,25,0,Matches
Mosquito,br BRA,GK,Arouca,27,1996,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Moura,pt POR,DF,Famalicão,23,1999,33.0,55,35,29,13,13,29,41,70.7,12,43,7,36,33,88,79,1,Matches
Rodrigo Moura,br BRA,GK,Chaves,27,1996,7.0,3,0,3,0,0,3,3,100.0,0,0,0,0,0,3,3,0,Matches
João Moutinho,pt POR,MF,Braga,36,1986,23.5,68,42,24,42,2,31,69,44.9,38,27,8,19,30,98,28,1,Matches

Rafa Mújica,es ESP,FW,Arouca,24,1998,28.1,22,14,5,8,9,2,13,15.4,11,23,3,20,5,27,16,0,Matches
Petar Musa,hr CRO,FW,Benfica,25,1998,5.8,12,8,4,4,4,3,5,60.0,2,8,2,6,0,12,6,0,Matches
Zach Muscat,mt MLT,DF,Farense,29,1993,18.7,11,4,5,6,0,6,14,42.9,8,42,33,9,15,26,103,0,Matches
Almoatasem Al Musrati,ly LBY,MF,Braga,27,1996,8.9,20,14,9,10,1,9,14,64.3,5,4,2,2,14,34,8,1,Matches
Steve Mvoué,cm CMR,MF,Portimonense,21,2002,0.8,4,1,0,4,0,1,2,50.0,1,1,0,1,0,4,0,0,Matches
Kosuke Nakamura,jp JPN,GK,Portimonense,28,1995,20.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,1,Matches
Nuno Namora,pt POR,"DF,MF",Rio Ave,25,1998,0.3,1,0,0,0,1,1,3,33.3,2,0,0,0,0,1,3,0,Matches
Davis Nascimento,br BRA,MF,Portimonense,20,2002,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Diogo Nascimento,pt POR,MF,Vizela,20,2002,24.0,29,19,9,17,3,14,32,43.8,18,17,2,15,10,39,24,0,Matches
Nathan,br BRA,DF,Famalicão,21,2001,20.5,61,42,39,20,2,27,59,45.8,32,18,1,17,19,80,38,0,Matches
Fran Navarro,es ESP,"FW,MF",Porto,25,1998,1.9,1,0,1,0,0,0,3,0.0,3,1,0,1,3,4,3,0,Matches
Mor Ndiaye,sn SEN,MF,Estoril,22,2000,2.8,5,3,3,1,1,5,7,71.4,2,2,0,2,1,6,6,0,Matches
Alioune Ndour,sn SEN,"FW,MF",Estrela,22,2001,1.9,4,3,0,2,2,0,1,0.0,1,0,0,0,0,4,2,0,Matches
Cher Ndour,it ITA,MF,Braga,19,2004,2.3,7,4,4,3,0,1,4,25.0,3,3,1,2,5,12,5,0,Matches
Nelson,ao ANG,"DF,FW",Vitória,25,1998,4.5,10,8,3,4,3,5,11,45.5,6,11,0,11,6,16,4,0,Matches
David Neres,br BRA,FW,Benfica,26,1997,12.6,12,3,2,8,2,4,11,36.4,7,15,2,13,5,17,2,0,Matches
Neto,br BRA,MF,Casa Pia,31,1991,25.0,50,32,26,18,6,31,62,50.0,31,37,9,28,22,72,44,0,Matches
Luís Neto,pt POR,DF,Sporting CP,35,1988,1.5,1,0,0,1,0,0,1,0.0,1,2,2,0,1,2,4,0,Matches
Martim Neto,pt POR,MF,Gil Vicente FC,20,2003,20.7,45,23,17,26,2,22,57,38.6,35,25,0,25,18,63,16,1,Matches
João Neves,pt POR,MF,Benfica,18,2004,25.7,65,53,21,26,18,29,63,46.0,34,49,12,37,35,100,38,0,Matches
Sikou Niakaté,ml MLI,DF,Braga,24,1999,16.5,13,9,8,5,0,8,12,66.7,4,13,7,6,16,29,72,2,Matches
Miguel Nóbrega,pt POR,DF,Rio Ave,23,2000,18.0,32,20,17,14,1,20,32,62.5,12,22,12,10,22,54,79,1,Matches
Gonçalo Nogueira,pt POR,MF,Vitória,19,2003,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Ygor Nogueira,br BRA,DF,Chaves,28,1995,18.4,37,25,32,5,0,24,33,72.7,9,22,15,7,27,64,101,0,Matches
Nonoca,br BRA,MF,Portimonense,25,1998,21.3,82,54,34,41,7,35,49,71.4,14,30,11,19,20,102,30,1,Matches

João Nunes,pt POR,DF,Casa Pia,27,1995,14.7,12,7,8,4,0,8,20,40.0,12,19,11,8,14,26,55,1,Matches
Kelechi Nwakali,ng NGA,MF,Chaves,25,1998,23.0,38,29,7,27,4,20,38,52.6,18,20,2,18,19,57,12,0,Matches
Régis N’Do,bf BFA,"FW,MF",Estrela,22,2001,11.0,16,9,5,8,3,10,25,40.0,15,15,2,13,3,19,4,0,Matches
Tashan Oakley-Boothe,eng ENG,"MF,DF",Estrela,23,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
Lawrence Ofori,gh GHA,MF,Moreirense,25,1998,27.3,27,13,10,15,2,8,38,21.1,30,22,5,17,17,44,19,1,Matches
Hugo Oliveira,pt POR,"DF,MF",Vizela,21,2002,5.5,8,6,5,2,1,5,8,62.5,3,5,3,2,8,16,15,0,Matches
Mattheus Oliveira,br BRA,MF,Farense,29,1994,24.8,44,34,24,17,3,19,43,44.2,24,40,8,32,27,71,42,0,Matches
Nélson Oliveira,pt POR,FW,Vitória,31,1991,6.7,4,4,1,3,0,0,1,0.0,1,4,1,3,2,6,3,0,Matches
Paulo Oliveira,pt POR,DF,Braga,31,1992,18.6,34,18,20,13,1,21,31,67.7,10,18,9,9,35,69,79,1,Matches
Talys Oliveira,br BRA,DF,Farense,24,1999,10.9,18,13,12,5,1,12,23,52.2,11,13,3,10,18,36,43,0,Matches
Joneston Omurwa,ke KEN,DF,Estrela,24,1998,12.7,20,12,13,6,1,12,20,60.0,8,20,12,8,21,41,47,1,Matches
Bruno Onyemaechi,ng NGA,"DF,MF",Boavista,24,1999,21.9,50,37,26,20,4,21,36,58.3,15,28,6,22,24,74,57,0,Matches
Jerome Opoku,gh GHA,DF,Arouca,24,1998,1.5,1,0,0,0,1,0,0,,0,2,0,2,0,1,9,0,Matches
Pedro Ortiz,es ESP,MF,Vizela,22,2000,10.2,27,15,10,14,3,15,26,57.7,11,9,4,5,7,34,21,0,Matches
Nicolás Otamendi,ar ARG,DF,Benfica,35,1988,30.6,50,36,33,16,1,30,58,51.7,28,30,14,16,53,103,109,3,Matches
Otávio,pt POR,"MF,FW",Porto,28,1995,1.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,Matches
João Othavio Basso,br BRA,DF,Estoril,26,1997,13.4,26,18,17,7,2,14,25,56.0,11,16,9,7,16,42,53,0,Matches
Amine Oudrhiri,ma MAR,MF,Rio Ave,30,1992,24.7,34,22,8,21,5,19,34,55.9,15,22,4,18,30,64,20,3,Matches
Pablo,br BRA,"FW,MF",Famalicão,19,2004,2.2,3,3,3,0,0,2,4,50.0,2,4,1,3,1,4,3,0,Matches
Lucas Paes,br BRA,GK,Casa Pia,25,1997,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Renato Pantalon,hr CRO,DF,Rio Ave,25,1997,14.9,22,10,11,10,1,11,16,68.8,5,15,8,7,9,31,54,0,Matches
Raúl Parra,es ESP,DF,Estoril,23,1999,6.3,8,5,6,2,0,4,9,44.4,5,3,2,1,2,10,9,0,Matches
David Pastor,br BRA,DF,Farense,23,2000,27.5,55,34,34,19,2,31,60,51.7,29,32,7,25,50,105,83,0,Matches
Patrick,br BRA,DF,Rio Ave,26,1997,12.4,18,8,14,4,0,12,21,57.1,9,9,2,7,26,44,44,0,Matches
Paulinho,pt POR,"FW,MF",Portimonense,23,1999,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches

Paulinho,pt POR,"FW,MF",Sporting CP,30,1992,14.5,18,14,1,9,8,5,16,31.3,11,15,1,14,2,20,6,0,Matches
Ivan Pavlic,be BEL,MF,Estoril,21,2001,2.0,4,2,3,1,0,4,6,66.7,2,1,0,1,1,5,2,0,Matches
Pedrão,br BRA,DF,Portimonense,26,1997,29.3,48,29,34,12,2,22,38,57.9,16,32,17,15,50,98,136,0,Matches
Zé Pedro Figueiredo,pt POR,DF,Porto,26,1997,10.3,15,7,8,6,1,10,17,58.8,7,5,2,3,9,24,31,0,Matches
João Pedro,pt POR,MF,Chaves,30,1993,4.5,7,4,3,3,1,7,15,46.7,8,3,2,1,3,10,5,0,Matches
Pepe,pt POR,DF,Porto,40,1983,20.9,28,16,16,12,0,16,30,53.3,14,13,8,5,19,47,50,1,Matches
Pepê,br BRA,"MF,DF",Porto,26,1997,31.7,26,18,8,12,6,9,33,27.3,24,30,2,28,22,48,16,0,Matches
