Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Norbert Haymamba,cm CMR,GK,Arouca,22,1999,3,3,270,3.0,7,2.33,10,4,40.0,1,0,2,0,0.0,1,1,0,0,0.0,Matches
Lukáš Horníček,cz CZE,GK,Braga,19,2002,1,1,90,1.0,3,3.00,11,8,72.7,0,0,1,0,0.0,0,0,0,0,,Matches
Jeimes,br BRA,GK,Paços,20,2001,2,1,173,1.9,3,1.56,14,11,78.6,0,1,0,0,0.0,0,0,0,0,,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,20,2001,31,31,"2,790",31.0,46,1.48,131,85,69.5,8,11,12,8,25.8,8,6,2,0,25.0,Matches
Kewin,br BRA,GK,Moreirense,25,1995,15,15,"1,350",15.0,16,1.07,58,42,74.1,4,4,7,3,20.0,1,1,0,0,0.0,Matches
Stanislav Kritsyuk,ru RUS,GK,Gil Vicente FC,30,1990,4,4,360,4.0,3,0.75,21,18,85.7,2,0,2,2,50.0,0,0,0,0,,Matches
Helton Leite,br BRA,GK,Benfica,30,1990,2,2,180,2.0,0,0.00,5,5,100.0,2,0,0,2,100.0,0,0,0,0,,Matches
Agustín Marchesín,ar ARG,GK,Porto,33,1988,1,0,4,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches

Matheus,br BRA,GK,Braga,29,1992,32,32,"2,880",32.0,28,0.87,106,79,75.5,18,8,6,15,46.9,2,2,0,0,0.0,Matches
Francisco Meixedo,pt POR,GK,Porto,20,2001,1,0,2,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
Mosquito,br BRA,GK,Estoril,25,1996,10,10,900,10.0,19,1.90,50,32,62.0,2,2,6,2,20.0,2,0,1,1,100.0,Matches
Kosuke Nakamura,jp JPN,GK,Portimonense,26,1995,2,2,180,2.0,2,1.00,10,8,80.0,1,0,1,1,50.0,0,0,0,0,,Matches
Babacar Niasse,mr MTN,GK,Tondela,24,1996,6,5,463,5.1,14,2.72,31,17,61.3,0,0,5,0,0.0,2,2,0,0,0.0,Matches
Payam Niazmand,ir IRN,GK,Portimonense,26,1995,2,2,180,2.0,8,4.00,18,10,61.1,0,0,2,0,0.0,1,1,0,0,0.0,Matches
Mateus Pasinato,br BRA,GK,Moreirense,29,1992,19,19,"1,710",19.0,35,1.84,83,48,62.7,3,4,12,1,5.3,4,4,0,0,0.0,Matches
André Paulo,pt POR,GK,Sporting CP,24,1996,1,0,12,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
Marco André Rocha Pereira,pt POR,GK,Santa Clara,34,1987,29,29,"2,520",28.0,41,1.46,113,72,69.9,8,11,10,7,24.1,7,7,0,0,0.0,Matches
Samuel Portugal,br BRA,GK,Portimonense,27,1994,30,30,"2,700",30.0,35,1.17,131,98,74.0,9,8,13,9,30.0,1,1,0,0,0.0,Matches
Álvaro Ramalho,pt POR,GK,B-SAD,22,1999,2,2,180,2.0,11,5.50,17,7,41.2,0,0,2,0,0.0,1,1,0,0,0.0,Matches
Cláudio Ramos,pt POR,GK,Porto,29,1991,1,1,88,1.0,,,1,1,,1,,,,,,,,,,Matches
Tiago Sá,pt POR,GK,Braga,26,1995,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
João Miguel Macedo Silva,pt POR,GK,Marítimo,26,1995,4,4,360,4.0,4,1.00,18,14,77.8,0,2,2,1,25.0,0,0,0,0,,Matches
Pedro José Moreira Silva,pt POR,GK,Vizela,24,1997,18,18,"1,620",18.0,29,1.61,82,54,70.7,5,5,9,1,5.6,6,5,0,1,0.0,Matches
Pedro Trigueira,pt POR,GK,Tondela,33,1988,29,29,"2,597",28.9,53,1.84,157,105,70.1,7,7,15,2,6.9,6,6,0,0,0.0,Matches
Matouš Trmal,cz CZE,GK,Vitória,22,1998,9,9,810,9.0,10,1.11,34,24,70.6,2,4,3,4,44.4,1,0,0,1,,Matches
Bruno Varela,cv CPV,GK,Vitória,26,1994,25,25,"2,250",25.0,31,1.24,110,78,76.4,11,5,9,4,16.0,6,5,1,0,16.7,Matches
Igor Vekič,si SVN,GK,Paços,23,1998,1,1,4,0.0,,,1,1,,,,1,,,,,,,,Matches
Paulo Victor Vidotti,br BRA,GK,Marítimo,34,1987,30,30,"2,699",30.0,39,1.30,137,96,75.9,9,9,12,8,26.7,9,6,2,1,25.0,Matches
João Virgínia,pt POR,GK,Sporting CP,21,1999,1,1,78,0.9,,,1,1,,1,,,,,,,,,,Matches
Odisseas Vlachodimos,gr GRE,GK,Benfica,27,1994,32,32,"2,880",32.0,30,0.94,104,74,72.1,21,5,6,10,31.3,2,1,1,0,50.0,Matches
Ivan Zlobin,ru RUS,GK,Famalicão,24,1997,1,1,90,1.0,2,2.00,6,4,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
Emilijus Zubas,lt LTU,GK,Arouca,31,1990,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
