Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Mathias Hebo,dk DEN,MF,Cracovia,26,1995,10.5,1,,,,,,,,,0,0,Matches
Ángelo Henríquez,cl CHI,FW,Miedź Legnica,28,1994,23.8,7,,,,,,,,,3,4,Matches
Koki Hinokio,jp JPN,MF,Zagłębie Lubin,21,2001,3.0,0,,,,,,,,,0,0,Matches
Koki Hinokio,jp JPN,"MF,FW",Stal Mielec,21,2001,8.5,1,,,,,,,,,0,0,Matches
Fabian Hiszpański,pl POL,"MF,DF",Stal Mielec,28,1993,20.4,1,,,,,,,,,0,0,Matches
Dominik Holec,sk SVK,GK,Lech Poznań,28,1994,1.0,0,,,,,,,,,0,0,Matches
Jakub Holúbek,sk SVK,DF,Piast Gliwice,31,1991,8.7,0,,,,,,,,,0,0,Matches

Arttu Hoskonen,fi FIN,DF,Cracovia,25,1997,8.6,1,,,,,,,,,0,0,Matches
Lukáš Hroššo,sk SVK,GK,Cracovia,35,1987,3.0,0,,,,,,,,,0,0,Matches
Tomáš Huk,sk SVK,DF,Piast Gliwice,27,1994,1.0,0,,,,,,,,,0,0,Matches
Javier Hyjek,pl POL,MF,Śląsk Wrocław,21,2001,3.8,0,,,,,,,,,0,0,Matches
Dominik Hładun,pl POL,GK,Legia Warsaw,26,1995,7.0,0,,,,,,,,,0,0,Matches
Jesús Imaz,es ESP,"FW,MF",Jagiellonia,31,1990,31.2,14,,,,,,,,,0,2,Matches
Mikael Ishak,se SWE,FW,Lech Poznań,29,1993,19.2,11,,,,,,,,,4,6,Matches
Robert Ivanov,fi FIN,DF,Warta Poznań,27,1994,29.6,1,,,,,,,,,0,0,Matches
Ivi,es ESP,"MF,FW",RKS Raków,28,1994,21.2,9,,,,,,,,,4,4,Matches
David Jablonský,cz CZE,DF,Cracovia,30,1991,13.4,1,,,,,,,,,0,0,Matches
Jarosław Jach,pl POL,DF,Zagłębie Lubin,28,1994,24.2,1,,,,,,,,,0,0,Matches
Michał Jakóbowski,pl POL,MF,Warta Poznań,29,1992,0.8,0,,,,,,,,,0,0,Matches
Damian Jakubik,pl POL,"DF,MF",Radomiak Radom,32,1990,16.9,0,,,,,,,,,0,0,Matches
Patryk Janasik,pl POL,DF,Śląsk Wrocław,24,1997,16.1,0,,,,,,,,,0,0,Matches
Rafał Janicki,pl POL,DF,Górnik Zabrze,30,1992,13.8,0,,,,,,,,,0,0,Matches
Krzysztof Janus,pl POL,MF,Wisła Płock,36,1986,0.2,0,,,,,,,,,0,0,Matches
Erik Janža,si SVN,"MF,DF",Górnik Zabrze,29,1993,31.9,2,,,,,,,,,0,0,Matches
Paweł Jaroszyński,pl POL,MF,Cracovia,27,1994,13.3,0,,,,,,,,,0,0,Matches
Dennis Jastrzembski,pl POL,"MF,FW",Śląsk Wrocław,22,2000,12.2,2,,,,,,,,,0,0,Matches
Jakub Jędrasik,pl POL,MF,Legia Warsaw,17,2005,0.0,0,,,,,,,,,0,0,Matches
Artur Jędrzejczyk,pl POL,DF,Legia Warsaw,34,1987,24.0,0,,,,,,,,,0,0,Matches
Richard Jensen,fi FIN,DF,Górnik Zabrze,26,1996,25.1,1,,,,,,,,,0,0,Matches
Kacper Jodlowski,pl POL,MF,Cracovia,23,1999,0.1,0,,,,,,,,,0,0,Matches
Mattias Johansson,se SWE,"DF,MF",Legia Warsaw,30,1992,8.6,1,,,,,,,,,0,0,Matches
Jakub Jugas,cz CZE,DF,Cracovia,30,1992,24.0,1,,,,,,,,,0,0,Matches

Carlos Julio Martínez,do DOM,"DF,MF",Miedź Legnica,28,1994,10.6,0,,,,,,,,,0,0,Matches
Pedro Justiniano,pt POR,DF,Radomiak Radom,22,2000,9.2,0,,,,,,,,,0,0,Matches
Damian Kądzior,pl POL,MF,Piast Gliwice,30,1992,16.6,3,,,,,,,,,0,0,Matches
Otar Kakabadze,ge GEO,MF,Cracovia,27,1995,21.8,1,,,,,,,,,0,0,Matches
Benjamin Källman,fi FIN,FW,Cracovia,24,1998,25.5,6,,,,,,,,,0,0,Matches
Robin Kamber,ch SUI,MF,Górnik Zabrze,26,1996,0.8,0,,,,,,,,,0,0,Matches
Krzysztof Kamiński,pl POL,GK,Wisła Płock,31,1990,20.0,0,,,,,,,,,0,0,Matches
Wiktor Kamiński,pl POL,FW,Warta Poznań,18,2004,0.3,0,,,,,,,,,0,0,Matches
Joeri de Kamps,nl NED,MF,Lechia Gdańsk,30,1992,4.6,0,,,,,,,,,0,0,Matches
Stefanos Kapino,gr GRE,GK,Miedź Legnica,28,1994,4.0,0,,,,,,,,,0,0,Matches
Steve Kapuadi,fr FRA,DF,Wisła Płock,24,1998,25.9,0,,,,,,,,,0,0,Matches
Bartosz Kapustka,pl POL,MF,Legia Warsaw,25,1996,20.0,2,,,,,,,,,0,0,Matches
Michał Kaput,pl POL,MF,Piast Gliwice,24,1998,3.8,0,,,,,,,,,0,0,Matches
Krystian Kardys,pl POL,MF,Stal Mielec,19,2002,0.7,0,,,,,,,,,0,0,Matches
Jesper Karlström,se SWE,MF,Lech Poznań,27,1995,25.3,1,,,,,,,,,0,0,Matches
Arkadiusz Kasparkiewicz,pl POL,"DF,MF",Stal Mielec,27,1994,22.9,1,,,,,,,,,0,0,Matches
Lirim Kastrati,xk KVX,DF,Legia Warsaw,23,1999,0.2,0,,,,,,,,,0,0,Matches
