Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Matches
Breel Embolo,ch SUI,FW,Monaco,26,1997,2.0,3,3,0,2,1,1,4,25.0,3,1,0,1,1,4,2,0,Matches
Emanuel Emegha,nl NED,FW,Strasbourg,20,2003,23.1,8,5,2,4,2,4,9,44.4,5,13,3,10,2,10,25,0,Matches
Maxime Estève,fr FRA,DF,Montpellier,21,2002,11.1,16,12,11,5,0,10,15,66.7,5,13,9,4,18,34,50,0,Matches
Oscar Estupiñan,co COL,FW,Metz,26,1996,2.9,5,4,0,3,2,1,2,50.0,1,2,0,2,0,5,0,0,Matches
Romain Faivre,fr FRA,"MF,FW",Lorient,25,1998,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1,Matches
Ilhan Fakili,fr FRA,"MF,FW",Clermont Foot,17,2006,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
Khalil Fayad,fr FRA,"FW,MF",Montpellier,19,2004,11.4,28,15,17,7,4,9,22,40.9,13,15,3,12,14,42,6,0,Matches
Ichem Ferrah,fr FRA,FW,Lille,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jordan Ferri,fr FRA,MF,Montpellier,31,1992,22.6,36,22,16,17,3,20,67,29.9,47,19,1,18,13,49,23,0,Matches
Malick Fofana,be BEL,FW,Lyon,18,2005,6.2,5,4,3,1,1,4,9,44.4,5,3,0,3,5,10,9,0,Matches
Youssouf Fofana,fr FRA,MF,Monaco,24,1999,30.0,61,39,19,36,6,30,66,45.5,36,35,7,28,37,98,31,1,Matches
Thomas Foket,be BEL,DF,Reims,28,1994,20.4,32,17,21,8,3,20,45,44.4,25,34,12,22,25,57,36,0,Matches
Tiago Fonseca Morais,pt POR,FW,Lille,19,2003,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,Matches
Przemysław Frankowski,pl POL,DF,Lens,28,1995,24.4,60,39,25,26,9,31,74,41.9,43,30,7,23,25,85,36,0,Matches
Angelo Fulgini,fr FRA,MF,Lens,26,1996,15.3,23,14,6,13,4,11,19,57.9,8,22,1,21,8,31,11,0,Matches
Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,36,1987,15.0,10,10,5,3,2,2,17,11.8,15,9,0,9,3,13,7,0,Matches
Ignatius Ganago,cm CMR,"FW,MF",Nantes,24,1999,2.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,Matches
Ulisses Garcia,ch SUI,DF,Marseille,27,1996,10.1,21,16,6,13,2,13,20,65.0,7,8,3,5,7,28,13,2,Matches
Johan Gastien,fr FRA,MF,Clermont Foot,35,1988,25.1,43,22,18,21,4,23,81,28.4,58,31,9,22,36,79,24,4,Matches
Yann Gboho,fr FRA,"MF,FW",Toulouse,22,2001,13.3,14,4,6,6,2,8,23,34.8,15,21,1,20,4,18,2,0,Matches
Gelabert,es ESP,"MF,FW",Toulouse,22,2000,8.4,14,8,5,6,3,7,20,35.0,13,8,2,6,5,19,8,0,Matches

Denis Genreau,au AUS,"MF,FW",Toulouse,24,1999,5.2,12,9,6,6,0,8,15,53.3,7,8,1,7,6,18,8,0,Matches
Samuel Gigot,fr FRA,DF,Marseille,29,1993,19.2,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,27,1996,23.9,42,30,14,22,6,15,42,35.7,27,37,3,34,21,63,14,0,Matches
Angel Gomes,eng ENG,MF,Lille,22,2000,28.6,26,13,4,15,7,14,32,43.8,18,23,6,17,18,44,28,1,Matches
Maxime Gonalons,fr FRA,MF,Clermont Foot,34,1989,14.4,47,33,14,27,6,25,57,43.9,32,18,3,15,20,67,11,0,Matches
Mathieu Gorgelin,fr FRA,GK,Le Havre,32,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Amine Gouiri,dz ALG,"FW,MF",Rennes,23,2000,23.0,20,10,4,11,5,8,19,42.1,11,18,1,17,14,34,12,0,Matches
Jonathan Gradit,fr FRA,DF,Lens,30,1992,23.5,32,20,15,14,3,19,35,54.3,16,30,17,13,37,69,61,0,Matches
Samuel Grandsir,fr FRA,"MF,FW",Le Havre,26,1996,6.7,16,12,5,9,2,8,18,44.4,10,4,0,4,3,19,3,1,Matches
Adrian Grbić,at AUT,FW,Lorient,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",Lille,24,1999,14.1,22,16,7,13,2,12,20,60.0,8,14,3,11,15,37,25,0,Matches
Axel Gueguin,fr FRA,"DF,FW",Montpellier,18,2005,1.5,9,5,6,2,1,2,6,33.3,4,2,0,2,2,11,6,0,Matches
Mattéo Guendouzi,fr FRA,MF,Marseille,24,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Evann Guessand,ci CIV,FW,Nice,22,2001,17.3,16,7,2,7,7,6,7,85.7,1,12,1,11,12,28,7,0,Matches
Pape Gueye,sn SEN,"MF,DF",Marseille,24,1999,8.5,33,21,11,19,3,13,19,68.4,6,17,3,14,13,46,12,0,Matches
Morgan Guilavogui,gn GUI,"FW,MF",Lens,25,1998,6.3,21,10,4,12,5,5,11,45.5,6,11,2,9,4,25,7,0,Matches
Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,28,1994,27.7,87,50,49,30,8,47,72,65.3,25,39,10,29,71,158,99,1,Matches
Jaouen Hadjam,dz ALG,DF,Nantes,20,2003,1.2,6,4,5,1,0,1,2,50.0,1,0,0,0,3,9,2,0,Matches
Massadio Haïdara,ml MLI,DF,Lens,30,1992,8.2,9,8,5,3,1,4,6,66.7,2,7,2,5,11,20,32,3,Matches
Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,32,1991,4.4,8,7,5,2,1,2,9,22.2,7,5,1,4,6,14,10,0,Matches
Achraf Hakimi,ma MAR,DF,Paris S-G,24,1998,21.5,29,19,14,9,6,17,34,50.0,17,28,4,24,12,41,28,2,Matches
Amine Harit,ma MAR,"MF,FW",Marseille,26,1997,20.2,28,16,8,17,3,13,37,35.1,24,31,4,27,12,40,4,0,Matches
Silvan Hefti,ch SUI,"DF,FW",Montpellier,25,1997,7.9,21,15,10,7,4,15,29,51.7,14,7,2,5,8,29,11,0,Matches
Henrique,br BRA,DF,Lyon,29,1994,6.7,10,6,6,4,0,6,11,54.5,5,8,2,6,10,20,3,0,Matches
Luis Henrique,br BRA,"FW,DF",Marseille,21,2001,8.7,8,7,4,1,3,4,7,57.1,3,9,0,9,8,16,3,0,Matches

Christophe Hérelle,mq MTQ,DF,Metz,30,1992,18.0,32,15,24,7,1,13,23,56.5,10,16,9,7,18,50,68,2,Matches
Lucas Hernández,fr FRA,DF,Paris S-G,27,1996,21.2,52,36,28,15,9,29,50,58.0,21,21,5,16,27,79,38,0,Matches
Andrej Ilic,rs SRB,FW,Lille,23,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Bonke Innocent,ng NGA,MF,Lorient,27,1996,2.3,6,4,2,2,2,2,9,22.2,7,2,1,1,4,10,2,0,Matches
Ismaily,br BRA,DF,Lille,33,1990,27.4,72,47,34,25,13,31,60,51.7,29,33,6,27,32,104,77,0,Matches
Yanis Issoufou,fr FRA,MF,Montpellier,16,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Junya Ito,jp JPN,"FW,MF",Reims,30,1993,30.2,33,15,11,14,8,10,36,27.8,26,23,1,22,14,47,7,0,Matches
Jérémy Jacquet,fr FRA,MF,Rennes,18,2005,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches
Jérémy Jacquet,fr FRA,DF,Clermont Foot,18,2005,2.8,4,3,4,0,0,3,3,100.0,0,7,3,4,6,10,10,0,Matches
Ismail Jakobs,sn SEN,DF,Monaco,23,1999,16.3,57,41,27,21,9,29,47,61.7,18,19,2,17,11,68,40,0,Matches
Ablie Jallow,gm GAM,"MF,FW",Metz,24,1998,10.2,8,5,2,3,3,3,5,60.0,2,4,0,4,8,16,3,0,Matches
Danley Jean-Jacques,ht HAI,MF,Metz,23,2000,29.8,54,28,24,21,9,19,56,33.9,37,48,7,41,44,98,44,0,Matches
Jeffinho,br BRA,"FW,MF",Lyon,23,1999,3.4,11,4,3,5,3,4,11,36.4,7,1,0,1,0,11,0,0,Matches
Antoine Joujou,fr FRA,"FW,MF",Le Havre,20,2003,8.7,20,12,7,7,6,11,21,52.4,10,11,2,9,7,27,5,0,Matches
Christopher Jullien,fr FRA,DF,Montpellier,30,1993,13.7,16,12,11,5,0,6,17,35.3,11,25,20,5,12,28,106,2,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,17,2006,12.0,7,4,2,2,3,1,9,11.1,8,6,0,6,10,17,5,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,29,1994,6.8,10,7,2,5,3,5,15,33.3,10,4,0,4,4,14,4,1,Matches
Yaya Kader Fofana,ml MLI,"MF,DF",Reims,19,2004,0.4,3,3,1,1,1,0,1,0.0,1,0,0,0,1,4,0,0,Matches
Tino Kadewere,zw ZIM,"FW,MF",Lyon,27,1996,3.3,1,1,0,1,0,1,5,20.0,4,3,1,2,5,6,7,0,Matches
Tino Kadewere,zw ZIM,"FW,MF",Nantes,27,1996,8.7,9,4,3,3,3,6,11,54.5,5,10,1,9,10,19,8,0,Matches
Arnaud Kalimuendo,fr FRA,FW,Rennes,21,2002,23.8,5,4,2,2,1,2,5,40.0,3,13,2,11,4,9,4,0,Matches
Gedeon Kalulu,cd COD,DF,Lorient,25,1997,10.8,23,17,13,8,2,12,22,54.5,10,18,2,16,5,28,30,0,Matches
Waren Kamanzi,no NOR,"DF,FW",Toulouse,22,2000,13.2,36,24,16,16,4,13,23,56.5,10,11,3,8,9,45,35,0,Matches
Lee Kang-in,kr KOR,"FW,MF",Paris S-G,22,2001,16.3,26,13,7,9,10,15,36,41.7,21,7,0,7,6,32,3,0,Matches
Yann Karamoh,fr FRA,"FW,MF",Montpellier,25,1998,3.2,1,0,0,0,1,1,2,50.0,1,3,0,3,0,1,0,0,Matches

Ayman Kari,fr FRA,MF,Lorient,18,2004,9.9,18,14,9,9,0,12,19,63.2,7,19,2,17,6,24,9,1,Matches
Panos Katseris,gr GRE,DF,Lorient,22,2001,11.6,26,20,16,8,2,16,25,64.0,9,20,4,16,8,34,18,0,Matches
Kévin Keben Biakolo,cm CMR,DF,Toulouse,19,2004,5.8,4,2,4,0,0,3,6,50.0,3,7,0,7,8,12,17,0,Matches
Yassine Kechta,ma MAR,MF,Le Havre,21,2002,20.5,46,24,24,19,3,31,73,42.5,42,20,3,17,23,69,16,1,Matches
Thilo Kehrer,de GER,DF,Monaco,26,1996,14.7,32,22,22,7,3,22,39,56.4,17,18,6,12,30,62,55,0,Matches
Habib Keita,ml MLI,MF,Clermont Foot,21,2002,14.2,34,19,14,15,5,17,28,60.7,11,27,10,17,29,63,30,0,Matches
Reda Khadra,de GER,"FW,MF",Reims,22,2001,15.2,16,10,5,4,7,8,20,40.0,12,8,2,6,3,19,13,0,Matches
Wahbi Khazri,tn TUN,FW,Montpellier,32,1991,12.6,24,17,8,12,4,14,35,40.0,21,10,0,10,3,27,7,0,Matches
Abdukodir Khusanov,uz UZB,DF,Lens,19,2004,9.0,21,12,13,8,0,9,17,52.9,8,13,8,5,13,34,32,2,Matches
Philipp Köhn,ch SUI,GK,Monaco,25,1998,22.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,5,3,Matches
Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,24,1998,14.1,10,8,5,3,2,5,13,38.5,8,5,0,5,4,14,10,0,Matches
Cheick Konaté,ml MLI,DF,Clermont Foot,19,2004,11.9,26,15,17,9,0,20,36,55.6,16,16,2,14,13,39,21,0,Matches
Geoffrey Kondogbia,cf CTA,MF,Marseille,30,1993,16.3,48,31,18,25,5,13,32,40.6,19,21,4,17,30,78,25,0,Matches
Abdoul Koné,fr FRA,DF,Reims,18,2005,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9,0,Matches
Amadou Koné,ml MLI,MF,Reims,18,2005,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10,0,Matches
Ibrahima Koné,ml MLI,FW,Lorient,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
N'Guessan Kouadio,ci CIV,"MF,FW",Metz,20,2003,1.2,3,1,0,3,0,0,3,0.0,3,3,0,3,1,4,0,0,Matches
Koffi Kouao,ci CIV,DF,Metz,25,1998,9.6,20,13,12,7,1,11,17,64.7,6,9,6,3,13,33,38,1,Matches
Therence Koudou,fr FRA,DF,Reims,18,2004,3.5,2,2,1,1,0,0,2,0.0,2,4,3,1,4,6,9,0,Matches
Boubakar Kouyaté,ml MLI,DF,Montpellier,26,1997,21.4,49,30,39,8,2,28,51,54.9,23,31,20,11,29,78,123,1,Matches
Sael Kumbedi,fr FRA,DF,Lyon,18,2005,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Daler Kuzyaev,ru RUS,MF,Le Havre,30,1993,23.2,34,19,11,13,10,15,43,34.9,28,18,5,13,22,56,18,1,Matches
Grejohn Kyei,fr FRA,FW,Clermont Foot,27,1995,11.4,6,4,2,2,2,2,3,66.7,1,5,1,4,1,7,10,0,Matches
Gaëtan Laborde,fr FRA,"FW,MF",Nice,29,1994,21.2,18,12,8,4,6,11,30,36.7,19,20,2,18,6,24,8,1,Matches

Alexandre Lacazette,fr FRA,FW,Lyon,32,1991,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,Matches
Alban Lafont,fr FRA,GK,Nantes,24,1999,27.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14,0,Matches
Kenny Lala,mg MAD,DF,Brest,31,1991,33.0,78,51,39,28,11,30,56,53.6,26,27,6,21,28,106,75,1,Matches
Mathis Lambourde,fr FRA,FW,Rennes,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
Mohamed Lamine Bayo,gn GUI,FW,Le Havre,25,1998,15.4,13,5,2,5,6,2,10,20.0,8,8,1,7,2,15,11,0,Matches
Didier Lamkel Zé,cm CMR,"FW,MF",Metz,26,1996,6.1,7,2,2,4,1,2,5,40.0,3,4,0,4,0,7,11,0,Matches
Julien Laporte,fr FRA,DF,Lorient,29,1993,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1,Matches
Théo Le Bris,fr FRA,"DF,MF",Lorient,20,2002,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0,Matches
Julien Le Cardinal,fr FRA,DF,Brest,25,1997,5.3,19,11,11,7,1,8,12,66.7,4,6,3,3,13,32,26,0,Matches
Julien Le Cardinal,fr FRA,DF,Lens,25,1997,0.6,6,2,4,2,0,4,9,44.4,5,2,1,1,0,6,0,0,Matches
Jérémy Le Douaron,fr FRA,FW,Brest,25,1998,18.0,21,10,7,9,5,11,26,42.3,15,14,1,13,2,23,10,0,Matches
Enzo Le Fée,fr FRA,MF,Rennes,23,2000,17.0,50,35,23,17,10,23,47,48.9,24,17,3,14,19,69,20,0,Matches
Vincent Le Goff,fr FRA,"DF,MF",Lorient,33,1989,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0,Matches
Adrien Lebeau,fr FRA,"MF,FW",Brest,24,1999,0.6,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,1,0,Matches
Jean-Louis Leca,fr FRA,GK,Lens,37,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Benjamin Lecomte,fr FRA,GK,Montpellier,32,1991,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,1,Matches
Pierre Lees-Melou,fr FRA,MF,Brest,30,1993,28.0,96,67,51,41,4,49,129,38.0,80,61,11,50,43,139,64,3,Matches
Johann Lepenant,fr FRA,MF,Lyon,20,2002,2.8,4,3,2,2,0,1,8,12.5,7,5,0,5,4,8,0,0,Matches
Léo Leroy,fr FRA,MF,Montpellier,23,2000,5.5,19,10,8,8,3,6,21,28.6,15,12,3,9,7,26,8,0,Matches
Gautier Lloris,fr FRA,DF,Le Havre,28,1995,30.9,50,28,40,9,1,28,42,66.7,14,50,30,20,32,82,142,1,Matches
Abou Lô,sn SEN,"MF,DF",Metz,23,2000,2.2,3,1,2,1,0,1,4,25.0,3,5,2,3,4,7,8,0,Matches
Bradley Locko,fr FRA,DF,Brest,21,2002,32.9,97,55,57,34,6,47,80,58.8,33,28,1,27,40,137,69,0,Matches
Renan Lodi,br BRA,DF,Marseille,25,1998,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0,Matches
Andy Logbo,fr FRA,FW,Le Havre,19,2004,2.8,0,0,0,0,0,0,3,0.0,3,7,3,4,0,0,2,0,Matches
Anthony Lopes,pt POR,GK,Lyon,32,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,Matches

Pau López,es ESP,GK,Marseille,28,1994,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1,Matches
Jordan Lotomba,ch SUI,DF,Nice,24,1998,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26,1,Matches
Tom Louchet,fr FRA,"MF,DF",Nice,20,2003,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0,Matches
Imran Louza,ma MAR,MF,Lorient,24,1999,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0,Matches
Dejan Lovren,hr CRO,DF,Lyon,34,1989,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0,Matches
Joshua M'Bahia,ci CIV,MF,Clermont Foot,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Othmane Maamma,fr FRA,FW,Montpellier,17,2005,1.0,3,3,2,0,1,1,1,100.0,0,3,0,3,0,3,0,0,Matches
Deiver Machado,co COL,DF,Lens,29,1993,12.5,24,18,10,10,4,15,20,75.0,5,13,2,11,7,31,8,0,Matches
Soungoutou Magassa,fr FRA,"DF,MF",Monaco,19,2003,15.0,56,26,22,32,2,26,48,54.2,22,21,4,17,21,77,36,2,Matches
Hugo Magnetti,fr FRA,MF,Brest,25,1998,26.0,49,27,18,26,5,24,58,41.4,34,19,1,18,18,67,18,0,Matches
Yohann Magnin,fr FRA,MF,Clermont Foot,26,1997,18.7,49,31,12,32,5,22,47,46.8,25,38,13,25,19,68,26,1,Matches
Frank Magri,cm CMR,"FW,MF",Toulouse,23,1999,16.0,22,14,5,12,5,15,21,71.4,6,16,4,12,4,26,17,0,Matches
Adel Mahamoud,km COM,FW,Nantes,20,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Habib Maïga,ci CIV,"MF,FW",Metz,27,1996,1.6,2,2,1,0,1,1,3,33.3,2,2,0,2,4,6,2,0,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,25,1997,15.9,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,Matches
Radosław Majecki,pl POL,GK,Monaco,23,1999,12.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,1,Matches
Lovro Majer,hr CRO,MF,Rennes,25,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,25,1998,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0,Matches
Aaron Malouda,fr FRA,FW,Lille,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,23,1999,0.1,1,0,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,Matches
Steve Mandanda,fr FRA,GK,Rennes,38,1985,34.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,6,1,Matches
Orel Mangala,be BEL,MF,Lyon,25,1998,4.4,5,3,0,2,3,1,3,33.3,2,3,2,1,5,10,6,0,Matches
Vito Mannone,it ITA,GK,Lille,35,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Faitout Maouassa,fr FRA,"MF,DF",Lens,25,1998,0.8,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
Guillermo Maripán,cl CHI,DF,Monaco,29,1994,19.6,22,8,15,6,1,10,27,37.0,17,26,13,13,30,52,106,4,Matches

Marquinhos,br BRA,"FW,MF",Nantes,20,2003,1.7,3,2,2,0,1,1,4,25.0,3,7,2,5,6,9,1,0,Matches
Marquinhos,br BRA,DF,Paris S-G,29,1994,17.1,19,11,10,7,2,11,17,64.7,6,29,19,10,17,36,58,1,Matches
Jonas Martin,fr FRA,MF,Brest,33,1990,13.4,43,27,17,24,2,21,36,58.3,15,16,2,14,9,52,28,2,Matches
Clinton Mata,ao ANG,DF,Lyon,30,1992,24.7,43,24,29,8,6,23,40,57.5,17,35,16,19,40,83,61,0,Matches
Eliot Matazo,be BEL,MF,Monaco,21,2002,1.1,3,1,0,3,0,2,4,50.0,2,1,1,0,3,6,0,0,Matches
Nemanja Matić,rs SRB,MF,Rennes,34,1988,11.4,19,10,7,9,3,9,12,75.0,3,15,7,8,27,46,19,0,Matches
Nemanja Matić,rs SRB,MF,Lyon,34,1988,13.9,17,11,8,7,2,9,19,47.4,10,17,6,11,16,33,17,1,Matches
Chrislain Matsima,fr FRA,DF,Clermont Foot,21,2002,13.1,18,11,11,7,0,10,18,55.6,8,14,10,4,13,31,74,1,Matches
Chrislain Matsima,fr FRA,DF,Monaco,21,2002,3.3,9,7,5,3,1,2,7,28.6,5,4,1,3,4,13,4,0,Matches
Azor Matusiwa,nl NED,MF,Reims,25,1998,15.4,39,27,17,19,3,22,32,68.8,10,21,3,18,33,72,32,1,Matches
Azor Matusiwa,nl NED,MF,Rennes,25,1998,8.8,7,3,3,4,0,4,7,57.1,3,9,2,7,11,18,17,0,Matches
Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,18,2004,0.6,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
Christian Mawissa,fr FRA,DF,Toulouse,18,2005,12.4,22,15,14,4,4,9,23,39.1,14,22,11,11,22,44,41,1,Matches
Noam Mayoka-Tika,be BEL,MF,Marseille,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Senny Mayulu,fr FRA,"FW,MF",Paris S-G,17,2006,3.6,13,8,6,6,1,6,7,85.7,1,1,0,1,3,16,0,0,Matches
Youssef Maziz,fr FRA,"FW,MF",Metz,25,1998,1.4,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,Matches
Ethan Mbappé,fr FRA,"MF,DF",Paris S-G,16,2006,0.5,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
Kylian Mbappé,fr FRA,FW,Paris S-G,24,1998,24.0,4,1,1,1,2,4,9,44.4,5,4,0,4,2,6,2,0,Matches
Malick Mbaye,sn SEN,"MF,FW",Metz,19,2004,1.7,5,1,0,1,4,1,2,50.0,1,1,0,1,1,6,2,0,Matches
Chancel Mbemba,cd COD,DF,Marseille,28,1994,24.5,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,Matches
Nolan Mbemba,cg CGO,MF,Le Havre,28,1995,0.2,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0,Matches
Christ Mbondi,fr FRA,FW,Reims,18,2004,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Facundo Medina,ar ARG,DF,Lens,24,1999,30.2,64,38,25,31,8,44,69,63.8,25,38,13,25,24,88,59,2,Matches
Bamo Meïté,ci CIV,DF,Marseille,21,2001,7.1,16,10,13,3,0,8,12,66.7,4,11,5,6,11,27,35,0,Matches
Bamo Meïté,ci CIV,DF,Lorient,21,2001,1.6,2,1,2,0,0,0,1,0.0,1,3,2,1,3,5,9,0,Matches

Birger Meling,no NOR,DF,Rennes,28,1994,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
Nuno Mendes,pt POR,DF,Paris S-G,21,2002,3.0,5,5,4,1,0,4,7,57.1,3,4,0,4,4,9,2,0,Matches
Antoine Mendy,fr FRA,DF,Nice,19,2004,4.6,7,5,4,3,0,3,7,42.9,4,4,1,3,8,15,16,0,Matches
Benjamin Mendy,fr FRA,DF,Lorient,29,1994,7.9,3,1,2,1,0,1,5,20.0,4,8,2,6,7,10,20,0,Matches
Formose Mendy,sn SEN,DF,Lorient,22,2001,14.0,33,19,24,8,1,20,33,60.6,13,23,12,11,20,53,59,1,Matches
Nampalys Mendy,sn SEN,MF,Lens,31,1992,11.7,29,18,10,13,6,16,20,80.0,4,11,4,7,14,43,14,1,Matches
Quentin Merlin,fr FRA,DF,Marseille,21,2002,7.8,13,12,7,5,1,8,20,40.0,12,4,0,4,6,19,14,0,Matches
Quentin Merlin,fr FRA,DF,Nantes,21,2002,14.3,29,20,15,12,2,16,25,64.0,9,22,1,21,18,47,22,0,Matches
Bastien Meupiyou,fr FRA,DF,Nantes,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Lucas Michal,fr FRA,FW,Monaco,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Georges Mikautadze,ge GEO,FW,Metz,22,2000,19.4,4,3,1,2,1,0,9,0.0,9,11,0,11,8,12,3,0,Matches
Takumi Minamino,jp JPN,MF,Monaco,28,1995,23.5,34,17,10,13,11,16,54,29.6,38,29,1,28,11,45,8,0,Matches
Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,19,2004,10.9,29,16,19,6,4,17,34,50.0,17,17,4,13,8,37,27,0,Matches
Ignacio Miramon,ar ARG,MF,Lille,20,2003,0.4,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
Terem Moffi,ng NGA,FW,Nice,24,1999,21.7,7,4,0,5,2,3,12,25.0,9,14,1,13,3,10,15,0,Matches
Mostafa Mohamed,eg EGY,FW,Nantes,25,1997,22.2,21,14,7,11,3,6,28,21.4,22,21,5,16,12,33,29,0,Matches
Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,21,2001,7.0,5,5,1,2,2,0,3,0.0,3,11,1,10,1,6,7,0,Matches
Florent Mollet,fr FRA,"MF,FW",Nantes,31,1991,23.1,18,11,8,6,4,10,31,32.3,21,18,5,13,13,31,17,0,Matches
Enzo Mongo,fr FRA,DF,Nantes,18,2005,0.1,1,1,1,0,0,1,2,50.0,1,1,1,0,1,2,0,0,Matches
Diego Moreira,pt POR,"FW,MF",Lyon,18,2004,3.0,0,0,0,0,0,0,3,0.0,3,3,0,3,2,2,5,0,Matches
Lebo Mothiba,za RSA,FW,Strasbourg,27,1996,6.9,5,2,1,4,0,3,4,75.0,1,6,1,5,0,5,11,0,Matches
Steve Mounié,bj BEN,FW,Brest,28,1994,19.7,8,7,0,3,5,3,11,27.3,8,13,3,10,2,10,18,0,Matches
