Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Ferdinand Oswald,de GER,GK,WSG Tirol,31,1990,27.0,1,0,0,0,5,0,0,0,0,,,0,Matches
Moritz Oswald,at AUT,MF,Rapid Wien,20,2002,7.0,2,0,0,13,10,0,4,5,10,,,0,Matches

Benjamin Ozegovic,at AUT,GK,WSG Tirol,22,1999,5.0,1,0,0,1,3,0,0,0,0,,,0,Matches
Seth Paintsil,gh GHA,FW,Hartberg,26,1996,6.4,0,0,0,6,1,8,9,1,5,,,0,Matches
Strahinja Pavlović,rs SRB,DF,RB Salzburg,21,2001,22.5,10,1,1,32,29,0,4,48,34,,,0,Matches
Aleksa Pejić,rs SRB,MF,Rapid Wien,23,1999,22.6,8,0,0,33,29,0,5,62,15,,,0,Matches
Dejan Petrovič,si SVN,MF,Rapid Wien,24,1998,2.2,1,0,0,6,0,0,1,2,3,,,0,Matches
Manuel Pfeifer,at AUT,DF,Hartberg,22,1999,13.8,2,1,0,8,26,0,39,41,30,,,0,Matches
Kamil Piątkowski,pl POL,DF,RB Salzburg,22,2000,2.5,0,0,0,1,3,0,1,8,2,,,0,Matches
Simon Piesinger,at AUT,DF,Wolfsberger AC,30,1992,21.4,3,1,0,20,12,0,2,38,11,,,0,Matches
Markus Pink,at AUT,FW,SK Austria Klagenfurt,31,1991,20.7,3,0,0,34,39,16,4,3,4,,,0,Matches
Tin Plavotic,at AUT,DF,Ried,25,1997,27.8,2,1,1,26,14,1,7,71,31,,,0,Matches
Manuel Polster,at AUT,MF,Austria Wien,19,2002,13.0,3,0,0,20,19,2,34,25,10,,,0,Matches
Philipp Pomer,at AUT,"MF,FW",Ried,24,1997,26.6,3,0,0,21,32,3,82,38,42,,,0,Matches
Marvin Potzmann,at AUT,DF,LASK,28,1993,6.7,1,0,0,5,6,0,8,16,15,,,0,Matches
Alexander Prass,at AUT,MF,Sturm Graz,21,2001,27.3,3,0,0,31,42,2,45,24,44,,,0,Matches
Nik Prelec,si SVN,FW,WSG Tirol,21,2001,11.3,3,0,0,19,11,9,11,1,6,,,0,Matches
Tim Prica,se SWE,FW,WSG Tirol,20,2002,16.1,3,0,0,26,18,8,62,3,2,,,0,Matches
Dominik Prokop,at AUT,"MF,FW",Hartberg,25,1997,7.1,3,0,0,6,14,5,8,6,6,,,0,Matches
Ruben Providence,fr FRA,"FW,MF",Hartberg,21,2001,15.0,6,0,0,12,20,2,20,6,6,,,0,Matches
Leopold Querfeld,at AUT,DF,Rapid Wien,18,2003,21.0,1,1,0,34,19,1,0,38,16,,,0,Matches
Stefan Radulovic,at AUT,MF,LASK,20,2002,0.2,0,0,0,0,0,0,0,1,3,,,0,Matches
Alexander Ranacher,at AUT,DF,WSG Tirol,23,1998,14.7,3,0,0,14,4,0,36,23,12,,,0,Matches
Reinhold Ranftl,at AUT,"MF,DF",Austria Wien,30,1992,31.0,6,0,0,36,69,0,89,59,52,,,0,Matches
Dominik Reiter,at AUT,"MF,DF",SCR Altach,24,1998,4.1,4,1,1,6,6,0,16,12,6,,,0,Matches
René Renner,at AUT,DF,LASK,28,1993,28.9,5,0,0,25,46,1,63,87,53,,,0,Matches
Torben Rhein,de GER,MF,SC Austria Lustenau,19,2003,10.6,0,0,0,7,3,1,49,7,13,,,0,Matches

Florian Rieder,at AUT,FW,SK Austria Klagenfurt,26,1996,17.1,4,1,0,21,23,8,51,12,13,,,0,Matches
Lautaro Rinaldi,ar ARG,FW,WSG Tirol,28,1993,4.7,2,0,0,11,4,7,3,1,2,,,0,Matches
Thorsten Röcher,at AUT,FW,Wolfsberger AC,31,1991,10.9,2,0,0,23,18,2,17,3,3,,,0,Matches
Žan Rogelj,si SVN,"MF,DF",WSG Tirol,22,1999,17.4,2,0,0,8,8,1,60,12,12,,,0,Matches
Thomas Rotter,at AUT,DF,Hartberg,30,1992,14.9,5,0,0,20,13,1,0,25,20,,,0,Matches
Thomas Sabitzer,at AUT,"FW,MF",WSG Tirol,21,2000,18.6,2,0,0,28,52,8,6,2,4,,,0,Matches
Samuel Şahin-Radlinger,at AUT,GK,Ried,29,1992,26.0,2,0,0,1,5,0,0,0,0,,,0,Matches
Raphael Sallinger,at AUT,GK,Hartberg,26,1995,20.0,2,0,0,0,4,0,0,1,0,,,0,Matches
Mamadou Sangare,ml MLI,MF,Hartberg,20,2002,9.5,1,0,0,12,17,2,16,9,17,,,0,Matches
Manprit Sarkaria,at AUT,FW,Sturm Graz,25,1996,20.1,2,0,0,20,21,18,132,4,12,,,0,Matches
Nikolas Sattlberger,at AUT,MF,Rapid Wien,18,2004,2.3,0,0,0,2,1,0,0,6,2,,,0,Matches
Dragoljub Savić,rs SRB,MF,Rapid Wien,21,2001,0.7,0,0,0,0,1,0,3,1,1,,,0,Matches
Marcel Schantl,at AUT,DF,Hartberg,21,2000,0.5,0,0,0,1,0,0,1,2,1,,,0,Matches
Tizian-Valentino Scharmer,at AUT,DF,Ried,18,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Jonathan Scherzer,at AUT,"DF,MF",Wolfsberger AC,27,1995,9.3,3,0,0,13,9,1,71,7,8,,,0,Matches
Thorsten Schick,at AUT,"DF,MF",Rapid Wien,32,1990,14.1,7,0,0,27,16,3,73,25,18,,,0,Matches
Domenik Schierl,at AUT,GK,SC Austria Lustenau,28,1994,29.0,3,0,0,0,6,0,0,0,0,,,0,Matches
Raphael Schifferl,at AUT,DF,Wolfsberger AC,23,1999,16.3,2,0,0,29,14,0,2,52,18,,,0,Matches
Alexander Schlager,at AUT,GK,LASK,26,1996,25.0,2,0,0,0,0,0,0,0,1,,,0,Matches
Anthony Schmid,at AUT,"FW,MF",SC Austria Lustenau,23,1999,9.6,0,0,0,18,25,8,4,0,3,,,0,Matches
Alexander Schmidt,at AUT,FW,LASK,24,1998,0.4,0,0,0,1,1,0,0,0,0,,,0,Matches
David Schnegg,at AUT,DF,Sturm Graz,23,1998,19.4,7,0,0,42,19,0,85,43,28,,,0,Matches
Emanuel Schreiner,at AUT,"DF,MF",SCR Altach,33,1989,6.9,3,0,0,11,3,1,42,7,8,,,0,Matches
Kofi Schulz,de GER,"DF,MF",WSG Tirol,33,1989,26.7,2,0,0,20,15,3,59,30,22,,,1,Matches
Till Schumacher,de GER,"DF,MF",SK Austria Klagenfurt,24,1997,16.5,3,0,0,18,31,1,27,20,15,,,0,Matches

Tobias Schützenauer,at AUT,GK,Sturm Graz,25,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Felix Seiwald,at AUT,DF,Ried,21,2000,0.3,0,0,0,1,0,0,1,0,0,,,0,Matches
Nicolas Seiwald,at AUT,MF,RB Salzburg,21,2001,28.7,3,0,0,32,19,0,121,49,47,,,0,Matches
Benjamin Šeško,si SVN,FW,RB Salzburg,19,2003,22.5,1,0,0,37,14,41,6,3,8,,,0,Matches
Ziad El Sheiwi,at AUT,DF,Austria Wien,18,2004,0.9,0,0,0,0,0,0,0,1,0,,,0,Matches
Jörg Siebenhandl,at AUT,GK,Sturm Graz,32,1990,16.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Roko Simic,hr CRO,FW,RB Salzburg,18,2003,3.6,2,0,0,10,1,3,2,2,3,,,0,Matches
Stefan Skrbo,at AUT,FW,WSG Tirol,21,2001,3.2,1,0,0,4,3,0,1,2,2,,,0,Matches
David Skubl,at AUT,GK,Wolfsberger AC,20,2001,1.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Oumar Solet,fr FRA,DF,RB Salzburg,22,2000,24.2,4,0,0,21,17,0,3,68,29,,,0,Matches
Michael Sollbauer,at AUT,DF,Rapid Wien,32,1990,23.3,2,1,0,23,17,0,0,55,23,,,1,Matches
Mario Sonnleitner,at AUT,DF,Hartberg,35,1986,17.9,1,0,0,12,9,1,1,29,10,,,0,Matches
Sebastian Soto,us USA,FW,SK Austria Klagenfurt,22,2000,6.2,0,0,0,6,6,1,4,5,2,,,0,Matches
Jan Stefanon,at AUT,FW,SC Austria Lustenau,23,1999,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Michael Steinwender,at AUT,DF,Hartberg,22,2000,17.8,1,0,0,17,15,0,1,35,24,,,0,Matches
Filip Stojković,me MNE,DF,LASK,29,1993,27.4,8,1,1,41,44,4,66,54,50,,,0,Matches
Nikola Stošić,rs SRB,MF,Ried,22,2000,1.3,1,0,0,2,0,0,0,2,1,,,0,Matches
Simon Straudi,it ITA,"FW,MF",SK Austria Klagenfurt,23,1999,8.0,2,0,0,7,9,0,30,10,13,,,0,Matches
Felix Strauß,at AUT,DF,SCR Altach,21,2001,18.3,7,0,0,28,31,0,20,29,15,,,0,Matches
Oliver Strunz,at AUT,"MF,FW",Rapid Wien,22,2000,6.8,3,0,0,15,12,1,2,1,10,,,0,Matches
Dominik Stumberger,at AUT,DF,WSG Tirol,23,1999,15.6,3,0,0,22,2,0,14,32,25,,,0,Matches
Philipp Sturm,at AUT,MF,Hartberg,23,1999,0.9,1,0,0,0,2,2,1,3,0,,,0,Matches
Luka Sučić,hr CRO,"FW,MF",RB Salzburg,19,2002,12.3,4,0,0,5,11,0,28,11,8,,,0,Matches
Lukas Sulzbacher,at AUT,"MF,DF",WSG Tirol,22,2000,25.1,7,0,0,34,36,1,102,37,25,,,0,Matches
Stefano Surdanovic,rs SRB,"MF,FW",SC Austria Lustenau,23,1998,29.4,5,1,1,43,106,4,32,16,33,,,0,Matches

René Swete,at AUT,GK,Hartberg,32,1990,12.0,3,0,0,1,1,0,0,0,1,,,1,Matches
Haris Tabakovic,ba BIH,FW,Austria Wien,28,1994,18.6,5,1,1,47,24,20,5,3,3,,,0,Matches
Dario Tadić,at AUT,FW,Hartberg,32,1990,15.6,0,0,0,8,8,19,56,2,2,,,0,Matches
Matthäus Taferner,at AUT,MF,Wolfsberger AC,21,2001,17.3,5,0,0,23,36,0,27,20,40,,,0,Matches
Maksym Talovierov,ua UKR,"MF,DF",LASK,22,2000,5.6,0,0,0,3,3,0,1,13,8,,,0,Matches
Adil Taoui,fr FRA,FW,LASK,20,2001,0.4,1,0,0,0,0,0,1,0,3,,,0,Matches
Johannes Tartarotti,at AUT,MF,SCR Altach,22,1999,5.9,1,0,0,10,9,0,24,10,6,,,0,Matches
Georg Teigl,at AUT,"MF,DF",Austria Wien,31,1991,3.8,3,0,0,6,4,1,4,4,1,,,0,Matches
Bryan Teixeira,cv CPV,"FW,MF",Sturm Graz,21,2000,6.8,2,0,0,8,17,11,22,4,2,,,0,Matches
Bryan Teixeira,cv CPV,"MF,FW",SC Austria Lustenau,21,2000,14.8,3,0,0,9,24,15,31,7,14,,,0,Matches
Manuel Thurnwald,at AUT,"DF,MF",SCR Altach,24,1998,14.3,2,0,0,13,19,0,113,14,18,,,0,Matches
Alexis Tibidi,fr FRA,"MF,FW",SCR Altach,18,2003,13.7,4,0,0,12,37,5,6,9,11,,,0,Matches
Daniel Tiefenbach,hu HUN,MF,SC Austria Lustenau,22,1999,8.1,1,0,0,8,7,0,5,8,15,,,0,Matches
Denis Tomic,at AUT,MF,WSG Tirol,24,1998,5.0,1,0,0,5,3,1,12,2,4,,,0,Matches
Ben Travis Wörndl,de GER,MF,Ried,19,2002,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Julian Turi,at AUT,DF,Ried,21,2001,14.7,0,0,0,9,2,0,0,33,13,,,1,Matches
Cem Türkmen,tr TUR,MF,SC Austria Lustenau,20,2002,15.0,4,0,0,23,26,2,3,19,26,,,0,Matches
Andreas Ulmer,at AUT,DF,RB Salzburg,36,1985,15.3,2,0,0,13,7,1,67,21,15,,,0,Matches
David Ungar,at AUT,"DF,MF",Ried,22,2000,25.1,5,2,0,32,30,0,15,78,42,,,1,Matches
Moses Usor,ng NGA,MF,LASK,20,2002,10.6,0,0,0,11,13,0,21,8,10,,,0,Matches
Cem Üstündag,at AUT,MF,WSG Tirol,21,2001,2.6,2,0,0,6,3,0,1,4,3,,,0,Matches
Fredy Valencia,co COL,MF,LASK,20,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Ignace Van Der Brempt,be BEL,DF,RB Salzburg,20,2002,6.9,0,0,0,15,11,1,22,18,14,,,0,Matches
Nikolas Veratschnig,at AUT,"DF,MF",Wolfsberger AC,19,2003,19.8,4,0,0,28,56,0,37,22,45,,,0,Matches
Nikos Vergos,gr GRE,FW,Wolfsberger AC,26,1996,3.5,1,0,0,6,5,3,4,1,1,,,0,Matches

William Vick,dk DEN,FW,Sturm Graz,19,2003,7.4,0,0,0,3,9,2,27,5,2,,,0,Matches
Dario Vizinger,hr CRO,"MF,FW",Wolfsberger AC,24,1998,2.7,0,0,0,6,6,1,6,0,2,,,0,Matches
Romeo Vucic,at AUT,FW,Austria Wien,19,2003,1.4,0,0,0,5,4,0,2,1,0,,,0,Matches
Alexander Walke,de GER,GK,RB Salzburg,39,1983,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
Josef Weberbauer,at AUT,MF,Ried,24,1998,5.4,2,0,0,5,3,1,21,6,6,,,0,Matches
Moritz Wels,at AUT,MF,Sturm Graz,17,2004,0.4,0,0,0,1,0,0,0,0,0,,,0,Matches
Jonas Wendlinger,at AUT,GK,Ried,22,2000,6.0,1,0,0,0,1,0,0,0,0,,,0,Matches
Christopher Wernitznig,at AUT,"DF,MF",SK Austria Klagenfurt,32,1990,22.4,4,0,0,36,27,1,131,43,32,,,0,Matches
Nico Wiesinger,at AUT,DF,Ried,19,2003,0.7,0,0,0,0,0,0,0,3,4,,,0,Matches
Philipp Wiesinger,at AUT,DF,LASK,28,1994,1.3,0,0,0,0,2,0,0,5,2,,,0,Matches
Julian Wießmeier,de GER,MF,Ried,29,1992,12.8,1,0,0,10,23,2,11,9,9,,,0,Matches
Luca Wimhofer,at AUT,MF,LASK,18,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Kevin Wimmer,at AUT,DF,Rapid Wien,29,1992,8.0,4,0,0,9,2,0,0,19,4,,,0,Matches
Nicolas Wimmer,at AUT,DF,SK Austria Klagenfurt,27,1995,28.1,7,0,0,9,45,0,2,49,18,,,0,Matches
Maximilian Wöber,at AUT,DF,RB Salzburg,24,1998,13.2,2,0,0,14,3,3,42,22,15,,,0,Matches
Florian Wustinger,at AUT,MF,Austria Wien,19,2003,1.1,0,0,0,3,0,1,1,3,3,,,0,Matches
Gregory Wüthrich,ch SUI,DF,Sturm Graz,27,1994,24.4,1,0,0,25,25,0,5,65,29,,,0,Matches
Emre Yabantas,at AUT,MF,SCR Altach,18,2004,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
Marcel Ziegl,at AUT,"MF,DF",Ried,29,1992,10.8,4,0,0,13,6,0,0,21,19,,,0,Matches
Philipp Ziereis,de GER,DF,LASK,29,1993,28.2,3,0,0,22,27,2,1,45,21,,,0,Matches
Bernhard Zimmermann,at AUT,"MF,FW",Rapid Wien,20,2002,9.4,4,0,0,15,22,2,3,3,3,,,0,Matches
Gabriel Zirngast,at AUT,FW,LASK,20,2002,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
Robert Žulj,at AUT,MF,LASK,30,1992,20.6,6,1,1,42,51,6,22,11,15,,,0,Matches
Jan Zwischenbrugger,at AUT,"DF,MF",SCR Altach,32,1990,19.0,3,0,0,13,13,0,8,29,9,,,0,Matches
Nikola Đorić,rs SRB,DF,SK Austria Klagenfurt,22,2000,1.7,2,0,0,3,8,0,4,5,5,,,0,Matches

