Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,Penalty Kicks Made,Penalty Kicks Attempted,xG: Expected Goals,npxG: Non-Penalty xG,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Matches
Lucas Torró,es ESP,MF,Osasuna,27,1994,30.3,1,34,9,26.5,1.12,0.30,0.03,0.11,21.1,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
Adama Traoré,es ESP,FW,Barcelona,25,1996,4.2,0,9,3,33.3,2.12,0.71,0.00,0.00,15.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,22.3,3,20,6,30.0,0.90,0.27,0.00,0.00,25.5,0,3,3,3.3,0.9,0.05,-0.3,-0.9,Matches
Manu Trigueros,es ESP,"MF,FW",Villarreal,29,1991,24.2,6,41,18,43.9,1.69,0.74,0.15,0.33,17.7,0,0,0,5.7,5.7,0.14,+0.3,+0.3,Matches
Kieran Trippier,eng ENG,"DF,FW",Atlético Madrid,30,1990,10.8,0,2,0,0.0,0.18,0.00,0.00,,18.9,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,2.3,0,7,2,28.6,3.04,0.87,0.00,0.00,23.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches

Enes Ünal,tr TUR,FW,Getafe,24,1997,31.1,16,82,24,29.3,2.64,0.77,0.17,0.58,16.5,7,2,4,10.4,7.3,0.09,+5.6,+6.7,Matches
Myrto Uzuni,al ALB,"FW,MF",Granada,26,1995,9.5,1,11,2,18.2,1.16,0.21,0.09,0.50,20.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
Álvaro Vadillo,es ESP,"DF,MF",Espanyol,26,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,28.5,0,11,1,9.1,0.39,0.04,0.00,0.00,19.9,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Germán Valera,es ESP,FW,Real Sociedad,19,2002,0.6,0,1,0,0.0,1.76,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Martin Valjent,sk SVK,DF,Mallorca,25,1995,35.3,0,10,1,10.0,0.28,0.03,0.00,0.00,28.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Manu Vallejo,es ESP,"MF,FW",Alavés,24,1997,4.1,1,3,2,66.7,0.73,0.49,0.33,0.50,12.7,0,0,0,0.7,0.7,0.22,+0.3,+0.3,Matches
Manu Vallejo,es ESP,"FW,MF",Valencia,24,1997,1.1,0,3,1,33.3,2.76,0.92,0.00,0.00,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Federico Valverde,uy URU,MF,Real Madrid,23,1998,20.4,0,34,9,26.5,1.67,0.44,0.00,0.00,25.7,0,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches
José Luis García Vayá,es ESP,MF,Levante,22,1998,22.4,0,14,2,14.3,0.63,0.09,0.00,0.00,23.5,2,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Jesus Vazquez,es ESP,DF,Valencia,18,2003,9.0,0,4,1,25.0,0.44,0.11,0.00,0.00,15.9,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,14.8,0,3,1,33.3,0.20,0.07,0.00,0.00,9.4,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,20.4,3,18,5,27.8,0.88,0.25,0.17,0.60,20.6,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Matches
Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,1.2,0,2,0,0.0,1.67,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
