Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Leonardo Ruíz,co COL,FW,Estoril,25,1996,9.7,173,248,69.8,2565,325,96,125,76.8,49,71,69.0,14,25,56.0,0,0.7,0.3,-0.7,5,6,3,1,15,Matches
Helder Sá,pt POR,DF,Vitória,18,2002,5.6,221,285,77.5,3364,1011,124,135,91.9,80,98,81.6,13,35,37.1,0,0.9,0.9,-0.9,4,10,5,2,15,Matches
Pedro Sá,pt POR,MF,Portimonense,27,1993,12.0,394,480,82.1,7879,2059,145,172,84.3,183,205,89.3,62,85,72.9,0,0.2,0.2,-0.2,4,38,1,0,36,Matches
Tiago Sá,pt POR,GK,Braga,26,1995,1.0,38,49,77.6,797,566,12,12,100.0,20,21,95.2,6,16,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Falaye Sacko,ml MLI,DF,Vitória,26,1995,10.3,433,570,76.0,7096,2635,235,262,89.7,151,203,74.4,40,72,55.6,0,0.3,0.6,-0.3,7,49,10,4,41,Matches
Jorge Sáenz,es ESP,DF,Marítimo,24,1996,4.4,124,178,69.7,2692,845,29,33,87.9,70,85,82.4,21,49,42.9,0,0.0,0.0,0.0,0,4,1,0,9,Matches
Safira,br BRA,FW,B-SAD,26,1995,16.1,191,327,58.4,2626,648,115,167,68.9,55,96,57.3,9,18,50.0,0,1.7,0.6,-1.7,19,18,8,2,34,Matches
Pierre Sagna,sn SEN,DF,Santa Clara,30,1990,11.5,367,510,72.0,6845,2255,159,191,83.2,150,196,76.5,52,99,52.5,1,0.7,0.7,+0.3,5,22,8,6,23,Matches
Modibo Sagnan,ml MLI,DF,Tondela,22,1999,25.0,825,1038,79.5,16601,7158,264,295,89.5,469,539,87.0,86,180,47.8,1,0.3,0.2,+0.7,5,40,1,0,51,Matches
Braima Sambú,pt POR,MF,B-SAD,20,2001,7.9,197,240,82.1,3429,732,83,101,82.2,84,96,87.5,20,26,76.9,0,0.2,0.1,-0.2,5,10,1,0,17,Matches
Samu,pt POR,MF,Vizela,25,1996,27.4,884,1231,71.8,14749,6094,442,535,82.6,330,428,77.1,76,160,47.5,3,3.8,4.3,-0.8,34,120,38,10,165,Matches

Sandro,br BRA,"MF,FW",B-SAD,32,1989,0.8,17,32,53.1,269,105,6,7,85.7,10,17,58.8,0,2,0.0,0,0.1,0.0,-0.1,2,0,1,0,3,Matches
Elder Santana,br BRA,"FW,MF",Gil Vicente FC,28,1993,3.7,31,51,60.8,327,47,20,26,76.9,8,15,53.3,0,2,0.0,1,0.4,0.2,+0.6,2,1,0,0,1,Matches
Adílio Santos,br BRA,FW,Arouca,28,1993,1.7,27,40,67.5,377,53,19,25,76.0,6,9,66.7,2,3,66.7,0,0.1,0.0,-0.1,1,1,1,1,0,Matches
Jeferson Santos,br BRA,MF,Portimonense,29,1992,0.2,3,5,60.0,70,21,0,0,,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Luís Santos,pt POR,"MF,DF",Boavista,21,2000,6.2,149,215,69.3,2322,514,79,101,78.2,59,78,75.6,9,21,42.9,0,0.2,0.3,-0.2,3,10,1,0,11,Matches
Nuno Santos,pt POR,"DF,MF",Sporting CP,26,1995,23.4,1028,1333,77.1,17776,4364,498,575,86.6,409,504,81.2,103,184,56.0,6,7.5,6.5,-1.5,48,65,62,26,122,Matches
Nuno Santos,pt POR,"MF,FW",Paços,22,1999,25.9,889,1134,78.4,15857,5233,394,462,85.3,345,405,85.2,116,197,58.9,1,2.0,2.3,-1.0,26,122,24,3,141,Matches
Pablo Santos,br BRA,DF,Moreirense,29,1992,13.6,457,566,80.7,8624,3352,186,207,89.9,218,248,87.9,45,86,52.3,0,0.4,0.3,-0.4,3,30,1,0,31,Matches
Rafael Santos,pt POR,MF,B-SAD,24,1997,1.1,6,9,66.7,102,16,4,5,80.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Zaidu Sanusi,ng NGA,DF,Porto,24,1997,19.0,842,1064,79.1,13609,4818,450,506,88.9,313,402,77.9,59,106,55.7,0,0.9,1.1,-0.9,16,50,21,8,64,Matches
Adewele Sapara,ng NGA,"MF,DF",Portimonense,26,1995,0.6,16,19,84.2,269,62,6,9,66.7,8,8,100.0,1,1,100.0,0,0.0,0.2,0.0,1,2,1,1,4,Matches
Pablo Sarabia,es ESP,"MF,FW",Sporting CP,29,1992,23.0,652,953,68.4,10381,3116,357,422,84.6,193,281,68.7,71,161,44.1,5,7.9,6.8,-2.9,58,52,38,7,111,Matches
Andrés Sarmiento,co COL,FW,Vizela,23,1998,1.6,20,28,71.4,267,44,14,19,73.7,4,5,80.0,1,2,50.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Gustavo Sauer,br BRA,"FW,MF",Boavista,28,1993,25.5,507,711,71.3,9759,3158,243,283,85.9,156,205,76.1,93,171,54.4,4,4.8,4.2,-0.8,62,52,17,1,81,Matches
Guilherme Schettine,br BRA,FW,Vizela,25,1995,16.9,259,367,70.6,4307,1048,138,171,80.7,84,113,74.3,26,46,56.5,0,1.8,1.5,-1.8,19,23,19,1,54,Matches
Schürrle,pt POR,FW,Braga,19,2001,0.1,3,4,75.0,34,1,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Haris Seferović,ch SUI,FW,Benfica,29,1992,4.4,57,89,64.0,795,154,30,46,65.2,18,25,72.0,4,6,66.7,2,1.3,1.0,+0.7,6,2,2,0,7,Matches
Alfa Semedo,gw GNB,MF,Vitória,23,1997,16.4,658,811,81.1,12262,3471,267,305,87.5,298,354,84.2,80,111,72.1,0,1.0,0.6,-1.0,9,50,1,1,65,Matches
Rúben Semedo,pt POR,DF,Porto,27,1994,0.1,4,4,100.0,77,4,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nuno Sequeira,pt POR,DF,Braga,30,1990,4.9,333,415,80.2,5663,2361,155,175,88.6,146,174,83.9,28,52,53.8,1,0.3,0.4,+0.7,5,32,6,5,25,Matches
Paulo Sérgio Mota,pt POR,"DF,MF",Moreirense,30,1991,25.7,662,1051,63.0,11746,5556,311,373,83.4,263,392,67.1,70,215,32.6,2,2.7,3.2,-0.7,27,63,22,14,81,Matches
André Silva,br BRA,FW,Arouca,24,1997,28.1,504,750,67.2,7432,1525,300,399,75.2,149,219,68.0,31,49,63.3,3,3.5,2.7,-0.5,37,42,12,4,63,Matches
Benny Silva,pt POR,DF,Famalicão,20,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Diogo Silva,br BRA,DF,Gil Vicente FC,26,1995,2.5,156,166,94.0,3540,985,34,34,100.0,96,99,97.0,25,31,80.6,0,0.0,0.0,0.0,0,2,0,0,7,Matches
João Miguel Macedo Silva,pt POR,GK,Marítimo,26,1995,4.0,111,139,79.9,2789,2006,28,29,96.6,53,57,93.0,30,53,56.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches

João Pedro Sousa Silva,gw GNB,"FW,MF",Paços,24,1996,5.6,84,137,61.3,1260,293,46,65,70.8,28,46,60.9,5,9,55.6,0,0.4,0.4,-0.4,5,16,1,0,17,Matches
Jorge Fernando Santos Silva,pt POR,DF,Paços,25,1996,4.5,119,214,55.6,2471,1306,43,50,86.0,56,82,68.3,19,68,27.9,1,0.4,0.5,+0.6,7,11,3,3,10,Matches
Leandro Miguel Pereira Silva,pt POR,MF,Arouca,27,1994,24.4,900,1248,72.1,18331,6923,316,383,82.5,416,528,78.8,159,282,56.4,1,3.3,3.7,-2.3,39,153,34,10,157,Matches
Lucas Silva,br BRA,"FW,MF",Paços,23,1998,21.1,343,435,78.9,4699,701,209,237,88.2,108,127,85.0,14,26,53.8,0,1.0,0.5,-1.0,12,11,9,3,21,Matches
Matheus Silva,br BRA,"DF,MF",Moreirense,23,1997,5.3,152,222,68.5,2605,1123,69,85,81.2,63,80,78.8,13,31,41.9,0,0.6,0.7,-0.6,5,10,2,2,15,Matches
Pedro Manuel da Silva Moreira,pt POR,MF,Arouca,32,1989,19.1,545,659,82.7,8278,1809,287,338,84.9,205,231,88.7,30,36,83.3,1,0.5,0.7,+0.5,9,36,4,1,45,Matches
Pedro José Moreira Silva,pt POR,GK,Vizela,24,1997,18.0,310,461,67.2,8842,6408,47,47,100.0,159,169,94.1,104,241,43.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rafa Silva,pt POR,"MF,FW",Benfica,28,1993,22.6,678,846,80.1,9066,2290,431,485,88.9,204,254,80.3,15,31,48.4,14,10.1,5.0,+3.9,45,56,47,6,134,Matches
Raul Silva,br BRA,DF,Estoril,31,1989,5.6,297,337,88.1,5996,2061,74,85,87.1,198,209,94.7,23,34,67.6,0,0.0,0.1,0.0,0,20,1,0,25,Matches
Raul Silva,br BRA,DF,Braga,31,1989,5.7,347,400,86.8,6383,2229,119,125,95.2,193,216,89.4,30,50,60.0,0,0.0,0.0,0.0,0,17,0,0,17,Matches
Tiago Silva,pt POR,MF,Vitória,28,1993,21.9,883,1110,79.5,17368,5530,337,389,86.6,378,433,87.3,146,240,60.8,4,2.8,2.6,+1.2,37,133,19,7,141,Matches
Sílvio,pt POR,DF,Vitória,33,1987,0.3,5,6,83.3,74,18,4,5,80.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
David Simão,pt POR,MF,Arouca,31,1990,12.5,478,611,78.2,9023,2965,199,228,87.3,200,232,86.2,68,125,54.4,2,1.5,2.0,+0.5,15,42,7,1,44,Matches
Sphephelo Sithole,za RSA,MF,B-SAD,22,1999,16.6,608,747,81.4,10190,2754,299,342,87.4,238,270,88.1,56,94,59.6,0,0.3,0.4,-0.3,8,52,6,1,65,Matches
Islam Slimani,dz ALG,FW,Sporting CP,33,1988,4.8,78,114,68.4,1106,194,46,67,68.7,23,31,74.2,5,7,71.4,1,0.3,0.1,+0.7,4,4,4,0,11,Matches
Everton Soares,br BRA,"MF,FW",Benfica,25,1996,17.8,523,695,75.3,7917,2641,301,336,89.6,167,217,77.0,34,73,46.6,5,5.1,4.7,-0.1,40,43,33,5,102,Matches
Filipe Soares,pt POR,MF,Moreirense,22,1999,11.2,296,382,77.5,5640,1403,109,139,78.4,141,160,88.1,38,52,73.1,0,0.7,0.7,-0.7,4,44,5,0,38,Matches
Marco Soares,cv CPV,"FW,MF",Arouca,37,1984,0.4,15,18,83.3,340,140,4,4,100.0,8,9,88.9,3,5,60.0,0,0.0,0.1,0.0,1,1,0,0,3,Matches
Rafa Soares,pt POR,DF,Vitória,26,1995,28.2,1039,1461,71.1,18390,6726,471,540,87.2,441,598,73.7,107,248,43.1,4,3.9,3.5,+0.1,41,69,37,23,109,Matches
Tim Söderström,se SWE,DF,Marítimo,27,1994,0.8,23,28,82.1,377,83,13,16,81.3,8,9,88.9,2,3,66.7,0,0.0,0.1,0.0,1,1,1,1,0,Matches
Carles Soria,es ESP,DF,Estoril,24,1996,20.2,836,1031,81.1,15902,4980,337,368,91.6,376,446,84.3,110,177,62.1,1,1.8,1.1,-0.8,17,65,19,12,93,Matches
Afonso Sousa,pt POR,"MF,FW",B-SAD,21,2000,25.1,767,931,82.4,12898,3094,367,401,91.5,281,326,86.2,87,132,65.9,2,1.7,2.2,+0.3,27,74,19,5,94,Matches
César Sousa,ao ANG,MF,B-SAD,21,2000,5.4,136,178,76.4,2157,602,72,87,82.8,45,60,75.0,12,18,66.7,0,0.4,0.6,-0.4,5,14,5,1,24,Matches
Miguel Sousa,pt POR,MF,Marítimo,22,1998,3.1,120,170,70.6,2267,724,55,71,77.5,49,57,86.0,15,34,44.1,0,0.7,0.7,-0.7,5,9,3,2,17,Matches
Claudemir de Souza,br BRA,MF,Vizela,33,1988,22.3,1019,1262,80.7,18295,5935,417,466,89.5,484,556,87.1,97,188,51.6,1,1.4,1.2,-0.4,24,94,14,3,102,Matches

Adel Taarabt,ma MAR,MF,Benfica,32,1989,9.6,463,569,81.4,8107,2184,214,239,89.5,182,216,84.3,53,77,68.8,4,2.3,2.0,+1.7,17,73,14,6,69,Matches
Bruno Tabata,br BRA,"FW,MF",Sporting CP,24,1997,4.5,174,230,75.7,2921,649,88,100,88.0,65,88,73.9,19,33,57.6,1,1.2,1.2,-0.2,13,14,6,5,11,Matches
Kyosuke Tagawa,jp JPN,"FW,MF",Santa Clara,22,1999,5.4,39,55,70.9,480,123,28,34,82.4,10,15,66.7,0,1,0.0,0,0.0,0.1,0.0,2,3,1,0,2,Matches
Afonso Taira,pt POR,MF,B-SAD,29,1992,0.2,10,15,66.7,179,91,4,5,80.0,5,5,100.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Talocha,pt POR,DF,Gil Vicente FC,31,1989,30.9,1300,1682,77.3,22525,8848,560,642,87.2,607,746,81.4,101,213,47.4,0,1.5,2.0,-1.5,17,114,24,4,158,Matches
Douglas Tanque,br BRA,FW,Paços,27,1993,1.6,27,42,64.3,365,74,18,25,72.0,7,13,53.8,1,1,100.0,0,0.0,0.0,0.0,1,5,0,0,4,Matches
Mehdi Taremi,ir IRN,FW,Porto,29,1992,26.9,503,692,72.7,6804,1846,304,369,82.4,146,192,76.0,21,38,55.3,12,11.8,7.0,+0.2,50,44,31,1,74,Matches
David Tavares,cv CPV,MF,Famalicão,22,1999,5.0,154,183,84.2,2352,622,82,96,85.4,55,62,88.7,9,12,75.0,0,0.0,0.1,0.0,1,17,0,0,20,Matches
Heriberto Tavares,pt POR,"FW,MF",Famalicão,24,1997,8.4,143,236,60.6,2290,809,71,97,73.2,55,82,67.1,11,35,31.4,0,1.2,1.1,-1.2,9,13,11,4,24,Matches
Yohan Tavares,pt POR,DF,B-SAD,33,1988,28.0,1156,1384,83.5,23208,8463,322,360,89.4,698,768,90.9,130,227,57.3,0,0.1,0.4,-0.1,3,52,2,0,86,Matches
André Teles,pt POR,MF,Marítimo,24,1997,1.2,66,73,90.4,1272,346,21,24,87.5,36,39,92.3,8,8,100.0,0,0.0,0.0,0.0,1,10,0,0,10,Matches
Guo Tianyu,cn CHN,FW,Vizela,22,1999,0.4,3,6,50.0,38,0,3,4,75.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Tiago Tomás,pt POR,"MF,FW",Sporting CP,19,2002,1.9,26,39,66.7,377,39,17,19,89.5,7,9,77.8,2,3,66.7,0,0.1,0.0,-0.1,2,4,0,0,1,Matches
Vítor Tormena,br BRA,DF,Braga,25,1996,20.7,1172,1419,82.6,22204,7858,431,481,89.6,620,715,86.7,107,188,56.9,0,0.8,0.9,-0.8,9,103,8,1,102,Matches
Pedro Trigueira,pt POR,GK,Tondela,33,1988,28.9,681,1043,65.3,22300,17558,77,81,95.1,287,297,96.6,316,660,47.9,0,0.0,0.0,0.0,1,11,0,0,0,Matches
Matouš Trmal,cz CZE,GK,Vitória,22,1998,9.0,196,297,66.0,5856,4331,26,27,96.3,103,105,98.1,67,164,40.9,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Manuel Ugarte Ribeiro,uy URU,MF,Sporting CP,20,2001,12.3,647,707,91.5,11390,1905,310,330,93.9,260,273,95.2,70,85,82.4,1,0.8,0.5,+0.2,9,51,5,0,55,Matches
Zé Uilton,br BRA,"FW,DF",Paços,29,1992,21.0,456,618,73.8,7288,2079,245,277,88.4,156,209,74.6,41,88,46.6,2,1.3,0.9,+0.7,10,29,13,10,32,Matches
Iker Undabarrena,es ESP,MF,Tondela,26,1995,22.3,1051,1236,85.0,19157,6573,445,506,87.9,468,520,90.0,119,157,75.8,1,0.7,0.8,+0.3,13,100,10,2,127,Matches
Mateus Uribe,co COL,MF,Porto,30,1991,22.1,1150,1342,85.7,20555,6928,535,588,91.0,446,505,88.3,137,182,75.3,2,2.1,1.6,-0.1,17,136,16,2,141,Matches
Eugeni Valderrama,es ESP,MF,Arouca,27,1994,5.9,167,222,75.2,3191,901,74,86,86.0,58,70,82.9,30,57,52.6,0,0.5,0.4,-0.5,11,17,6,2,22,Matches
Rodrigo Valente,pt POR,"MF,FW",Estoril,20,2001,0.5,13,17,76.5,187,45,6,8,75.0,7,7,100.0,0,0,,0,0.0,0.1,0.0,0,1,0,0,2,Matches
Bruno Varela,cv CPV,GK,Vitória,26,1994,25.0,516,781,66.1,16793,12987,51,51,100.0,246,251,98.0,218,476,45.8,0,0.0,0.0,0.0,1,14,0,0,1,Matches
Nilton Varela,pt POR,"DF,MF",B-SAD,20,2001,8.7,153,238,64.3,2364,1184,76,99,76.8,57,82,69.5,11,30,36.7,1,0.6,0.4,+0.4,3,9,4,2,13,Matches
Luciano Vega,ar ARG,MF,Estoril,22,1999,1.2,28,38,73.7,422,96,17,21,81.0,10,13,76.9,1,3,33.3,0,0.0,0.0,0.0,1,0,0,0,2,Matches

Igor Vekič,si SVN,GK,Paços,23,1998,0.0,3,3,100.0,73,43,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Calvin Verdonk,id IDN,FW,Famalicão,24,1997,0.2,3,4,75.0,70,50,1,1,100.0,1,2,50.0,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,1,1,Matches
Lucas Veríssimo,br BRA,DF,Benfica,26,1995,9.3,599,677,88.5,11083,4182,232,241,96.3,321,346,92.8,44,78,56.4,1,0.2,0.5,+0.8,4,35,2,0,36,Matches
Jan Vertonghen,be BEL,DF,Benfica,34,1987,27.6,1681,1899,88.5,34308,12447,480,515,93.2,1007,1068,94.3,186,277,67.1,2,0.7,0.7,+1.3,6,150,3,0,155,Matches
Paulo Victor Vidotti,br BRA,GK,Marítimo,34,1987,30.0,771,1105,69.8,22179,16437,120,120,100.0,357,366,97.5,281,602,46.7,1,0.1,0.0,+0.9,1,10,0,0,1,Matches
André Vidigal,pt POR,"FW,MF",Marítimo,22,1998,23.9,433,592,73.1,7526,1380,215,264,81.4,155,202,76.7,53,79,67.1,3,1.9,1.9,+1.1,16,23,23,13,38,Matches
Fabio Vieira,pt POR,"MF,FW",Porto,21,2000,14.8,619,822,75.3,10333,3176,320,353,90.7,197,256,77.0,70,145,48.3,11,5.2,5.0,+5.8,34,80,37,5,100,Matches
Mikel Villanueva,ve VEN,DF,Santa Clara,28,1993,19.8,882,1021,86.4,19227,7768,232,256,90.6,498,522,95.4,150,224,67.0,0,0.2,0.2,-0.2,6,29,2,0,38,Matches
Rúben Vinagre,pt POR,"DF,MF",Sporting CP,22,1999,6.0,292,392,74.5,4450,1049,161,188,85.6,115,151,76.2,11,27,40.7,1,0.6,0.8,+0.4,6,9,6,4,20,Matches
Carlos Vinícius,br BRA,FW,Benfica,26,1995,0.1,1,2,50.0,14,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
João Virgínia,pt POR,GK,Sporting CP,21,1999,0.9,21,24,87.5,415,253,6,6,100.0,14,14,100.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bernardo Vital,pt POR,DF,Estoril,20,2000,15.4,630,734,85.8,13682,3641,116,134,86.6,428,462,92.6,86,132,65.2,0,0.0,0.1,0.0,1,29,0,0,44,Matches
Vitinha,pt POR,FW,Braga,21,2000,16.4,248,359,69.1,3393,660,144,179,80.4,57,85,67.1,17,31,54.8,2,1.9,2.6,+0.1,15,14,12,2,25,Matches
Vitinha,pt POR,MF,Porto,21,2000,25.0,1709,1963,87.1,29116,7593,851,905,94.0,596,664,89.8,199,290,68.6,3,4.5,4.9,-1.5,42,210,33,1,206,Matches
Steven Vitória,ca CAN,DF,Moreirense,34,1987,15.8,402,512,78.5,8807,3145,106,129,82.2,232,262,88.5,61,109,56.0,0,0.1,0.4,-0.1,2,22,0,0,24,Matches
Odisseas Vlachodimos,gr GRE,GK,Benfica,27,1994,32.0,848,997,85.1,20448,12597,135,137,98.5,521,525,99.2,187,328,57.0,0,0.0,0.0,0.0,1,2,0,0,0,Matches
Ilija Vukotić,me MNE,MF,Boavista,22,1999,9.0,234,317,73.8,3938,1111,102,128,79.7,104,130,80.0,17,33,51.5,1,0.7,0.2,+0.3,6,18,0,0,18,Matches
Luca Waldschmidt,de GER,"FW,MF",Benfica,25,1996,1.6,39,51,76.5,661,144,17,21,81.0,17,21,81.0,3,5,60.0,0,0.2,0.1,-0.2,2,3,2,0,8,Matches
Walterson,br BRA,"FW,MF",Moreirense,26,1994,15.8,286,449,63.7,4210,1256,161,199,80.9,84,135,62.2,21,47,44.7,0,1.1,0.9,-1.1,14,22,17,3,42,Matches
Julian Weigl,de GER,MF,Benfica,25,1995,26.8,1670,1837,90.9,31505,8583,595,651,91.4,817,866,94.3,200,237,84.4,3,1.7,2.2,+1.3,16,163,18,1,177,Matches
Wendell,br BRA,DF,Porto,28,1993,10.6,627,730,85.9,9323,2471,347,379,91.6,214,244,87.7,37,60,61.7,1,2.2,2.3,-1.2,16,36,14,2,47,Matches
Willyan,br BRA,"DF,MF",Portimonense,26,1995,23.7,935,1177,79.4,21628,8176,238,276,86.2,499,563,88.6,193,315,61.3,3,1.2,0.6,+1.8,10,58,2,0,64,Matches
Bruno Wilson,pt POR,DF,Vizela,24,1996,15.8,493,628,78.5,11294,4580,106,124,85.5,286,319,89.7,98,167,58.7,0,0.0,0.2,0.0,1,43,1,0,47,Matches
Cláudio Winck,br BRA,DF,Marítimo,27,1994,28.6,883,1278,69.1,15685,7314,415,488,85.0,362,498,72.7,93,210,44.3,1,2.0,1.8,-1.0,25,66,20,10,87,Matches
Xadas,pt POR,"MF,FW",Marítimo,23,1997,14.6,380,549,69.2,7414,2440,148,176,84.1,159,203,78.3,59,131,45.0,2,2.0,1.4,0.0,24,65,8,4,62,Matches

António Xavier,pt POR,"FW,MF",Estoril,29,1992,7.2,129,192,67.2,2124,533,77,98,78.6,32,44,72.7,17,31,54.8,0,0.4,0.4,-0.4,4,3,6,2,9,Matches
Roman Yaremchuk,ua UKR,FW,Benfica,25,1995,11.9,171,214,79.9,2169,411,105,121,86.8,45,60,75.0,7,9,77.8,3,3.1,2.0,-0.1,15,13,12,0,31,Matches
Hugues Zagbayou,ci CIV,MF,Vizela,31,1990,4.3,111,126,88.1,1637,438,59,59,100.0,41,48,85.4,3,7,42.9,1,0.4,0.1,+0.6,3,7,1,0,15,Matches
Ivan Zlobin,ru RUS,GK,Famalicão,24,1997,1.0,21,28,75.0,529,351,2,2,100.0,13,14,92.9,6,12,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kévin Zohi,ml MLI,FW,Vizela,24,1996,9.2,132,197,67.0,1995,454,77,97,79.4,47,68,69.1,6,14,42.9,1,0.3,0.3,+0.7,5,8,4,1,20,Matches
Emilijus Zubas,lt LTU,GK,Arouca,31,1990,1.0,40,50,80.0,1001,762,9,9,100.0,19,19,100.0,12,22,54.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
