Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Fábio Martins,pt POR,"MF,FW",Braga,28,1993,4.6,128,170,75.3,2078,464,63,72,87.5,48,66,72.7,11,19,57.9,0,0.7,0.5,-0.7,8,5,6,2,15,Matches
Rafael Martins,br BRA,FW,Moreirense,32,1989,26.6,309,490,63.1,4377,988,175,236,74.2,90,154,58.4,19,28,67.9,0,1.2,0.8,-1.2,18,21,8,2,39,Matches
Matheus,br BRA,GK,Braga,29,1992,32.0,938,1268,74.0,24397,16792,162,162,100.0,500,513,97.5,273,582,46.9,0,0.0,0.0,0.0,0,12,0,0,1,Matches
Yan Matheus,br BRA,"FW,MF",Moreirense,22,1998,19.8,438,650,67.4,7201,2293,210,264,79.5,175,257,68.1,38,73,52.1,4,3.8,2.6,+0.2,31,23,24,3,69,Matches
Ricardo Matos,pt POR,"FW,MF",Portimonense,21,2000,2.5,25,33,75.8,371,107,14,16,87.5,11,14,78.6,0,0,,0,0.6,0.3,-0.6,4,4,2,0,6,Matches
Nor Maviram,ng NGA,DF,Vizela,20,2001,0.3,8,13,61.5,122,43,3,4,75.0,3,4,75.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Chancel Mbemba,cd COD,DF,Porto,26,1994,30.9,1719,1905,90.2,34409,10823,535,570,93.9,954,1010,94.5,209,288,72.6,0,0.5,0.6,-0.5,9,109,3,0,92,Matches
Jordi Mboula,es ESP,"FW,MF",Estoril,22,1999,10.7,154,214,72.0,2316,611,87,104,83.7,50,69,72.5,12,22,54.5,2,1.7,1.2,+0.3,13,7,14,7,19,Matches
Iuri Medeiros,pt POR,"MF,FW",Braga,27,1994,15.8,491,663,74.1,8849,2265,253,292,86.6,150,184,81.5,73,145,50.3,6,4.7,3.9,+1.3,39,38,28,4,69,Matches
Soualiho Meïté,fr FRA,MF,Benfica,27,1994,9.8,533,599,89.0,9419,2157,234,256,91.4,229,246,93.1,52,70,74.3,0,0.4,0.9,-0.4,6,55,8,0,55,Matches
Francisco Meixedo,pt POR,GK,Porto,20,2001,0.0,3,3,100.0,55,17,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Tiago Melo Almeida,pt POR,"DF,MF",Tondela,19,2001,20.6,616,819,75.2,10533,4066,296,341,86.8,257,326,78.8,56,107,52.3,3,2.7,1.6,+0.3,15,30,11,4,45,Matches
Diogo Mendes,cv CPV,MF,Marítimo,23,1998,20.4,699,818,85.5,12882,3259,276,325,84.9,338,373,90.6,71,94,75.5,0,0.1,0.4,-0.1,3,57,2,0,79,Matches
Edmilson Mendes,gw GNB,"FW,MF",Paços,18,2003,0.2,3,5,60.0,34,0,3,4,75.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nuno Mendes,pt POR,DF,Sporting CP,19,2002,1.3,69,86,80.2,1372,405,29,34,85.3,29,32,90.6,11,18,61.1,0,0.2,0.2,-0.2,2,3,2,2,5,Matches
Alex Mendez,us USA,"MF,FW",Vizela,20,2000,16.2,432,596,72.5,6981,2460,223,259,86.1,151,187,80.7,41,102,40.2,0,1.0,1.0,-1.0,17,41,9,5,63,Matches
Ryotaro Meshino,jp JPN,"FW,MF",Estoril,23,1998,1.3,31,40,77.5,519,86,16,23,69.6,13,13,100.0,2,2,100.0,0,0.0,0.1,0.0,0,3,0,0,3,Matches
Fabrício dos Santos Messias,br BRA,"FW,MF",Portimonense,31,1990,14.8,173,298,58.1,2785,617,98,145,67.6,56,94,59.6,17,37,45.9,0,0.4,0.5,-0.4,8,19,7,0,29,Matches
João Miguel,pt POR,DF,Porto,21,2000,0.1,3,4,75.0,37,23,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Milson,ao ANG,MF,Marítimo,21,1999,0.2,5,8,62.5,64,4,3,3,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Lucas Mineiro,br BRA,MF,Braga,25,1996,6.2,245,277,88.4,4583,1134,90,105,85.7,130,137,94.9,22,27,81.5,1,1.6,0.6,-0.6,4,42,3,0,29,Matches
Kevin Mirallas,be BEL,"FW,MF",Moreirense,33,1987,3.3,79,102,77.5,1328,394,35,38,92.1,31,37,83.8,8,13,61.5,0,0.1,0.1,-0.1,4,8,5,0,14,Matches
Mohammad Mohebbi,ir IRN,"FW,MF",Santa Clara,22,1998,5.0,84,126,66.7,1318,233,37,51,72.5,36,46,78.3,5,9,55.6,0,0.1,0.1,-0.1,2,6,0,0,9,Matches
João Monteiro,pt POR,MF,B-SAD,20,2001,1.0,7,8,87.5,172,8,2,2,100.0,3,3,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
António Montez,pt POR,MF,B-SAD,19,2001,1.0,1,3,33.3,21,4,0,0,,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches

Morato,br BRA,DF,Benfica,20,2001,11.2,684,757,90.4,12991,4687,233,249,93.6,386,400,96.5,61,94,64.9,0,0.0,0.2,0.0,1,78,3,0,79,Matches
Diego Moreira,pt POR,FW,Benfica,16,2004,0.3,5,6,83.3,80,20,3,4,75.0,1,1,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,0,1,0,2,Matches
Pedro Filipe Barbosa Moreira,pt POR,MF,Gil Vicente FC,28,1992,32.0,1445,1875,77.1,30939,8652,504,597,84.4,610,736,82.9,299,440,68.0,11,7.2,5.9,+3.8,64,230,39,3,253,Matches
Hidemasa Morita,jp JPN,MF,Santa Clara,26,1995,25.3,1022,1260,81.1,18930,7291,405,467,86.7,490,554,88.4,106,181,58.6,1,1.4,1.4,-0.4,24,135,16,4,150,Matches
Mosquito,br BRA,GK,Estoril,25,1996,10.0,309,397,77.8,8757,5920,38,38,100.0,165,169,97.6,106,187,56.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Luís Mota,pt POR,"FW,MF",B-SAD,17,2003,1.2,15,21,71.4,210,55,10,12,83.3,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,1,1,1,1,3,Matches
Fahd Moufi,ma MAR,DF,Portimonense,25,1996,30.6,1057,1467,72.1,18161,6624,503,588,85.5,423,562,75.3,104,226,46.0,1,2.1,2.8,-1.1,32,68,27,11,122,Matches
Moura,pt POR,"DF,MF",Braga,21,1999,16.5,513,698,73.5,7358,2120,304,358,84.9,172,244,70.5,15,48,31.3,0,0.5,0.7,-0.5,11,30,6,1,36,Matches
Abdul Mumin,gh GHA,DF,Vitória,23,1998,24.7,1000,1186,84.3,21223,7526,279,315,88.6,568,623,91.2,148,231,64.1,0,0.2,0.2,-0.2,4,71,0,0,70,Matches
Simone Muratore,it ITA,MF,Tondela,23,1998,0.3,14,17,82.4,246,67,6,6,100.0,7,9,77.8,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Jhon Murillo,ve VEN,FW,Tondela,25,1995,11.9,231,303,76.2,3480,777,128,154,83.1,77,100,77.0,14,25,56.0,3,1.4,0.7,+1.6,14,9,4,1,17,Matches
Petar Musa,hr CRO,FW,Boavista,23,1998,25.7,355,555,64.0,4714,1012,201,289,69.6,92,160,57.5,19,31,61.3,3,2.8,1.3,+0.2,28,31,10,1,49,Matches
Almoatasem Al Musrati,ly LBY,MF,Braga,25,1996,28.5,1472,1757,83.8,30668,8353,503,576,87.3,651,726,89.7,279,367,76.0,2,2.2,1.9,-0.2,31,192,17,1,189,Matches
Herculano Nabian,pt POR,FW,Vitória,17,2004,0.7,5,8,62.5,82,27,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Shoya Nakajima,jp JPN,"MF,FW",Portimonense,26,1994,19.6,390,542,72.0,6737,2330,193,233,82.8,146,190,76.8,44,88,50.0,2,3.9,2.0,-1.9,37,61,17,2,103,Matches
Kosuke Nakamura,jp JPN,GK,Portimonense,26,1995,2.0,59,78,75.6,1779,1270,10,10,100.0,30,31,96.8,19,37,51.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Manuel Namora,pt POR,"MF,DF",Boavista,23,1998,0.2,1,2,50.0,14,13,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Bruno Nascimento,br BRA,"FW,MF",Famalicão,24,1997,21.7,434,592,73.3,6833,1630,233,272,85.7,145,193,75.1,32,65,49.2,4,3.5,2.8,+0.5,27,35,27,8,65,Matches
Nathan,br BRA,"DF,MF",Boavista,19,2001,25.8,821,1052,78.0,13438,4365,423,480,88.1,313,379,82.6,63,120,52.5,2,1.1,0.8,+0.9,20,41,4,2,56,Matches
Fran Navarro,es ESP,FW,Gil Vicente FC,23,1998,28.9,320,406,78.8,3722,674,193,231,83.5,74,93,79.6,8,11,72.7,0,1.4,0.5,-1.4,13,19,4,0,30,Matches
Flávio Nazinho,pt POR,"DF,MF",Sporting CP,18,2003,1.1,47,55,85.5,698,215,27,29,93.1,17,19,89.5,2,3,66.7,0,0.0,0.0,0.0,0,3,0,0,6,Matches
Alioune Ndour,sn SEN,FW,B-SAD,20,2001,9.2,77,122,63.1,1134,256,44,65,67.7,19,31,61.3,7,10,70.0,0,0.1,0.1,-0.1,2,8,1,0,7,Matches
Christian Neiva Afonso,pt POR,DF,Vizela,26,1994,19.9,734,1084,67.7,13026,6710,347,403,86.1,303,406,74.6,76,223,34.1,3,2.2,3.6,+0.8,28,68,19,13,74,Matches
Nelson,ao ANG,"FW,MF",Vitória,23,1998,3.8,75,97,77.3,1029,213,40,45,88.9,23,29,79.3,3,9,33.3,0,0.2,0.3,-0.2,3,3,4,0,9,Matches
Wellington Nem,br BRA,DF,Arouca,29,1992,0.0,1,2,50.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches

João Neto,br BRA,"MF,FW",Famalicão,18,2003,0.7,11,16,68.8,149,43,7,10,70.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Luís Neto,pt POR,DF,Sporting CP,33,1988,15.5,1060,1143,92.7,18986,7409,438,461,95.0,514,539,95.4,94,116,81.0,0,0.1,0.3,-0.1,2,77,4,0,84,Matches
Martim Neto,pt POR,MF,Benfica,18,2003,0.2,15,18,83.3,277,112,7,7,100.0,7,9,77.8,1,1,100.0,0,0.3,0.2,-0.3,1,3,1,0,5,Matches
Babacar Niasse,mr MTN,GK,Tondela,24,1996,5.1,134,197,68.0,3455,2557,32,33,97.0,62,65,95.4,39,98,39.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Payam Niazmand,ir IRN,GK,Portimonense,26,1995,2.0,42,72,58.3,1555,1243,3,3,100.0,15,16,93.8,24,53,45.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Yusupha Njie,gm GAM,"FW,MF",Boavista,27,1994,17.4,266,351,75.8,4113,767,142,179,79.3,91,115,79.1,16,27,59.3,1,0.9,0.4,+0.1,13,23,4,0,32,Matches
Paul-Georges Ntep,cm CMR,"FW,MF",Boavista,29,1992,5.6,94,151,62.3,1404,375,52,77,67.5,37,46,80.4,4,9,44.4,1,0.7,0.7,+0.3,6,5,5,3,11,Matches
Arsénio Martins Lafuente Nunes,pt POR,"FW,MF",Arouca,31,1989,24.3,515,735,70.1,8089,2484,284,337,84.3,165,234,70.5,46,118,39.0,3,2.1,2.1,+0.9,31,41,22,9,62,Matches
Matheus Nunes,pt POR,MF,Sporting CP,22,1998,28.4,1216,1443,84.3,21216,4037,585,653,89.6,485,550,88.2,120,173,69.4,1,2.8,3.0,-1.8,24,124,32,2,163,Matches
Darwin Núñez,uy URU,"FW,MF",Benfica,22,1999,22.0,293,469,62.5,4329,1005,171,238,71.8,80,133,60.2,25,41,61.0,4,5.5,4.8,-1.5,30,24,22,10,38,Matches
Pedro Nuno,pt POR,"MF,FW",B-SAD,26,1995,15.8,342,456,75.0,5553,1486,168,199,84.4,136,165,82.4,25,53,47.2,0,2.2,1.3,-2.2,17,41,13,5,54,Matches
Lawrence Ofori,gh GHA,MF,Famalicão,23,1998,1.7,70,79,88.6,1260,315,32,37,86.5,29,31,93.5,7,7,100.0,1,0.2,0.1,+0.8,2,11,0,0,12,Matches
Richard Ofori,gh GHA,DF,Vizela,28,1993,19.0,639,895,71.4,10690,4644,327,379,86.3,241,329,73.3,58,135,43.0,1,0.6,0.7,+0.4,11,54,10,7,75,Matches
Thales Oleques,br BRA,DF,Arouca,27,1994,30.2,1171,1620,72.3,20047,9499,558,668,83.5,490,669,73.2,97,218,44.5,2,2.5,3.0,-0.5,38,83,37,16,123,Matches
Hugo Oliveira,pt POR,DF,Vizela,19,2002,0.1,4,4,100.0,65,21,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Paulo Oliveira,pt POR,DF,Braga,29,1992,26.1,1266,1561,81.1,26655,9400,337,387,87.1,754,834,90.4,165,301,54.8,0,0.1,0.5,-0.1,2,118,4,2,97,Matches
Rúben Alexandre Gomes Oliveira,pt POR,"MF,FW",Santa Clara,26,1994,2.1,59,76,77.6,906,286,31,38,81.6,24,29,82.8,2,5,40.0,0,0.0,0.1,0.0,1,7,1,0,7,Matches
Sérgio Oliveira,pt POR,MF,Porto,29,1992,4.4,234,306,76.5,3909,1110,127,144,88.2,76,95,80.0,26,55,47.3,0,0.9,1.0,-0.9,15,18,9,2,20,Matches
Nicolás Otamendi,ar ARG,DF,Benfica,33,1988,27.4,1895,2093,90.5,39283,13451,499,537,92.9,1130,1192,94.8,254,333,76.3,1,0.8,0.8,+0.2,5,141,2,1,153,Matches
Otávio,pt POR,"MF,FW",Porto,26,1995,29.5,1371,1766,77.6,21310,7185,750,848,88.4,408,535,76.3,133,227,58.6,9,9.1,10.0,-0.1,68,137,68,8,212,Matches
João Othavio Basso,br BRA,DF,Arouca,24,1997,32.5,1532,1856,82.5,32617,13064,422,481,87.7,862,954,90.4,240,391,61.4,1,0.7,1.1,+0.3,6,160,7,1,181,Matches
Pablo,br BRA,FW,Famalicão,17,2004,2.0,18,22,81.8,197,56,11,12,91.7,5,6,83.3,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Fábio Pacheco,pt POR,MF,Moreirense,33,1988,20.6,454,609,74.5,7327,2228,219,279,78.5,181,233,77.7,33,56,58.9,0,1.1,0.8,-1.1,8,45,4,0,60,Matches
João Palhinha,pt POR,MF,Sporting CP,26,1995,20.8,936,1075,87.1,16140,3814,477,519,91.9,344,389,88.4,91,120,75.8,0,0.8,1.0,-0.8,11,98,1,0,89,Matches
Mateus Pasinato,br BRA,GK,Moreirense,29,1992,19.0,326,538,60.6,11491,9233,37,37,100.0,121,125,96.8,166,373,44.5,0,0.0,0.0,0.0,0,4,0,0,0,Matches

Jean Patric,br BRA,"FW,MF",Santa Clara,24,1997,6.3,98,126,77.8,1326,261,60,73,82.2,25,32,78.1,6,9,66.7,1,0.4,0.2,+0.6,6,8,3,1,9,Matches
Patrick,br BRA,DF,Estoril,24,1997,11.5,686,793,86.5,14567,4124,155,177,87.6,447,480,93.1,80,118,67.8,0,0.1,0.2,-0.1,2,66,0,0,67,Matches
Patrick,br BRA,MF,Santa Clara,22,1998,0.0,4,6,66.7,48,27,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Paulinho,pt POR,"FW,MF",Sporting CP,28,1992,26.4,465,628,74.0,6928,1388,252,308,81.8,146,193,75.6,38,57,66.7,4,3.5,2.0,+0.5,31,45,15,1,67,Matches
André Paulo,pt POR,GK,Sporting CP,24,1996,0.1,6,7,85.7,132,90,1,1,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Marcos Paulo,br BRA,"FW,MF",Famalicão,20,2001,7.6,140,195,71.8,2075,647,77,100,77.0,45,58,77.6,9,17,52.9,0,0.3,0.3,-0.3,4,14,6,0,33,Matches
Marcos Paulo,br BRA,MF,Vizela,33,1988,18.8,448,582,77.0,7629,2613,203,248,81.9,201,241,83.4,37,65,56.9,0,0.9,0.7,-0.9,9,55,7,3,74,Matches
Pedrão,br BRA,DF,Portimonense,24,1997,27.8,1179,1459,80.8,24788,9424,326,380,85.8,687,757,90.8,159,290,54.8,0,0.7,0.8,-0.7,7,62,5,0,72,Matches
João Pedro,pt POR,MF,Tondela,28,1993,21.3,560,841,66.6,10499,3942,219,281,77.9,252,339,74.3,74,157,47.1,2,1.0,0.5,+1.0,12,85,9,0,96,Matches
Pedro Pelágio,pt POR,MF,Marítimo,21,2000,11.1,308,419,73.5,5380,1547,147,173,85.0,123,156,78.8,31,62,50.0,1,1.0,0.5,0.0,10,27,7,5,39,Matches
Alexandre Penetra,pt POR,DF,Famalicão,19,2001,28.9,1179,1484,79.4,26056,10777,334,387,86.3,612,686,89.2,224,379,59.1,0,0.9,0.9,-0.9,4,132,3,1,116,Matches
Pepe,pt POR,DF,Porto,38,1983,19.9,1156,1302,88.8,22926,8576,408,432,94.4,570,606,94.1,159,228,69.7,1,0.7,1.5,+0.3,7,78,8,0,93,Matches
Pepê,br BRA,"MF,DF",Porto,24,1997,15.1,536,648,82.7,7167,2119,331,369,89.7,146,184,79.3,23,30,76.7,3,4.2,3.8,-1.2,34,48,32,7,71,Matches
Francisco Pereira,pt POR,MF,Boavista,19,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Marco André Rocha Pereira,pt POR,GK,Santa Clara,34,1987,28.0,644,1019,63.2,21545,16879,91,92,98.9,248,254,97.6,305,670,45.5,1,0.0,0.1,+1.0,1,33,1,0,0,Matches
Sebastián Pérez Cardona,co COL,MF,Boavista,28,1993,25.1,1022,1227,83.3,20073,5977,370,425,87.1,462,509,90.8,155,229,67.7,1,1.0,1.2,0.0,13,91,9,1,115,Matches
Luiz Phellype,br BRA,FW,Santa Clara,27,1993,3.1,29,37,78.4,417,30,19,22,86.4,6,8,75.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Thibang Phete,za RSA,"MF,DF",B-SAD,27,1994,20.5,523,641,81.6,8724,2287,239,283,84.5,255,291,87.6,23,44,52.3,0,0.6,1.3,-0.6,7,18,3,1,26,Matches
Lucas Piazon,br BRA,"MF,FW",Braga,27,1994,4.0,128,165,77.6,1769,349,65,76,85.5,52,66,78.8,3,6,50.0,0,0.2,0.2,-0.2,3,10,2,0,18,Matches
Charles Pickel,cd COD,MF,Famalicão,24,1997,26.3,866,1049,82.6,15647,4187,346,407,85.0,406,458,88.6,90,128,70.3,1,1.1,0.8,-0.1,9,69,4,0,92,Matches
Rodrigo Pinho,br BRA,FW,Benfica,30,1991,0.9,9,14,64.3,117,64,6,6,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Dinis Pinto,pt POR,MF,Braga,20,2000,0.3,11,14,78.6,231,137,4,4,100.0,5,7,71.4,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Felipe Pires,br BRA,"FW,MF",Moreirense,26,1995,12.9,344,485,70.9,5202,1451,174,200,87.0,114,166,68.7,29,74,39.2,1,1.4,1.3,-0.4,17,13,16,7,41,Matches
Rui Pires,pt POR,MF,Paços,23,1998,13.4,506,601,84.2,9478,2773,176,204,86.3,281,311,90.4,42,62,67.7,0,0.1,0.3,-0.1,4,40,1,0,48,Matches
Pité,pt POR,MF,Arouca,26,1994,10.8,249,347,71.8,3937,952,136,168,81.0,89,116,76.7,17,38,44.7,0,0.6,0.6,-0.6,8,27,7,1,35,Matches

Pizzi,pt POR,"MF,FW",Benfica,31,1989,3.6,188,243,77.4,2992,769,97,109,89.0,69,80,86.3,15,29,51.7,3,1.6,1.2,+1.4,8,17,9,3,27,Matches
Jackson Porozo,ec ECU,DF,Boavista,20,2000,23.8,841,998,84.3,16379,4870,239,278,86.0,519,562,92.3,74,127,58.3,0,0.3,0.2,-0.3,4,11,0,0,27,Matches
Pedro Porro,es ESP,"DF,MF",Sporting CP,21,1999,18.2,727,1056,68.8,13096,4821,325,383,84.9,292,392,74.5,93,203,45.8,3,4.9,4.7,-1.9,45,42,43,20,72,Matches
Samuel Portugal,br BRA,GK,Portimonense,27,1994,30.0,819,1267,64.6,27526,20810,91,91,100.0,347,356,97.5,380,811,46.9,0,0.0,0.1,0.0,0,22,0,0,0,Matches
Lucas Possignolo,pt POR,DF,Portimonense,27,1994,22.9,962,1143,84.2,20702,7058,245,271,90.4,567,609,93.1,144,241,59.8,0,0.2,0.2,-0.2,3,44,2,0,48,Matches
Quaresma,br BRA,DF,Arouca,24,1996,27.0,1048,1438,72.9,17941,7520,501,600,83.5,450,577,78.0,87,194,44.8,0,1.1,1.1,-1.1,13,74,19,5,102,Matches
Eduardo Quaresma,pt POR,DF,Tondela,19,2002,17.1,652,762,85.6,12125,4490,238,265,89.8,340,376,90.4,63,96,65.6,1,0.2,0.1,+0.8,3,39,1,0,46,Matches
Ricardo Quaresma,pt POR,"FW,MF",Vitória,37,1983,10.9,284,417,68.1,4865,1494,145,163,89.0,82,128,64.1,40,91,44.0,1,3.6,2.9,-2.6,29,12,22,11,32,Matches
Diogo Queirós,pt POR,DF,Famalicão,22,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nemanja Radonjić,rs SRB,"DF,MF",Benfica,25,1996,1.5,54,75,72.0,818,352,35,40,87.5,15,22,68.2,3,6,50.0,0,0.2,0.1,-0.2,3,12,4,0,9,Matches
Álvaro Ramalho,pt POR,GK,B-SAD,22,1999,2.0,30,52,57.7,1063,799,3,3,100.0,8,9,88.9,18,39,46.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Cláudio Ramos,pt POR,GK,Porto,29,1991,1.0,26,35,74.3,699,438,6,6,100.0,8,9,88.9,12,20,60.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Flávio Ramos,br BRA,DF,Paços,27,1994,8.7,270,349,77.4,5917,2241,74,84,88.1,140,160,87.5,53,92,57.6,0,0.2,0.2,-0.2,3,11,0,0,12,Matches
Gonçalo Ramos,pt POR,"FW,MF",Benfica,20,2001,17.9,399,505,79.0,5459,1167,240,286,83.9,123,143,86.0,17,23,73.9,1,2.5,2.0,-1.5,22,25,20,0,53,Matches
Rafael Ramos,pt POR,DF,Santa Clara,26,1995,20.7,637,908,70.2,12305,4466,234,276,84.8,314,409,76.8,80,172,46.5,0,1.5,2.2,-1.5,18,42,12,3,56,Matches
Osama Rashid,iq IRQ,MF,Vizela,29,1992,6.5,217,289,75.1,3536,1161,112,126,88.9,82,104,78.8,16,42,38.1,0,0.3,0.6,-0.3,4,29,3,2,27,Matches
Bruno Reis,pt POR,MF,Portimonense,22,1999,0.7,18,21,85.7,322,68,8,8,100.0,6,7,85.7,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Matheus Reis,br BRA,DF,Sporting CP,26,1995,23.0,1518,1731,87.7,25337,8373,711,765,92.9,702,773,90.8,85,139,61.2,2,1.5,2.2,+0.5,11,120,18,9,142,Matches
Miguel Reisinho,pt POR,"FW,MF",Boavista,22,1999,0.5,11,13,84.6,188,41,8,8,100.0,1,1,100.0,2,3,66.7,0,0.2,0.1,-0.2,1,1,0,0,0,Matches
Filipe Relvas,pt POR,DF,Portimonense,21,1999,17.9,641,818,78.4,11908,3718,251,295,85.1,322,382,84.3,63,114,55.3,1,0.4,0.3,+0.6,9,26,2,1,37,Matches
Tomás Reymão,pt POR,MF,Boavista,23,1998,3.8,130,164,79.3,2119,813,63,71,88.7,48,57,84.2,12,21,57.1,0,0.0,0.1,0.0,0,8,1,1,19,Matches
Eduardo Ribeiro,pt POR,MF,Braga,20,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Henrique Ribeiro,pt POR,DF,B-SAD,19,2002,1.0,2,6,33.3,87,70,0,2,0.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Rodrigo Ribeiro,pt POR,FW,Sporting CP,16,2005,0.5,6,7,85.7,81,28,1,2,50.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Tomás Ribeiro,pt POR,DF,B-SAD,22,1999,17.0,714,897,79.6,14877,5579,222,251,88.4,382,430,88.8,103,197,52.3,0,0.5,0.3,-0.5,5,41,2,0,47,Matches

Ricardinho,br BRA,FW,Marítimo,20,2001,5.1,69,102,67.6,832,107,45,60,75.0,16,21,76.2,1,5,20.0,0,0.3,0.1,-0.3,5,5,0,0,5,Matches
Ricardinho,pt POR,"FW,MF",Santa Clara,22,1998,24.0,414,538,77.0,5570,1666,260,316,82.3,123,146,84.2,11,24,45.8,2,3.4,2.3,-1.4,20,43,11,1,60,Matches
André Ricardo,pt POR,"FW,MF",Famalicão,20,2000,0.8,11,18,61.1,240,97,4,5,80.0,5,6,83.3,2,5,40.0,0,0.0,0.0,0.0,0,3,0,0,4,Matches
Riccieli,br BRA,DF,Famalicão,22,1998,24.2,868,991,87.6,19141,5854,197,231,85.3,525,551,95.3,142,197,72.1,0,0.1,0.2,-0.1,3,30,1,0,37,Matches
Rochinha,pt POR,"FW,MF",Vitória,26,1995,21.7,338,528,64.0,5610,1780,182,245,74.3,102,141,72.3,39,83,47.0,1,2.5,1.7,-1.5,25,36,16,4,63,Matches
Bruno Rodrigues,pt POR,DF,Braga,20,2001,6.4,313,370,84.6,6248,1776,80,94,85.1,205,225,91.1,27,46,58.7,0,0.0,0.0,0.0,0,5,0,0,9,Matches
Ivo Rodrigues,pt POR,"FW,MF",Famalicão,26,1995,20.7,647,885,73.1,10150,3375,342,410,83.4,227,302,75.2,51,103,49.5,4,4.2,3.9,-0.2,44,42,18,4,92,Matches
Pedro Rodrigues,pt POR,MF,Famalicão,24,1997,30.6,1469,1811,81.1,30459,10203,538,587,91.7,617,708,87.1,278,434,64.1,6,6.3,6.4,-0.3,66,180,36,10,203,Matches
Julio Romão,br BRA,"MF,DF",Santa Clara,23,1998,4.0,116,136,85.3,2100,502,50,57,87.7,51,57,89.5,13,18,72.2,0,0.0,0.0,0.0,1,10,0,0,9,Matches
Lazar Rosić,rs SRB,DF,Moreirense,28,1993,28.0,963,1259,76.5,21383,8547,289,350,82.6,474,543,87.3,191,324,59.0,0,0.1,0.2,-0.1,4,81,2,0,95,Matches
Loreintz Rosier,fr FRA,MF,Estoril,22,1998,25.5,746,981,76.0,13439,3392,335,408,82.1,310,379,81.8,83,132,62.9,1,1.4,1.2,-0.4,23,76,7,1,97,Matches
Iván Rossi,ar ARG,MF,Marítimo,27,1993,19.1,740,850,87.1,14132,3833,252,279,90.3,387,427,90.6,86,105,81.9,0,0.6,0.8,-0.6,11,60,1,0,68,Matches
Abel Ruiz,es ESP,"FW,MF",Braga,21,2000,15.4,275,349,78.8,3667,495,175,197,88.8,75,94,79.8,10,16,62.5,3,2.4,1.2,+0.6,18,13,10,3,29,Matches
Alan Ruiz,ar ARG,MF,Arouca,27,1993,5.2,210,270,77.8,3608,1122,98,112,87.5,75,89,84.3,27,51,52.9,1,1.1,1.3,-0.1,14,31,6,1,36,Matches
