Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Rúben Lameiras,pt POR,"FW,MF",Casa Pia,28,1994,6.1,143,200,71.5,2338,834,73,87,83.9,54,65,83.1,12,30,40.0,1,1.3,1.0,-0.3,8,23,5,0,25,Matches
Rúben Lameiras,pt POR,"FW,MF",Chaves,28,1994,2.3,42,59,71.2,637,185,22,27,81.5,12,15,80.0,4,12,33.3,0,0.2,0.1,-0.2,3,5,1,0,7,Matches
Bruno Langa,mz MOZ,"DF,MF",Chaves,25,1997,11.9,407,591,68.9,7429,3689,188,223,84.3,171,235,72.8,42,98,42.9,0,0.8,1.0,-0.8,10,44,15,8,64,Matches

Larra,es ESP,"DF,MF",Casa Pia,25,1997,27.9,933,1250,74.6,15322,5611,482,540,89.3,367,477,76.9,69,172,40.1,1,2.1,1.9,-1.1,25,57,18,9,83,Matches
Yusuf Lawal,ng NGA,"FW,MF",Arouca,25,1998,2.6,84,103,81.6,1106,276,51,55,92.7,23,28,82.1,5,6,83.3,1,0.4,0.3,+0.6,9,4,4,2,5,Matches
Orest Lebedenko,ua UKR,DF,Vizela,24,1998,16.1,551,727,75.8,9076,3241,281,321,87.5,215,260,82.7,44,100,44.0,1,1.2,1.2,-0.2,11,35,9,4,37,Matches
Leonardo Lelo,pt POR,"DF,MF",Casa Pia,23,2000,32.7,1072,1478,72.5,17174,6652,581,657,88.4,400,517,77.4,79,212,37.3,2,1.8,2.6,+0.2,37,79,19,4,99,Matches
Marcos Leonardo,br BRA,FW,Benfica,20,2003,3.7,29,49,59.2,390,55,17,25,68.0,7,14,50.0,2,2,100.0,0,0.0,0.1,0.0,0,0,0,0,3,Matches
Otso Liimatta,fi FIN,"MF,FW",Famalicão,19,2004,5.2,86,118,72.9,1307,313,45,56,80.4,34,44,77.3,5,9,55.6,0,0.2,0.2,-0.2,3,9,1,1,8,Matches
Rúben Lima,pt POR,"DF,MF",Estrela,33,1989,10.3,331,477,69.4,6379,2867,119,147,81.0,165,205,80.5,40,95,42.1,1,0.7,1.0,+0.3,5,27,5,3,23,Matches
Danny Loader,eng ENG,"FW,MF",Porto,22,2000,2.7,73,91,80.2,979,180,46,54,85.2,18,22,81.8,4,5,80.0,2,0.8,0.7,+1.2,6,4,4,0,10,Matches
Jason Lokilo,be BEL,"FW,MF",Vizela,24,1998,7.8,210,264,79.5,3013,761,126,140,90.0,66,80,82.5,9,22,40.9,1,1.0,1.1,0.0,8,13,10,3,24,Matches
Julien Lomboto,,MF,Rio Ave,21,2002,0.1,4,4,100.0,66,32,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Miguel Lopes,pt POR,DF,Estrela,36,1986,14.7,573,671,85.4,11870,4099,162,183,88.5,342,375,91.2,66,100,66.0,0,0.8,0.5,-0.8,3,29,3,0,34,Matches
Né lopes,pt POR,DF,Gil Vicente FC,23,2000,2.9,153,173,88.4,3203,958,36,41,87.8,101,110,91.8,16,20,80.0,0,0.0,0.0,0.0,0,6,1,0,9,Matches
Rony Lopes,pt POR,"FW,MF",Braga,27,1995,4.1,141,196,71.9,2197,472,70,83,84.3,52,66,78.8,9,25,36.0,0,0.8,0.7,-0.8,6,16,6,1,27,Matches
Bruno Lourenço,pt POR,"FW,MF",Boavista,25,1998,22.4,397,563,70.5,6516,1999,203,241,84.2,132,174,75.9,38,88,43.2,1,1.5,1.5,-0.5,16,42,11,2,60,Matches
Thomas Luciano,br BRA,DF,Gil Vicente FC,21,2002,0.3,13,24,54.2,183,87,8,8,100.0,5,13,38.5,0,3,0.0,0,0.1,0.0,-0.1,1,1,1,1,2,Matches
André Luis,br BRA,FW,Moreirense,29,1994,14.8,179,302,59.3,2416,682,110,162,67.9,57,94,60.6,4,14,28.6,2,2.0,1.0,0.0,19,18,9,0,29,Matches
Florentino Luís,pt POR,MF,Benfica,23,1999,18.7,1227,1380,88.9,19723,6414,644,703,91.6,462,507,91.1,96,112,85.7,0,0.4,1.1,-0.4,12,154,13,0,142,Matches
José Luis Rodríguez,pa PAN,FW,Famalicão,25,1998,16.6,255,387,65.9,4094,1093,140,174,80.5,74,108,68.5,28,70,40.0,5,1.5,2.3,+3.5,24,12,18,11,31,Matches
Zé Luís,cv CPV,"FW,MF",Farense,32,1991,6.6,92,154,59.7,1352,337,47,78,60.3,34,49,69.4,4,7,57.1,1,0.7,0.5,+0.3,8,8,1,0,14,Matches
Luismi,gq EQG,FW,Moreirense,22,2001,10.4,123,177,69.5,1470,478,73,93,78.5,32,44,72.7,3,6,50.0,0,1.4,1.0,-1.4,8,12,2,0,20,Matches
Wallisson Luiz,br BRA,"MF,FW",Moreirense,25,1997,2.2,50,70,71.4,953,338,17,23,73.9,26,33,78.8,7,10,70.0,0,0.0,0.0,0.0,1,4,1,1,8,Matches
Rodrigo Macedo,pt POR,"FW,MF",Moreirense,20,2003,0.7,14,14,100.0,249,41,6,6,100.0,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Tiago Machado,pt POR,"MF,FW",Boavista,19,2004,0.2,5,6,83.3,70,0,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Madson,br BRA,"FW,MF",Moreirense,23,1999,14.9,252,380,66.3,3463,776,154,199,77.4,75,114,65.8,10,26,38.5,1,1.4,1.3,-0.4,18,11,11,4,23,Matches
Miguel Maga,pt POR,"DF,MF",Vitória,20,2002,9.9,272,384,70.8,4473,2229,135,164,82.3,111,163,68.1,20,36,55.6,0,0.4,0.6,-0.4,6,18,7,3,36,Matches

Magrão,br BRA,GK,Rio Ave,23,2000,7.0,172,223,77.1,4307,2941,35,35,100.0,85,87,97.7,49,96,51.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Gaius Makouta,cg CGO,MF,Boavista,26,1997,25.9,849,1060,80.1,13096,3138,469,545,86.1,298,360,82.8,54,91,59.3,2,1.1,1.2,+0.9,14,80,16,2,102,Matches
Pedro Malheiro,pt POR,"DF,MF",Boavista,22,2001,21.9,864,1136,76.1,14343,4830,440,489,90.0,331,410,80.7,72,178,40.4,2,2.7,1.7,-0.7,17,57,19,11,66,Matches
Eliaquim Mangala,fr FRA,DF,Estoril,32,1991,11.6,531,602,88.2,10105,3605,169,175,96.6,322,349,92.3,37,61,60.7,0,0.1,0.0,-0.1,1,24,0,0,26,Matches
Ricardo Mangas,pt POR,"MF,DF",Vitória,25,1998,21.2,562,799,70.3,8801,3591,319,396,80.6,183,262,69.8,46,89,51.7,3,3.1,2.2,-0.1,12,40,12,4,56,Matches
Mansur,br BRA,DF,Estrela,30,1993,15.6,736,909,81.0,14259,5955,284,334,85.0,355,393,90.3,91,153,59.5,1,1.2,1.0,-0.2,5,51,9,5,58,Matches
Manuel Manu,pt POR,"DF,MF",Vitória,22,2001,19.7,739,911,81.1,14965,6711,239,274,87.2,411,471,87.3,84,144,58.3,0,0.5,0.3,-0.5,5,58,2,1,70,Matches
Zé Manuel,pt POR,"FW,MF",Rio Ave,32,1990,6.6,115,161,71.4,1535,407,67,81,82.7,32,51,62.7,6,10,60.0,0,0.6,0.4,-0.6,8,10,2,1,17,Matches
Maracás,br BRA,DF,Moreirense,29,1994,28.5,1292,1519,85.1,26331,8891,349,387,90.2,795,843,94.3,141,258,54.7,0,0.1,0.1,-0.1,2,42,1,0,53,Matches
Iván Marcano,es ESP,DF,Porto,36,1987,4.1,286,319,89.7,6147,2136,77,83,92.8,161,169,95.3,48,59,81.4,0,0.1,0.3,-0.1,2,35,4,1,45,Matches
Adrián Marín,es ESP,DF,Braga,26,1997,3.6,170,225,75.6,2721,1299,93,109,85.3,64,77,83.1,9,26,34.6,0,0.3,0.2,-0.3,3,23,3,0,21,Matches
João Mário,pt POR,"FW,MF",Benfica,30,1993,26.9,1452,1669,87.0,20889,5722,865,930,93.0,475,534,89.0,64,113,56.6,1,2.5,3.9,-1.5,36,144,34,3,192,Matches
João Mário Lopes,pt POR,DF,Porto,23,2000,22.9,1072,1303,82.3,17187,5091,553,616,89.8,442,527,83.9,62,102,60.8,1,2.6,3.3,-1.6,24,82,36,15,129,Matches
Marlon,br BRA,"FW,MF",Gil Vicente FC,25,1997,4.8,101,148,68.2,1523,468,60,73,82.2,28,44,63.6,9,18,50.0,0,0.4,0.5,-0.4,3,13,5,1,15,Matches
Uladzislaŭ Marozaŭ,by BLR,"FW,MF",Arouca,22,2000,1.6,7,11,63.6,82,9,4,6,66.7,2,3,66.7,0,0,,0,0.0,0.0,0.0,2,1,0,0,0,Matches
Alejandro Marqués,ve VEN,FW,Estoril,22,2000,15.1,144,184,78.3,1975,289,77,89,86.5,49,62,79.0,4,7,57.1,1,0.7,0.2,+0.3,9,9,4,0,16,Matches
Gustavo Marques,br BRA,DF,Benfica,21,2001,0.0,3,3,100.0,50,44,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Igor Marques,br BRA,"DF,MF",Portimonense,24,1999,16.5,575,788,73.0,9269,3735,275,320,85.9,234,299,78.3,44,101,43.6,1,1.5,1.3,-0.5,15,42,13,10,57,Matches
João Marques,pt POR,"MF,FW",Estoril,21,2002,21.9,454,608,74.7,8154,2171,204,251,81.3,168,208,80.8,61,90,67.8,5,2.5,3.1,+2.5,28,42,23,5,73,Matches
Toni Martínez,es ESP,FW,Porto,26,1997,5.8,65,103,63.1,757,131,44,66,66.7,16,23,69.6,0,2,0.0,0,0.6,0.4,-0.6,5,4,2,0,5,Matches
Rafael Martins,br BRA,MF,Casa Pia,34,1989,0.3,10,12,83.3,155,17,5,5,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rodrigo Martins,pt POR,"DF,FW",Estoril,24,1998,0.1,2,3,66.7,18,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rodrigo Martins,pt POR,FW,Portimonense,24,1998,2.6,48,73,65.8,750,201,26,31,83.9,15,21,71.4,5,9,55.6,0,0.2,0.1,-0.2,3,5,2,1,7,Matches
Matheus,br BRA,GK,Braga,31,1992,34.0,967,1238,78.1,25055,18468,192,193,99.5,500,507,98.6,273,534,51.1,0,0.0,0.0,0.0,0,18,0,0,3,Matches
Marco Matias,pt POR,"FW,MF",Farense,34,1989,25.5,402,577,69.7,7224,2391,204,239,85.4,123,165,74.5,65,132,49.2,5,3.2,2.4,+1.8,32,40,19,12,54,Matches

Nuno Matos,pt POR,DF,Braga,18,2004,0.1,3,9,33.3,44,36,2,4,50.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Maurício,br BRA,MF,Portimonense,34,1988,5.0,169,204,82.8,2623,642,89,101,88.1,64,73,87.7,8,14,57.1,0,0.0,0.1,0.0,2,13,1,0,16,Matches
Rodrigo Melro,pt POR,DF,Chaves,19,2004,0.0,1,2,50.0,10,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
João Mendes,pt POR,"FW,MF",Vitória,28,1994,16.0,424,590,71.9,6768,2060,219,264,83.0,138,186,74.2,41,83,49.4,3,3.4,3.2,-0.4,36,45,36,6,82,Matches
Joe Mendes,se SWE,DF,Braga,20,2002,9.9,440,558,78.9,7252,2217,236,260,90.8,146,189,77.2,45,84,53.6,2,2.4,1.1,-0.4,9,28,14,11,35,Matches
Pedro Mendes,pt POR,DF,Estrela,32,1990,9.0,250,296,84.5,5034,1614,77,82,93.9,133,147,90.5,35,60,58.3,0,0.0,0.0,0.0,1,9,1,0,13,Matches
Alex Mendez,us USA,"MF,FW",Vizela,22,2000,4.1,162,207,78.3,2507,784,88,97,90.7,56,67,83.6,12,30,40.0,1,1.0,0.8,0.0,10,25,6,1,28,Matches
Miguel Menino,pt POR,MF,Sporting CP,20,2003,0.0,3,3,100.0,28,3,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Benji Michel,us USA,"FW,MF",Arouca,25,1997,0.5,11,17,64.7,149,34,9,12,75.0,1,3,33.3,1,1,100.0,0,0.1,0.0,-0.1,1,3,0,0,3,Matches
João Miguel,pt POR,DF,Porto,23,2000,3.2,184,228,80.7,3098,861,100,107,93.5,68,85,80.0,15,27,55.6,1,0.5,0.3,+0.5,1,16,4,1,21,Matches
Enea Mihaj,al ALB,DF,Famalicão,25,1998,17.3,842,957,88.0,17556,6522,258,272,94.9,451,479,94.2,127,189,67.2,0,0.1,0.5,-0.1,3,44,3,1,39,Matches
Mika,pt POR,GK,Moreirense,32,1991,0.2,9,13,69.2,329,284,0,0,,3,3,100.0,6,9,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bogdan Milovanov,ua UKR,DF,Arouca,25,1998,13.4,485,680,71.3,8628,3028,219,261,83.9,221,282,78.4,40,107,37.4,0,0.4,0.7,-0.4,5,36,6,6,42,Matches
Vinicius Mingotti,br BRA,FW,Moreirense,23,2000,5.4,44,70,62.9,576,107,28,39,71.8,13,23,56.5,1,1,100.0,0,0.7,0.3,-0.7,1,6,1,0,4,Matches
Miro,ao ANG,"FW,MF",Gil Vicente FC,20,2003,1.8,17,24,70.8,300,46,7,10,70.0,8,8,100.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Cezary Miszta,pl POL,GK,Rio Ave,21,2001,1.0,37,44,84.1,892,480,4,4,100.0,26,26,100.0,7,14,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Miguel Monteiro,pt POR,FW,Gil Vicente FC,20,2003,2.5,19,33,57.6,272,20,13,20,65.0,5,9,55.6,1,1,100.0,1,0.2,0.0,+0.8,3,1,0,0,1,Matches
Francisco Montero,es ESP,DF,Arouca,24,1999,28.7,1580,1880,84.0,32331,11287,452,496,91.1,892,972,91.8,218,363,60.1,1,0.5,0.5,+0.5,6,93,6,0,107,Matches
Morato,br BRA,DF,Benfica,22,2001,16.9,768,934,82.2,12725,4468,389,427,91.1,314,374,84.0,52,85,61.2,1,2.0,0.9,-1.0,11,49,13,3,65,Matches
Hélder Morim,pt POR,"MF,DF",Chaves,22,2001,7.3,162,225,72.0,2790,966,79,100,79.0,62,75,82.7,19,36,52.8,0,0.6,0.5,-0.6,6,15,3,1,23,Matches
Hidemasa Morita,jp JPN,MF,Sporting CP,28,1995,23.8,1048,1218,86.0,16752,4933,570,627,90.9,370,417,88.7,74,114,64.9,4,2.6,3.2,+1.4,27,121,26,3,147,Matches
Mosquito,br BRA,GK,Arouca,27,1996,2.0,89,107,83.2,2254,1403,13,13,100.0,50,51,98.0,26,43,60.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Moura,pt POR,DF,Famalicão,23,1999,33.0,1247,1701,73.3,23423,10095,549,633,86.7,494,668,74.0,184,326,56.4,4,6.8,5.8,-2.8,76,98,45,36,127,Matches
Rodrigo Moura,br BRA,GK,Chaves,27,1996,7.0,144,210,68.6,4655,3759,19,20,95.0,62,62,100.0,63,128,49.2,0,0.0,0.0,0.0,1,5,0,0,0,Matches
João Moutinho,pt POR,MF,Braga,36,1986,23.5,1538,1785,86.2,28583,8899,610,661,92.3,703,771,91.2,188,270,69.6,1,3.2,3.3,-2.2,41,198,26,3,216,Matches

Rafa Mújica,es ESP,FW,Arouca,24,1998,28.1,316,400,79.0,4036,517,216,250,86.4,70,96,72.9,13,19,68.4,3,2.0,2.0,+1.0,25,14,7,0,21,Matches
Petar Musa,hr CRO,FW,Benfica,25,1998,5.8,89,121,73.6,1104,294,66,78,84.6,14,24,58.3,4,10,40.0,2,1.2,0.5,+0.8,5,2,4,0,11,Matches
Zach Muscat,mt MLT,DF,Farense,29,1993,18.7,675,797,84.7,15518,5099,119,131,90.8,430,470,91.5,124,186,66.7,0,0.1,0.1,-0.1,1,34,0,0,25,Matches
Almoatasem Al Musrati,ly LBY,MF,Braga,27,1996,8.9,541,638,84.8,11382,3355,184,210,87.6,248,275,90.2,101,136,74.3,0,0.3,1.1,-0.3,5,79,6,1,77,Matches
Steve Mvoué,cm CMR,MF,Portimonense,21,2002,0.8,12,21,57.1,203,72,6,7,85.7,5,8,62.5,1,5,20.0,0,0.2,0.0,-0.2,2,3,0,0,2,Matches
Kosuke Nakamura,jp JPN,GK,Portimonense,28,1995,20.0,383,570,67.2,11507,8762,58,58,100.0,192,196,98.0,131,311,42.1,0,0.0,0.0,0.0,0,8,0,0,0,Matches
Nuno Namora,pt POR,"DF,MF",Rio Ave,25,1998,0.3,27,36,75.0,465,230,8,10,80.0,19,22,86.4,0,2,0.0,0,0.0,0.0,0.0,0,9,0,0,8,Matches
Davis Nascimento,br BRA,MF,Portimonense,20,2002,0.0,1,3,33.3,6,0,1,2,50.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Diogo Nascimento,pt POR,MF,Vizela,20,2002,24.0,1157,1316,87.9,18960,4638,594,644,92.2,412,453,90.9,104,138,75.4,1,0.8,1.3,+0.2,22,118,20,5,144,Matches
Nathan,br BRA,DF,Famalicão,21,2001,20.5,642,844,76.1,11310,3959,296,335,88.4,273,334,81.7,56,106,52.8,0,0.9,0.8,-0.9,12,31,10,4,47,Matches
Fran Navarro,es ESP,"FW,MF",Porto,25,1998,1.9,19,24,79.2,291,90,7,9,77.8,8,9,88.9,2,3,66.7,0,0.2,0.3,-0.2,2,3,2,2,3,Matches
Mor Ndiaye,sn SEN,MF,Estoril,22,2000,2.8,96,118,81.4,1688,378,41,49,83.7,49,55,89.1,5,12,41.7,0,0.0,0.2,0.0,0,5,0,0,6,Matches
Alioune Ndour,sn SEN,"FW,MF",Estrela,22,2001,1.9,35,55,63.6,526,74,20,33,60.6,12,15,80.0,2,5,40.0,1,0.6,0.3,+0.4,2,2,1,0,5,Matches
Cher Ndour,it ITA,MF,Braga,19,2004,2.3,100,115,87.0,1615,359,44,52,84.6,50,53,94.3,4,6,66.7,0,0.1,0.0,-0.1,1,6,1,0,11,Matches
Nelson,ao ANG,"DF,FW",Vitória,25,1998,4.5,127,170,74.7,1890,676,69,79,87.3,51,71,71.8,1,7,14.3,0,0.1,0.2,-0.1,2,9,9,1,21,Matches
David Neres,br BRA,FW,Benfica,26,1997,12.6,507,643,78.8,7098,1286,325,364,89.3,145,180,80.6,22,49,44.9,7,5.1,5.2,+1.9,31,35,17,7,50,Matches
Neto,br BRA,MF,Casa Pia,31,1991,25.0,960,1157,83.0,17319,5858,423,478,88.5,396,440,90.0,110,176,62.5,1,1.2,1.0,-0.2,18,139,9,1,122,Matches
Luís Neto,pt POR,DF,Sporting CP,35,1988,1.5,101,107,94.4,2068,694,35,36,97.2,46,48,95.8,16,17,94.1,0,0.0,0.1,0.0,0,25,2,0,13,Matches
Martim Neto,pt POR,MF,Gil Vicente FC,20,2003,20.7,756,905,83.5,12917,3712,352,408,86.3,312,346,90.2,71,96,74.0,2,1.1,1.9,+0.9,18,84,10,0,112,Matches
João Neves,pt POR,MF,Benfica,18,2004,25.7,1838,2076,88.5,31065,8622,930,1003,92.7,676,742,91.1,186,245,75.9,1,2.3,3.3,-1.3,25,177,23,7,171,Matches
Sikou Niakaté,ml MLI,DF,Braga,24,1999,16.5,804,966,83.2,15468,6352,263,291,90.4,452,478,94.6,76,167,45.5,0,0.3,1.1,-0.3,5,42,0,0,44,Matches
Miguel Nóbrega,pt POR,DF,Rio Ave,23,2000,18.0,824,1021,80.7,16092,5708,274,314,87.3,443,493,89.9,100,187,53.5,0,0.7,0.8,-0.7,4,64,9,6,67,Matches
Gonçalo Nogueira,pt POR,MF,Vitória,19,2003,0.1,1,1,100.0,37,26,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Ygor Nogueira,br BRA,DF,Chaves,28,1995,18.4,641,770,83.2,12029,4948,238,266,89.5,319,364,87.6,72,118,61.0,0,0.5,0.1,-0.5,1,36,0,0,36,Matches
Nonoca,br BRA,MF,Portimonense,25,1998,21.3,570,667,85.5,9669,2358,244,273,89.4,274,303,90.4,36,56,64.3,1,1.2,1.0,-0.2,10,28,2,2,35,Matches

João Nunes,pt POR,DF,Casa Pia,27,1995,14.7,617,744,82.9,11509,4187,230,251,91.6,322,357,90.2,59,119,49.6,0,0.3,0.8,-0.3,5,45,2,2,44,Matches
Kelechi Nwakali,ng NGA,MF,Chaves,25,1998,23.0,944,1188,79.5,20372,5789,318,348,91.4,408,464,87.9,200,331,60.4,4,4.3,3.5,-0.3,49,135,12,2,151,Matches
Régis N’Do,bf BFA,"FW,MF",Estrela,22,2001,11.0,252,363,69.4,4074,876,124,165,75.2,98,131,74.8,17,34,50.0,1,1.1,1.9,-0.1,15,20,13,4,38,Matches
Tashan Oakley-Boothe,eng ENG,"MF,DF",Estrela,23,2000,0.6,27,31,87.1,412,88,12,15,80.0,13,13,100.0,1,2,50.0,0,0.1,0.1,-0.1,2,0,2,0,3,Matches
Lawrence Ofori,gh GHA,MF,Moreirense,25,1998,27.3,1227,1360,90.2,21688,6287,546,572,95.5,541,581,93.1,120,167,71.9,1,1.2,1.1,-0.2,17,125,14,3,153,Matches
Hugo Oliveira,pt POR,"DF,MF",Vizela,21,2002,5.5,205,274,74.8,3414,1018,106,119,89.1,74,96,77.1,22,39,56.4,3,0.9,0.9,+2.1,8,11,6,5,15,Matches
Mattheus Oliveira,br BRA,MF,Farense,29,1994,24.8,789,1025,77.0,15020,4637,299,340,87.9,365,436,83.7,107,195,54.9,1,5.0,2.7,-4.0,35,77,19,8,115,Matches
Nélson Oliveira,pt POR,FW,Vitória,31,1991,6.7,112,145,77.2,1545,295,64,73,87.7,31,42,73.8,8,10,80.0,2,0.7,0.3,+1.3,7,5,4,0,17,Matches
Paulo Oliveira,pt POR,DF,Braga,31,1992,18.6,976,1148,85.0,20089,7421,265,287,92.3,582,628,92.7,121,212,57.1,2,0.3,0.7,+1.7,4,59,2,0,55,Matches
Talys Oliveira,br BRA,DF,Farense,24,1999,10.9,273,463,59.0,5501,2347,116,145,80.0,101,161,62.7,50,142,35.2,0,0.8,1.1,-0.8,12,20,12,12,20,Matches
Joneston Omurwa,ke KEN,DF,Estrela,24,1998,12.7,523,634,82.5,10314,4071,176,212,83.0,280,311,90.0,62,100,62.0,0,0.0,0.1,0.0,2,26,1,0,36,Matches
Bruno Onyemaechi,ng NGA,"DF,MF",Boavista,24,1999,21.9,739,1049,70.4,12349,4615,369,431,85.6,293,390,75.1,60,160,37.5,1,2.2,1.6,-1.2,20,48,12,10,52,Matches
Jerome Opoku,gh GHA,DF,Arouca,24,1998,1.5,37,48,77.1,705,207,15,16,93.8,16,16,100.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Pedro Ortiz,es ESP,MF,Vizela,22,2000,10.2,430,503,85.5,7438,2438,188,207,90.8,198,220,90.0,36,49,73.5,0,0.2,0.2,-0.2,2,47,0,0,46,Matches
Nicolás Otamendi,ar ARG,DF,Benfica,35,1988,30.6,1692,1891,89.5,32743,12502,591,633,93.4,888,945,94.0,189,255,74.1,1,1.4,1.3,-0.4,12,140,3,0,139,Matches
Otávio,pt POR,"MF,FW",Porto,28,1995,1.0,38,54,70.4,668,166,17,25,68.0,16,20,80.0,5,9,55.6,0,0.1,0.0,-0.1,2,2,1,0,4,Matches
João Othavio Basso,br BRA,DF,Estoril,26,1997,13.4,605,737,82.1,11850,4648,231,259,89.2,294,332,88.6,75,128,58.6,0,0.0,0.1,0.0,0,66,1,0,53,Matches
Amine Oudrhiri,ma MAR,MF,Rio Ave,30,1992,24.7,1063,1210,87.9,19666,4737,435,484,89.9,496,535,92.7,116,151,76.8,0,0.5,0.5,-0.5,11,82,7,0,108,Matches
Pablo,br BRA,"FW,MF",Famalicão,19,2004,2.2,36,45,80.0,481,141,26,29,89.7,7,9,77.8,2,3,66.7,0,0.2,0.3,-0.2,3,2,2,1,3,Matches
Lucas Paes,br BRA,GK,Casa Pia,25,1997,3.0,82,102,80.4,2036,1611,18,19,94.7,46,47,97.9,17,35,48.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Renato Pantalon,hr CRO,DF,Rio Ave,25,1997,14.9,650,778,83.5,12586,3879,220,253,87.0,345,369,93.5,74,129,57.4,0,0.1,0.1,-0.1,1,48,1,1,43,Matches
Raúl Parra,es ESP,DF,Estoril,23,1999,6.3,375,449,83.5,7276,2237,133,145,91.7,183,204,89.7,50,82,61.0,0,0.2,0.3,-0.2,6,17,3,0,24,Matches
David Pastor,br BRA,DF,Farense,23,2000,27.5,928,1222,75.9,15989,7048,426,480,88.8,412,495,83.2,75,169,44.4,2,1.8,1.3,+0.2,18,63,17,4,89,Matches
Patrick,br BRA,DF,Rio Ave,26,1997,12.4,585,707,82.7,11024,4303,232,254,91.3,273,308,88.6,73,124,58.9,0,0.5,0.5,-0.5,3,27,3,2,30,Matches
Paulinho,pt POR,"FW,MF",Portimonense,23,1999,1.9,21,34,61.8,254,54,11,15,73.3,7,13,53.8,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches

Paulinho,pt POR,"FW,MF",Sporting CP,30,1992,14.5,293,396,74.0,4253,1319,171,203,84.2,92,121,76.0,19,30,63.3,5,2.8,2.9,+2.2,24,35,17,3,53,Matches
Ivan Pavlic,be BEL,MF,Estoril,21,2001,2.0,39,60,65.0,577,168,19,26,73.1,15,16,93.8,2,10,20.0,0,0.1,0.1,-0.1,2,5,1,0,6,Matches
Pedrão,br BRA,DF,Portimonense,26,1997,29.3,1146,1484,77.2,24163,10137,365,404,90.3,591,676,87.4,177,357,49.6,1,0.6,0.5,+0.4,10,107,6,1,112,Matches
Zé Pedro Figueiredo,pt POR,DF,Porto,26,1997,10.3,685,769,89.1,14400,4992,188,204,92.2,396,420,94.3,96,129,74.4,0,0.8,0.5,-0.8,2,75,3,2,67,Matches
João Pedro,pt POR,MF,Chaves,30,1993,4.5,146,202,72.3,2458,825,73,86,84.9,58,77,75.3,11,25,44.0,0,0.1,0.1,-0.1,2,20,1,0,17,Matches
Pepe,pt POR,DF,Porto,40,1983,20.9,1434,1615,88.8,28548,11186,492,523,94.1,751,802,93.6,181,265,68.3,1,0.5,0.8,+0.5,12,174,8,0,138,Matches
Pepê,br BRA,"MF,DF",Porto,26,1997,31.7,1076,1381,77.9,17272,4566,557,663,84.0,410,486,84.4,78,122,63.9,6,5.2,6.1,+0.8,46,115,57,7,192,Matches
André Pereira,pt POR,FW,Rio Ave,28,1995,6.5,115,166,69.3,1580,386,71,95,74.7,29,39,74.4,7,12,58.3,0,0.2,0.6,-0.2,5,15,2,1,14,Matches
Gabriel Pereira,br BRA,DF,Gil Vicente FC,23,2000,30.9,1581,1856,85.2,32904,11509,405,446,90.8,959,1028,93.3,197,338,58.3,0,0.5,0.7,-0.5,4,72,4,1,79,Matches
Hildeberto Pereira,pt POR,FW,Portimonense,27,1996,9.4,146,204,71.6,2324,383,66,87,75.9,56,70,80.0,14,20,70.0,2,0.6,0.6,+1.4,10,7,5,1,14,Matches
Matheus Pereira,br BRA,"DF,FW",Vizela,22,2000,23.3,786,1113,70.6,12479,5063,459,523,87.8,246,340,72.4,63,172,36.6,2,2.6,1.6,-0.6,24,56,25,14,77,Matches
