Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Arouca,4,34,34,"3,056",34.0,54,1.59,146,92,65.8,7,10,17,5,14.7,6,4,2,0,33.3
B-SAD,2,34,34,"3,060",34.0,55,1.62,166,110,69.9,5,11,18,8,23.5,7,5,2,0,28.6
Benfica,2,34,34,"3,060",34.0,30,0.88,109,79,73.4,23,5,6,12,35.3,2,1,1,0,50.0
Boavista,2,34,34,"3,060",34.0,52,1.53,138,86,66.7,7,17,10,6,17.6,7,6,1,0,14.3
Braga,3,34,34,"3,060",34.0,31,0.91,118,88,75.4,19,8,7,16,47.1,2,2,0,0,0.0
Estoril,2,34,34,"3,060",34.0,43,1.26,144,102,72.2,9,12,13,11,32.4,5,3,1,1,25.0
Famalicão,3,34,34,"3,060",34.0,51,1.50,141,90,68.1,9,12,13,9,26.5,8,6,2,0,25.0
Gil Vicente FC,4,34,34,"3,060",34.0,42,1.24,145,104,76.6,13,12,9,11,32.4,9,8,1,0,11.1
Marítimo,2,34,34,"3,059",34.0,44,1.29,156,110,76.3,9,11,14,9,26.5,10,7,2,1,22.2
Moreirense,2,34,34,"3,060",34.0,51,1.50,141,90,67.4,7,8,19,4,11.8,5,5,0,0,0.0
Paços,3,34,34,"3,057",34.0,44,1.30,173,127,76.9,9,11,14,10,29.4,5,4,1,0,20.0
Portimonense,3,34,34,"3,060",34.0,45,1.32,159,116,73.0,10,8,16,10,29.4,2,2,0,0,0.0
Porto,4,34,34,"3,060",34.0,22,0.65,71,48,71.8,29,4,1,16,47.1,3,2,1,0,33.3
Santa Clara,3,34,34,"3,060",34.0,54,1.59,143,89,67.8,9,13,12,8,23.5,8,8,0,0,0.0
Sporting CP,3,34,34,"3,060",34.0,23,0.68,82,60,73.2,27,4,3,18,52.9,2,1,1,0,50.0
Tondela,2,34,34,"3,060",34.0,67,1.97,188,122,68.6,7,7,20,2,5.9,8,8,0,0,0.0
Vitória,2,34,34,"3,060",34.0,41,1.21,144,102,75.0,13,9,12,8,23.5,7,5,1,1,16.7
Vizela,3,34,34,"2,970",34.0,58,1.76,154,98,68.2,7,12,15,2,5.9,11,9,0,2,0.0
