Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Cracovia,2,34,34,"3,060",34.0,,,,,,8,15,11,10,29.4,8,7,1,0,12.5
Górnik Zabrze,1,34,34,"3,060",34.0,,,,,,15,8,11,10,29.4,1,1,0,0,0.0
Jagiellonia,1,34,34,"3,060",34.0,,,,,,18,9,7,9,26.5,8,8,0,0,0.0
Korona Kielce,2,34,34,"3,060",34.0,,,,,,8,14,12,7,20.6,6,5,1,0,16.7
Lech Poznań,2,34,34,"3,060",34.0,,,,,,14,11,9,12,35.3,8,6,2,0,25.0
Legia Warsaw,2,34,34,"3,060",34.0,,,,,,16,11,7,10,29.4,2,2,0,0,0.0
Piast Gliwice,2,34,34,"3,060",34.0,,,,,,9,16,9,14,41.2,10,7,1,2,12.5
Pogoń Szczecin,3,34,34,"3,060",34.0,,,,,,16,7,11,11,32.4,4,2,2,0,50.0
Puszcza Niepołomice,3,34,34,"3,060",34.0,,,,,,9,13,12,8,23.5,5,4,1,0,20.0
Radomiak Radom,4,34,34,"3,057",34.0,,,,,,10,8,16,7,20.6,7,5,2,0,28.6
RKS Raków,5,34,34,"3,060",34.0,,,,,,14,10,10,11,32.4,6,6,0,0,0.0
Ruch Chorzów,4,34,34,"3,060",34.0,,,,,,6,14,14,8,23.5,6,6,0,0,0.0
Śląsk Wrocław,2,34,34,"3,060",34.0,,,,,,18,9,7,13,38.2,9,6,2,1,25.0
Stal Mielec,2,34,34,"3,060",34.0,,,,,,11,10,13,9,26.5,6,5,1,0,16.7
Warta Poznań,2,34,34,"3,060",34.0,,,,,,9,10,15,9,26.5,4,3,0,1,0.0
Widzew Łódź,3,34,34,"3,060",34.0,,,,,,13,7,14,7,20.6,6,5,1,0,16.7
Zagłębie Lubin,3,34,34,"3,059",34.0,,,,,,13,8,13,9,26.5,5,4,1,0,20.0
Łódzki KS,2,34,34,"3,060",34.0,,,,,,6,6,22,2,5.9,10,8,1,1,11.1
