Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Arouca,3,34,34,"3,060",34.0,50,1.47,150,100,71.3,13,7,14,5,14.7,9,7,1,1,12.5
Benfica,3,34,34,"3,060",34.0,28,0.82,113,82,78.8,25,5,4,16,47.1,7,4,3,0,42.9
Boavista,1,34,34,"3,060",34.0,62,1.82,172,111,66.3,7,11,16,3,8.8,6,4,0,2,0.0
Braga,1,34,34,"3,060",34.0,50,1.47,127,79,65.4,21,5,8,6,17.6,7,6,0,1,0.0
Casa Pia,2,34,34,"3,058",34.0,50,1.47,159,109,69.2,10,8,16,10,29.4,1,1,0,0,0.0
Chaves,3,34,34,"3,060",34.0,72,2.12,184,110,64.1,5,8,21,4,11.8,8,6,2,0,25.0
Estoril,2,34,34,"3,059",34.0,58,1.71,167,111,66.5,9,6,19,10,29.4,3,2,1,0,33.3
Estrela,4,34,34,"3,054",34.0,53,1.56,148,95,65.5,7,12,15,7,20.6,4,2,1,1,33.3
Famalicão,2,34,34,"3,060",34.0,41,1.21,149,107,74.5,10,12,12,8,23.5,8,3,3,2,50.0
Farense,2,34,34,"3,060",34.0,51,1.50,192,141,76.6,10,7,17,7,20.6,7,6,1,0,14.3
Gil Vicente FC,2,34,34,"3,060",34.0,52,1.53,154,102,69.5,9,9,16,9,26.5,7,5,2,0,28.6
Moreirense,3,34,34,"3,060",34.0,35,1.03,128,94,73.4,16,7,11,16,47.1,1,1,0,0,0.0
Portimonense,2,34,34,"3,060",34.0,72,2.12,174,107,61.5,8,8,18,3,8.8,6,5,0,1,0.0
Porto,2,34,34,"3,058",34.0,27,0.79,81,55,71.6,22,6,6,13,38.2,6,4,1,1,20.0
Rio Ave,3,34,34,"3,060",34.0,43,1.26,158,115,74.1,6,19,9,10,29.4,4,2,1,1,33.3
Sporting CP,4,34,34,"3,060",34.0,29,0.85,79,50,68.4,29,3,2,16,47.1,4,4,0,0,0.0
Vitória,2,34,34,"3,060",34.0,38,1.12,126,88,73.8,19,6,9,10,29.4,6,5,1,0,16.7
Vizela,2,34,34,"3,060",34.0,66,1.94,161,97,62.1,5,11,18,8,23.5,6,5,0,1,0.0
