Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
AGF,2,32,32,"2,878",32.0,46,1.44,134,94,70.1,11,11,10,9,28.1,6,6,0,0,0.0
Brøndby,2,32,32,"2,880",32.0,35,1.09,127,96,74.0,18,8,6,12,37.5,4,2,2,0,50.0
FC Copenhagen,2,32,32,"2,880",32.0,38,1.19,118,80,67.8,18,5,9,11,34.4,1,0,1,0,100.0
Hvidovre IF,2,32,32,"2,880",32.0,61,1.91,184,130,69.6,4,8,20,4,12.5,9,5,2,2,28.6
Lyngby,3,32,32,"2,880",32.0,53,1.66,141,90,63.8,9,9,14,6,18.8,2,2,0,0,0.0
Midtjylland,2,32,32,"2,880",32.0,43,1.34,109,70,65.1,19,6,7,8,25.0,5,5,0,0,0.0
Nordsjælland,3,32,32,"2,880",32.0,34,1.06,115,84,73.0,16,10,6,8,25.0,4,3,0,1,0.0
Odense,3,32,32,"2,880",32.0,48,1.50,143,96,67.8,8,8,16,6,18.8,2,2,0,0,0.0
Randers,1,32,32,"2,880",32.0,49,1.53,141,97,68.1,10,11,11,7,21.9,6,4,1,1,20.0
Silkeborg,2,32,32,"2,880",32.0,50,1.56,159,111,69.2,10,6,16,8,25.0,3,1,1,1,50.0
Vejle BK,2,32,32,"2,880",32.0,36,1.13,138,108,76.8,9,9,14,8,25.0,8,4,2,2,33.3
Viborg,3,32,32,"2,880",32.0,48,1.50,147,100,68.0,11,7,14,4,12.5,1,1,0,0,0.0
